"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015629","GO:0015629","actin cytoskeleton","13/337","470/21298",0.037376506618983,0.321947636558968,0.293289334235082,"Lad1/Auts2/Pawr/Vcl/Tmod1/Myoz2/Tlnrd1/Neb/Klhl2/Flnb/Arc/Myo10/Tmod3",13
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","2/337","20/21298",0.0393161576988749,0.323930951475513,0.295096103552196,"Sntb2/Sntb1",2
"GO:0090665","GO:0090665","glycoprotein complex","2/337","20/21298",0.0393161576988749,0.323930951475513,0.295096103552196,"Sntb2/Sntb1",2
"GO:0031902","GO:0031902","late endosome membrane","3/337","48/21298",0.0402514291099125,0.324580673035252,0.295687989877969,"Wdr91/Nsg2/Vti1a",3
"GO:0030426","GO:0030426","growth cone","7/337","201/21298",0.0413146595812597,0.32621366627703,0.297175621549412,"Rapgef4/Exoc4/Rasgrf1/Auts2/Cxcr4/Ptk2b/Ctnnd1",7
"GO:0030427","GO:0030427","site of polarized growth","7/337","204/21298",0.044144320832073,0.341442808068483,0.311049134971428,"Rapgef4/Exoc4/Rasgrf1/Auts2/Cxcr4/Ptk2b/Ctnnd1",7
"GO:0030018","GO:0030018","Z disc","5/337","125/21298",0.0487373525375224,0.366645301536497,0.334008218036303,"Grk3/Vcl/Myoz2/Neb/Ryr3",5
"GO:0032432","GO:0032432","actin filament bundle","4/337","87/21298",0.0493374944020088,0.366645301536497,0.334008218036303,"Vcl/Tlnrd1/Klhl2/Flnb",4
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","13/337","495/21298",0.0524759177700498,0.370827141675202,0.337817809941581,"Plpp3/Sec61b/Akap6/Dnajb2/Tmem201/Cds2/Esyt2/Ryr3/Slc35b3/Scd2/Ext1/Gpat3/Vti1a",13
"GO:0016363","GO:0016363","nuclear matrix","4/337","89/21298",0.0528355294207412,0.370827141675202,0.337817809941581,"Cebpa/Blm/Scaf8/Lmnb1",4
"GO:0042641","GO:0042641","actomyosin","4/337","89/21298",0.0528355294207412,0.370827141675202,0.337817809941581,"Vcl/Tlnrd1/Klhl2/Flnb",4
"GO:0030666","GO:0030666","endocytic vesicle membrane","2/337","24/21298",0.0548131937193188,0.370967864636104,0.337946006389785,"Anxa3/Rapgef1",2
"GO:0033017","GO:0033017","sarcoplasmic reticulum membrane","2/337","24/21298",0.0548131937193188,0.370967864636104,0.337946006389785,"Akap6/Ryr3",2
"GO:1902495","GO:1902495","transmembrane transporter complex","9/337","311/21298",0.0601369362441567,0.397411754996082,0.362035982887696,"Olfm2/Kcnj3/Akap6/Scn3a/Kcnk2/Atp1b1/Ryr3/Ptk2b/Cnih3",9
"GO:0008328","GO:0008328","ionotropic glutamate receptor complex","3/337","57/21298",0.0614758911006938,0.397411754996082,0.362035982887696,"Olfm2/Ptk2b/Cnih3",3
"GO:0005635","GO:0005635","nuclear envelope","11/337","409/21298",0.0618662098806565,0.397411754996082,0.362035982887696,"Nucb2/Akap6/Dnajb2/Sh3bgrl2/Osbpl6/Tmem201/Gtf3c3/Prickle1/Osbpl3/Lmnb1/Gch1",11
"GO:0012506","GO:0012506","vesicle membrane","9/337","315/21298",0.0640766498244123,0.404750838057538,0.368721774428197,"Abcc4/Anxa3/Acpp/Trpm2/Nck2/Ryr3/Nsg2/Rapgef1/Vti1a",9
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","4/337","96/21298",0.0661090501116341,0.40819083341508,0.371855557173021,"Gna13/Farp1/Esyt2/Ptk2b",4
"GO:0098878","GO:0098878","neurotransmitter receptor complex","3/337","59/21298",0.0667752814557651,0.40819083341508,0.371855557173021,"Olfm2/Ptk2b/Cnih3",3
"GO:1990351","GO:1990351","transporter complex","9/337","322/21298",0.0713573719099804,0.426761283568588,0.388772951008184,"Olfm2/Kcnj3/Akap6/Scn3a/Kcnk2/Atp1b1/Ryr3/Ptk2b/Cnih3",9
"GO:0097225","GO:0097225","sperm midpiece","2/337","28/21298",0.0720652299429805,0.426761283568588,0.388772951008184,"Grk3/Ccr6",2
"GO:0031227","GO:0031227","intrinsic component of endoplasmic reticulum membrane","5/337","142/21298",0.0754312043203132,0.439821945190749,0.400671012422068,"Dnajb2/Esyt2/Slc35b3/Scd2/Ext1",5
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","12/337","482/21298",0.0828253072963477,0.475618052504785,0.433280714405136,"Plpp3/Sec61b/Akap6/Dnajb2/Cds2/Esyt2/Ryr3/Slc35b3/Scd2/Ext1/Gpat3/Vti1a",12
"GO:0032281","GO:0032281","AMPA glutamate receptor complex","2/337","32/21298",0.0907974788641978,0.513615589395985,0.467895884799008,"Olfm2/Cnih3",2
"GO:0043198","GO:0043198","dendritic shaft","3/337","68/21298",0.0930318851722452,0.518515948239425,0.472360036168675,"Grk3/Exoc4/Cnih3",3
"GO:0098688","GO:0098688","parallel fiber to Purkinje cell synapse","2/337","33/21298",0.0956822357806836,0.525558947259117,0.478776099711125,"Kcnj3/Ppp3r1",2
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","7/337","247/21298",0.0984623125148454,0.526859123777733,0.47996054047798,"Kcnj3/Cntn5/Adgrl2/Ntrk3/Nrp2/Ghsr/Syt6",7
"GO:0034702","GO:0034702","ion channel complex","8/337","296/21298",0.0993257178466538,0.526859123777733,0.47996054047798,"Olfm2/Kcnj3/Akap6/Scn3a/Kcnk2/Ryr3/Ptk2b/Cnih3",8
"GO:0031461","GO:0031461","cullin-RING ubiquitin ligase complex","5/337","156/21298",0.102290591694334,0.526859123777733,0.47996054047798,"Usp47/Fbxo15/Gan/Klhl2/Klhl3",5
"GO:0016529","GO:0016529","sarcoplasmic reticulum","3/337","71/21298",0.102598396031398,0.526859123777733,0.47996054047798,"Akap6/Ryr3/Camk2d",3
"GO:0051233","GO:0051233","spindle midzone","2/337","35/21298",0.105668098705746,0.526859123777733,0.47996054047798,"Map10/Pkp4",2
"GO:0044798","GO:0044798","nuclear transcription factor complex","6/337","204/21298",0.105979511590159,0.526859123777733,0.47996054047798,"Cebpa/Tcf12/Gtf3c3/Pou2af1/Tcf4/Tle4",6
"GO:0005769","GO:0005769","early endosome","7/337","253/21298",0.108093382259176,0.526859123777733,0.47996054047798,"Wdfy1/Ldlrad4/Hmgb1/Cxcr4/Wdr91/Nsg2/Rapgef1",7
"GO:0005881","GO:0005881","cytoplasmic microtubule","3/337","73/21298",0.109184109539358,0.526859123777733,0.47996054047798,"Map10/Casc1/Ranbp10",3
"GO:0060076","GO:0060076","excitatory synapse","3/337","73/21298",0.109184109539358,0.526859123777733,0.47996054047798,"Rapgef4/Kcnj3/Ppp3r1",3
"GO:0005884","GO:0005884","actin filament","4/337","115/21298",0.109820239520952,0.526859123777733,0.47996054047798,"Pawr/Vcl/Tmod1/Tmod3",4
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","5/337","162/21298",0.115080724631093,0.545194932939803,0.496664179986822,"Gna13/Farp1/Esyt2/Ptk2b/Pkp4",5
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","5/337","164/21298",0.119506594507459,0.552395341393423,0.503223641097189,"Cebpa/Tcf12/Pou2af1/Tcf4/Tle4",5
"GO:0045121","GO:0045121","membrane raft","9/337","360/21298",0.119515614760582,0.552395341393423,0.503223641097189,"Grk3/Akap6/Vcl/Atp1b1/Ptk2b/Arc/Fcgr1/Capn2/Ghsr",9
"GO:0098857","GO:0098857","membrane microdomain","9/337","361/21298",0.120977383739541,0.552414800449229,0.503241367997076,"Grk3/Akap6/Vcl/Atp1b1/Ptk2b/Arc/Fcgr1/Capn2/Ghsr",9
"GO:0034399","GO:0034399","nuclear periphery","4/337","120/21298",0.123038710285345,0.555138942835069,0.505723019719213,"Cebpa/Blm/Scaf8/Lmnb1",4
"GO:0005923","GO:0005923","bicellular tight junction","4/337","121/21298",0.125760691800286,0.560744731674217,0.5108298069411,"Marveld3/Pard6g/Magi2/Ctnnd1",4
"GO:0016528","GO:0016528","sarcoplasm","3/337","80/21298",0.133442202872276,0.582182153288736,0.530358967584239,"Akap6/Ryr3/Camk2d",3
"GO:0005771","GO:0005771","multivesicular body","2/337","41/21298",0.137114077300344,0.582182153288736,0.530358967584239,"Acpp/Nsg2",2
"GO:0098589","GO:0098589","membrane region","9/337","373/21298",0.13926685823259,0.582182153288736,0.530358967584239,"Grk3/Akap6/Vcl/Atp1b1/Ptk2b/Arc/Fcgr1/Capn2/Ghsr",9
"GO:0098791","GO:0098791","Golgi subcompartment","10/337","426/21298",0.140358711434012,0.582182153288736,0.530358967584239,"Nucb2/Man1a/Gsap/Acpp/Man2a1/Slc35b3/Chst2/Nsg2/Fam91a1/Gorasp2",10
"GO:0045211","GO:0045211","postsynaptic membrane","9/337","374/21298",0.140852296259178,0.582182153288736,0.530358967584239,"Adgrl2/Dlgap1/Farp1/Ntrk3/Sipa1l1/Nrp2/Arc/Magi2/Cnih3",9
"GO:0005637","GO:0005637","nuclear inner membrane","2/337","42/21298",0.142539075963329,0.582182153288736,0.530358967584239,"Tmem201/Lmnb1",2
"GO:0070160","GO:0070160","tight junction","4/337","128/21298",0.145503758394256,0.582182153288736,0.530358967584239,"Marveld3/Pard6g/Magi2/Ctnnd1",4
"GO:0031252","GO:0031252","cell leading edge","9/337","378/21298",0.147286219528563,0.582182153288736,0.530358967584239,"Epb41l5/Exoc4/Cxcr4/Ptk2b/Myo10/Ctnnd1/Tmod3/Raph1/Lmo4",9
"GO:0005775","GO:0005775","vacuolar lumen","1/337","10/21298",0.147455620764021,0.582182153288736,0.530358967584239,"Nsg2",1
"GO:0043020","GO:0043020","NADPH oxidase complex","1/337","10/21298",0.147455620764021,0.582182153288736,0.530358967584239,"Noxa1",1
"GO:0000151","GO:0000151","ubiquitin ligase complex","7/337","275/21298",0.147465664157569,0.582182153288736,0.530358967584239,"Usp47/Fbxo15/Gan/Asb1/Klhl2/Ranbp10/Klhl3",7
"GO:0098562","GO:0098562","cytoplasmic side of membrane","5/337","177/21298",0.150139888728036,0.586629049772431,0.534410021734085,"Gna13/Farp1/Esyt2/Ptk2b/Pkp4",5
"GO:0099699","GO:0099699","integral component of synaptic membrane","6/337","229/21298",0.156547168637859,0.59313412621894,0.540336046104187,"Kcnj3/Adgrl2/Ntrk3/Nrp2/Ghsr/Syt6",6
"GO:0045335","GO:0045335","phagocytic vesicle","3/337","87/21298",0.159363143283937,0.59313412621894,0.540336046104187,"Anxa3/Flnb/Rapgef1",3
"GO:0036156","GO:0036156","inner dynein arm","1/337","11/21298",0.160951837214722,0.59313412621894,0.540336046104187,"Casc1",1
"GO:0061700","GO:0061700","GATOR2 complex","1/337","11/21298",0.160951837214722,0.59313412621894,0.540336046104187,"Sesn3",1
"GO:0090533","GO:0090533","cation-transporting ATPase complex","1/337","11/21298",0.160951837214722,0.59313412621894,0.540336046104187,"Atp1b1",1
"GO:0031901","GO:0031901","early endosome membrane","2/337","47/21298",0.170280947155665,0.59313412621894,0.540336046104187,"Ldlrad4/Wdr91",2
"GO:0000137","GO:0000137","Golgi cis cisterna","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Nsg2",1
"GO:0031143","GO:0031143","pseudopodium","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Capn2",1
"GO:0031313","GO:0031313","extrinsic component of endosome membrane","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Wdr91",1
"GO:0090576","GO:0090576","RNA polymerase III transcription factor complex","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Gtf3c3",1
"GO:0097524","GO:0097524","sperm plasma membrane","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Ccr6",1
"GO:0099026","GO:0099026","anchored component of presynaptic membrane","1/337","12/21298",0.174235025585964,0.59313412621894,0.540336046104187,"Cntn5",1
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane","7/337","289/21298",0.175596325098939,0.59313412621894,0.540336046104187,"Abcc4/Anxa3/Trpm2/Ryr3/Nsg2/Rapgef1/Vti1a",7
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","2/337","49/21298",0.181617126723807,0.59313412621894,0.540336046104187,"Rapgef4/Ctnnd1",2
"GO:0030496","GO:0030496","midbody","4/337","141/21298",0.185037711654487,0.59313412621894,0.540336046104187,"Map10/Ankrd54/Ctnnd1/Pkp4",4
"GO:0043296","GO:0043296","apical junction complex","4/337","141/21298",0.185037711654487,0.59313412621894,0.540336046104187,"Marveld3/Pard6g/Magi2/Ctnnd1",4
"GO:0005652","GO:0005652","nuclear lamina","1/337","13/21298",0.18730853852299,0.59313412621894,0.540336046104187,"Lmnb1",1
"GO:0005736","GO:0005736","RNA polymerase I complex","1/337","13/21298",0.18730853852299,0.59313412621894,0.540336046104187,"Polr1a",1
"GO:0005916","GO:0005916","fascia adherens","1/337","13/21298",0.18730853852299,0.59313412621894,0.540336046104187,"Vcl",1
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","1/337","13/21298",0.18730853852299,0.59313412621894,0.540336046104187,"Suclg2",1
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex","1/337","13/21298",0.18730853852299,0.59313412621894,0.540336046104187,"Atp1b1",1
"GO:0008023","GO:0008023","transcription elongation factor complex","2/337","52/21298",0.19881789164474,0.59313412621894,0.540336046104187,"Ice1/Ercc6",2
"GO:0005938","GO:0005938","cell cortex","7/337","300/21298",0.199188316316237,0.59313412621894,0.540336046104187,"Exoc4/Tmem201/Tmod1/Pard6g/Ptk2b/Ctnnd1/Rhoj",7
"GO:0001518","GO:0001518","voltage-gated sodium channel complex","1/337","14/21298",0.200175676061996,0.59313412621894,0.540336046104187,"Scn3a",1
"GO:0017146","GO:0017146","NMDA selective glutamate receptor complex","1/337","14/21298",0.200175676061996,0.59313412621894,0.540336046104187,"Ptk2b",1
"GO:0031588","GO:0031588","nucleotide-activated protein kinase complex","1/337","14/21298",0.200175676061996,0.59313412621894,0.540336046104187,"Sik2",1
"GO:0042581","GO:0042581","specific granule","1/337","14/21298",0.200175676061996,0.59313412621894,0.540336046104187,"Anxa3",1
"GO:0097449","GO:0097449","astrocyte projection","1/337","14/21298",0.200175676061996,0.59313412621894,0.540336046104187,"Kcnk2",1
"GO:0031594","GO:0031594","neuromuscular junction","3/337","98/21298",0.20277362053604,0.59313412621894,0.540336046104187,"Lama2/Ascc1/Camk2d",3
"GO:0005925","GO:0005925","focal adhesion","4/337","148/21298",0.207630147632632,0.59313412621894,0.540336046104187,"Epb41l5/Vcl/Flnb/Ptk2b",4
"GO:0010008","GO:0010008","endosome membrane","5/337","199/21298",0.208404845371689,0.59313412621894,0.540336046104187,"Ldlrad4/Wdr91/Nsg2/Clec16a/Vti1a",5
"GO:0000109","GO:0000109","nucleotide-excision repair complex","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Slx4",1
"GO:0005639","GO:0005639","integral component of nuclear inner membrane","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Tmem201",1
"GO:0005665","GO:0005665","RNA polymerase II, core complex","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Uri1",1
"GO:0031229","GO:0031229","intrinsic component of nuclear inner membrane","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Tmem201",1
"GO:0032580","GO:0032580","Golgi cisterna membrane","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Nsg2",1
"GO:0042101","GO:0042101","T cell receptor complex","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Alcam",1
"GO:0098845","GO:0098845","postsynaptic endosome","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Arc",1
"GO:1990023","GO:1990023","mitotic spindle midzone","1/337","15/21298",0.212839686453234,0.59313412621894,0.540336046104187,"Map10",1
"GO:0031012","GO:0031012","extracellular matrix","10/337","476/21298",0.223932634909554,0.605603742426311,0.551695674255881,"Lama2/Mmp1a/Lad1/Mmp15/Lrrc3b/Bmp7/Anxa3/Prss2/Tnc/Nav2",10
"GO:0016607","GO:0016607","nuclear speck","7/337","311/21298",0.223940358095005,0.605603742426311,0.551695674255881,"Fto/Tcf12/Basp1/Nr3c1/Dusp11/Nrip1/Zfp217",7
"GO:0150034","GO:0150034","distal axon","8/337","366/21298",0.225110578692418,0.605603742426311,0.551695674255881,"Rapgef4/Exoc4/Rasgrf1/Auts2/Kcnk2/Cxcr4/Ptk2b/Ctnnd1",8
"GO:0035859","GO:0035859","Seh1-associated complex","1/337","16/21298",0.225303766971266,0.605603742426311,0.551695674255881,"Sesn3",1
"GO:0044453","GO:0044453","nuclear membrane part","1/337","16/21298",0.225303766971266,0.605603742426311,0.551695674255881,"Tmem201",1
"GO:0005924","GO:0005924","cell-substrate adherens junction","4/337","154/21298",0.227590381353081,0.607441933329703,0.55337023783403,"Epb41l5/Vcl/Flnb/Ptk2b",4
"GO:0016324","GO:0016324","apical plasma membrane","7/337","314/21298",0.230872668820691,0.609917871557374,0.555625779394025,"Rapgef4/Slc26a2/Kcnk2/Pard6g/Atp1b1/Slc30a5/Tnik",7
"GO:0044431","GO:0044431","Golgi apparatus part","10/337","481/21298",0.233221194822522,0.609917871557374,0.555625779394025,"Nucb2/Man1a/Gsap/Acpp/Man2a1/Slc35b3/Chst2/Nsg2/Fam91a1/Gorasp2",10
"GO:0005604","GO:0005604","basement membrane","3/337","106/21298",0.235872601311107,0.609917871557374,0.555625779394025,"Lama2/Lad1/Tnc",3
"GO:0000800","GO:0000800","lateral element","1/337","17/21298",0.237571064712582,0.609917871557374,0.555625779394025,"Blm",1
"GO:0005913","GO:0005913","cell-cell adherens junction","3/337","107/21298",0.240077450234596,0.609917871557374,0.555625779394025,"Vcl/Ctnnd1/Pkp4",3
"GO:0005640","GO:0005640","nuclear outer membrane","1/337","18/21298",0.249644677380777,0.609917871557374,0.555625779394025,"Nucb2",1
"GO:0030867","GO:0030867","rough endoplasmic reticulum membrane","1/337","18/21298",0.249644677380777,0.609917871557374,0.555625779394025,"Sec61b",1
"GO:0099144","GO:0099144","anchored component of synaptic membrane","1/337","18/21298",0.249644677380777,0.609917871557374,0.555625779394025,"Cntn5",1
"GO:0000118","GO:0000118","histone deacetylase complex","2/337","61/21298",0.251306820581277,0.609917871557374,0.555625779394025,"Nrip1/Zfp217",2
"GO:0019005","GO:0019005","SCF ubiquitin ligase complex","2/337","61/21298",0.251306820581277,0.609917871557374,0.555625779394025,"Usp47/Fbxo15",2
"GO:0030055","GO:0030055","cell-substrate junction","4/337","161/21298",0.251453530605265,0.609917871557374,0.555625779394025,"Epb41l5/Vcl/Flnb/Ptk2b",4
"GO:0000145","GO:0000145","exocyst","1/337","19/21298",0.261527654059474,0.609917871557374,0.555625779394025,"Exoc4",1
