#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR2418--MA0591.1.Bach1::Mafk	chr11	121039354	121039368	-	0.000	0.000	Merged-chr11-121039238-62
NR5685--MA0089.1.MAFG::NFE2L1	chr18	37813972	37813977	-	0.000	0.000	Merged-chr18-37813954-31
NR12594--MA0495.2.MAFF	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR3449--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR290--MA0089.1.MAFG::NFE2L1	chr1	78478073	78478078	+	0.000	0.000	Merged-chr1-78478073-15
NR9323--MA0089.1.MAFG::NFE2L1	chr5	35818088	35818093	-	0.000	0.000	Merged-chr5-35818089-1
NR8093--MA0089.1.MAFG::NFE2L1	chr3	130691917	130691922	-	0.000	0.000	Merged-chr3-130691928-1
NR11054--MA0089.1.MAFG::NFE2L1	chr7	66116123	66116128	+	0.000	0.000	Merged-chr7-66116161-49
NR12185--MA0089.1.MAFG::NFE2L1	chr9	5623575	5623580	-	0.000	0.000	Merged-chr9-5623590-21
NR1073--MA0089.1.MAFG::NFE2L1	chr1	191421152	191421157	+	0.000	0.000	Merged-chr1-191421132-37
NR10993--MA0089.1.MAFG::NFE2L1	chr7	45771302	45771307	-	0.000	0.000	Merged-chr7-45771241-24
NR9506--MA0501.1.MAF::NFE2	chr5	92327473	92327487	-	0.000	0.000	Merged-chr5-92327493-24
NR2416--MA0089.1.MAFG::NFE2L1	chr11	121039363	121039368	+	0.000	0.000	Merged-chr11-121039238-62
NR6532--MA0117.2.Mafb	chr2	35382281	35382292	+	0.000	0.000	Merged-chr2-35382187-12
NR12297--MA0659.1.MAFG	chr9	43785161	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR11089--MA0495.2.MAFF	chr7	74587728	74587748	-	0.000	0.000	Merged-chr7-74587664-21
NR2818--MA0089.1.MAFG::NFE2L1	chr12	105001141	105001146	+	0.000	0.000	Merged-chr12-105001185-43
NR3834--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR2468--MA0501.1.MAF::NFE2	chr12	12278422	12278436	-	0.000	0.000	Merged-chr12-12278395-37
NR595--MA0591.1.Bach1::Mafk	chr1	136255312	136255326	-	0.000	0.000	Merged-chr1-136255292-47
NR4476--MA0496.2.MAFK	chr15	82906878	82906896	-	0.000	0.000	Merged-chr15-82906941-10
NR11740--MA0501.1.MAF::NFE2	chr8	57387822	57387836	-	0.000	0.000	Merged-chr8-57387843-7
NR5500--MA0089.1.MAFG::NFE2L1	chr17	80632320	80632325	-	0.000	0.000	Merged-chr17-80632464-23
NR10758--MA0501.1.MAF::NFE2	chr6	144804578	144804592	+	0.000	0.000	Merged-chr6-144804553-29
NR5438--MA0501.1.MAF::NFE2	chr17	71192185	71192199	-	0.000	0.000	Merged-chr17-71192022-46
NR6372--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR8367--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR691--MA0496.2.MAFK	chr1	152254076	152254094	-	0.000	0.000	Merged-chr1-152254014-57
NR12987--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR8646--MA0117.2.Mafb	chr4	89212647	89212658	-	0.000	0.000	Merged-chr4-89212481-15
NR11323--MA0591.1.Bach1::Mafk	chr7	112238996	112239010	+	0.000	0.000	Merged-chr7-112238810-51
NR913--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR123--MA0496.2.MAFK	chr1	43888561	43888579	+	0.000	0.000	Merged-chr1-43888618-32
NR12617--MA0089.1.MAFG::NFE2L1	chr9	95832860	95832865	-	0.000	0.000	Merged-chr9-95832946-23
NR6257--MA0591.1.Bach1::Mafk	chr19	53020224	53020238	-	0.000	0.000	Merged-chr19-53020270-32
NR18--MA0089.1.MAFG::NFE2L1	chr1	13301631	13301636	+	0.000	0.000	Merged-chr1-13301807-39
NR4519--MA0089.1.MAFG::NFE2L1	chr15	90229392	90229397	-	0.000	0.000	Merged-chr15-90229607-22
NR6513--MA0501.1.MAF::NFE2	chr2	34198749	34198763	+	0.000	0.000	Merged-chr2-34198771-20
NR3289--MA0089.1.MAFG::NFE2L1	chr13	67378338	67378343	+	0.000	0.000	Merged-chr13-67378314-6
NR8610--MA0089.1.MAFG::NFE2L1	chr4	83355024	83355029	-	0.000	0.000	Merged-chr4-83354968-34
NR12346--MA0591.1.Bach1::Mafk	chr9	52074081	52074095	-	0.000	0.000	Merged-chr9-52073999-13
NR9750--MA0591.1.Bach1::Mafk	chr5	125052458	125052472	-	0.000	0.000	Merged-chr5-125052528-23
NR6508--MA0659.1.MAFG	chr2	34140005	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR4474--MA0495.2.MAFF	chr15	82906877	82906897	-	0.000	0.000	Merged-chr15-82906941-10
NR12293--MA0495.2.MAFF	chr9	43785161	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR12539--MA0089.1.MAFG::NFE2L1	chr9	85672289	85672294	-	0.000	0.000	Merged-chr9-85672342-1
NR5431--MA0089.1.MAFG::NFE2L1	chr17	69423038	69423043	-	0.000	0.000	Merged-chr17-69422874-19
NR198--MA0117.2.Mafb	chr1	60875494	60875505	-	0.000	0.000	Merged-chr1-60875356-55
NR7818--MA0089.1.MAFG::NFE2L1	chr3	87387598	87387603	-	0.000	0.000	Merged-chr3-87387698-10
NR9663--MA0089.1.MAFG::NFE2L1	chr5	113613431	113613436	-	0.000	0.000	Merged-chr5-113613297-13
NR6544--MA0117.2.Mafb	chr2	38536563	38536574	-	0.000	0.000	Merged-chr2-38536477-82
NR10223--MA0117.2.Mafb	chr6	85147822	85147833	-	0.000	0.000	Merged-chr6-85147771-14
NR8658--MA0089.1.MAFG::NFE2L1	chr4	89369137	89369142	+	0.000	0.000	Merged-chr4-89369224-21
NR4035--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR11309--MA0591.1.Bach1::Mafk	chr7	110824142	110824156	-	0.000	0.000	Merged-chr7-110824322-44
NR11115--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR4716--MA0591.1.Bach1::Mafk	chr16	24474951	24474965	-	0.000	0.000	Merged-chr16-24474974-11
NR5642--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR12298--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR6716--MA0591.1.Bach1::Mafk	chr2	75685656	75685670	+	0.000	0.000	Merged-chr2-75685689-38
NR36--MA0089.1.MAFG::NFE2L1	chr1	20766678	20766683	-	0.000	0.000	Merged-chr1-20766829-14
NR10994--MA0501.1.MAF::NFE2	chr7	45771276	45771290	+	0.000	0.000	Merged-chr7-45771241-24
NR6290--MA0591.1.Bach1::Mafk	chr19	55773301	55773315	+	0.000	0.000	Merged-chr19-55773145-3
NR11800--MA0495.2.MAFF	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR2465--MA0591.1.Bach1::Mafk	chr12	12278425	12278439	-	0.000	0.000	Merged-chr12-12278395-37
NR7803--MA0591.1.Bach1::Mafk	chr3	84046622	84046636	-	0.000	0.000	Merged-chr3-84046424-40
NR3341--MA0495.2.MAFF	chr13	75844206	75844226	-	0.000	0.000	Merged-chr13-75844274-45
NR4368--MA0501.1.MAF::NFE2	chr15	73006580	73006594	-	0.000	0.000	Merged-chr15-73006650-8
NR1647--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR473--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR12595--MA0495.2.MAFF	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR11626--MA0089.1.MAFG::NFE2L1	chr8	13599160	13599165	-	0.000	0.000	Merged-chr8-13599016-7
NR12179--MA0089.1.MAFG::NFE2L1	chr8	128646934	128646939	-	0.000	0.000	Merged-chr8-128646767-27
NR4488--MA0591.1.Bach1::Mafk	chr15	83474198	83474212	+	0.000	0.000	Merged-chr15-83474258-63
NR204--MA0501.1.MAF::NFE2	chr1	61039451	61039465	-	0.000	0.000	Merged-chr1-61039499-28
NR873--MA0089.1.MAFG::NFE2L1	chr1	171629077	171629082	-	0.000	0.000	Merged-chr1-171629248-54
NR11044--MA0496.2.MAFK	chr7	63919523	63919541	+	0.000	0.000	Merged-chr7-63919556-12
NR5338--MA0591.1.Bach1::Mafk	chr17	47564742	47564756	+	0.000	0.000	Merged-chr17-47564757-20
NR2503--MA0495.2.MAFF	chr12	25256485	25256505	+	0.000	0.000	Merged-chr12-25256439-11
NR870--MA0496.2.MAFK	chr1	171627886	171627904	-	0.000	0.000	Merged-chr1-171628029-22
NR6223--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR9628--MA0089.1.MAFG::NFE2L1	chr5	107759290	107759295	+	0.000	0.000	Merged-chr5-107759301-16
NR5375--MA0501.1.MAF::NFE2	chr17	57183022	57183036	-	0.000	0.000	Merged-chr17-57183114-28
NR12043--MA0591.1.Bach1::Mafk	chr8	119946506	119946520	-	0.000	0.000	Merged-chr8-119946472-42
NR12988--MA0659.1.MAFG	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR4752--MA0591.1.Bach1::Mafk	chr16	33769917	33769931	-	0.000	0.000	Merged-chr16-33769896-51
NR12360--MA0089.1.MAFG::NFE2L1	chr9	55102276	55102281	+	0.000	0.000	Merged-chr9-55102396-26
NR6545--MA0496.2.MAFK	chr2	38536552	38536570	+	0.000	0.000	Merged-chr2-38536477-82
NR12990--MA0496.2.MAFK	chrX	142792381	142792399	+	0.000	0.000	Merged-chrX-142792362-24
NR2190--MA0089.1.MAFG::NFE2L1	chr11	95351135	95351140	-	0.000	0.000	Merged-chr11-95351110-19
NR6125--MA0495.2.MAFF	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR4751--MA0495.2.MAFF	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR9624--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR6515--MA0501.1.MAF::NFE2	chr2	34508772	34508786	-	0.000	0.000	Merged-chr2-34508742-2
NR4753--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR10294--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR7652--MA0089.1.MAFG::NFE2L1	chr3	22138113	22138118	-	0.000	0.000	Merged-chr3-22138280-48
NR11442--MA0089.1.MAFG::NFE2L1	chr7	125511602	125511607	-	0.000	0.000	Merged-chr7-125511628-40
NR6323--MA0591.1.Bach1::Mafk	chr19	58358286	58358300	-	0.000	0.000	Merged-chr19-58358384-21
NR4735--MA0117.2.Mafb	chr16	30948338	30948349	-	0.000	0.000	Merged-chr16-30948411-38
NR2466--MA0659.1.MAFG	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR6465--MA0496.2.MAFK	chr2	27693884	27693902	+	0.000	0.000	Merged-chr2-27693880-30
NR11142--MA0117.2.Mafb	chr7	81319849	81319860	+	0.000	0.000	Merged-chr7-81320014-23
NR3531--MA0089.1.MAFG::NFE2L1	chr13	107866816	107866821	+	0.000	0.000	Merged-chr13-107866970-30
NR4460--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR124--MA0496.2.MAFK	chr1	43888561	43888579	-	0.000	0.000	Merged-chr1-43888618-32
NR8222--MA0117.2.Mafb	chr3	143936478	143936489	-	0.000	0.000	Merged-chr3-143936594-7
NR12671--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR2419--MA0501.1.MAF::NFE2	chr11	121039351	121039365	-	0.000	0.000	Merged-chr11-121039238-62
NR11782--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR11803--MA0496.2.MAFK	chr8	75202262	75202280	+	0.000	0.000	Merged-chr8-75202303-18
NR6129--MA0501.1.MAF::NFE2	chr19	21785904	21785918	-	0.000	0.000	Merged-chr19-21785964-7
NR199--MA0591.1.Bach1::Mafk	chr1	60875488	60875502	+	0.000	0.000	Merged-chr1-60875356-55
NR2469--MA0496.2.MAFK	chr12	12278414	12278432	+	0.000	0.000	Merged-chr12-12278395-37
NR10311--MA0495.2.MAFF	chr6	99435314	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR6630--MA0591.1.Bach1::Mafk	chr2	60328884	60328898	-	0.000	0.000	Merged-chr2-60328757-33
NR5487--MA0501.1.MAF::NFE2	chr17	79616788	79616802	-	0.000	0.000	Merged-chr17-79616795-12
NR6509--MA0659.1.MAFG	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR11139--MA0591.1.Bach1::Mafk	chr7	80821097	80821111	+	0.000	0.000	Merged-chr7-80821063-7
NR12369--MA0501.1.MAF::NFE2	chr9	57288681	57288695	+	0.000	0.000	Merged-chr9-57288731-24
NR6178--MA0089.1.MAFG::NFE2L1	chr19	32935826	32935831	-	0.000	0.000	Merged-chr19-32935830-20
NR7095--MA0501.1.MAF::NFE2	chr2	128111947	128111961	-	0.000	0.000	Merged-chr2-128111932-19
NR7653--MA0591.1.Bach1::Mafk	chr3	22138125	22138139	+	0.000	0.000	Merged-chr3-22138280-48
NR9114--MA0591.1.Bach1::Mafk	chr4	150894697	150894711	-	0.000	0.000	Merged-chr4-150894695-19
NR5234--MA0495.2.MAFF	chr17	26572479	26572499	+	0.000	0.000	Merged-chr17-26572396-49
NR7092--MA0089.1.MAFG::NFE2L1	chr2	127312816	127312821	-	0.000	0.000	Merged-chr2-127312939-16
NR4475--MA0496.2.MAFK	chr15	82906878	82906896	+	0.000	0.000	Merged-chr15-82906941-10
NR1417--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR12984--MA0495.2.MAFF	chrX	142792380	142792400	+	0.000	0.000	Merged-chrX-142792362-24
NR6484--MA0591.1.Bach1::Mafk	chr2	31082800	31082814	+	0.000	0.000	Merged-chr2-31082849-41
NR3853--MA0089.1.MAFG::NFE2L1	chr14	61774045	61774050	-	0.000	0.000	Merged-chr14-61773988-12
NR2433--MA0089.1.MAFG::NFE2L1	chr12	3846377	3846382	-	0.000	0.000	Merged-chr12-3846265-11
NR9351--MA0089.1.MAFG::NFE2L1	chr5	43824756	43824761	-	0.000	0.000	Merged-chr5-43824623-50
NR1315--MA0089.1.MAFG::NFE2L1	chr10	44403554	44403559	-	0.000	0.000	Merged-chr10-44403501-23
NR12780--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR12986--MA0117.2.Mafb	chrX	142792389	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR1587--MA0495.2.MAFF	chr10	98776481	98776501	-	0.000	0.000	Merged-chr10-98776574-38
NR10757--MA0089.1.MAFG::NFE2L1	chr6	144804582	144804587	-	0.000	0.000	Merged-chr6-144804553-29
NR474--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR5026--MA0117.2.Mafb	chr16	90995165	90995176	-	0.000	0.000	Merged-chr16-90995039-12
NR690--MA0496.2.MAFK	chr1	152254076	152254094	+	0.000	0.000	Merged-chr1-152254014-57
NR10290--MA0495.2.MAFF	chr6	95712230	95712250	+	0.000	0.000	Merged-chr6-95712332-22
NR4957--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR2053--MA0089.1.MAFG::NFE2L1	chr11	72000377	72000382	+	0.000	0.000	Merged-chr11-72000404-31
NR7436--MA0501.1.MAF::NFE2	chr2	167363332	167363346	+	0.000	0.000	Merged-chr2-167363421-42
NR4903--MA0089.1.MAFG::NFE2L1	chr16	58709279	58709284	-	0.000	0.000	Merged-chr16-58709115-34
NR3342--MA0591.1.Bach1::Mafk	chr13	75844209	75844223	+	0.000	0.000	Merged-chr13-75844274-45
NR11129--MA0089.1.MAFG::NFE2L1	chr7	80203810	80203815	-	0.000	0.000	Merged-chr7-80203762-1
NR4754--MA0496.2.MAFK	chr16	33769915	33769933	+	0.000	0.000	Merged-chr16-33769896-51
NR7802--MA0089.1.MAFG::NFE2L1	chr3	84046515	84046520	+	0.000	0.000	Merged-chr3-84046424-40
NR5367--MA0089.1.MAFG::NFE2L1	chr17	56819798	56819803	+	0.000	0.000	Merged-chr17-56819789-51
NR10772--MA0117.2.Mafb	chr6	145417535	145417546	+	0.000	0.000	Merged-chr6-145417723-108
NR12292--MA0495.2.MAFF	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR2504--MA0495.2.MAFF	chr12	25256485	25256505	-	0.000	0.000	Merged-chr12-25256439-11
NR7805--MA0496.2.MAFK	chr3	84046620	84046638	+	0.000	0.000	Merged-chr3-84046424-40
NR12838--MA0591.1.Bach1::Mafk	chr9	124114864	124114878	+	0.000	0.000	Merged-chr9-124115010-18
NR12294--MA0117.2.Mafb	chr9	43785170	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR4989--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR11138--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR6304--MA0089.1.MAFG::NFE2L1	chr19	56756638	56756643	-	0.000	0.000	Merged-chr19-56756635-43
NR12832--MA0089.1.MAFG::NFE2L1	chr9	123931840	123931845	-	0.000	0.000	Merged-chr9-123931993-21
NR11847--MA0496.2.MAFK	chr8	84825733	84825751	+	0.000	0.000	Merged-chr8-84825845-44
NR11829--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR11049--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR4936--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR11310--MA0089.1.MAFG::NFE2L1	chr7	110965579	110965584	-	0.000	0.000	Merged-chr7-110965629-28
NR9505--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR7937--MA0089.1.MAFG::NFE2L1	chr3	101651484	101651489	-	0.000	0.000	Merged-chr3-101651434-38
NR3893--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR5878--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR2200--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR9882--MA0089.1.MAFG::NFE2L1	chr5	148678739	148678744	+	0.000	0.000	Merged-chr5-148678733-37
NR200--MA0496.2.MAFK	chr1	60875486	60875504	+	0.000	0.000	Merged-chr1-60875356-55
NR11205--MA0117.2.Mafb	chr7	92420824	92420835	-	0.000	0.000	Merged-chr7-92420666-38
NR6546--MA0496.2.MAFK	chr2	38536552	38536570	-	0.000	0.000	Merged-chr2-38536477-82
NR12178--MA0089.1.MAFG::NFE2L1	chr8	128646936	128646941	+	0.000	0.000	Merged-chr8-128646767-27
NR12991--MA0496.2.MAFK	chrX	142792381	142792399	-	0.000	0.000	Merged-chrX-142792362-24
NR10383--MA0501.1.MAF::NFE2	chr6	108296019	108296033	+	0.000	0.000	Merged-chr6-108296153-11
NR8071--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR4604--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR7372--MA0501.1.MAF::NFE2	chr2	160658027	160658041	-	0.000	0.000	Merged-chr2-160657923-30
NR6273--MA0501.1.MAF::NFE2	chr19	53464923	53464937	-	0.000	0.000	Merged-chr19-53464901-55
NR3891--MA0089.1.MAFG::NFE2L1	chr14	67841943	67841948	+	0.000	0.000	Merged-chr14-67841831-15
NR11801--MA0659.1.MAFG	chr8	75202261	75202281	+	0.000	0.000	Merged-chr8-75202303-18
NR6128--MA0659.1.MAFG	chr19	21785904	21785924	+	0.000	0.000	Merged-chr19-21785964-7
NR2686--MA0089.1.MAFG::NFE2L1	chr12	86971334	86971339	+	0.000	0.000	Merged-chr12-86971344-14
NR872--MA0089.1.MAFG::NFE2L1	chr1	171629065	171629070	-	0.000	0.000	Merged-chr1-171629248-54
NR7370--MA0659.1.MAFG	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
