#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_dn.bed
NR43766--MA0742.1.Klf12	chr4	129621212	129621226	+	0.000	0.000	Merged-chr4-129621333-30
NR6389--MA0599.1.KLF5	chr10	81401779	81401788	-	0.000	0.000	Merged-chr10-81401925-26
NR1065--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR4446--MA0742.1.Klf12	chr1	194995347	194995361	+	0.000	0.000	Merged-chr1-194995347-49
NR56621--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR53868--MA0741.1.KLF16	chr6	145249630	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR32895--MA0599.1.KLF5	chr2	25148074	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR5765--MA0599.1.KLF5	chr10	75536382	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR47466--MA0742.1.Klf12	chr5	100872339	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR43325--MA1107.1.KLF9	chr4	120053610	120053622	-	0.000	0.000	Merged-chr4-120053646-59
NR56630--MA0493.1.Klf1	chr7	101537737	101537747	-	0.000	0.000	Merged-chr7-101537821-5
NR13016--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR3720--MA0599.1.KLF5	chr1	181228988	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR17769--MA0741.1.KLF16	chr13	109239168	109239178	-	0.000	0.000	Merged-chr13-109239401-35
NR6523--MA1107.1.KLF9	chr10	83336548	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR1509--MA0740.1.KLF14	chr1	97613886	97613899	+	0.000	0.000	Merged-chr1-97613912-17
NR24588--MA0493.1.Klf1	chr16	52470451	52470461	+	0.000	0.000	Merged-chr16-52470408-42
NR47919--MA0599.1.KLF5	chr5	112311049	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR8975--MA0742.1.Klf12	chr11	34782728	34782742	+	0.000	0.000	Merged-chr11-34782610-2
NR6829--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR24937--MA1107.1.KLF9	chr16	78606415	78606427	-	0.000	0.000	Merged-chr16-78606501-17
NR43765--MA0740.1.KLF14	chr4	129621212	129621225	+	0.000	0.000	Merged-chr4-129621333-30
NR47851--MA1107.1.KLF9	chr5	112239639	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR38688--MA0599.1.KLF5	chr3	84630976	84630985	-	0.000	0.000	Merged-chr3-84630888-13
NR12857--MA1107.1.KLF9	chr12	16580528	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR17766--MA0599.1.KLF5	chr13	109239171	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR5839--MA0741.1.KLF16	chr10	77264474	77264484	+	0.000	0.000	Merged-chr10-77264465-20
NR56632--MA0741.1.KLF16	chr7	101555584	101555594	+	0.000	0.000	Merged-chr7-101555691-65
NR55921--MA0039.3.KLF4	chr7	67425610	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR31614--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR53862--MA0742.1.Klf12	chr6	145249538	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR11789--MA0741.1.KLF16	chr11	107444020	107444030	-	0.000	0.000	Merged-chr11-107443890-34
NR51142--MA0493.1.Klf1	chr6	51533557	51533567	+	0.000	0.000	Merged-chr6-51533616-16
NR20955--MA0493.1.Klf1	chr15	31117642	31117652	-	0.000	0.000	Merged-chr15-31117559-26
NR902--MA0741.1.KLF16	chr1	66897060	66897070	+	0.000	0.000	Merged-chr1-66897217-4
NR47847--MA0039.3.KLF4	chr5	112239645	112239655	-	0.000	0.000	Merged-chr5-112239781-12
NR50289--MA1107.1.KLF9	chr5	149594188	149594200	+	0.000	0.000	Merged-chr5-149594297-11
NR57494--MA0599.1.KLF5	chr7	127137855	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR56624--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR54966--MA0039.3.KLF4	chr7	28609177	28609187	+	0.000	0.000	Merged-chr7-28609310-17
NR43767--MA0599.1.KLF5	chr4	129621213	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR24586--MA0740.1.KLF14	chr16	52470451	52470464	+	0.000	0.000	Merged-chr16-52470408-42
NR4545--MA0742.1.Klf12	chr10	8370347	8370361	+	0.000	0.000	Merged-chr10-8370203-10
NR43323--MA1107.1.KLF9	chr4	120053606	120053618	-	0.000	0.000	Merged-chr4-120053646-59
NR31480--MA1107.1.KLF9	chr19	32216868	32216880	+	0.000	0.000	Merged-chr19-32216974-24
NR5834--MA0740.1.KLF14	chr10	77264471	77264484	+	0.000	0.000	Merged-chr10-77264465-20
NR49528--MA0599.1.KLF5	chr5	139290677	139290686	+	0.000	0.000	Merged-chr5-139290875-38
NR56629--MA0599.1.KLF5	chr7	101537737	101537746	-	0.000	0.000	Merged-chr7-101537821-5
NR19561--MA1107.1.KLF9	chr14	69774963	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR45633--MA1107.1.KLF9	chr5	5420284	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR4547--MA0039.3.KLF4	chr10	8370349	8370359	+	0.000	0.000	Merged-chr10-8370203-10
NR10614--MA0741.1.KLF16	chr11	87595524	87595534	-	0.000	0.000	Merged-chr11-87595611-9
NR38751--MA0039.3.KLF4	chr3	87841000	87841010	+	0.000	0.000	Merged-chr3-87841057-16
NR49564--MA0599.1.KLF5	chr5	139377605	139377614	-	0.000	0.000	Merged-chr5-139377554-24
NR60925--MA1107.1.KLF9	chr8	117320831	117320843	+	0.000	0.000	Merged-chr8-117320786-24
NR6522--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR3056--MA0599.1.KLF5	chr1	165691477	165691486	+	0.000	0.000	Merged-chr1-165691684-32
NR19245--MA0740.1.KLF14	chr14	57769258	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR47469--MA0493.1.Klf1	chr5	100872343	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR47920--MA0039.3.KLF4	chr5	112311050	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR52589--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR8976--MA0599.1.KLF5	chr11	34782729	34782738	+	0.000	0.000	Merged-chr11-34782610-2
NR51448--MA1107.1.KLF9	chr6	70709684	70709696	-	0.000	0.000	Merged-chr6-70709572-48
NR47850--MA0493.1.Klf1	chr5	112239656	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR19246--MA0657.1.KLF13	chr14	57769255	57769272	-	0.000	0.000	Merged-chr14-57769251-39
NR19329--MA0039.3.KLF4	chr14	60736371	60736381	-	0.000	0.000	Merged-chr14-60736285-1
NR12856--MA0493.1.Klf1	chr12	16580530	16580540	-	0.000	0.000	Merged-chr12-16580677-15
NR18186--MA1107.1.KLF9	chr13	119657283	119657295	+	0.000	0.000	Merged-chr13-119657260-10
NR50287--MA1107.1.KLF9	chr5	149594184	149594196	+	0.000	0.000	Merged-chr5-149594297-11
NR5840--MA1107.1.KLF9	chr10	77264471	77264483	+	0.000	0.000	Merged-chr10-77264465-20
NR1391--MA1107.1.KLF9	chr1	91193338	91193350	-	0.000	0.000	Merged-chr1-91193266-65
NR52592--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR47854--MA0039.3.KLF4	chr5	112239765	112239775	-	0.000	0.000	Merged-chr5-112239781-12
NR1145--MA1107.1.KLF9	chr1	80389547	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR34802--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR52584--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR13013--MA0740.1.KLF14	chr12	25155527	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR4546--MA0599.1.KLF5	chr10	8370348	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR905--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR38750--MA0599.1.KLF5	chr3	87840999	87841008	+	0.000	0.000	Merged-chr3-87841057-16
NR18485--MA0742.1.Klf12	chr14	21525773	21525787	+	0.000	0.000	Merged-chr14-21525854-33
NR37081--MA0039.3.KLF4	chr2	168429754	168429764	+	0.000	0.000	Merged-chr2-168429700-17
NR47470--MA1107.1.KLF9	chr5	100872341	100872353	-	0.000	0.000	Merged-chr5-100872198-32
NR43330--MA1107.1.KLF9	chr4	120053628	120053640	-	0.000	0.000	Merged-chr4-120053646-59
NR50665--MA0599.1.KLF5	chr6	30230375	30230384	-	0.000	0.000	Merged-chr6-30230479-12
NR43326--MA1107.1.KLF9	chr4	120053612	120053624	-	0.000	0.000	Merged-chr4-120053646-59
NR52576--MA0740.1.KLF14	chr6	119199104	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR5766--MA0493.1.Klf1	chr10	75536382	75536392	-	0.000	0.000	Merged-chr10-75536310-39
NR19560--MA0493.1.Klf1	chr14	69774965	69774975	-	0.000	0.000	Merged-chr14-69774788-96
NR38752--MA0741.1.KLF16	chr3	87840999	87841009	+	0.000	0.000	Merged-chr3-87841057-16
NR49570--MA1107.1.KLF9	chr5	139377607	139377619	-	0.000	0.000	Merged-chr5-139377554-24
NR23531--MA0599.1.KLF5	chr16	3859463	3859472	-	0.000	0.000	Merged-chr16-3859586-8
NR12835--MA0039.3.KLF4	chr12	15811851	15811861	+	0.000	0.000	Merged-chr12-15811908-21
NR31606--MA0599.1.KLF5	chr19	37110672	37110681	+	0.000	0.000	Merged-chr19-37110576-17
NR47852--MA1107.1.KLF9	chr5	112239645	112239657	-	0.000	0.000	Merged-chr5-112239781-12
NR11785--MA0741.1.KLF16	chr11	107444016	107444026	-	0.000	0.000	Merged-chr11-107443890-34
NR1063--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR11371--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR3266--MA0742.1.Klf12	chr1	170972720	170972734	+	0.000	0.000	Merged-chr1-170972744-20
NR49566--MA0741.1.KLF16	chr5	139377604	139377614	-	0.000	0.000	Merged-chr5-139377554-24
NR32905--MA0039.3.KLF4	chr2	25148133	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR37944--MA0599.1.KLF5	chr3	28244441	28244450	+	0.000	0.000	Merged-chr3-28244555-21
NR54967--MA1107.1.KLF9	chr7	28609175	28609187	+	0.000	0.000	Merged-chr7-28609310-17
NR6833--MA0740.1.KLF14	chr10	95193990	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR31613--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR26851--MA0599.1.KLF5	chr17	33550436	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR47848--MA0039.3.KLF4	chr5	112239654	112239664	-	0.000	0.000	Merged-chr5-112239781-12
NR1144--MA0493.1.Klf1	chr1	80389549	80389559	-	0.000	0.000	Merged-chr1-80389705-48
NR65434--MA1107.1.KLF9	chr9	121682271	121682283	+	0.000	0.000	Merged-chr9-121682469-52
NR1719--MA0742.1.Klf12	chr1	120073814	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR1143--MA0039.3.KLF4	chr1	80389547	80389557	-	0.000	0.000	Merged-chr1-80389705-48
NR43769--MA0741.1.KLF16	chr4	129621213	129621223	+	0.000	0.000	Merged-chr4-129621333-30
NR5088--MA0599.1.KLF5	chr10	42838839	42838848	-	0.000	0.000	Merged-chr10-42838902-52
NR52587--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR6834--MA0657.1.KLF13	chr10	95193987	95194004	-	0.000	0.000	Merged-chr10-95194130-23
NR59777--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR31801--MA0741.1.KLF16	chr19	43809535	43809545	+	0.000	0.000	Merged-chr19-43809499-23
NR43324--MA1107.1.KLF9	chr4	120053608	120053620	-	0.000	0.000	Merged-chr4-120053646-59
NR45196--MA0599.1.KLF5	chr4	150894786	150894795	+	0.000	0.000	Merged-chr4-150894695-19
NR57495--MA0493.1.Klf1	chr7	127137854	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR6836--MA0741.1.KLF16	chr10	95193992	95194002	-	0.000	0.000	Merged-chr10-95194130-23
NR1068--MA1107.1.KLF9	chr1	75213261	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR43768--MA0493.1.Klf1	chr4	129621212	129621222	+	0.000	0.000	Merged-chr4-129621333-30
NR58226--MA0039.3.KLF4	chr7	141270825	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR49565--MA0599.1.KLF5	chr5	139377611	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR32904--MA0599.1.KLF5	chr2	25148132	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR3057--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR32899--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR3723--MA1107.1.KLF9	chr1	181228987	181228999	+	0.000	0.000	Merged-chr1-181229140-10
NR8978--MA0741.1.KLF16	chr11	34782729	34782739	+	0.000	0.000	Merged-chr11-34782610-2
NR35406--MA0742.1.Klf12	chr2	127304896	127304910	+	0.000	0.000	Merged-chr2-127304764-20
NR52580--MA0599.1.KLF5	chr6	119199116	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR51449--MA1107.1.KLF9	chr6	70709686	70709698	-	0.000	0.000	Merged-chr6-70709572-48
NR28657--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR17774--MA0599.1.KLF5	chr13	109239466	109239475	+	0.000	0.000	Merged-chr13-109239401-35
NR11011--MA0599.1.KLF5	chr11	96912747	96912756	-	0.000	0.000	Merged-chr11-96912869-14
NR45197--MA0741.1.KLF16	chr4	150894786	150894796	+	0.000	0.000	Merged-chr4-150894695-19
NR9991--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR11788--MA0741.1.KLF16	chr11	107444019	107444029	-	0.000	0.000	Merged-chr11-107443890-34
NR11374--MA0741.1.KLF16	chr11	101171559	101171569	-	0.000	0.000	Merged-chr11-101171521-37
NR64455--MA0599.1.KLF5	chr9	106312898	106312907	-	0.000	0.000	Merged-chr9-106313051-17
NR5841--MA1107.1.KLF9	chr10	77264473	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR52593--MA1107.1.KLF9	chr6	119199106	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR1720--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR8977--MA0493.1.Klf1	chr11	34782728	34782738	+	0.000	0.000	Merged-chr11-34782610-2
NR19249--MA0741.1.KLF16	chr14	57769260	57769270	-	0.000	0.000	Merged-chr14-57769251-39
NR26169--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR7555--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR52585--MA0493.1.Klf1	chr6	119199115	119199125	+	0.000	0.000	Merged-chr6-119199024-52
NR52591--MA0741.1.KLF16	chr6	119199131	119199141	+	0.000	0.000	Merged-chr6-119199024-52
NR1510--MA0599.1.KLF5	chr1	97613887	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR1512--MA0741.1.KLF16	chr1	97613887	97613897	+	0.000	0.000	Merged-chr1-97613912-17
NR32893--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR51089--MA0599.1.KLF5	chr6	50394125	50394134	-	0.000	0.000	Merged-chr6-50394261-50
NR1067--MA0493.1.Klf1	chr1	75213263	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR43327--MA1107.1.KLF9	chr4	120053614	120053626	-	0.000	0.000	Merged-chr4-120053646-59
NR4345--MA1107.1.KLF9	chr1	193198496	193198508	+	0.000	0.000	Merged-chr1-193198474-9
NR56623--MA0493.1.Klf1	chr7	101466458	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR19699--MA0742.1.Klf12	chr14	75069086	75069100	+	0.000	0.000	Merged-chr14-75069229-133
NR9990--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR50666--MA0493.1.Klf1	chr6	30230375	30230385	-	0.000	0.000	Merged-chr6-30230479-12
NR32901--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR45632--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR13018--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR3722--MA0493.1.Klf1	chr1	181228987	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR47853--MA1107.1.KLF9	chr5	112239654	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR50290--MA1107.1.KLF9	chr5	149594190	149594202	+	0.000	0.000	Merged-chr5-149594297-11
NR43919--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR55923--MA1107.1.KLF9	chr7	67425608	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR7553--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR31723--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR53864--MA0039.3.KLF4	chr6	145249540	145249550	-	0.000	0.000	Merged-chr6-145249454-6
NR8969--MA0742.1.Klf12	chr11	34782599	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR8979--MA1107.1.KLF9	chr11	34782728	34782740	+	0.000	0.000	Merged-chr11-34782610-2
NR5836--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR9994--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR35407--MA0493.1.Klf1	chr2	127304896	127304906	+	0.000	0.000	Merged-chr2-127304764-20
NR11368--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR47859--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR904--MA0741.1.KLF16	chr1	66897062	66897072	+	0.000	0.000	Merged-chr1-66897217-4
NR5767--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR6828--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR52588--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR6519--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR26852--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR58227--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR59778--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR45631--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR49561--MA0599.1.KLF5	chr5	139377553	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR47922--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR50888--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR43316--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR1127--MA0741.1.KLF16	chr1	78478154	78478164	-	0.000	0.000	Merged-chr1-78478073-15
NR24587--MA0039.3.KLF4	chr16	52470453	52470463	+	0.000	0.000	Merged-chr16-52470408-42
NR3719--MA0742.1.Klf12	chr1	181228987	181229001	+	0.000	0.000	Merged-chr1-181229140-10
NR53863--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR31800--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR19250--MA1107.1.KLF9	chr14	57769259	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR32900--MA0493.1.Klf1	chr2	25148102	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR11784--MA0741.1.KLF16	chr11	107444015	107444025	-	0.000	0.000	Merged-chr11-107443890-34
NR5835--MA0742.1.Klf12	chr10	77264471	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR11370--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR8633--MA0599.1.KLF5	chr11	16987919	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR47860--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR52581--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR1228--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR19559--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR17770--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR24938--MA0493.1.Klf1	chr16	78606460	78606470	+	0.000	0.000	Merged-chr16-78606501-17
NR55922--MA0493.1.Klf1	chr7	67425608	67425618	+	0.000	0.000	Merged-chr7-67425669-21
NR47864--MA0741.1.KLF16	chr5	112242597	112242607	+	0.000	0.000	Merged-chr5-112242517-49
NR65774--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR19700--MA0741.1.KLF16	chr14	75069087	75069097	+	0.000	0.000	Merged-chr14-75069229-133
NR67164--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR67166--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
