#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed
Merged-chr14-77848610-6	chr14	77848455	77848833	+	0.000	0.000	Merged-chr14-77848610-6
Merged-chr3-9867662-24	chr3	9867471	9867825	+	0.000	0.000	Merged-chr3-9867662-24
Merged-chr1-153061689-5	chr1	153061472	153061872	+	0.000	0.000	Merged-chr1-153061689-5
Merged-chr13-64153044-113	chr13	64152614	64153721	+	0.000	0.000	Merged-chr13-64153044-113
Merged-chr13-6081654-1	chr13	6081556	6081754	+	0.000	0.000	Merged-chr13-6081654-1
Merged-chr2-65238613-163	chr2	65238346	65239218	+	0.000	0.000	Merged-chr2-65238613-163
Merged-chr7-75794140-5	chr7	75793896	75794330	+	0.000	0.000	Merged-chr7-75794140-5
Merged-chr15-5239618-2	chr15	5239516	5239723	+	0.000	0.000	Merged-chr15-5239618-2
Merged-chr2-125724208-99	chr2	125723415	125724945	+	0.000	0.000	Merged-chr2-125724208-99
Merged-chr19-8723231-56	chr19	8722978	8723557	+	0.000	0.000	Merged-chr19-8723231-56
Merged-chr10-8177786-7	chr10	8177614	8177927	+	0.000	0.000	Merged-chr10-8177786-7
Merged-chr5-93115776-9	chr5	93115540	93115934	+	0.000	0.000	Merged-chr5-93115776-9
Merged-chr17-79020168-2	chr17	79020070	79020268	+	0.000	0.000	Merged-chr17-79020168-2
Merged-chr9-75050222-37	chr9	75049997	75050485	+	0.000	0.000	Merged-chr9-75050222-37
Merged-chr13-32833384-31	chr13	32833154	32833585	+	0.000	0.000	Merged-chr13-32833384-31
Merged-chr14-20168649-33	chr14	20168413	20169005	+	0.000	0.000	Merged-chr14-20168649-33
Merged-chr4-135312758-1	chr4	135312660	135312858	+	0.000	0.000	Merged-chr4-135312758-1
Merged-chr10-19577648-1	chr10	19577550	19577748	+	0.000	0.000	Merged-chr10-19577648-1
Merged-chr5-124022476-27	chr5	124022253	124022756	+	0.000	0.000	Merged-chr5-124022476-27
Merged-chr13-23521936-3	chr13	23521835	23522038	+	0.000	0.000	Merged-chr13-23521936-3
Merged-chr1-43299668-27	chr1	43299399	43299889	+	0.000	0.000	Merged-chr1-43299668-27
Merged-chr5-107698987-6	chr5	107698713	107699204	+	0.000	0.000	Merged-chr5-107698987-6
Merged-chr7-47013375-34	chr7	47013088	47013765	+	0.000	0.000	Merged-chr7-47013375-34
Merged-chr7-66247230-15	chr7	66246845	66247629	+	0.000	0.000	Merged-chr7-66247230-15
Merged-chr7-110203728-41	chr7	110203441	110204181	+	0.000	0.000	Merged-chr7-110203728-41
Merged-chr13-75845828-42	chr13	75845415	75846034	+	0.000	0.000	Merged-chr13-75845828-42
Merged-chr2-180438318-9	chr2	180438011	180438500	+	0.000	0.000	Merged-chr2-180438318-9
Merged-chr3-136727461-5	chr3	136727327	136727591	+	0.000	0.000	Merged-chr3-136727461-5
Merged-chr3-136942361-1	chr3	136942263	136942461	+	0.000	0.000	Merged-chr3-136942361-1
Merged-chr9-44041219-29	chr9	44040860	44041390	+	0.000	0.000	Merged-chr9-44041219-29
Merged-chr7-114161224-36	chr7	114160917	114161467	+	0.000	0.000	Merged-chr7-114161224-36
Merged-chr7-128105500-13	chr7	128105323	128105762	+	0.000	0.000	Merged-chr7-128105500-13
Merged-chr9-32499941-68	chr9	32499531	32500483	+	0.000	0.000	Merged-chr9-32499941-68
Merged-chr14-73105519-8	chr14	73105375	73105688	+	0.000	0.000	Merged-chr14-73105519-8
Merged-chr17-12120379-1	chr17	12120281	12120479	+	0.000	0.000	Merged-chr17-12120379-1
Merged-chr2-129199928-7	chr2	129199578	129200284	+	0.000	0.000	Merged-chr2-129199928-7
Merged-chr11-46458055-5	chr11	46457941	46458193	+	0.000	0.000	Merged-chr11-46458055-5
Merged-chr10-18845106-45	chr10	18844845	18845292	+	0.000	0.000	Merged-chr10-18845106-45
Merged-chr5-115013221-2	chr5	115013085	115013360	+	0.000	0.000	Merged-chr5-115013221-2
Merged-chr11-107407910-19	chr11	107407651	107408097	+	0.000	0.000	Merged-chr11-107407910-19
Merged-chrX-167105630-1	chrX	167105532	167105730	+	0.000	0.000	Merged-chrX-167105630-1
Merged-chr2-90579647-1	chr2	90579549	90579747	+	0.000	0.000	Merged-chr2-90579647-1
Merged-chr5-137655034-3	chr5	137654870	137655171	+	0.000	0.000	Merged-chr5-137655034-3
Merged-chr1-161801505-4	chr1	161801385	161801647	+	0.000	0.000	Merged-chr1-161801505-4
Merged-chr13-5862430-12	chr13	5862151	5862750	+	0.000	0.000	Merged-chr13-5862430-12
Merged-chr10-19598256-42	chr10	19598065	19598531	+	0.000	0.000	Merged-chr10-19598256-42
Merged-chrX-102157189-61	chrX	102156932	102157548	+	0.000	0.000	Merged-chrX-102157189-61
Merged-chr13-21721967-70	chr13	21721763	21722145	+	0.000	0.000	Merged-chr13-21721967-70
Merged-chr19-5467382-16	chr19	5467115	5467580	+	0.000	0.000	Merged-chr19-5467382-16
Merged-chr10-117839249-9	chr10	117838972	117839463	+	0.000	0.000	Merged-chr10-117839249-9
Merged-chr5-149525797-5	chr5	149525699	149525897	+	0.000	0.000	Merged-chr5-149525797-5
Merged-chr12-103142833-43	chr12	103142605	103143072	+	0.000	0.000	Merged-chr12-103142833-43
Merged-chr1-159812982-41	chr1	159812678	159813194	+	0.000	0.000	Merged-chr1-159812982-41
Merged-chr2-128159167-18	chr2	128158986	128159397	+	0.000	0.000	Merged-chr2-128159167-18
Merged-chr11-6444447-69	chr11	6444227	6444773	+	0.000	0.000	Merged-chr11-6444447-69
Merged-chr3-86758843-24	chr3	86758610	86759043	+	0.000	0.000	Merged-chr3-86758843-24
Merged-chr19-12571951-5	chr19	12571787	12572100	+	0.000	0.000	Merged-chr19-12571951-5
Merged-chr19-24265222-32	chr19	24265029	24265426	+	0.000	0.000	Merged-chr19-24265222-32
Merged-chr7-90341759-29	chr7	90341544	90342019	+	0.000	0.000	Merged-chr7-90341759-29
Merged-chr2-180741561-6	chr2	180741432	180741711	+	0.000	0.000	Merged-chr2-180741561-6
Merged-chr17-73970626-10	chr17	73970451	73970824	+	0.000	0.000	Merged-chr17-73970626-10
Merged-chr2-9876651-15	chr2	9876261	9877150	+	0.000	0.000	Merged-chr2-9876651-15
Merged-chr10-21907668-2	chr10	21907570	21907768	+	0.000	0.000	Merged-chr10-21907668-2
Merged-chr17-83862747-3	chr17	83862525	83862916	+	0.000	0.000	Merged-chr17-83862747-3
Merged-chr1-80181298-9	chr1	80181148	80181431	+	0.000	0.000	Merged-chr1-80181298-9
Merged-chr15-75117668-42	chr15	75117424	75117997	+	0.000	0.000	Merged-chr15-75117668-42
Merged-chr12-70219283-39	chr12	70219103	70219563	+	0.000	0.000	Merged-chr12-70219283-39
Merged-chrX-106013363-5	chrX	106013154	106013545	+	0.000	0.000	Merged-chrX-106013363-5
Merged-chr4-150808794-106	chr4	150808440	150809100	+	0.000	0.000	Merged-chr4-150808794-106
Merged-chr11-97946118-9	chr11	97945930	97946324	+	0.000	0.000	Merged-chr11-97946118-9
Merged-chr9-117910565-1	chr9	117910467	117910665	+	0.000	0.000	Merged-chr9-117910565-1
Merged-chr2-148594843-2	chr2	148594730	148594959	+	0.000	0.000	Merged-chr2-148594843-2
Merged-chr9-64797561-46	chr9	64797234	64797792	+	0.000	0.000	Merged-chr9-64797561-46
Merged-chr5-146860764-19	chr5	146860563	146861000	+	0.000	0.000	Merged-chr5-146860764-19
Merged-chr1-171699154-28	chr1	171698863	171699467	+	0.000	0.000	Merged-chr1-171699154-28
Merged-chr18-84073759-5	chr18	84073578	84073956	+	0.000	0.000	Merged-chr18-84073759-5
Merged-chr11-117772579-30	chr11	117772315	117772844	+	0.000	0.000	Merged-chr11-117772579-30
Merged-chr11-121041378-4	chr11	121041220	121041568	+	0.000	0.000	Merged-chr11-121041378-4
Merged-chr4-46601890-90	chr4	46601174	46602319	+	0.000	0.000	Merged-chr4-46601890-90
Merged-chr12-16584018-49	chr12	16583366	16584438	+	0.000	0.000	Merged-chr12-16584018-49
Merged-chr15-78898744-12	chr15	78898596	78898915	+	0.000	0.000	Merged-chr15-78898744-12
Merged-chr6-87672210-53	chr6	87671996	87672404	+	0.000	0.000	Merged-chr6-87672210-53
Merged-chr19-8980902-23	chr19	8980763	8981040	+	0.000	0.000	Merged-chr19-8980902-23
Merged-chr13-113090850-10	chr13	113090688	113091159	+	0.000	0.000	Merged-chr13-113090850-10
Merged-chr6-97311537-77	chr6	97311342	97311904	+	0.000	0.000	Merged-chr6-97311537-77
Merged-chr3-136837708-14	chr3	136837482	136837938	+	0.000	0.000	Merged-chr3-136837708-14
Merged-chr9-123807942-4	chr9	123807759	123808153	+	0.000	0.000	Merged-chr9-123807942-4
Merged-chrX-8252507-67	chrX	8252197	8252775	+	0.000	0.000	Merged-chrX-8252507-67
Merged-chr11-55072689-24	chr11	55072482	55072894	+	0.000	0.000	Merged-chr11-55072689-24
Merged-chr13-119706684-31	chr13	119706375	119706974	+	0.000	0.000	Merged-chr13-119706684-31
Merged-chr7-80534916-95	chr7	80534678	80535100	+	0.000	0.000	Merged-chr7-80534916-95
Merged-chr13-63247258-3	chr13	63247113	63247439	+	0.000	0.000	Merged-chr13-63247258-3
Merged-chr7-141482187-5	chr7	141481920	141482413	+	0.000	0.000	Merged-chr7-141482187-5
Merged-chr12-86693487-27	chr12	86692880	86693882	+	0.000	0.000	Merged-chr12-86693487-27
Merged-chr13-55600391-79	chr13	55599808	55600990	+	0.000	0.000	Merged-chr13-55600391-79
Merged-chr4-122884956-14	chr4	122884717	122885260	+	0.000	0.000	Merged-chr4-122884956-14
Merged-chr1-153321591-2	chr1	153321476	153321708	+	0.000	0.000	Merged-chr1-153321591-2
Merged-chr5-112239781-12	chr5	112239663	112239907	+	0.000	0.000	Merged-chr5-112239781-12
Merged-chr11-75200180-3	chr11	75200005	75200322	+	0.000	0.000	Merged-chr11-75200180-3
Merged-chr9-124103386-22	chr9	124103123	124103577	+	0.000	0.000	Merged-chr9-124103386-22
Merged-chr1-182517456-82	chr1	182517190	182517902	+	0.000	0.000	Merged-chr1-182517456-82
Merged-chr5-24842624-94	chr5	24842152	24842940	+	0.000	0.000	Merged-chr5-24842624-94
Merged-chr3-27331014-40	chr3	27330703	27331249	+	0.000	0.000	Merged-chr3-27331014-40
Merged-chr12-55051446-14	chr12	55051237	55051710	+	0.000	0.000	Merged-chr12-55051446-14
Merged-chr10-120201398-12	chr10	120201160	120201586	+	0.000	0.000	Merged-chr10-120201398-12
Merged-chr17-44609382-56	chr17	44608869	44609910	+	0.000	0.000	Merged-chr17-44609382-56
Merged-chr9-32570830-16	chr9	32570600	32570985	+	0.000	0.000	Merged-chr9-32570830-16
Merged-chr5-9015309-72	chr5	9014878	9015739	+	0.000	0.000	Merged-chr5-9015309-72
Merged-chr6-70714490-34	chr6	70714259	70714686	+	0.000	0.000	Merged-chr6-70714490-34
Merged-chr11-98942713-4	chr11	98942608	98942816	+	0.000	0.000	Merged-chr11-98942713-4
Merged-chr17-79296221-1	chr17	79296123	79296321	+	0.000	0.000	Merged-chr17-79296221-1
Merged-chr17-87299066-53	chr17	87298673	87299391	+	0.000	0.000	Merged-chr17-87299066-53
Merged-chr17-35868234-36	chr17	35867521	35868626	+	0.000	0.000	Merged-chr17-35868234-36
Merged-chr18-70574715-49	chr18	70573817	70575598	+	0.000	0.000	Merged-chr18-70574715-49
Merged-chr14-25493554-23	chr14	25493301	25493879	+	0.000	0.000	Merged-chr14-25493554-23
Merged-chr6-97205560-61	chr6	97205192	97205838	+	0.000	0.000	Merged-chr6-97205560-61
Merged-chr10-61275935-46	chr10	61275713	61276166	+	0.000	0.000	Merged-chr10-61275935-46
Merged-chr13-51645849-3	chr13	51645660	51645997	+	0.000	0.000	Merged-chr13-51645849-3
Merged-chr1-40516465-22	chr1	40516261	40516674	+	0.000	0.000	Merged-chr1-40516465-22
Merged-chr5-113506279-23	chr5	113505928	113506765	+	0.000	0.000	Merged-chr5-113506279-23
Merged-chr11-5955638-79	chr11	5955402	5955907	+	0.000	0.000	Merged-chr11-5955638-79
Merged-chr4-107094759-30	chr4	107094451	107095025	+	0.000	0.000	Merged-chr4-107094759-30
Merged-chr9-44019706-2	chr9	44019585	44019830	+	0.000	0.000	Merged-chr9-44019706-2
Merged-chr19-45749414-69	chr19	45748915	45749790	+	0.000	0.000	Merged-chr19-45749414-69
Merged-chr2-11355827-17	chr2	11355656	11356006	+	0.000	0.000	Merged-chr2-11355827-17
Merged-chr10-118448163-4	chr10	118447913	118448398	+	0.000	0.000	Merged-chr10-118448163-4
Merged-chr12-24652044-2	chr12	24651911	24652180	+	0.000	0.000	Merged-chr12-24652044-2
Merged-chr3-84630888-13	chr3	84630644	84631038	+	0.000	0.000	Merged-chr3-84630888-13
Merged-chr5-149525038-89	chr5	149524590	149525523	+	0.000	0.000	Merged-chr5-149525038-89
Merged-chr9-117872459-77	chr9	117872074	117872823	+	0.000	0.000	Merged-chr9-117872459-77
Merged-chr2-128422805-32	chr2	128422601	128422972	+	0.000	0.000	Merged-chr2-128422805-32
Merged-chr7-67444614-20	chr7	67444418	67444828	+	0.000	0.000	Merged-chr7-67444614-20
Merged-chr15-89354915-1	chr15	89354817	89355015	+	0.000	0.000	Merged-chr15-89354915-1
Merged-chr7-18872970-1	chr7	18872872	18873070	+	0.000	0.000	Merged-chr7-18872970-1
Merged-chr6-42343728-43	chr6	42343441	42344074	+	0.000	0.000	Merged-chr6-42343728-43
Merged-chr1-21079276-92	chr1	21079017	21079569	+	0.000	0.000	Merged-chr1-21079276-92
Merged-chr13-23598121-7	chr13	23597898	23598310	+	0.000	0.000	Merged-chr13-23598121-7
Merged-chr14-46831502-2	chr14	46831393	46831613	+	0.000	0.000	Merged-chr14-46831502-2
Merged-chr16-37009403-7	chr16	37009253	37009530	+	0.000	0.000	Merged-chr16-37009403-7
Merged-chr5-85781215-4	chr5	85781048	85781396	+	0.000	0.000	Merged-chr5-85781215-4
Merged-chr4-150799595-6	chr4	150799439	150799735	+	0.000	0.000	Merged-chr4-150799595-6
Merged-chr1-163994937-75	chr1	163994740	163995177	+	0.000	0.000	Merged-chr1-163994937-75
Merged-chr1-54841959-50	chr1	54841731	54842221	+	0.000	0.000	Merged-chr1-54841959-50
Merged-chr9-70421645-53	chr9	70421377	70421896	+	0.000	0.000	Merged-chr9-70421645-53
Merged-chr17-8389397-65	chr17	8389072	8389850	+	0.000	0.000	Merged-chr17-8389397-65
Merged-chr3-9786855-28	chr3	9786588	9787101	+	0.000	0.000	Merged-chr3-9786855-28
Merged-chr9-123767195-6	chr9	123767009	123767366	+	0.000	0.000	Merged-chr9-123767195-6
Merged-chr2-57253205-15	chr2	57252872	57253544	+	0.000	0.000	Merged-chr2-57253205-15
Merged-chr14-75786967-70	chr14	75786761	75787304	+	0.000	0.000	Merged-chr14-75786967-70
Merged-chr13-5861346-118	chr13	5860983	5861929	+	0.000	0.000	Merged-chr13-5861346-118
Merged-chr16-38476219-1	chr16	38476121	38476319	+	0.000	0.000	Merged-chr16-38476219-1
Merged-chr8-123949484-73	chr8	123949102	123949890	+	0.000	0.000	Merged-chr8-123949484-73
Merged-chr6-97321339-36	chr6	97321165	97321547	+	0.000	0.000	Merged-chr6-97321339-36
Merged-chrX-164027993-42	chrX	164027618	164028237	+	0.000	0.000	Merged-chrX-164027993-42
Merged-chrX-36645202-80	chrX	36644943	36645452	+	0.000	0.000	Merged-chrX-36645202-80
Merged-chr5-32136493-5	chr5	32136271	32136722	+	0.000	0.000	Merged-chr5-32136493-5
Merged-chr18-89126622-17	chr18	89126438	89126816	+	0.000	0.000	Merged-chr18-89126622-17
Merged-chr3-104714697-56	chr3	104714095	104715317	+	0.000	0.000	Merged-chr3-104714697-56
Merged-chr9-41118206-38	chr9	41117822	41118460	+	0.000	0.000	Merged-chr9-41118206-38
Merged-chr2-127143269-68	chr2	127142704	127143672	+	0.000	0.000	Merged-chr2-127143269-68
Merged-chrX-167206151-49	chrX	167205867	167206493	+	0.000	0.000	Merged-chrX-167206151-49
Merged-chr1-131910847-123	chr1	131910607	131911370	+	0.000	0.000	Merged-chr1-131910847-123
Merged-chr1-40515347-62	chr1	40514887	40515832	+	0.000	0.000	Merged-chr1-40515347-62
Merged-chr2-90570407-26	chr2	90570178	90570668	+	0.000	0.000	Merged-chr2-90570407-26
Merged-chr11-58034900-1	chr11	58034802	58035000	+	0.000	0.000	Merged-chr11-58034900-1
Merged-chr13-101996413-4	chr13	101996204	101996582	+	0.000	0.000	Merged-chr13-101996413-4
Merged-chr7-66175950-28	chr7	66175737	66176156	+	0.000	0.000	Merged-chr7-66175950-28
Merged-chr13-12542193-17	chr13	12541925	12542448	+	0.000	0.000	Merged-chr13-12542193-17
Merged-chr10-21991566-19	chr10	21991363	21991764	+	0.000	0.000	Merged-chr10-21991566-19
Merged-chr9-41099234-15	chr9	41099039	41099415	+	0.000	0.000	Merged-chr9-41099234-15
Merged-chr2-3294968-14	chr2	3294671	3295283	+	0.000	0.000	Merged-chr2-3294968-14
Merged-chr9-57260668-1	chr9	57260570	57260768	+	0.000	0.000	Merged-chr9-57260668-1
Merged-chr4-133837480-2	chr4	133837290	133837672	+	0.000	0.000	Merged-chr4-133837480-2
Merged-chr17-35861437-48	chr17	35861112	35861618	+	0.000	0.000	Merged-chr17-35861437-48
Merged-chr13-63274178-2	chr13	63274072	63274286	+	0.000	0.000	Merged-chr13-63274178-2
Merged-chr17-44734692-7	chr17	44734475	44734889	+	0.000	0.000	Merged-chr17-44734692-7
Merged-chr5-150262822-29	chr5	150262584	150263093	+	0.000	0.000	Merged-chr5-150262822-29
Merged-chr9-54642751-52	chr9	54642348	54642999	+	0.000	0.000	Merged-chr9-54642751-52
Merged-chr17-47743455-1	chr17	47743357	47743555	+	0.000	0.000	Merged-chr17-47743455-1
