#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr10-14045187-25	chr10	14044982	14045436	+	0.000	0.000	Merged-chr10-14045187-25
Merged-chr1-69454132-24	chr1	69453805	69454490	+	0.000	0.000	Merged-chr1-69454132-24
Merged-chr7-141070304-10	chr7	141069995	141070593	+	0.000	0.000	Merged-chr7-141070304-10
Merged-chr11-119352427-33	chr11	119352120	119352642	+	0.000	0.000	Merged-chr11-119352427-33
Merged-chr6-117874923-6	chr6	117874776	117875069	+	0.000	0.000	Merged-chr6-117874923-6
Merged-chr4-137883798-33	chr4	137883579	137884079	+	0.000	0.000	Merged-chr4-137883798-33
Merged-chr7-132385485-1	chr7	132385387	132385585	+	0.000	0.000	Merged-chr7-132385485-1
Merged-chr10-68249681-39	chr10	68249501	68249921	+	0.000	0.000	Merged-chr10-68249681-39
Merged-chr9-57147720-2	chr9	57147605	57147838	+	0.000	0.000	Merged-chr9-57147720-2
Merged-chr2-6353338-6	chr2	6353151	6353580	+	0.000	0.000	Merged-chr2-6353338-6
Merged-chr10-17443586-1	chr10	17443488	17443686	+	0.000	0.000	Merged-chr10-17443586-1
Merged-chr18-79234491-26	chr18	79234204	79234782	+	0.000	0.000	Merged-chr18-79234491-26
Merged-chr19-5802452-32	chr19	5802144	5802709	+	0.000	0.000	Merged-chr19-5802452-32
Merged-chr10-96664143-52	chr10	96663836	96664442	+	0.000	0.000	Merged-chr10-96664143-52
Merged-chr2-18937882-20	chr2	18937736	18938082	+	0.000	0.000	Merged-chr2-18937882-20
Merged-chr4-6989111-4	chr4	6988892	6989308	+	0.000	0.000	Merged-chr4-6989111-4
Merged-chr6-143170494-31	chr6	143170280	143170662	+	0.000	0.000	Merged-chr6-143170494-31
Merged-chr2-61474781-19	chr2	61474615	61475038	+	0.000	0.000	Merged-chr2-61474781-19
Merged-chr4-154961400-31	chr4	154961105	154961819	+	0.000	0.000	Merged-chr4-154961400-31
Merged-chr2-122469407-42	chr2	122469153	122469591	+	0.000	0.000	Merged-chr2-122469407-42
Merged-chr19-6974819-71	chr19	6974264	6975432	+	0.000	0.000	Merged-chr19-6974819-71
Merged-chr9-83146298-69	chr9	83145756	83146886	+	0.000	0.000	Merged-chr9-83146298-69
Merged-chr7-35992831-7	chr7	35992627	35993039	+	0.000	0.000	Merged-chr7-35992831-7
Merged-chr5-118048714-34	chr5	118048417	118049073	+	0.000	0.000	Merged-chr5-118048714-34
Merged-chr3-101923209-5	chr3	101922997	101923406	+	0.000	0.000	Merged-chr3-101923209-5
Merged-chr7-141269013-12	chr7	141268819	141269219	+	0.000	0.000	Merged-chr7-141269013-12
Merged-chr11-5300074-11	chr11	5299816	5300340	+	0.000	0.000	Merged-chr11-5300074-11
Merged-chr3-154571852-1	chr3	154571754	154571952	+	0.000	0.000	Merged-chr3-154571852-1
Merged-chr18-61208374-2	chr18	61208256	61208495	+	0.000	0.000	Merged-chr18-61208374-2
Merged-chr18-55293214-19	chr18	55292843	55293518	+	0.000	0.000	Merged-chr18-55293214-19
Merged-chr7-143002996-1	chr7	143002898	143003096	+	0.000	0.000	Merged-chr7-143002996-1
Merged-chr19-34291110-2	chr19	34291012	34291210	+	0.000	0.000	Merged-chr19-34291110-2
Merged-chr14-14703754-4	chr14	14703637	14703875	+	0.000	0.000	Merged-chr14-14703754-4
Merged-chr15-93596659-3	chr15	93596498	93596800	+	0.000	0.000	Merged-chr15-93596659-3
Merged-chr6-99164991-16	chr6	99164748	99165231	+	0.000	0.000	Merged-chr6-99164991-16
Merged-chr17-84308630-3	chr17	84308504	84308772	+	0.000	0.000	Merged-chr17-84308630-3
Merged-chr5-128981776-29	chr5	128981574	128981979	+	0.000	0.000	Merged-chr5-128981776-29
Merged-chr2-174010285-2	chr2	174010140	174010432	+	0.000	0.000	Merged-chr2-174010285-2
Merged-chr12-82394298-69	chr12	82394025	82394556	+	0.000	0.000	Merged-chr12-82394298-69
Merged-chr11-46404706-1	chr11	46404608	46404806	+	0.000	0.000	Merged-chr11-46404706-1
Merged-chr1-69753005-34	chr1	69752755	69753212	+	0.000	0.000	Merged-chr1-69753005-34
Merged-chr5-142936528-26	chr5	142936124	142936800	+	0.000	0.000	Merged-chr5-142936528-26
Merged-chr15-58215186-88	chr15	58214712	58215525	+	0.000	0.000	Merged-chr15-58215186-88
Merged-chr15-100551919-67	chr15	100551330	100552283	+	0.000	0.000	Merged-chr15-100551919-67
Merged-chr2-59647152-67	chr2	59646877	59647434	+	0.000	0.000	Merged-chr2-59647152-67
Merged-chrX-13516607-3	chrX	13516503	13516713	+	0.000	0.000	Merged-chrX-13516607-3
Merged-chr10-96617531-58	chr10	96617357	96617730	+	0.000	0.000	Merged-chr10-96617531-58
Merged-chr4-106805024-2	chr4	106804872	106805179	+	0.000	0.000	Merged-chr4-106805024-2
Merged-chr19-6942025-108	chr19	6941453	6942279	+	0.000	0.000	Merged-chr19-6942025-108
Merged-chr12-55497950-1	chr12	55497852	55498050	+	0.000	0.000	Merged-chr12-55497950-1
Merged-chr5-114213414-22	chr5	114213243	114213626	+	0.000	0.000	Merged-chr5-114213414-22
Merged-chr6-41605096-109	chr6	41604857	41605523	+	0.000	0.000	Merged-chr6-41605096-109
Merged-chrX-166167528-3	chrX	166167330	166167715	+	0.000	0.000	Merged-chrX-166167528-3
Merged-chr4-137880751-1	chr4	137880653	137880851	+	0.000	0.000	Merged-chr4-137880751-1
Merged-chr2-28513435-39	chr2	28513117	28513868	+	0.000	0.000	Merged-chr2-28513435-39
Merged-chr11-69368903-14	chr11	69368575	69369141	+	0.000	0.000	Merged-chr11-69368903-14
Merged-chr15-86087524-4	chr15	86087408	86087657	+	0.000	0.000	Merged-chr15-86087524-4
Merged-chr7-99798520-10	chr7	99798351	99798645	+	0.000	0.000	Merged-chr7-99798520-10
Merged-chr12-103425849-56	chr12	103425600	103426053	+	0.000	0.000	Merged-chr12-103425849-56
Merged-chr7-28372841-69	chr7	28372574	28373043	+	0.000	0.000	Merged-chr7-28372841-69
Merged-chr16-45257146-6	chr16	45257026	45257281	+	0.000	0.000	Merged-chr16-45257146-6
Merged-chr13-63548573-9	chr13	63548419	63548750	+	0.000	0.000	Merged-chr13-63548573-9
Merged-chr1-181230993-50	chr1	181230656	181231299	+	0.000	0.000	Merged-chr1-181230993-50
Merged-chr5-122989826-18	chr5	122989642	122990097	+	0.000	0.000	Merged-chr5-122989826-18
Merged-chr12-85691977-2	chr12	85691872	85692084	+	0.000	0.000	Merged-chr12-85691977-2
Merged-chr8-84986029-81	chr8	84985719	84986365	+	0.000	0.000	Merged-chr8-84986029-81
Merged-chr1-164973033-32	chr1	164972821	164973311	+	0.000	0.000	Merged-chr1-164973033-32
Merged-chr13-112472565-14	chr13	112472363	112472843	+	0.000	0.000	Merged-chr13-112472565-14
Merged-chr2-103627335-19	chr2	103627139	103627520	+	0.000	0.000	Merged-chr2-103627335-19
Merged-chr11-75279801-60	chr11	75279427	75280139	+	0.000	0.000	Merged-chr11-75279801-60
Merged-chr5-147060203-2	chr5	147060086	147060322	+	0.000	0.000	Merged-chr5-147060203-2
Merged-chr10-67487722-31	chr10	67487593	67487869	+	0.000	0.000	Merged-chr10-67487722-31
Merged-chr11-20661877-12	chr11	20661626	20662175	+	0.000	0.000	Merged-chr11-20661877-12
Merged-chr14-10367925-1	chr14	10367827	10368025	+	0.000	0.000	Merged-chr14-10367925-1
Merged-chr2-28514635-36	chr2	28514332	28514833	+	0.000	0.000	Merged-chr2-28514635-36
Merged-chr6-115519250-24	chr6	115518886	115519652	+	0.000	0.000	Merged-chr6-115519250-24
Merged-chr10-68240828-58	chr10	68240501	68241182	+	0.000	0.000	Merged-chr10-68240828-58
Merged-chr10-10558018-80	chr10	10557697	10558476	+	0.000	0.000	Merged-chr10-10558018-80
Merged-chr6-134425334-10	chr6	134425139	134425495	+	0.000	0.000	Merged-chr6-134425334-10
Merged-chr4-156008555-53	chr4	156008365	156008911	+	0.000	0.000	Merged-chr4-156008555-53
Merged-chr11-80474343-1	chr11	80474245	80474443	+	0.000	0.000	Merged-chr11-80474343-1
Merged-chr11-75935950-26	chr11	75935676	75936156	+	0.000	0.000	Merged-chr11-75935950-26
Merged-chr12-40795595-1	chr12	40795497	40795695	+	0.000	0.000	Merged-chr12-40795595-1
Merged-chr1-155158917-88	chr1	155158459	155159169	+	0.000	0.000	Merged-chr1-155158917-88
Merged-chr17-26009700-29	chr17	26009525	26009898	+	0.000	0.000	Merged-chr17-26009700-29
Merged-chr1-175693836-3	chr1	175693667	175694001	+	0.000	0.000	Merged-chr1-175693836-3
Merged-chr13-43777700-1	chr13	43777602	43777800	+	0.000	0.000	Merged-chr13-43777700-1
Merged-chr19-38775813-4	chr19	38775658	38775950	+	0.000	0.000	Merged-chr19-38775813-4
Merged-chr16-45382071-4	chr16	45381864	45382237	+	0.000	0.000	Merged-chr16-45382071-4
Merged-chr2-163166400-55	chr2	163166058	163166720	+	0.000	0.000	Merged-chr2-163166400-55
Merged-chr6-129230524-2	chr6	129230378	129230673	+	0.000	0.000	Merged-chr6-129230524-2
Merged-chr11-52273808-1	chr11	52273710	52273908	+	0.000	0.000	Merged-chr11-52273808-1
Merged-chr9-61679928-43	chr9	61679710	61680228	+	0.000	0.000	Merged-chr9-61679928-43
Merged-chr2-174602370-60	chr2	174602094	174602828	+	0.000	0.000	Merged-chr2-174602370-60
Merged-chr15-27923818-49	chr15	27923601	27924034	+	0.000	0.000	Merged-chr15-27923818-49
Merged-chr4-149282639-35	chr4	149282374	149282844	+	0.000	0.000	Merged-chr4-149282639-35
Merged-chr15-57600810-7	chr15	57600662	57600940	+	0.000	0.000	Merged-chr15-57600810-7
Merged-chr7-99381387-71	chr7	99381090	99381780	+	0.000	0.000	Merged-chr7-99381387-71
Merged-chr9-118700946-3	chr9	118700796	118701122	+	0.000	0.000	Merged-chr9-118700946-3
Merged-chr10-96617072-57	chr10	96616709	96617309	+	0.000	0.000	Merged-chr10-96617072-57
Merged-chr6-90583387-2	chr6	90583286	90583491	+	0.000	0.000	Merged-chr6-90583387-2
Merged-chr1-36921922-6	chr1	36921659	36922131	+	0.000	0.000	Merged-chr1-36921922-6
Merged-chr8-119441018-36	chr8	119440691	119441289	+	0.000	0.000	Merged-chr8-119441018-36
Merged-chr5-53809637-58	chr5	53809381	53809889	+	0.000	0.000	Merged-chr5-53809637-58
Merged-chrX-42500778-7	chrX	42500632	42500958	+	0.000	0.000	Merged-chrX-42500778-7
Merged-chr16-89986994-3	chr16	89986792	89987241	+	0.000	0.000	Merged-chr16-89986994-3
Merged-chr4-134752256-8	chr4	134752095	134752451	+	0.000	0.000	Merged-chr4-134752256-8
Merged-chr3-101948658-63	chr3	101948355	101948974	+	0.000	0.000	Merged-chr3-101948658-63
Merged-chr9-62510656-38	chr9	62510469	62510861	+	0.000	0.000	Merged-chr9-62510656-38
Merged-chr10-76844808-11	chr10	76844504	76845140	+	0.000	0.000	Merged-chr10-76844808-11
Merged-chr8-95673039-19	chr8	95672713	95673276	+	0.000	0.000	Merged-chr8-95673039-19
Merged-chr2-33206193-4	chr2	33206046	33206348	+	0.000	0.000	Merged-chr2-33206193-4
Merged-chr10-95940999-164	chr10	95940496	95941604	+	0.000	0.000	Merged-chr10-95940999-164
Merged-chr2-3332756-84	chr2	3332570	3332989	+	0.000	0.000	Merged-chr2-3332756-84
Merged-chr5-65764429-153	chr5	65763767	65765209	+	0.000	0.000	Merged-chr5-65764429-153
Merged-chr12-85280315-60	chr12	85279980	85280591	+	0.000	0.000	Merged-chr12-85280315-60
Merged-chr10-13968250-6	chr10	13968087	13968432	+	0.000	0.000	Merged-chr10-13968250-6
Merged-chr3-69044353-2	chr3	69044212	69044496	+	0.000	0.000	Merged-chr3-69044353-2
Merged-chr3-121370150-110	chr3	121369598	121370352	+	0.000	0.000	Merged-chr3-121370150-110
Merged-chr12-8844937-14	chr12	8844706	8845089	+	0.000	0.000	Merged-chr12-8844937-14
Merged-chr10-81257726-38	chr10	81257264	81258062	+	0.000	0.000	Merged-chr10-81257726-38
Merged-chr16-57393364-8	chr16	57393224	57393503	+	0.000	0.000	Merged-chr16-57393364-8
Merged-chr6-94676965-1	chr6	94676867	94677065	+	0.000	0.000	Merged-chr6-94676965-1
Merged-chr15-80694547-1	chr15	80694449	80694647	+	0.000	0.000	Merged-chr15-80694547-1
Merged-chr10-79097325-71	chr10	79097069	79097604	+	0.000	0.000	Merged-chr10-79097325-71
Merged-chr16-59599519-3	chr16	59599317	59599687	+	0.000	0.000	Merged-chr16-59599519-3
Merged-chr9-108263764-60	chr9	108263531	108264032	+	0.000	0.000	Merged-chr9-108263764-60
Merged-chr6-125244741-5	chr6	125244596	125244864	+	0.000	0.000	Merged-chr6-125244741-5
Merged-chr11-116012659-52	chr11	116012306	116012978	+	0.000	0.000	Merged-chr11-116012659-52
Merged-chr11-19963036-13	chr11	19962788	19963262	+	0.000	0.000	Merged-chr11-19963036-13
Merged-chr9-61671176-5	chr9	61670915	61671355	+	0.000	0.000	Merged-chr9-61671176-5
Merged-chr4-101509184-37	chr4	101508924	101509662	+	0.000	0.000	Merged-chr4-101509184-37
Merged-chr6-118067855-10	chr6	118067681	118068012	+	0.000	0.000	Merged-chr6-118067855-10
Merged-chr4-120393199-1	chr4	120393101	120393299	+	0.000	0.000	Merged-chr4-120393199-1
Merged-chr15-99333202-49	chr15	99332951	99333481	+	0.000	0.000	Merged-chr15-99333202-49
Merged-chr11-19987339-30	chr11	19987120	19987585	+	0.000	0.000	Merged-chr11-19987339-30
Merged-chr19-10949150-60	chr19	10948851	10949486	+	0.000	0.000	Merged-chr19-10949150-60
Merged-chr6-37460818-6	chr6	37460603	37460995	+	0.000	0.000	Merged-chr6-37460818-6
Merged-chr11-83605629-6	chr11	83605471	83605760	+	0.000	0.000	Merged-chr11-83605629-6
Merged-chr15-36517945-17	chr15	36517774	36518147	+	0.000	0.000	Merged-chr15-36517945-17
Merged-chr19-29253972-33	chr19	29253697	29254158	+	0.000	0.000	Merged-chr19-29253972-33
Merged-chr8-34810085-3	chr8	34809983	34810193	+	0.000	0.000	Merged-chr8-34810085-3
Merged-chr12-8359734-34	chr12	8359429	8359921	+	0.000	0.000	Merged-chr12-8359734-34
Merged-chr1-40033526-12	chr1	40033319	40033726	+	0.000	0.000	Merged-chr1-40033526-12
Merged-chr15-53344767-1	chr15	53344669	53344867	+	0.000	0.000	Merged-chr15-53344767-1
Merged-chr7-16207547-67	chr7	16207128	16207902	+	0.000	0.000	Merged-chr7-16207547-67
Merged-chr8-111562609-2	chr8	111562493	111562727	+	0.000	0.000	Merged-chr8-111562609-2
Merged-chr7-82834673-11	chr7	82834347	82834902	+	0.000	0.000	Merged-chr7-82834673-11
Merged-chr2-91976155-25	chr2	91975746	91976527	+	0.000	0.000	Merged-chr2-91976155-25
Merged-chr11-6546769-84	chr11	6546433	6547101	+	0.000	0.000	Merged-chr11-6546769-84
Merged-chr2-18909851-2	chr2	18909731	18909973	+	0.000	0.000	Merged-chr2-18909851-2
Merged-chr1-72284360-53	chr1	72284138	72284575	+	0.000	0.000	Merged-chr1-72284360-53
Merged-chr15-53312552-7	chr15	53312353	53312695	+	0.000	0.000	Merged-chr15-53312552-7
Merged-chr9-35007274-11	chr9	35006951	35007501	+	0.000	0.000	Merged-chr9-35007274-11
Merged-chr1-111864716-124	chr1	111864509	111865032	+	0.000	0.000	Merged-chr1-111864716-124
Merged-chr1-134560564-90	chr1	134560010	134561017	+	0.000	0.000	Merged-chr1-134560564-90
Merged-chr10-96080864-47	chr10	96080614	96081114	+	0.000	0.000	Merged-chr10-96080864-47
Merged-chr11-119339874-18	chr11	119339613	119340113	+	0.000	0.000	Merged-chr11-119339874-18
Merged-chr1-192598517-22	chr1	192598169	192598742	+	0.000	0.000	Merged-chr1-192598517-22
Merged-chr17-21477219-11	chr17	21477068	21477374	+	0.000	0.000	Merged-chr17-21477219-11
Merged-chr10-4333641-10	chr10	4333435	4333989	+	0.000	0.000	Merged-chr10-4333641-10
Merged-chr6-128793190-10	chr6	128793038	128793323	+	0.000	0.000	Merged-chr6-128793190-10
Merged-chr2-91070387-59	chr2	91070079	91070700	+	0.000	0.000	Merged-chr2-91070387-59
Merged-chr10-121197370-12	chr10	121197162	121197529	+	0.000	0.000	Merged-chr10-121197370-12
Merged-chr16-76330706-5	chr16	76330573	76330851	+	0.000	0.000	Merged-chr16-76330706-5
Merged-chr11-94378128-5	chr11	94377788	94378411	+	0.000	0.000	Merged-chr11-94378128-5
Merged-chrX-12135840-5	chrX	12135684	12136048	+	0.000	0.000	Merged-chrX-12135840-5
Merged-chr2-71002742-5	chr2	71002608	71002877	+	0.000	0.000	Merged-chr2-71002742-5
Merged-chr2-169586069-2	chr2	169585970	169586170	+	0.000	0.000	Merged-chr2-169586069-2
Merged-chr2-117338190-1	chr2	117338092	117338290	+	0.000	0.000	Merged-chr2-117338190-1
Merged-chr13-28953393-108	chr13	28953056	28953784	+	0.000	0.000	Merged-chr13-28953393-108
Merged-chr12-80115734-50	chr12	80115536	80115970	+	0.000	0.000	Merged-chr12-80115734-50
Merged-chr1-190562762-1	chr1	190562664	190562862	+	0.000	0.000	Merged-chr1-190562762-1
Merged-chr14-55092310-50	chr14	55092010	55092532	+	0.000	0.000	Merged-chr14-55092310-50
Merged-chr12-85945472-7	chr12	85945295	85945690	+	0.000	0.000	Merged-chr12-85945472-7
Merged-chr18-79003729-2	chr18	79003569	79003891	+	0.000	0.000	Merged-chr18-79003729-2
Merged-chr2-69710550-1	chr2	69710452	69710650	+	0.000	0.000	Merged-chr2-69710550-1
Merged-chr10-121429289-15	chr10	121429127	121429454	+	0.000	0.000	Merged-chr10-121429289-15
Merged-chr13-63566288-41	chr13	63565974	63566539	+	0.000	0.000	Merged-chr13-63566288-41
Merged-chr13-28958355-72	chr13	28957831	28959127	+	0.000	0.000	Merged-chr13-28958355-72
Merged-chr6-89678862-1	chr6	89678764	89678962	+	0.000	0.000	Merged-chr6-89678862-1
Merged-chr1-164405623-22	chr1	164405357	164405935	+	0.000	0.000	Merged-chr1-164405623-22
Merged-chr12-82203383-15	chr12	82203126	82203566	+	0.000	0.000	Merged-chr12-82203383-15
Merged-chr11-101067267-8	chr11	101067081	101067427	+	0.000	0.000	Merged-chr11-101067267-8
Merged-chr1-94075001-17	chr1	94074679	94075248	+	0.000	0.000	Merged-chr1-94075001-17
Merged-chr4-102955684-33	chr4	102955507	102955903	+	0.000	0.000	Merged-chr4-102955684-33
Merged-chr1-180215191-30	chr1	180214964	180215399	+	0.000	0.000	Merged-chr1-180215191-30
Merged-chr1-128832499-81	chr1	128832182	128832831	+	0.000	0.000	Merged-chr1-128832499-81
Merged-chr6-48593905-66	chr6	48593622	48594351	+	0.000	0.000	Merged-chr6-48593905-66
Merged-chr11-88693086-1	chr11	88692988	88693186	+	0.000	0.000	Merged-chr11-88693086-1
Merged-chr2-59338660-28	chr2	59338465	59339009	+	0.000	0.000	Merged-chr2-59338660-28
Merged-chr19-5024003-73	chr19	5023776	5024275	+	0.000	0.000	Merged-chr19-5024003-73
Merged-chr9-118750873-69	chr9	118750578	118751212	+	0.000	0.000	Merged-chr9-118750873-69
Merged-chr2-144646502-21	chr2	144646288	144646681	+	0.000	0.000	Merged-chr2-144646502-21
Merged-chr15-64249418-10	chr15	64249286	64249567	+	0.000	0.000	Merged-chr15-64249418-10
Merged-chr7-39552657-55	chr7	39552406	39552938	+	0.000	0.000	Merged-chr7-39552657-55
Merged-chr11-78678960-17	chr11	78678758	78679208	+	0.000	0.000	Merged-chr11-78678960-17
Merged-chr7-83649000-10	chr7	83648668	83649196	+	0.000	0.000	Merged-chr7-83649000-10
Merged-chr3-55440567-5	chr3	55440390	55440813	+	0.000	0.000	Merged-chr3-55440567-5
Merged-chr2-25095278-14	chr2	25095050	25095501	+	0.000	0.000	Merged-chr2-25095278-14
Merged-chr4-149308329-1	chr4	149308231	149308429	+	0.000	0.000	Merged-chr4-149308329-1
Merged-chr11-117127577-3	chr11	117127425	117127727	+	0.000	0.000	Merged-chr11-117127577-3
Merged-chr5-103425256-74	chr5	103424849	103425607	+	0.000	0.000	Merged-chr5-103425256-74
Merged-chr9-83145628-1	chr9	83145530	83145728	+	0.000	0.000	Merged-chr9-83145628-1
Merged-chr10-25296937-67	chr10	25296580	25297164	+	0.000	0.000	Merged-chr10-25296937-67
Merged-chr7-78909216-11	chr7	78909051	78909406	+	0.000	0.000	Merged-chr7-78909216-11
Merged-chr14-31017990-5	chr14	31017803	31018184	+	0.000	0.000	Merged-chr14-31017990-5
Merged-chr12-36406215-5	chr12	36406083	36406334	+	0.000	0.000	Merged-chr12-36406215-5
Merged-chr10-84577519-1	chr10	84577421	84577619	+	0.000	0.000	Merged-chr10-84577519-1
Merged-chr7-99449077-51	chr7	99448863	99449399	+	0.000	0.000	Merged-chr7-99449077-51
Merged-chr11-103773500-1	chr11	103773402	103773600	+	0.000	0.000	Merged-chr11-103773500-1
Merged-chr11-23770897-156	chr11	23770600	23771388	+	0.000	0.000	Merged-chr11-23770897-156
Merged-chr13-95122847-5	chr13	95122732	95122963	+	0.000	0.000	Merged-chr13-95122847-5
Merged-chrX-134158448-18	chrX	134158133	134158846	+	0.000	0.000	Merged-chrX-134158448-18
Merged-chr6-6225651-1	chr6	6225553	6225751	+	0.000	0.000	Merged-chr6-6225651-1
Merged-chr1-164988206-12	chr1	164987942	164988556	+	0.000	0.000	Merged-chr1-164988206-12
Merged-chr14-101478839-3	chr14	101478693	101478967	+	0.000	0.000	Merged-chr14-101478839-3
Merged-chr18-54900599-82	chr18	54900310	54900956	+	0.000	0.000	Merged-chr18-54900599-82
Merged-chr15-83629458-9	chr15	83629303	83629624	+	0.000	0.000	Merged-chr15-83629458-9
Merged-chr11-75913481-1	chr11	75913383	75913581	+	0.000	0.000	Merged-chr11-75913481-1
Merged-chr2-60037299-59	chr2	60037061	60037497	+	0.000	0.000	Merged-chr2-60037299-59
Merged-chr1-192536022-1	chr1	192535924	192536122	+	0.000	0.000	Merged-chr1-192536022-1
