#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr1-43496646-3	chr1	43496486	43496820	+	0.000	0.000	Merged-chr1-43496646-3
Merged-chr3-19307844-1	chr3	19307746	19307944	+	0.000	0.000	Merged-chr3-19307844-1
Merged-chr4-9641752-1	chr4	9641654	9641852	+	0.000	0.000	Merged-chr4-9641752-1
Merged-chr18-66478119-35	chr18	66477751	66478372	+	0.000	0.000	Merged-chr18-66478119-35
Merged-chr13-64153044-113	chr13	64152614	64153721	+	0.000	0.000	Merged-chr13-64153044-113
Merged-chr2-125724208-99	chr2	125723415	125724945	+	0.000	0.000	Merged-chr2-125724208-99
Merged-chr1-16105621-1	chr1	16105523	16105721	+	0.000	0.000	Merged-chr1-16105621-1
Merged-chr13-41357354-17	chr13	41357087	41357653	+	0.000	0.000	Merged-chr13-41357354-17
Merged-chr4-15317490-9	chr4	15317278	15317723	+	0.000	0.000	Merged-chr4-15317490-9
Merged-chr2-60880763-2	chr2	60880665	60880863	+	0.000	0.000	Merged-chr2-60880763-2
Merged-chr13-108354064-1	chr13	108353966	108354164	+	0.000	0.000	Merged-chr13-108354064-1
Merged-chr3-109026815-7	chr3	109026619	109026996	+	0.000	0.000	Merged-chr3-109026815-7
Merged-chr7-80401118-1	chr7	80401020	80401218	+	0.000	0.000	Merged-chr7-80401118-1
Merged-chr10-18845106-45	chr10	18844845	18845292	+	0.000	0.000	Merged-chr10-18845106-45
Merged-chr13-5862430-12	chr13	5862151	5862750	+	0.000	0.000	Merged-chr13-5862430-12
Merged-chrX-102157189-61	chrX	102156932	102157548	+	0.000	0.000	Merged-chrX-102157189-61
Merged-chr5-149525797-5	chr5	149525699	149525897	+	0.000	0.000	Merged-chr5-149525797-5
Merged-chr17-47592565-1	chr17	47592467	47592665	+	0.000	0.000	Merged-chr17-47592565-1
Merged-chr7-90341759-29	chr7	90341544	90342019	+	0.000	0.000	Merged-chr7-90341759-29
Merged-chr18-70652436-42	chr18	70652079	70652846	+	0.000	0.000	Merged-chr18-70652436-42
Merged-chr4-46601890-90	chr4	46601174	46602319	+	0.000	0.000	Merged-chr4-46601890-90
Merged-chr6-87672210-53	chr6	87671996	87672404	+	0.000	0.000	Merged-chr6-87672210-53
Merged-chr7-126285441-83	chr7	126285080	126285884	+	0.000	0.000	Merged-chr7-126285441-83
Merged-chr6-97311537-77	chr6	97311342	97311904	+	0.000	0.000	Merged-chr6-97311537-77
Merged-chr7-89247571-1	chr7	89247473	89247671	+	0.000	0.000	Merged-chr7-89247571-1
Merged-chr19-9938358-1	chr19	9938260	9938458	+	0.000	0.000	Merged-chr19-9938358-1
Merged-chr11-55072689-24	chr11	55072482	55072894	+	0.000	0.000	Merged-chr11-55072689-24
Merged-chr2-112213940-2	chr2	112213839	112214043	+	0.000	0.000	Merged-chr2-112213940-2
Merged-chr6-66962662-45	chr6	66962299	66962919	+	0.000	0.000	Merged-chr6-66962662-45
Merged-chr11-75200180-3	chr11	75200005	75200322	+	0.000	0.000	Merged-chr11-75200180-3
Merged-chr5-140151320-8	chr5	140151133	140151529	+	0.000	0.000	Merged-chr5-140151320-8
Merged-chr9-119067852-20	chr9	119067616	119068111	+	0.000	0.000	Merged-chr9-119067852-20
Merged-chr9-94563368-3	chr9	94563230	94563489	+	0.000	0.000	Merged-chr9-94563368-3
Merged-chr13-52982941-24	chr13	52982799	52983193	+	0.000	0.000	Merged-chr13-52982941-24
Merged-chr17-79296221-1	chr17	79296123	79296321	+	0.000	0.000	Merged-chr17-79296221-1
Merged-chr2-164785983-68	chr2	164785707	164786239	+	0.000	0.000	Merged-chr2-164785983-68
Merged-chr13-35808207-14	chr13	35808006	35808405	+	0.000	0.000	Merged-chr13-35808207-14
Merged-chr4-3678359-35	chr4	3678104	3678838	+	0.000	0.000	Merged-chr4-3678359-35
Merged-chr4-107094759-30	chr4	107094451	107095025	+	0.000	0.000	Merged-chr4-107094759-30
Merged-chr10-118448163-4	chr10	118447913	118448398	+	0.000	0.000	Merged-chr10-118448163-4
Merged-chr4-145248174-14	chr4	145248009	145248375	+	0.000	0.000	Merged-chr4-145248174-14
Merged-chr5-149525038-89	chr5	149524590	149525523	+	0.000	0.000	Merged-chr5-149525038-89
Merged-chr16-46027426-16	chr16	46027214	46027628	+	0.000	0.000	Merged-chr16-46027426-16
Merged-chr5-122142784-1	chr5	122142686	122142884	+	0.000	0.000	Merged-chr5-122142784-1
Merged-chr12-69373952-1	chr12	69373854	69374052	+	0.000	0.000	Merged-chr12-69373952-1
Merged-chr1-21079276-92	chr1	21079017	21079569	+	0.000	0.000	Merged-chr1-21079276-92
Merged-chr2-112239905-127	chr2	112239507	112240143	+	0.000	0.000	Merged-chr2-112239905-127
Merged-chr17-8389397-65	chr17	8389072	8389850	+	0.000	0.000	Merged-chr17-8389397-65
Merged-chr9-21686623-15	chr9	21686385	21686846	+	0.000	0.000	Merged-chr9-21686623-15
Merged-chr9-123767195-6	chr9	123767009	123767366	+	0.000	0.000	Merged-chr9-123767195-6
Merged-chr13-5861346-118	chr13	5860983	5861929	+	0.000	0.000	Merged-chr13-5861346-118
Merged-chr4-145242972-12	chr4	145242820	145243121	+	0.000	0.000	Merged-chr4-145242972-12
Merged-chr13-107903395-95	chr13	107903088	107903702	+	0.000	0.000	Merged-chr13-107903395-95
Merged-chr4-106561101-62	chr4	106560852	106561576	+	0.000	0.000	Merged-chr4-106561101-62
Merged-chr13-12542193-17	chr13	12541925	12542448	+	0.000	0.000	Merged-chr13-12542193-17
Merged-chr15-80034536-17	chr15	80034383	80034693	+	0.000	0.000	Merged-chr15-80034536-17
Merged-chr10-21991566-19	chr10	21991363	21991764	+	0.000	0.000	Merged-chr10-21991566-19
Merged-chr10-92717721-2	chr10	92717613	92717832	+	0.000	0.000	Merged-chr10-92717721-2
Merged-chr17-47743455-1	chr17	47743357	47743555	+	0.000	0.000	Merged-chr17-47743455-1
Merged-chrX-163994129-6	chrX	163993994	163994294	+	0.000	0.000	Merged-chrX-163994129-6
Merged-chr7-19933041-99	chr7	19932517	19933533	+	0.000	0.000	Merged-chr7-19933041-99
Merged-chr13-95618355-78	chr13	95617765	95618660	+	0.000	0.000	Merged-chr13-95618355-78
Merged-chr11-97988386-150	chr11	97987691	97989083	+	0.000	0.000	Merged-chr11-97988386-150
Merged-chrX-93594477-7	chrX	93594317	93594651	+	0.000	0.000	Merged-chrX-93594477-7
Merged-chr13-23556170-26	chr13	23555934	23556434	+	0.000	0.000	Merged-chr13-23556170-26
Merged-chr16-64783982-5	chr16	64783853	64784130	+	0.000	0.000	Merged-chr16-64783982-5
Merged-chr3-89250678-9	chr3	89250537	89250913	+	0.000	0.000	Merged-chr3-89250678-9
Merged-chr1-9798282-57	chr1	9797816	9798986	+	0.000	0.000	Merged-chr1-9798282-57
Merged-chr11-63873500-16	chr11	63873312	63873749	+	0.000	0.000	Merged-chr11-63873500-16
Merged-chr4-57904497-43	chr4	57904209	57904714	+	0.000	0.000	Merged-chr4-57904497-43
Merged-chr2-112224432-2	chr2	112224331	112224536	+	0.000	0.000	Merged-chr2-112224432-2
Merged-chr5-8669855-46	chr5	8669528	8670151	+	0.000	0.000	Merged-chr5-8669855-46
Merged-chr6-54902774-18	chr6	54902638	54902926	+	0.000	0.000	Merged-chr6-54902774-18
Merged-chr13-95765232-46	chr13	95764983	95765500	+	0.000	0.000	Merged-chr13-95765232-46
Merged-chr1-65186701-72	chr1	65186339	65187000	+	0.000	0.000	Merged-chr1-65186701-72
Merged-chr17-35700134-1	chr17	35700036	35700234	+	0.000	0.000	Merged-chr17-35700134-1
Merged-chr10-118172658-46	chr10	118172452	118172891	+	0.000	0.000	Merged-chr10-118172658-46
Merged-chr10-69351242-1	chr10	69351144	69351342	+	0.000	0.000	Merged-chr10-69351242-1
Merged-chr6-51592660-47	chr6	51592321	51592874	+	0.000	0.000	Merged-chr6-51592660-47
Merged-chr18-70578693-1	chr18	70578595	70578793	+	0.000	0.000	Merged-chr18-70578693-1
Merged-chr6-115995901-1	chr6	115995803	115996001	+	0.000	0.000	Merged-chr6-115995901-1
Merged-chr11-11775903-10	chr11	11775714	11776244	+	0.000	0.000	Merged-chr11-11775903-10
Merged-chr11-94989887-29	chr11	94989672	94990140	+	0.000	0.000	Merged-chr11-94989887-29
Merged-chr8-83998558-47	chr8	83998254	83998881	+	0.000	0.000	Merged-chr8-83998558-47
Merged-chr10-43578959-39	chr10	43578340	43579544	+	0.000	0.000	Merged-chr10-43578959-39
Merged-chr5-45675268-16	chr5	45675045	45675473	+	0.000	0.000	Merged-chr5-45675268-16
Merged-chr10-80618406-31	chr10	80618197	80618557	+	0.000	0.000	Merged-chr10-80618406-31
Merged-chr13-23534768-3	chr13	23534670	23534868	+	0.000	0.000	Merged-chr13-23534768-3
Merged-chr17-35836476-5	chr17	35836204	35836655	+	0.000	0.000	Merged-chr17-35836476-5
Merged-chr1-75218958-120	chr1	75218677	75219499	+	0.000	0.000	Merged-chr1-75218958-120
Merged-chr2-92008494-55	chr2	92008208	92008740	+	0.000	0.000	Merged-chr2-92008494-55
Merged-chr10-53959939-11	chr10	53959773	53960089	+	0.000	0.000	Merged-chr10-53959939-11
Merged-chr7-75887103-1	chr7	75887005	75887203	+	0.000	0.000	Merged-chr7-75887103-1
Merged-chr11-107443890-34	chr11	107443679	107444101	+	0.000	0.000	Merged-chr11-107443890-34
Merged-chr9-124079982-9	chr9	124079773	124080265	+	0.000	0.000	Merged-chr9-124079982-9
Merged-chr1-170993660-17	chr1	170993466	170993838	+	0.000	0.000	Merged-chr1-170993660-17
Merged-chr1-193285975-30	chr1	193285567	193286229	+	0.000	0.000	Merged-chr1-193285975-30
Merged-chr13-63365525-19	chr13	63365292	63365799	+	0.000	0.000	Merged-chr13-63365525-19
Merged-chr13-52976718-35	chr13	52976439	52976958	+	0.000	0.000	Merged-chr13-52976718-35
Merged-chr2-151994902-45	chr2	151994603	151995128	+	0.000	0.000	Merged-chr2-151994902-45
Merged-chr13-38145291-8	chr13	38145066	38145476	+	0.000	0.000	Merged-chr13-38145291-8
Merged-chr17-79381615-4	chr17	79381494	79381768	+	0.000	0.000	Merged-chr17-79381615-4
Merged-chr13-23698157-86	chr13	23697959	23698431	+	0.000	0.000	Merged-chr13-23698157-86
Merged-chr7-128180557-37	chr7	128180249	128180800	+	0.000	0.000	Merged-chr7-128180557-37
Merged-chr1-135719840-41	chr1	135719565	135720300	+	0.000	0.000	Merged-chr1-135719840-41
Merged-chr2-167661676-54	chr2	167661262	167661941	+	0.000	0.000	Merged-chr2-167661676-54
Merged-chr12-16474710-17	chr12	16474418	16474912	+	0.000	0.000	Merged-chr12-16474710-17
Merged-chr13-13584460-6	chr13	13584300	13584631	+	0.000	0.000	Merged-chr13-13584460-6
Merged-chr1-153058312-17	chr1	153057986	153058592	+	0.000	0.000	Merged-chr1-153058312-17
Merged-chr9-124146419-55	chr9	124146124	124146614	+	0.000	0.000	Merged-chr9-124146419-55
Merged-chr4-153964142-1	chr4	153964044	153964242	+	0.000	0.000	Merged-chr4-153964142-1
Merged-chr7-88321052-6	chr7	88320823	88321221	+	0.000	0.000	Merged-chr7-88321052-6
Merged-chr2-80579794-1	chr2	80579696	80579894	+	0.000	0.000	Merged-chr2-80579794-1
Merged-chr8-72492530-115	chr8	72492159	72493049	+	0.000	0.000	Merged-chr8-72492530-115
Merged-chr15-96714966-7	chr15	96714801	96715143	+	0.000	0.000	Merged-chr15-96714966-7
Merged-chr18-24652935-1	chr18	24652837	24653035	+	0.000	0.000	Merged-chr18-24652935-1
Merged-chr1-60652675-22	chr1	60652447	60652846	+	0.000	0.000	Merged-chr1-60652675-22
Merged-chr2-10151704-4	chr2	10151578	10151833	+	0.000	0.000	Merged-chr2-10151704-4
Merged-chr4-99715714-70	chr4	99715472	99715930	+	0.000	0.000	Merged-chr4-99715714-70
Merged-chr7-89146936-24	chr7	89146705	89147274	+	0.000	0.000	Merged-chr7-89146936-24
Merged-chr11-95379150-8	chr11	95378969	95379348	+	0.000	0.000	Merged-chr11-95379150-8
Merged-chr17-86753860-145	chr17	86753178	86754284	+	0.000	0.000	Merged-chr17-86753860-145
Merged-chr9-106367223-2	chr9	106367115	106367334	+	0.000	0.000	Merged-chr9-106367223-2
Merged-chr9-65598978-11	chr9	65598851	65599158	+	0.000	0.000	Merged-chr9-65598978-11
Merged-chr1-71069065-19	chr1	71068883	71069318	+	0.000	0.000	Merged-chr1-71069065-19
Merged-chr1-92697011-25	chr1	92696802	92697230	+	0.000	0.000	Merged-chr1-92697011-25
Merged-chr2-73313328-11	chr2	73313181	73313484	+	0.000	0.000	Merged-chr2-73313328-11
Merged-chr12-16509548-40	chr12	16509317	16509782	+	0.000	0.000	Merged-chr12-16509548-40
Merged-chr9-107294520-3	chr9	107294390	107294662	+	0.000	0.000	Merged-chr9-107294520-3
Merged-chr17-47536089-8	chr17	47535960	47536283	+	0.000	0.000	Merged-chr17-47536089-8
Merged-chr11-63920753-42	chr11	63920490	63920968	+	0.000	0.000	Merged-chr11-63920753-42
Merged-chr10-77624666-9	chr10	77624483	77624847	+	0.000	0.000	Merged-chr10-77624666-9
Merged-chr18-89197638-86	chr18	89196815	89198301	+	0.000	0.000	Merged-chr18-89197638-86
Merged-chr16-9009637-14	chr16	9009459	9009900	+	0.000	0.000	Merged-chr16-9009637-14
Merged-chr2-152030194-1	chr2	152030096	152030294	+	0.000	0.000	Merged-chr2-152030194-1
Merged-chr13-35795265-8	chr13	35795035	35795468	+	0.000	0.000	Merged-chr13-35795265-8
Merged-chr17-35700619-40	chr17	35700287	35700911	+	0.000	0.000	Merged-chr17-35700619-40
Merged-chr9-27071000-11	chr9	27070772	27071316	+	0.000	0.000	Merged-chr9-27071000-11
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr1-133688539-7	chr1	133688400	133688685	+	0.000	0.000	Merged-chr1-133688539-7
Merged-chr1-60868540-23	chr1	60868393	60868749	+	0.000	0.000	Merged-chr1-60868540-23
Merged-chr12-25096104-64	chr12	25095793	25096391	+	0.000	0.000	Merged-chr12-25096104-64
Merged-chr8-95612064-3	chr8	95611952	95612190	+	0.000	0.000	Merged-chr8-95612064-3
Merged-chr1-161713119-39	chr1	161712856	161713431	+	0.000	0.000	Merged-chr1-161713119-39
Merged-chr12-32207058-29	chr12	32206870	32207257	+	0.000	0.000	Merged-chr12-32207058-29
Merged-chr10-80917926-53	chr10	80917369	80918337	+	0.000	0.000	Merged-chr10-80917926-53
Merged-chr16-45998001-1	chr16	45997903	45998101	+	0.000	0.000	Merged-chr16-45998001-1
Merged-chr15-93252175-91	chr15	93251626	93252823	+	0.000	0.000	Merged-chr15-93252175-91
Merged-chr5-146845015-50	chr5	146844707	146845277	+	0.000	0.000	Merged-chr5-146845015-50
Merged-chr7-89173289-11	chr7	89173116	89173502	+	0.000	0.000	Merged-chr7-89173289-11
Merged-chr16-95731226-1	chr16	95731128	95731326	+	0.000	0.000	Merged-chr16-95731226-1
Merged-chr14-120407035-22	chr14	120406675	120407236	+	0.000	0.000	Merged-chr14-120407035-22
Merged-chr12-16304947-30	chr12	16304632	16305175	+	0.000	0.000	Merged-chr12-16304947-30
Merged-chr9-21167831-1	chr9	21167733	21167931	+	0.000	0.000	Merged-chr9-21167831-1
Merged-chr5-140149143-22	chr5	140148826	140149383	+	0.000	0.000	Merged-chr5-140149143-22
Merged-chr7-63957418-17	chr7	63957106	63957707	+	0.000	0.000	Merged-chr7-63957418-17
Merged-chr12-16339165-4	chr12	16338967	16339351	+	0.000	0.000	Merged-chr12-16339165-4
Merged-chr12-32208689-79	chr12	32208406	32208971	+	0.000	0.000	Merged-chr12-32208689-79
Merged-chr2-158743835-27	chr2	158743461	158744193	+	0.000	0.000	Merged-chr2-158743835-27
Merged-chr7-122132985-53	chr7	122132737	122133249	+	0.000	0.000	Merged-chr7-122132985-53
Merged-chr11-75269578-15	chr11	75269407	75269719	+	0.000	0.000	Merged-chr11-75269578-15
Merged-chr6-113645003-16	chr6	113644784	113645241	+	0.000	0.000	Merged-chr6-113645003-16
Merged-chr1-60627833-25	chr1	60627421	60628365	+	0.000	0.000	Merged-chr1-60627833-25
Merged-chr15-73492461-2	chr15	73492360	73492565	+	0.000	0.000	Merged-chr15-73492461-2
Merged-chr1-92774523-96	chr1	92773840	92775110	+	0.000	0.000	Merged-chr1-92774523-96
Merged-chr2-10142867-39	chr2	10142662	10143138	+	0.000	0.000	Merged-chr2-10142867-39
Merged-chr13-64129455-75	chr13	64129254	64129898	+	0.000	0.000	Merged-chr13-64129455-75
Merged-chr13-107869529-3	chr13	107869411	107869639	+	0.000	0.000	Merged-chr13-107869529-3
Merged-chr7-127149689-1	chr7	127149591	127149789	+	0.000	0.000	Merged-chr7-127149689-1
Merged-chr11-107422045-3	chr11	107421923	107422189	+	0.000	0.000	Merged-chr11-107422045-3
Merged-chr13-12574600-1	chr13	12574502	12574700	+	0.000	0.000	Merged-chr13-12574600-1
Merged-chr10-117859986-12	chr10	117859770	117860165	+	0.000	0.000	Merged-chr10-117859986-12
Merged-chr13-93756777-9	chr13	93756558	93756975	+	0.000	0.000	Merged-chr13-93756777-9
Merged-chr17-78200603-182	chr17	78199580	78201276	+	0.000	0.000	Merged-chr17-78200603-182
Merged-chr15-80619195-4	chr15	80618968	80619344	+	0.000	0.000	Merged-chr15-80619195-4
Merged-chr4-116627464-164	chr4	116627148	116628003	+	0.000	0.000	Merged-chr4-116627464-164
Merged-chr13-107825758-24	chr13	107825219	107826113	+	0.000	0.000	Merged-chr13-107825758-24
Merged-chr1-171782037-1	chr1	171781939	171782137	+	0.000	0.000	Merged-chr1-171782037-1
Merged-chr1-21078501-1	chr1	21078403	21078601	+	0.000	0.000	Merged-chr1-21078501-1
Merged-chr1-60883000-15	chr1	60882823	60883262	+	0.000	0.000	Merged-chr1-60883000-15
Merged-chr7-89168111-1	chr7	89168013	89168211	+	0.000	0.000	Merged-chr7-89168111-1
Merged-chr13-53109766-29	chr13	53109612	53110133	+	0.000	0.000	Merged-chr13-53109766-29
Merged-chr12-73645410-6	chr12	73645246	73645573	+	0.000	0.000	Merged-chr12-73645410-6
Merged-chr14-105232653-27	chr14	105232401	105232882	+	0.000	0.000	Merged-chr14-105232653-27
Merged-chr7-67390968-9	chr7	67390792	67391125	+	0.000	0.000	Merged-chr7-67390968-9
Merged-chr7-67445637-8	chr7	67445386	67445849	+	0.000	0.000	Merged-chr7-67445637-8
Merged-chr7-66108179-1	chr7	66108081	66108279	+	0.000	0.000	Merged-chr7-66108179-1
Merged-chr10-118002133-33	chr10	118001860	118002620	+	0.000	0.000	Merged-chr10-118002133-33
Merged-chr5-74277818-39	chr5	74277455	74278148	+	0.000	0.000	Merged-chr5-74277818-39
Merged-chr10-17896300-1	chr10	17896202	17896400	+	0.000	0.000	Merged-chr10-17896300-1
Merged-chr7-67372898-115	chr7	67372439	67373470	+	0.000	0.000	Merged-chr7-67372898-115
Merged-chr8-33968508-27	chr8	33968362	33968699	+	0.000	0.000	Merged-chr8-33968508-27
Merged-chr6-122764645-81	chr6	122763958	122764977	+	0.000	0.000	Merged-chr6-122764645-81
Merged-chr9-109058492-4	chr9	109058278	109058683	+	0.000	0.000	Merged-chr9-109058492-4
Merged-chr8-105810525-46	chr8	105810321	105810750	+	0.000	0.000	Merged-chr8-105810525-46
Merged-chr6-51544589-23	chr6	51544400	51544750	+	0.000	0.000	Merged-chr6-51544589-23
Merged-chr2-30794786-46	chr2	30794550	30795021	+	0.000	0.000	Merged-chr2-30794786-46
Merged-chr10-118495376-34	chr10	118494881	118495775	+	0.000	0.000	Merged-chr10-118495376-34
Merged-chr7-110122221-130	chr7	110121732	110122573	+	0.000	0.000	Merged-chr7-110122221-130
Merged-chr1-144283563-68	chr1	144283155	144284059	+	0.000	0.000	Merged-chr1-144283563-68
Merged-chr11-55067120-19	chr11	55066914	55067313	+	0.000	0.000	Merged-chr11-55067120-19
Merged-chr19-10695928-2	chr19	10695786	10696073	+	0.000	0.000	Merged-chr19-10695928-2
Merged-chr1-16106304-1	chr1	16106206	16106404	+	0.000	0.000	Merged-chr1-16106304-1
Merged-chr10-40084673-6	chr10	40084535	40084837	+	0.000	0.000	Merged-chr10-40084673-6
Merged-chr16-75877310-18	chr16	75877125	75877552	+	0.000	0.000	Merged-chr16-75877310-18
Merged-chr17-34627444-59	chr17	34626815	34627892	+	0.000	0.000	Merged-chr17-34627444-59
Merged-chr9-114781541-135	chr9	114781247	114781852	+	0.000	0.000	Merged-chr9-114781541-135
Merged-chr7-75914112-33	chr7	75913931	75914335	+	0.000	0.000	Merged-chr7-75914112-33
Merged-chr4-116464160-92	chr4	116463892	116464639	+	0.000	0.000	Merged-chr4-116464160-92
Merged-chr6-97312147-29	chr6	97311921	97312379	+	0.000	0.000	Merged-chr6-97312147-29
Merged-chr2-167656324-1	chr2	167656226	167656424	+	0.000	0.000	Merged-chr2-167656324-1
Merged-chrX-7657381-29	chrX	7657135	7657734	+	0.000	0.000	Merged-chrX-7657381-29
Merged-chr4-153957284-72	chr4	153957046	153957571	+	0.000	0.000	Merged-chr4-153957284-72
Merged-chr1-43469252-2	chr1	43469138	43469369	+	0.000	0.000	Merged-chr1-43469252-2
Merged-chr14-54553576-3	chr14	54553376	54553771	+	0.000	0.000	Merged-chr14-54553576-3
Merged-chr7-98309453-63	chr7	98309174	98309694	+	0.000	0.000	Merged-chr7-98309453-63
Merged-chr9-123717670-55	chr9	123717426	123717841	+	0.000	0.000	Merged-chr9-123717670-55
Merged-chr15-93298411-30	chr15	93298216	93298642	+	0.000	0.000	Merged-chr15-93298411-30
Merged-chr17-35706172-14	chr17	35705914	35706384	+	0.000	0.000	Merged-chr17-35706172-14
Merged-chr7-28677170-43	chr7	28676914	28677414	+	0.000	0.000	Merged-chr7-28677170-43
Merged-chr4-59167570-29	chr4	59167215	59167822	+	0.000	0.000	Merged-chr4-59167570-29
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr5-74068600-91	chr5	74068401	74068859	+	0.000	0.000	Merged-chr5-74068600-91
Merged-chr17-86674662-35	chr17	86674134	86675189	+	0.000	0.000	Merged-chr17-86674662-35
Merged-chr18-70580825-3	chr18	70580701	70580978	+	0.000	0.000	Merged-chr18-70580825-3
Merged-chr5-134615003-13	chr5	134614668	134615233	+	0.000	0.000	Merged-chr5-134615003-13
Merged-chr17-35836854-6	chr17	35836690	35837069	+	0.000	0.000	Merged-chr17-35836854-6
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr4-99699443-1	chr4	99699345	99699543	+	0.000	0.000	Merged-chr4-99699443-1
Merged-chr1-43478113-25	chr1	43477916	43478358	+	0.000	0.000	Merged-chr1-43478113-25
Merged-chr1-43457148-27	chr1	43456746	43457508	+	0.000	0.000	Merged-chr1-43457148-27
Merged-chr3-40799733-6	chr3	40799606	40799849	+	0.000	0.000	Merged-chr3-40799733-6
Merged-chr1-36471708-91	chr1	36471260	36472029	+	0.000	0.000	Merged-chr1-36471708-91
Merged-chr12-73628008-1	chr12	73627910	73628108	+	0.000	0.000	Merged-chr12-73628008-1
Merged-chr5-66055841-4	chr5	66055716	66055980	+	0.000	0.000	Merged-chr5-66055841-4
Merged-chr16-95769391-4	chr16	95769264	95769514	+	0.000	0.000	Merged-chr16-95769391-4
Merged-chr6-112947245-12	chr6	112947042	112947466	+	0.000	0.000	Merged-chr6-112947245-12
Merged-chr5-21054874-6	chr5	21054596	21055160	+	0.000	0.000	Merged-chr5-21054874-6
Merged-chr8-124282376-37	chr8	124282169	124282613	+	0.000	0.000	Merged-chr8-124282376-37
Merged-chr6-50394261-50	chr6	50393994	50394496	+	0.000	0.000	Merged-chr6-50394261-50
Merged-chr14-67784392-2	chr14	67784290	67784497	+	0.000	0.000	Merged-chr14-67784392-2
Merged-chr3-94376064-1	chr3	94375966	94376164	+	0.000	0.000	Merged-chr3-94376064-1
