#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed
Merged-chr5-134187547-1	chr5	134187449	134187647	+	0.000	0.000	Merged-chr5-134187547-1
Merged-chr10-118797511-13	chr10	118797353	118797685	+	0.000	0.000	Merged-chr10-118797511-13
Merged-chr1-165763682-102	chr1	165763338	165764077	+	0.000	0.000	Merged-chr1-165763682-102
Merged-chr18-54901247-4	chr18	54901022	54901541	+	0.000	0.000	Merged-chr18-54901247-4
Merged-chr6-134217908-11	chr6	134217769	134218087	+	0.000	0.000	Merged-chr6-134217908-11
Merged-chr2-136008735-1	chr2	136008637	136008835	+	0.000	0.000	Merged-chr2-136008735-1
Merged-chr16-57423352-49	chr16	57423181	57423571	+	0.000	0.000	Merged-chr16-57423352-49
Merged-chr1-21781098-42	chr1	21780617	21781599	+	0.000	0.000	Merged-chr1-21781098-42
Merged-chr11-3144953-42	chr11	3144240	3145479	+	0.000	0.000	Merged-chr11-3144953-42
Merged-chr1-155646076-1	chr1	155645978	155646176	+	0.000	0.000	Merged-chr1-155646076-1
Merged-chr14-8632387-8	chr14	8632184	8632583	+	0.000	0.000	Merged-chr14-8632387-8
Merged-chr12-15967723-42	chr12	15967474	15967919	+	0.000	0.000	Merged-chr12-15967723-42
Merged-chr9-14200294-59	chr9	14199941	14200852	+	0.000	0.000	Merged-chr9-14200294-59
Merged-chr10-67065679-35	chr10	67065318	67065959	+	0.000	0.000	Merged-chr10-67065679-35
Merged-chr4-102908208-33	chr4	102908017	102908506	+	0.000	0.000	Merged-chr4-102908208-33
Merged-chr7-67953943-1	chr7	67953845	67954043	+	0.000	0.000	Merged-chr7-67953943-1
Merged-chr17-3081586-1	chr17	3081488	3081686	+	0.000	0.000	Merged-chr17-3081586-1
Merged-chr1-179047841-1	chr1	179047743	179047941	+	0.000	0.000	Merged-chr1-179047841-1
Merged-chr18-9450048-96	chr18	9449849	9450447	+	0.000	0.000	Merged-chr18-9450048-96
Merged-chr7-132402823-64	chr7	132402535	132403061	+	0.000	0.000	Merged-chr7-132402823-64
Merged-chr4-63852768-8	chr4	63852615	63852979	+	0.000	0.000	Merged-chr4-63852768-8
Merged-chr2-75101693-20	chr2	75101437	75101970	+	0.000	0.000	Merged-chr2-75101693-20
Merged-chr10-79096841-1	chr10	79096743	79096941	+	0.000	0.000	Merged-chr10-79096841-1
Merged-chr7-49520386-1	chr7	49520288	49520486	+	0.000	0.000	Merged-chr7-49520386-1
Merged-chr2-117447085-57	chr2	117446865	117447378	+	0.000	0.000	Merged-chr2-117447085-57
Merged-chr2-173659827-104	chr2	173659411	173660116	+	0.000	0.000	Merged-chr2-173659827-104
Merged-chr3-129533518-164	chr3	129532922	129534390	+	0.000	0.000	Merged-chr3-129533518-164
Merged-chr5-148551508-2	chr5	148551331	148551687	+	0.000	0.000	Merged-chr5-148551508-2
Merged-chr11-113565159-1	chr11	113565061	113565259	+	0.000	0.000	Merged-chr11-113565159-1
Merged-chr8-14978690-4	chr8	14978502	14978951	+	0.000	0.000	Merged-chr8-14978690-4
Merged-chr15-27856538-51	chr15	27856271	27856806	+	0.000	0.000	Merged-chr15-27856538-51
Merged-chrX-75734287-49	chrX	75733804	75734533	+	0.000	0.000	Merged-chrX-75734287-49
Merged-chr4-86713710-23	chr4	86713523	86713886	+	0.000	0.000	Merged-chr4-86713710-23
Merged-chr3-89730861-61	chr3	89730589	89731073	+	0.000	0.000	Merged-chr3-89730861-61
Merged-chr19-46509464-9	chr19	46509328	46509581	+	0.000	0.000	Merged-chr19-46509464-9
Merged-chr3-37183520-10	chr3	37183319	37183717	+	0.000	0.000	Merged-chr3-37183520-10
Merged-chr19-57123944-45	chr19	57123749	57124144	+	0.000	0.000	Merged-chr19-57123944-45
Merged-chr13-55444770-148	chr13	55444289	55445182	+	0.000	0.000	Merged-chr13-55444770-148
Merged-chr7-49468133-37	chr7	49467878	49468390	+	0.000	0.000	Merged-chr7-49468133-37
Merged-chr10-78476877-17	chr10	78476689	78477022	+	0.000	0.000	Merged-chr10-78476877-17
Merged-chr14-101510851-45	chr14	101510597	101511121	+	0.000	0.000	Merged-chr14-101510851-45
Merged-chr15-93694661-9	chr15	93694389	93694949	+	0.000	0.000	Merged-chr15-93694661-9
Merged-chr10-39415749-15	chr10	39415557	39415900	+	0.000	0.000	Merged-chr10-39415749-15
Merged-chr17-47171280-54	chr17	47171064	47171512	+	0.000	0.000	Merged-chr17-47171280-54
Merged-chr15-93581886-25	chr15	93581654	93582088	+	0.000	0.000	Merged-chr15-93581886-25
Merged-chr12-36157829-2	chr12	36157720	36157941	+	0.000	0.000	Merged-chr12-36157829-2
Merged-chr4-6980389-8	chr4	6980239	6980552	+	0.000	0.000	Merged-chr4-6980389-8
Merged-chr12-36042318-87	chr12	36042072	36042769	+	0.000	0.000	Merged-chr12-36042318-87
Merged-chr3-131112434-113	chr3	131111987	131112840	+	0.000	0.000	Merged-chr3-131112434-113
Merged-chr11-3133574-54	chr11	3133217	3133837	+	0.000	0.000	Merged-chr11-3133574-54
Merged-chr3-51652658-59	chr3	51652378	51653086	+	0.000	0.000	Merged-chr3-51652658-59
Merged-chr11-98003511-2	chr11	98003409	98003615	+	0.000	0.000	Merged-chr11-98003511-2
Merged-chr1-67038883-63	chr1	67038488	67039111	+	0.000	0.000	Merged-chr1-67038883-63
Merged-chr9-61501561-3	chr9	61501418	61501716	+	0.000	0.000	Merged-chr9-61501561-3
Merged-chr2-70922738-17	chr2	70922562	70923023	+	0.000	0.000	Merged-chr2-70922738-17
Merged-chr10-99263989-11	chr10	99263658	99264199	+	0.000	0.000	Merged-chr10-99263989-11
Merged-chr1-128790963-21	chr1	128790514	128791316	+	0.000	0.000	Merged-chr1-128790963-21
Merged-chr7-125575832-4	chr7	125575630	125576009	+	0.000	0.000	Merged-chr7-125575832-4
Merged-chr11-109367099-1	chr11	109367001	109367199	+	0.000	0.000	Merged-chr11-109367099-1
Merged-chr2-132040154-56	chr2	132039928	132040374	+	0.000	0.000	Merged-chr2-132040154-56
Merged-chr15-93665771-1	chr15	93665673	93665871	+	0.000	0.000	Merged-chr15-93665771-1
Merged-chr16-16912027-29	chr16	16911822	16912205	+	0.000	0.000	Merged-chr16-16912027-29
Merged-chr16-20097863-112	chr16	20097627	20098107	+	0.000	0.000	Merged-chr16-20097863-112
Merged-chr19-34306924-50	chr19	34306733	34307105	+	0.000	0.000	Merged-chr19-34306924-50
Merged-chr10-17443586-1	chr10	17443488	17443686	+	0.000	0.000	Merged-chr10-17443586-1
Merged-chr5-75649003-1	chr5	75648905	75649103	+	0.000	0.000	Merged-chr5-75649003-1
Merged-chr18-79234491-26	chr18	79234204	79234782	+	0.000	0.000	Merged-chr18-79234491-26
Merged-chr8-79371540-1	chr8	79371442	79371640	+	0.000	0.000	Merged-chr8-79371540-1
Merged-chr6-125467519-12	chr6	125467300	125467730	+	0.000	0.000	Merged-chr6-125467519-12
Merged-chr2-135981518-2	chr2	135981395	135981643	+	0.000	0.000	Merged-chr2-135981518-2
Merged-chr7-4655608-1	chr7	4655510	4655708	+	0.000	0.000	Merged-chr7-4655608-1
Merged-chr16-24652303-15	chr16	24651977	24652506	+	0.000	0.000	Merged-chr16-24652303-15
Merged-chr7-39449631-50	chr7	39449267	39450099	+	0.000	0.000	Merged-chr7-39449631-50
Merged-chr6-52640387-58	chr6	52640130	52640677	+	0.000	0.000	Merged-chr6-52640387-58
Merged-chr11-3181415-55	chr11	3181133	3181614	+	0.000	0.000	Merged-chr11-3181415-55
Merged-chr3-121178059-1	chr3	121177961	121178159	+	0.000	0.000	Merged-chr3-121178059-1
Merged-chr16-57471112-83	chr16	57470768	57471539	+	0.000	0.000	Merged-chr16-57471112-83
Merged-chr6-143170494-31	chr6	143170280	143170662	+	0.000	0.000	Merged-chr6-143170494-31
Merged-chr19-34314624-1	chr19	34314526	34314724	+	0.000	0.000	Merged-chr19-34314624-1
Merged-chr2-122469407-42	chr2	122469153	122469591	+	0.000	0.000	Merged-chr2-122469407-42
Merged-chr1-163779662-61	chr1	163779351	163779924	+	0.000	0.000	Merged-chr1-163779662-61
Merged-chr9-83146298-69	chr9	83145756	83146886	+	0.000	0.000	Merged-chr9-83146298-69
Merged-chr7-35992831-7	chr7	35992627	35993039	+	0.000	0.000	Merged-chr7-35992831-7
Merged-chr12-113220068-2	chr12	113219928	113220211	+	0.000	0.000	Merged-chr12-113220068-2
Merged-chr17-15704757-20	chr17	15704540	15705055	+	0.000	0.000	Merged-chr17-15704757-20
Merged-chr3-101923209-5	chr3	101922997	101923406	+	0.000	0.000	Merged-chr3-101923209-5
Merged-chr2-156970494-23	chr2	156970226	156970871	+	0.000	0.000	Merged-chr2-156970494-23
Merged-chr6-116311503-1	chr6	116311405	116311603	+	0.000	0.000	Merged-chr6-116311503-1
Merged-chr9-55808003-9	chr9	55807814	55808158	+	0.000	0.000	Merged-chr9-55808003-9
Merged-chr17-8240496-17	chr17	8240150	8240762	+	0.000	0.000	Merged-chr17-8240496-17
Merged-chr18-61208374-2	chr18	61208256	61208495	+	0.000	0.000	Merged-chr18-61208374-2
Merged-chr18-55293214-19	chr18	55292843	55293518	+	0.000	0.000	Merged-chr18-55293214-19
Merged-chr4-32405773-79	chr4	32405451	32406147	+	0.000	0.000	Merged-chr4-32405773-79
Merged-chr4-3835460-93	chr4	3834929	3835840	+	0.000	0.000	Merged-chr4-3835460-93
Merged-chr7-143002996-1	chr7	143002898	143003096	+	0.000	0.000	Merged-chr7-143002996-1
Merged-chr16-97459755-2	chr16	97459648	97459865	+	0.000	0.000	Merged-chr16-97459755-2
Merged-chr1-119504128-1	chr1	119504030	119504228	+	0.000	0.000	Merged-chr1-119504128-1
Merged-chr10-59974606-81	chr10	59974256	59974865	+	0.000	0.000	Merged-chr10-59974606-81
Merged-chr6-105532794-1	chr6	105532696	105532894	+	0.000	0.000	Merged-chr6-105532794-1
Merged-chr12-68840505-1	chr12	68840407	68840605	+	0.000	0.000	Merged-chr12-68840505-1
Merged-chr6-99164991-16	chr6	99164748	99165231	+	0.000	0.000	Merged-chr6-99164991-16
Merged-chr18-78912645-1	chr18	78912547	78912745	+	0.000	0.000	Merged-chr18-78912645-1
Merged-chr11-79129591-7	chr11	79129442	79129760	+	0.000	0.000	Merged-chr11-79129591-7
Merged-chr1-128772538-19	chr1	128772261	128772830	+	0.000	0.000	Merged-chr1-128772538-19
Merged-chr5-125106359-47	chr5	125106084	125106677	+	0.000	0.000	Merged-chr5-125106359-47
Merged-chr2-174010285-2	chr2	174010140	174010432	+	0.000	0.000	Merged-chr2-174010285-2
Merged-chr15-28021766-8	chr15	28021631	28021919	+	0.000	0.000	Merged-chr15-28021766-8
Merged-chr12-82394298-69	chr12	82394025	82394556	+	0.000	0.000	Merged-chr12-82394298-69
Merged-chr13-108853912-1	chr13	108853814	108854012	+	0.000	0.000	Merged-chr13-108853912-1
Merged-chr3-101066330-34	chr3	101066110	101066644	+	0.000	0.000	Merged-chr3-101066330-34
Merged-chr15-53125024-11	chr15	53124787	53125191	+	0.000	0.000	Merged-chr15-53125024-11
Merged-chr14-24785544-14	chr14	24785354	24785802	+	0.000	0.000	Merged-chr14-24785544-14
Merged-chr1-192063830-1	chr1	192063732	192063930	+	0.000	0.000	Merged-chr1-192063830-1
Merged-chr1-179517638-119	chr1	179516905	179518186	+	0.000	0.000	Merged-chr1-179517638-119
Merged-chr15-58215186-88	chr15	58214712	58215525	+	0.000	0.000	Merged-chr15-58215186-88
Merged-chr2-108915289-1	chr2	108915191	108915389	+	0.000	0.000	Merged-chr2-108915289-1
Merged-chr5-144100460-55	chr5	144100189	144100715	+	0.000	0.000	Merged-chr5-144100460-55
Merged-chr12-69863671-25	chr12	69863470	69863930	+	0.000	0.000	Merged-chr12-69863671-25
Merged-chr10-96617531-58	chr10	96617357	96617730	+	0.000	0.000	Merged-chr10-96617531-58
Merged-chr1-193181317-39	chr1	193180982	193181632	+	0.000	0.000	Merged-chr1-193181317-39
Merged-chr7-138886601-6	chr7	138886472	138886743	+	0.000	0.000	Merged-chr7-138886601-6
Merged-chr3-127853593-31	chr3	127853406	127853886	+	0.000	0.000	Merged-chr3-127853593-31
Merged-chr10-99193977-9	chr10	99193702	99194201	+	0.000	0.000	Merged-chr10-99193977-9
Merged-chr4-10968085-44	chr4	10967892	10968319	+	0.000	0.000	Merged-chr4-10968085-44
Merged-chr7-12422521-72	chr7	12422035	12422887	+	0.000	0.000	Merged-chr7-12422521-72
Merged-chr9-48985134-97	chr9	48984786	48985413	+	0.000	0.000	Merged-chr9-48985134-97
Merged-chr15-41832458-66	chr15	41832167	41832675	+	0.000	0.000	Merged-chr15-41832458-66
Merged-chr5-122652679-26	chr5	122652524	122652895	+	0.000	0.000	Merged-chr5-122652679-26
Merged-chr13-58206802-1	chr13	58206704	58206902	+	0.000	0.000	Merged-chr13-58206802-1
Merged-chr10-93126298-4	chr10	93126128	93126455	+	0.000	0.000	Merged-chr10-93126298-4
Merged-chr6-6132340-1	chr6	6132242	6132440	+	0.000	0.000	Merged-chr6-6132340-1
Merged-chr13-109686286-1	chr13	109686188	109686386	+	0.000	0.000	Merged-chr13-109686286-1
Merged-chr4-137880751-1	chr4	137880653	137880851	+	0.000	0.000	Merged-chr4-137880751-1
Merged-chr2-61402469-66	chr2	61401961	61403019	+	0.000	0.000	Merged-chr2-61402469-66
Merged-chr6-145256997-16	chr6	145256790	145257195	+	0.000	0.000	Merged-chr6-145256997-16
Merged-chr5-144263627-18	chr5	144263367	144263823	+	0.000	0.000	Merged-chr5-144263627-18
Merged-chr14-31194622-6	chr14	31194462	31194796	+	0.000	0.000	Merged-chr14-31194622-6
Merged-chr5-28315754-44	chr5	28315554	28316037	+	0.000	0.000	Merged-chr5-28315754-44
Merged-chr12-52524948-24	chr12	52524665	52525171	+	0.000	0.000	Merged-chr12-52524948-24
Merged-chr12-103425849-56	chr12	103425600	103426053	+	0.000	0.000	Merged-chr12-103425849-56
Merged-chr7-28372841-69	chr7	28372574	28373043	+	0.000	0.000	Merged-chr7-28372841-69
Merged-chr1-138248934-12	chr1	138248767	138249130	+	0.000	0.000	Merged-chr1-138248934-12
Merged-chr4-32342446-3	chr4	32342307	32342578	+	0.000	0.000	Merged-chr4-32342446-3
Merged-chr15-97605953-1	chr15	97605855	97606053	+	0.000	0.000	Merged-chr15-97605953-1
Merged-chr10-67112116-37	chr10	67111904	67112502	+	0.000	0.000	Merged-chr10-67112116-37
Merged-chr13-109837849-65	chr13	109837657	109838034	+	0.000	0.000	Merged-chr13-109837849-65
Merged-chr12-87442765-7	chr12	87442552	87442926	+	0.000	0.000	Merged-chr12-87442765-7
Merged-chr14-121936476-1	chr14	121936378	121936576	+	0.000	0.000	Merged-chr14-121936476-1
Merged-chr15-93756205-23	chr15	93755994	93756476	+	0.000	0.000	Merged-chr15-93756205-23
Merged-chr6-121245760-60	chr6	121245472	121246000	+	0.000	0.000	Merged-chr6-121245760-60
Merged-chr5-76779382-27	chr5	76779186	76779674	+	0.000	0.000	Merged-chr5-76779382-27
Merged-chr5-53999784-28	chr5	53999514	54000176	+	0.000	0.000	Merged-chr5-53999784-28
Merged-chr14-121478313-77	chr14	121477999	121478683	+	0.000	0.000	Merged-chr14-121478313-77
Merged-chr3-89911440-10	chr3	89911238	89911696	+	0.000	0.000	Merged-chr3-89911440-10
Merged-chr4-86739424-15	chr4	86739247	86739596	+	0.000	0.000	Merged-chr4-86739424-15
Merged-chr17-35200638-36	chr17	35200391	35200802	+	0.000	0.000	Merged-chr17-35200638-36
Merged-chr1-192062779-52	chr1	192062143	192063194	+	0.000	0.000	Merged-chr1-192062779-52
Merged-chr11-3131292-2	chr11	3131194	3131392	+	0.000	0.000	Merged-chr11-3131292-2
Merged-chr6-134070171-6	chr6	134069960	134070425	+	0.000	0.000	Merged-chr6-134070171-6
Merged-chr5-75534401-1	chr5	75534303	75534501	+	0.000	0.000	Merged-chr5-75534401-1
Merged-chr2-4918465-9	chr2	4918301	4918718	+	0.000	0.000	Merged-chr2-4918465-9
Merged-chr5-105313637-29	chr5	105313399	105313998	+	0.000	0.000	Merged-chr5-105313637-29
Merged-chr5-147060203-2	chr5	147060086	147060322	+	0.000	0.000	Merged-chr5-147060203-2
Merged-chr5-134444752-37	chr5	134444470	134445092	+	0.000	0.000	Merged-chr5-134444752-37
Merged-chr15-25740417-24	chr15	25740007	25740659	+	0.000	0.000	Merged-chr15-25740417-24
Merged-chr14-10367925-1	chr14	10367827	10368025	+	0.000	0.000	Merged-chr14-10367925-1
Merged-chr10-80152261-5	chr10	80152121	80152443	+	0.000	0.000	Merged-chr10-80152261-5
Merged-chr5-75530270-1	chr5	75530172	75530370	+	0.000	0.000	Merged-chr5-75530270-1
Merged-chr2-165878118-38	chr2	165877883	165878318	+	0.000	0.000	Merged-chr2-165878118-38
Merged-chr10-10558018-80	chr10	10557697	10558476	+	0.000	0.000	Merged-chr10-10558018-80
Merged-chr6-134425334-10	chr6	134425139	134425495	+	0.000	0.000	Merged-chr6-134425334-10
Merged-chr2-169329453-1	chr2	169329355	169329553	+	0.000	0.000	Merged-chr2-169329453-1
Merged-chrY-1244513-1	chrY	1244415	1244613	+	0.000	0.000	Merged-chrY-1244513-1
Merged-chr19-57095609-11	chr19	57095457	57095788	+	0.000	0.000	Merged-chr19-57095609-11
Merged-chr1-192555232-1	chr1	192555134	192555332	+	0.000	0.000	Merged-chr1-192555232-1
Merged-chr8-93933058-30	chr8	93932809	93933293	+	0.000	0.000	Merged-chr8-93933058-30
Merged-chr19-57077212-7	chr19	57077083	57077368	+	0.000	0.000	Merged-chr19-57077212-7
Merged-chr5-105675662-27	chr5	105675454	105675851	+	0.000	0.000	Merged-chr5-105675662-27
Merged-chr16-76249767-78	chr16	76249396	76250170	+	0.000	0.000	Merged-chr16-76249767-78
Merged-chr19-38775813-4	chr19	38775658	38775950	+	0.000	0.000	Merged-chr19-38775813-4
Merged-chr2-163166400-55	chr2	163166058	163166720	+	0.000	0.000	Merged-chr2-163166400-55
Merged-chr16-89973258-46	chr16	89973033	89973545	+	0.000	0.000	Merged-chr16-89973258-46
Merged-chr12-16170449-47	chr12	16170159	16170717	+	0.000	0.000	Merged-chr12-16170449-47
Merged-chr17-15742023-19	chr17	15741808	15742180	+	0.000	0.000	Merged-chr17-15742023-19
Merged-chr11-52273808-1	chr11	52273710	52273908	+	0.000	0.000	Merged-chr11-52273808-1
Merged-chr2-174602370-60	chr2	174602094	174602828	+	0.000	0.000	Merged-chr2-174602370-60
Merged-chr15-27923818-49	chr15	27923601	27924034	+	0.000	0.000	Merged-chr15-27923818-49
Merged-chr4-149282639-35	chr4	149282374	149282844	+	0.000	0.000	Merged-chr4-149282639-35
Merged-chr16-91366873-55	chr16	91366564	91367120	+	0.000	0.000	Merged-chr16-91366873-55
Merged-chr15-57600810-7	chr15	57600662	57600940	+	0.000	0.000	Merged-chr15-57600810-7
Merged-chr15-73595462-42	chr15	73595143	73595707	+	0.000	0.000	Merged-chr15-73595462-42
Merged-chr5-41844685-118	chr5	41844122	41844978	+	0.000	0.000	Merged-chr5-41844685-118
Merged-chr1-189080988-15	chr1	189080751	189081196	+	0.000	0.000	Merged-chr1-189080988-15
Merged-chr13-108848323-1	chr13	108848225	108848423	+	0.000	0.000	Merged-chr13-108848323-1
Merged-chr16-33726807-11	chr16	33726582	33727170	+	0.000	0.000	Merged-chr16-33726807-11
Merged-chr10-96617072-57	chr10	96616709	96617309	+	0.000	0.000	Merged-chr10-96617072-57
Merged-chr11-59425956-47	chr11	59425788	59426302	+	0.000	0.000	Merged-chr11-59425956-47
Merged-chr5-53809637-58	chr5	53809381	53809889	+	0.000	0.000	Merged-chr5-53809637-58
Merged-chr8-8287971-1	chr8	8287873	8288071	+	0.000	0.000	Merged-chr8-8287971-1
Merged-chr16-89986994-3	chr16	89986792	89987241	+	0.000	0.000	Merged-chr16-89986994-3
Merged-chr4-134752256-8	chr4	134752095	134752451	+	0.000	0.000	Merged-chr4-134752256-8
Merged-chr3-101948658-63	chr3	101948355	101948974	+	0.000	0.000	Merged-chr3-101948658-63
Merged-chr2-59438662-53	chr2	59438388	59438992	+	0.000	0.000	Merged-chr2-59438662-53
Merged-chr9-62510656-38	chr9	62510469	62510861	+	0.000	0.000	Merged-chr9-62510656-38
Merged-chr16-33732473-13	chr16	33732310	33732649	+	0.000	0.000	Merged-chr16-33732473-13
Merged-chr10-121189304-59	chr10	121189029	121189854	+	0.000	0.000	Merged-chr10-121189304-59
Merged-chr10-76844808-11	chr10	76844504	76845140	+	0.000	0.000	Merged-chr10-76844808-11
Merged-chr6-37207905-12	chr6	37207701	37208166	+	0.000	0.000	Merged-chr6-37207905-12
Merged-chr11-21174541-55	chr11	21174256	21174928	+	0.000	0.000	Merged-chr11-21174541-55
Merged-chr8-95673039-19	chr8	95672713	95673276	+	0.000	0.000	Merged-chr8-95673039-19
Merged-chr1-127330418-1	chr1	127330320	127330518	+	0.000	0.000	Merged-chr1-127330418-1
Merged-chr5-100642595-5	chr5	100642460	100642743	+	0.000	0.000	Merged-chr5-100642595-5
Merged-chr3-68784168-43	chr3	68783871	68784450	+	0.000	0.000	Merged-chr3-68784168-43
Merged-chr12-113222478-76	chr12	113222046	113222713	+	0.000	0.000	Merged-chr12-113222478-76
Merged-chr6-147487920-1	chr6	147487822	147488020	+	0.000	0.000	Merged-chr6-147487920-1
Merged-chrX-57180793-4	chrX	57180647	57180929	+	0.000	0.000	Merged-chrX-57180793-4
Merged-chr2-3332756-84	chr2	3332570	3332989	+	0.000	0.000	Merged-chr2-3332756-84
Merged-chr19-57064408-9	chr19	57064175	57064570	+	0.000	0.000	Merged-chr19-57064408-9
Merged-chr3-9550148-51	chr3	9549810	9550618	+	0.000	0.000	Merged-chr3-9550148-51
Merged-chr3-121370150-110	chr3	121369598	121370352	+	0.000	0.000	Merged-chr3-121370150-110
Merged-chr2-135892016-4	chr2	135891875	135892199	+	0.000	0.000	Merged-chr2-135892016-4
Merged-chr12-8844937-14	chr12	8844706	8845089	+	0.000	0.000	Merged-chr12-8844937-14
Merged-chr16-57393364-8	chr16	57393224	57393503	+	0.000	0.000	Merged-chr16-57393364-8
Merged-chr6-94676965-1	chr6	94676867	94677065	+	0.000	0.000	Merged-chr6-94676965-1
Merged-chr9-55754843-13	chr9	55754637	55755010	+	0.000	0.000	Merged-chr9-55754843-13
Merged-chr10-79097325-71	chr10	79097069	79097604	+	0.000	0.000	Merged-chr10-79097325-71
Merged-chr17-66074199-45	chr17	66073892	66074383	+	0.000	0.000	Merged-chr17-66074199-45
Merged-chr6-144919933-48	chr6	144919714	144920278	+	0.000	0.000	Merged-chr6-144919933-48
Merged-chr13-56658390-15	chr13	56658153	56658573	+	0.000	0.000	Merged-chr13-56658390-15
Merged-chr19-40270739-1	chr19	40270641	40270839	+	0.000	0.000	Merged-chr19-40270739-1
Merged-chr6-144090267-2	chr6	144090151	144090386	+	0.000	0.000	Merged-chr6-144090267-2
Merged-chr6-118067855-10	chr6	118067681	118068012	+	0.000	0.000	Merged-chr6-118067855-10
Merged-chr16-36071679-92	chr16	36071371	36071899	+	0.000	0.000	Merged-chr16-36071679-92
Merged-chr3-122259566-1	chr3	122259468	122259666	+	0.000	0.000	Merged-chr3-122259566-1
Merged-chrX-20272195-17	chrX	20271987	20272371	+	0.000	0.000	Merged-chrX-20272195-17
Merged-chr9-14241161-9	chr9	14241029	14241294	+	0.000	0.000	Merged-chr9-14241161-9
Merged-chr16-89833107-38	chr16	89832823	89833542	+	0.000	0.000	Merged-chr16-89833107-38
Merged-chr4-120393199-1	chr4	120393101	120393299	+	0.000	0.000	Merged-chr4-120393199-1
Merged-chr6-48025442-7	chr6	48025300	48025649	+	0.000	0.000	Merged-chr6-48025442-7
Merged-chr7-49392450-14	chr7	49392236	49392651	+	0.000	0.000	Merged-chr7-49392450-14
Merged-chr7-35774249-18	chr7	35773880	35774547	+	0.000	0.000	Merged-chr7-35774249-18
Merged-chr5-31012841-37	chr5	31012278	31013153	+	0.000	0.000	Merged-chr5-31012841-37
Merged-chr8-61234542-15	chr8	61234368	61234711	+	0.000	0.000	Merged-chr8-61234542-15
Merged-chr17-53479935-1	chr17	53479837	53480035	+	0.000	0.000	Merged-chr17-53479935-1
Merged-chr6-122587687-4	chr6	122587543	122587864	+	0.000	0.000	Merged-chr6-122587687-4
Merged-chr11-115158188-48	chr11	115158006	115158390	+	0.000	0.000	Merged-chr11-115158188-48
Merged-chr18-54940174-2	chr18	54940068	54940283	+	0.000	0.000	Merged-chr18-54940174-2
Merged-chr1-179084619-1	chr1	179084521	179084719	+	0.000	0.000	Merged-chr1-179084619-1
Merged-chr6-17871871-7	chr6	17871761	17871984	+	0.000	0.000	Merged-chr6-17871871-7
Merged-chr2-29647088-29	chr2	29646700	29647587	+	0.000	0.000	Merged-chr2-29647088-29
Merged-chr7-136894538-85	chr7	136894141	136894936	+	0.000	0.000	Merged-chr7-136894538-85
