#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr9-7870801-10	chr9	7870572	7871086	+	0.000	0.000	Merged-chr9-7870801-10
Merged-chr12-73880274-74	chr12	73879737	73880932	+	0.000	0.000	Merged-chr12-73880274-74
Merged-chr19-41895161-4	chr19	41895018	41895305	+	0.000	0.000	Merged-chr19-41895161-4
Merged-chr17-22081170-26	chr17	22080797	22081494	+	0.000	0.000	Merged-chr17-22081170-26
Merged-chr15-100041039-1	chr15	100040941	100041139	+	0.000	0.000	Merged-chr15-100041039-1
Merged-chr7-19590071-26	chr7	19589734	19590366	+	0.000	0.000	Merged-chr7-19590071-26
Merged-chr18-64925642-4	chr18	64925450	64925875	+	0.000	0.000	Merged-chr18-64925642-4
Merged-chr7-24884343-81	chr7	24884071	24884562	+	0.000	0.000	Merged-chr7-24884343-81
Merged-chr8-126595306-20	chr8	126595097	126595596	+	0.000	0.000	Merged-chr8-126595306-20
Merged-chr7-125575832-4	chr7	125575630	125576009	+	0.000	0.000	Merged-chr7-125575832-4
Merged-chr9-94698356-7	chr9	94698121	94698633	+	0.000	0.000	Merged-chr9-94698356-7
Merged-chr11-109367099-1	chr11	109367001	109367199	+	0.000	0.000	Merged-chr11-109367099-1
Merged-chr2-68291418-12	chr2	68291218	68291690	+	0.000	0.000	Merged-chr2-68291418-12
Merged-chr16-10783266-6	chr16	10783161	10783379	+	0.000	0.000	Merged-chr16-10783266-6
Merged-chr4-24898967-6	chr4	24898801	24899116	+	0.000	0.000	Merged-chr4-24898967-6
Merged-chr15-5116701-74	chr15	5116300	5116991	+	0.000	0.000	Merged-chr15-5116701-74
Merged-chr11-4258968-42	chr11	4258768	4259269	+	0.000	0.000	Merged-chr11-4258968-42
Merged-chr3-123515174-4	chr3	123515010	123515319	+	0.000	0.000	Merged-chr3-123515174-4
Merged-chr8-79371540-1	chr8	79371442	79371640	+	0.000	0.000	Merged-chr8-79371540-1
Merged-chrX-7867527-15	chrX	7867226	7867757	+	0.000	0.000	Merged-chrX-7867527-15
Merged-chr12-113220068-2	chr12	113219928	113220211	+	0.000	0.000	Merged-chr12-113220068-2
Merged-chr17-8240496-17	chr17	8240150	8240762	+	0.000	0.000	Merged-chr17-8240496-17
Merged-chr4-3835460-93	chr4	3834929	3835840	+	0.000	0.000	Merged-chr4-3835460-93
Merged-chr10-30719099-39	chr10	30718779	30719317	+	0.000	0.000	Merged-chr10-30719099-39
Merged-chr6-105532794-1	chr6	105532696	105532894	+	0.000	0.000	Merged-chr6-105532794-1
Merged-chr7-80011699-4	chr7	80011597	80011809	+	0.000	0.000	Merged-chr7-80011699-4
Merged-chr8-34945307-10	chr8	34945142	34945538	+	0.000	0.000	Merged-chr8-34945307-10
Merged-chr11-79129591-7	chr11	79129442	79129760	+	0.000	0.000	Merged-chr11-79129591-7
Merged-chr11-116394565-53	chr11	116394121	116395088	+	0.000	0.000	Merged-chr11-116394565-53
Merged-chr10-94860976-37	chr10	94860727	94861160	+	0.000	0.000	Merged-chr10-94860976-37
Merged-chr19-46309133-9	chr19	46308944	46309284	+	0.000	0.000	Merged-chr19-46309133-9
Merged-chr4-32166349-13	chr4	32166141	32166495	+	0.000	0.000	Merged-chr4-32166349-13
Merged-chr10-42958255-21	chr10	42958054	42958513	+	0.000	0.000	Merged-chr10-42958255-21
Merged-chr10-19094450-40	chr10	19094210	19094668	+	0.000	0.000	Merged-chr10-19094450-40
Merged-chr4-152325932-66	chr4	152325683	152326147	+	0.000	0.000	Merged-chr4-152325932-66
Merged-chr10-130371145-16	chr10	130370890	130371431	+	0.000	0.000	Merged-chr10-130371145-16
Merged-chr6-121247947-4	chr6	121247743	121248212	+	0.000	0.000	Merged-chr6-121247947-4
Merged-chr7-73546834-52	chr7	73546629	73547090	+	0.000	0.000	Merged-chr7-73546834-52
Merged-chr13-58206802-1	chr13	58206704	58206902	+	0.000	0.000	Merged-chr13-58206802-1
Merged-chr10-108331523-1	chr10	108331425	108331623	+	0.000	0.000	Merged-chr10-108331523-1
Merged-chr2-75705231-1	chr2	75705133	75705331	+	0.000	0.000	Merged-chr2-75705231-1
Merged-chr15-59600816-20	chr15	59600642	59600989	+	0.000	0.000	Merged-chr15-59600816-20
Merged-chr5-28315754-44	chr5	28315554	28316037	+	0.000	0.000	Merged-chr5-28315754-44
Merged-chr13-73604203-68	chr13	73603740	73604526	+	0.000	0.000	Merged-chr13-73604203-68
Merged-chr4-32342446-3	chr4	32342307	32342578	+	0.000	0.000	Merged-chr4-32342446-3
Merged-chr4-136143940-49	chr4	136143651	136144366	+	0.000	0.000	Merged-chr4-136143940-49
Merged-chr16-24188070-2	chr16	24187965	24188177	+	0.000	0.000	Merged-chr16-24188070-2
Merged-chr11-48869091-1	chr11	48868993	48869191	+	0.000	0.000	Merged-chr11-48869091-1
Merged-chr11-3131292-2	chr11	3131194	3131392	+	0.000	0.000	Merged-chr11-3131292-2
Merged-chr6-134070171-6	chr6	134069960	134070425	+	0.000	0.000	Merged-chr6-134070171-6
Merged-chr11-115974957-30	chr11	115974732	115975304	+	0.000	0.000	Merged-chr11-115974957-30
Merged-chr15-31453482-63	chr15	31453181	31453833	+	0.000	0.000	Merged-chr15-31453482-63
Merged-chr5-100664078-31	chr5	100663857	100664349	+	0.000	0.000	Merged-chr5-100664078-31
Merged-chr10-80152261-5	chr10	80152121	80152443	+	0.000	0.000	Merged-chr10-80152261-5
Merged-chr10-19104955-55	chr10	19104766	19105141	+	0.000	0.000	Merged-chr10-19104955-55
Merged-chr1-138560961-36	chr1	138560752	138561197	+	0.000	0.000	Merged-chr1-138560961-36
Merged-chr6-134020995-11	chr6	134020777	134021236	+	0.000	0.000	Merged-chr6-134020995-11
Merged-chr17-8226900-7	chr17	8226741	8227140	+	0.000	0.000	Merged-chr17-8226900-7
Merged-chr17-15742023-19	chr17	15741808	15742180	+	0.000	0.000	Merged-chr17-15742023-19
Merged-chr8-122273382-29	chr8	122273173	122273604	+	0.000	0.000	Merged-chr8-122273382-29
Merged-chr8-14994534-59	chr8	14993948	14994900	+	0.000	0.000	Merged-chr8-14994534-59
Merged-chr9-59291508-66	chr9	59291224	59291774	+	0.000	0.000	Merged-chr9-59291508-66
Merged-chr5-150595556-1	chr5	150595458	150595656	+	0.000	0.000	Merged-chr5-150595556-1
Merged-chr7-4658968-69	chr7	4658614	4659213	+	0.000	0.000	Merged-chr7-4658968-69
Merged-chr9-106448654-27	chr9	106448332	106448836	+	0.000	0.000	Merged-chr9-106448654-27
Merged-chr1-138585695-6	chr1	138585495	138585845	+	0.000	0.000	Merged-chr1-138585695-6
Merged-chr5-100642595-5	chr5	100642460	100642743	+	0.000	0.000	Merged-chr5-100642595-5
Merged-chr12-113222478-76	chr12	113222046	113222713	+	0.000	0.000	Merged-chr12-113222478-76
Merged-chr10-82053844-6	chr10	82053705	82053971	+	0.000	0.000	Merged-chr10-82053844-6
Merged-chr4-63943077-12	chr4	63942870	63943414	+	0.000	0.000	Merged-chr4-63943077-12
Merged-chr9-55754843-13	chr9	55754637	55755010	+	0.000	0.000	Merged-chr9-55754843-13
Merged-chr11-109375148-3	chr11	109375010	109375295	+	0.000	0.000	Merged-chr11-109375148-3
Merged-chr13-12412239-11	chr13	12412085	12412408	+	0.000	0.000	Merged-chr13-12412239-11
Merged-chr19-40270739-1	chr19	40270641	40270839	+	0.000	0.000	Merged-chr19-40270739-1
Merged-chr13-42101708-35	chr13	42101503	42101886	+	0.000	0.000	Merged-chr13-42101708-35
Merged-chr5-135394390-57	chr5	135393956	135394753	+	0.000	0.000	Merged-chr5-135394390-57
Merged-chr3-88483869-13	chr3	88483665	88484065	+	0.000	0.000	Merged-chr3-88483869-13
Merged-chr16-23990093-2	chr16	23989994	23990194	+	0.000	0.000	Merged-chr16-23990093-2
Merged-chr12-117480283-1	chr12	117480185	117480383	+	0.000	0.000	Merged-chr12-117480283-1
Merged-chr15-59019141-20	chr15	59018813	59019380	+	0.000	0.000	Merged-chr15-59019141-20
Merged-chr15-59648235-82	chr15	59648007	59648526	+	0.000	0.000	Merged-chr15-59648235-82
Merged-chr6-122587687-4	chr6	122587543	122587864	+	0.000	0.000	Merged-chr6-122587687-4
Merged-chr6-121245278-1	chr6	121245180	121245378	+	0.000	0.000	Merged-chr6-121245278-1
Merged-chr1-182340410-9	chr1	182340213	182340656	+	0.000	0.000	Merged-chr1-182340410-9
Merged-chr9-55807553-3	chr9	55807389	55807687	+	0.000	0.000	Merged-chr9-55807553-3
Merged-chr7-7130705-50	chr7	7130503	7130949	+	0.000	0.000	Merged-chr7-7130705-50
Merged-chr3-126693084-1	chr3	126692986	126693184	+	0.000	0.000	Merged-chr3-126693084-1
Merged-chr14-121914815-1	chr14	121914717	121914915	+	0.000	0.000	Merged-chr14-121914815-1
Merged-chr5-92312461-16	chr5	92312277	92312668	+	0.000	0.000	Merged-chr5-92312461-16
Merged-chr10-53597724-2	chr10	53597544	53597907	+	0.000	0.000	Merged-chr10-53597724-2
Merged-chr9-71837773-1	chr9	71837675	71837873	+	0.000	0.000	Merged-chr9-71837773-1
Merged-chr3-95652031-1	chr3	95651933	95652131	+	0.000	0.000	Merged-chr3-95652031-1
Merged-chr7-19304064-18	chr7	19303781	19304300	+	0.000	0.000	Merged-chr7-19304064-18
Merged-chr15-59520042-4	chr15	59519872	59520172	+	0.000	0.000	Merged-chr15-59520042-4
Merged-chr17-84148977-32	chr17	84148808	84149291	+	0.000	0.000	Merged-chr17-84148977-32
Merged-chr3-95659542-11	chr3	95659327	95659713	+	0.000	0.000	Merged-chr3-95659542-11
Merged-chr19-40232056-31	chr19	40231823	40232327	+	0.000	0.000	Merged-chr19-40232056-31
Merged-chr4-63861232-54	chr4	63861052	63861607	+	0.000	0.000	Merged-chr4-63861232-54
Merged-chr10-94917729-28	chr10	94917355	94918318	+	0.000	0.000	Merged-chr10-94917729-28
Merged-chr13-117289795-31	chr13	117289547	117290063	+	0.000	0.000	Merged-chr13-117289795-31
Merged-chr11-3179643-4	chr11	3179532	3179784	+	0.000	0.000	Merged-chr11-3179643-4
Merged-chr11-115708587-76	chr11	115708046	115708927	+	0.000	0.000	Merged-chr11-115708587-76
Merged-chr4-32343448-1	chr4	32343350	32343548	+	0.000	0.000	Merged-chr4-32343448-1
Merged-chr10-80149118-125	chr10	80148687	80149809	+	0.000	0.000	Merged-chr10-80149118-125
Merged-chr14-52008925-52	chr14	52008617	52009198	+	0.000	0.000	Merged-chr14-52008925-52
Merged-chr19-43917229-61	chr19	43916991	43917552	+	0.000	0.000	Merged-chr19-43917229-61
Merged-chr12-73904490-25	chr12	73904135	73904752	+	0.000	0.000	Merged-chr12-73904490-25
Merged-chr19-40821418-1	chr19	40821320	40821518	+	0.000	0.000	Merged-chr19-40821418-1
Merged-chr9-14171965-37	chr9	14171683	14172314	+	0.000	0.000	Merged-chr9-14171965-37
Merged-chr9-5309058-104	chr9	5308710	5309505	+	0.000	0.000	Merged-chr9-5309058-104
Merged-chr7-80207439-1	chr7	80207341	80207539	+	0.000	0.000	Merged-chr7-80207439-1
Merged-chr5-31279559-18	chr5	31279270	31279794	+	0.000	0.000	Merged-chr5-31279559-18
Merged-chr3-126636640-1	chr3	126636542	126636740	+	0.000	0.000	Merged-chr3-126636640-1
Merged-chr16-96126914-2	chr16	96126776	96127054	+	0.000	0.000	Merged-chr16-96126914-2
Merged-chr11-4319663-56	chr11	4319385	4319960	+	0.000	0.000	Merged-chr11-4319663-56
Merged-chr11-75472911-35	chr11	75472703	75473131	+	0.000	0.000	Merged-chr11-75472911-35
Merged-chr8-61517791-23	chr8	61517541	61518001	+	0.000	0.000	Merged-chr8-61517791-23
Merged-chr3-135826809-2	chr3	135826711	135826909	+	0.000	0.000	Merged-chr3-135826809-2
Merged-chr1-82820383-4	chr1	82820198	82820588	+	0.000	0.000	Merged-chr1-82820383-4
Merged-chr11-88864546-48	chr11	88864274	88864770	+	0.000	0.000	Merged-chr11-88864546-48
Merged-chr1-171917626-52	chr1	171917265	171917945	+	0.000	0.000	Merged-chr1-171917626-52
Merged-chr6-67532380-20	chr6	67532216	67532611	+	0.000	0.000	Merged-chr6-67532380-20
Merged-chr11-78169320-42	chr11	78169133	78169572	+	0.000	0.000	Merged-chr11-78169320-42
Merged-chr5-100635444-18	chr5	100635204	100635786	+	0.000	0.000	Merged-chr5-100635444-18
Merged-chr12-69513488-22	chr12	69513230	69513684	+	0.000	0.000	Merged-chr12-69513488-22
Merged-chr12-69102687-1	chr12	69102589	69102787	+	0.000	0.000	Merged-chr12-69102687-1
Merged-chr5-65113500-21	chr5	65113319	65113702	+	0.000	0.000	Merged-chr5-65113500-21
Merged-chr7-73557542-1	chr7	73557444	73557642	+	0.000	0.000	Merged-chr7-73557542-1
Merged-chr11-52224357-50	chr11	52224032	52224648	+	0.000	0.000	Merged-chr11-52224357-50
Merged-chr16-90312588-7	chr16	90312403	90312810	+	0.000	0.000	Merged-chr16-90312588-7
Merged-chr9-101076730-24	chr9	101076501	101077066	+	0.000	0.000	Merged-chr9-101076730-24
Merged-chr11-4340171-6	chr11	4340005	4340448	+	0.000	0.000	Merged-chr11-4340171-6
Merged-chr17-83364959-1	chr17	83364861	83365059	+	0.000	0.000	Merged-chr17-83364959-1
Merged-chr1-173440041-1	chr1	173439943	173440141	+	0.000	0.000	Merged-chr1-173440041-1
Merged-chr2-120561719-10	chr2	120561544	120561953	+	0.000	0.000	Merged-chr2-120561719-10
Merged-chr7-25781953-85	chr7	25781389	25782599	+	0.000	0.000	Merged-chr7-25781953-85
Merged-chr4-136117195-10	chr4	136117011	136117482	+	0.000	0.000	Merged-chr4-136117195-10
Merged-chr5-105643528-15	chr5	105643390	105643665	+	0.000	0.000	Merged-chr5-105643528-15
Merged-chr4-128729726-2	chr4	128729619	128729836	+	0.000	0.000	Merged-chr4-128729726-2
Merged-chr7-100706569-64	chr7	100706348	100706783	+	0.000	0.000	Merged-chr7-100706569-64
Merged-chr17-56289493-28	chr17	56289231	56289674	+	0.000	0.000	Merged-chr17-56289493-28
Merged-chr2-17698391-27	chr2	17698227	17698554	+	0.000	0.000	Merged-chr2-17698391-27
Merged-chr6-17696709-3	chr6	17696604	17696823	+	0.000	0.000	Merged-chr6-17696709-3
Merged-chr7-80027845-1	chr7	80027747	80027945	+	0.000	0.000	Merged-chr7-80027845-1
Merged-chr11-70605299-15	chr11	70605110	70605507	+	0.000	0.000	Merged-chr11-70605299-15
Merged-chr8-61480025-26	chr8	61479812	61480242	+	0.000	0.000	Merged-chr8-61480025-26
Merged-chr9-94622098-10	chr9	94621813	94622337	+	0.000	0.000	Merged-chr9-94622098-10
Merged-chrX-134804510-14	chrX	134804220	134804709	+	0.000	0.000	Merged-chrX-134804510-14
Merged-chr19-7064773-15	chr19	7064514	7064955	+	0.000	0.000	Merged-chr19-7064773-15
Merged-chr9-114468375-1	chr9	114468277	114468475	+	0.000	0.000	Merged-chr9-114468375-1
Merged-chr12-116011021-26	chr12	116010776	116011281	+	0.000	0.000	Merged-chr12-116011021-26
Merged-chr9-77806830-39	chr9	77806620	77807126	+	0.000	0.000	Merged-chr9-77806830-39
Merged-chr14-55617983-9	chr14	55617817	55618141	+	0.000	0.000	Merged-chr14-55617983-9
Merged-chr2-26235322-12	chr2	26235146	26235464	+	0.000	0.000	Merged-chr2-26235322-12
Merged-chr15-85991356-2	chr15	85991195	85991520	+	0.000	0.000	Merged-chr15-85991356-2
Merged-chr8-126585164-25	chr8	126585015	126585400	+	0.000	0.000	Merged-chr8-126585164-25
Merged-chr2-164075318-6	chr2	164075202	164075447	+	0.000	0.000	Merged-chr2-164075318-6
Merged-chr7-19325956-31	chr7	19325793	19326102	+	0.000	0.000	Merged-chr7-19325956-31
Merged-chr3-94953335-6	chr3	94953237	94953435	+	0.000	0.000	Merged-chr3-94953335-6
Merged-chr13-42103828-8	chr13	42103703	42103978	+	0.000	0.000	Merged-chr13-42103828-8
Merged-chr9-123366078-3	chr9	123365920	123366281	+	0.000	0.000	Merged-chr9-123366078-3
Merged-chr11-4507718-9	chr11	4507537	4507921	+	0.000	0.000	Merged-chr11-4507718-9
Merged-chr14-78435284-73	chr14	78434834	78435695	+	0.000	0.000	Merged-chr14-78435284-73
Merged-chr11-54973823-46	chr11	54973472	54974169	+	0.000	0.000	Merged-chr11-54973823-46
Merged-chr8-122285200-46	chr8	122284658	122285686	+	0.000	0.000	Merged-chr8-122285200-46
Merged-chr14-118675575-4	chr14	118675424	118675715	+	0.000	0.000	Merged-chr14-118675575-4
Merged-chr18-7756969-23	chr18	7756696	7757207	+	0.000	0.000	Merged-chr18-7756969-23
Merged-chr6-145249454-6	chr6	145249318	145249585	+	0.000	0.000	Merged-chr6-145249454-6
Merged-chr11-48858981-2	chr11	48858868	48859096	+	0.000	0.000	Merged-chr11-48858981-2
Merged-chr9-62363718-31	chr9	62363380	62363944	+	0.000	0.000	Merged-chr9-62363718-31
Merged-chr15-91682816-1	chr15	91682718	91682916	+	0.000	0.000	Merged-chr15-91682816-1
Merged-chr7-4996162-39	chr7	4995918	4996611	+	0.000	0.000	Merged-chr7-4996162-39
Merged-chr10-19188580-55	chr10	19188196	19188872	+	0.000	0.000	Merged-chr10-19188580-55
Merged-chr6-143953954-1	chr6	143953856	143954054	+	0.000	0.000	Merged-chr6-143953954-1
Merged-chr19-36533224-11	chr19	36533012	36533451	+	0.000	0.000	Merged-chr19-36533224-11
Merged-chr4-16162187-1	chr4	16162089	16162287	+	0.000	0.000	Merged-chr4-16162187-1
Merged-chr10-19186010-100	chr10	19185512	19186584	+	0.000	0.000	Merged-chr10-19186010-100
Merged-chr11-70592019-3	chr11	70591908	70592139	+	0.000	0.000	Merged-chr11-70592019-3
Merged-chr15-3988220-10	chr15	3988068	3988377	+	0.000	0.000	Merged-chr15-3988220-10
Merged-chrX-98266025-47	chrX	98265757	98266305	+	0.000	0.000	Merged-chrX-98266025-47
Merged-chr10-117625957-44	chr10	117625708	117626168	+	0.000	0.000	Merged-chr10-117625957-44
Merged-chr14-78356893-53	chr14	78356409	78357167	+	0.000	0.000	Merged-chr14-78356893-53
Merged-chr13-117193569-3	chr13	117193442	117193693	+	0.000	0.000	Merged-chr13-117193569-3
Merged-chr17-8237581-7	chr17	8237438	8237715	+	0.000	0.000	Merged-chr17-8237581-7
Merged-chr8-84595844-11	chr8	84595599	84596051	+	0.000	0.000	Merged-chr8-84595844-11
Merged-chr8-66862372-8	chr8	66862032	66862650	+	0.000	0.000	Merged-chr8-66862372-8
Merged-chr7-73594834-1	chr7	73594736	73594934	+	0.000	0.000	Merged-chr7-73594834-1
Merged-chr13-58189550-13	chr13	58189129	58189820	+	0.000	0.000	Merged-chr13-58189550-13
Merged-chr11-3100444-3	chr11	3100344	3100550	+	0.000	0.000	Merged-chr11-3100444-3
Merged-chr4-127021744-67	chr4	127021573	127021916	+	0.000	0.000	Merged-chr4-127021744-67
Merged-chr18-64888536-10	chr18	64888352	64888691	+	0.000	0.000	Merged-chr18-64888536-10
Merged-chr17-8238577-1	chr17	8238479	8238677	+	0.000	0.000	Merged-chr17-8238577-1
Merged-chr7-80180023-20	chr7	80179810	80180280	+	0.000	0.000	Merged-chr7-80180023-20
Merged-chr9-62368780-17	chr9	62368571	62369018	+	0.000	0.000	Merged-chr9-62368780-17
Merged-chr1-55429096-8	chr1	55428946	55429279	+	0.000	0.000	Merged-chr1-55429096-8
Merged-chr10-42843414-7	chr10	42843213	42843577	+	0.000	0.000	Merged-chr10-42843414-7
Merged-chr11-4341178-4	chr11	4341004	4341331	+	0.000	0.000	Merged-chr11-4341178-4
Merged-chr4-63941372-31	chr4	63940948	63941724	+	0.000	0.000	Merged-chr4-63941372-31
Merged-chr9-94678368-26	chr9	94677869	94678712	+	0.000	0.000	Merged-chr9-94678368-26
Merged-chr10-111368913-1	chr10	111368815	111369013	+	0.000	0.000	Merged-chr10-111368913-1
Merged-chr5-75714551-2	chr5	75714450	75714654	+	0.000	0.000	Merged-chr5-75714551-2
Merged-chr13-67194635-55	chr13	67194397	67194862	+	0.000	0.000	Merged-chr13-67194635-55
Merged-chr9-14090659-4	chr9	14090548	14090771	+	0.000	0.000	Merged-chr9-14090659-4
Merged-chr15-12285432-27	chr15	12285184	12285652	+	0.000	0.000	Merged-chr15-12285432-27
Merged-chr9-77750767-56	chr9	77750485	77750937	+	0.000	0.000	Merged-chr9-77750767-56
Merged-chr4-136147968-56	chr4	136147758	136148251	+	0.000	0.000	Merged-chr4-136147968-56
Merged-chr9-14171422-2	chr9	14171280	14171566	+	0.000	0.000	Merged-chr9-14171422-2
Merged-chr6-144772237-32	chr6	144772012	144772601	+	0.000	0.000	Merged-chr6-144772237-32
Merged-chr11-3140967-38	chr11	3140596	3141199	+	0.000	0.000	Merged-chr11-3140967-38
Merged-chr2-10315071-46	chr2	10314719	10315576	+	0.000	0.000	Merged-chr2-10315071-46
Merged-chr17-35377591-2	chr17	35377477	35377707	+	0.000	0.000	Merged-chr17-35377591-2
Merged-chr5-41843889-1	chr5	41843791	41843989	+	0.000	0.000	Merged-chr5-41843889-1
Merged-chr9-114487695-30	chr9	114487358	114488008	+	0.000	0.000	Merged-chr9-114487695-30
Merged-chr11-99147890-14	chr11	99147486	99148124	+	0.000	0.000	Merged-chr11-99147890-14
Merged-chr5-105651659-58	chr5	105651151	105652114	+	0.000	0.000	Merged-chr5-105651659-58
Merged-chr6-71494706-3	chr6	71494510	71494856	+	0.000	0.000	Merged-chr6-71494706-3
Merged-chr10-61648794-93	chr10	61648423	61649136	+	0.000	0.000	Merged-chr10-61648794-93
Merged-chr6-67488899-31	chr6	67488486	67489351	+	0.000	0.000	Merged-chr6-67488899-31
Merged-chr8-3493299-27	chr8	3492979	3493560	+	0.000	0.000	Merged-chr8-3493299-27
Merged-chr7-80204651-51	chr7	80204407	80204955	+	0.000	0.000	Merged-chr7-80204651-51
Merged-chr2-10372789-48	chr2	10372270	10373310	+	0.000	0.000	Merged-chr2-10372789-48
Merged-chr9-40343546-1	chr9	40343448	40343646	+	0.000	0.000	Merged-chr9-40343546-1
Merged-chr7-13023322-17	chr7	13023137	13023521	+	0.000	0.000	Merged-chr7-13023322-17
Merged-chr1-127321764-4	chr1	127321633	127321901	+	0.000	0.000	Merged-chr1-127321764-4
Merged-chr13-100669804-89	chr13	100669276	100670175	+	0.000	0.000	Merged-chr13-100669804-89
Merged-chr12-78226553-137	chr12	78225983	78226829	+	0.000	0.000	Merged-chr12-78226553-137
Merged-chr4-125123148-48	chr4	125122872	125123639	+	0.000	0.000	Merged-chr4-125123148-48
Merged-chr2-34958797-3	chr2	34958627	34958964	+	0.000	0.000	Merged-chr2-34958797-3
Merged-chr11-54973114-34	chr11	54972890	54973392	+	0.000	0.000	Merged-chr11-54973114-34
Merged-chr11-61564144-31	chr11	61563911	61564378	+	0.000	0.000	Merged-chr11-61564144-31
Merged-chr9-44733785-2	chr9	44733591	44733982	+	0.000	0.000	Merged-chr9-44733785-2
Merged-chr11-4373215-8	chr11	4372960	4373460	+	0.000	0.000	Merged-chr11-4373215-8
Merged-chr8-61487849-59	chr8	61487647	61488061	+	0.000	0.000	Merged-chr8-61487849-59
Merged-chr6-121225960-1	chr6	121225862	121226060	+	0.000	0.000	Merged-chr6-121225960-1
Merged-chr11-3162952-22	chr11	3162740	3163180	+	0.000	0.000	Merged-chr11-3162952-22
Merged-chr10-42868418-11	chr10	42868198	42868597	+	0.000	0.000	Merged-chr10-42868418-11
Merged-chr7-24611027-94	chr7	24610513	24611440	+	0.000	0.000	Merged-chr7-24611027-94
Merged-chr8-71528841-21	chr8	71528660	71529150	+	0.000	0.000	Merged-chr8-71528841-21
Merged-chr9-5309745-1	chr9	5309647	5309845	+	0.000	0.000	Merged-chr9-5309745-1
