#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr1-60853628-46	chr1	60853300	60854215	+	0.000	0.000	Merged-chr1-60853628-46
Merged-chr5-146860764-19	chr5	146860563	146861000	+	0.000	0.000	Merged-chr5-146860764-19
Merged-chr12-16584018-49	chr12	16583366	16584438	+	0.000	0.000	Merged-chr12-16584018-49
Merged-chr13-113090850-10	chr13	113090688	113091159	+	0.000	0.000	Merged-chr13-113090850-10
Merged-chr6-97311537-77	chr6	97311342	97311904	+	0.000	0.000	Merged-chr6-97311537-77
Merged-chr11-5878307-47	chr11	5878128	5878545	+	0.000	0.000	Merged-chr11-5878307-47
Merged-chr19-9938358-1	chr19	9938260	9938458	+	0.000	0.000	Merged-chr19-9938358-1
Merged-chr13-108337522-5	chr13	108337348	108337677	+	0.000	0.000	Merged-chr13-108337522-5
Merged-chr9-123807942-4	chr9	123807759	123808153	+	0.000	0.000	Merged-chr9-123807942-4
Merged-chr11-55072689-24	chr11	55072482	55072894	+	0.000	0.000	Merged-chr11-55072689-24
Merged-chr10-89463808-10	chr10	89463628	89464065	+	0.000	0.000	Merged-chr10-89463808-10
Merged-chr11-46467033-45	chr11	46466826	46467266	+	0.000	0.000	Merged-chr11-46467033-45
Merged-chr2-112213940-2	chr2	112213839	112214043	+	0.000	0.000	Merged-chr2-112213940-2
Merged-chr6-66962662-45	chr6	66962299	66962919	+	0.000	0.000	Merged-chr6-66962662-45
Merged-chr2-132843527-2	chr2	132843423	132843633	+	0.000	0.000	Merged-chr2-132843527-2
Merged-chr13-52982941-24	chr13	52982799	52983193	+	0.000	0.000	Merged-chr13-52982941-24
Merged-chr11-98942713-4	chr11	98942608	98942816	+	0.000	0.000	Merged-chr11-98942713-4
Merged-chr7-89235505-11	chr7	89235260	89235887	+	0.000	0.000	Merged-chr7-89235505-11
Merged-chr18-70574715-49	chr18	70573817	70575598	+	0.000	0.000	Merged-chr18-70574715-49
Merged-chr2-164785983-68	chr2	164785707	164786239	+	0.000	0.000	Merged-chr2-164785983-68
Merged-chr1-40516465-22	chr1	40516261	40516674	+	0.000	0.000	Merged-chr1-40516465-22
Merged-chr5-120714481-12	chr5	120714244	120714692	+	0.000	0.000	Merged-chr5-120714481-12
Merged-chr13-35808207-14	chr13	35808006	35808405	+	0.000	0.000	Merged-chr13-35808207-14
Merged-chr4-3678359-35	chr4	3678104	3678838	+	0.000	0.000	Merged-chr4-3678359-35
Merged-chr10-118448163-4	chr10	118447913	118448398	+	0.000	0.000	Merged-chr10-118448163-4
Merged-chr9-114780809-3	chr9	114780613	114781048	+	0.000	0.000	Merged-chr9-114780809-3
Merged-chrX-142228756-3	chrX	142228582	142228902	+	0.000	0.000	Merged-chrX-142228756-3
Merged-chr7-67444614-20	chr7	67444418	67444828	+	0.000	0.000	Merged-chr7-67444614-20
Merged-chr5-122142784-1	chr5	122142686	122142884	+	0.000	0.000	Merged-chr5-122142784-1
Merged-chr12-69373952-1	chr12	69373854	69374052	+	0.000	0.000	Merged-chr12-69373952-1
Merged-chr15-89354915-1	chr15	89354817	89355015	+	0.000	0.000	Merged-chr15-89354915-1
Merged-chr1-21079276-92	chr1	21079017	21079569	+	0.000	0.000	Merged-chr1-21079276-92
Merged-chr4-150799595-6	chr4	150799439	150799735	+	0.000	0.000	Merged-chr4-150799595-6
Merged-chr9-114781972-2	chr9	114781874	114782072	+	0.000	0.000	Merged-chr9-114781972-2
Merged-chr9-123767195-6	chr9	123767009	123767366	+	0.000	0.000	Merged-chr9-123767195-6
Merged-chr7-126287696-12	chr7	126287555	126287822	+	0.000	0.000	Merged-chr7-126287696-12
Merged-chr17-47768917-25	chr17	47768622	47769300	+	0.000	0.000	Merged-chr17-47768917-25
Merged-chr6-97321339-36	chr6	97321165	97321547	+	0.000	0.000	Merged-chr6-97321339-36
Merged-chr5-32136493-5	chr5	32136271	32136722	+	0.000	0.000	Merged-chr5-32136493-5
Merged-chr17-26885722-4	chr17	26885614	26885832	+	0.000	0.000	Merged-chr17-26885722-4
Merged-chr3-104714697-56	chr3	104714095	104715317	+	0.000	0.000	Merged-chr3-104714697-56
Merged-chrX-167206151-49	chrX	167205867	167206493	+	0.000	0.000	Merged-chrX-167206151-49
Merged-chr1-40515347-62	chr1	40514887	40515832	+	0.000	0.000	Merged-chr1-40515347-62
Merged-chr7-67305058-11	chr7	67304887	67305322	+	0.000	0.000	Merged-chr7-67305058-11
Merged-chr15-83463775-2	chr15	83463658	83463894	+	0.000	0.000	Merged-chr15-83463775-2
Merged-chr4-106561101-62	chr4	106560852	106561576	+	0.000	0.000	Merged-chr4-106561101-62
Merged-chr11-21192059-23	chr11	21191875	21192308	+	0.000	0.000	Merged-chr11-21192059-23
Merged-chr13-12542193-17	chr13	12541925	12542448	+	0.000	0.000	Merged-chr13-12542193-17
Merged-chr10-117984742-1	chr10	117984644	117984842	+	0.000	0.000	Merged-chr10-117984742-1
Merged-chr10-21991566-19	chr10	21991363	21991764	+	0.000	0.000	Merged-chr10-21991566-19
Merged-chr2-3294968-14	chr2	3294671	3295283	+	0.000	0.000	Merged-chr2-3294968-14
Merged-chr19-5850230-41	chr19	5850036	5850452	+	0.000	0.000	Merged-chr19-5850230-41
Merged-chr17-47743455-1	chr17	47743357	47743555	+	0.000	0.000	Merged-chr17-47743455-1
Merged-chr7-19933041-99	chr7	19932517	19933533	+	0.000	0.000	Merged-chr7-19933041-99
Merged-chr6-129581582-35	chr6	129581215	129582197	+	0.000	0.000	Merged-chr6-129581582-35
Merged-chr11-97988386-150	chr11	97987691	97989083	+	0.000	0.000	Merged-chr11-97988386-150
Merged-chrX-93594477-7	chrX	93594317	93594651	+	0.000	0.000	Merged-chrX-93594477-7
Merged-chr1-85962322-20	chr1	85962106	85962492	+	0.000	0.000	Merged-chr1-85962322-20
Merged-chr13-23556170-26	chr13	23555934	23556434	+	0.000	0.000	Merged-chr13-23556170-26
Merged-chr4-145263821-10	chr4	145263671	145263956	+	0.000	0.000	Merged-chr4-145263821-10
Merged-chr4-134102653-39	chr4	134102443	134102848	+	0.000	0.000	Merged-chr4-134102653-39
Merged-chr16-64783982-5	chr16	64783853	64784130	+	0.000	0.000	Merged-chr16-64783982-5
Merged-chr3-89250678-9	chr3	89250537	89250913	+	0.000	0.000	Merged-chr3-89250678-9
Merged-chr1-9798282-57	chr1	9797816	9798986	+	0.000	0.000	Merged-chr1-9798282-57
Merged-chr15-80289681-8	chr15	80289530	80289831	+	0.000	0.000	Merged-chr15-80289681-8
Merged-chr19-8929599-92	chr19	8929292	8929967	+	0.000	0.000	Merged-chr19-8929599-92
Merged-chr5-23713772-1	chr5	23713674	23713872	+	0.000	0.000	Merged-chr5-23713772-1
Merged-chr14-78677912-1	chr14	78677814	78678012	+	0.000	0.000	Merged-chr14-78677912-1
Merged-chr5-107758566-1	chr5	107758468	107758666	+	0.000	0.000	Merged-chr5-107758566-1
Merged-chr15-80012469-1	chr15	80012371	80012569	+	0.000	0.000	Merged-chr15-80012469-1
Merged-chr5-8669855-46	chr5	8669528	8670151	+	0.000	0.000	Merged-chr5-8669855-46
Merged-chr10-54032709-48	chr10	54032302	54032990	+	0.000	0.000	Merged-chr10-54032709-48
Merged-chr5-124036617-4	chr5	124036481	124036814	+	0.000	0.000	Merged-chr5-124036617-4
Merged-chr17-35700134-1	chr17	35700036	35700234	+	0.000	0.000	Merged-chr17-35700134-1
Merged-chr19-41384820-59	chr19	41384470	41385209	+	0.000	0.000	Merged-chr19-41384820-59
Merged-chr17-5840889-4	chr17	5840729	5841029	+	0.000	0.000	Merged-chr17-5840889-4
Merged-chr1-144301647-17	chr1	144301456	144301892	+	0.000	0.000	Merged-chr1-144301647-17
Merged-chr6-51592660-47	chr6	51592321	51592874	+	0.000	0.000	Merged-chr6-51592660-47
Merged-chr15-55829027-67	chr15	55828619	55829240	+	0.000	0.000	Merged-chr15-55829027-67
Merged-chr10-18070790-14	chr10	18070552	18071033	+	0.000	0.000	Merged-chr10-18070790-14
Merged-chr6-115995901-1	chr6	115995803	115996001	+	0.000	0.000	Merged-chr6-115995901-1
Merged-chr1-43563372-10	chr1	43563175	43563644	+	0.000	0.000	Merged-chr1-43563372-10
Merged-chr8-122567923-90	chr8	122567448	122568261	+	0.000	0.000	Merged-chr8-122567923-90
Merged-chr11-11775903-10	chr11	11775714	11776244	+	0.000	0.000	Merged-chr11-11775903-10
Merged-chr11-94989887-29	chr11	94989672	94990140	+	0.000	0.000	Merged-chr11-94989887-29
Merged-chr2-32492896-1	chr2	32492798	32492996	+	0.000	0.000	Merged-chr2-32492896-1
Merged-chr8-83998558-47	chr8	83998254	83998881	+	0.000	0.000	Merged-chr8-83998558-47
Merged-chr17-29268930-47	chr17	29268694	29269150	+	0.000	0.000	Merged-chr17-29268930-47
Merged-chr10-43578959-39	chr10	43578340	43579544	+	0.000	0.000	Merged-chr10-43578959-39
Merged-chr5-45675268-16	chr5	45675045	45675473	+	0.000	0.000	Merged-chr5-45675268-16
Merged-chr1-85953523-25	chr1	85953160	85953861	+	0.000	0.000	Merged-chr1-85953523-25
Merged-chr13-107831387-49	chr13	107831132	107831735	+	0.000	0.000	Merged-chr13-107831387-49
Merged-chr12-99407209-65	chr12	99406786	99407529	+	0.000	0.000	Merged-chr12-99407209-65
Merged-chr10-80618406-31	chr10	80618197	80618557	+	0.000	0.000	Merged-chr10-80618406-31
Merged-chr10-18917466-61	chr10	18917227	18917720	+	0.000	0.000	Merged-chr10-18917466-61
Merged-chr13-23534768-3	chr13	23534670	23534868	+	0.000	0.000	Merged-chr13-23534768-3
Merged-chr1-153304811-42	chr1	153304469	153305118	+	0.000	0.000	Merged-chr1-153304811-42
Merged-chr17-35836476-5	chr17	35836204	35836655	+	0.000	0.000	Merged-chr17-35836476-5
Merged-chr7-75863636-9	chr7	75863414	75863836	+	0.000	0.000	Merged-chr7-75863636-9
Merged-chr14-78725077-79	chr14	78724702	78725358	+	0.000	0.000	Merged-chr14-78725077-79
Merged-chr7-63984461-22	chr7	63984282	63984699	+	0.000	0.000	Merged-chr7-63984461-22
Merged-chr4-138456705-1	chr4	138456607	138456805	+	0.000	0.000	Merged-chr4-138456705-1
Merged-chr1-43464156-11	chr1	43463980	43464416	+	0.000	0.000	Merged-chr1-43464156-11
Merged-chr12-73656860-57	chr12	73656475	73657374	+	0.000	0.000	Merged-chr12-73656860-57
Merged-chr8-35430856-53	chr8	35430643	35431106	+	0.000	0.000	Merged-chr8-35430856-53
Merged-chr10-53959939-11	chr10	53959773	53960089	+	0.000	0.000	Merged-chr10-53959939-11
Merged-chr7-75887103-1	chr7	75887005	75887203	+	0.000	0.000	Merged-chr7-75887103-1
Merged-chr10-117909375-9	chr10	117909257	117909492	+	0.000	0.000	Merged-chr10-117909375-9
Merged-chr10-92712081-1	chr10	92711983	92712181	+	0.000	0.000	Merged-chr10-92712081-1
Merged-chr7-127281292-1	chr7	127281194	127281392	+	0.000	0.000	Merged-chr7-127281292-1
Merged-chr7-45082426-1	chr7	45082328	45082526	+	0.000	0.000	Merged-chr7-45082426-1
Merged-chr9-124079982-9	chr9	124079773	124080265	+	0.000	0.000	Merged-chr9-124079982-9
Merged-chr1-170993660-17	chr1	170993466	170993838	+	0.000	0.000	Merged-chr1-170993660-17
Merged-chr13-63365525-19	chr13	63365292	63365799	+	0.000	0.000	Merged-chr13-63365525-19
Merged-chr4-106562030-2	chr4	106561927	106562136	+	0.000	0.000	Merged-chr4-106562030-2
Merged-chr10-118419236-59	chr10	118419026	118419589	+	0.000	0.000	Merged-chr10-118419236-59
Merged-chr7-105399242-2	chr7	105399126	105399361	+	0.000	0.000	Merged-chr7-105399242-2
Merged-chr19-37435573-9	chr19	37435351	37435810	+	0.000	0.000	Merged-chr19-37435573-9
Merged-chr11-97977998-15	chr11	97977781	97978189	+	0.000	0.000	Merged-chr11-97977998-15
Merged-chr4-116123762-43	chr4	116123465	116124091	+	0.000	0.000	Merged-chr4-116123762-43
Merged-chr1-135719840-41	chr1	135719565	135720300	+	0.000	0.000	Merged-chr1-135719840-41
Merged-chr13-13584460-6	chr13	13584300	13584631	+	0.000	0.000	Merged-chr13-13584460-6
Merged-chr1-43431088-1	chr1	43430990	43431188	+	0.000	0.000	Merged-chr1-43431088-1
Merged-chr9-79970896-33	chr9	79970697	79971186	+	0.000	0.000	Merged-chr9-79970896-33
Merged-chr13-55330050-91	chr13	55329780	55330319	+	0.000	0.000	Merged-chr13-55330050-91
Merged-chr6-97352887-53	chr6	97352525	97353163	+	0.000	0.000	Merged-chr6-97352887-53
Merged-chr10-117975710-27	chr10	117975380	117975962	+	0.000	0.000	Merged-chr10-117975710-27
Merged-chr5-138171798-117	chr5	138171560	138172249	+	0.000	0.000	Merged-chr5-138171798-117
Merged-chr18-24652935-1	chr18	24652837	24653035	+	0.000	0.000	Merged-chr18-24652935-1
Merged-chr6-128826735-1	chr6	128826637	128826835	+	0.000	0.000	Merged-chr6-128826735-1
Merged-chr10-61297508-64	chr10	61297211	61297801	+	0.000	0.000	Merged-chr10-61297508-64
Merged-chr1-60652675-22	chr1	60652447	60652846	+	0.000	0.000	Merged-chr1-60652675-22
Merged-chr11-49984021-27	chr11	49983771	49984302	+	0.000	0.000	Merged-chr11-49984021-27
Merged-chr2-10151704-4	chr2	10151578	10151833	+	0.000	0.000	Merged-chr2-10151704-4
Merged-chr15-76639801-70	chr15	76639594	76639984	+	0.000	0.000	Merged-chr15-76639801-70
Merged-chr11-46453304-7	chr11	46453083	46453530	+	0.000	0.000	Merged-chr11-46453304-7
Merged-chr3-104780834-109	chr3	104779975	104781563	+	0.000	0.000	Merged-chr3-104780834-109
Merged-chr1-60907642-6	chr1	60907480	60907795	+	0.000	0.000	Merged-chr1-60907642-6
Merged-chr11-83536986-33	chr11	83536608	83537331	+	0.000	0.000	Merged-chr11-83536986-33
Merged-chr19-5084641-1	chr19	5084543	5084741	+	0.000	0.000	Merged-chr19-5084641-1
Merged-chr11-55077805-107	chr11	55077345	55078321	+	0.000	0.000	Merged-chr11-55077805-107
Merged-chr15-74989113-124	chr15	74988505	74989667	+	0.000	0.000	Merged-chr15-74989113-124
Merged-chr10-99097560-20	chr10	99097349	99097768	+	0.000	0.000	Merged-chr10-99097560-20
Merged-chr11-95379150-8	chr11	95378969	95379348	+	0.000	0.000	Merged-chr11-95379150-8
Merged-chr3-59120352-78	chr3	59120037	59120591	+	0.000	0.000	Merged-chr3-59120352-78
Merged-chr9-106367223-2	chr9	106367115	106367334	+	0.000	0.000	Merged-chr9-106367223-2
Merged-chr9-65598978-11	chr9	65598851	65599158	+	0.000	0.000	Merged-chr9-65598978-11
Merged-chr11-97936039-14	chr11	97935765	97936223	+	0.000	0.000	Merged-chr11-97936039-14
Merged-chr11-107465250-2	chr11	107465132	107465371	+	0.000	0.000	Merged-chr11-107465250-2
Merged-chr19-34922079-98	chr19	34921861	34922443	+	0.000	0.000	Merged-chr19-34922079-98
Merged-chr2-73313328-11	chr2	73313181	73313484	+	0.000	0.000	Merged-chr2-73313328-11
Merged-chr1-144333068-3	chr1	144332947	144333190	+	0.000	0.000	Merged-chr1-144333068-3
Merged-chr9-107294520-3	chr9	107294390	107294662	+	0.000	0.000	Merged-chr9-107294520-3
Merged-chr17-47536089-8	chr17	47535960	47536283	+	0.000	0.000	Merged-chr17-47536089-8
Merged-chr4-116123033-2	chr4	116122912	116123156	+	0.000	0.000	Merged-chr4-116123033-2
Merged-chr11-63920753-42	chr11	63920490	63920968	+	0.000	0.000	Merged-chr11-63920753-42
Merged-chr7-66118287-18	chr7	66118126	66118434	+	0.000	0.000	Merged-chr7-66118287-18
Merged-chr17-5885218-3	chr17	5885029	5885437	+	0.000	0.000	Merged-chr17-5885218-3
Merged-chrX-167182631-37	chrX	167182396	167182822	+	0.000	0.000	Merged-chrX-167182631-37
Merged-chr18-89197638-86	chr18	89196815	89198301	+	0.000	0.000	Merged-chr18-89197638-86
Merged-chr3-108730497-6	chr3	108730336	108730647	+	0.000	0.000	Merged-chr3-108730497-6
Merged-chr11-107454779-3	chr11	107454632	107454933	+	0.000	0.000	Merged-chr11-107454779-3
Merged-chr6-97458148-8	chr6	97457970	97458318	+	0.000	0.000	Merged-chr6-97458148-8
Merged-chr17-35700619-40	chr17	35700287	35700911	+	0.000	0.000	Merged-chr17-35700619-40
Merged-chr15-78522107-6	chr15	78521974	78522282	+	0.000	0.000	Merged-chr15-78522107-6
Merged-chr9-27071000-11	chr9	27070772	27071316	+	0.000	0.000	Merged-chr9-27071000-11
Merged-chr5-120688663-27	chr5	120688467	120688862	+	0.000	0.000	Merged-chr5-120688663-27
Merged-chr6-54040016-79	chr6	54039603	54040467	+	0.000	0.000	Merged-chr6-54040016-79
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr11-102930777-13	chr11	102930534	102931029	+	0.000	0.000	Merged-chr11-102930777-13
Merged-chr3-90514906-78	chr3	90514405	90515252	+	0.000	0.000	Merged-chr3-90514906-78
Merged-chr1-60868540-23	chr1	60868393	60868749	+	0.000	0.000	Merged-chr1-60868540-23
Merged-chr1-171793480-13	chr1	171793311	171793638	+	0.000	0.000	Merged-chr1-171793480-13
Merged-chr13-21779684-65	chr13	21779252	21780117	+	0.000	0.000	Merged-chr13-21779684-65
Merged-chr12-25096104-64	chr12	25095793	25096391	+	0.000	0.000	Merged-chr12-25096104-64
Merged-chr10-117831011-28	chr10	117830772	117831201	+	0.000	0.000	Merged-chr10-117831011-28
Merged-chr2-151569776-39	chr2	151569616	151570017	+	0.000	0.000	Merged-chr2-151569776-39
Merged-chr1-161713119-39	chr1	161712856	161713431	+	0.000	0.000	Merged-chr1-161713119-39
Merged-chr12-32207058-29	chr12	32206870	32207257	+	0.000	0.000	Merged-chr12-32207058-29
Merged-chr10-80917926-53	chr10	80917369	80918337	+	0.000	0.000	Merged-chr10-80917926-53
Merged-chr10-117861044-50	chr10	117860749	117861258	+	0.000	0.000	Merged-chr10-117861044-50
Merged-chr12-16580677-15	chr12	16580325	16580877	+	0.000	0.000	Merged-chr12-16580677-15
Merged-chr16-45998001-1	chr16	45997903	45998101	+	0.000	0.000	Merged-chr16-45998001-1
Merged-chr13-5871752-1	chr13	5871654	5871852	+	0.000	0.000	Merged-chr13-5871752-1
Merged-chr13-21780515-12	chr13	21780294	21780684	+	0.000	0.000	Merged-chr13-21780515-12
Merged-chr12-16331706-19	chr12	16331486	16331887	+	0.000	0.000	Merged-chr12-16331706-19
Merged-chr5-146845015-50	chr5	146844707	146845277	+	0.000	0.000	Merged-chr5-146845015-50
Merged-chr7-63987101-39	chr7	63986816	63987311	+	0.000	0.000	Merged-chr7-63987101-39
Merged-chr12-100907082-32	chr12	100906664	100907329	+	0.000	0.000	Merged-chr12-100907082-32
Merged-chr16-95731226-1	chr16	95731128	95731326	+	0.000	0.000	Merged-chr16-95731226-1
Merged-chr8-120888773-7	chr8	120888636	120888926	+	0.000	0.000	Merged-chr8-120888773-7
Merged-chr12-16304947-30	chr12	16304632	16305175	+	0.000	0.000	Merged-chr12-16304947-30
Merged-chr2-155385269-27	chr2	155385138	155385467	+	0.000	0.000	Merged-chr2-155385269-27
Merged-chr9-21167831-1	chr9	21167733	21167931	+	0.000	0.000	Merged-chr9-21167831-1
Merged-chr13-13559096-31	chr13	13558821	13559304	+	0.000	0.000	Merged-chr13-13559096-31
Merged-chr7-63957418-17	chr7	63957106	63957707	+	0.000	0.000	Merged-chr7-63957418-17
Merged-chr17-23740496-75	chr17	23740194	23740888	+	0.000	0.000	Merged-chr17-23740496-75
Merged-chr6-113645003-16	chr6	113644784	113645241	+	0.000	0.000	Merged-chr6-113645003-16
Merged-chr2-60843166-7	chr2	60843024	60843328	+	0.000	0.000	Merged-chr2-60843166-7
Merged-chr17-78273745-1	chr17	78273647	78273845	+	0.000	0.000	Merged-chr17-78273745-1
Merged-chr1-171763336-1	chr1	171763238	171763436	+	0.000	0.000	Merged-chr1-171763336-1
Merged-chr7-63922050-46	chr7	63921668	63922331	+	0.000	0.000	Merged-chr7-63922050-46
Merged-chr7-75859994-17	chr7	75859809	75860173	+	0.000	0.000	Merged-chr7-75859994-17
Merged-chr11-98960328-34	chr11	98959928	98960669	+	0.000	0.000	Merged-chr11-98960328-34
Merged-chr6-129608600-43	chr6	129608310	129608921	+	0.000	0.000	Merged-chr6-129608600-43
Merged-chr2-10142867-39	chr2	10142662	10143138	+	0.000	0.000	Merged-chr2-10142867-39
Merged-chr13-64129455-75	chr13	64129254	64129898	+	0.000	0.000	Merged-chr13-64129455-75
