#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-165655026-70	chr2	165654320	165655399	+	0.000	0.000	Merged-chr2-165655026-70
Merged-chr13-64153044-113	chr13	64152614	64153721	+	0.000	0.000	Merged-chr13-64153044-113
Merged-chr13-6081654-1	chr13	6081556	6081754	+	0.000	0.000	Merged-chr13-6081654-1
Merged-chr2-65238613-163	chr2	65238346	65239218	+	0.000	0.000	Merged-chr2-65238613-163
Merged-chr7-75794140-5	chr7	75793896	75794330	+	0.000	0.000	Merged-chr7-75794140-5
Merged-chr15-5239618-2	chr15	5239516	5239723	+	0.000	0.000	Merged-chr15-5239618-2
Merged-chr7-114066923-10	chr7	114066635	114067127	+	0.000	0.000	Merged-chr7-114066923-10
Merged-chr19-8723231-56	chr19	8722978	8723557	+	0.000	0.000	Merged-chr19-8723231-56
Merged-chr8-120832220-19	chr8	120831975	120832440	+	0.000	0.000	Merged-chr8-120832220-19
Merged-chr3-144013885-1	chr3	144013787	144013985	+	0.000	0.000	Merged-chr3-144013885-1
Merged-chr7-28820769-1	chr7	28820671	28820869	+	0.000	0.000	Merged-chr7-28820769-1
Merged-chr18-20982591-12	chr18	20982391	20982829	+	0.000	0.000	Merged-chr18-20982591-12
Merged-chr5-93115776-9	chr5	93115540	93115934	+	0.000	0.000	Merged-chr5-93115776-9
Merged-chr17-79020168-2	chr17	79020070	79020268	+	0.000	0.000	Merged-chr17-79020168-2
Merged-chr2-128378745-14	chr2	128378586	128378937	+	0.000	0.000	Merged-chr2-128378745-14
Merged-chr3-65416822-6	chr3	65416698	65416940	+	0.000	0.000	Merged-chr3-65416822-6
Merged-chr1-172502591-1	chr1	172502493	172502691	+	0.000	0.000	Merged-chr1-172502591-1
Merged-chr13-32833384-31	chr13	32833154	32833585	+	0.000	0.000	Merged-chr13-32833384-31
Merged-chr14-20168649-33	chr14	20168413	20169005	+	0.000	0.000	Merged-chr14-20168649-33
Merged-chr7-119895039-1	chr7	119894941	119895139	+	0.000	0.000	Merged-chr7-119895039-1
Merged-chr11-16952284-5	chr11	16952118	16952418	+	0.000	0.000	Merged-chr11-16952284-5
Merged-chr10-19577648-1	chr10	19577550	19577748	+	0.000	0.000	Merged-chr10-19577648-1
Merged-chr2-151581099-26	chr2	151580831	151581329	+	0.000	0.000	Merged-chr2-151581099-26
Merged-chr5-107698987-6	chr5	107698713	107699204	+	0.000	0.000	Merged-chr5-107698987-6
Merged-chr7-47013375-34	chr7	47013088	47013765	+	0.000	0.000	Merged-chr7-47013375-34
Merged-chr7-66247230-15	chr7	66246845	66247629	+	0.000	0.000	Merged-chr7-66247230-15
Merged-chr7-110203728-41	chr7	110203441	110204181	+	0.000	0.000	Merged-chr7-110203728-41
Merged-chr13-75845828-42	chr13	75845415	75846034	+	0.000	0.000	Merged-chr13-75845828-42
Merged-chr2-101762548-65	chr2	101762253	101762884	+	0.000	0.000	Merged-chr2-101762548-65
Merged-chr2-129186012-43	chr2	129185598	129186272	+	0.000	0.000	Merged-chr2-129186012-43
Merged-chr2-180438318-9	chr2	180438011	180438500	+	0.000	0.000	Merged-chr2-180438318-9
Merged-chr1-189698584-1	chr1	189698486	189698684	+	0.000	0.000	Merged-chr1-189698584-1
Merged-chr3-136727461-5	chr3	136727327	136727591	+	0.000	0.000	Merged-chr3-136727461-5
Merged-chr3-136942361-1	chr3	136942263	136942461	+	0.000	0.000	Merged-chr3-136942361-1
Merged-chr7-110223070-7	chr7	110222840	110223214	+	0.000	0.000	Merged-chr7-110223070-7
Merged-chr9-44041219-29	chr9	44040860	44041390	+	0.000	0.000	Merged-chr9-44041219-29
Merged-chr6-128836446-70	chr6	128836123	128836748	+	0.000	0.000	Merged-chr6-128836446-70
Merged-chr7-114161224-36	chr7	114160917	114161467	+	0.000	0.000	Merged-chr7-114161224-36
Merged-chr11-105592148-13	chr11	105591929	105592352	+	0.000	0.000	Merged-chr11-105592148-13
Merged-chr7-128105500-13	chr7	128105323	128105762	+	0.000	0.000	Merged-chr7-128105500-13
Merged-chr14-73105519-8	chr14	73105375	73105688	+	0.000	0.000	Merged-chr14-73105519-8
Merged-chr8-13686705-81	chr8	13686250	13686952	+	0.000	0.000	Merged-chr8-13686705-81
Merged-chr11-46458055-5	chr11	46457941	46458193	+	0.000	0.000	Merged-chr11-46458055-5
Merged-chr17-79868435-11	chr17	79868202	79868672	+	0.000	0.000	Merged-chr17-79868435-11
Merged-chr10-18845106-45	chr10	18844845	18845292	+	0.000	0.000	Merged-chr10-18845106-45
Merged-chr5-115013221-2	chr5	115013085	115013360	+	0.000	0.000	Merged-chr5-115013221-2
Merged-chr1-14560703-1	chr1	14560605	14560803	+	0.000	0.000	Merged-chr1-14560703-1
Merged-chr11-107407910-19	chr11	107407651	107408097	+	0.000	0.000	Merged-chr11-107407910-19
Merged-chrX-167105630-1	chrX	167105532	167105730	+	0.000	0.000	Merged-chrX-167105630-1
Merged-chr2-101288419-1	chr2	101288321	101288519	+	0.000	0.000	Merged-chr2-101288419-1
Merged-chr2-163745502-6	chr2	163745201	163745694	+	0.000	0.000	Merged-chr2-163745502-6
Merged-chr1-161801505-4	chr1	161801385	161801647	+	0.000	0.000	Merged-chr1-161801505-4
Merged-chr10-44601754-5	chr10	44601608	44601877	+	0.000	0.000	Merged-chr10-44601754-5
Merged-chr10-19598256-42	chr10	19598065	19598531	+	0.000	0.000	Merged-chr10-19598256-42
Merged-chrX-102157189-61	chrX	102156932	102157548	+	0.000	0.000	Merged-chrX-102157189-61
Merged-chr19-5467382-16	chr19	5467115	5467580	+	0.000	0.000	Merged-chr19-5467382-16
Merged-chr6-108607013-11	chr6	108606811	108607271	+	0.000	0.000	Merged-chr6-108607013-11
Merged-chr12-103142833-43	chr12	103142605	103143072	+	0.000	0.000	Merged-chr12-103142833-43
Merged-chr1-159812982-41	chr1	159812678	159813194	+	0.000	0.000	Merged-chr1-159812982-41
Merged-chr11-6444447-69	chr11	6444227	6444773	+	0.000	0.000	Merged-chr11-6444447-69
Merged-chr3-86758843-24	chr3	86758610	86759043	+	0.000	0.000	Merged-chr3-86758843-24
Merged-chr19-12571951-5	chr19	12571787	12572100	+	0.000	0.000	Merged-chr19-12571951-5
Merged-chr19-24265222-32	chr19	24265029	24265426	+	0.000	0.000	Merged-chr19-24265222-32
Merged-chr2-180741561-6	chr2	180741432	180741711	+	0.000	0.000	Merged-chr2-180741561-6
Merged-chr11-106961822-47	chr11	106961526	106962150	+	0.000	0.000	Merged-chr11-106961822-47
Merged-chr19-12576850-12	chr19	12576622	12577039	+	0.000	0.000	Merged-chr19-12576850-12
Merged-chr17-73970626-10	chr17	73970451	73970824	+	0.000	0.000	Merged-chr17-73970626-10
Merged-chr17-83862747-3	chr17	83862525	83862916	+	0.000	0.000	Merged-chr17-83862747-3
Merged-chr12-70219283-39	chr12	70219103	70219563	+	0.000	0.000	Merged-chr12-70219283-39
Merged-chr4-150808794-106	chr4	150808440	150809100	+	0.000	0.000	Merged-chr4-150808794-106
Merged-chr11-97946118-9	chr11	97945930	97946324	+	0.000	0.000	Merged-chr11-97946118-9
Merged-chr9-117910565-1	chr9	117910467	117910665	+	0.000	0.000	Merged-chr9-117910565-1
Merged-chr2-148594843-2	chr2	148594730	148594959	+	0.000	0.000	Merged-chr2-148594843-2
Merged-chr9-64797561-46	chr9	64797234	64797792	+	0.000	0.000	Merged-chr9-64797561-46
Merged-chr1-181928626-21	chr1	181928477	181928804	+	0.000	0.000	Merged-chr1-181928626-21
Merged-chr5-146860764-19	chr5	146860563	146861000	+	0.000	0.000	Merged-chr5-146860764-19
Merged-chr6-129350099-25	chr6	129349824	129350500	+	0.000	0.000	Merged-chr6-129350099-25
Merged-chr11-117772579-30	chr11	117772315	117772844	+	0.000	0.000	Merged-chr11-117772579-30
Merged-chr11-121041378-4	chr11	121041220	121041568	+	0.000	0.000	Merged-chr11-121041378-4
Merged-chr4-46601890-90	chr4	46601174	46602319	+	0.000	0.000	Merged-chr4-46601890-90
Merged-chr12-16584018-49	chr12	16583366	16584438	+	0.000	0.000	Merged-chr12-16584018-49
Merged-chr11-109822566-4	chr11	109822464	109822672	+	0.000	0.000	Merged-chr11-109822566-4
Merged-chr1-125487640-13	chr1	125487347	125487934	+	0.000	0.000	Merged-chr1-125487640-13
Merged-chr6-87672210-53	chr6	87671996	87672404	+	0.000	0.000	Merged-chr6-87672210-53
Merged-chr4-133024379-9	chr4	133024085	133024543	+	0.000	0.000	Merged-chr4-133024379-9
Merged-chr19-8980902-23	chr19	8980763	8981040	+	0.000	0.000	Merged-chr19-8980902-23
Merged-chr7-90353995-46	chr7	90353761	90354202	+	0.000	0.000	Merged-chr7-90353995-46
Merged-chr13-113090850-10	chr13	113090688	113091159	+	0.000	0.000	Merged-chr13-113090850-10
Merged-chr2-9803115-6	chr2	9802891	9803327	+	0.000	0.000	Merged-chr2-9803115-6
Merged-chr13-108337522-5	chr13	108337348	108337677	+	0.000	0.000	Merged-chr13-108337522-5
Merged-chr3-136837708-14	chr3	136837482	136837938	+	0.000	0.000	Merged-chr3-136837708-14
Merged-chr9-123807942-4	chr9	123807759	123808153	+	0.000	0.000	Merged-chr9-123807942-4
Merged-chr11-55072689-24	chr11	55072482	55072894	+	0.000	0.000	Merged-chr11-55072689-24
Merged-chr7-80534916-95	chr7	80534678	80535100	+	0.000	0.000	Merged-chr7-80534916-95
Merged-chr10-89463808-10	chr10	89463628	89464065	+	0.000	0.000	Merged-chr10-89463808-10
Merged-chr11-46467033-45	chr11	46466826	46467266	+	0.000	0.000	Merged-chr11-46467033-45
Merged-chr16-38403737-54	chr16	38403530	38404122	+	0.000	0.000	Merged-chr16-38403737-54
Merged-chr15-66814174-37	chr15	66813923	66814437	+	0.000	0.000	Merged-chr15-66814174-37
Merged-chr5-62772215-28	chr5	62771937	62772520	+	0.000	0.000	Merged-chr5-62772215-28
Merged-chr12-86693487-27	chr12	86692880	86693882	+	0.000	0.000	Merged-chr12-86693487-27
Merged-chr15-102150590-42	chr15	102150330	102150970	+	0.000	0.000	Merged-chr15-102150590-42
Merged-chr13-55600391-79	chr13	55599808	55600990	+	0.000	0.000	Merged-chr13-55600391-79
Merged-chr18-57400941-35	chr18	57400701	57401177	+	0.000	0.000	Merged-chr18-57400941-35
Merged-chr1-153321591-2	chr1	153321476	153321708	+	0.000	0.000	Merged-chr1-153321591-2
Merged-chr17-12205812-57	chr17	12205512	12206105	+	0.000	0.000	Merged-chr17-12205812-57
Merged-chr5-112239781-12	chr5	112239663	112239907	+	0.000	0.000	Merged-chr5-112239781-12
Merged-chr5-18360030-27	chr5	18359491	18360575	+	0.000	0.000	Merged-chr5-18360030-27
Merged-chr9-124103386-22	chr9	124103123	124103577	+	0.000	0.000	Merged-chr9-124103386-22
Merged-chr1-182517456-82	chr1	182517190	182517902	+	0.000	0.000	Merged-chr1-182517456-82
Merged-chr4-8813998-7	chr4	8813862	8814123	+	0.000	0.000	Merged-chr4-8813998-7
Merged-chr5-24842624-94	chr5	24842152	24842940	+	0.000	0.000	Merged-chr5-24842624-94
Merged-chr3-27331014-40	chr3	27330703	27331249	+	0.000	0.000	Merged-chr3-27331014-40
Merged-chr12-55051446-14	chr12	55051237	55051710	+	0.000	0.000	Merged-chr12-55051446-14
Merged-chr10-120201398-12	chr10	120201160	120201586	+	0.000	0.000	Merged-chr10-120201398-12
Merged-chr17-44609382-56	chr17	44608869	44609910	+	0.000	0.000	Merged-chr17-44609382-56
Merged-chr13-60897577-48	chr13	60897236	60897830	+	0.000	0.000	Merged-chr13-60897577-48
Merged-chr9-32570830-16	chr9	32570600	32570985	+	0.000	0.000	Merged-chr9-32570830-16
Merged-chr5-9015309-72	chr5	9014878	9015739	+	0.000	0.000	Merged-chr5-9015309-72
Merged-chr2-3761091-1	chr2	3760993	3761191	+	0.000	0.000	Merged-chr2-3761091-1
Merged-chr6-70714490-34	chr6	70714259	70714686	+	0.000	0.000	Merged-chr6-70714490-34
Merged-chr9-106453760-51	chr9	106453456	106454146	+	0.000	0.000	Merged-chr9-106453760-51
Merged-chr11-98942713-4	chr11	98942608	98942816	+	0.000	0.000	Merged-chr11-98942713-4
Merged-chr17-87299066-53	chr17	87298673	87299391	+	0.000	0.000	Merged-chr17-87299066-53
Merged-chr1-60920511-54	chr1	60920166	60920817	+	0.000	0.000	Merged-chr1-60920511-54
Merged-chr14-25493554-23	chr14	25493301	25493879	+	0.000	0.000	Merged-chr14-25493554-23
Merged-chr6-97205560-61	chr6	97205192	97205838	+	0.000	0.000	Merged-chr6-97205560-61
Merged-chr10-61275935-46	chr10	61275713	61276166	+	0.000	0.000	Merged-chr10-61275935-46
Merged-chr1-40516465-22	chr1	40516261	40516674	+	0.000	0.000	Merged-chr1-40516465-22
Merged-chr5-113506279-23	chr5	113505928	113506765	+	0.000	0.000	Merged-chr5-113506279-23
Merged-chr4-107094759-30	chr4	107094451	107095025	+	0.000	0.000	Merged-chr4-107094759-30
Merged-chr9-44019706-2	chr9	44019585	44019830	+	0.000	0.000	Merged-chr9-44019706-2
Merged-chr13-101706581-30	chr13	101706371	101706776	+	0.000	0.000	Merged-chr13-101706581-30
Merged-chr2-11355827-17	chr2	11355656	11356006	+	0.000	0.000	Merged-chr2-11355827-17
Merged-chr10-118448163-4	chr10	118447913	118448398	+	0.000	0.000	Merged-chr10-118448163-4
Merged-chr3-84630888-13	chr3	84630644	84631038	+	0.000	0.000	Merged-chr3-84630888-13
Merged-chr9-117872459-77	chr9	117872074	117872823	+	0.000	0.000	Merged-chr9-117872459-77
Merged-chr2-128422805-32	chr2	128422601	128422972	+	0.000	0.000	Merged-chr2-128422805-32
Merged-chr7-67444614-20	chr7	67444418	67444828	+	0.000	0.000	Merged-chr7-67444614-20
Merged-chr8-120889347-18	chr8	120889053	120889494	+	0.000	0.000	Merged-chr8-120889347-18
Merged-chr10-44537964-16	chr10	44537796	44538255	+	0.000	0.000	Merged-chr10-44537964-16
Merged-chr15-89354915-1	chr15	89354817	89355015	+	0.000	0.000	Merged-chr15-89354915-1
Merged-chr6-42343728-43	chr6	42343441	42344074	+	0.000	0.000	Merged-chr6-42343728-43
Merged-chr13-24467982-34	chr13	24467775	24468170	+	0.000	0.000	Merged-chr13-24467982-34
Merged-chr1-193329901-89	chr1	193329502	193330704	+	0.000	0.000	Merged-chr1-193329901-89
Merged-chr5-85781215-4	chr5	85781048	85781396	+	0.000	0.000	Merged-chr5-85781215-4
Merged-chr4-150799595-6	chr4	150799439	150799735	+	0.000	0.000	Merged-chr4-150799595-6
Merged-chr1-163994937-75	chr1	163994740	163995177	+	0.000	0.000	Merged-chr1-163994937-75
Merged-chr9-114781972-2	chr9	114781874	114782072	+	0.000	0.000	Merged-chr9-114781972-2
Merged-chr1-54841959-50	chr1	54841731	54842221	+	0.000	0.000	Merged-chr1-54841959-50
Merged-chr9-70421645-53	chr9	70421377	70421896	+	0.000	0.000	Merged-chr9-70421645-53
Merged-chr17-8389397-65	chr17	8389072	8389850	+	0.000	0.000	Merged-chr17-8389397-65
Merged-chr3-9786855-28	chr3	9786588	9787101	+	0.000	0.000	Merged-chr3-9786855-28
Merged-chr9-119088323-51	chr9	119088056	119088611	+	0.000	0.000	Merged-chr9-119088323-51
Merged-chr14-75786967-70	chr14	75786761	75787304	+	0.000	0.000	Merged-chr14-75786967-70
Merged-chr13-5861346-118	chr13	5860983	5861929	+	0.000	0.000	Merged-chr13-5861346-118
Merged-chr17-47768917-25	chr17	47768622	47769300	+	0.000	0.000	Merged-chr17-47768917-25
Merged-chr6-82747432-7	chr6	82747261	82747627	+	0.000	0.000	Merged-chr6-82747432-7
Merged-chr4-134121781-8	chr4	134121636	134121971	+	0.000	0.000	Merged-chr4-134121781-8
Merged-chr6-97321339-36	chr6	97321165	97321547	+	0.000	0.000	Merged-chr6-97321339-36
Merged-chrX-164027993-42	chrX	164027618	164028237	+	0.000	0.000	Merged-chrX-164027993-42
Merged-chr18-89126622-17	chr18	89126438	89126816	+	0.000	0.000	Merged-chr18-89126622-17
Merged-chr3-104714697-56	chr3	104714095	104715317	+	0.000	0.000	Merged-chr3-104714697-56
Merged-chr9-41118206-38	chr9	41117822	41118460	+	0.000	0.000	Merged-chr9-41118206-38
Merged-chr2-127143269-68	chr2	127142704	127143672	+	0.000	0.000	Merged-chr2-127143269-68
Merged-chrX-167206151-49	chrX	167205867	167206493	+	0.000	0.000	Merged-chrX-167206151-49
Merged-chr15-78896310-38	chr15	78896028	78896545	+	0.000	0.000	Merged-chr15-78896310-38
Merged-chr1-40515347-62	chr1	40514887	40515832	+	0.000	0.000	Merged-chr1-40515347-62
Merged-chr7-67305058-11	chr7	67304887	67305322	+	0.000	0.000	Merged-chr7-67305058-11
Merged-chr2-90570407-26	chr2	90570178	90570668	+	0.000	0.000	Merged-chr2-90570407-26
Merged-chr11-58034900-1	chr11	58034802	58035000	+	0.000	0.000	Merged-chr11-58034900-1
Merged-chr13-101996413-4	chr13	101996204	101996582	+	0.000	0.000	Merged-chr13-101996413-4
Merged-chr7-66175950-28	chr7	66175737	66176156	+	0.000	0.000	Merged-chr7-66175950-28
Merged-chr9-41099234-15	chr9	41099039	41099415	+	0.000	0.000	Merged-chr9-41099234-15
Merged-chr17-35861437-48	chr17	35861112	35861618	+	0.000	0.000	Merged-chr17-35861437-48
Merged-chr4-133825838-6	chr4	133825698	133825994	+	0.000	0.000	Merged-chr4-133825838-6
Merged-chr13-63274178-2	chr13	63274072	63274286	+	0.000	0.000	Merged-chr13-63274178-2
Merged-chr10-92717721-2	chr10	92717613	92717832	+	0.000	0.000	Merged-chr10-92717721-2
Merged-chr5-150262822-29	chr5	150262584	150263093	+	0.000	0.000	Merged-chr5-150262822-29
Merged-chr9-54642751-52	chr9	54642348	54642999	+	0.000	0.000	Merged-chr9-54642751-52
