#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-65238613-163	chr2	65238346	65239218	+	0.000	0.000	Merged-chr2-65238613-163
Merged-chr1-191422042-56	chr1	191421563	191422659	+	0.000	0.000	Merged-chr1-191422042-56
Merged-chr5-134244216-41	chr5	134243972	134244555	+	0.000	0.000	Merged-chr5-134244216-41
Merged-chr7-114066923-10	chr7	114066635	114067127	+	0.000	0.000	Merged-chr7-114066923-10
Merged-chr3-144013885-1	chr3	144013787	144013985	+	0.000	0.000	Merged-chr3-144013885-1
Merged-chr18-20982591-12	chr18	20982391	20982829	+	0.000	0.000	Merged-chr18-20982591-12
Merged-chr17-79020168-2	chr17	79020070	79020268	+	0.000	0.000	Merged-chr17-79020168-2
Merged-chr2-128378745-14	chr2	128378586	128378937	+	0.000	0.000	Merged-chr2-128378745-14
Merged-chr1-172502591-1	chr1	172502493	172502691	+	0.000	0.000	Merged-chr1-172502591-1
Merged-chr14-20168649-33	chr14	20168413	20169005	+	0.000	0.000	Merged-chr14-20168649-33
Merged-chr7-119895039-1	chr7	119894941	119895139	+	0.000	0.000	Merged-chr7-119895039-1
Merged-chr10-19577648-1	chr10	19577550	19577748	+	0.000	0.000	Merged-chr10-19577648-1
Merged-chr13-75845828-42	chr13	75845415	75846034	+	0.000	0.000	Merged-chr13-75845828-42
Merged-chr2-129186012-43	chr2	129185598	129186272	+	0.000	0.000	Merged-chr2-129186012-43
Merged-chr2-180438318-9	chr2	180438011	180438500	+	0.000	0.000	Merged-chr2-180438318-9
Merged-chr1-189698584-1	chr1	189698486	189698684	+	0.000	0.000	Merged-chr1-189698584-1
Merged-chr19-55866165-31	chr19	55865738	55866432	+	0.000	0.000	Merged-chr19-55866165-31
Merged-chr3-136727461-5	chr3	136727327	136727591	+	0.000	0.000	Merged-chr3-136727461-5
Merged-chr3-136942361-1	chr3	136942263	136942461	+	0.000	0.000	Merged-chr3-136942361-1
Merged-chr9-44041219-29	chr9	44040860	44041390	+	0.000	0.000	Merged-chr9-44041219-29
Merged-chr7-114161224-36	chr7	114160917	114161467	+	0.000	0.000	Merged-chr7-114161224-36
Merged-chr11-105592148-13	chr11	105591929	105592352	+	0.000	0.000	Merged-chr11-105592148-13
Merged-chr17-79868435-11	chr17	79868202	79868672	+	0.000	0.000	Merged-chr17-79868435-11
Merged-chr5-115013221-2	chr5	115013085	115013360	+	0.000	0.000	Merged-chr5-115013221-2
Merged-chrX-167105630-1	chrX	167105532	167105730	+	0.000	0.000	Merged-chrX-167105630-1
Merged-chr4-109676801-91	chr4	109676554	109677029	+	0.000	0.000	Merged-chr4-109676801-91
Merged-chr2-101288419-1	chr2	101288321	101288519	+	0.000	0.000	Merged-chr2-101288419-1
Merged-chr2-163745502-6	chr2	163745201	163745694	+	0.000	0.000	Merged-chr2-163745502-6
Merged-chr4-118179905-83	chr4	118179666	118180141	+	0.000	0.000	Merged-chr4-118179905-83
Merged-chr10-44601754-5	chr10	44601608	44601877	+	0.000	0.000	Merged-chr10-44601754-5
Merged-chr10-19598256-42	chr10	19598065	19598531	+	0.000	0.000	Merged-chr10-19598256-42
Merged-chr19-5467382-16	chr19	5467115	5467580	+	0.000	0.000	Merged-chr19-5467382-16
Merged-chr6-108607013-11	chr6	108606811	108607271	+	0.000	0.000	Merged-chr6-108607013-11
Merged-chr12-103142833-43	chr12	103142605	103143072	+	0.000	0.000	Merged-chr12-103142833-43
Merged-chr1-159812982-41	chr1	159812678	159813194	+	0.000	0.000	Merged-chr1-159812982-41
Merged-chr11-6444447-69	chr11	6444227	6444773	+	0.000	0.000	Merged-chr11-6444447-69
Merged-chr3-86758843-24	chr3	86758610	86759043	+	0.000	0.000	Merged-chr3-86758843-24
Merged-chr19-12571951-5	chr19	12571787	12572100	+	0.000	0.000	Merged-chr19-12571951-5
Merged-chr2-180741561-6	chr2	180741432	180741711	+	0.000	0.000	Merged-chr2-180741561-6
Merged-chr4-138216948-119	chr4	138216613	138217386	+	0.000	0.000	Merged-chr4-138216948-119
Merged-chr19-12576850-12	chr19	12576622	12577039	+	0.000	0.000	Merged-chr19-12576850-12
Merged-chr4-147941137-73	chr4	147940685	147941635	+	0.000	0.000	Merged-chr4-147941137-73
Merged-chr17-83862747-3	chr17	83862525	83862916	+	0.000	0.000	Merged-chr17-83862747-3
Merged-chr9-64797561-46	chr9	64797234	64797792	+	0.000	0.000	Merged-chr9-64797561-46
Merged-chr1-181928626-21	chr1	181928477	181928804	+	0.000	0.000	Merged-chr1-181928626-21
Merged-chr7-81213018-117	chr7	81212302	81213701	+	0.000	0.000	Merged-chr7-81213018-117
Merged-chr4-133024379-9	chr4	133024085	133024543	+	0.000	0.000	Merged-chr4-133024379-9
Merged-chr5-105004765-44	chr5	105004490	105005088	+	0.000	0.000	Merged-chr5-105004765-44
Merged-chr14-121315210-25	chr14	121314886	121315534	+	0.000	0.000	Merged-chr14-121315210-25
Merged-chr19-55773145-3	chr19	55773025	55773284	+	0.000	0.000	Merged-chr19-55773145-3
Merged-chr19-8980902-23	chr19	8980763	8981040	+	0.000	0.000	Merged-chr19-8980902-23
Merged-chr2-9803115-6	chr2	9802891	9803327	+	0.000	0.000	Merged-chr2-9803115-6
Merged-chr3-136837708-14	chr3	136837482	136837938	+	0.000	0.000	Merged-chr3-136837708-14
Merged-chr7-80534916-95	chr7	80534678	80535100	+	0.000	0.000	Merged-chr7-80534916-95
Merged-chr13-75797907-63	chr13	75797664	75798137	+	0.000	0.000	Merged-chr13-75797907-63
Merged-chr17-28500526-6	chr17	28500406	28500669	+	0.000	0.000	Merged-chr17-28500526-6
Merged-chr5-62772215-28	chr5	62771937	62772520	+	0.000	0.000	Merged-chr5-62772215-28
Merged-chr12-86693487-27	chr12	86692880	86693882	+	0.000	0.000	Merged-chr12-86693487-27
Merged-chr15-102150590-42	chr15	102150330	102150970	+	0.000	0.000	Merged-chr15-102150590-42
Merged-chr13-55600391-79	chr13	55599808	55600990	+	0.000	0.000	Merged-chr13-55600391-79
Merged-chr17-12205812-57	chr17	12205512	12206105	+	0.000	0.000	Merged-chr17-12205812-57
Merged-chr17-86167734-125	chr17	86167290	86168188	+	0.000	0.000	Merged-chr17-86167734-125
Merged-chr4-8813998-7	chr4	8813862	8814123	+	0.000	0.000	Merged-chr4-8813998-7
Merged-chr3-27331014-40	chr3	27330703	27331249	+	0.000	0.000	Merged-chr3-27331014-40
Merged-chr12-55051446-14	chr12	55051237	55051710	+	0.000	0.000	Merged-chr12-55051446-14
Merged-chr10-120201398-12	chr10	120201160	120201586	+	0.000	0.000	Merged-chr10-120201398-12
Merged-chr17-44609382-56	chr17	44608869	44609910	+	0.000	0.000	Merged-chr17-44609382-56
Merged-chr13-60897577-48	chr13	60897236	60897830	+	0.000	0.000	Merged-chr13-60897577-48
Merged-chr9-32570830-16	chr9	32570600	32570985	+	0.000	0.000	Merged-chr9-32570830-16
Merged-chr17-87299066-53	chr17	87298673	87299391	+	0.000	0.000	Merged-chr17-87299066-53
Merged-chr14-25493554-23	chr14	25493301	25493879	+	0.000	0.000	Merged-chr14-25493554-23
Merged-chr5-113506279-23	chr5	113505928	113506765	+	0.000	0.000	Merged-chr5-113506279-23
Merged-chr9-44019706-2	chr9	44019585	44019830	+	0.000	0.000	Merged-chr9-44019706-2
Merged-chr13-101706581-30	chr13	101706371	101706776	+	0.000	0.000	Merged-chr13-101706581-30
Merged-chr2-11355827-17	chr2	11355656	11356006	+	0.000	0.000	Merged-chr2-11355827-17
Merged-chr3-84630888-13	chr3	84630644	84631038	+	0.000	0.000	Merged-chr3-84630888-13
Merged-chr2-128422805-32	chr2	128422601	128422972	+	0.000	0.000	Merged-chr2-128422805-32
Merged-chr10-44537964-16	chr10	44537796	44538255	+	0.000	0.000	Merged-chr10-44537964-16
Merged-chr13-24467982-34	chr13	24467775	24468170	+	0.000	0.000	Merged-chr13-24467982-34
Merged-chr1-193329901-89	chr1	193329502	193330704	+	0.000	0.000	Merged-chr1-193329901-89
Merged-chr1-163994937-75	chr1	163994740	163995177	+	0.000	0.000	Merged-chr1-163994937-75
Merged-chr9-70421645-53	chr9	70421377	70421896	+	0.000	0.000	Merged-chr9-70421645-53
Merged-chr3-9786855-28	chr3	9786588	9787101	+	0.000	0.000	Merged-chr3-9786855-28
Merged-chr9-119088323-51	chr9	119088056	119088611	+	0.000	0.000	Merged-chr9-119088323-51
Merged-chr14-75786967-70	chr14	75786761	75787304	+	0.000	0.000	Merged-chr14-75786967-70
Merged-chr6-82747432-7	chr6	82747261	82747627	+	0.000	0.000	Merged-chr6-82747432-7
Merged-chr5-99978841-118	chr5	99978380	99979412	+	0.000	0.000	Merged-chr5-99978841-118
Merged-chr18-89126622-17	chr18	89126438	89126816	+	0.000	0.000	Merged-chr18-89126622-17
Merged-chr2-127143269-68	chr2	127142704	127143672	+	0.000	0.000	Merged-chr2-127143269-68
Merged-chr15-78896310-38	chr15	78896028	78896545	+	0.000	0.000	Merged-chr15-78896310-38
Merged-chr2-90570407-26	chr2	90570178	90570668	+	0.000	0.000	Merged-chr2-90570407-26
Merged-chr13-101996413-4	chr13	101996204	101996582	+	0.000	0.000	Merged-chr13-101996413-4
Merged-chr12-51567271-27	chr12	51567089	51567542	+	0.000	0.000	Merged-chr12-51567271-27
Merged-chr17-35861437-48	chr17	35861112	35861618	+	0.000	0.000	Merged-chr17-35861437-48
Merged-chr13-63274178-2	chr13	63274072	63274286	+	0.000	0.000	Merged-chr13-63274178-2
Merged-chr5-150262822-29	chr5	150262584	150263093	+	0.000	0.000	Merged-chr5-150262822-29
Merged-chr14-121345907-1	chr14	121345809	121346007	+	0.000	0.000	Merged-chr14-121345907-1
Merged-chr2-105386581-16	chr2	105386403	105386763	+	0.000	0.000	Merged-chr2-105386581-16
Merged-chr7-113498519-10	chr7	113498379	113498693	+	0.000	0.000	Merged-chr7-113498519-10
Merged-chr3-86677937-13	chr3	86677776	86678102	+	0.000	0.000	Merged-chr3-86677937-13
Merged-chr2-79065510-16	chr2	79065327	79065671	+	0.000	0.000	Merged-chr2-79065510-16
Merged-chr3-136770294-2	chr3	136770166	136770425	+	0.000	0.000	Merged-chr3-136770294-2
Merged-chr16-91789935-50	chr16	91789749	91790207	+	0.000	0.000	Merged-chr16-91789935-50
Merged-chr17-31871254-26	chr17	31870834	31871532	+	0.000	0.000	Merged-chr17-31871254-26
Merged-chr16-91869561-33	chr16	91869299	91869859	+	0.000	0.000	Merged-chr16-91869561-33
Merged-chr11-67559520-1	chr11	67559422	67559620	+	0.000	0.000	Merged-chr11-67559520-1
Merged-chr14-121427118-15	chr14	121426946	121427272	+	0.000	0.000	Merged-chr14-121427118-15
Merged-chr2-52571551-87	chr2	52570880	52572141	+	0.000	0.000	Merged-chr2-52571551-87
Merged-chr8-94186753-31	chr8	94186494	94187104	+	0.000	0.000	Merged-chr8-94186753-31
Merged-chr10-117784888-21	chr10	117784664	117785091	+	0.000	0.000	Merged-chr10-117784888-21
Merged-chr14-20180056-7	chr14	20179876	20180228	+	0.000	0.000	Merged-chr14-20180056-7
Merged-chr4-8839755-26	chr4	8839526	8840070	+	0.000	0.000	Merged-chr4-8839755-26
Merged-chr18-56716624-12	chr18	56716336	56716920	+	0.000	0.000	Merged-chr18-56716624-12
Merged-chr9-69442817-32	chr9	69442578	69443039	+	0.000	0.000	Merged-chr9-69442817-32
Merged-chr13-101698249-1	chr13	101698151	101698349	+	0.000	0.000	Merged-chr13-101698249-1
Merged-chr7-140132446-5	chr7	140132290	140132624	+	0.000	0.000	Merged-chr7-140132446-5
Merged-chr10-111473372-63	chr10	111472948	111473670	+	0.000	0.000	Merged-chr10-111473372-63
Merged-chr13-101632965-14	chr13	101632692	101633122	+	0.000	0.000	Merged-chr13-101632965-14
Merged-chr2-126474389-26	chr2	126474116	126474760	+	0.000	0.000	Merged-chr2-126474389-26
Merged-chr3-137078115-4	chr3	137077798	137078430	+	0.000	0.000	Merged-chr3-137078115-4
Merged-chr5-105415697-66	chr5	105415480	105415898	+	0.000	0.000	Merged-chr5-105415697-66
Merged-chr4-141863935-12	chr4	141863791	141864106	+	0.000	0.000	Merged-chr4-141863935-12
Merged-chr19-56679584-45	chr19	56679220	56679879	+	0.000	0.000	Merged-chr19-56679584-45
Merged-chr7-114117392-99	chr7	114116758	114117951	+	0.000	0.000	Merged-chr7-114117392-99
Merged-chr12-55041186-21	chr12	55040926	55041466	+	0.000	0.000	Merged-chr12-55041186-21
Merged-chr9-52048323-85	chr9	52047878	52048544	+	0.000	0.000	Merged-chr9-52048323-85
Merged-chr3-27291392-45	chr3	27291089	27291755	+	0.000	0.000	Merged-chr3-27291392-45
Merged-chr1-191711825-10	chr1	191711686	191711968	+	0.000	0.000	Merged-chr1-191711825-10
Merged-chr2-126491626-26	chr2	126491315	126491849	+	0.000	0.000	Merged-chr2-126491626-26
Merged-chr16-59570986-31	chr16	59570735	59571234	+	0.000	0.000	Merged-chr16-59570986-31
Merged-chrX-153237516-2	chrX	153237347	153237687	+	0.000	0.000	Merged-chrX-153237516-2
Merged-chr15-102296189-42	chr15	102295879	102296399	+	0.000	0.000	Merged-chr15-102296189-42
Merged-chr2-167313855-44	chr2	167313655	167314090	+	0.000	0.000	Merged-chr2-167313855-44
Merged-chr17-12119311-105	chr17	12118921	12119981	+	0.000	0.000	Merged-chr17-12119311-105
Merged-chr9-122313328-1	chr9	122313230	122313428	+	0.000	0.000	Merged-chr9-122313328-1
Merged-chr5-33658141-114	chr5	33657933	33658359	+	0.000	0.000	Merged-chr5-33658141-114
Merged-chr4-152477703-71	chr4	152477412	152477934	+	0.000	0.000	Merged-chr4-152477703-71
Merged-chr14-77871424-97	chr14	77871161	77871613	+	0.000	0.000	Merged-chr14-77871424-97
Merged-chr4-43936425-4	chr4	43936290	43936583	+	0.000	0.000	Merged-chr4-43936425-4
Merged-chr11-104538419-8	chr11	104538230	104538558	+	0.000	0.000	Merged-chr11-104538419-8
Merged-chr13-101782630-7	chr13	101782437	101782808	+	0.000	0.000	Merged-chr13-101782630-7
Merged-chr7-99946527-26	chr7	99946262	99946771	+	0.000	0.000	Merged-chr7-99946527-26
Merged-chr19-5704695-101	chr19	5704211	5705185	+	0.000	0.000	Merged-chr19-5704695-101
Merged-chr8-53638122-1	chr8	53638024	53638222	+	0.000	0.000	Merged-chr8-53638122-1
Merged-chr17-57100117-14	chr17	57099939	57100289	+	0.000	0.000	Merged-chr17-57100117-14
Merged-chr13-101702260-81	chr13	101701953	101702598	+	0.000	0.000	Merged-chr13-101702260-81
Merged-chr11-53775083-5	chr11	53774927	53775261	+	0.000	0.000	Merged-chr11-53775083-5
Merged-chr5-62764325-7	chr5	62764139	62764501	+	0.000	0.000	Merged-chr5-62764325-7
Merged-chr3-9863342-50	chr3	9863140	9863556	+	0.000	0.000	Merged-chr3-9863342-50
Merged-chr2-32867635-14	chr2	32867468	32867817	+	0.000	0.000	Merged-chr2-32867635-14
Merged-chr10-83719047-59	chr10	83718791	83719256	+	0.000	0.000	Merged-chr10-83719047-59
Merged-chr4-117133999-76	chr4	117133395	117134322	+	0.000	0.000	Merged-chr4-117133999-76
Merged-chr2-9564694-16	chr2	9564509	9564859	+	0.000	0.000	Merged-chr2-9564694-16
Merged-chr17-48466693-2	chr17	48466577	48466811	+	0.000	0.000	Merged-chr17-48466693-2
Merged-chr8-106973584-40	chr8	106973222	106973903	+	0.000	0.000	Merged-chr8-106973584-40
Merged-chr4-156035228-3	chr4	156035117	156035349	+	0.000	0.000	Merged-chr4-156035228-3
Merged-chr4-154133534-2	chr4	154133435	154133636	+	0.000	0.000	Merged-chr4-154133534-2
Merged-chr6-137535864-11	chr6	137535655	137536057	+	0.000	0.000	Merged-chr6-137535864-11
Merged-chr18-4296046-21	chr18	4295822	4296204	+	0.000	0.000	Merged-chr18-4296046-21
Merged-chr9-123938225-36	chr9	123937698	123938420	+	0.000	0.000	Merged-chr9-123938225-36
Merged-chr17-83816542-35	chr17	83816137	83816865	+	0.000	0.000	Merged-chr17-83816542-35
Merged-chr6-108844262-40	chr6	108844052	108844457	+	0.000	0.000	Merged-chr6-108844262-40
Merged-chr17-44557338-45	chr17	44557052	44557553	+	0.000	0.000	Merged-chr17-44557338-45
Merged-chr18-4920438-58	chr18	4920218	4920640	+	0.000	0.000	Merged-chr18-4920438-58
Merged-chr8-18950847-75	chr8	18950603	18951150	+	0.000	0.000	Merged-chr8-18950847-75
Merged-chr2-52315890-51	chr2	52315363	52316267	+	0.000	0.000	Merged-chr2-52315890-51
Merged-chr2-125253658-21	chr2	125253336	125253843	+	0.000	0.000	Merged-chr2-125253658-21
Merged-chr14-70278888-38	chr14	70278675	70279286	+	0.000	0.000	Merged-chr14-70278888-38
Merged-chr4-149515822-34	chr4	149515652	149516020	+	0.000	0.000	Merged-chr4-149515822-34
Merged-chr1-74373535-14	chr1	74373168	74373825	+	0.000	0.000	Merged-chr1-74373535-14
Merged-chrX-93701009-42	chrX	93700821	93701239	+	0.000	0.000	Merged-chrX-93701009-42
Merged-chr2-132253015-87	chr2	132252707	132253231	+	0.000	0.000	Merged-chr2-132253015-87
Merged-chr10-42031220-30	chr10	42031019	42031409	+	0.000	0.000	Merged-chr10-42031220-30
Merged-chr8-91082333-75	chr8	91081893	91082696	+	0.000	0.000	Merged-chr8-91082333-75
Merged-chr15-102234091-17	chr15	102233864	102234419	+	0.000	0.000	Merged-chr15-102234091-17
Merged-chr3-93555296-85	chr3	93554862	93555694	+	0.000	0.000	Merged-chr3-93555296-85
Merged-chr3-104796074-2	chr3	104795881	104796270	+	0.000	0.000	Merged-chr3-104796074-2
Merged-chr19-56762004-4	chr19	56761902	56762110	+	0.000	0.000	Merged-chr19-56762004-4
Merged-chr8-115411945-32	chr8	115411704	115412165	+	0.000	0.000	Merged-chr8-115411945-32
Merged-chr10-8415419-33	chr10	8415231	8415610	+	0.000	0.000	Merged-chr10-8415419-33
Merged-chr5-62715704-38	chr5	62715419	62716249	+	0.000	0.000	Merged-chr5-62715704-38
Merged-chr2-128454709-13	chr2	128454524	128454902	+	0.000	0.000	Merged-chr2-128454709-13
Merged-chr13-95891948-150	chr13	95891676	95892482	+	0.000	0.000	Merged-chr13-95891948-150
Merged-chr19-11065390-31	chr19	11065212	11065604	+	0.000	0.000	Merged-chr19-11065390-31
Merged-chr3-84672358-8	chr3	84672181	84672589	+	0.000	0.000	Merged-chr3-84672358-8
Merged-chr13-101867000-14	chr13	101866796	101867258	+	0.000	0.000	Merged-chr13-101867000-14
Merged-chr8-86891702-1	chr8	86891604	86891802	+	0.000	0.000	Merged-chr8-86891702-1
Merged-chr2-128126014-53	chr2	128125794	128126229	+	0.000	0.000	Merged-chr2-128126014-53
Merged-chr12-104209958-42	chr12	104209624	104210335	+	0.000	0.000	Merged-chr12-104209958-42
Merged-chr4-98923559-149	chr4	98923121	98923838	+	0.000	0.000	Merged-chr4-98923559-149
Merged-chr1-171677833-5	chr1	171677709	171677980	+	0.000	0.000	Merged-chr1-171677833-5
Merged-chr9-95845141-41	chr9	95844931	95845343	+	0.000	0.000	Merged-chr9-95845141-41
Merged-chr11-53785670-24	chr11	53785421	53785918	+	0.000	0.000	Merged-chr11-53785670-24
Merged-chr1-134059074-13	chr1	134058952	134059221	+	0.000	0.000	Merged-chr1-134059074-13
Merged-chr2-105380624-1	chr2	105380526	105380724	+	0.000	0.000	Merged-chr2-105380624-1
Merged-chr5-21354717-33	chr5	21354417	21354961	+	0.000	0.000	Merged-chr5-21354717-33
Merged-chr14-72887877-24	chr14	72887678	72888084	+	0.000	0.000	Merged-chr14-72887877-24
Merged-chr1-181866572-42	chr1	181866235	181866855	+	0.000	0.000	Merged-chr1-181866572-42
Merged-chr4-8812564-41	chr4	8812355	8812727	+	0.000	0.000	Merged-chr4-8812564-41
Merged-chr11-109480065-23	chr11	109479728	109480388	+	0.000	0.000	Merged-chr11-109480065-23
Merged-chr19-41321209-31	chr19	41321056	41321425	+	0.000	0.000	Merged-chr19-41321209-31
Merged-chr2-167363421-42	chr2	167363167	167363627	+	0.000	0.000	Merged-chr2-167363421-42
Merged-chr7-132931475-89	chr7	132931025	132931721	+	0.000	0.000	Merged-chr7-132931475-89
Merged-chr16-78606501-17	chr16	78606299	78606731	+	0.000	0.000	Merged-chr16-78606501-17
Merged-chr10-80678303-41	chr10	80678121	80678527	+	0.000	0.000	Merged-chr10-80678303-41
Merged-chr1-191738954-40	chr1	191738562	191739234	+	0.000	0.000	Merged-chr1-191738954-40
Merged-chr15-78926202-1	chr15	78926104	78926302	+	0.000	0.000	Merged-chr15-78926202-1
Merged-chr8-115450993-14	chr8	115450776	115451162	+	0.000	0.000	Merged-chr8-115450993-14
Merged-chr7-97361642-27	chr7	97361441	97361844	+	0.000	0.000	Merged-chr7-97361642-27
Merged-chr19-29047906-64	chr19	29047615	29048178	+	0.000	0.000	Merged-chr19-29047906-64
Merged-chr1-134083206-23	chr1	134082999	134083451	+	0.000	0.000	Merged-chr1-134083206-23
Merged-chr8-115408581-14	chr8	115408428	115408760	+	0.000	0.000	Merged-chr8-115408581-14
Merged-chr1-189707798-1	chr1	189707700	189707898	+	0.000	0.000	Merged-chr1-189707798-1
Merged-chr6-56704515-65	chr6	56704048	56704824	+	0.000	0.000	Merged-chr6-56704515-65
Merged-chr9-54624263-10	chr9	54624043	54624500	+	0.000	0.000	Merged-chr9-54624263-10
Merged-chr13-37977241-6	chr13	37977026	37977408	+	0.000	0.000	Merged-chr13-37977241-6
Merged-chr16-46119458-1	chr16	46119360	46119558	+	0.000	0.000	Merged-chr16-46119458-1
