#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr1-159812982-41	chr1	159812678	159813194	+	0.000	0.000	Merged-chr1-159812982-41
Merged-chr2-128159167-18	chr2	128158986	128159397	+	0.000	0.000	Merged-chr2-128159167-18
Merged-chr11-6444447-69	chr11	6444227	6444773	+	0.000	0.000	Merged-chr11-6444447-69
Merged-chr2-180741561-6	chr2	180741432	180741711	+	0.000	0.000	Merged-chr2-180741561-6
Merged-chr9-61925004-1	chr9	61924906	61925104	+	0.000	0.000	Merged-chr9-61925004-1
Merged-chr4-147941137-73	chr4	147940685	147941635	+	0.000	0.000	Merged-chr4-147941137-73
Merged-chr18-65800547-87	chr18	65800259	65800878	+	0.000	0.000	Merged-chr18-65800547-87
Merged-chr7-81213018-117	chr7	81212302	81213701	+	0.000	0.000	Merged-chr7-81213018-117
Merged-chr12-24651602-128	chr12	24651368	24651850	+	0.000	0.000	Merged-chr12-24651602-128
Merged-chr15-78898744-12	chr15	78898596	78898915	+	0.000	0.000	Merged-chr15-78898744-12
Merged-chr4-133024379-9	chr4	133024085	133024543	+	0.000	0.000	Merged-chr4-133024379-9
Merged-chr14-121315210-25	chr14	121314886	121315534	+	0.000	0.000	Merged-chr14-121315210-25
Merged-chr3-9865758-64	chr3	9865430	9866037	+	0.000	0.000	Merged-chr3-9865758-64
Merged-chr18-73792678-3	chr18	73792554	73792792	+	0.000	0.000	Merged-chr18-73792678-3
Merged-chr7-80534916-95	chr7	80534678	80535100	+	0.000	0.000	Merged-chr7-80534916-95
Merged-chr13-75797907-63	chr13	75797664	75798137	+	0.000	0.000	Merged-chr13-75797907-63
Merged-chr5-62772215-28	chr5	62771937	62772520	+	0.000	0.000	Merged-chr5-62772215-28
Merged-chr14-103630729-17	chr14	103630557	103630942	+	0.000	0.000	Merged-chr14-103630729-17
Merged-chr2-79270307-14	chr2	79270058	79270543	+	0.000	0.000	Merged-chr2-79270307-14
Merged-chr13-60897577-48	chr13	60897236	60897830	+	0.000	0.000	Merged-chr13-60897577-48
Merged-chr9-32570830-16	chr9	32570600	32570985	+	0.000	0.000	Merged-chr9-32570830-16
Merged-chr17-87299066-53	chr17	87298673	87299391	+	0.000	0.000	Merged-chr17-87299066-53
Merged-chr10-9856019-18	chr10	9855657	9856239	+	0.000	0.000	Merged-chr10-9856019-18
Merged-chr14-25493554-23	chr14	25493301	25493879	+	0.000	0.000	Merged-chr14-25493554-23
Merged-chr2-52176630-15	chr2	52176409	52176850	+	0.000	0.000	Merged-chr2-52176630-15
Merged-chr5-113506279-23	chr5	113505928	113506765	+	0.000	0.000	Merged-chr5-113506279-23
Merged-chr13-101706581-30	chr13	101706371	101706776	+	0.000	0.000	Merged-chr13-101706581-30
Merged-chr12-24652044-2	chr12	24651911	24652180	+	0.000	0.000	Merged-chr12-24652044-2
Merged-chr3-84630888-13	chr3	84630644	84631038	+	0.000	0.000	Merged-chr3-84630888-13
Merged-chr1-193329901-89	chr1	193329502	193330704	+	0.000	0.000	Merged-chr1-193329901-89
Merged-chr6-135511219-1	chr6	135511121	135511319	+	0.000	0.000	Merged-chr6-135511219-1
Merged-chr4-134460498-5	chr4	134460317	134460698	+	0.000	0.000	Merged-chr4-134460498-5
Merged-chr3-9786855-28	chr3	9786588	9787101	+	0.000	0.000	Merged-chr3-9786855-28
Merged-chr10-40381472-1	chr10	40381374	40381572	+	0.000	0.000	Merged-chr10-40381472-1
Merged-chr14-75786967-70	chr14	75786761	75787304	+	0.000	0.000	Merged-chr14-75786967-70
Merged-chr5-105152132-21	chr5	105151923	105152340	+	0.000	0.000	Merged-chr5-105152132-21
Merged-chr18-89126622-17	chr18	89126438	89126816	+	0.000	0.000	Merged-chr18-89126622-17
Merged-chr7-13038148-88	chr7	13037964	13038533	+	0.000	0.000	Merged-chr7-13038148-88
Merged-chr15-78896310-38	chr15	78896028	78896545	+	0.000	0.000	Merged-chr15-78896310-38
Merged-chr13-101996413-4	chr13	101996204	101996582	+	0.000	0.000	Merged-chr13-101996413-4
Merged-chr17-35861437-48	chr17	35861112	35861618	+	0.000	0.000	Merged-chr17-35861437-48
Merged-chr14-121345907-1	chr14	121345809	121346007	+	0.000	0.000	Merged-chr14-121345907-1
Merged-chr2-53215671-1	chr2	53215573	53215771	+	0.000	0.000	Merged-chr2-53215671-1
Merged-chr2-105386581-16	chr2	105386403	105386763	+	0.000	0.000	Merged-chr2-105386581-16
Merged-chr7-113498519-10	chr7	113498379	113498693	+	0.000	0.000	Merged-chr7-113498519-10
Merged-chr3-86677937-13	chr3	86677776	86678102	+	0.000	0.000	Merged-chr3-86677937-13
Merged-chr3-136770294-2	chr3	136770166	136770425	+	0.000	0.000	Merged-chr3-136770294-2
Merged-chr17-31871254-26	chr17	31870834	31871532	+	0.000	0.000	Merged-chr17-31871254-26
Merged-chr1-86509613-36	chr1	86509419	86509877	+	0.000	0.000	Merged-chr1-86509613-36
Merged-chr11-67559520-1	chr11	67559422	67559620	+	0.000	0.000	Merged-chr11-67559520-1
Merged-chr14-121427118-15	chr14	121426946	121427272	+	0.000	0.000	Merged-chr14-121427118-15
Merged-chr10-117784888-21	chr10	117784664	117785091	+	0.000	0.000	Merged-chr10-117784888-21
Merged-chr7-140132446-5	chr7	140132290	140132624	+	0.000	0.000	Merged-chr7-140132446-5
Merged-chr10-111473372-63	chr10	111472948	111473670	+	0.000	0.000	Merged-chr10-111473372-63
Merged-chr18-46176178-68	chr18	46175918	46176426	+	0.000	0.000	Merged-chr18-46176178-68
Merged-chr2-126474389-26	chr2	126474116	126474760	+	0.000	0.000	Merged-chr2-126474389-26
Merged-chr3-137078115-4	chr3	137077798	137078430	+	0.000	0.000	Merged-chr3-137078115-4
Merged-chr8-71561650-3	chr8	71561509	71561774	+	0.000	0.000	Merged-chr8-71561650-3
Merged-chr2-34913958-69	chr2	34913044	34914662	+	0.000	0.000	Merged-chr2-34913958-69
Merged-chr7-114117392-99	chr7	114116758	114117951	+	0.000	0.000	Merged-chr7-114117392-99
Merged-chr9-52048323-85	chr9	52047878	52048544	+	0.000	0.000	Merged-chr9-52048323-85
Merged-chr1-191711825-10	chr1	191711686	191711968	+	0.000	0.000	Merged-chr1-191711825-10
Merged-chr10-83951656-1	chr10	83951558	83951756	+	0.000	0.000	Merged-chr10-83951656-1
Merged-chr2-167313855-44	chr2	167313655	167314090	+	0.000	0.000	Merged-chr2-167313855-44
Merged-chr17-12119311-105	chr17	12118921	12119981	+	0.000	0.000	Merged-chr17-12119311-105
Merged-chr3-96570858-20	chr3	96570642	96571034	+	0.000	0.000	Merged-chr3-96570858-20
Merged-chr13-21787399-71	chr13	21787191	21787622	+	0.000	0.000	Merged-chr13-21787399-71
Merged-chr5-33658141-114	chr5	33657933	33658359	+	0.000	0.000	Merged-chr5-33658141-114
Merged-chr4-152477703-71	chr4	152477412	152477934	+	0.000	0.000	Merged-chr4-152477703-71
Merged-chr4-43936425-4	chr4	43936290	43936583	+	0.000	0.000	Merged-chr4-43936425-4
Merged-chr4-8954532-7	chr4	8954378	8954681	+	0.000	0.000	Merged-chr4-8954532-7
Merged-chr11-104538419-8	chr11	104538230	104538558	+	0.000	0.000	Merged-chr11-104538419-8
Merged-chr13-101782630-7	chr13	101782437	101782808	+	0.000	0.000	Merged-chr13-101782630-7
Merged-chr7-99946527-26	chr7	99946262	99946771	+	0.000	0.000	Merged-chr7-99946527-26
Merged-chr8-53638122-1	chr8	53638024	53638222	+	0.000	0.000	Merged-chr8-53638122-1
Merged-chr13-101702260-81	chr13	101701953	101702598	+	0.000	0.000	Merged-chr13-101702260-81
Merged-chr8-116073444-1	chr8	116073346	116073544	+	0.000	0.000	Merged-chr8-116073444-1
Merged-chr11-53775083-5	chr11	53774927	53775261	+	0.000	0.000	Merged-chr11-53775083-5
Merged-chr10-83719047-59	chr10	83718791	83719256	+	0.000	0.000	Merged-chr10-83719047-59
Merged-chr4-117133999-76	chr4	117133395	117134322	+	0.000	0.000	Merged-chr4-117133999-76
Merged-chr2-9564694-16	chr2	9564509	9564859	+	0.000	0.000	Merged-chr2-9564694-16
Merged-chr17-48466693-2	chr17	48466577	48466811	+	0.000	0.000	Merged-chr17-48466693-2
Merged-chr8-106973584-40	chr8	106973222	106973903	+	0.000	0.000	Merged-chr8-106973584-40
Merged-chr6-108844262-40	chr6	108844052	108844457	+	0.000	0.000	Merged-chr6-108844262-40
Merged-chr18-4920438-58	chr18	4920218	4920640	+	0.000	0.000	Merged-chr18-4920438-58
Merged-chr8-18950847-75	chr8	18950603	18951150	+	0.000	0.000	Merged-chr8-18950847-75
Merged-chr1-160045410-8	chr1	160045207	160045717	+	0.000	0.000	Merged-chr1-160045410-8
Merged-chr1-74373535-14	chr1	74373168	74373825	+	0.000	0.000	Merged-chr1-74373535-14
Merged-chr14-121366379-77	chr14	121366144	121366596	+	0.000	0.000	Merged-chr14-121366379-77
Merged-chr2-132253015-87	chr2	132252707	132253231	+	0.000	0.000	Merged-chr2-132253015-87
Merged-chr10-42031220-30	chr10	42031019	42031409	+	0.000	0.000	Merged-chr10-42031220-30
Merged-chr3-93555296-85	chr3	93554862	93555694	+	0.000	0.000	Merged-chr3-93555296-85
Merged-chr3-9816471-2	chr3	9816362	9816583	+	0.000	0.000	Merged-chr3-9816471-2
Merged-chr18-26015228-1	chr18	26015130	26015328	+	0.000	0.000	Merged-chr18-26015228-1
Merged-chr10-44708515-1	chr10	44708417	44708615	+	0.000	0.000	Merged-chr10-44708515-1
Merged-chr4-8783505-39	chr4	8783290	8783738	+	0.000	0.000	Merged-chr4-8783505-39
Merged-chr17-12768899-10	chr17	12768663	12769075	+	0.000	0.000	Merged-chr17-12768899-10
Merged-chr13-95891948-150	chr13	95891676	95892482	+	0.000	0.000	Merged-chr13-95891948-150
Merged-chr4-24574483-23	chr4	24574297	24574666	+	0.000	0.000	Merged-chr4-24574483-23
Merged-chr13-101867000-14	chr13	101866796	101867258	+	0.000	0.000	Merged-chr13-101867000-14
Merged-chr8-86891702-1	chr8	86891604	86891802	+	0.000	0.000	Merged-chr8-86891702-1
Merged-chr2-128126014-53	chr2	128125794	128126229	+	0.000	0.000	Merged-chr2-128126014-53
Merged-chr12-104209958-42	chr12	104209624	104210335	+	0.000	0.000	Merged-chr12-104209958-42
Merged-chr4-98923559-149	chr4	98923121	98923838	+	0.000	0.000	Merged-chr4-98923559-149
Merged-chr13-63261451-54	chr13	63261176	63261689	+	0.000	0.000	Merged-chr13-63261451-54
Merged-chr12-55080362-72	chr12	55080075	55080597	+	0.000	0.000	Merged-chr12-55080362-72
Merged-chr2-113914576-9	chr2	113914412	113914798	+	0.000	0.000	Merged-chr2-113914576-9
Merged-chr7-30535126-64	chr7	30534955	30535383	+	0.000	0.000	Merged-chr7-30535126-64
Merged-chr9-95845141-41	chr9	95844931	95845343	+	0.000	0.000	Merged-chr9-95845141-41
Merged-chr1-134059074-13	chr1	134058952	134059221	+	0.000	0.000	Merged-chr1-134059074-13
Merged-chr2-105380624-1	chr2	105380526	105380724	+	0.000	0.000	Merged-chr2-105380624-1
Merged-chr16-49848808-26	chr16	49848477	49849020	+	0.000	0.000	Merged-chr16-49848808-26
Merged-chr4-8812564-41	chr4	8812355	8812727	+	0.000	0.000	Merged-chr4-8812564-41
Merged-chr19-41259056-20	chr19	41258891	41259214	+	0.000	0.000	Merged-chr19-41259056-20
Merged-chr7-132931475-89	chr7	132931025	132931721	+	0.000	0.000	Merged-chr7-132931475-89
Merged-chr16-78606501-17	chr16	78606299	78606731	+	0.000	0.000	Merged-chr16-78606501-17
Merged-chr10-80678303-41	chr10	80678121	80678527	+	0.000	0.000	Merged-chr10-80678303-41
Merged-chr8-115450993-14	chr8	115450776	115451162	+	0.000	0.000	Merged-chr8-115450993-14
Merged-chr19-29047906-64	chr19	29047615	29048178	+	0.000	0.000	Merged-chr19-29047906-64
Merged-chr2-52633032-17	chr2	52632804	52633340	+	0.000	0.000	Merged-chr2-52633032-17
Merged-chr1-189707798-1	chr1	189707700	189707898	+	0.000	0.000	Merged-chr1-189707798-1
Merged-chr6-56704515-65	chr6	56704048	56704824	+	0.000	0.000	Merged-chr6-56704515-65
Merged-chr6-127178132-9	chr6	127177846	127178314	+	0.000	0.000	Merged-chr6-127178132-9
Merged-chr9-54624263-10	chr9	54624043	54624500	+	0.000	0.000	Merged-chr9-54624263-10
Merged-chr4-72142320-1	chr4	72142222	72142420	+	0.000	0.000	Merged-chr4-72142320-1
Merged-chr16-46119458-1	chr16	46119360	46119558	+	0.000	0.000	Merged-chr16-46119458-1
Merged-chr3-84814696-110	chr3	84814168	84815002	+	0.000	0.000	Merged-chr3-84814696-110
Merged-chr15-78810431-5	chr15	78810277	78810604	+	0.000	0.000	Merged-chr15-78810431-5
Merged-chr13-62964984-53	chr13	62964731	62965275	+	0.000	0.000	Merged-chr13-62964984-53
Merged-chr3-144065281-1	chr3	144065183	144065381	+	0.000	0.000	Merged-chr3-144065281-1
Merged-chr18-75410439-27	chr18	75410137	75410671	+	0.000	0.000	Merged-chr18-75410439-27
Merged-chr17-53479369-95	chr17	53479039	53479615	+	0.000	0.000	Merged-chr17-53479369-95
Merged-chr6-85587692-79	chr6	85587485	85587921	+	0.000	0.000	Merged-chr6-85587692-79
Merged-chr2-163048277-32	chr2	163048063	163048466	+	0.000	0.000	Merged-chr2-163048277-32
Merged-chr2-128325647-45	chr2	128325425	128325860	+	0.000	0.000	Merged-chr2-128325647-45
Merged-chr2-65133825-19	chr2	65133661	65133990	+	0.000	0.000	Merged-chr2-65133825-19
Merged-chr2-156882642-42	chr2	156882429	156882823	+	0.000	0.000	Merged-chr2-156882642-42
Merged-chr10-41810228-135	chr10	41810003	41810514	+	0.000	0.000	Merged-chr10-41810228-135
Merged-chr13-24603771-27	chr13	24603052	24604280	+	0.000	0.000	Merged-chr13-24603771-27
Merged-chr14-59943344-19	chr14	59943166	59943564	+	0.000	0.000	Merged-chr14-59943344-19
Merged-chr10-128536413-59	chr10	128536074	128536648	+	0.000	0.000	Merged-chr10-128536413-59
Merged-chr11-101665520-54	chr11	101665316	101665764	+	0.000	0.000	Merged-chr11-101665520-54
Merged-chr17-12759489-26	chr17	12759191	12759874	+	0.000	0.000	Merged-chr17-12759489-26
Merged-chr9-75197363-8	chr9	75197197	75197522	+	0.000	0.000	Merged-chr9-75197363-8
Merged-chr10-94378414-58	chr10	94378130	94378707	+	0.000	0.000	Merged-chr10-94378414-58
Merged-chr8-18899149-53	chr8	18898940	18899328	+	0.000	0.000	Merged-chr8-18899149-53
Merged-chr2-9871528-52	chr2	9871166	9871884	+	0.000	0.000	Merged-chr2-9871528-52
Merged-chr1-88641957-1	chr1	88641859	88642057	+	0.000	0.000	Merged-chr1-88641957-1
Merged-chr17-28460144-1	chr17	28460046	28460244	+	0.000	0.000	Merged-chr17-28460144-1
Merged-chr2-112507413-30	chr2	112506951	112507761	+	0.000	0.000	Merged-chr2-112507413-30
Merged-chr17-12210892-24	chr17	12210726	12211099	+	0.000	0.000	Merged-chr17-12210892-24
Merged-chr13-60895855-39	chr13	60895392	60896102	+	0.000	0.000	Merged-chr13-60895855-39
Merged-chr10-40420105-24	chr10	40419800	40420411	+	0.000	0.000	Merged-chr10-40420105-24
Merged-chr2-79126443-5	chr2	79126314	79126570	+	0.000	0.000	Merged-chr2-79126443-5
Merged-chrX-164406476-50	chrX	164406103	164406761	+	0.000	0.000	Merged-chrX-164406476-50
Merged-chr3-89963361-50	chr3	89963058	89963748	+	0.000	0.000	Merged-chr3-89963361-50
Merged-chr8-111956180-5	chr8	111956034	111956306	+	0.000	0.000	Merged-chr8-111956180-5
Merged-chr18-73836360-8	chr18	73836226	73836550	+	0.000	0.000	Merged-chr18-73836360-8
Merged-chr8-84847115-67	chr8	84846795	84847498	+	0.000	0.000	Merged-chr8-84847115-67
Merged-chr15-37791707-76	chr15	37791000	37792226	+	0.000	0.000	Merged-chr15-37791707-76
Merged-chr14-34347243-1	chr14	34347145	34347343	+	0.000	0.000	Merged-chr14-34347243-1
Merged-chr2-52455990-26	chr2	52455757	52456210	+	0.000	0.000	Merged-chr2-52455990-26
Merged-chr13-114935699-10	chr13	114935563	114935818	+	0.000	0.000	Merged-chr13-114935699-10
Merged-chr10-7663118-116	chr10	7662892	7663515	+	0.000	0.000	Merged-chr10-7663118-116
Merged-chr10-10108499-1	chr10	10108401	10108599	+	0.000	0.000	Merged-chr10-10108499-1
Merged-chr12-55079958-2	chr12	55079860	55080058	+	0.000	0.000	Merged-chr12-55079958-2
Merged-chr4-45342285-81	chr4	45341890	45342543	+	0.000	0.000	Merged-chr4-45342285-81
Merged-chr10-30357856-1	chr10	30357758	30357956	+	0.000	0.000	Merged-chr10-30357856-1
Merged-chr1-135144075-7	chr1	135143907	135144233	+	0.000	0.000	Merged-chr1-135144075-7
Merged-chr5-105142095-6	chr5	105141973	105142214	+	0.000	0.000	Merged-chr5-105142095-6
Merged-chr1-191718229-88	chr1	191717807	191718487	+	0.000	0.000	Merged-chr1-191718229-88
Merged-chr6-99660644-7	chr6	99660425	99660788	+	0.000	0.000	Merged-chr6-99660644-7
Merged-chr2-99830574-1	chr2	99830476	99830674	+	0.000	0.000	Merged-chr2-99830574-1
Merged-chr14-26969928-1	chr14	26969830	26970028	+	0.000	0.000	Merged-chr14-26969928-1
Merged-chr18-25538355-42	chr18	25537885	25538656	+	0.000	0.000	Merged-chr18-25538355-42
Merged-chr10-19578163-111	chr10	19577963	19578561	+	0.000	0.000	Merged-chr10-19578163-111
Merged-chr1-37624443-7	chr1	37624269	37624650	+	0.000	0.000	Merged-chr1-37624443-7
Merged-chr15-52753697-52	chr15	52753445	52754065	+	0.000	0.000	Merged-chr15-52753697-52
Merged-chr2-11266630-41	chr2	11266362	11266870	+	0.000	0.000	Merged-chr2-11266630-41
Merged-chr9-24503196-85	chr9	24502575	24503632	+	0.000	0.000	Merged-chr9-24503196-85
Merged-chr12-65172767-62	chr12	65172570	65173049	+	0.000	0.000	Merged-chr12-65172767-62
Merged-chr13-101759388-22	chr13	101759141	101759625	+	0.000	0.000	Merged-chr13-101759388-22
Merged-chr17-73744139-30	chr17	73743917	73744518	+	0.000	0.000	Merged-chr17-73744139-30
Merged-chr10-91270922-111	chr10	91270395	91271470	+	0.000	0.000	Merged-chr10-91270922-111
Merged-chr17-44121634-62	chr17	44121367	44121915	+	0.000	0.000	Merged-chr17-44121634-62
Merged-chr3-136611929-48	chr3	136611619	136612165	+	0.000	0.000	Merged-chr3-136611929-48
Merged-chr18-84028993-5	chr18	84028744	84029188	+	0.000	0.000	Merged-chr18-84028993-5
Merged-chr2-84936786-78	chr2	84936396	84937294	+	0.000	0.000	Merged-chr2-84936786-78
Merged-chr14-102828632-27	chr14	102828242	102828874	+	0.000	0.000	Merged-chr14-102828632-27
Merged-chr8-75108809-1	chr8	75108711	75108909	+	0.000	0.000	Merged-chr8-75108809-1
Merged-chr7-80554988-53	chr7	80554759	80555237	+	0.000	0.000	Merged-chr7-80554988-53
Merged-chr4-89460036-10	chr4	89459657	89460437	+	0.000	0.000	Merged-chr4-89460036-10
Merged-chr18-75374196-25	chr18	75373898	75374376	+	0.000	0.000	Merged-chr18-75374196-25
Merged-chr7-114087483-1	chr7	114087385	114087583	+	0.000	0.000	Merged-chr7-114087483-1
Merged-chr5-113539366-106	chr5	113538836	113539864	+	0.000	0.000	Merged-chr5-113539366-106
Merged-chr18-83993380-25	chr18	83993106	83993602	+	0.000	0.000	Merged-chr18-83993380-25
Merged-chr5-151704265-4	chr5	151704150	151704382	+	0.000	0.000	Merged-chr5-151704265-4
Merged-chr4-70601569-19	chr4	70601380	70601813	+	0.000	0.000	Merged-chr4-70601569-19
Merged-chr2-128156895-3	chr2	128156768	128157048	+	0.000	0.000	Merged-chr2-128156895-3
Merged-chr9-64779197-1	chr9	64779099	64779297	+	0.000	0.000	Merged-chr9-64779197-1
Merged-chr2-9801686-39	chr2	9801488	9801902	+	0.000	0.000	Merged-chr2-9801686-39
Merged-chr16-58546287-56	chr16	58545929	58546518	+	0.000	0.000	Merged-chr16-58546287-56
Merged-chr14-25476250-18	chr14	25476005	25476480	+	0.000	0.000	Merged-chr14-25476250-18
Merged-chr1-191480137-17	chr1	191479947	191480356	+	0.000	0.000	Merged-chr1-191480137-17
Merged-chr2-105445684-1	chr2	105445586	105445784	+	0.000	0.000	Merged-chr2-105445684-1
Merged-chr10-81525209-7	chr10	81525075	81525363	+	0.000	0.000	Merged-chr10-81525209-7
Merged-chr11-86201323-63	chr11	86201033	86201732	+	0.000	0.000	Merged-chr11-86201323-63
Merged-chr2-128318457-15	chr2	128318281	128318599	+	0.000	0.000	Merged-chr2-128318457-15
Merged-chr9-72962077-55	chr9	72961822	72962313	+	0.000	0.000	Merged-chr9-72962077-55
Merged-chr2-53330787-9	chr2	53330439	53331038	+	0.000	0.000	Merged-chr2-53330787-9
Merged-chr6-127155147-8	chr6	127154873	127155495	+	0.000	0.000	Merged-chr6-127155147-8
Merged-chr12-111814044-70	chr12	111813750	111814389	+	0.000	0.000	Merged-chr12-111814044-70
Merged-chr4-8822763-11	chr4	8822598	8822933	+	0.000	0.000	Merged-chr4-8822763-11
