#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr5-114194325-12	chr5	114194157	114194526	+	0.000	0.000	Merged-chr5-114194325-12
Merged-chr3-131112434-113	chr3	131111987	131112840	+	0.000	0.000	Merged-chr3-131112434-113
Merged-chr18-50028414-49	chr18	50028184	50028641	+	0.000	0.000	Merged-chr18-50028414-49
Merged-chr1-69454132-24	chr1	69453805	69454490	+	0.000	0.000	Merged-chr1-69454132-24
Merged-chr15-99365057-34	chr15	99364786	99365250	+	0.000	0.000	Merged-chr15-99365057-34
Merged-chr11-119352427-33	chr11	119352120	119352642	+	0.000	0.000	Merged-chr11-119352427-33
Merged-chr6-117874923-6	chr6	117874776	117875069	+	0.000	0.000	Merged-chr6-117874923-6
Merged-chr4-137883798-33	chr4	137883579	137884079	+	0.000	0.000	Merged-chr4-137883798-33
Merged-chr7-132385485-1	chr7	132385387	132385585	+	0.000	0.000	Merged-chr7-132385485-1
Merged-chr17-47221287-27	chr17	47221069	47221673	+	0.000	0.000	Merged-chr17-47221287-27
Merged-chr11-101582263-20	chr11	101581999	101582436	+	0.000	0.000	Merged-chr11-101582263-20
Merged-chr15-93665771-1	chr15	93665673	93665871	+	0.000	0.000	Merged-chr15-93665771-1
Merged-chr19-34306924-50	chr19	34306733	34307105	+	0.000	0.000	Merged-chr19-34306924-50
Merged-chr10-17443586-1	chr10	17443488	17443686	+	0.000	0.000	Merged-chr10-17443586-1
Merged-chr2-18937882-20	chr2	18937736	18938082	+	0.000	0.000	Merged-chr2-18937882-20
Merged-chr16-57471112-83	chr16	57470768	57471539	+	0.000	0.000	Merged-chr16-57471112-83
Merged-chr1-163779662-61	chr1	163779351	163779924	+	0.000	0.000	Merged-chr1-163779662-61
Merged-chr7-35992831-7	chr7	35992627	35993039	+	0.000	0.000	Merged-chr7-35992831-7
Merged-chr5-118048714-34	chr5	118048417	118049073	+	0.000	0.000	Merged-chr5-118048714-34
Merged-chr7-141269013-12	chr7	141268819	141269219	+	0.000	0.000	Merged-chr7-141269013-12
Merged-chr11-5300074-11	chr11	5299816	5300340	+	0.000	0.000	Merged-chr11-5300074-11
Merged-chr18-61208374-2	chr18	61208256	61208495	+	0.000	0.000	Merged-chr18-61208374-2
Merged-chr5-72636293-57	chr5	72636044	72636552	+	0.000	0.000	Merged-chr5-72636293-57
Merged-chr7-143002996-1	chr7	143002898	143003096	+	0.000	0.000	Merged-chr7-143002996-1
Merged-chr10-25185355-12	chr10	25185152	25185615	+	0.000	0.000	Merged-chr10-25185355-12
Merged-chr14-55635615-42	chr14	55635359	55635831	+	0.000	0.000	Merged-chr14-55635615-42
Merged-chr14-14703754-4	chr14	14703637	14703875	+	0.000	0.000	Merged-chr14-14703754-4
Merged-chr17-84308630-3	chr17	84308504	84308772	+	0.000	0.000	Merged-chr17-84308630-3
Merged-chr5-128981776-29	chr5	128981574	128981979	+	0.000	0.000	Merged-chr5-128981776-29
Merged-chr12-85696569-20	chr12	85696244	85696810	+	0.000	0.000	Merged-chr12-85696569-20
Merged-chr5-125106359-47	chr5	125106084	125106677	+	0.000	0.000	Merged-chr5-125106359-47
Merged-chr12-82394298-69	chr12	82394025	82394556	+	0.000	0.000	Merged-chr12-82394298-69
Merged-chr1-69753005-34	chr1	69752755	69753212	+	0.000	0.000	Merged-chr1-69753005-34
Merged-chr15-100551919-67	chr15	100551330	100552283	+	0.000	0.000	Merged-chr15-100551919-67
Merged-chr2-59647152-67	chr2	59646877	59647434	+	0.000	0.000	Merged-chr2-59647152-67
Merged-chrX-13516607-3	chrX	13516503	13516713	+	0.000	0.000	Merged-chrX-13516607-3
Merged-chr5-114213414-22	chr5	114213243	114213626	+	0.000	0.000	Merged-chr5-114213414-22
Merged-chr6-41605096-109	chr6	41604857	41605523	+	0.000	0.000	Merged-chr6-41605096-109
Merged-chr15-86087524-4	chr15	86087408	86087657	+	0.000	0.000	Merged-chr15-86087524-4
Merged-chr7-25000756-34	chr7	25000289	25001308	+	0.000	0.000	Merged-chr7-25000756-34
Merged-chr12-103425849-56	chr12	103425600	103426053	+	0.000	0.000	Merged-chr12-103425849-56
Merged-chr7-28372841-69	chr7	28372574	28373043	+	0.000	0.000	Merged-chr7-28372841-69
Merged-chr15-97605953-1	chr15	97605855	97606053	+	0.000	0.000	Merged-chr15-97605953-1
Merged-chr11-99255472-31	chr11	99255177	99255701	+	0.000	0.000	Merged-chr11-99255472-31
Merged-chr1-181230993-50	chr1	181230656	181231299	+	0.000	0.000	Merged-chr1-181230993-50
Merged-chr5-122989826-18	chr5	122989642	122990097	+	0.000	0.000	Merged-chr5-122989826-18
Merged-chr1-164973033-32	chr1	164972821	164973311	+	0.000	0.000	Merged-chr1-164973033-32
Merged-chr14-121478313-77	chr14	121477999	121478683	+	0.000	0.000	Merged-chr14-121478313-77
Merged-chr8-81857763-3	chr8	81857657	81857874	+	0.000	0.000	Merged-chr8-81857763-3
Merged-chr10-67487722-31	chr10	67487593	67487869	+	0.000	0.000	Merged-chr10-67487722-31
Merged-chr4-155354250-14	chr4	155354088	155354433	+	0.000	0.000	Merged-chr4-155354250-14
Merged-chr6-115519250-24	chr6	115518886	115519652	+	0.000	0.000	Merged-chr6-115519250-24
Merged-chr10-10558018-80	chr10	10557697	10558476	+	0.000	0.000	Merged-chr10-10558018-80
Merged-chr6-134425334-10	chr6	134425139	134425495	+	0.000	0.000	Merged-chr6-134425334-10
Merged-chr3-137871373-10	chr3	137871185	137871554	+	0.000	0.000	Merged-chr3-137871373-10
Merged-chr4-156008555-53	chr4	156008365	156008911	+	0.000	0.000	Merged-chr4-156008555-53
Merged-chr17-32947455-52	chr17	32947273	32947642	+	0.000	0.000	Merged-chr17-32947455-52
Merged-chr11-75935950-26	chr11	75935676	75936156	+	0.000	0.000	Merged-chr11-75935950-26
Merged-chr12-40795595-1	chr12	40795497	40795695	+	0.000	0.000	Merged-chr12-40795595-1
Merged-chr1-192555232-1	chr1	192555134	192555332	+	0.000	0.000	Merged-chr1-192555232-1
Merged-chr17-26009700-29	chr17	26009525	26009898	+	0.000	0.000	Merged-chr17-26009700-29
Merged-chr6-59424670-9	chr6	59424469	59424866	+	0.000	0.000	Merged-chr6-59424670-9
Merged-chr2-163166400-55	chr2	163166058	163166720	+	0.000	0.000	Merged-chr2-163166400-55
Merged-chr6-129230524-2	chr6	129230378	129230673	+	0.000	0.000	Merged-chr6-129230524-2
Merged-chr16-89973258-46	chr16	89973033	89973545	+	0.000	0.000	Merged-chr16-89973258-46
Merged-chr12-16170449-47	chr12	16170159	16170717	+	0.000	0.000	Merged-chr12-16170449-47
Merged-chr11-52273808-1	chr11	52273710	52273908	+	0.000	0.000	Merged-chr11-52273808-1
Merged-chr9-61679928-43	chr9	61679710	61680228	+	0.000	0.000	Merged-chr9-61679928-43
Merged-chr2-174602370-60	chr2	174602094	174602828	+	0.000	0.000	Merged-chr2-174602370-60
Merged-chr15-27923818-49	chr15	27923601	27924034	+	0.000	0.000	Merged-chr15-27923818-49
Merged-chr7-99381387-71	chr7	99381090	99381780	+	0.000	0.000	Merged-chr7-99381387-71
Merged-chr10-96617072-57	chr10	96616709	96617309	+	0.000	0.000	Merged-chr10-96617072-57
Merged-chr8-119441018-36	chr8	119440691	119441289	+	0.000	0.000	Merged-chr8-119441018-36
Merged-chr5-53809637-58	chr5	53809381	53809889	+	0.000	0.000	Merged-chr5-53809637-58
Merged-chrX-42500778-7	chrX	42500632	42500958	+	0.000	0.000	Merged-chrX-42500778-7
Merged-chr16-89986994-3	chr16	89986792	89987241	+	0.000	0.000	Merged-chr16-89986994-3
Merged-chr3-101948658-63	chr3	101948355	101948974	+	0.000	0.000	Merged-chr3-101948658-63
Merged-chr10-121189304-59	chr10	121189029	121189854	+	0.000	0.000	Merged-chr10-121189304-59
Merged-chr10-76844808-11	chr10	76844504	76845140	+	0.000	0.000	Merged-chr10-76844808-11
Merged-chr3-68784168-43	chr3	68783871	68784450	+	0.000	0.000	Merged-chr3-68784168-43
Merged-chr6-147487920-1	chr6	147487822	147488020	+	0.000	0.000	Merged-chr6-147487920-1
Merged-chr2-3332756-84	chr2	3332570	3332989	+	0.000	0.000	Merged-chr2-3332756-84
Merged-chr12-85280315-60	chr12	85279980	85280591	+	0.000	0.000	Merged-chr12-85280315-60
Merged-chr10-13968250-6	chr10	13968087	13968432	+	0.000	0.000	Merged-chr10-13968250-6
Merged-chr3-121370150-110	chr3	121369598	121370352	+	0.000	0.000	Merged-chr3-121370150-110
Merged-chr7-142966626-1	chr7	142966528	142966726	+	0.000	0.000	Merged-chr7-142966626-1
Merged-chr14-65343819-62	chr14	65343606	65344042	+	0.000	0.000	Merged-chr14-65343819-62
Merged-chr16-57393364-8	chr16	57393224	57393503	+	0.000	0.000	Merged-chr16-57393364-8
Merged-chr10-79097325-71	chr10	79097069	79097604	+	0.000	0.000	Merged-chr10-79097325-71
Merged-chr17-73174368-48	chr17	73174196	73174606	+	0.000	0.000	Merged-chr17-73174368-48
Merged-chr9-61671176-5	chr9	61670915	61671355	+	0.000	0.000	Merged-chr9-61671176-5
Merged-chr4-120393199-1	chr4	120393101	120393299	+	0.000	0.000	Merged-chr4-120393199-1
Merged-chr15-99333202-49	chr15	99332951	99333481	+	0.000	0.000	Merged-chr15-99333202-49
Merged-chr11-19987339-30	chr11	19987120	19987585	+	0.000	0.000	Merged-chr11-19987339-30
Merged-chr19-10949150-60	chr19	10948851	10949486	+	0.000	0.000	Merged-chr19-10949150-60
Merged-chr11-83605629-6	chr11	83605471	83605760	+	0.000	0.000	Merged-chr11-83605629-6
Merged-chr8-61234542-15	chr8	61234368	61234711	+	0.000	0.000	Merged-chr8-61234542-15
Merged-chr19-29253972-33	chr19	29253697	29254158	+	0.000	0.000	Merged-chr19-29253972-33
Merged-chr7-16207547-67	chr7	16207128	16207902	+	0.000	0.000	Merged-chr7-16207547-67
Merged-chr2-91976155-25	chr2	91975746	91976527	+	0.000	0.000	Merged-chr2-91976155-25
Merged-chr11-61670101-49	chr11	61669845	61670429	+	0.000	0.000	Merged-chr11-61670101-49
Merged-chr1-111864716-124	chr1	111864509	111865032	+	0.000	0.000	Merged-chr1-111864716-124
Merged-chr7-24134230-46	chr7	24133997	24134421	+	0.000	0.000	Merged-chr7-24134230-46
Merged-chr1-192598517-22	chr1	192598169	192598742	+	0.000	0.000	Merged-chr1-192598517-22
Merged-chr6-128793190-10	chr6	128793038	128793323	+	0.000	0.000	Merged-chr6-128793190-10
Merged-chr7-128690319-14	chr7	128690152	128690494	+	0.000	0.000	Merged-chr7-128690319-14
Merged-chr2-91070387-59	chr2	91070079	91070700	+	0.000	0.000	Merged-chr2-91070387-59
Merged-chr16-76330706-5	chr16	76330573	76330851	+	0.000	0.000	Merged-chr16-76330706-5
Merged-chr2-77148086-49	chr2	77147190	77148560	+	0.000	0.000	Merged-chr2-77148086-49
Merged-chr2-71002742-5	chr2	71002608	71002877	+	0.000	0.000	Merged-chr2-71002742-5
Merged-chr7-139412509-29	chr7	139412206	139412782	+	0.000	0.000	Merged-chr7-139412509-29
Merged-chr2-169586069-2	chr2	169585970	169586170	+	0.000	0.000	Merged-chr2-169586069-2
Merged-chr10-19934283-96	chr10	19933853	19934575	+	0.000	0.000	Merged-chr10-19934283-96
Merged-chr13-99385105-49	chr13	99384770	99385501	+	0.000	0.000	Merged-chr13-99385105-49
Merged-chr1-190562762-1	chr1	190562664	190562862	+	0.000	0.000	Merged-chr1-190562762-1
Merged-chr12-85945472-7	chr12	85945295	85945690	+	0.000	0.000	Merged-chr12-85945472-7
Merged-chr16-89872318-26	chr16	89872126	89872567	+	0.000	0.000	Merged-chr16-89872318-26
Merged-chr18-79003729-2	chr18	79003569	79003891	+	0.000	0.000	Merged-chr18-79003729-2
Merged-chr2-69710550-1	chr2	69710452	69710650	+	0.000	0.000	Merged-chr2-69710550-1
Merged-chr5-125183698-27	chr5	125183509	125183898	+	0.000	0.000	Merged-chr5-125183698-27
Merged-chr2-18917175-84	chr2	18916546	18917685	+	0.000	0.000	Merged-chr2-18917175-84
Merged-chr10-121429289-15	chr10	121429127	121429454	+	0.000	0.000	Merged-chr10-121429289-15
Merged-chr10-67503707-61	chr10	67503338	67503969	+	0.000	0.000	Merged-chr10-67503707-61
Merged-chr6-89678862-1	chr6	89678764	89678962	+	0.000	0.000	Merged-chr6-89678862-1
Merged-chr4-95800562-1	chr4	95800464	95800662	+	0.000	0.000	Merged-chr4-95800562-1
Merged-chr9-118750873-69	chr9	118750578	118751212	+	0.000	0.000	Merged-chr9-118750873-69
Merged-chr2-144646502-21	chr2	144646288	144646681	+	0.000	0.000	Merged-chr2-144646502-21
Merged-chr7-39552657-55	chr7	39552406	39552938	+	0.000	0.000	Merged-chr7-39552657-55
Merged-chr3-55440567-5	chr3	55440390	55440813	+	0.000	0.000	Merged-chr3-55440567-5
Merged-chr10-78458040-65	chr10	78457749	78458245	+	0.000	0.000	Merged-chr10-78458040-65
Merged-chr4-149308329-1	chr4	149308231	149308429	+	0.000	0.000	Merged-chr4-149308329-1
Merged-chr1-172000780-26	chr1	172000616	172000928	+	0.000	0.000	Merged-chr1-172000780-26
Merged-chr5-103425256-74	chr5	103424849	103425607	+	0.000	0.000	Merged-chr5-103425256-74
Merged-chr4-150545055-50	chr4	150544831	150545246	+	0.000	0.000	Merged-chr4-150545055-50
Merged-chr10-25296937-67	chr10	25296580	25297164	+	0.000	0.000	Merged-chr10-25296937-67
Merged-chr7-78909216-11	chr7	78909051	78909406	+	0.000	0.000	Merged-chr7-78909216-11
Merged-chr13-41584057-38	chr13	41583750	41584347	+	0.000	0.000	Merged-chr13-41584057-38
Merged-chr9-86150259-1	chr9	86150161	86150359	+	0.000	0.000	Merged-chr9-86150259-1
Merged-chr7-99449077-51	chr7	99448863	99449399	+	0.000	0.000	Merged-chr7-99449077-51
Merged-chr18-55592661-1	chr18	55592563	55592761	+	0.000	0.000	Merged-chr18-55592661-1
Merged-chr11-23770897-156	chr11	23770600	23771388	+	0.000	0.000	Merged-chr11-23770897-156
Merged-chr13-95122847-5	chr13	95122732	95122963	+	0.000	0.000	Merged-chr13-95122847-5
Merged-chr9-85844463-1	chr9	85844365	85844563	+	0.000	0.000	Merged-chr9-85844463-1
Merged-chr6-6225651-1	chr6	6225553	6225751	+	0.000	0.000	Merged-chr6-6225651-1
Merged-chr18-54900599-82	chr18	54900310	54900956	+	0.000	0.000	Merged-chr18-54900599-82
Merged-chr12-98628210-48	chr12	98627852	98628478	+	0.000	0.000	Merged-chr12-98628210-48
Merged-chr15-83629458-9	chr15	83629303	83629624	+	0.000	0.000	Merged-chr15-83629458-9
Merged-chr11-75913481-1	chr11	75913383	75913581	+	0.000	0.000	Merged-chr11-75913481-1
Merged-chr3-121478757-1	chr3	121478659	121478857	+	0.000	0.000	Merged-chr3-121478757-1
Merged-chr10-7816759-33	chr10	7816513	7817016	+	0.000	0.000	Merged-chr10-7816759-33
Merged-chr9-86090160-1	chr9	86090062	86090260	+	0.000	0.000	Merged-chr9-86090160-1
Merged-chr15-99341315-43	chr15	99341073	99341631	+	0.000	0.000	Merged-chr15-99341315-43
Merged-chr3-51906016-20	chr3	51905767	51906270	+	0.000	0.000	Merged-chr3-51906016-20
Merged-chr6-147570106-1	chr6	147570008	147570206	+	0.000	0.000	Merged-chr6-147570106-1
Merged-chr2-131492046-74	chr2	131491669	131492541	+	0.000	0.000	Merged-chr2-131492046-74
Merged-chr12-16133558-59	chr12	16133177	16133934	+	0.000	0.000	Merged-chr12-16133558-59
Merged-chr7-132367272-1	chr7	132367174	132367372	+	0.000	0.000	Merged-chr7-132367272-1
Merged-chr9-102835165-61	chr9	102834947	102835517	+	0.000	0.000	Merged-chr9-102835165-61
Merged-chr12-36025776-21	chr12	36025568	36026049	+	0.000	0.000	Merged-chr12-36025776-21
Merged-chr1-155195240-7	chr1	155195038	155195497	+	0.000	0.000	Merged-chr1-155195240-7
Merged-chr7-64196267-19	chr7	64196111	64196400	+	0.000	0.000	Merged-chr7-64196267-19
Merged-chr16-90143761-94	chr16	90143394	90144135	+	0.000	0.000	Merged-chr16-90143761-94
Merged-chr2-180051185-31	chr2	180050951	180051465	+	0.000	0.000	Merged-chr2-180051185-31
Merged-chr13-35870796-1	chr13	35870698	35870896	+	0.000	0.000	Merged-chr13-35870796-1
Merged-chr15-93519280-70	chr15	93519021	93519512	+	0.000	0.000	Merged-chr15-93519280-70
Merged-chr16-97541482-2	chr16	97541343	97541623	+	0.000	0.000	Merged-chr16-97541482-2
Merged-chr10-20865092-37	chr10	20864878	20865406	+	0.000	0.000	Merged-chr10-20865092-37
Merged-chr7-141058987-66	chr7	141058810	141059539	+	0.000	0.000	Merged-chr7-141058987-66
Merged-chr1-35890528-67	chr1	35890288	35890825	+	0.000	0.000	Merged-chr1-35890528-67
Merged-chr8-70572293-1	chr8	70572195	70572393	+	0.000	0.000	Merged-chr8-70572293-1
Merged-chr1-94040599-7	chr1	94040485	94040715	+	0.000	0.000	Merged-chr1-94040599-7
Merged-chr16-76337291-62	chr16	76337040	76337718	+	0.000	0.000	Merged-chr16-76337291-62
Merged-chr4-95392409-2	chr4	95392218	95392602	+	0.000	0.000	Merged-chr4-95392409-2
Merged-chr11-60305750-27	chr11	60305526	60306074	+	0.000	0.000	Merged-chr11-60305750-27
Merged-chr1-155140247-32	chr1	155140043	155140459	+	0.000	0.000	Merged-chr1-155140247-32
Merged-chr7-16205032-23	chr7	16204861	16205326	+	0.000	0.000	Merged-chr7-16205032-23
Merged-chr19-17256835-48	chr19	17256402	17257263	+	0.000	0.000	Merged-chr19-17256835-48
Merged-chr2-93459421-90	chr2	93458860	93459897	+	0.000	0.000	Merged-chr2-93459421-90
Merged-chr1-192736716-7	chr1	192736497	192736870	+	0.000	0.000	Merged-chr1-192736716-7
Merged-chr8-81856442-3	chr8	81856223	81856609	+	0.000	0.000	Merged-chr8-81856442-3
Merged-chr13-112397899-8	chr13	112397765	112398098	+	0.000	0.000	Merged-chr13-112397899-8
Merged-chr14-30265946-17	chr14	30265770	30266178	+	0.000	0.000	Merged-chr14-30265946-17
Merged-chr10-55980354-43	chr10	55980049	55980906	+	0.000	0.000	Merged-chr10-55980354-43
Merged-chr5-125465794-48	chr5	125465523	125466011	+	0.000	0.000	Merged-chr5-125465794-48
Merged-chr2-144645645-1	chr2	144645547	144645745	+	0.000	0.000	Merged-chr2-144645645-1
Merged-chr2-61492330-26	chr2	61492089	61492543	+	0.000	0.000	Merged-chr2-61492330-26
Merged-chr2-103634168-14	chr2	103633924	103634386	+	0.000	0.000	Merged-chr2-103634168-14
Merged-chr10-12949602-11	chr10	12949434	12949752	+	0.000	0.000	Merged-chr10-12949602-11
Merged-chr1-119477051-49	chr1	119476778	119477429	+	0.000	0.000	Merged-chr1-119477051-49
Merged-chr6-134256563-23	chr6	134256152	134256797	+	0.000	0.000	Merged-chr6-134256563-23
Merged-chr18-50009042-56	chr18	50008466	50009440	+	0.000	0.000	Merged-chr18-50009042-56
Merged-chr2-93443945-1	chr2	93443847	93444045	+	0.000	0.000	Merged-chr2-93443945-1
Merged-chr15-66891281-28	chr15	66891075	66891464	+	0.000	0.000	Merged-chr15-66891281-28
Merged-chr3-95707698-33	chr3	95707534	95707930	+	0.000	0.000	Merged-chr3-95707698-33
Merged-chr9-54691613-28	chr9	54691383	54691822	+	0.000	0.000	Merged-chr9-54691613-28
Merged-chr19-46503388-7	chr19	46503238	46503527	+	0.000	0.000	Merged-chr19-46503388-7
Merged-chr8-111145545-75	chr8	111145306	111145849	+	0.000	0.000	Merged-chr8-111145545-75
Merged-chr4-145283676-27	chr4	145283472	145283890	+	0.000	0.000	Merged-chr4-145283676-27
Merged-chr5-107295347-25	chr5	107295132	107295636	+	0.000	0.000	Merged-chr5-107295347-25
Merged-chr2-169632504-26	chr2	169631895	169632977	+	0.000	0.000	Merged-chr2-169632504-26
Merged-chr2-135735077-2	chr2	135734969	135735188	+	0.000	0.000	Merged-chr2-135735077-2
Merged-chr19-46511275-84	chr19	46510944	46511555	+	0.000	0.000	Merged-chr19-46511275-84
Merged-chr6-134302283-40	chr6	134302066	134302464	+	0.000	0.000	Merged-chr6-134302283-40
Merged-chr16-11063160-2	chr16	11063045	11063278	+	0.000	0.000	Merged-chr16-11063160-2
Merged-chrX-12159068-128	chrX	12158652	12159480	+	0.000	0.000	Merged-chrX-12159068-128
Merged-chr4-95742443-25	chr4	95742191	95742731	+	0.000	0.000	Merged-chr4-95742443-25
Merged-chr17-45474910-44	chr17	45474702	45475089	+	0.000	0.000	Merged-chr17-45474910-44
Merged-chr13-112278340-26	chr13	112277804	112278699	+	0.000	0.000	Merged-chr13-112278340-26
Merged-chr2-156991957-57	chr2	156991617	156992316	+	0.000	0.000	Merged-chr2-156991957-57
Merged-chr5-125052528-23	chr5	125052100	125052760	+	0.000	0.000	Merged-chr5-125052528-23
Merged-chr17-87572921-1	chr17	87572823	87573021	+	0.000	0.000	Merged-chr17-87572921-1
Merged-chr1-180256121-75	chr1	180255902	180256434	+	0.000	0.000	Merged-chr1-180256121-75
Merged-chr16-76529943-9	chr16	76529753	76530174	+	0.000	0.000	Merged-chr16-76529943-9
Merged-chr15-72972006-8	chr15	72971805	72972232	+	0.000	0.000	Merged-chr15-72972006-8
Merged-chr8-47675197-158	chr8	47674273	47675673	+	0.000	0.000	Merged-chr8-47675197-158
Merged-chr2-62458913-1	chr2	62458815	62459013	+	0.000	0.000	Merged-chr2-62458913-1
Merged-chr9-84089705-1	chr9	84089607	84089805	+	0.000	0.000	Merged-chr9-84089705-1
Merged-chr11-90576690-20	chr11	90576453	90576948	+	0.000	0.000	Merged-chr11-90576690-20
Merged-chr15-77741818-4	chr15	77741669	77741950	+	0.000	0.000	Merged-chr15-77741818-4
Merged-chr11-90488376-19	chr11	90488132	90488606	+	0.000	0.000	Merged-chr11-90488376-19
Merged-chr4-126616521-5	chr4	126616333	126616699	+	0.000	0.000	Merged-chr4-126616521-5
Merged-chr11-22287125-73	chr11	22286765	22287440	+	0.000	0.000	Merged-chr11-22287125-73
Merged-chr13-36117623-83	chr13	36117287	36117814	+	0.000	0.000	Merged-chr13-36117623-83
Merged-chr15-6525619-49	chr15	6525274	6525880	+	0.000	0.000	Merged-chr15-6525619-49
Merged-chr10-59295561-38	chr10	59295322	59295780	+	0.000	0.000	Merged-chr10-59295561-38
Merged-chr10-14086090-94	chr10	14085799	14086519	+	0.000	0.000	Merged-chr10-14086090-94
Merged-chr2-76220899-10	chr2	76220708	76221137	+	0.000	0.000	Merged-chr2-76220899-10
Merged-chr3-130947294-56	chr3	130946737	130947598	+	0.000	0.000	Merged-chr3-130947294-56
Merged-chr4-116701085-12	chr4	116700811	116701265	+	0.000	0.000	Merged-chr4-116701085-12
Merged-chr15-64212030-69	chr15	64211456	64212630	+	0.000	0.000	Merged-chr15-64212030-69
Merged-chr14-75516404-45	chr14	75516074	75516663	+	0.000	0.000	Merged-chr14-75516404-45
Merged-chr17-7219325-4	chr17	7219164	7219517	+	0.000	0.000	Merged-chr17-7219325-4
Merged-chr2-169779005-37	chr2	169778732	169779241	+	0.000	0.000	Merged-chr2-169779005-37
Merged-chr10-17827503-1	chr10	17827405	17827603	+	0.000	0.000	Merged-chr10-17827503-1
Merged-chr6-115515938-20	chr6	115515686	115516127	+	0.000	0.000	Merged-chr6-115515938-20
Merged-chr6-146221533-3	chr6	146221427	146221649	+	0.000	0.000	Merged-chr6-146221533-3
Merged-chr2-76282336-1	chr2	76282238	76282436	+	0.000	0.000	Merged-chr2-76282336-1
Merged-chr4-95685695-3	chr4	95685472	95685882	+	0.000	0.000	Merged-chr4-95685695-3
Merged-chr1-156673751-1	chr1	156673653	156673851	+	0.000	0.000	Merged-chr1-156673751-1
Merged-chr9-61878988-2	chr9	61878875	61879104	+	0.000	0.000	Merged-chr9-61878988-2
Merged-chr2-6350220-1	chr2	6350122	6350320	+	0.000	0.000	Merged-chr2-6350220-1
Merged-chr1-89069635-1	chr1	89069537	89069735	+	0.000	0.000	Merged-chr1-89069635-1
