#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr2-68338493-1	chr2	68338395	68338593	+	0.000	0.000	Merged-chr2-68338493-1
Merged-chr7-73542202-1	chr7	73542104	73542302	+	0.000	0.000	Merged-chr7-73542202-1
Merged-chr12-73880274-74	chr12	73879737	73880932	+	0.000	0.000	Merged-chr12-73880274-74
Merged-chr11-3133574-54	chr11	3133217	3133837	+	0.000	0.000	Merged-chr11-3133574-54
Merged-chr15-100041039-1	chr15	100040941	100041139	+	0.000	0.000	Merged-chr15-100041039-1
Merged-chr7-19590071-26	chr7	19589734	19590366	+	0.000	0.000	Merged-chr7-19590071-26
Merged-chr18-64925642-4	chr18	64925450	64925875	+	0.000	0.000	Merged-chr18-64925642-4
Merged-chr12-112959295-1	chr12	112959197	112959395	+	0.000	0.000	Merged-chr12-112959295-1
Merged-chr7-125575832-4	chr7	125575630	125576009	+	0.000	0.000	Merged-chr7-125575832-4
Merged-chr11-109367099-1	chr11	109367001	109367199	+	0.000	0.000	Merged-chr11-109367099-1
Merged-chr2-68291418-12	chr2	68291218	68291690	+	0.000	0.000	Merged-chr2-68291418-12
Merged-chr16-16912027-29	chr16	16911822	16912205	+	0.000	0.000	Merged-chr16-16912027-29
Merged-chr16-10783266-6	chr16	10783161	10783379	+	0.000	0.000	Merged-chr16-10783266-6
Merged-chr16-20097863-112	chr16	20097627	20098107	+	0.000	0.000	Merged-chr16-20097863-112
Merged-chr8-79371540-1	chr8	79371442	79371640	+	0.000	0.000	Merged-chr8-79371540-1
Merged-chr7-4655608-1	chr7	4655510	4655708	+	0.000	0.000	Merged-chr7-4655608-1
Merged-chr11-3181415-55	chr11	3181133	3181614	+	0.000	0.000	Merged-chr11-3181415-55
Merged-chr13-42103449-92	chr13	42102987	42103696	+	0.000	0.000	Merged-chr13-42103449-92
Merged-chr17-8240496-17	chr17	8240150	8240762	+	0.000	0.000	Merged-chr17-8240496-17
Merged-chr10-30719099-39	chr10	30718779	30719317	+	0.000	0.000	Merged-chr10-30719099-39
Merged-chr10-59974606-81	chr10	59974256	59974865	+	0.000	0.000	Merged-chr10-59974606-81
Merged-chr12-68840505-1	chr12	68840407	68840605	+	0.000	0.000	Merged-chr12-68840505-1
Merged-chr8-34945307-10	chr8	34945142	34945538	+	0.000	0.000	Merged-chr8-34945307-10
Merged-chr4-32166349-13	chr4	32166141	32166495	+	0.000	0.000	Merged-chr4-32166349-13
Merged-chr10-130371145-16	chr10	130370890	130371431	+	0.000	0.000	Merged-chr10-130371145-16
Merged-chr6-121247947-4	chr6	121247743	121248212	+	0.000	0.000	Merged-chr6-121247947-4
Merged-chr7-73546834-52	chr7	73546629	73547090	+	0.000	0.000	Merged-chr7-73546834-52
Merged-chr9-48985134-97	chr9	48984786	48985413	+	0.000	0.000	Merged-chr9-48985134-97
Merged-chr13-58206802-1	chr13	58206704	58206902	+	0.000	0.000	Merged-chr13-58206802-1
Merged-chr10-108331523-1	chr10	108331425	108331623	+	0.000	0.000	Merged-chr10-108331523-1
Merged-chr2-75705231-1	chr2	75705133	75705331	+	0.000	0.000	Merged-chr2-75705231-1
Merged-chr12-52524948-24	chr12	52524665	52525171	+	0.000	0.000	Merged-chr12-52524948-24
Merged-chr4-32342446-3	chr4	32342307	32342578	+	0.000	0.000	Merged-chr4-32342446-3
Merged-chr16-24165807-44	chr16	24165324	24166176	+	0.000	0.000	Merged-chr16-24165807-44
Merged-chr14-121936476-1	chr14	121936378	121936576	+	0.000	0.000	Merged-chr14-121936476-1
Merged-chr6-121245760-60	chr6	121245472	121246000	+	0.000	0.000	Merged-chr6-121245760-60
Merged-chr11-48869091-1	chr11	48868993	48869191	+	0.000	0.000	Merged-chr11-48869091-1
Merged-chr17-35200638-36	chr17	35200391	35200802	+	0.000	0.000	Merged-chr17-35200638-36
Merged-chr11-3131292-2	chr11	3131194	3131392	+	0.000	0.000	Merged-chr11-3131292-2
Merged-chr5-75534401-1	chr5	75534303	75534501	+	0.000	0.000	Merged-chr5-75534401-1
Merged-chr11-115974957-30	chr11	115974732	115975304	+	0.000	0.000	Merged-chr11-115974957-30
Merged-chr10-80152261-5	chr10	80152121	80152443	+	0.000	0.000	Merged-chr10-80152261-5
Merged-chr5-75530270-1	chr5	75530172	75530370	+	0.000	0.000	Merged-chr5-75530270-1
Merged-chr6-67510918-34	chr6	67510660	67511144	+	0.000	0.000	Merged-chr6-67510918-34
Merged-chr1-138560961-36	chr1	138560752	138561197	+	0.000	0.000	Merged-chr1-138560961-36
Merged-chr11-79142530-5	chr11	79142358	79142718	+	0.000	0.000	Merged-chr11-79142530-5
Merged-chr17-15742023-19	chr17	15741808	15742180	+	0.000	0.000	Merged-chr17-15742023-19
Merged-chr8-106412256-7	chr8	106412031	106412429	+	0.000	0.000	Merged-chr8-106412256-7
Merged-chr3-135825991-159	chr3	135825682	135826205	+	0.000	0.000	Merged-chr3-135825991-159
Merged-chr5-41844685-118	chr5	41844122	41844978	+	0.000	0.000	Merged-chr5-41844685-118
Merged-chr7-4658968-69	chr7	4658614	4659213	+	0.000	0.000	Merged-chr7-4658968-69
Merged-chr11-59425956-47	chr11	59425788	59426302	+	0.000	0.000	Merged-chr11-59425956-47
Merged-chr1-127330418-1	chr1	127330320	127330518	+	0.000	0.000	Merged-chr1-127330418-1
Merged-chr5-100642595-5	chr5	100642460	100642743	+	0.000	0.000	Merged-chr5-100642595-5
Merged-chr11-109375148-3	chr11	109375010	109375295	+	0.000	0.000	Merged-chr11-109375148-3
Merged-chr19-40270739-1	chr19	40270641	40270839	+	0.000	0.000	Merged-chr19-40270739-1
Merged-chr3-122259566-1	chr3	122259468	122259666	+	0.000	0.000	Merged-chr3-122259566-1
Merged-chr5-135394390-57	chr5	135393956	135394753	+	0.000	0.000	Merged-chr5-135394390-57
Merged-chr3-88483869-13	chr3	88483665	88484065	+	0.000	0.000	Merged-chr3-88483869-13
Merged-chr9-14241161-9	chr9	14241029	14241294	+	0.000	0.000	Merged-chr9-14241161-9
Merged-chr16-23990093-2	chr16	23989994	23990194	+	0.000	0.000	Merged-chr16-23990093-2
Merged-chr16-94290109-67	chr16	94289564	94290541	+	0.000	0.000	Merged-chr16-94290109-67
Merged-chr7-101071323-36	chr7	101070997	101071865	+	0.000	0.000	Merged-chr7-101071323-36
Merged-chr7-35774249-18	chr7	35773880	35774547	+	0.000	0.000	Merged-chr7-35774249-18
Merged-chr11-115158188-48	chr11	115158006	115158390	+	0.000	0.000	Merged-chr11-115158188-48
Merged-chr1-182340410-9	chr1	182340213	182340656	+	0.000	0.000	Merged-chr1-182340410-9
Merged-chr9-55807553-3	chr9	55807389	55807687	+	0.000	0.000	Merged-chr9-55807553-3
Merged-chr7-7130705-50	chr7	7130503	7130949	+	0.000	0.000	Merged-chr7-7130705-50
Merged-chr14-121914815-1	chr14	121914717	121914915	+	0.000	0.000	Merged-chr14-121914815-1
Merged-chr11-48933681-40	chr11	48933415	48933917	+	0.000	0.000	Merged-chr11-48933681-40
Merged-chr13-30186492-12	chr13	30186306	30186786	+	0.000	0.000	Merged-chr13-30186492-12
Merged-chr16-5013441-63	chr16	5013165	5013664	+	0.000	0.000	Merged-chr16-5013441-63
Merged-chr9-71837773-1	chr9	71837675	71837873	+	0.000	0.000	Merged-chr9-71837773-1
Merged-chr3-95652031-1	chr3	95651933	95652131	+	0.000	0.000	Merged-chr3-95652031-1
Merged-chr14-121731976-67	chr14	121731714	121732192	+	0.000	0.000	Merged-chr14-121731976-67
Merged-chr3-95659542-11	chr3	95659327	95659713	+	0.000	0.000	Merged-chr3-95659542-11
Merged-chr13-4609107-53	chr13	4608846	4609327	+	0.000	0.000	Merged-chr13-4609107-53
Merged-chr18-53417585-1	chr18	53417487	53417685	+	0.000	0.000	Merged-chr18-53417585-1
Merged-chr11-3179643-4	chr11	3179532	3179784	+	0.000	0.000	Merged-chr11-3179643-4
Merged-chr4-32343448-1	chr4	32343350	32343548	+	0.000	0.000	Merged-chr4-32343448-1
Merged-chr10-80149118-125	chr10	80148687	80149809	+	0.000	0.000	Merged-chr10-80149118-125
Merged-chr2-4196704-1	chr2	4196606	4196804	+	0.000	0.000	Merged-chr2-4196704-1
Merged-chr6-143859539-1	chr6	143859441	143859639	+	0.000	0.000	Merged-chr6-143859539-1
Merged-chr12-108601181-28	chr12	108600883	108601558	+	0.000	0.000	Merged-chr12-108601181-28
Merged-chr5-31279559-18	chr5	31279270	31279794	+	0.000	0.000	Merged-chr5-31279559-18
Merged-chr3-126636640-1	chr3	126636542	126636740	+	0.000	0.000	Merged-chr3-126636640-1
Merged-chr3-135826809-2	chr3	135826711	135826909	+	0.000	0.000	Merged-chr3-135826809-2
Merged-chr16-90283533-5	chr16	90283350	90283700	+	0.000	0.000	Merged-chr16-90283533-5
Merged-chr10-118854630-50	chr10	118854312	118854979	+	0.000	0.000	Merged-chr10-118854630-50
Merged-chr11-78169320-42	chr11	78169133	78169572	+	0.000	0.000	Merged-chr11-78169320-42
Merged-chr12-69102687-1	chr12	69102589	69102787	+	0.000	0.000	Merged-chr12-69102687-1
Merged-chr5-65113500-21	chr5	65113319	65113702	+	0.000	0.000	Merged-chr5-65113500-21
Merged-chr7-73557542-1	chr7	73557444	73557642	+	0.000	0.000	Merged-chr7-73557542-1
Merged-chr11-52224357-50	chr11	52224032	52224648	+	0.000	0.000	Merged-chr11-52224357-50
Merged-chr1-182363988-37	chr1	182363656	182364310	+	0.000	0.000	Merged-chr1-182363988-37
Merged-chr16-90312588-7	chr16	90312403	90312810	+	0.000	0.000	Merged-chr16-90312588-7
Merged-chr7-143624807-1	chr7	143624709	143624907	+	0.000	0.000	Merged-chr7-143624807-1
Merged-chr4-32179914-44	chr4	32179707	32180111	+	0.000	0.000	Merged-chr4-32179914-44
Merged-chr17-83364959-1	chr17	83364861	83365059	+	0.000	0.000	Merged-chr17-83364959-1
Merged-chr5-75442290-1	chr5	75442192	75442390	+	0.000	0.000	Merged-chr5-75442290-1
Merged-chr17-56289493-28	chr17	56289231	56289674	+	0.000	0.000	Merged-chr17-56289493-28
Merged-chr18-65016159-16	chr18	65015930	65016398	+	0.000	0.000	Merged-chr18-65016159-16
Merged-chr7-80027845-1	chr7	80027747	80027945	+	0.000	0.000	Merged-chr7-80027845-1
Merged-chr8-61480025-26	chr8	61479812	61480242	+	0.000	0.000	Merged-chr8-61480025-26
Merged-chr2-130450157-78	chr2	130449850	130450454	+	0.000	0.000	Merged-chr2-130450157-78
Merged-chr11-99155104-54	chr11	99154465	99155357	+	0.000	0.000	Merged-chr11-99155104-54
Merged-chr13-95325062-90	chr13	95324264	95325528	+	0.000	0.000	Merged-chr13-95325062-90
Merged-chr14-55617983-9	chr14	55617817	55618141	+	0.000	0.000	Merged-chr14-55617983-9
Merged-chr14-31383444-4	chr14	31383283	31383600	+	0.000	0.000	Merged-chr14-31383444-4
Merged-chr2-26235322-12	chr2	26235146	26235464	+	0.000	0.000	Merged-chr2-26235322-12
Merged-chr8-126585164-25	chr8	126585015	126585400	+	0.000	0.000	Merged-chr8-126585164-25
Merged-chr3-94953335-6	chr3	94953237	94953435	+	0.000	0.000	Merged-chr3-94953335-6
Merged-chrX-152342586-50	chrX	152342350	152342816	+	0.000	0.000	Merged-chrX-152342586-50
Merged-chr13-42103828-8	chr13	42103703	42103978	+	0.000	0.000	Merged-chr13-42103828-8
Merged-chr6-144773768-18	chr6	144773414	144773992	+	0.000	0.000	Merged-chr6-144773768-18
Merged-chr18-80417131-11	chr18	80416843	80417311	+	0.000	0.000	Merged-chr18-80417131-11
Merged-chr10-115385565-2	chr10	115385467	115385665	+	0.000	0.000	Merged-chr10-115385565-2
Merged-chr18-65050721-23	chr18	65050140	65051168	+	0.000	0.000	Merged-chr18-65050721-23
Merged-chr15-12397193-17	chr15	12396942	12397393	+	0.000	0.000	Merged-chr15-12397193-17
Merged-chr1-189933791-26	chr1	189933483	189934149	+	0.000	0.000	Merged-chr1-189933791-26
Merged-chr15-91682816-1	chr15	91682718	91682916	+	0.000	0.000	Merged-chr15-91682816-1
Merged-chr7-4996162-39	chr7	4995918	4996611	+	0.000	0.000	Merged-chr7-4996162-39
Merged-chr10-19188580-55	chr10	19188196	19188872	+	0.000	0.000	Merged-chr10-19188580-55
Merged-chr5-88675879-91	chr5	88675522	88676148	+	0.000	0.000	Merged-chr5-88675879-91
Merged-chr11-70592019-3	chr11	70591908	70592139	+	0.000	0.000	Merged-chr11-70592019-3
Merged-chr10-117625957-44	chr10	117625708	117626168	+	0.000	0.000	Merged-chr10-117625957-44
Merged-chr9-62344675-54	chr9	62344346	62345005	+	0.000	0.000	Merged-chr9-62344675-54
Merged-chr13-117193569-3	chr13	117193442	117193693	+	0.000	0.000	Merged-chr13-117193569-3
Merged-chr6-121130984-16	chr6	121130834	121131110	+	0.000	0.000	Merged-chr6-121130984-16
Merged-chr7-73594834-1	chr7	73594736	73594934	+	0.000	0.000	Merged-chr7-73594834-1
Merged-chr13-58189550-13	chr13	58189129	58189820	+	0.000	0.000	Merged-chr13-58189550-13
Merged-chr7-24468111-23	chr7	24467910	24468307	+	0.000	0.000	Merged-chr7-24468111-23
Merged-chr4-127021744-67	chr4	127021573	127021916	+	0.000	0.000	Merged-chr4-127021744-67
Merged-chr16-94374445-4	chr16	94374306	94374595	+	0.000	0.000	Merged-chr16-94374445-4
Merged-chr9-42076417-27	chr9	42076246	42076646	+	0.000	0.000	Merged-chr9-42076417-27
Merged-chr15-85983267-29	chr15	85983065	85983485	+	0.000	0.000	Merged-chr15-85983267-29
Merged-chr18-64888536-10	chr18	64888352	64888691	+	0.000	0.000	Merged-chr18-64888536-10
Merged-chr2-10343676-43	chr2	10343413	10343948	+	0.000	0.000	Merged-chr2-10343676-43
Merged-chr17-8238577-1	chr17	8238479	8238677	+	0.000	0.000	Merged-chr17-8238577-1
Merged-chr7-80180023-20	chr7	80179810	80180280	+	0.000	0.000	Merged-chr7-80180023-20
Merged-chr3-52262718-28	chr3	52262420	52262954	+	0.000	0.000	Merged-chr3-52262718-28
Merged-chr4-24897991-83	chr4	24897608	24898482	+	0.000	0.000	Merged-chr4-24897991-83
Merged-chr1-55429096-8	chr1	55428946	55429279	+	0.000	0.000	Merged-chr1-55429096-8
Merged-chr10-42843414-7	chr10	42843213	42843577	+	0.000	0.000	Merged-chr10-42843414-7
Merged-chr10-42887187-18	chr10	42887021	42887354	+	0.000	0.000	Merged-chr10-42887187-18
Merged-chr10-120555580-1	chr10	120555482	120555680	+	0.000	0.000	Merged-chr10-120555580-1
Merged-chr2-130501661-20	chr2	130501395	130501835	+	0.000	0.000	Merged-chr2-130501661-20
Merged-chr1-189936861-20	chr1	189936615	189937129	+	0.000	0.000	Merged-chr1-189936861-20
Merged-chr3-126650760-81	chr3	126650521	126651123	+	0.000	0.000	Merged-chr3-126650760-81
Merged-chr6-90370434-4	chr6	90370265	90370590	+	0.000	0.000	Merged-chr6-90370434-4
Merged-chr9-14090659-4	chr9	14090548	14090771	+	0.000	0.000	Merged-chr9-14090659-4
Merged-chr4-136147968-56	chr4	136147758	136148251	+	0.000	0.000	Merged-chr4-136147968-56
Merged-chr13-30198146-3	chr13	30197918	30198385	+	0.000	0.000	Merged-chr13-30198146-3
Merged-chr18-53951279-47	chr18	53950975	53951524	+	0.000	0.000	Merged-chr18-53951279-47
Merged-chr3-122955066-27	chr3	122954773	122955301	+	0.000	0.000	Merged-chr3-122955066-27
Merged-chr6-38789563-52	chr6	38789329	38789882	+	0.000	0.000	Merged-chr6-38789563-52
Merged-chr1-74784432-23	chr1	74784170	74784676	+	0.000	0.000	Merged-chr1-74784432-23
Merged-chr2-10315071-46	chr2	10314719	10315576	+	0.000	0.000	Merged-chr2-10315071-46
Merged-chr17-35377591-2	chr17	35377477	35377707	+	0.000	0.000	Merged-chr17-35377591-2
Merged-chr10-118893796-10	chr10	118893586	118893991	+	0.000	0.000	Merged-chr10-118893796-10
Merged-chr1-105660148-1	chr1	105660050	105660248	+	0.000	0.000	Merged-chr1-105660148-1
Merged-chr11-99147890-14	chr11	99147486	99148124	+	0.000	0.000	Merged-chr11-99147890-14
Merged-chr6-17749211-49	chr6	17748995	17749453	+	0.000	0.000	Merged-chr6-17749211-49
Merged-chr5-105651659-58	chr5	105651151	105652114	+	0.000	0.000	Merged-chr5-105651659-58
Merged-chr2-61967881-8	chr2	61967736	61968045	+	0.000	0.000	Merged-chr2-61967881-8
Merged-chr8-3493299-27	chr8	3492979	3493560	+	0.000	0.000	Merged-chr8-3493299-27
Merged-chr3-37175214-1	chr3	37175116	37175314	+	0.000	0.000	Merged-chr3-37175214-1
Merged-chr15-100598688-62	chr15	100598346	100599113	+	0.000	0.000	Merged-chr15-100598688-62
Merged-chr7-68749226-75	chr7	68748514	68749531	+	0.000	0.000	Merged-chr7-68749226-75
Merged-chr4-63862999-40	chr4	63862557	63863335	+	0.000	0.000	Merged-chr4-63862999-40
Merged-chr9-40343546-1	chr9	40343448	40343646	+	0.000	0.000	Merged-chr9-40343546-1
Merged-chr13-3636993-50	chr13	3636816	3637198	+	0.000	0.000	Merged-chr13-3636993-50
Merged-chr13-100669804-89	chr13	100669276	100670175	+	0.000	0.000	Merged-chr13-100669804-89
Merged-chr11-97825467-43	chr11	97825240	97825674	+	0.000	0.000	Merged-chr11-97825467-43
Merged-chrX-134808077-16	chrX	134807874	134808293	+	0.000	0.000	Merged-chrX-134808077-16
Merged-chr6-89362332-93	chr6	89361204	89363142	+	0.000	0.000	Merged-chr6-89362332-93
Merged-chr4-125123148-48	chr4	125122872	125123639	+	0.000	0.000	Merged-chr4-125123148-48
Merged-chr19-36537887-4	chr19	36537758	36538012	+	0.000	0.000	Merged-chr19-36537887-4
Merged-chr8-126699390-72	chr8	126698941	126699824	+	0.000	0.000	Merged-chr8-126699390-72
Merged-chr1-189887694-38	chr1	189887427	189887912	+	0.000	0.000	Merged-chr1-189887694-38
Merged-chrX-134843146-21	chrX	134842937	134843397	+	0.000	0.000	Merged-chrX-134843146-21
Merged-chr2-77250040-39	chr2	77249754	77250320	+	0.000	0.000	Merged-chr2-77250040-39
Merged-chr6-121215137-42	chr6	121214965	121215387	+	0.000	0.000	Merged-chr6-121215137-42
Merged-chr7-69071291-1	chr7	69071193	69071391	+	0.000	0.000	Merged-chr7-69071291-1
Merged-chr2-16523956-1	chr2	16523858	16524056	+	0.000	0.000	Merged-chr2-16523956-1
Merged-chr2-3925386-29	chr2	3925075	3925839	+	0.000	0.000	Merged-chr2-3925386-29
Merged-chr8-61487849-59	chr8	61487647	61488061	+	0.000	0.000	Merged-chr8-61487849-59
Merged-chr6-121225960-1	chr6	121225862	121226060	+	0.000	0.000	Merged-chr6-121225960-1
Merged-chr12-116047777-53	chr12	116047595	116047985	+	0.000	0.000	Merged-chr12-116047777-53
Merged-chr10-42868418-11	chr10	42868198	42868597	+	0.000	0.000	Merged-chr10-42868418-11
Merged-chr5-75709666-1	chr5	75709568	75709766	+	0.000	0.000	Merged-chr5-75709666-1
Merged-chr18-7703691-3	chr18	7703537	7703849	+	0.000	0.000	Merged-chr18-7703691-3
Merged-chr15-5108448-64	chr15	5108211	5108718	+	0.000	0.000	Merged-chr15-5108448-64
Merged-chr9-114451867-49	chr9	114451650	114452248	+	0.000	0.000	Merged-chr9-114451867-49
Merged-chr6-144181602-1	chr6	144181504	144181702	+	0.000	0.000	Merged-chr6-144181602-1
Merged-chr1-106714260-74	chr1	106713864	106714484	+	0.000	0.000	Merged-chr1-106714260-74
Merged-chr14-118706162-79	chr14	118705957	118706417	+	0.000	0.000	Merged-chr14-118706162-79
Merged-chr4-144893886-50	chr4	144893508	144894237	+	0.000	0.000	Merged-chr4-144893886-50
Merged-chr6-89391141-1	chr6	89391043	89391241	+	0.000	0.000	Merged-chr6-89391141-1
Merged-chr6-143816694-7	chr6	143816363	143817036	+	0.000	0.000	Merged-chr6-143816694-7
Merged-chr5-148548286-6	chr5	148548115	148548460	+	0.000	0.000	Merged-chr5-148548286-6
Merged-chr1-171963786-30	chr1	171963537	171964011	+	0.000	0.000	Merged-chr1-171963786-30
Merged-chr9-42108628-57	chr9	42108396	42108936	+	0.000	0.000	Merged-chr9-42108628-57
Merged-chr1-191955378-32	chr1	191955132	191955607	+	0.000	0.000	Merged-chr1-191955378-32
Merged-chr8-79161059-1	chr8	79160961	79161159	+	0.000	0.000	Merged-chr8-79161059-1
Merged-chr18-77063988-2	chr18	77063890	77064088	+	0.000	0.000	Merged-chr18-77063988-2
Merged-chr1-23922466-2	chr1	23922364	23922570	+	0.000	0.000	Merged-chr1-23922466-2
Merged-chr13-5100349-2	chr13	5100243	5100458	+	0.000	0.000	Merged-chr13-5100349-2
Merged-chr4-136123235-13	chr4	136122996	136123440	+	0.000	0.000	Merged-chr4-136123235-13
Merged-chr11-3158996-1	chr11	3158898	3159096	+	0.000	0.000	Merged-chr11-3158996-1
Merged-chr9-62372688-11	chr9	62372438	62373146	+	0.000	0.000	Merged-chr9-62372688-11
Merged-chr7-96946684-14	chr7	96946438	96946895	+	0.000	0.000	Merged-chr7-96946684-14
Merged-chr13-91509519-32	chr13	91509221	91509849	+	0.000	0.000	Merged-chr13-91509519-32
Merged-chr10-59952014-65	chr10	59951619	59952353	+	0.000	0.000	Merged-chr10-59952014-65
Merged-chr9-21546518-115	chr9	21546195	21546764	+	0.000	0.000	Merged-chr9-21546518-115
Merged-chr1-39913129-1	chr1	39913031	39913229	+	0.000	0.000	Merged-chr1-39913129-1
Merged-chr6-89462778-1	chr6	89462680	89462878	+	0.000	0.000	Merged-chr6-89462778-1
Merged-chr5-75667340-22	chr5	75667068	75667605	+	0.000	0.000	Merged-chr5-75667340-22
Merged-chr10-117659981-30	chr10	117659805	117660257	+	0.000	0.000	Merged-chr10-117659981-30
Merged-chrX-98259743-49	chrX	98259458	98260033	+	0.000	0.000	Merged-chrX-98259743-49
Merged-chr7-24457903-49	chr7	24457713	24458131	+	0.000	0.000	Merged-chr7-24457903-49
Merged-chr6-83506851-64	chr6	83506625	83507044	+	0.000	0.000	Merged-chr6-83506851-64
Merged-chr6-89365227-1	chr6	89365129	89365327	+	0.000	0.000	Merged-chr6-89365227-1
Merged-chr10-108446364-45	chr10	108446114	108446653	+	0.000	0.000	Merged-chr10-108446364-45
Merged-chr13-3893477-54	chr13	3893149	3893743	+	0.000	0.000	Merged-chr13-3893477-54
Merged-chr2-27028033-48	chr2	27027737	27028249	+	0.000	0.000	Merged-chr2-27028033-48
Merged-chr16-24160333-1	chr16	24160235	24160433	+	0.000	0.000	Merged-chr16-24160333-1
Merged-chr3-135886754-21	chr3	135886533	135886942	+	0.000	0.000	Merged-chr3-135886754-21
Merged-chr17-84156987-5	chr17	84156784	84157275	+	0.000	0.000	Merged-chr17-84156987-5
Merged-chr11-116379708-25	chr11	116379558	116379920	+	0.000	0.000	Merged-chr11-116379708-25
Merged-chr1-189028545-3	chr1	189028428	189028668	+	0.000	0.000	Merged-chr1-189028545-3
Merged-chr19-29462698-2	chr19	29462568	29462830	+	0.000	0.000	Merged-chr19-29462698-2
Merged-chr8-79374732-2	chr8	79374623	79374843	+	0.000	0.000	Merged-chr8-79374732-2
Merged-chr1-55448277-23	chr1	55448030	55448498	+	0.000	0.000	Merged-chr1-55448277-23
Merged-chr2-68384071-20	chr2	68383919	68384242	+	0.000	0.000	Merged-chr2-68384071-20
Merged-chr1-127230692-27	chr1	127230501	127230885	+	0.000	0.000	Merged-chr1-127230692-27
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr2-27426949-82	chr2	27426529	27427416	+	0.000	0.000	Merged-chr2-27426949-82
Merged-chr9-114498447-24	chr9	114498261	114498618	+	0.000	0.000	Merged-chr9-114498447-24
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr12-13269296-75	chr12	13268972	13269786	+	0.000	0.000	Merged-chr12-13269296-75
Merged-chr12-73904866-1	chr12	73904768	73904966	+	0.000	0.000	Merged-chr12-73904866-1
Merged-chr13-30137230-3	chr13	30137079	30137430	+	0.000	0.000	Merged-chr13-30137230-3
Merged-chr3-95659023-108	chr3	95658533	95659307	+	0.000	0.000	Merged-chr3-95659023-108
Merged-chr17-84143473-2	chr17	84143375	84143574	+	0.000	0.000	Merged-chr17-84143473-2
Merged-chr2-34994045-1	chr2	34993947	34994145	+	0.000	0.000	Merged-chr2-34994045-1
Merged-chr9-35423425-41	chr9	35423119	35423622	+	0.000	0.000	Merged-chr9-35423425-41
Merged-chr6-89422834-19	chr6	89422558	89423192	+	0.000	0.000	Merged-chr6-89422834-19
Merged-chr10-130344274-29	chr10	130344101	130344539	+	0.000	0.000	Merged-chr10-130344274-29
Merged-chr11-62539028-59	chr11	62538552	62539488	+	0.000	0.000	Merged-chr11-62539028-59
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr10-59970161-26	chr10	59969797	59970582	+	0.000	0.000	Merged-chr10-59970161-26
Merged-chr5-134456399-53	chr5	134455537	134456934	+	0.000	0.000	Merged-chr5-134456399-53
