#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr11-5300074-11	chr11	5299816	5300340	+	0.000	0.000	Merged-chr11-5300074-11
Merged-chr3-154571852-1	chr3	154571754	154571952	+	0.000	0.000	Merged-chr3-154571852-1
Merged-chr18-61208374-2	chr18	61208256	61208495	+	0.000	0.000	Merged-chr18-61208374-2
Merged-chr18-55293214-19	chr18	55292843	55293518	+	0.000	0.000	Merged-chr18-55293214-19
Merged-chr7-143002996-1	chr7	143002898	143003096	+	0.000	0.000	Merged-chr7-143002996-1
Merged-chr14-55635615-42	chr14	55635359	55635831	+	0.000	0.000	Merged-chr14-55635615-42
Merged-chr16-97459755-2	chr16	97459648	97459865	+	0.000	0.000	Merged-chr16-97459755-2
Merged-chr11-23763626-2	chr11	23763499	23763756	+	0.000	0.000	Merged-chr11-23763626-2
Merged-chrX-42366064-18	chrX	42365796	42366270	+	0.000	0.000	Merged-chrX-42366064-18
Merged-chr14-14703754-4	chr14	14703637	14703875	+	0.000	0.000	Merged-chr14-14703754-4
Merged-chr18-78912645-1	chr18	78912547	78912745	+	0.000	0.000	Merged-chr18-78912645-1
Merged-chr5-128981776-29	chr5	128981574	128981979	+	0.000	0.000	Merged-chr5-128981776-29
Merged-chr1-128772538-19	chr1	128772261	128772830	+	0.000	0.000	Merged-chr1-128772538-19
Merged-chr5-125106359-47	chr5	125106084	125106677	+	0.000	0.000	Merged-chr5-125106359-47
Merged-chr15-28021766-8	chr15	28021631	28021919	+	0.000	0.000	Merged-chr15-28021766-8
Merged-chr12-82394298-69	chr12	82394025	82394556	+	0.000	0.000	Merged-chr12-82394298-69
Merged-chr3-101066330-34	chr3	101066110	101066644	+	0.000	0.000	Merged-chr3-101066330-34
Merged-chr15-53125024-11	chr15	53124787	53125191	+	0.000	0.000	Merged-chr15-53125024-11
Merged-chr2-59647152-67	chr2	59646877	59647434	+	0.000	0.000	Merged-chr2-59647152-67
Merged-chrX-13516607-3	chrX	13516503	13516713	+	0.000	0.000	Merged-chrX-13516607-3
Merged-chr7-138886601-6	chr7	138886472	138886743	+	0.000	0.000	Merged-chr7-138886601-6
Merged-chr7-12422521-72	chr7	12422035	12422887	+	0.000	0.000	Merged-chr7-12422521-72
Merged-chr5-114213414-22	chr5	114213243	114213626	+	0.000	0.000	Merged-chr5-114213414-22
Merged-chr6-41605096-109	chr6	41604857	41605523	+	0.000	0.000	Merged-chr6-41605096-109
Merged-chr6-6132340-1	chr6	6132242	6132440	+	0.000	0.000	Merged-chr6-6132340-1
Merged-chr4-137880751-1	chr4	137880653	137880851	+	0.000	0.000	Merged-chr4-137880751-1
Merged-chr2-61402469-66	chr2	61401961	61403019	+	0.000	0.000	Merged-chr2-61402469-66
Merged-chr7-25000756-34	chr7	25000289	25001308	+	0.000	0.000	Merged-chr7-25000756-34
Merged-chr12-103425849-56	chr12	103425600	103426053	+	0.000	0.000	Merged-chr12-103425849-56
Merged-chr7-28372841-69	chr7	28372574	28373043	+	0.000	0.000	Merged-chr7-28372841-69
Merged-chr1-138248934-12	chr1	138248767	138249130	+	0.000	0.000	Merged-chr1-138248934-12
Merged-chr15-97605953-1	chr15	97605855	97606053	+	0.000	0.000	Merged-chr15-97605953-1
Merged-chr15-93756205-23	chr15	93755994	93756476	+	0.000	0.000	Merged-chr15-93756205-23
Merged-chr1-164973033-32	chr1	164972821	164973311	+	0.000	0.000	Merged-chr1-164973033-32
Merged-chr3-89911440-10	chr3	89911238	89911696	+	0.000	0.000	Merged-chr3-89911440-10
Merged-chr8-81857763-3	chr8	81857657	81857874	+	0.000	0.000	Merged-chr8-81857763-3
Merged-chr9-61791076-24	chr9	61790856	61791350	+	0.000	0.000	Merged-chr9-61791076-24
Merged-chr5-147060203-2	chr5	147060086	147060322	+	0.000	0.000	Merged-chr5-147060203-2
Merged-chr5-122291331-19	chr5	122291148	122291633	+	0.000	0.000	Merged-chr5-122291331-19
Merged-chr10-67487722-31	chr10	67487593	67487869	+	0.000	0.000	Merged-chr10-67487722-31
Merged-chr15-25740417-24	chr15	25740007	25740659	+	0.000	0.000	Merged-chr15-25740417-24
Merged-chr4-155354250-14	chr4	155354088	155354433	+	0.000	0.000	Merged-chr4-155354250-14
Merged-chr6-115519250-24	chr6	115518886	115519652	+	0.000	0.000	Merged-chr6-115519250-24
Merged-chr2-165878118-38	chr2	165877883	165878318	+	0.000	0.000	Merged-chr2-165878118-38
Merged-chr10-10558018-80	chr10	10557697	10558476	+	0.000	0.000	Merged-chr10-10558018-80
Merged-chr6-134425334-10	chr6	134425139	134425495	+	0.000	0.000	Merged-chr6-134425334-10
Merged-chr2-169329453-1	chr2	169329355	169329553	+	0.000	0.000	Merged-chr2-169329453-1
Merged-chr4-156008555-53	chr4	156008365	156008911	+	0.000	0.000	Merged-chr4-156008555-53
Merged-chr17-32947455-52	chr17	32947273	32947642	+	0.000	0.000	Merged-chr17-32947455-52
Merged-chr12-40795595-1	chr12	40795497	40795695	+	0.000	0.000	Merged-chr12-40795595-1
Merged-chr1-192555232-1	chr1	192555134	192555332	+	0.000	0.000	Merged-chr1-192555232-1
Merged-chr1-175693836-3	chr1	175693667	175694001	+	0.000	0.000	Merged-chr1-175693836-3
Merged-chr6-59424670-9	chr6	59424469	59424866	+	0.000	0.000	Merged-chr6-59424670-9
Merged-chr2-163166400-55	chr2	163166058	163166720	+	0.000	0.000	Merged-chr2-163166400-55
Merged-chr16-89973258-46	chr16	89973033	89973545	+	0.000	0.000	Merged-chr16-89973258-46
Merged-chr11-52273808-1	chr11	52273710	52273908	+	0.000	0.000	Merged-chr11-52273808-1
Merged-chr2-174602370-60	chr2	174602094	174602828	+	0.000	0.000	Merged-chr2-174602370-60
Merged-chr15-27923818-49	chr15	27923601	27924034	+	0.000	0.000	Merged-chr15-27923818-49
Merged-chr4-149282639-35	chr4	149282374	149282844	+	0.000	0.000	Merged-chr4-149282639-35
Merged-chr15-73595462-42	chr15	73595143	73595707	+	0.000	0.000	Merged-chr15-73595462-42
Merged-chr7-99381387-71	chr7	99381090	99381780	+	0.000	0.000	Merged-chr7-99381387-71
Merged-chr9-118700946-3	chr9	118700796	118701122	+	0.000	0.000	Merged-chr9-118700946-3
Merged-chr10-96617072-57	chr10	96616709	96617309	+	0.000	0.000	Merged-chr10-96617072-57
Merged-chr5-53809637-58	chr5	53809381	53809889	+	0.000	0.000	Merged-chr5-53809637-58
Merged-chr16-89986994-3	chr16	89986792	89987241	+	0.000	0.000	Merged-chr16-89986994-3
Merged-chr4-134752256-8	chr4	134752095	134752451	+	0.000	0.000	Merged-chr4-134752256-8
Merged-chr3-101948658-63	chr3	101948355	101948974	+	0.000	0.000	Merged-chr3-101948658-63
Merged-chr9-62510656-38	chr9	62510469	62510861	+	0.000	0.000	Merged-chr9-62510656-38
Merged-chr10-121189304-59	chr10	121189029	121189854	+	0.000	0.000	Merged-chr10-121189304-59
Merged-chr10-76844808-11	chr10	76844504	76845140	+	0.000	0.000	Merged-chr10-76844808-11
Merged-chr6-37207905-12	chr6	37207701	37208166	+	0.000	0.000	Merged-chr6-37207905-12
Merged-chr8-95673039-19	chr8	95672713	95673276	+	0.000	0.000	Merged-chr8-95673039-19
Merged-chr18-80004689-4	chr18	80004495	80004863	+	0.000	0.000	Merged-chr18-80004689-4
Merged-chr6-147487920-1	chr6	147487822	147488020	+	0.000	0.000	Merged-chr6-147487920-1
Merged-chr2-3332756-84	chr2	3332570	3332989	+	0.000	0.000	Merged-chr2-3332756-84
Merged-chr12-85280315-60	chr12	85279980	85280591	+	0.000	0.000	Merged-chr12-85280315-60
Merged-chr3-121370150-110	chr3	121369598	121370352	+	0.000	0.000	Merged-chr3-121370150-110
Merged-chr2-135892016-4	chr2	135891875	135892199	+	0.000	0.000	Merged-chr2-135892016-4
Merged-chr12-8844937-14	chr12	8844706	8845089	+	0.000	0.000	Merged-chr12-8844937-14
Merged-chr7-142966626-1	chr7	142966528	142966726	+	0.000	0.000	Merged-chr7-142966626-1
Merged-chr14-65343819-62	chr14	65343606	65344042	+	0.000	0.000	Merged-chr14-65343819-62
Merged-chr16-57393364-8	chr16	57393224	57393503	+	0.000	0.000	Merged-chr16-57393364-8
Merged-chr6-94676965-1	chr6	94676867	94677065	+	0.000	0.000	Merged-chr6-94676965-1
Merged-chr10-79097325-71	chr10	79097069	79097604	+	0.000	0.000	Merged-chr10-79097325-71
Merged-chr6-144919933-48	chr6	144919714	144920278	+	0.000	0.000	Merged-chr6-144919933-48
Merged-chr17-73174368-48	chr17	73174196	73174606	+	0.000	0.000	Merged-chr17-73174368-48
Merged-chr6-118067855-10	chr6	118067681	118068012	+	0.000	0.000	Merged-chr6-118067855-10
Merged-chr16-89833107-38	chr16	89832823	89833542	+	0.000	0.000	Merged-chr16-89833107-38
Merged-chr4-120393199-1	chr4	120393101	120393299	+	0.000	0.000	Merged-chr4-120393199-1
Merged-chr6-48025442-7	chr6	48025300	48025649	+	0.000	0.000	Merged-chr6-48025442-7
Merged-chr7-49392450-14	chr7	49392236	49392651	+	0.000	0.000	Merged-chr7-49392450-14
Merged-chr3-55418940-2	chr3	55418805	55419077	+	0.000	0.000	Merged-chr3-55418940-2
Merged-chr14-61770099-34	chr14	61769836	61770492	+	0.000	0.000	Merged-chr14-61770099-34
Merged-chr19-10949150-60	chr19	10948851	10949486	+	0.000	0.000	Merged-chr19-10949150-60
Merged-chr8-61234542-15	chr8	61234368	61234711	+	0.000	0.000	Merged-chr8-61234542-15
Merged-chr18-54940174-2	chr18	54940068	54940283	+	0.000	0.000	Merged-chr18-54940174-2
Merged-chr11-113785541-1	chr11	113785443	113785641	+	0.000	0.000	Merged-chr11-113785541-1
Merged-chr8-34810085-3	chr8	34809983	34810193	+	0.000	0.000	Merged-chr8-34810085-3
Merged-chr7-16207547-67	chr7	16207128	16207902	+	0.000	0.000	Merged-chr7-16207547-67
Merged-chr19-18787817-15	chr19	18787624	18788037	+	0.000	0.000	Merged-chr19-18787817-15
Merged-chr7-82834673-11	chr7	82834347	82834902	+	0.000	0.000	Merged-chr7-82834673-11
Merged-chr3-37205453-40	chr3	37205187	37205657	+	0.000	0.000	Merged-chr3-37205453-40
Merged-chr2-18909851-2	chr2	18909731	18909973	+	0.000	0.000	Merged-chr2-18909851-2
Merged-chr16-57465471-22	chr16	57465272	57465685	+	0.000	0.000	Merged-chr16-57465471-22
Merged-chr9-35007274-11	chr9	35006951	35007501	+	0.000	0.000	Merged-chr9-35007274-11
Merged-chr11-19823630-23	chr11	19823446	19823829	+	0.000	0.000	Merged-chr11-19823630-23
Merged-chr1-111864716-124	chr1	111864509	111865032	+	0.000	0.000	Merged-chr1-111864716-124
Merged-chr6-59413143-3	chr6	59413000	59413276	+	0.000	0.000	Merged-chr6-59413143-3
Merged-chr8-68631925-13	chr8	68631771	68632134	+	0.000	0.000	Merged-chr8-68631925-13
Merged-chr7-24134230-46	chr7	24133997	24134421	+	0.000	0.000	Merged-chr7-24134230-46
Merged-chr1-69461360-14	chr1	69461167	69461555	+	0.000	0.000	Merged-chr1-69461360-14
Merged-chr1-192598517-22	chr1	192598169	192598742	+	0.000	0.000	Merged-chr1-192598517-22
Merged-chr6-128793190-10	chr6	128793038	128793323	+	0.000	0.000	Merged-chr6-128793190-10
Merged-chr7-128690319-14	chr7	128690152	128690494	+	0.000	0.000	Merged-chr7-128690319-14
Merged-chr10-121197370-12	chr10	121197162	121197529	+	0.000	0.000	Merged-chr10-121197370-12
Merged-chr16-76330706-5	chr16	76330573	76330851	+	0.000	0.000	Merged-chr16-76330706-5
Merged-chr14-57719476-1	chr14	57719378	57719576	+	0.000	0.000	Merged-chr14-57719476-1
Merged-chr11-94378128-5	chr11	94377788	94378411	+	0.000	0.000	Merged-chr11-94378128-5
Merged-chr2-77148086-49	chr2	77147190	77148560	+	0.000	0.000	Merged-chr2-77148086-49
Merged-chr13-112287336-21	chr13	112287147	112287611	+	0.000	0.000	Merged-chr13-112287336-21
Merged-chr2-71002742-5	chr2	71002608	71002877	+	0.000	0.000	Merged-chr2-71002742-5
Merged-chr7-139412509-29	chr7	139412206	139412782	+	0.000	0.000	Merged-chr7-139412509-29
Merged-chr5-92337102-26	chr5	92336842	92337347	+	0.000	0.000	Merged-chr5-92337102-26
Merged-chr2-169586069-2	chr2	169585970	169586170	+	0.000	0.000	Merged-chr2-169586069-2
Merged-chr10-19934283-96	chr10	19933853	19934575	+	0.000	0.000	Merged-chr10-19934283-96
Merged-chr13-99385105-49	chr13	99384770	99385501	+	0.000	0.000	Merged-chr13-99385105-49
Merged-chr2-163299110-16	chr2	163298772	163299308	+	0.000	0.000	Merged-chr2-163299110-16
Merged-chr13-28953393-108	chr13	28953056	28953784	+	0.000	0.000	Merged-chr13-28953393-108
Merged-chr1-190562762-1	chr1	190562664	190562862	+	0.000	0.000	Merged-chr1-190562762-1
Merged-chr12-85945472-7	chr12	85945295	85945690	+	0.000	0.000	Merged-chr12-85945472-7
Merged-chr16-89872318-26	chr16	89872126	89872567	+	0.000	0.000	Merged-chr16-89872318-26
Merged-chr18-79003729-2	chr18	79003569	79003891	+	0.000	0.000	Merged-chr18-79003729-2
Merged-chr2-69710550-1	chr2	69710452	69710650	+	0.000	0.000	Merged-chr2-69710550-1
Merged-chr5-125183698-27	chr5	125183509	125183898	+	0.000	0.000	Merged-chr5-125183698-27
Merged-chr2-18920394-54	chr2	18920130	18920642	+	0.000	0.000	Merged-chr2-18920394-54
Merged-chr12-36019766-41	chr12	36019509	36020048	+	0.000	0.000	Merged-chr12-36019766-41
Merged-chr2-18917175-84	chr2	18916546	18917685	+	0.000	0.000	Merged-chr2-18917175-84
Merged-chr10-67503707-61	chr10	67503338	67503969	+	0.000	0.000	Merged-chr10-67503707-61
Merged-chr13-63566288-41	chr13	63565974	63566539	+	0.000	0.000	Merged-chr13-63566288-41
Merged-chr6-37196137-6	chr6	37195916	37196323	+	0.000	0.000	Merged-chr6-37196137-6
Merged-chr4-138325997-97	chr4	138325525	138326575	+	0.000	0.000	Merged-chr4-138325997-97
Merged-chr6-89678862-1	chr6	89678764	89678962	+	0.000	0.000	Merged-chr6-89678862-1
Merged-chr1-164405623-22	chr1	164405357	164405935	+	0.000	0.000	Merged-chr1-164405623-22
Merged-chr12-82203383-15	chr12	82203126	82203566	+	0.000	0.000	Merged-chr12-82203383-15
Merged-chr4-95800562-1	chr4	95800464	95800662	+	0.000	0.000	Merged-chr4-95800562-1
Merged-chr5-110597522-12	chr5	110597324	110597757	+	0.000	0.000	Merged-chr5-110597522-12
Merged-chr17-84632041-8	chr17	84631908	84632223	+	0.000	0.000	Merged-chr17-84632041-8
Merged-chr13-43769048-23	chr13	43768788	43769324	+	0.000	0.000	Merged-chr13-43769048-23
Merged-chr16-89974505-28	chr16	89974239	89974710	+	0.000	0.000	Merged-chr16-89974505-28
Merged-chr3-138842482-12	chr3	138842280	138842716	+	0.000	0.000	Merged-chr3-138842482-12
Merged-chr9-118750873-69	chr9	118750578	118751212	+	0.000	0.000	Merged-chr9-118750873-69
Merged-chr2-144646502-21	chr2	144646288	144646681	+	0.000	0.000	Merged-chr2-144646502-21
Merged-chr15-64249418-10	chr15	64249286	64249567	+	0.000	0.000	Merged-chr15-64249418-10
Merged-chr7-39552657-55	chr7	39552406	39552938	+	0.000	0.000	Merged-chr7-39552657-55
Merged-chr2-25095278-14	chr2	25095050	25095501	+	0.000	0.000	Merged-chr2-25095278-14
Merged-chr10-78458040-65	chr10	78457749	78458245	+	0.000	0.000	Merged-chr10-78458040-65
Merged-chr1-172000780-26	chr1	172000616	172000928	+	0.000	0.000	Merged-chr1-172000780-26
Merged-chr11-117127577-3	chr11	117127425	117127727	+	0.000	0.000	Merged-chr11-117127577-3
Merged-chr15-64382690-41	chr15	64382215	64383010	+	0.000	0.000	Merged-chr15-64382690-41
Merged-chr9-32159280-29	chr9	32158983	32159473	+	0.000	0.000	Merged-chr9-32159280-29
Merged-chr17-84330474-94	chr17	84329876	84330945	+	0.000	0.000	Merged-chr17-84330474-94
Merged-chr4-150545055-50	chr4	150544831	150545246	+	0.000	0.000	Merged-chr4-150545055-50
Merged-chr6-37419600-19	chr6	37419377	37419824	+	0.000	0.000	Merged-chr6-37419600-19
Merged-chr10-25296937-67	chr10	25296580	25297164	+	0.000	0.000	Merged-chr10-25296937-67
Merged-chr1-40210867-7	chr1	40210620	40211023	+	0.000	0.000	Merged-chr1-40210867-7
Merged-chr7-78909216-11	chr7	78909051	78909406	+	0.000	0.000	Merged-chr7-78909216-11
Merged-chr13-41584057-38	chr13	41583750	41584347	+	0.000	0.000	Merged-chr13-41584057-38
Merged-chr9-86150259-1	chr9	86150161	86150359	+	0.000	0.000	Merged-chr9-86150259-1
Merged-chr3-87389051-8	chr3	87388722	87389316	+	0.000	0.000	Merged-chr3-87389051-8
Merged-chr18-55592661-1	chr18	55592563	55592761	+	0.000	0.000	Merged-chr18-55592661-1
Merged-chr11-103773500-1	chr11	103773402	103773600	+	0.000	0.000	Merged-chr11-103773500-1
Merged-chr13-95122847-5	chr13	95122732	95122963	+	0.000	0.000	Merged-chr13-95122847-5
Merged-chr9-85844463-1	chr9	85844365	85844563	+	0.000	0.000	Merged-chr9-85844463-1
Merged-chr6-6225651-1	chr6	6225553	6225751	+	0.000	0.000	Merged-chr6-6225651-1
Merged-chr1-164988206-12	chr1	164987942	164988556	+	0.000	0.000	Merged-chr1-164988206-12
Merged-chr14-101478839-3	chr14	101478693	101478967	+	0.000	0.000	Merged-chr14-101478839-3
Merged-chr18-54900599-82	chr18	54900310	54900956	+	0.000	0.000	Merged-chr18-54900599-82
Merged-chr12-98628210-48	chr12	98627852	98628478	+	0.000	0.000	Merged-chr12-98628210-48
Merged-chr3-121478757-1	chr3	121478659	121478857	+	0.000	0.000	Merged-chr3-121478757-1
Merged-chr2-60037299-59	chr2	60037061	60037497	+	0.000	0.000	Merged-chr2-60037299-59
Merged-chr7-132317352-2	chr7	132317167	132317539	+	0.000	0.000	Merged-chr7-132317352-2
Merged-chr1-192536022-1	chr1	192535924	192536122	+	0.000	0.000	Merged-chr1-192536022-1
Merged-chr9-123237868-11	chr9	123237665	123238021	+	0.000	0.000	Merged-chr9-123237868-11
Merged-chr10-7816759-33	chr10	7816513	7817016	+	0.000	0.000	Merged-chr10-7816759-33
Merged-chr6-65817899-1	chr6	65817801	65817999	+	0.000	0.000	Merged-chr6-65817899-1
Merged-chr9-86090160-1	chr9	86090062	86090260	+	0.000	0.000	Merged-chr9-86090160-1
Merged-chr15-99341315-43	chr15	99341073	99341631	+	0.000	0.000	Merged-chr15-99341315-43
Merged-chr3-51906016-20	chr3	51905767	51906270	+	0.000	0.000	Merged-chr3-51906016-20
Merged-chr6-147570106-1	chr6	147570008	147570206	+	0.000	0.000	Merged-chr6-147570106-1
Merged-chr12-16133558-59	chr12	16133177	16133934	+	0.000	0.000	Merged-chr12-16133558-59
Merged-chr4-150519164-27	chr4	150518971	150519354	+	0.000	0.000	Merged-chr4-150519164-27
Merged-chr18-79257508-110	chr18	79257201	79257744	+	0.000	0.000	Merged-chr18-79257508-110
Merged-chr7-132367272-1	chr7	132367174	132367372	+	0.000	0.000	Merged-chr7-132367272-1
Merged-chr9-102835165-61	chr9	102834947	102835517	+	0.000	0.000	Merged-chr9-102835165-61
Merged-chr2-135891354-60	chr2	135890945	135891686	+	0.000	0.000	Merged-chr2-135891354-60
Merged-chr15-85042702-72	chr15	85042451	85042957	+	0.000	0.000	Merged-chr15-85042702-72
Merged-chr14-45094844-23	chr14	45094608	45095109	+	0.000	0.000	Merged-chr14-45094844-23
Merged-chr16-57491992-26	chr16	57491800	57492184	+	0.000	0.000	Merged-chr16-57491992-26
