#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr17-5828409-23	chr17	5828148	5828656	+	0.000	0.000	Merged-chr17-5828409-23
Merged-chr3-19307844-1	chr3	19307746	19307944	+	0.000	0.000	Merged-chr3-19307844-1
Merged-chr3-107061699-25	chr3	107061522	107061901	+	0.000	0.000	Merged-chr3-107061699-25
Merged-chr18-66478119-35	chr18	66477751	66478372	+	0.000	0.000	Merged-chr18-66478119-35
Merged-chr6-129680529-50	chr6	129680355	129680775	+	0.000	0.000	Merged-chr6-129680529-50
Merged-chr8-33641932-61	chr8	33641712	33642149	+	0.000	0.000	Merged-chr8-33641932-61
Merged-chr1-161767386-1	chr1	161767288	161767486	+	0.000	0.000	Merged-chr1-161767386-1
Merged-chr13-64153044-113	chr13	64152614	64153721	+	0.000	0.000	Merged-chr13-64153044-113
Merged-chr13-6081654-1	chr13	6081556	6081754	+	0.000	0.000	Merged-chr13-6081654-1
Merged-chr6-54155596-1	chr6	54155498	54155696	+	0.000	0.000	Merged-chr6-54155596-1
Merged-chr2-125724208-99	chr2	125723415	125724945	+	0.000	0.000	Merged-chr2-125724208-99
Merged-chr8-120832220-19	chr8	120831975	120832440	+	0.000	0.000	Merged-chr8-120832220-19
Merged-chr4-15317490-9	chr4	15317278	15317723	+	0.000	0.000	Merged-chr4-15317490-9
Merged-chr14-73105519-8	chr14	73105375	73105688	+	0.000	0.000	Merged-chr14-73105519-8
Merged-chr15-97822128-1	chr15	97822030	97822228	+	0.000	0.000	Merged-chr15-97822128-1
Merged-chr10-18845106-45	chr10	18844845	18845292	+	0.000	0.000	Merged-chr10-18845106-45
Merged-chr11-107407910-19	chr11	107407651	107408097	+	0.000	0.000	Merged-chr11-107407910-19
Merged-chr5-137655034-3	chr5	137654870	137655171	+	0.000	0.000	Merged-chr5-137655034-3
Merged-chr19-5273188-67	chr19	5272758	5273482	+	0.000	0.000	Merged-chr19-5273188-67
Merged-chr19-10881047-16	chr19	10880769	10881184	+	0.000	0.000	Merged-chr19-10881047-16
Merged-chr13-5862430-12	chr13	5862151	5862750	+	0.000	0.000	Merged-chr13-5862430-12
Merged-chr10-117839249-9	chr10	117838972	117839463	+	0.000	0.000	Merged-chr10-117839249-9
Merged-chr5-149525797-5	chr5	149525699	149525897	+	0.000	0.000	Merged-chr5-149525797-5
Merged-chr7-90341759-29	chr7	90341544	90342019	+	0.000	0.000	Merged-chr7-90341759-29
Merged-chr18-70652436-42	chr18	70652079	70652846	+	0.000	0.000	Merged-chr18-70652436-42
Merged-chr4-150808794-106	chr4	150808440	150809100	+	0.000	0.000	Merged-chr4-150808794-106
Merged-chr6-51593053-1	chr6	51592955	51593153	+	0.000	0.000	Merged-chr6-51593053-1
Merged-chr1-60853628-46	chr1	60853300	60854215	+	0.000	0.000	Merged-chr1-60853628-46
Merged-chr5-146860764-19	chr5	146860563	146861000	+	0.000	0.000	Merged-chr5-146860764-19
Merged-chr4-46601890-90	chr4	46601174	46602319	+	0.000	0.000	Merged-chr4-46601890-90
Merged-chr7-90353995-46	chr7	90353761	90354202	+	0.000	0.000	Merged-chr7-90353995-46
Merged-chr6-97311537-77	chr6	97311342	97311904	+	0.000	0.000	Merged-chr6-97311537-77
Merged-chr19-9938358-1	chr19	9938260	9938458	+	0.000	0.000	Merged-chr19-9938358-1
Merged-chr13-108337522-5	chr13	108337348	108337677	+	0.000	0.000	Merged-chr13-108337522-5
Merged-chr9-123807942-4	chr9	123807759	123808153	+	0.000	0.000	Merged-chr9-123807942-4
Merged-chr6-66962662-45	chr6	66962299	66962919	+	0.000	0.000	Merged-chr6-66962662-45
Merged-chr11-75200180-3	chr11	75200005	75200322	+	0.000	0.000	Merged-chr11-75200180-3
Merged-chr17-77514015-1	chr17	77513917	77514115	+	0.000	0.000	Merged-chr17-77514015-1
Merged-chr9-119067852-20	chr9	119067616	119068111	+	0.000	0.000	Merged-chr9-119067852-20
Merged-chr2-132843527-2	chr2	132843423	132843633	+	0.000	0.000	Merged-chr2-132843527-2
Merged-chr17-79296221-1	chr17	79296123	79296321	+	0.000	0.000	Merged-chr17-79296221-1
Merged-chr7-89235505-11	chr7	89235260	89235887	+	0.000	0.000	Merged-chr7-89235505-11
Merged-chr8-33663493-16	chr8	33663265	33663751	+	0.000	0.000	Merged-chr8-33663493-16
Merged-chr2-164785983-68	chr2	164785707	164786239	+	0.000	0.000	Merged-chr2-164785983-68
Merged-chr1-40516465-22	chr1	40516261	40516674	+	0.000	0.000	Merged-chr1-40516465-22
Merged-chr13-35808207-14	chr13	35808006	35808405	+	0.000	0.000	Merged-chr13-35808207-14
Merged-chr4-3678359-35	chr4	3678104	3678838	+	0.000	0.000	Merged-chr4-3678359-35
Merged-chr4-145248174-14	chr4	145248009	145248375	+	0.000	0.000	Merged-chr4-145248174-14
Merged-chr5-149525038-89	chr5	149524590	149525523	+	0.000	0.000	Merged-chr5-149525038-89
Merged-chr15-89354915-1	chr15	89354817	89355015	+	0.000	0.000	Merged-chr15-89354915-1
Merged-chr1-21079276-92	chr1	21079017	21079569	+	0.000	0.000	Merged-chr1-21079276-92
Merged-chr2-112239905-127	chr2	112239507	112240143	+	0.000	0.000	Merged-chr2-112239905-127
Merged-chr4-150799595-6	chr4	150799439	150799735	+	0.000	0.000	Merged-chr4-150799595-6
Merged-chr9-114781972-2	chr9	114781874	114782072	+	0.000	0.000	Merged-chr9-114781972-2
Merged-chr17-8389397-65	chr17	8389072	8389850	+	0.000	0.000	Merged-chr17-8389397-65
Merged-chr9-21686623-15	chr9	21686385	21686846	+	0.000	0.000	Merged-chr9-21686623-15
Merged-chr7-126287696-12	chr7	126287555	126287822	+	0.000	0.000	Merged-chr7-126287696-12
Merged-chr13-5861346-118	chr13	5860983	5861929	+	0.000	0.000	Merged-chr13-5861346-118
Merged-chr5-32136493-5	chr5	32136271	32136722	+	0.000	0.000	Merged-chr5-32136493-5
Merged-chr3-104714697-56	chr3	104714095	104715317	+	0.000	0.000	Merged-chr3-104714697-56
Merged-chr7-67305058-11	chr7	67304887	67305322	+	0.000	0.000	Merged-chr7-67305058-11
Merged-chr13-12542193-17	chr13	12541925	12542448	+	0.000	0.000	Merged-chr13-12542193-17
Merged-chr15-80034536-17	chr15	80034383	80034693	+	0.000	0.000	Merged-chr15-80034536-17
Merged-chr10-117984742-1	chr10	117984644	117984842	+	0.000	0.000	Merged-chr10-117984742-1
Merged-chr10-21991566-19	chr10	21991363	21991764	+	0.000	0.000	Merged-chr10-21991566-19
Merged-chr2-3294968-14	chr2	3294671	3295283	+	0.000	0.000	Merged-chr2-3294968-14
Merged-chr17-47743455-1	chr17	47743357	47743555	+	0.000	0.000	Merged-chr17-47743455-1
Merged-chr13-95618355-78	chr13	95617765	95618660	+	0.000	0.000	Merged-chr13-95618355-78
Merged-chrX-93594477-7	chrX	93594317	93594651	+	0.000	0.000	Merged-chrX-93594477-7
Merged-chr16-64783982-5	chr16	64783853	64784130	+	0.000	0.000	Merged-chr16-64783982-5
Merged-chr11-63873500-16	chr11	63873312	63873749	+	0.000	0.000	Merged-chr11-63873500-16
Merged-chr4-57904497-43	chr4	57904209	57904714	+	0.000	0.000	Merged-chr4-57904497-43
Merged-chr19-8929599-92	chr19	8929292	8929967	+	0.000	0.000	Merged-chr19-8929599-92
Merged-chr5-107758566-1	chr5	107758468	107758666	+	0.000	0.000	Merged-chr5-107758566-1
Merged-chr2-112224432-2	chr2	112224331	112224536	+	0.000	0.000	Merged-chr2-112224432-2
Merged-chr13-95765232-46	chr13	95764983	95765500	+	0.000	0.000	Merged-chr13-95765232-46
Merged-chr1-65186701-72	chr1	65186339	65187000	+	0.000	0.000	Merged-chr1-65186701-72
Merged-chr19-41384820-59	chr19	41384470	41385209	+	0.000	0.000	Merged-chr19-41384820-59
Merged-chr10-118172658-46	chr10	118172452	118172891	+	0.000	0.000	Merged-chr10-118172658-46
Merged-chr6-51592660-47	chr6	51592321	51592874	+	0.000	0.000	Merged-chr6-51592660-47
Merged-chr18-70578693-1	chr18	70578595	70578793	+	0.000	0.000	Merged-chr18-70578693-1
Merged-chr6-115995901-1	chr6	115995803	115996001	+	0.000	0.000	Merged-chr6-115995901-1
Merged-chr8-122567923-90	chr8	122567448	122568261	+	0.000	0.000	Merged-chr8-122567923-90
Merged-chr11-11775903-10	chr11	11775714	11776244	+	0.000	0.000	Merged-chr11-11775903-10
Merged-chr10-43578959-39	chr10	43578340	43579544	+	0.000	0.000	Merged-chr10-43578959-39
Merged-chr13-107831387-49	chr13	107831132	107831735	+	0.000	0.000	Merged-chr13-107831387-49
Merged-chr12-99407209-65	chr12	99406786	99407529	+	0.000	0.000	Merged-chr12-99407209-65
Merged-chr13-23534768-3	chr13	23534670	23534868	+	0.000	0.000	Merged-chr13-23534768-3
Merged-chr7-75863636-9	chr7	75863414	75863836	+	0.000	0.000	Merged-chr7-75863636-9
Merged-chr12-73656860-57	chr12	73656475	73657374	+	0.000	0.000	Merged-chr12-73656860-57
Merged-chr1-75218958-120	chr1	75218677	75219499	+	0.000	0.000	Merged-chr1-75218958-120
Merged-chr8-35430856-53	chr8	35430643	35431106	+	0.000	0.000	Merged-chr8-35430856-53
Merged-chr7-75887103-1	chr7	75887005	75887203	+	0.000	0.000	Merged-chr7-75887103-1
Merged-chr10-117909375-9	chr10	117909257	117909492	+	0.000	0.000	Merged-chr10-117909375-9
Merged-chr10-92712081-1	chr10	92711983	92712181	+	0.000	0.000	Merged-chr10-92712081-1
Merged-chr2-112222905-42	chr2	112222543	112223354	+	0.000	0.000	Merged-chr2-112222905-42
Merged-chr7-75796614-49	chr7	75796309	75796858	+	0.000	0.000	Merged-chr7-75796614-49
Merged-chr9-124079982-9	chr9	124079773	124080265	+	0.000	0.000	Merged-chr9-124079982-9
Merged-chr1-170993660-17	chr1	170993466	170993838	+	0.000	0.000	Merged-chr1-170993660-17
Merged-chr1-193285975-30	chr1	193285567	193286229	+	0.000	0.000	Merged-chr1-193285975-30
Merged-chr7-80402122-1	chr7	80402024	80402222	+	0.000	0.000	Merged-chr7-80402122-1
Merged-chr1-120245710-33	chr1	120245474	120246063	+	0.000	0.000	Merged-chr1-120245710-33
Merged-chr9-83480905-1	chr9	83480807	83481005	+	0.000	0.000	Merged-chr9-83480905-1
Merged-chr2-151994902-45	chr2	151994603	151995128	+	0.000	0.000	Merged-chr2-151994902-45
Merged-chr4-106562030-2	chr4	106561927	106562136	+	0.000	0.000	Merged-chr4-106562030-2
Merged-chr7-105399242-2	chr7	105399126	105399361	+	0.000	0.000	Merged-chr7-105399242-2
Merged-chr19-37435573-9	chr19	37435351	37435810	+	0.000	0.000	Merged-chr19-37435573-9
Merged-chr12-69416933-41	chr12	69416683	69417230	+	0.000	0.000	Merged-chr12-69416933-41
Merged-chr2-167661676-54	chr2	167661262	167661941	+	0.000	0.000	Merged-chr2-167661676-54
Merged-chr13-13584460-6	chr13	13584300	13584631	+	0.000	0.000	Merged-chr13-13584460-6
Merged-chr1-43431088-1	chr1	43430990	43431188	+	0.000	0.000	Merged-chr1-43431088-1
Merged-chr6-97352887-53	chr6	97352525	97353163	+	0.000	0.000	Merged-chr6-97352887-53
Merged-chr13-107869033-28	chr13	107868776	107869361	+	0.000	0.000	Merged-chr13-107869033-28
Merged-chr7-88321052-6	chr7	88320823	88321221	+	0.000	0.000	Merged-chr7-88321052-6
Merged-chr5-138171798-117	chr5	138171560	138172249	+	0.000	0.000	Merged-chr5-138171798-117
Merged-chr2-80579794-1	chr2	80579696	80579894	+	0.000	0.000	Merged-chr2-80579794-1
Merged-chr15-96714966-7	chr15	96714801	96715143	+	0.000	0.000	Merged-chr15-96714966-7
Merged-chr18-24652935-1	chr18	24652837	24653035	+	0.000	0.000	Merged-chr18-24652935-1
Merged-chr2-10151704-4	chr2	10151578	10151833	+	0.000	0.000	Merged-chr2-10151704-4
Merged-chr4-99715714-70	chr4	99715472	99715930	+	0.000	0.000	Merged-chr4-99715714-70
Merged-chr14-56296322-5	chr14	56296176	56296481	+	0.000	0.000	Merged-chr14-56296322-5
Merged-chr3-104780834-109	chr3	104779975	104781563	+	0.000	0.000	Merged-chr3-104780834-109
Merged-chr4-134642170-32	chr4	134641924	134642370	+	0.000	0.000	Merged-chr4-134642170-32
Merged-chr17-35813824-22	chr17	35813646	35814077	+	0.000	0.000	Merged-chr17-35813824-22
Merged-chr7-89146936-24	chr7	89146705	89147274	+	0.000	0.000	Merged-chr7-89146936-24
Merged-chr11-55077805-107	chr11	55077345	55078321	+	0.000	0.000	Merged-chr11-55077805-107
Merged-chr10-99097560-20	chr10	99097349	99097768	+	0.000	0.000	Merged-chr10-99097560-20
Merged-chr11-95379150-8	chr11	95378969	95379348	+	0.000	0.000	Merged-chr11-95379150-8
Merged-chr9-65598978-11	chr9	65598851	65599158	+	0.000	0.000	Merged-chr9-65598978-11
Merged-chr1-71069065-19	chr1	71068883	71069318	+	0.000	0.000	Merged-chr1-71069065-19
Merged-chr1-92697011-25	chr1	92696802	92697230	+	0.000	0.000	Merged-chr1-92697011-25
Merged-chr19-34922079-98	chr19	34921861	34922443	+	0.000	0.000	Merged-chr19-34922079-98
Merged-chr12-16509548-40	chr12	16509317	16509782	+	0.000	0.000	Merged-chr12-16509548-40
Merged-chr4-116123033-2	chr4	116122912	116123156	+	0.000	0.000	Merged-chr4-116123033-2
Merged-chr17-5885218-3	chr17	5885029	5885437	+	0.000	0.000	Merged-chr17-5885218-3
Merged-chr16-9009637-14	chr16	9009459	9009900	+	0.000	0.000	Merged-chr16-9009637-14
Merged-chr13-35795265-8	chr13	35795035	35795468	+	0.000	0.000	Merged-chr13-35795265-8
Merged-chr17-73869364-53	chr17	73869136	73869606	+	0.000	0.000	Merged-chr17-73869364-53
Merged-chr2-29890513-1	chr2	29890415	29890613	+	0.000	0.000	Merged-chr2-29890513-1
Merged-chr7-66300872-27	chr7	66300634	66301148	+	0.000	0.000	Merged-chr7-66300872-27
Merged-chr17-35700619-40	chr17	35700287	35700911	+	0.000	0.000	Merged-chr17-35700619-40
Merged-chr7-112220361-1	chr7	112220263	112220461	+	0.000	0.000	Merged-chr7-112220361-1
Merged-chr6-54040016-79	chr6	54039603	54040467	+	0.000	0.000	Merged-chr6-54040016-79
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr11-102930777-13	chr11	102930534	102931029	+	0.000	0.000	Merged-chr11-102930777-13
Merged-chr1-60868540-23	chr1	60868393	60868749	+	0.000	0.000	Merged-chr1-60868540-23
Merged-chr2-151569776-39	chr2	151569616	151570017	+	0.000	0.000	Merged-chr2-151569776-39
Merged-chr8-95612064-3	chr8	95611952	95612190	+	0.000	0.000	Merged-chr8-95612064-3
Merged-chr12-32207058-29	chr12	32206870	32207257	+	0.000	0.000	Merged-chr12-32207058-29
Merged-chr10-80917926-53	chr10	80917369	80918337	+	0.000	0.000	Merged-chr10-80917926-53
Merged-chr12-16580677-15	chr12	16580325	16580877	+	0.000	0.000	Merged-chr12-16580677-15
Merged-chr13-5871752-1	chr13	5871654	5871852	+	0.000	0.000	Merged-chr13-5871752-1
Merged-chr15-93252175-91	chr15	93251626	93252823	+	0.000	0.000	Merged-chr15-93252175-91
Merged-chr5-146845015-50	chr5	146844707	146845277	+	0.000	0.000	Merged-chr5-146845015-50
Merged-chr7-89173289-11	chr7	89173116	89173502	+	0.000	0.000	Merged-chr7-89173289-11
Merged-chr7-63987101-39	chr7	63986816	63987311	+	0.000	0.000	Merged-chr7-63987101-39
Merged-chr12-100907082-32	chr12	100906664	100907329	+	0.000	0.000	Merged-chr12-100907082-32
Merged-chr14-120407035-22	chr14	120406675	120407236	+	0.000	0.000	Merged-chr14-120407035-22
Merged-chr12-16304947-30	chr12	16304632	16305175	+	0.000	0.000	Merged-chr12-16304947-30
Merged-chr2-155385269-27	chr2	155385138	155385467	+	0.000	0.000	Merged-chr2-155385269-27
Merged-chr5-140149143-22	chr5	140148826	140149383	+	0.000	0.000	Merged-chr5-140149143-22
Merged-chr7-63957418-17	chr7	63957106	63957707	+	0.000	0.000	Merged-chr7-63957418-17
Merged-chr12-16339165-4	chr12	16338967	16339351	+	0.000	0.000	Merged-chr12-16339165-4
Merged-chr12-32208689-79	chr12	32208406	32208971	+	0.000	0.000	Merged-chr12-32208689-79
Merged-chr2-158743835-27	chr2	158743461	158744193	+	0.000	0.000	Merged-chr2-158743835-27
Merged-chr11-75269578-15	chr11	75269407	75269719	+	0.000	0.000	Merged-chr11-75269578-15
Merged-chr17-23740496-75	chr17	23740194	23740888	+	0.000	0.000	Merged-chr17-23740496-75
Merged-chr13-107868532-1	chr13	107868434	107868632	+	0.000	0.000	Merged-chr13-107868532-1
Merged-chr1-60627833-25	chr1	60627421	60628365	+	0.000	0.000	Merged-chr1-60627833-25
Merged-chr1-171763336-1	chr1	171763238	171763436	+	0.000	0.000	Merged-chr1-171763336-1
Merged-chr15-73492461-2	chr15	73492360	73492565	+	0.000	0.000	Merged-chr15-73492461-2
Merged-chr1-92774523-96	chr1	92773840	92775110	+	0.000	0.000	Merged-chr1-92774523-96
Merged-chr2-10142867-39	chr2	10142662	10143138	+	0.000	0.000	Merged-chr2-10142867-39
Merged-chr13-107869529-3	chr13	107869411	107869639	+	0.000	0.000	Merged-chr13-107869529-3
Merged-chr7-127149689-1	chr7	127149591	127149789	+	0.000	0.000	Merged-chr7-127149689-1
Merged-chr6-112856769-8	chr6	112856533	112856932	+	0.000	0.000	Merged-chr6-112856769-8
Merged-chr10-117859986-12	chr10	117859770	117860165	+	0.000	0.000	Merged-chr10-117859986-12
Merged-chr13-93756777-9	chr13	93756558	93756975	+	0.000	0.000	Merged-chr13-93756777-9
Merged-chr9-119055375-41	chr9	119055160	119055675	+	0.000	0.000	Merged-chr9-119055375-41
Merged-chr10-5800627-2	chr10	5800516	5800741	+	0.000	0.000	Merged-chr10-5800627-2
Merged-chr15-80619195-4	chr15	80618968	80619344	+	0.000	0.000	Merged-chr15-80619195-4
Merged-chr13-23751250-51	chr13	23751028	23751594	+	0.000	0.000	Merged-chr13-23751250-51
Merged-chr10-40179769-4	chr10	40179607	40180014	+	0.000	0.000	Merged-chr10-40179769-4
Merged-chr1-60883000-15	chr1	60882823	60883262	+	0.000	0.000	Merged-chr1-60883000-15
Merged-chr7-89168111-1	chr7	89168013	89168211	+	0.000	0.000	Merged-chr7-89168111-1
Merged-chr12-73645410-6	chr12	73645246	73645573	+	0.000	0.000	Merged-chr12-73645410-6
Merged-chr7-67390968-9	chr7	67390792	67391125	+	0.000	0.000	Merged-chr7-67390968-9
Merged-chr7-67445637-8	chr7	67445386	67445849	+	0.000	0.000	Merged-chr7-67445637-8
Merged-chr16-75894553-32	chr16	75894247	75894910	+	0.000	0.000	Merged-chr16-75894553-32
Merged-chr7-66108179-1	chr7	66108081	66108279	+	0.000	0.000	Merged-chr7-66108179-1
Merged-chr1-43431434-34	chr1	43431201	43431651	+	0.000	0.000	Merged-chr1-43431434-34
Merged-chr16-64789852-34	chr16	64789642	64790138	+	0.000	0.000	Merged-chr16-64789852-34
Merged-chr8-120589278-59	chr8	120589056	120589613	+	0.000	0.000	Merged-chr8-120589278-59
Merged-chr10-118002133-33	chr10	118001860	118002620	+	0.000	0.000	Merged-chr10-118002133-33
Merged-chr17-34628097-3	chr17	34627978	34628230	+	0.000	0.000	Merged-chr17-34628097-3
Merged-chr5-74277818-39	chr5	74277455	74278148	+	0.000	0.000	Merged-chr5-74277818-39
Merged-chr10-17896300-1	chr10	17896202	17896400	+	0.000	0.000	Merged-chr10-17896300-1
Merged-chr8-33968508-27	chr8	33968362	33968699	+	0.000	0.000	Merged-chr8-33968508-27
Merged-chr6-122764645-81	chr6	122763958	122764977	+	0.000	0.000	Merged-chr6-122764645-81
Merged-chr11-21238010-12	chr11	21237782	21238324	+	0.000	0.000	Merged-chr11-21238010-12
Merged-chr9-109058492-4	chr9	109058278	109058683	+	0.000	0.000	Merged-chr9-109058492-4
Merged-chr10-118495376-34	chr10	118494881	118495775	+	0.000	0.000	Merged-chr10-118495376-34
Merged-chr7-110122221-130	chr7	110121732	110122573	+	0.000	0.000	Merged-chr7-110122221-130
Merged-chr7-89247089-1	chr7	89246991	89247189	+	0.000	0.000	Merged-chr7-89247089-1
Merged-chr1-144283563-68	chr1	144283155	144284059	+	0.000	0.000	Merged-chr1-144283563-68
Merged-chr1-16106304-1	chr1	16106206	16106404	+	0.000	0.000	Merged-chr1-16106304-1
Merged-chr11-63922281-53	chr11	63922069	63922525	+	0.000	0.000	Merged-chr11-63922281-53
Merged-chr10-40084673-6	chr10	40084535	40084837	+	0.000	0.000	Merged-chr10-40084673-6
Merged-chr10-118100825-27	chr10	118100629	118101062	+	0.000	0.000	Merged-chr10-118100825-27
Merged-chr16-46010604-102	chr16	46010366	46010821	+	0.000	0.000	Merged-chr16-46010604-102
Merged-chr18-66457995-2	chr18	66457833	66458160	+	0.000	0.000	Merged-chr18-66457995-2
Merged-chr7-90304532-2	chr7	90304433	90304633	+	0.000	0.000	Merged-chr7-90304532-2
Merged-chr9-120068302-33	chr9	120068061	120068499	+	0.000	0.000	Merged-chr9-120068302-33
Merged-chr16-75877310-18	chr16	75877125	75877552	+	0.000	0.000	Merged-chr16-75877310-18
Merged-chr10-118481218-38	chr10	118480824	118481774	+	0.000	0.000	Merged-chr10-118481218-38
Merged-chr10-80569916-4	chr10	80569717	80570085	+	0.000	0.000	Merged-chr10-80569916-4
Merged-chr8-120811025-1	chr8	120810927	120811125	+	0.000	0.000	Merged-chr8-120811025-1
Merged-chr4-116464160-92	chr4	116463892	116464639	+	0.000	0.000	Merged-chr4-116464160-92
Merged-chr10-117829855-64	chr10	117829532	117830098	+	0.000	0.000	Merged-chr10-117829855-64
Merged-chr13-108316339-65	chr13	108316031	108316593	+	0.000	0.000	Merged-chr13-108316339-65
Merged-chr15-99030209-74	chr15	99029890	99030533	+	0.000	0.000	Merged-chr15-99030209-74
Merged-chr5-107101281-23	chr5	107101053	107101442	+	0.000	0.000	Merged-chr5-107101281-23
Merged-chr4-153957284-72	chr4	153957046	153957571	+	0.000	0.000	Merged-chr4-153957284-72
Merged-chr1-43469252-2	chr1	43469138	43469369	+	0.000	0.000	Merged-chr1-43469252-2
Merged-chr18-56399965-54	chr18	56399333	56400527	+	0.000	0.000	Merged-chr18-56399965-54
Merged-chr7-88277726-133	chr7	88277553	88278107	+	0.000	0.000	Merged-chr7-88277726-133
Merged-chr7-98309453-63	chr7	98309174	98309694	+	0.000	0.000	Merged-chr7-98309453-63
Merged-chr9-123717670-55	chr9	123717426	123717841	+	0.000	0.000	Merged-chr9-123717670-55
Merged-chr10-40177793-4	chr10	40177555	40177999	+	0.000	0.000	Merged-chr10-40177793-4
Merged-chr15-93298411-30	chr15	93298216	93298642	+	0.000	0.000	Merged-chr15-93298411-30
Merged-chr17-35706172-14	chr17	35705914	35706384	+	0.000	0.000	Merged-chr17-35706172-14
Merged-chr14-120525808-27	chr14	120525573	120526011	+	0.000	0.000	Merged-chr14-120525808-27
Merged-chr12-73631279-56	chr12	73631008	73631514	+	0.000	0.000	Merged-chr12-73631279-56
Merged-chr2-165653935-20	chr2	165653599	165654276	+	0.000	0.000	Merged-chr2-165653935-20
Merged-chr4-120570179-83	chr4	120569819	120570402	+	0.000	0.000	Merged-chr4-120570179-83
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr17-86674662-35	chr17	86674134	86675189	+	0.000	0.000	Merged-chr17-86674662-35
Merged-chr18-70580825-3	chr18	70580701	70580978	+	0.000	0.000	Merged-chr18-70580825-3
Merged-chr18-89245724-52	chr18	89245442	89246038	+	0.000	0.000	Merged-chr18-89245724-52
Merged-chr19-8919271-13	chr19	8919066	8919652	+	0.000	0.000	Merged-chr19-8919271-13
Merged-chr16-95749920-139	chr16	95749460	95750565	+	0.000	0.000	Merged-chr16-95749920-139
Merged-chr10-18064784-37	chr10	18064543	18064978	+	0.000	0.000	Merged-chr10-18064784-37
Merged-chr17-35836854-6	chr17	35836690	35837069	+	0.000	0.000	Merged-chr17-35836854-6
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr1-43478113-25	chr1	43477916	43478358	+	0.000	0.000	Merged-chr1-43478113-25
Merged-chr19-10695580-1	chr19	10695482	10695680	+	0.000	0.000	Merged-chr19-10695580-1
Merged-chr12-73628008-1	chr12	73627910	73628108	+	0.000	0.000	Merged-chr12-73628008-1
Merged-chr5-66055841-4	chr5	66055716	66055980	+	0.000	0.000	Merged-chr5-66055841-4
Merged-chr5-8674986-4	chr5	8674774	8675177	+	0.000	0.000	Merged-chr5-8674986-4
