gene_name,pos,start,end,peak_name
left,Tcf7,chr11,Tcf7,Merged-chr11-52223138-6,52222864,52223131
right,Gata3,chr2,Gata3,Merged-chr2-9895368-6,9895341,9895491
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44482815-42,44482760,44483362
within,Cxcr5,chr9,Cxcr5,Merged-chr9-44555234-8,44555070,44555453
left,Tcf7,chr11,Tcf7,Merged-chr11-52249845-12,52249723,52250669
within,Tbx21,chr11,Tbx21,Merged-chr11-97109846-4,97109102,97109920
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44588100-3,44587891,44588202
within,Tbx21,chr11,Tbx21,Merged-chr11-97115476-51,97115037,97115682
within,Tbx21,chr11,Tbx21,Merged-chr11-97115476-51,97115921,97116135
left,Tbx21,chr11,Tbx21,Merged-chr11-97090916-2,97090889,97091142
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44494733-61,44494780,44495087
left,Selplg,chr5,Selplg,Merged-chr5-113815969-36,113815666,113816117
right,Tbx21,chr11,Tbx21,Merged-chr11-97146522-1,97145950,97146494
within,Tbx21,chr11,Tbx21,Merged-chr11-97104187-33,97103878,97104319
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44565580-5,44565443,44565695
right,Selplg,chr5,Selplg,Merged-chr5-113837178-5,113837156,113837312
left,Cxcr5,chr9,Cxcr5,Merged-chr9-44483363-10,44482760,44483362
right,Tbx21,chr11,Tbx21,Merged-chr11-97134334-6,97134222,97134482
left,Tbx21,chr11,Tbx21,Merged-chr11-97083222-9,97082974,97083533
right,Gata3,chr2,Gata3,Merged-chr2-9882752-3,9882673,9882854
right,Cxcr5,chr9,Cxcr5,Merged-chr9-44568083-63,44567888,44568149
left,Selplg,chr5,Selplg,Merged-chr5-113812297-5,113812124,113812372
within,Tcf7,chr11,Tcf7,Merged-chr11-52281162-6,52281005,52281385
within,Selplg,chr5,Selplg,Merged-chr5-113824477-15,113824388,113824622
right,Gata3,chr2,Gata3,Merged-chr2-9879570-49,9879466,9879636
right,Tcf7,chr11,Tcf7,Merged-chr11-52310984-10,52310848,52311109
