#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed MACS2_DKO_Tfh_peaks.Runx3.sig.bed MACS2_DKO_Th1_peaks.Runx3.sig.bed MACS2_Naive_peaks.Runx3.sig.bed MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed MACS2_WT_Tfh_peaks.Runx3.sig.bed MACS2_WT_Th1_peaks.Runx3.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed	MACS2_DKO_Tfh_peaks.Runx3.sig.bed	MACS2_DKO_Th1_peaks.Runx3.sig.bed	MACS2_Naive_peaks.Runx3.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed	MACS2_WT_Tfh_peaks.Runx3.sig.bed	MACS2_WT_Th1_peaks.Runx3.sig.bed
Merged-chr4-135206279-7	chr4	135206151	135206441	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219978	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183265	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150535	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268196	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255444	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194402	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185878
Merged-chr4-135152628-12	chr4	135152474	135152789	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	12	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219966a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219966b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219966c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183252a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183252b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183252c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150520	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268185	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255434	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194392	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185864a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185864b
Merged-chr4-135155594-8	chr4	135155433	135155798	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219968	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183254b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150522c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268188	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255436	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194394a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194394b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185866b
Merged-chr4-135127615-1	chr4	135127540	135127690	+	0.000000	MACS2_WT_Th1_peaks.Runx3.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185859
Merged-chr4-135153684-1	chr4	135153609	135153759	+	0.000000	MACS2_WT_Th1_peaks.Runx3.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185865
Merged-chr4-135074331-1	chr4	135074256	135074406	+	0.000000	MACS2_WT_Tfh_peaks.Runx3.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194377	
Merged-chr4-135085842-1	chr4	135085767	135085917	+	0.000000	MACS2_WT_Tfh_peaks.Runx3.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194381	
Merged-chr4-135074807-3	chr4	135074674	135074924	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	3					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255421	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194378	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185846
Merged-chr4-135158968-5	chr4	135158825	135159124	+	0.000000	MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Naive_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed	5		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183256	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150524	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_268190	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255438	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194396	
Merged-chr4-135085566-5	chr4	135085432	135085708	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219950a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219950b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183242	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150507				/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185849
Merged-chr4-135086265-4	chr4	135086117	135086449	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed	4	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219951	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183243	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150508		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255424		
Merged-chr4-135077314-5	chr4	135077167	135077457	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	5	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219948	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183240	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150505		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255422		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185847
Merged-chr4-135154027-10	chr4	135153861	135154152	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed	10	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219967a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219967b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183253b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183253a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183253c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150521b		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255435a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255435b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194393a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194393b	
Merged-chr4-135072843-6	chr4	135072740	135072966	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219946	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183238	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150502		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255419	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194375	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185844
Merged-chr4-135073664-6	chr4	135073564	135073786	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219947	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183239	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150503		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255420	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194376	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185845
Merged-chr4-135103038-7	chr4	135102893	135103166	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219955	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183245	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150511		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255426	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194383	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185853a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185853b
Merged-chr4-135104099-7	chr4	135103933	135104267	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219956	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183246a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183246b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150512		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255427	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194384	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185854
Merged-chr4-135108846-6	chr4	135108717	135109001	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx3.sig.bed|MACS2_DKO_Tfh_peaks.Runx3.sig.bed|MACS2_DKO_Th1_peaks.Runx3.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Tfh_peaks.Runx3.sig.bed|MACS2_WT_Th1_peaks.Runx3.sig.bed	6	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_219957	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_183247	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_150513		/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_255428	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_194385	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_185855
