#name (cmd = mergePeaks -d 150 MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed MACS2_DKO_Tfh_peaks.Runx2.sig.bed MACS2_DKO_Th1_peaks.Runx2.sig.bed MACS2_Naive_peaks.Runx2.sig.bed MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed MACS2_WT_Tfh_peaks.Runx2.sig.bed MACS2_WT_Th1_peaks.Runx2.sig.bed)	chr	start	end	strand	Stat	Parent files	Total subpeaks	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed	MACS2_DKO_Tfh_peaks.Runx2.sig.bed	MACS2_DKO_Th1_peaks.Runx2.sig.bed	MACS2_Naive_peaks.Runx2.sig.bed	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Tfh_peaks.Runx2.sig.bed	MACS2_WT_Th1_peaks.Runx2.sig.bed
Merged-chr17-44654795-7	chr17	44654642	44654913	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130544	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106906	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89437	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159417	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150042	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114160	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109772
Merged-chr17-44777264-13	chr17	44777157	44777403	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	13	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130572	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106927	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89463a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89463b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89463c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159428a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159428b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159428c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150062	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114180a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114180b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109799a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109799b
Merged-chr17-44893701-8	chr17	44893576	44893804	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	8	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130577	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106929	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89465	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159432	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150064a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150064b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114181	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109805
Merged-chr17-44690765-7	chr17	44690557	44691025	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	7	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130554	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106914	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89448	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159420	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150049	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114168	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109780
Merged-chr17-44567003-12	chr17	44566818	44567336	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	12	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130526b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130526c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106894a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106894b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106894c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89424a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89424b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159411	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150031	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114149a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114149b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109757b
Merged-chr17-44738118-14	chr17	44737939	44738415	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed|MACS2_Naive_peaks.Runx2.sig.bed|MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	14	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130565b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130565c	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106923b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106923a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106923c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106923d	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89458	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159427a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Naive_peak_159427b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150058	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114175a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114175b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109793a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109793b
Merged-chr17-44434044-1	chr17	44433969	44434119	+	0.000000	MACS2_WT_Th1_peaks.Runx2.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109747
Merged-chr17-44696208-1	chr17	44696133	44696283	+	0.000000	MACS2_WT_Th1_peaks.Runx2.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109782
Merged-chr17-44814803-1	chr17	44814728	44814878	+	0.000000	MACS2_WT_Th1_peaks.Runx2.sig.bed	1							/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109800
Merged-chr17-44611051-1	chr17	44610976	44611126	+	0.000000	MACS2_WT_Tfh_peaks.Runx2.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114154	
Merged-chr17-44614491-1	chr17	44614416	44614566	+	0.000000	MACS2_WT_Tfh_peaks.Runx2.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114157	
Merged-chr17-44664076-1	chr17	44664001	44664151	+	0.000000	MACS2_WT_Tfh_peaks.Runx2.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114162	
Merged-chr17-44727882-1	chr17	44727807	44727957	+	0.000000	MACS2_WT_Tfh_peaks.Runx2.sig.bed	1						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114172	
Merged-chr17-44735606-9	chr17	44735531	44735681	+	0.000000	MACS2_WT_Tfh_peaks.Runx2.sig.bed	9						/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174i,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174b,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174c,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174d,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174e,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174f,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174g,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114174h	
Merged-chr17-44421700-1	chr17	44421625	44421775	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	1					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150019		
Merged-chr17-44468458-1	chr17	44468383	44468533	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	1					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150026		
Merged-chr17-44476051-1	chr17	44475976	44476126	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	1					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150027		
Merged-chr17-44734664-1	chr17	44734589	44734739	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed	1					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150056		
Merged-chr17-44626256-2	chr17	44626176	44626337	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	2					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150039	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114158a	
Merged-chr17-44668441-2	chr17	44668364	44668519	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed	2					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150044	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114163	
Merged-chr17-44671384-4	chr17	44671150	44671549	+	0.000000	MACS2_Prdm1KO_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Tfh_peaks.Runx2.sig.bed|MACS2_WT_Th1_peaks.Runx2.sig.bed	4					/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150045a,/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Prdm1KO_Tfh_peak_150045b	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Tfh_peak_114164	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_WT_Th1_peak_109776
Merged-chr17-44665761-3	chr17	44665617	44665884	+	0.000000	MACS2_Bcl6KO_Th1_peaks.Runx2.sig.bed|MACS2_DKO_Tfh_peaks.Runx2.sig.bed|MACS2_DKO_Th1_peaks.Runx2.sig.bed	3	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_Bcl6KO_Th1_peak_130548	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Tfh_peak_106908	/gpfs/group/pipkin/jycATAC/sorted_dupr_bam_combined/MACS2_DKO_Th1_peak_89440				
