Motif	Num	Protection_Score_DKO	Protection_Score_Bcl6KO	Protection_Diff_DKO_Bcl6KO	TC_DKO	TC_Bcl6KO	TC_Diff_DKO_Bcl6KO	TF_Activity	Z_score	P_values
MA0523.1.TCF7L2	12	0.45291605212916874	0.32661459753396443	-0.1263014545952043	1.021410467935363	0.8722822116849588	-0.14912825625040427	-0.2754297108456086	-0.9741006242226358	0.33000657962529434
MA0684.1.RUNX3	64	0.34836793009601874	0.3415466306388161	-0.0068212994572026675	0.7819204377451968	0.7682194074577913	-0.013701030287405547	-0.020522329744608214	0.024755302398364817	0.980250143639882
MA0037.3.GATA3	10	0.7267361567878317	0.20218998894959692	-0.5245461678382347	0.6413854509820072	0.7545981815564488	0.11321273057444159	-0.4113334372637931	-1.506640097957592	0.13190293349115212
MA0508.2.PRDM1	16	0.19626362258930655	0.3833185207169446	0.18705489812763806	0.6177680099512622	0.671077571307515	0.053309561356252755	0.24036445948389082	1.0470415715227523	0.2950804052921646
MA0089.1.MAFG::NFE2L1	86	-0.07229804143754918	0.12178420264638526	0.19408224408393443	0.7974693055535712	0.7828622756395496	-0.01460702991402163	0.1794752141699128	0.8084467403858353	0.41883345420524065
MA0657.1.KLF13	12	-0.12468512493908884	0.22201253688583178	0.3466976618249206	0.738723405680404	0.6631942123879542	-0.07552919329244978	0.27116846853247084	1.16774724457531	0.24290873365773724
MA0742.1.Klf12	60	0.04373875017704558	-0.12973857624265797	-0.17347732641970354	0.8336772200825768	0.7845188979834634	-0.049158322099113416	-0.22263564851881695	-0.7672268106133704	0.4429466750364017
MA0599.1.KLF5	156	0.15902385830313015	0.21068657680431654	0.051662718501186394	0.7797744218961034	0.7931661648665121	0.013391742970408793	0.06505446147159519	0.36008841326518587	0.7187810173012916
MA0039.3.KLF4	78	-0.4130594395418019	-0.6423420418167969	-0.22928260227499497	0.7309588327625698	0.7273382382510747	-0.003620594511495101	-0.23290319678649007	-0.8074602530297315	0.4194013652046774
MA0117.2.Mafb	30	0.3939546169792624	0.0814886925160491	-0.3124659244632133	0.6813774529005254	0.7598349708179918	0.07845751791746636	-0.23400840654574695	-0.8117910233409908	0.4169115537955508
MA0493.1.Klf1	108	0.08112229733691335	-0.006552453345588384	-0.08767475068250175	0.7789944206070994	0.8017443967276227	0.022749976120523208	-0.06492477456197854	-0.14923591343354983	0.8813674824633777
