Motif	Num	Protection_Score_DKO	Protection_Score_Prdm1KO	Protection_Diff_DKO_Prdm1KO	TC_DKO	TC_Prdm1KO	TC_Diff_DKO_Prdm1KO	TF_Activity	Z_score	P_values
MA0523.1.TCF7L2	458	0.4279399867837852	0.4638057886197017	0.03586580183591648	0.5006769560645088	0.5594174425945792	0.05874048653007036	0.09460628836598683	1.6672674031611951	0.09546124527046278
MA0766.1.GATA5	84	0.06673392598663869	-0.08321467113978967	-0.14994859712642836	0.42260209503041374	0.42452147726705797	0.0019193822366442292	-0.14802921488978413	-1.3258105718518443	0.18490245035836694
MA0035.3.Gata1	158	0.0827838575530456	0.00387106223340181	-0.07891279531964379	0.5021058812848932	0.5023721948426323	0.00026631355773909515	-0.0786464817619047	-0.4699262202845755	0.6384077304446818
MA0511.2.RUNX2	224	0.131382416786195	0.12031183654536981	-0.01107058024082519	0.5971209192546656	0.5427898370384631	-0.05433108221620253	-0.06540166245702772	-0.30654214659167534	0.7591918949529537
MA0769.1.Tcf7	404	0.256063660198957	0.29556047954642944	0.039496819347472456	0.5081811711858228	0.543412857960166	0.035231686774343185	0.07472850612181564	1.422061110476083	0.15500851121682846
MA0684.1.RUNX3	234	0.21861856703087285	0.24032385171229492	0.021705284681422077	0.5622456447550888	0.5237509785161846	-0.038494666238904185	-0.016789381557482108	0.2931242061192872	0.7694272151789725
MA0037.3.GATA3	74	0.030300809637176726	-0.08265240984830458	-0.1129532194854813	0.4461911968334492	0.449556306933978	0.003365110100528812	-0.10958810938495249	-0.8516127538170367	0.3944290585575192
MA0508.2.PRDM1	228	0.2804646090198698	0.22652882699164945	-0.05393578202822036	0.5130660169145245	0.4926604047891726	-0.020405612125351857	-0.07434139415357222	-0.41681996531323073	0.6768100977858922
MA0089.1.MAFG::NFE2L1	452	-0.02662270250865193	-0.032475814135086	-0.0058531116264340655	0.5334928401259973	0.5363366825856409	0.002843842459643642	-0.0030092691667904237	0.4631114929604291	0.6432844524059136
MA0657.1.KLF13	112	0.1483848471938201	0.13652406983871745	-0.011860777355102659	0.6795191130246049	0.6022725769442429	-0.07724653608036203	-0.08910731343546469	-0.598967866961674	0.5491943126558129
MA0742.1.Klf12	248	0.11151023761638346	0.0863184441560923	-0.025191793460291156	0.6504196749895461	0.564252133803764	-0.08616754118578207	-0.11135933464607323	-0.8734620514124457	0.3824112818803036
MA0599.1.KLF5	1040	0.335939724167611	0.2690574360975337	-0.06688228807007729	0.6442076094117274	0.5686901056851658	-0.07551750372656163	-0.14239979179663892	-1.256367716020638	0.20898268095700478
MA0039.3.KLF4	302	-0.3742049656384556	-0.33315489572298385	0.041050069915471776	0.5127082168092186	0.4782273043228818	-0.034480912486336834	0.006569157429134942	0.5812680582398405	0.5610598047989162
MA0117.2.Mafb	158	0.12944384999203476	0.12404994884309675	-0.005393901148938007	0.4853148897818756	0.4608407420716197	-0.02447414771025591	-0.02986804885919392	0.13178973314229597	0.8951506074825961
MA0493.1.Klf1	480	0.08011407814695985	0.040456632695539965	-0.03965744545141989	0.5690021368425499	0.5191459489368827	-0.04985618790566715	-0.08951363335708704	-0.6039801062749575	0.5458568685210425
