"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001772","GO:0001772","immunological synapse","2/120","36/21298",0.0175047645834464,0.20625179139626,0.188266346778486,"Card11/Scimp",2
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","2/120","38/21298",0.0193912107824962,0.211276417257,0.192852818238085,"Itga9/Itgb1",2
"GO:0098802","GO:0098802","plasma membrane receptor complex","4/120","182/21298",0.0196905380397489,0.211276417257,0.192852818238085,"Itga9/Il6st/Igf1r/Itgb1",4
"GO:0031252","GO:0031252","cell leading edge","6/120","378/21298",0.0202700621722583,0.211276417257,0.192852818238085,"Cdh1/Scimp/Myo1g/Cd44/Myo6/Itgb1",6
"GO:0005635","GO:0005635","nuclear envelope","6/120","409/21298",0.0284107359230712,0.276128843974862,0.25205002266107,"P2rx3/Tmc6/Sun1/Mindy3/Smad3/Myo6",6
"GO:0044853","GO:0044853","plasma membrane raft","3/120","117/21298",0.0285299174586573,0.276128843974862,0.25205002266107,"Cdh1/Atp1b3/Igf1r",3
"GO:0031902","GO:0031902","late endosome membrane","2/120","48/21298",0.0300034334653763,0.278383082627595,0.254107688551116,"Rab27a/Stard3nl",2
"GO:0005667","GO:0005667","transcription factor complex","6/120","417/21298",0.030817315420029,0.278383082627595,0.254107688551116,"Spi1/Lef1/Glis2/Mef2a/Ascc1/Smad3",6
"GO:0030119","GO:0030119","AP-type membrane coat adaptor complex","2/120","50/21298",0.0323481170637677,0.282785152396163,0.258125891680319,"Fcho2/Ap5b1",2
"GO:0001669","GO:0001669","acrosomal vesicle","3/120","129/21298",0.0365345299448015,0.309401800470038,0.282421530823301,"Sun1/Abhd2/Itgb1",3
"GO:0016459","GO:0016459","myosin complex","2/120","60/21298",0.0450800943636526,0.327416798298845,0.298865595650529,"Myo1g/Myo6",2
"GO:0031985","GO:0031985","Golgi cisterna","2/120","60/21298",0.0450800943636526,0.327416798298845,0.298865595650529,"Hid1/B4galnt3",2
"GO:0000118","GO:0000118","histone deacetylase complex","2/120","61/21298",0.0464404575613461,0.327416798298845,0.298865595650529,"Gatad2a/Tbl1xr1",2
"GO:0005905","GO:0005905","clathrin-coated pit","2/120","61/21298",0.0464404575613461,0.327416798298845,0.298865595650529,"Fcho2/Myo6",2
"GO:0000805","GO:0000805","X chromosome","1/120","10/21298",0.0549473337040582,0.327416798298845,0.298865595650529,"Pcgf5",1
"GO:0016600","GO:0016600","flotillin complex","1/120","10/21298",0.0549473337040582,0.327416798298845,0.298865595650529,"Cdh1",1
"GO:0030056","GO:0030056","hemidesmosome","1/120","10/21298",0.0549473337040582,0.327416798298845,0.298865595650529,"Itgb1",1
"GO:0032587","GO:0032587","ruffle membrane","2/120","70/21298",0.059333503895605,0.327416798298845,0.298865595650529,"Myo6/Itgb1",2
"GO:0034992","GO:0034992","microtubule organizing center attachment site","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Sun1",1
"GO:0034993","GO:0034993","meiotic nuclear membrane microtubule tethering complex","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Sun1",1
"GO:0090533","GO:0090533","cation-transporting ATPase complex","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Atp1b3",1
"GO:0106083","GO:0106083","nuclear membrane protein complex","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Sun1",1
"GO:0106094","GO:0106094","nuclear membrane microtubule tethering complex","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Sun1",1
"GO:1990907","GO:1990907","beta-catenin-TCF complex","1/120","11/21298",0.0602745753404501,0.327416798298845,0.298865595650529,"Lef1",1
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","3/120","162/21298",0.0637634039293033,0.327416798298845,0.298865595650529,"Cd2/Cdh1/Rasa3",3
"GO:0000932","GO:0000932","P-body","2/120","73/21298",0.0638754364727195,0.327416798298845,0.298865595650529,"Mov10/Lin28a",2
"GO:0005758","GO:0005758","mitochondrial intermembrane space","2/120","74/21298",0.0654148664842952,0.327416798298845,0.298865595650529,"Prelid3b/Timm8a2",2
"GO:0097524","GO:0097524","sperm plasma membrane","1/120","12/21298",0.065572036277132,0.327416798298845,0.298865595650529,"Abhd2",1
"GO:0030027","GO:0030027","lamellipodium","3/120","165/21298",0.0665997622499124,0.327416798298845,0.298865595650529,"Cdh1/Myo1g/Cd44",3
"GO:0098533","GO:0098533","ATPase dependent transmembrane transport complex","1/120","13/21298",0.0708398816048939,0.327416798298845,0.298865595650529,"Atp1b3",1
"GO:0030135","GO:0030135","coated vesicle","3/120","173/21298",0.0744403647255793,0.327416798298845,0.298865595650529,"Fcho2/Rab27a/Myo6",3
"GO:0030122","GO:0030122","AP-2 adaptor complex","1/120","14/21298",0.076078275507051,0.327416798298845,0.298865595650529,"Fcho2",1
"GO:0098871","GO:0098871","postsynaptic actin cytoskeleton","1/120","14/21298",0.076078275507051,0.327416798298845,0.298865595650529,"Myo6",1
"GO:0030667","GO:0030667","secretory granule membrane","2/120","82/21298",0.0781617225288755,0.327416798298845,0.298865595650529,"Rab27a/Sun1",2
"GO:0098562","GO:0098562","cytoplasmic side of membrane","3/120","177/21298",0.0785081210212576,0.327416798298845,0.298865595650529,"Cd2/Cdh1/Rasa3",3
"GO:0030128","GO:0030128","clathrin coat of endocytic vesicle","1/120","15/21298",0.0812873812643879,0.327416798298845,0.298865595650529,"Fcho2",1
"GO:0032580","GO:0032580","Golgi cisterna membrane","1/120","15/21298",0.0812873812643879,0.327416798298845,0.298865595650529,"B4galnt3",1
"GO:0035102","GO:0035102","PRC1 complex","1/120","15/21298",0.0812873812643879,0.327416798298845,0.298865595650529,"Pcgf5",1
"GO:0043220","GO:0043220","Schmidt-Lanterman incisure","1/120","15/21298",0.0812873812643879,0.327416798298845,0.298865595650529,"Cdh1",1
"GO:0071437","GO:0071437","invadopodium","1/120","15/21298",0.0812873812643879,0.327416798298845,0.298865595650529,"Itgb1",1
"GO:0005795","GO:0005795","Golgi stack","2/120","84/21298",0.0814616801817167,0.327416798298845,0.298865595650529,"Hid1/B4galnt3",2
"GO:0017053","GO:0017053","transcriptional repressor complex","2/120","84/21298",0.0814616801817167,0.327416798298845,0.298865595650529,"Gatad2a/Tbl1xr1",2
"GO:0044304","GO:0044304","main axon","2/120","85/21298",0.0831276830541724,0.327416798298845,0.298865595650529,"Cdh1/Tnfrsf1b",2
"GO:0030669","GO:0030669","clathrin-coated endocytic vesicle membrane","1/120","16/21298",0.086467361260078,0.327416798298845,0.298865595650529,"Fcho2",1
"GO:0043186","GO:0043186","P granule","1/120","16/21298",0.086467361260078,0.327416798298845,0.298865595650529,"Mov10",1
"GO:0043196","GO:0043196","varicosity","1/120","16/21298",0.086467361260078,0.327416798298845,0.298865595650529,"Tnfrsf1b",1
"GO:0045495","GO:0045495","pole plasm","1/120","16/21298",0.086467361260078,0.327416798298845,0.298865595650529,"Mov10",1
"GO:0060293","GO:0060293","germ plasm","1/120","16/21298",0.086467361260078,0.327416798298845,0.298865595650529,"Mov10",1
"GO:0031970","GO:0031970","organelle envelope lumen","2/120","87/21298",0.0864908875508503,0.327416798298845,0.298865595650529,"Prelid3b/Timm8a2",2
"GO:0031253","GO:0031253","cell projection membrane","4/120","302/21298",0.0914766629935626,0.327416798298845,0.298865595650529,"Scimp/Cd44/Myo6/Itgb1",4
"GO:0033268","GO:0033268","node of Ranvier","1/120","17/21298",0.0916183769845772,0.327416798298845,0.298865595650529,"Cdh1",1
"GO:0030175","GO:0030175","filopodium","2/120","91/21298",0.093337432168367,0.327416798298845,0.298865595650529,"Myo1g/Itgb1",2
"GO:0001891","GO:0001891","phagocytic cup","1/120","18/21298",0.0967405890404882,0.327416798298845,0.298865595650529,"Myo1g",1
"GO:0016581","GO:0016581","NuRD complex","1/120","18/21298",0.0967405890404882,0.327416798298845,0.298865595650529,"Gatad2a",1
"GO:0090545","GO:0090545","CHD-type complex","1/120","18/21298",0.0967405890404882,0.327416798298845,0.298865595650529,"Gatad2a",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","2/120","93/21298",0.0968181642438083,0.327416798298845,0.298865595650529,"P2rx3/Lin28a",2
"GO:1904949","GO:1904949","ATPase complex","2/120","94/21298",0.098572336444739,0.327416798298845,0.298865595650529,"Gatad2a/Atp1b3",2
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","3/120","197/21298",0.100239223051626,0.327416798298845,0.298865595650529,"Mov10/Poli/Lin28a",3
"GO:0016471","GO:0016471","vacuolar proton-transporting V-type ATPase complex","1/120","19/21298",0.101834157147403,0.327416798298845,0.298865595650529,"Atp6v1g3",1
"GO:0043218","GO:0043218","compact myelin","1/120","19/21298",0.101834157147403,0.327416798298845,0.298865595650529,"Cdh1",1
"GO:0044232","GO:0044232","organelle membrane contact site","1/120","19/21298",0.101834157147403,0.327416798298845,0.298865595650529,"Stard3nl",1
"GO:0099571","GO:0099571","postsynaptic cytoskeleton","1/120","19/21298",0.101834157147403,0.327416798298845,0.298865595650529,"Myo6",1
"GO:0012506","GO:0012506","vesicle membrane","4/120","315/21298",0.10269530573949,0.327416798298845,0.298865595650529,"Fcho2/Rab27a/Sun1/Myo6",4
"GO:0031594","GO:0031594","neuromuscular junction","2/120","98/21298",0.105677434845468,0.329201069088173,0.300494275532028,"Ascc1/Itgb1",2
"GO:0005922","GO:0005922","connexin complex","1/120","20/21298",0.106899240146713,0.329201069088173,0.300494275532028,"Gja10",1
"GO:0030132","GO:0030132","clathrin coat of coated pit","1/120","20/21298",0.106899240146713,0.329201069088173,0.300494275532028,"Fcho2",1
"GO:0030117","GO:0030117","membrane coat","2/120","102/21298",0.112916706456448,0.340004749441082,0.310355859851056,"Fcho2/Ap5b1",2
"GO:0048475","GO:0048475","coated membrane","2/120","102/21298",0.112916706456448,0.340004749441082,0.310355859851056,"Fcho2/Ap5b1",2
"GO:0072686","GO:0072686","mitotic spindle","2/120","103/21298",0.114746377351731,0.340278212221767,0.310605476294873,"Tbl1xr1/Fam83d",2
"GO:0035770","GO:0035770","ribonucleoprotein granule","3/120","210/21298",0.115518802673072,0.340278212221767,0.310605476294873,"Mov10/Poli/Lin28a",3
"GO:0005797","GO:0005797","Golgi medial cisterna","1/120","22/21298",0.116944581825792,0.340773996503114,0.311058027493617,"Hid1",1
"GO:0005604","GO:0005604","basement membrane","2/120","106/21298",0.120280731764258,0.344184548861711,0.314171174917468,"Entpd1/Itgb1",2
"GO:0002080","GO:0002080","acrosomal membrane","1/120","23/21298",0.121925153840311,0.344184548861711,0.314171174917468,"Sun1",1
"GO:0097470","GO:0097470","ribbon synapse","1/120","23/21298",0.121925153840311,0.344184548861711,0.314171174917468,"Myo6",1
"GO:0005911","GO:0005911","cell-cell junction","5/120","466/21298",0.123463057406489,0.344932871723283,0.314854242979109,"Cd2/Cdh1/Lin7b/Gja10/Itgb1",5
"GO:0015629","GO:0015629","actin cytoskeleton","5/120","470/21298",0.126706392739696,0.347312142146386,0.317026037694312,"Cdh1/Tpm4/Myo1g/Myo6/Clic5",5
"GO:0030666","GO:0030666","endocytic vesicle membrane","1/120","24/21298",0.12687786742617,0.347312142146386,0.317026037694312,"Fcho2",1
"GO:0030125","GO:0030125","clathrin vesicle coat","1/120","25/21298",0.131802877105068,0.353649303915577,0.322810590095788,"Fcho2",1
"GO:0033176","GO:0033176","proton-transporting V-type ATPase complex","1/120","25/21298",0.131802877105068,0.353649303915577,0.322810590095788,"Atp6v1g3",1
"GO:0002102","GO:0002102","podosome","1/120","26/21298",0.136700336548841,0.357666516417815,0.326477496050443,"Tpm4",1
"GO:0097386","GO:0097386","glial cell projection","1/120","26/21298",0.136700336548841,0.357666516417815,0.326477496050443,"Itgb1",1
"GO:0005884","GO:0005884","actin filament","2/120","115/21298",0.13725947493525,0.357666516417815,0.326477496050443,"Tpm4/Myo6",2
"GO:0030863","GO:0030863","cortical cytoskeleton","2/120","119/21298",0.144968026653684,0.374155573553794,0.341528684347025,"Cdh1/Tpm4",2
"GO:0016342","GO:0016342","catenin complex","1/120","29/21298",0.151228937537075,0.385586713792239,0.351963013172173,"Cdh1",1
"GO:0097431","GO:0097431","mitotic spindle pole","1/120","30/21298",0.15601771592325,0.385586713792239,0.351963013172173,"Fam83d",1
"GO:0097223","GO:0097223","sperm part","3/120","242/21298",0.15644639013306,0.385586713792239,0.351963013172173,"Sun1/Abhd2/Itgb1",3
"GO:0000407","GO:0000407","phagophore assembly site","1/120","31/21298",0.160779699846948,0.385586713792239,0.351963013172173,"Atg7",1
"GO:0030131","GO:0030131","clathrin adaptor complex","1/120","31/21298",0.160779699846948,0.385586713792239,0.351963013172173,"Fcho2",1
"GO:0042470","GO:0042470","melanosome","1/120","31/21298",0.160779699846948,0.385586713792239,0.351963013172173,"Rab27a",1
"GO:0048770","GO:0048770","pigment granule","1/120","31/21298",0.160779699846948,0.385586713792239,0.351963013172173,"Rab27a",1
"GO:0090568","GO:0090568","nuclear transcriptional repressor complex","1/120","31/21298",0.160779699846948,0.385586713792239,0.351963013172173,"Gatad2a",1
"GO:0031941","GO:0031941","filamentous actin","1/120","32/21298",0.165515037977308,0.390039785146525,0.356027770477504,"Myo6",1
"GO:0099092","GO:0099092","postsynaptic density, intracellular component","1/120","32/21298",0.165515037977308,0.390039785146525,0.356027770477504,"Abr",1
"GO:0005921","GO:0005921","gap junction","1/120","33/21298",0.17022387816553,0.391523858046686,0.357382430145548,"Gja10",1
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","1/120","33/21298",0.17022387816553,0.391523858046686,0.357382430145548,"Fcho2",1
"GO:0030141","GO:0030141","secretory granule","4/120","383/21298",0.170479023060919,0.391523858046686,0.357382430145548,"Rab27a/Sun1/Abhd2/Itgb1",4
"GO:0031463","GO:0031463","Cul3-RING ubiquitin ligase complex","1/120","35/21298",0.17956265205741,0.405512322562983,0.370151080995537,"Klhl25",1
"GO:0032809","GO:0032809","neuronal cell body membrane","1/120","35/21298",0.17956265205741,0.405512322562983,0.370151080995537,"Il6st",1
"GO:0044298","GO:0044298","cell body membrane","1/120","36/21298",0.184192877413809,0.412531155199522,0.376557861611527,"Il6st",1
"GO:0000790","GO:0000790","nuclear chromatin","4/120","397/21298",0.186050677175688,0.413276504218126,0.377238215153466,"Gatad2a/Spi1/Mef2a/Smad3",4
"GO:0043296","GO:0043296","apical junction complex","2/120","141/21298",0.188746636470901,0.415856410435887,0.379593149941478,"Cdh1/Lin7b",2
"GO:0099091","GO:0099091","postsynaptic specialization, intracellular component","1/120","38/21298",0.193375728070999,0.42245100823214,0.385612689588475,"Abr",1
"GO:0097730","GO:0097730","non-motile cilium","2/120","144/21298",0.194857476121836,0.42245100823214,0.385612689588475,"Glis2/Rab27a",2
"GO:0001726","GO:0001726","ruffle","2/120","145/21298",0.196900164576621,0.423491623811621,0.386562562034301,"Myo6/Itgb1",2
"GO:0000151","GO:0000151","ubiquitin ligase complex","3/120","275/21298",0.202572677162314,0.424891352362103,0.387840232297899,"Ube2d3/Pcgf5/Klhl25",3
"GO:0045177","GO:0045177","apical part of cell","4/120","415/21298",0.206721292239684,0.424891352362103,0.387840232297899,"Cdh1/Rab27a/Cd44/Myo6",4
"GO:0000152","GO:0000152","nuclear ubiquitin ligase complex","1/120","41/21298",0.206958149490028,0.424891352362103,0.387840232297899,"Pcgf5",1
"GO:0000803","GO:0000803","sex chromosome","1/120","41/21298",0.206958149490028,0.424891352362103,0.387840232297899,"Pcgf5",1
"GO:0005771","GO:0005771","multivesicular body","1/120","41/21298",0.206958149490028,0.424891352362103,0.387840232297899,"Rab27a",1
"GO:0045095","GO:0045095","keratin filament","1/120","41/21298",0.206958149490028,0.424891352362103,0.387840232297899,"Krt80",1
"GO:0009925","GO:0009925","basal plasma membrane","1/120","42/21298",0.211435028732686,0.430818742756076,0.393250745961071,"Itga9",1
"GO:0098984","GO:0098984","neuron to neuron synapse","4/120","422/21298",0.214937519001198,0.432948285185008,0.395194589312398,"P2rx3/Abr/Myo6/Entpd1",4
"GO:0005912","GO:0005912","adherens junction","3/120","284/21298",0.215675345018362,0.432948285185008,0.395194589312398,"Cdh1/Lin7b/Itgb1",3
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane","3/120","289/21298",0.223032341556446,0.444424739424976,0.405670280694773,"Fcho2/Rab27a/Sun1",3
"GO:0005891","GO:0005891","voltage-gated calcium channel complex","1/120","46/21298",0.22909329883856,0.449886115835144,0.410655417445169,"Pde4d",1
"GO:0034707","GO:0034707","chloride channel complex","1/120","46/21298",0.22909329883856,0.449886115835144,0.410655417445169,"Clic5",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","2/120","164/21298",0.236123352573319,0.45142042297724,0.412055930859007,"Lef1/Smad3",2
"GO:0031519","GO:0031519","PcG protein complex","1/120","48/21298",0.237774815088946,0.45142042297724,0.412055930859007,"Pcgf5",1
"GO:0032420","GO:0032420","stereocilium","1/120","48/21298",0.237774815088946,0.45142042297724,0.412055930859007,"Clic5",1
"GO:0070161","GO:0070161","anchoring junction","3/120","299/21298",0.237892818590186,0.45142042297724,0.412055930859007,"Cdh1/Lin7b/Itgb1",3
"GO:0042383","GO:0042383","sarcolemma","2/120","165/21298",0.238203396626367,0.45142042297724,0.412055930859007,"Igf1r/Itgb1",2
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","1/120","49/21298",0.242079145544915,0.452437575466703,0.412984386229074,"Atp6v1g3",1
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","1/120","49/21298",0.242079145544915,0.452437575466703,0.412984386229074,"P2rx3",1
"GO:0030139","GO:0030139","endocytic vesicle","2/120","169/21298",0.246532792091797,0.457605388060802,0.417701558338662,"Fcho2/Myo6",2
"GO:0030118","GO:0030118","clathrin coat","1/120","51/21298",0.250615624170462,0.4620192799333,0.421730552667802,"Fcho2",1
"GO:0016607","GO:0016607","nuclear speck","3/120","311/21298",0.255944552981096,0.465509891663604,0.424916778174197,"Glis2/Poli/Maml3",3
"GO:1902495","GO:1902495","transmembrane transporter complex","3/120","311/21298",0.255944552981096,0.465509891663604,0.424916778174197,"Pde4d/Atp1b3/Clic5",3
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","1/120","53/21298",0.259056748521569,0.468029192328968,0.427216392298728,"Hid1",1
"GO:0001917","GO:0001917","photoreceptor inner segment","1/120","54/21298",0.26324188338518,0.46933256840384,0.428406112157322,"Aipl1",1
"GO:0030120","GO:0030120","vesicle coat","1/120","54/21298",0.26324188338518,0.46933256840384,0.428406112157322,"Fcho2",1
"GO:1990351","GO:1990351","transporter complex","3/120","322/21298",0.272658249150271,0.482943696207342,0.440830330583513,"Pde4d/Atp1b3/Clic5",3
"GO:0043679","GO:0043679","axon terminus","2/120","183/21298",0.275743772593566,0.485237418005561,0.442924036633547,"Cdh1/P2rx3",2
"GO:0016328","GO:0016328","lateral plasma membrane","1/120","58/21298",0.279749287737586,0.485974724210806,0.443597048706698,"Cdh1",1
"GO:0032421","GO:0032421","stereocilium bundle","1/120","58/21298",0.279749287737586,0.485974724210806,0.443597048706698,"Clic5",1
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","3/120","331/21298",0.286422419906379,0.488236645949039,0.445661727706445,"Serpinb9/Entpd1/Itgb1",3
"GO:0019866","GO:0019866","organelle inner membrane","4/120","481/21298",0.287195520292616,0.488236645949039,0.445661727706445,"P2rx3/Timm8a2/Sun1/Smad3",4
"GO:0010494","GO:0010494","cytoplasmic stress granule","1/120","60/21298",0.287864914469648,0.488236645949039,0.445661727706445,"Lin28a",1
"GO:0098862","GO:0098862","cluster of actin-based cell projections","2/120","189/21298",0.288257798346296,0.488236645949039,0.445661727706445,"Myo6/Clic5",2
"GO:0005770","GO:0005770","late endosome","2/120","192/21298",0.294507168516734,0.494976229926533,0.451813610536941,"Rab27a/Stard3nl",2
"GO:0014704","GO:0014704","intercalated disc","1/120","62/21298",0.295889849623979,0.494976229926533,0.451813610536941,"Itgb1",1
"GO:0043197","GO:0043197","dendritic spine","2/120","194/21298",0.298669508606793,0.496560962162214,0.453260151905691,"P2rx3/Itgb1",2
"GO:0044448","GO:0044448","cell cortex part","2/120","195/21298",0.30074933656302,0.49696994029621,0.453633466574516,"Cdh1/Tpm4",2
"GO:0034704","GO:0034704","calcium channel complex","1/120","64/21298",0.303825098250676,0.49776828008039,0.454362190013174,"Pde4d",1
"GO:0044309","GO:0044309","neuron spine","2/120","197/21298",0.304906031340756,0.49776828008039,0.454362190013174,"P2rx3/Itgb1",2
"GO:0045178","GO:0045178","basal part of cell","1/120","65/21298",0.307759401170989,0.498540659359065,0.455067216738707,"Itga9",1
"GO:0010008","GO:0010008","endosome membrane","2/120","199/21298",0.309058416134033,0.498540659359065,0.455067216738707,"Rab27a/Stard3nl",2
"GO:0042734","GO:0042734","presynaptic membrane","2/120","200/21298",0.311132858979081,0.498917188067048,0.455410911616843,"Fcho2/P2rx3",2
"GO:0044306","GO:0044306","neuron projection terminus","2/120","204/21298",0.319417755097403,0.506211763926293,0.46206939026094,"Cdh1/P2rx3",2
"GO:0044798","GO:0044798","nuclear transcription factor complex","2/120","204/21298",0.319417755097403,0.506211763926293,0.46206939026094,"Lef1/Smad3",2
"GO:0030662","GO:0030662","coated vesicle membrane","1/120","72/21298",0.334688944437485,0.527126528138783,0.481160357788362,"Fcho2",1
"GO:0005881","GO:0005881","cytoplasmic microtubule","1/120","73/21298",0.338450243159218,0.527126528138783,0.481160357788362,"Hid1",1
"GO:0046658","GO:0046658","anchored component of plasma membrane","1/120","73/21298",0.338450243159218,0.527126528138783,0.481160357788362,"Cd2",1
"GO:0030315","GO:0030315","T-tubule","1/120","74/21298",0.342190453798601,0.529613146698253,0.483430139732334,"Igf1r",1
"GO:0031301","GO:0031301","integral component of organelle membrane","2/120","216/21298",0.34412214343328,0.529613146698253,0.483430139732334,"P2rx3/Sun1",2
"GO:0005844","GO:0005844","polysome","1/120","75/21298",0.345909693599966,0.529613146698253,0.483430139732334,"Lin28a",1
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","1/120","76/21298",0.349608079161291,0.530753733288336,0.484471265576846,"Gatad2a",1
"GO:0043209","GO:0043209","myelin sheath","2/120","220/21298",0.352297015992335,0.530753733288336,0.484471265576846,"Cdh1/Itgb1",2
"GO:0001725","GO:0001725","stress fiber","1/120","78/21298",0.356942750745139,0.530753733288336,0.484471265576846,"Tpm4",1
"GO:0001750","GO:0001750","photoreceptor outer segment","1/120","78/21298",0.356942750745139,0.530753733288336,0.484471265576846,"Rab27a",1
"GO:0097517","GO:0097517","contractile actin filament bundle","1/120","78/21298",0.356942750745139,0.530753733288336,0.484471265576846,"Tpm4",1
"GO:0044440","GO:0044440","endosomal part","2/120","223/21298",0.35840565753419,0.530753733288336,0.484471265576846,"Rab27a/Stard3nl",2
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme","1/120","79/21298",0.360579266763545,0.531070550505004,0.484760455889206,"Myo6",1
"GO:0000139","GO:0000139","Golgi membrane","2/120","226/21298",0.364493803761839,0.533934166591667,0.487374360648832,"Hid1/B4galnt3",2
"GO:0005811","GO:0005811","lipid droplet","1/120","81/21298",0.367791229495269,0.535321439127827,0.488640661079974,"Lss",1
"GO:0099699","GO:0099699","integral component of synaptic membrane","2/120","229/21298",0.370560420455932,0.535321439127827,0.488640661079974,"P2rx3/Itgb1",2
"GO:0044291","GO:0044291","cell-cell contact zone","1/120","82/21298",0.37136690242078,0.535321439127827,0.488640661079974,"Itgb1",1
"GO:0030864","GO:0030864","cortical actin cytoskeleton","1/120","85/21298",0.381974031646472,0.546137525537066,0.498513569629872,"Cdh1",1
"GO:0014069","GO:0014069","postsynaptic density","3/120","394/21298",0.38332289255469,0.546137525537066,0.498513569629872,"Abr/Myo6/Entpd1",3
