"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032591","GO:0032591","dendritic spine membrane","2/264","11/21298",0.00781995794091246,0.212943470083309,0.198190027166445,"Atp2b1/Akap5",2
"GO:0098862","GO:0098862","cluster of actin-based cell projections","7/264","189/21298",0.00943298494226904,0.22482013273203,0.209243834508253,"Rapgef4/Plec/Pls1/Grxcr1/Myo3b/Myo1e/Clic5",7
"GO:0001726","GO:0001726","ruffle","6/264","145/21298",0.00952627681067925,0.22482013273203,0.209243834508253,"Nf2/Eps8l3/Itgb1/Bcar1/Myo10/Arf6",6
"GO:0005652","GO:0005652","nuclear lamina","2/264","13/21298",0.010910674416071,0.24139867145557,0.224673756067777,"Lmnb1/Hlcs",2
"GO:0005769","GO:0005769","early endosome","8/264","253/21298",0.0139338660106384,0.253610474506149,0.236039484152318,"Ldlrad4/Rabgap1l/Nf2/Ece1/Wdr91/Tmem127/Eea1/Arf6",8
"GO:0090543","GO:0090543","Flemming body","2/264","15/21298",0.0144502768566496,0.253610474506149,0.236039484152318,"Ntng2/Arf6",2
"GO:0015629","GO:0015629","actin cytoskeleton","12/264","470/21298",0.0147548284859476,0.253610474506149,0.236039484152318,"Nf2/Tmod1/Tlnrd1/Mapk8/Pls1/Bcar1/Ptpn11/Myo10/Myo3b/Myo1e/Dpysl3/Clic5",12
"GO:0045121","GO:0045121","membrane raft","10/264","360/21298",0.0147836176537282,0.253610474506149,0.236039484152318,"Grk3/Nf2/Atp2b1/Akap6/Itgb1/Ctsd/Ptk2b/Thy1/Tnfrsf1b/Cd2",10
"GO:0098857","GO:0098857","membrane microdomain","10/264","361/21298",0.015044689165619,0.253610474506149,0.236039484152318,"Grk3/Nf2/Atp2b1/Akap6/Itgb1/Ctsd/Ptk2b/Thy1/Tnfrsf1b/Cd2",10
"GO:0030027","GO:0030027","lamellipodium","6/264","165/21298",0.0171172505942013,0.272170172229453,0.253313303323874,"Abi1/Nf2/Ptk2b/Bcar1/Myo10/Dpysl3",6
"GO:0005614","GO:0005614","interstitial matrix","2/264","17/21298",0.0184149402368005,0.272170172229453,0.253313303323874,"Mamdc2/Tnc",2
"GO:0098589","GO:0098589","membrane region","10/264","373/21298",0.0184522150664036,0.272170172229453,0.253313303323874,"Grk3/Nf2/Atp2b1/Akap6/Itgb1/Ctsd/Ptk2b/Thy1/Tnfrsf1b/Cd2",10
"GO:0031527","GO:0031527","filopodium membrane","2/264","18/21298",0.0205494696775977,0.273284657584038,0.254350573368433,"Akap5/Arf6",2
"GO:0032433","GO:0032433","filopodium tip","2/264","18/21298",0.0205494696775977,0.273284657584038,0.254350573368433,"Abi1/Myo3b",2
"GO:0032420","GO:0032420","stereocilium","3/264","48/21298",0.021615735628116,0.273284657584038,0.254350573368433,"Grxcr1/Myo3b/Clic5",3
"GO:0032590","GO:0032590","dendrite membrane","3/264","48/21298",0.021615735628116,0.273284657584038,0.254350573368433,"Atp2b1/Akap5/Thy1",3
"GO:0016363","GO:0016363","nuclear matrix","4/264","89/21298",0.0248135305930682,0.302896201032625,0.281910529060992,"Lmnb1/Scaf8/Cebpa/Hlcs",4
"GO:0061702","GO:0061702","inflammasome complex","2/264","21/21298",0.0275285896362251,0.324837357707456,0.302331528285559,"Aim2/Casp1",2
"GO:0031965","GO:0031965","nuclear membrane","7/264","241/21298",0.0311050040779931,0.338958164630165,0.315473998005476,"Prickle1/Lmnb1/Akap6/Sh3bgrl2/Lpin1/Osbpl3/Mindy3",7
"GO:0030496","GO:0030496","midbody","5/264","141/21298",0.0313033504173641,0.338958164630165,0.315473998005476,"Cyld/Nek2/Ankrd54/Ntng2/Arf6",5
"GO:0031234","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","4/264","96/21298",0.0315977950078967,0.338958164630165,0.315473998005476,"Farp1/Cyld/Ptk2b/Esyt2",4
"GO:0005938","GO:0005938","cell cortex","8/264","300/21298",0.034069958444685,0.35472839086525,0.330151609696174,"Nf2/Tmod1/Ptk2b/Pls1/Ctgf/Fry/Myo1e/Arf6",8
"GO:0032421","GO:0032421","stereocilium bundle","3/264","58/21298",0.0352601194370192,0.356630922305851,0.33192232733194,"Grxcr1/Myo3b/Clic5",3
"GO:0016459","GO:0016459","myosin complex","3/264","60/21298",0.0384131260974946,0.37772907329203,0.351558727149585,"Myo10/Myo3b/Myo1e",3
"GO:0031256","GO:0031256","leading edge membrane","5/264","151/21298",0.0401886998081344,0.382137688051821,0.355661898186797,"Atp2b1/Eps8l3/Itgb1/Akap5/Thy1",5
"GO:0014704","GO:0014704","intercalated disc","3/264","62/21298",0.0417049187069251,0.382137688051821,0.355661898186797,"Akap6/Itgb1/Ank3",3
"GO:0044798","GO:0044798","nuclear transcription factor complex","6/264","204/21298",0.0420999147853701,0.382137688051821,0.355661898186797,"Cebpa/Tcf12/Tcf4/Nfya/Nfatc1/Wwox",6
"GO:0097440","GO:0097440","apical dendrite","2/264","27/21298",0.0438412479791767,0.387995044615714,0.361113437302166,"Rasgrf1/Ptk2b",2
"GO:0097225","GO:0097225","sperm midpiece","2/264","28/21298",0.046836291801762,0.404391397507896,0.376373795480141,"Grk3/Ccr6",2
"GO:0098945","GO:0098945","intrinsic component of presynaptic active zone membrane","2/264","30/21298",0.0530421392036073,0.434352082484067,0.404258702995876,"Atp2b1/Ntng2",2
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","5/264","164/21298",0.0538190604472523,0.434352082484067,0.404258702995876,"Cebpa/Tcf12/Tcf4/Nfya/Wwox",5
"GO:0032589","GO:0032589","neuron projection membrane","3/264","69/21298",0.0542953847350443,0.434352082484067,0.404258702995876,"Atp2b1/Akap5/Thy1",3
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","5/264","166/21298",0.0561270130631745,0.434352082484067,0.404258702995876,"Lmnb1/Bcas3/Plec/Krt80/Syce1l",5
"GO:0035068","GO:0035068","micro-ribonucleoprotein complex","4/264","116/21298",0.0564412310572516,0.434352082484067,0.404258702995876,"Mir331/Tnrc6b/Mir122/Mir21a",4
"GO:0030863","GO:0030863","cortical cytoskeleton","4/264","119/21298",0.0608641739892659,0.441637829076305,0.411039668453415,"Nf2/Tmod1/Pls1/Myo1e",4
"GO:0099568","GO:0099568","cytoplasmic region","10/264","460/21298",0.0616331844826507,0.441637829076305,0.411039668453415,"Nf2/Tmod1/Ptk2b/Mapk8/Pls1/Ctgf/Fry/Arl6/Myo1e/Arf6",10
"GO:0046658","GO:0046658","anchored component of plasma membrane","3/264","73/21298",0.0622133392017614,0.441637829076305,0.411039668453415,"Thy1/Cd2/Ntng2",3
"GO:0034399","GO:0034399","nuclear periphery","4/264","120/21298",0.0623782244458058,0.441637829076305,0.411039668453415,"Lmnb1/Scaf8/Cebpa/Hlcs",4
"GO:0030135","GO:0030135","coated vesicle","5/264","173/21298",0.0646481058246106,0.443672499355191,0.412933369902394,"Rab8b/Vti1a/Ece1/Ston2/Myo1e",5
"GO:0016323","GO:0016323","basolateral plasma membrane","6/264","228/21298",0.0651722315437004,0.443672499355191,0.412933369902394,"Rapgef4/Rasgrf1/Atp2b1/Plec/Akap5/Ank3",6
"GO:0032809","GO:0032809","neuronal cell body membrane","2/264","35/21298",0.0697135683537337,0.465634022589089,0.433373324622019,"Atp2b1/Thy1",2
"GO:0044298","GO:0044298","cell body membrane","2/264","36/21298",0.0732294810329739,0.480059931216162,0.446799757569607,"Atp2b1/Thy1",2
"GO:0016528","GO:0016528","sarcoplasm","3/264","80/21298",0.0772691435278069,0.497332305615339,0.462875443525427,"Akap6/Plec/Ank3",3
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","5/264","185/21298",0.0808462772798634,0.504390953274365,0.469445044230973,"Farp1/Cyld/Ptk2b/Esyt2/Eea1",5
"GO:0044291","GO:0044291","cell-cell contact zone","3/264","82/21298",0.0818385557114762,0.504390953274365,0.469445044230973,"Akap6/Itgb1/Ank3",3
"GO:0031253","GO:0031253","cell projection membrane","7/264","302/21298",0.0829561449054338,0.504390953274365,0.469445044230973,"Atp2b1/Slc26a2/Eps8l3/Itgb1/Akap5/Thy1/Arf6",7
"GO:0030864","GO:0030864","cortical actin cytoskeleton","3/264","85/21298",0.0889054218324341,0.504390953274365,0.469445044230973,"Nf2/Pls1/Myo1e",3
"GO:0044304","GO:0044304","main axon","3/264","85/21298",0.0889054218324341,0.504390953274365,0.469445044230973,"Thy1/Tnfrsf1b/Ank3",3
"GO:0032154","GO:0032154","cleavage furrow","2/264","41/21298",0.0916097313516925,0.504390953274365,0.469445044230973,"Nf2/Arf6",2
"GO:0043596","GO:0043596","nuclear replication fork","2/264","41/21298",0.0916097313516925,0.504390953274365,0.469445044230973,"Mcm10/Top1",2
"GO:0005903","GO:0005903","brush border","4/264","138/21298",0.0929256257375201,0.504390953274365,0.469445044230973,"Rapgef4/Plec/Pls1/Myo1e",4
"GO:0032432","GO:0032432","actin filament bundle","3/264","87/21298",0.0937542753613313,0.504390953274365,0.469445044230973,"Tlnrd1/Pls1/Ptpn11",3
"GO:0019898","GO:0019898","extrinsic component of membrane","7/264","312/21298",0.0944928890676637,0.504390953274365,0.469445044230973,"Farp1/Cyld/Ptk2b/Esyt2/Wdr91/Cish/Eea1",7
"GO:0009925","GO:0009925","basal plasma membrane","2/264","42/21298",0.0954330558105536,0.504390953274365,0.469445044230973,"Plec/Ank3",2
"GO:0097730","GO:0097730","non-motile cilium","4/264","144/21298",0.104431851425932,0.504390953274365,0.469445044230973,"Rapgef4/Grxcr1/Myo3b/Mdm1",4
"GO:0030426","GO:0030426","growth cone","5/264","201/21298",0.105477739493191,0.504390953274365,0.469445044230973,"Rapgef4/Rasgrf1/Ptk2b/Thy1/Dpysl3",5
"GO:0033267","GO:0033267","axon part","9/264","447/21298",0.105547868221649,0.504390953274365,0.469445044230973,"Rapgef4/Rasgrf1/Ptk2b/Thy1/Tnfrsf1b/Ank3/Eea1/Npy/Dpysl3",9
"GO:0005778","GO:0005778","peroxisomal membrane","2/264","45/21298",0.107166154443287,0.504390953274365,0.469445044230973,"Rab8b/Hmgcr",2
"GO:0031903","GO:0031903","microbody membrane","2/264","45/21298",0.107166154443287,0.504390953274365,0.469445044230973,"Rab8b/Hmgcr",2
"GO:0030427","GO:0030427","site of polarized growth","5/264","204/21298",0.110466852030487,0.504390953274365,0.469445044230973,"Rapgef4/Rasgrf1/Ptk2b/Thy1/Dpysl3",5
"GO:0048787","GO:0048787","presynaptic active zone membrane","2/264","46/21298",0.111159371228561,0.504390953274365,0.469445044230973,"Atp2b1/Ntng2",2
"GO:0005925","GO:0005925","focal adhesion","4/264","148/21298",0.112446697962137,0.504390953274365,0.469445044230973,"Itgb1/Plec/Ptk2b/Bcar1",4
"GO:0031901","GO:0031901","early endosome membrane","2/264","47/21298",0.115191002797724,0.504390953274365,0.469445044230973,"Ldlrad4/Wdr91",2
"GO:0005742","GO:0005742","mitochondrial outer membrane translocase complex","1/264","10/21298",0.117288167195175,0.504390953274365,0.469445044230973,"Tomm20l",1
"GO:0030877","GO:0030877","beta-catenin destruction complex","1/264","10/21298",0.117288167195175,0.504390953274365,0.469445044230973,"Dact1",1
"GO:0051286","GO:0051286","cell tip","1/264","10/21298",0.117288167195175,0.504390953274365,0.469445044230973,"Rab8b",1
"GO:0060091","GO:0060091","kinocilium","1/264","10/21298",0.117288167195175,0.504390953274365,0.469445044230973,"Grxcr1",1
"GO:0097732","GO:0097732","9+2 non-motile cilium","1/264","10/21298",0.117288167195175,0.504390953274365,0.469445044230973,"Grxcr1",1
"GO:0030173","GO:0030173","integral component of Golgi membrane","2/264","48/21298",0.119259492674663,0.504390953274365,0.469445044230973,"Sgms1/Tpst1",2
"GO:0031902","GO:0031902","late endosome membrane","2/264","48/21298",0.119259492674663,0.504390953274365,0.469445044230973,"Vti1a/Wdr91",2
"GO:0035770","GO:0035770","ribonucleoprotein granule","5/264","210/21298",0.12078127626511,0.504390953274365,0.469445044230973,"Tnrc6b/Gigyf2/Top1/Nfkbiz/Ddx28",5
"GO:0044420","GO:0044420","extracellular matrix component","2/264","49/21298",0.123363316800607,0.504390953274365,0.469445044230973,"Mfap5/Tnc",2
"GO:0005924","GO:0005924","cell-substrate adherens junction","4/264","154/21298",0.124961377788193,0.504390953274365,0.469445044230973,"Itgb1/Plec/Ptk2b/Bcar1",4
"GO:0005911","GO:0005911","cell-cell junction","9/264","466/21298",0.126860705497978,0.504390953274365,0.469445044230973,"Pdzd2/Akap6/Itgb1/Tjp2/Cd2/Ank3/Prkch/Sh3kbp1/Myo1e",9
"GO:0031228","GO:0031228","intrinsic component of Golgi membrane","2/264","50/21298",0.127500982974728,0.504390953274365,0.469445044230973,"Sgms1/Tpst1",2
"GO:0001527","GO:0001527","microfibril","1/264","11/21298",0.128234988120601,0.504390953274365,0.469445044230973,"Mfap5",1
"GO:0097542","GO:0097542","ciliary tip","1/264","11/21298",0.128234988120601,0.504390953274365,0.469445044230973,"Cyld",1
"GO:1990907","GO:1990907","beta-catenin-TCF complex","1/264","11/21298",0.128234988120601,0.504390953274365,0.469445044230973,"Tcf4",1
"GO:0031313","GO:0031313","extrinsic component of endosome membrane","1/264","12/21298",0.139046561528604,0.514736175251059,0.47907351428362,"Wdr91",1
"GO:0035631","GO:0035631","CD40 receptor complex","1/264","12/21298",0.139046561528604,0.514736175251059,0.47907351428362,"Traf5",1
"GO:0097524","GO:0097524","sperm plasma membrane","1/264","12/21298",0.139046561528604,0.514736175251059,0.47907351428362,"Ccr6",1
"GO:0099026","GO:0099026","anchored component of presynaptic membrane","1/264","12/21298",0.139046561528604,0.514736175251059,0.47907351428362,"Ntng2",1
"GO:0032155","GO:0032155","cell division site part","2/264","53/21298",0.140102578145266,0.514736175251059,0.47907351428362,"Nf2/Arf6",2
"GO:0030055","GO:0030055","cell-substrate junction","4/264","161/21298",0.140267723214525,0.514736175251059,0.47907351428362,"Itgb1/Plec/Ptk2b/Bcar1",4
"GO:0005912","GO:0005912","adherens junction","6/264","284/21298",0.142510847522664,0.514736175251059,0.47907351428362,"Nf2/Itgb1/Plec/Ptk2b/Bcar1/Myo1e",6
"GO:0043292","GO:0043292","contractile fiber","5/264","222/21298",0.142694938007751,0.514736175251059,0.47907351428362,"Grk3/Bmp10/Tmod1/Plec/Ank3",5
"GO:0001917","GO:0001917","photoreceptor inner segment","2/264","54/21298",0.144361308573293,0.514736175251059,0.47907351428362,"Rapgef4/Myo3b",2
"GO:0045177","GO:0045177","apical part of cell","8/264","415/21298",0.145537217312975,0.514736175251059,0.47907351428362,"Rapgef4/Nf2/Atp2b1/Pdzd2/Slc26a2/Plec/Thy1/Atp6v1c1",8
"GO:0042383","GO:0042383","sarcolemma","4/264","165/21298",0.149334676693688,0.514736175251059,0.47907351428362,"Akap6/Itgb1/Plec/Ank3",4
"GO:0030139","GO:0030139","endocytic vesicle","4/264","169/21298",0.158620779871157,0.514736175251059,0.47907351428362,"Rab8b/Sh3kbp1/Myo1e/Arf6",4
"GO:0017146","GO:0017146","NMDA selective glutamate receptor complex","1/264","14/21298",0.160270604188027,0.514736175251059,0.47907351428362,"Ptk2b",1
"GO:0032153","GO:0032153","cell division site","2/264","58/21298",0.161651646968465,0.514736175251059,0.47907351428362,"Nf2/Arf6",2
"GO:0005741","GO:0005741","mitochondrial outer membrane","4/264","172/21298",0.165722294823071,0.514736175251059,0.47907351428362,"Tomm20l/Lpin1/Mcl1/Acsl5",4
"GO:0070161","GO:0070161","anchoring junction","6/264","299/21298",0.168317615852107,0.514736175251059,0.47907351428362,"Nf2/Itgb1/Plec/Ptk2b/Bcar1/Myo1e",6
"GO:0031985","GO:0031985","Golgi cisterna","2/264","60/21298",0.170432374935573,0.514736175251059,0.47907351428362,"Gcnt1/Sgms1",2
"GO:0042101","GO:0042101","T cell receptor complex","1/264","15/21298",0.170686341854554,0.514736175251059,0.47907351428362,"Alcam",1
"GO:0071437","GO:0071437","invadopodium","1/264","15/21298",0.170686341854554,0.514736175251059,0.47907351428362,"Itgb1",1
"GO:0005884","GO:0005884","actin filament","3/264","115/21298",0.171422192647149,0.514736175251059,0.47907351428362,"Tmod1/Pls1/Dpysl3",3
"GO:0044438","GO:0044438","microbody part","2/264","61/21298",0.1748523955951,0.514736175251059,0.47907351428362,"Rab8b/Hmgcr",2
"GO:0044439","GO:0044439","peroxisomal part","2/264","61/21298",0.1748523955951,0.514736175251059,0.47907351428362,"Rab8b/Hmgcr",2
"GO:0070382","GO:0070382","exocytic vesicle","5/264","240/21298",0.178485300782826,0.514736175251059,0.47907351428362,"Rab8b/Vti1a/Ston2/Ptpn5/Dpysl3",5
"GO:0000176","GO:0000176","nuclear exosome (RNase complex)","1/264","16/21298",0.180973369329553,0.514736175251059,0.47907351428362,"Mphosph6",1
"GO:0033178","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","1/264","16/21298",0.180973369329553,0.514736175251059,0.47907351428362,"Atp6v1c1",1
"GO:0043196","GO:0043196","varicosity","1/264","16/21298",0.180973369329553,0.514736175251059,0.47907351428362,"Tnfrsf1b",1
"GO:0098799","GO:0098799","outer mitochondrial membrane protein complex","1/264","16/21298",0.180973369329553,0.514736175251059,0.47907351428362,"Tomm20l",1
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane","1/264","16/21298",0.180973369329553,0.514736175251059,0.47907351428362,"Farp1",1
"GO:0098802","GO:0098802","plasma membrane receptor complex","4/264","182/21298",0.19017444220989,0.514736175251059,0.47907351428362,"Alcam/Traf5/Itgb1/Ptk2b",4
"GO:0030014","GO:0030014","CCR4-NOT complex","1/264","17/21298",0.19113327114785,0.514736175251059,0.47907351428362,"Cnot10",1
"GO:0033268","GO:0033268","node of Ranvier","1/264","17/21298",0.19113327114785,0.514736175251059,0.47907351428362,"Ank3",1
"GO:0033270","GO:0033270","paranode region of axon","1/264","17/21298",0.19113327114785,0.514736175251059,0.47907351428362,"Ank3",1
"GO:0045178","GO:0045178","basal part of cell","2/264","65/21298",0.192703636756468,0.514736175251059,0.47907351428362,"Plec/Ank3",2
"GO:0030017","GO:0030017","sarcomere","4/264","184/21298",0.195197839146489,0.514736175251059,0.47907351428362,"Grk3/Bmp10/Tmod1/Ank3",4
"GO:0016581","GO:0016581","NuRD complex","1/264","18/21298",0.201167612410806,0.514736175251059,0.47907351428362,"Chd5",1
"GO:0090545","GO:0090545","CHD-type complex","1/264","18/21298",0.201167612410806,0.514736175251059,0.47907351428362,"Chd5",1
"GO:0099144","GO:0099144","anchored component of synaptic membrane","1/264","18/21298",0.201167612410806,0.514736175251059,0.47907351428362,"Ntng2",1
"GO:0005882","GO:0005882","intermediate filament","3/264","125/21298",0.20258959732013,0.514736175251059,0.47907351428362,"Lmnb1/Plec/Krt80",3
"GO:0030018","GO:0030018","Z disc","3/264","125/21298",0.20258959732013,0.514736175251059,0.47907351428362,"Grk3/Bmp10/Ank3",3
"GO:0043198","GO:0043198","dendritic shaft","2/264","68/21298",0.206241651515226,0.514736175251059,0.47907351428362,"Grk3/Akap5",2
"GO:0019867","GO:0019867","outer membrane","4/264","190/21298",0.210507058797814,0.514736175251059,0.47907351428362,"Tomm20l/Lpin1/Mcl1/Acsl5",4
"GO:0031968","GO:0031968","organelle outer membrane","4/264","190/21298",0.210507058797814,0.514736175251059,0.47907351428362,"Tomm20l/Lpin1/Mcl1/Acsl5",4
"GO:0016471","GO:0016471","vacuolar proton-transporting V-type ATPase complex","1/264","19/21298",0.211077939023755,0.514736175251059,0.47907351428362,"Atp6v1c1",1
"GO:0031528","GO:0031528","microvillus membrane","1/264","19/21298",0.211077939023755,0.514736175251059,0.47907351428362,"Slc26a2",1
"GO:0032426","GO:0032426","stereocilium tip","1/264","19/21298",0.211077939023755,0.514736175251059,0.47907351428362,"Myo3b",1
"GO:0044232","GO:0044232","organelle membrane contact site","1/264","19/21298",0.211077939023755,0.514736175251059,0.47907351428362,"Esyt2",1
"GO:0005657","GO:0005657","replication fork","2/264","70/21298",0.21532297088308,0.514736175251059,0.47907351428362,"Mcm10/Top1",2
"GO:0032587","GO:0032587","ruffle membrane","2/264","70/21298",0.21532297088308,0.514736175251059,0.47907351428362,"Eps8l3/Itgb1",2
"GO:0031225","GO:0031225","anchored component of membrane","4/264","193/21298",0.218286843475806,0.514736175251059,0.47907351428362,"Sema7a/Thy1/Cd2/Ntng2",4
"GO:0014069","GO:0014069","postsynaptic density","7/264","394/21298",0.218520056181062,0.514736175251059,0.47907351428362,"Abi1/Rapgef4/Pdzd2/Nck2/Ptk2b/Akap5/Sipa1l1",7
"GO:0016529","GO:0016529","sarcoplasmic reticulum","2/264","71/21298",0.219877543336368,0.514736175251059,0.47907351428362,"Akap6/Ank3",2
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","1/264","20/21298",0.220865777930552,0.514736175251059,0.47907351428362,"Sntb2",1
"GO:0044292","GO:0044292","dendrite terminus","1/264","20/21298",0.220865777930552,0.514736175251059,0.47907351428362,"Grk3",1
"GO:0090665","GO:0090665","glycoprotein complex","1/264","20/21298",0.220865777930552,0.514736175251059,0.47907351428362,"Sntb2",1
"GO:0044448","GO:0044448","cell cortex part","4/264","195/21298",0.223516294713185,0.514736175251059,0.47907351428362,"Nf2/Tmod1/Pls1/Myo1e",4
"GO:0032279","GO:0032279","asymmetric synapse","7/264","397/21298",0.223897136652165,0.514736175251059,0.47907351428362,"Abi1/Rapgef4/Pdzd2/Nck2/Ptk2b/Akap5/Sipa1l1",7
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","4/264","197/21298",0.228778345890368,0.514736175251059,0.47907351428362,"Tnrc6b/Gigyf2/Top1/Nfkbiz",4
"GO:0000932","GO:0000932","P-body","2/264","73/21298",0.229009931634978,0.514736175251059,0.47907351428362,"Tnrc6b/Top1",2
"GO:0005881","GO:0005881","cytoplasmic microtubule","2/264","73/21298",0.229009931634978,0.514736175251059,0.47907351428362,"Cyld/Bcas3",2
"GO:0060076","GO:0060076","excitatory synapse","2/264","73/21298",0.229009931634978,0.514736175251059,0.47907351428362,"Rapgef4/Akap5",2
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","6/264","331/21298",0.229102169122755,0.514736175251059,0.47907351428362,"Mfap5/Matn1/Itgb1/Ctsd/Mamdc2/Tnc",6
"GO:0000242","GO:0000242","pericentriolar material","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Cep192",1
"GO:0005849","GO:0005849","mRNA cleavage factor complex","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Scaf8",1
"GO:0012507","GO:0012507","ER to Golgi transport vesicle membrane","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Vti1a",1
"GO:0030673","GO:0030673","axolemma","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Thy1",1
"GO:0043194","GO:0043194","axon initial segment","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Ank3",1
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","1/264","21/21298",0.230532637345268,0.514736175251059,0.47907351428362,"Osbpl3",1
"GO:0044449","GO:0044449","contractile fiber part","4/264","198/21298",0.231421131020293,0.514736175251059,0.47907351428362,"Grk3/Bmp10/Tmod1/Ank3",4
"GO:0030315","GO:0030315","T-tubule","2/264","74/21298",0.233585977921037,0.514736175251059,0.47907351428362,"Akap6/Ank3",2
"GO:0010008","GO:0010008","endosome membrane","4/264","199/21298",0.234071508256243,0.514736175251059,0.47907351428362,"Ldlrad4/Vti1a/Wdr91/Arf6",4
"GO:0001741","GO:0001741","XY body","1/264","22/21298",0.240080006981065,0.514736175251059,0.47907351428362,"Usp7",1
"GO:0016327","GO:0016327","apicolateral plasma membrane","1/264","22/21298",0.240080006981065,0.514736175251059,0.47907351428362,"Rasgrf1",1
"GO:0031307","GO:0031307","integral component of mitochondrial outer membrane","1/264","22/21298",0.240080006981065,0.514736175251059,0.47907351428362,"Tomm20l",1
"GO:0031362","GO:0031362","anchored component of external side of plasma membrane","1/264","22/21298",0.240080006981065,0.514736175251059,0.47907351428362,"Thy1",1
"GO:0031674","GO:0031674","I band","3/264","137/21298",0.241525822862395,0.514736175251059,0.47907351428362,"Grk3/Bmp10/Ank3",3
"GO:0005635","GO:0005635","nuclear envelope","7/264","409/21298",0.245852957951858,0.514736175251059,0.47907351428362,"Prickle1/Lmnb1/Akap6/Sh3bgrl2/Lpin1/Osbpl3/Mindy3",7
"GO:0000794","GO:0000794","condensed nuclear chromosome","3/264","139/21298",0.248137507606381,0.514736175251059,0.47907351428362,"Ncaph/Nek2/Syce1l",3
"GO:0000159","GO:0000159","protein phosphatase type 2A complex","1/264","23/21298",0.24950935827628,0.514736175251059,0.47907351428362,"Ppp2r2a",1
"GO:0031306","GO:0031306","intrinsic component of mitochondrial outer membrane","1/264","23/21298",0.24950935827628,0.514736175251059,0.47907351428362,"Tomm20l",1
