#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR17352--MA0493.1.Klf1	chr13	63530400	63530410	-	0.000	0.000	Merged-chr13-63530431-8
NR27983--MA0599.1.KLF5	chr17	31058818	31058827	+	0.000	0.000	Merged-chr17-31058889-44
NR17016--MA1107.1.KLF9	chr13	52800950	52800962	+	0.000	0.000	Merged-chr13-52800951-49
NR41307--MA0741.1.KLF16	chr3	89387212	89387222	+	0.000	0.000	Merged-chr3-89387256-27
NR35484--MA0493.1.Klf1	chr2	35690018	35690028	+	0.000	0.000	Merged-chr2-35690128-14
NR65118--MA1107.1.KLF9	chr8	122712169	122712181	-	0.000	0.000	Merged-chr8-122712057-14
NR39092--MA0599.1.KLF5	chr2	164079626	164079635	+	0.000	0.000	Merged-chr2-164079713-44
NR51530--MA0493.1.Klf1	chr5	123749566	123749576	-	0.000	0.000	Merged-chr5-123749470-86
NR10418--MA0599.1.KLF5	chr11	69366847	69366856	+	0.000	0.000	Merged-chr11-69366832-87
NR70630--MA1107.1.KLF9	chrX	169973435	169973447	+	0.000	0.000	Merged-chrX-169973362-71
NR47019--MA0599.1.KLF5	chr4	133673295	133673304	-	0.000	0.000	Merged-chr4-133673416-1
NR28915--MA0039.3.KLF4	chr17	56023589	56023599	-	0.000	0.000	Merged-chr17-56023630-14
NR34847--MA0742.1.Klf12	chr2	25148073	25148087	+	0.000	0.000	Merged-chr2-25148103-14
NR58051--MA0740.1.KLF14	chr7	19665037	19665050	+	0.000	0.000	Merged-chr7-19665223-91
NR24578--MA0039.3.KLF4	chr15	102165698	102165708	-	0.000	0.000	Merged-chr15-102165758-28
NR59432--MA0741.1.KLF16	chr7	68296331	68296341	-	0.000	0.000	Merged-chr7-68296444-19
NR45541--MA1107.1.KLF9	chr4	89359535	89359547	-	0.000	0.000	Merged-chr4-89359690-21
NR45761--MA0493.1.Klf1	chr4	101235194	101235204	+	0.000	0.000	Merged-chr4-101235092-24
NR9679--MA0740.1.KLF14	chr11	49652936	49652949	-	0.000	0.000	Merged-chr11-49653033-21
NR47035--MA0741.1.KLF16	chr4	134059106	134059116	-	0.000	0.000	Merged-chr4-134059039-2
NR27812--MA0741.1.KLF16	chr17	28488298	28488308	+	0.000	0.000	Merged-chr17-28488439-21
NR23288--MA0493.1.Klf1	chr15	78475759	78475769	-	0.000	0.000	Merged-chr15-78475824-65
NR44482--MA0741.1.KLF16	chr4	41348062	41348072	+	0.000	0.000	Merged-chr4-41348000-22
NR47955--MA0599.1.KLF5	chr4	149664350	149664359	+	0.000	0.000	Merged-chr4-149664202-47
NR57836--MA0039.3.KLF4	chr7	16295680	16295690	+	0.000	0.000	Merged-chr7-16295835-16
NR70765--MA1107.1.KLF9	chrY	90800453	90800465	-	0.000	0.000	Merged-chrY-90800606-25
NR55344--MA0493.1.Klf1	chr6	108512319	108512329	-	0.000	0.000	Merged-chr6-108512233-21
NR45537--MA1107.1.KLF9	chr4	89359527	89359539	-	0.000	0.000	Merged-chr4-89359690-21
NR51528--MA0742.1.Klf12	chr5	123749562	123749576	-	0.000	0.000	Merged-chr5-123749470-86
NR65686--MA0741.1.KLF16	chr9	21167777	21167787	+	0.000	0.000	Merged-chr9-21167831-1
NR45757--MA0493.1.Klf1	chr4	101235172	101235182	+	0.000	0.000	Merged-chr4-101235092-24
NR10420--MA0741.1.KLF16	chr11	69366847	69366857	+	0.000	0.000	Merged-chr11-69366832-87
NR66506--MA0740.1.KLF14	chr9	55283730	55283743	+	0.000	0.000	Merged-chr9-55283833-16
NR20314--MA0742.1.Klf12	chr14	56293344	56293358	-	0.000	0.000	Merged-chr14-56293381-8
NR53425--MA0599.1.KLF5	chr6	8632594	8632603	+	0.000	0.000	Merged-chr6-8632721-45
NR57834--MA0740.1.KLF14	chr7	16295664	16295677	+	0.000	0.000	Merged-chr7-16295835-16
NR58058--MA0039.3.KLF4	chr7	19665135	19665145	+	0.000	0.000	Merged-chr7-19665223-91
NR42207--MA0741.1.KLF16	chr3	109456513	109456523	-	0.000	0.000	Merged-chr3-109456576-4
NR2693--MA1107.1.KLF9	chr1	151083946	151083958	-	0.000	0.000	Merged-chr1-151084034-24
NR25186--MA1107.1.KLF9	chr16	22265962	22265974	+	0.000	0.000	Merged-chr16-22266085-1
NR16846--MA0741.1.KLF16	chr13	45885052	45885062	+	0.000	0.000	Merged-chr13-45885080-29
NR3998--MA1107.1.KLF9	chr1	182537330	182537342	+	0.000	0.000	Merged-chr1-182537225-11
NR9840--MA0741.1.KLF16	chr11	53324641	53324651	+	0.000	0.000	Merged-chr11-53324720-33
NR22155--MA0599.1.KLF5	chr15	27785466	27785475	+	0.000	0.000	Merged-chr15-27785429-33
NR26281--MA0493.1.Klf1	chr16	87746844	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR23437--MA0741.1.KLF16	chr15	80255959	80255969	-	0.000	0.000	Merged-chr15-80256078-1
NR7010--MA1107.1.KLF9	chr10	81659618	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR53876--MA0039.3.KLF4	chr6	39372751	39372761	+	0.000	0.000	Merged-chr6-39372871-18
NR66507--MA0657.1.KLF13	chr9	55283729	55283746	+	0.000	0.000	Merged-chr9-55283833-16
NR10534--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR14740--MA0742.1.Klf12	chr12	85704746	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR44479--MA0741.1.KLF16	chr4	41348059	41348069	+	0.000	0.000	Merged-chr4-41348000-22
NR28914--MA0599.1.KLF5	chr17	56023591	56023600	-	0.000	0.000	Merged-chr17-56023630-14
NR45762--MA0741.1.KLF16	chr4	101235195	101235205	+	0.000	0.000	Merged-chr4-101235092-24
NR29775--MA0493.1.Klf1	chr17	83634501	83634511	+	0.000	0.000	Merged-chr17-83634380-4
NR9624--MA0039.3.KLF4	chr11	46462213	46462223	-	0.000	0.000	Merged-chr11-46462115-37
NR18230--MA0599.1.KLF5	chr13	98684443	98684452	+	0.000	0.000	Merged-chr13-98684546-11
NR65017--MA0741.1.KLF16	chr8	121573582	121573592	+	0.000	0.000	Merged-chr8-121573521-19
NR65120--MA1107.1.KLF9	chr8	122712173	122712185	-	0.000	0.000	Merged-chr8-122712057-14
NR27451--MA0741.1.KLF16	chr17	24084757	24084767	+	0.000	0.000	Merged-chr17-24084802-20
NR51527--MA0740.1.KLF14	chr5	123749563	123749576	-	0.000	0.000	Merged-chr5-123749470-86
NR57835--MA0599.1.KLF5	chr7	16295679	16295688	+	0.000	0.000	Merged-chr7-16295835-16
NR51532--MA1107.1.KLF9	chr5	123749564	123749576	-	0.000	0.000	Merged-chr5-123749470-86
NR65125--MA1107.1.KLF9	chr8	122712183	122712195	-	0.000	0.000	Merged-chr8-122712057-14
NR29776--MA0741.1.KLF16	chr17	83634502	83634512	+	0.000	0.000	Merged-chr17-83634380-4
NR41161--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR62667--MA0599.1.KLF5	chr8	33308164	33308173	-	0.000	0.000	Merged-chr8-33308213-19
NR17015--MA0493.1.Klf1	chr13	52800950	52800960	+	0.000	0.000	Merged-chr13-52800951-49
NR25232--MA1107.1.KLF9	chr16	24704419	24704431	-	0.000	0.000	Merged-chr16-24704460-26
NR61237--MA0599.1.KLF5	chr7	127137855	127137864	+	0.000	0.000	Merged-chr7-127137762-54
NR10536--MA1107.1.KLF9	chr11	70622583	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR47137--MA1107.1.KLF9	chr4	135313872	135313884	-	0.000	0.000	Merged-chr4-135313873-65
NR65116--MA0039.3.KLF4	chr8	122712169	122712179	-	0.000	0.000	Merged-chr8-122712057-14
NR58060--MA0741.1.KLF16	chr7	19665134	19665144	+	0.000	0.000	Merged-chr7-19665223-91
NR37672--MA0742.1.Klf12	chr2	128878966	128878980	+	0.000	0.000	Merged-chr2-128879047-18
NR65684--MA0741.1.KLF16	chr9	21167775	21167785	+	0.000	0.000	Merged-chr9-21167831-1
NR58057--MA0599.1.KLF5	chr7	19665134	19665143	+	0.000	0.000	Merged-chr7-19665223-91
NR66510--MA0741.1.KLF16	chr9	55283731	55283741	+	0.000	0.000	Merged-chr9-55283833-16
NR2753--MA1107.1.KLF9	chr1	153288197	153288209	+	0.000	0.000	Merged-chr1-153288080-22
NR23334--MA0741.1.KLF16	chr15	78896292	78896302	-	0.000	0.000	Merged-chr15-78896310-38
NR45759--MA1107.1.KLF9	chr4	101235172	101235184	+	0.000	0.000	Merged-chr4-101235092-24
NR23347--MA0741.1.KLF16	chr15	78926668	78926678	-	0.000	0.000	Merged-chr15-78926468-45
NR45777--MA1107.1.KLF9	chr4	101235224	101235236	+	0.000	0.000	Merged-chr4-101235092-24
NR49564--MA0493.1.Klf1	chr5	64990218	64990228	-	0.000	0.000	Merged-chr5-64990076-28
NR66287--MA0742.1.Klf12	chr9	45847205	45847219	+	0.000	0.000	Merged-chr9-45847286-6
NR7092--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR44485--MA0741.1.KLF16	chr4	41348065	41348075	+	0.000	0.000	Merged-chr4-41348000-22
NR24991--MA0741.1.KLF16	chr16	17276800	17276810	-	0.000	0.000	Merged-chr16-17276702-76
NR42205--MA0741.1.KLF16	chr3	109456510	109456520	-	0.000	0.000	Merged-chr3-109456576-4
NR6371--MA0599.1.KLF5	chr10	75643004	75643013	+	0.000	0.000	Merged-chr10-75643156-15
NR26493--MA1107.1.KLF9	chr16	91796038	91796050	+	0.000	0.000	Merged-chr16-91796085-21
NR51033--MA0599.1.KLF5	chr5	113994150	113994159	+	0.000	0.000	Merged-chr5-113994160-2
NR10801--MA1107.1.KLF9	chr11	76184658	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR12888--MA0599.1.KLF5	chr11	116624294	116624303	-	0.000	0.000	Merged-chr11-116624122-60
NR2691--MA1107.1.KLF9	chr1	151083942	151083954	-	0.000	0.000	Merged-chr1-151084034-24
NR59710--MA0039.3.KLF4	chr7	80889954	80889964	-	0.000	0.000	Merged-chr7-80889840-60
NR9623--MA0599.1.KLF5	chr11	46462215	46462224	-	0.000	0.000	Merged-chr11-46462115-37
NR29771--MA0740.1.KLF14	chr17	83634501	83634514	+	0.000	0.000	Merged-chr17-83634380-4
NR26283--MA1107.1.KLF9	chr16	87746842	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR19598--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR23346--MA0599.1.KLF5	chr15	78926669	78926678	-	0.000	0.000	Merged-chr15-78926468-45
NR50991--MA0599.1.KLF5	chr5	113873221	113873230	-	0.000	0.000	Merged-chr5-113873174-24
NR37963--MA0740.1.KLF14	chr2	139671566	139671579	-	0.000	0.000	Merged-chr2-139671820-32
NR44477--MA0741.1.KLF16	chr4	41348057	41348067	+	0.000	0.000	Merged-chr4-41348000-22
NR25185--MA0493.1.Klf1	chr16	22265962	22265972	+	0.000	0.000	Merged-chr16-22266085-1
NR51531--MA0741.1.KLF16	chr5	123749565	123749575	-	0.000	0.000	Merged-chr5-123749470-86
NR67186--MA0741.1.KLF16	chr9	72660394	72660404	+	0.000	0.000	Merged-chr9-72660303-37
NR3997--MA0493.1.Klf1	chr1	182537330	182537340	+	0.000	0.000	Merged-chr1-182537225-11
NR41160--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR48506--MA1107.1.KLF9	chr5	3928926	3928938	-	0.000	0.000	Merged-chr5-3928837-1
NR45773--MA0741.1.KLF16	chr4	101235219	101235229	+	0.000	0.000	Merged-chr4-101235092-24
NR16849--MA0741.1.KLF16	chr13	45885146	45885156	+	0.000	0.000	Merged-chr13-45885080-29
NR29777--MA1107.1.KLF9	chr17	83634501	83634513	+	0.000	0.000	Merged-chr17-83634380-4
NR25422--MA1107.1.KLF9	chr16	33745249	33745261	-	0.000	0.000	Merged-chr16-33745427-22
NR10253--MA0741.1.KLF16	chr11	62574428	62574438	+	0.000	0.000	Merged-chr11-62574522-33
NR5939--MA0742.1.Klf12	chr10	61306177	61306191	-	0.000	0.000	Merged-chr10-61306308-35
NR14424--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR7314--MA0742.1.Klf12	chr10	88732261	88732275	+	0.000	0.000	Merged-chr10-88732383-10
NR7358--MA1107.1.KLF9	chr10	89765927	89765939	-	0.000	0.000	Merged-chr10-89765992-47
NR37964--MA0657.1.KLF13	chr2	139671563	139671580	-	0.000	0.000	Merged-chr2-139671820-32
NR65101--MA0493.1.Klf1	chr8	122561364	122561374	+	0.000	0.000	Merged-chr8-122561364-37
NR15747--MA0599.1.KLF5	chr12	111914281	111914290	-	0.000	0.000	Merged-chr12-111914227-24
NR64182--MA0599.1.KLF5	chr8	95020752	95020761	+	0.000	0.000	Merged-chr8-95020727-36
NR33749--MA0599.1.KLF5	chr19	45577319	45577328	+	0.000	0.000	Merged-chr19-45577468-39
NR34851--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR66580--MA1107.1.KLF9	chr9	57577531	57577543	-	0.000	0.000	Merged-chr9-57577523-17
NR44837--MA0742.1.Klf12	chr4	46565804	46565818	+	0.000	0.000	Merged-chr4-46565631-17
NR49623--MA0039.3.KLF4	chr5	66190792	66190802	-	0.000	0.000	Merged-chr5-66190965-54
NR27674--MA0740.1.KLF14	chr17	27133903	27133916	-	0.000	0.000	Merged-chr17-27133890-64
NR7091--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR10419--MA0599.1.KLF5	chr11	69366859	69366868	+	0.000	0.000	Merged-chr11-69366832-87
NR70631--MA1107.1.KLF9	chrX	169973437	169973449	+	0.000	0.000	Merged-chrX-169973362-71
NR66371--MA0599.1.KLF5	chr9	50470495	50470504	+	0.000	0.000	Merged-chr9-50470528-16
NR1425--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR30790--MA0742.1.Klf12	chr18	39141852	39141866	-	0.000	0.000	Merged-chr18-39141814-16
NR36--MA1107.1.KLF9	chr1	7455103	7455115	+	0.000	0.000	Merged-chr1-7455103-17
NR45542--MA1107.1.KLF9	chr4	89359537	89359549	-	0.000	0.000	Merged-chr4-89359690-21
NR16845--MA0039.3.KLF4	chr13	45885061	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR45766--MA1107.1.KLF9	chr4	101235198	101235210	+	0.000	0.000	Merged-chr4-101235092-24
NR45770--MA0039.3.KLF4	chr4	101235226	101235236	+	0.000	0.000	Merged-chr4-101235092-24
NR58639--MA0741.1.KLF16	chr7	34313057	34313067	+	0.000	0.000	Merged-chr7-34312942-1
NR24196--MA0599.1.KLF5	chr15	97727232	97727241	-	0.000	0.000	Merged-chr15-97727348-17
NR28913--MA0742.1.Klf12	chr17	56023587	56023601	-	0.000	0.000	Merged-chr17-56023630-14
NR62910--MA0742.1.Klf12	chr8	46654713	46654727	+	0.000	0.000	Merged-chr8-46654782-26
NR65146--MA0039.3.KLF4	chr8	122917784	122917794	+	0.000	0.000	Merged-chr8-122917932-59
NR45538--MA1107.1.KLF9	chr4	89359529	89359541	-	0.000	0.000	Merged-chr4-89359690-21
NR2689--MA0741.1.KLF16	chr1	151083945	151083955	-	0.000	0.000	Merged-chr1-151084034-24
NR37427--MA0741.1.KLF16	chr2	121414492	121414502	+	0.000	0.000	Merged-chr2-121414603-1
NR39325--MA0741.1.KLF16	chr2	167680328	167680338	-	0.000	0.000	Merged-chr2-167680290-50
NR8298--MA0493.1.Klf1	chr10	118530073	118530083	+	0.000	0.000	Merged-chr10-118529914-14
NR26492--MA0493.1.Klf1	chr16	91796038	91796048	+	0.000	0.000	Merged-chr16-91796085-21
NR10800--MA0493.1.Klf1	chr11	76184660	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR6588--MA1107.1.KLF9	chr10	79692122	79692134	+	0.000	0.000	Merged-chr10-79692164-17
NR29076--MA0039.3.KLF4	chr17	57335020	57335030	-	0.000	0.000	Merged-chr17-57334984-16
NR7315--MA0039.3.KLF4	chr10	88732263	88732273	+	0.000	0.000	Merged-chr10-88732383-10
NR57910--MA1107.1.KLF9	chr7	16891731	16891743	+	0.000	0.000	Merged-chr7-16891959-60
NR39102--MA0039.3.KLF4	chr2	164506744	164506754	+	0.000	0.000	Merged-chr2-164506889-12
NR12639--MA0039.3.KLF4	chr11	113187330	113187340	+	0.000	0.000	Merged-chr11-113187180-1
NR66525--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR28333--MA0741.1.KLF16	chr17	36023773	36023783	-	0.000	0.000	Merged-chr17-36023858-33
NR28331--MA0039.3.KLF4	chr17	36023772	36023782	-	0.000	0.000	Merged-chr17-36023858-33
NR24886--MA0742.1.Klf12	chr16	10814915	10814929	+	0.000	0.000	Merged-chr16-10815093-30
NR58056--MA0742.1.Klf12	chr7	19665133	19665147	+	0.000	0.000	Merged-chr7-19665223-91
NR65014--MA0742.1.Klf12	chr8	121573581	121573595	+	0.000	0.000	Merged-chr8-121573521-19
NR56974--MA0599.1.KLF5	chr6	142887601	142887610	-	0.000	0.000	Merged-chr6-142887615-28
NR31229--MA0741.1.KLF16	chr18	61555724	61555734	+	0.000	0.000	Merged-chr18-61555833-8
NR65121--MA1107.1.KLF9	chr8	122712175	122712187	-	0.000	0.000	Merged-chr8-122712057-14
NR57902--MA0740.1.KLF14	chr7	16891717	16891730	+	0.000	0.000	Merged-chr7-16891959-60
NR820--MA0039.3.KLF4	chr1	58774019	58774029	+	0.000	0.000	Merged-chr1-58774084-24
NR23290--MA1107.1.KLF9	chr15	78475757	78475769	-	0.000	0.000	Merged-chr15-78475824-65
NR37426--MA0599.1.KLF5	chr2	121414492	121414501	+	0.000	0.000	Merged-chr2-121414603-1
NR16844--MA0599.1.KLF5	chr13	45885060	45885069	+	0.000	0.000	Merged-chr13-45885080-29
NR58920--MA1107.1.KLF9	chr7	45025108	45025120	+	0.000	0.000	Merged-chr7-45025072-11
NR65015--MA0599.1.KLF5	chr8	121573582	121573591	+	0.000	0.000	Merged-chr8-121573521-19
NR58575--MA0039.3.KLF4	chr7	30323039	30323049	+	0.000	0.000	Merged-chr7-30323096-14
NR57906--MA0039.3.KLF4	chr7	16891733	16891743	+	0.000	0.000	Merged-chr7-16891959-60
NR32899--MA0599.1.KLF5	chr19	10305046	10305055	-	0.000	0.000	Merged-chr19-10304967-15
NR616--MA0599.1.KLF5	chr1	43562529	43562538	+	0.000	0.000	Merged-chr1-43562449-72
NR7119--MA0039.3.KLF4	chr10	83733821	83733831	-	0.000	0.000	Merged-chr10-83733897-13
NR65145--MA0599.1.KLF5	chr8	122917783	122917792	+	0.000	0.000	Merged-chr8-122917932-59
NR20316--MA0039.3.KLF4	chr14	56293346	56293356	-	0.000	0.000	Merged-chr14-56293381-8
NR47958--MA0741.1.KLF16	chr4	149664350	149664360	+	0.000	0.000	Merged-chr4-149664202-47
NR58944--MA0599.1.KLF5	chr7	45204563	45204572	+	0.000	0.000	Merged-chr7-45204640-42
NR25188--MA0742.1.Klf12	chr16	22265996	22266010	+	0.000	0.000	Merged-chr16-22266085-1
NR34850--MA0493.1.Klf1	chr2	25148073	25148083	+	0.000	0.000	Merged-chr2-25148103-14
NR16861--MA0741.1.KLF16	chr13	46337962	46337972	+	0.000	0.000	Merged-chr13-46338006-40
NR42997--MA0741.1.KLF16	chr3	135417974	135417984	+	0.000	0.000	Merged-chr3-135417903-41
NR66579--MA0741.1.KLF16	chr9	57577532	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR406--MA0599.1.KLF5	chr1	37469424	37469433	-	0.000	0.000	Merged-chr1-37469260-14
