"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008250","GO:0008250","oligosaccharyltransferase complex","1/129","10/21298",0.0589566961516922,0.439260517789972,0.432092626095399,"Dad1",1
"GO:0031464","GO:0031464","Cul4A-RING E3 ubiquitin ligase complex","1/129","10/21298",0.0589566961516922,0.439260517789972,0.432092626095399,"Det1",1
"GO:0034709","GO:0034709","methylosome","1/129","10/21298",0.0589566961516922,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0060091","GO:0060091","kinocilium","1/129","10/21298",0.0589566961516922,0.439260517789972,0.432092626095399,"Cdh23",1
"GO:0097732","GO:0097732","9+2 non-motile cilium","1/129","10/21298",0.0589566961516922,0.439260517789972,0.432092626095399,"Cdh23",1
"GO:0061700","GO:0061700","GATOR2 complex","1/129","11/21298",0.0646591851688113,0.439260517789972,0.432092626095399,"Sesn1",1
"GO:1990907","GO:1990907","beta-catenin-TCF complex","1/129","11/21298",0.0646591851688113,0.439260517789972,0.432092626095399,"Tle4",1
"GO:0002177","GO:0002177","manchette","1/129","12/21298",0.0703273847795233,0.439260517789972,0.432092626095399,"Spef2",1
"GO:0031932","GO:0031932","TORC2 complex","1/129","12/21298",0.0703273847795233,0.439260517789972,0.432092626095399,"Sesn1",1
"GO:0090576","GO:0090576","RNA polymerase III transcription factor complex","1/129","12/21298",0.0703273847795233,0.439260517789972,0.432092626095399,"Gtf3c3",1
"GO:0098684","GO:0098684","photoreceptor ribbon synapse","1/129","12/21298",0.0703273847795233,0.439260517789972,0.432092626095399,"Cdh23",1
"GO:0016605","GO:0016605","PML body","2/129","72/21298",0.070726879661226,0.439260517789972,0.432092626095399,"Ankrd2/Satb1",2
"GO:0060076","GO:0060076","excitatory synapse","2/129","73/21298",0.0724397869529922,0.439260517789972,0.432092626095399,"Kcnj3/Ntrk2",2
"GO:0005758","GO:0005758","mitochondrial intermembrane space","2/129","74/21298",0.07416609307591,0.439260517789972,0.432092626095399,"Timm8a2/Glrx",2
"GO:0005652","GO:0005652","nuclear lamina","1/129","13/21298",0.075961499566869,0.439260517789972,0.432092626095399,"Hlcs",1
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","1/129","13/21298",0.075961499566869,0.439260517789972,0.432092626095399,"Suclg2",1
"GO:0042383","GO:0042383","sarcolemma","3/129","165/21298",0.0789093559871443,0.439260517789972,0.432092626095399,"Kcnj3/Sspn/Atp1b1",3
"GO:0000346","GO:0000346","transcription export complex","1/129","14/21298",0.0815617329028276,0.439260517789972,0.432092626095399,"1700017N19Rik",1
"GO:0000109","GO:0000109","nucleotide-excision repair complex","1/129","15/21298",0.0871282869554274,0.439260517789972,0.432092626095399,"Efcab11",1
"GO:0034719","GO:0034719","SMN-Sm protein complex","1/129","15/21298",0.0871282869554274,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0038201","GO:0038201","TOR complex","1/129","15/21298",0.0871282869554274,0.439260517789972,0.432092626095399,"Sesn1",1
"GO:0071437","GO:0071437","invadopodium","1/129","15/21298",0.0871282869554274,0.439260517789972,0.432092626095399,"Actr2",1
"GO:0005682","GO:0005682","U5 snRNP","1/129","16/21298",0.0926613626958187,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0035859","GO:0035859","Seh1-associated complex","1/129","16/21298",0.0926613626958187,0.439260517789972,0.432092626095399,"Sesn1",1
"GO:0098890","GO:0098890","extrinsic component of postsynaptic membrane","1/129","16/21298",0.0926613626958187,0.439260517789972,0.432092626095399,"Magi2",1
"GO:0031970","GO:0031970","organelle envelope lumen","2/129","87/21298",0.0977291804345153,0.439260517789972,0.432092626095399,"Timm8a2/Glrx",2
"GO:0016363","GO:0016363","nuclear matrix","2/129","89/21298",0.101522510943092,0.439260517789972,0.432092626095399,"Hlcs/Satb1",2
"GO:0005635","GO:0005635","nuclear envelope","5/129","409/21298",0.103237557328121,0.439260517789972,0.432092626095399,"Ipo11/Gtf3c3/Pgrmc2/Tmc6/Sephs1",5
"GO:0005685","GO:0005685","U1 snRNP","1/129","18/21298",0.10362787718232,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0032426","GO:0032426","stereocilium tip","1/129","19/21298",0.109061711949402,0.439260517789972,0.432092626095399,"Cdh23",1
"GO:0043218","GO:0043218","compact myelin","1/129","19/21298",0.109061711949402,0.439260517789972,0.432092626095399,"Mbp",1
"GO:0061827","GO:0061827","sperm head","1/129","19/21298",0.109061711949402,0.439260517789972,0.432092626095399,"Dnajb1",1
"GO:0005901","GO:0005901","caveola","2/129","93/21298",0.109228795918336,0.439260517789972,0.432092626095399,"Atp1b3/Atp1b1",2
"GO:0031225","GO:0031225","anchored component of membrane","3/129","193/21298",0.112507967682704,0.439260517789972,0.432092626095399,"Ly6d/Rab2a/Bst2",3
"GO:0043197","GO:0043197","dendritic spine","3/129","194/21298",0.113796205994272,0.439260517789972,0.432092626095399,"Eef2k/Dnajb1/Ntrk2",3
"GO:0005686","GO:0005686","U2 snRNP","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0005697","GO:0005697","telomerase holoenzyme complex","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Snrpd3",1
"GO:0005922","GO:0005922","connexin complex","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Gjd2",1
"GO:0016010","GO:0016010","dystrophin-associated glycoprotein complex","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Sspn",1
"GO:0090665","GO:0090665","glycoprotein complex","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Sspn",1
"GO:0098993","GO:0098993","anchored component of synaptic vesicle membrane","1/129","20/21298",0.11446286046007,0.439260517789972,0.432092626095399,"Rab2a",1
"GO:0044448","GO:0044448","cell cortex part","3/129","195/21298",0.115090091997373,0.439260517789972,0.432092626095399,"Tpm4/Actr2/Phldb2",3
"GO:0044309","GO:0044309","neuron spine","3/129","197/21298",0.117694626885995,0.441837205850704,0.434627267534133,"Eef2k/Dnajb1/Ntrk2",3
"GO:1902495","GO:1902495","transmembrane transporter complex","4/129","311/21298",0.120543695189511,0.445233970941903,0.437968603914352,"Cacna1e/Kcnj3/Atp1b3/Atp1b1",4
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network","1/129","22/21298",0.125167877922418,0.454975302289424,0.447550975361695,"Atl2",1
"GO:0097470","GO:0097470","ribbon synapse","1/129","23/21298",0.130472133597733,0.458144479721382,0.450668437878078,"Cdh23",1
"GO:0099243","GO:0099243","extrinsic component of synaptic membrane","1/129","23/21298",0.130472133597733,0.458144479721382,0.450668437878078,"Magi2",1
"GO:1990351","GO:1990351","transporter complex","4/129","322/21298",0.132041640443717,0.458144479721382,0.450668437878078,"Cacna1e/Kcnj3/Atp1b3/Atp1b1",4
"GO:0005689","GO:0005689","U12-type spliceosomal complex","1/129","26/21298",0.146194184764547,0.459702681132395,0.452201212421662,"Snrpd3",1
"GO:0099568","GO:0099568","cytoplasmic region","5/129","460/21298",0.147528077712722,0.459702681132395,0.452201212421662,"C2cd5/Tpm4/Ctgf/Actr2/Phldb2",5
"GO:0043209","GO:0043209","myelin sheath","3/129","220/21298",0.149139967276671,0.459702681132395,0.452201212421662,"Ppia/Mbp/Atp1b1",3
"GO:0097440","GO:0097440","apical dendrite","1/129","27/21298",0.151371927814818,0.459702681132395,0.452201212421662,"Slc4a10",1
"GO:0099524","GO:0099524","postsynaptic cytosol","1/129","27/21298",0.151371927814818,0.459702681132395,0.452201212421662,"Dnajb1",1
"GO:0005911","GO:0005911","cell-cell junction","5/129","466/21298",0.153209026037923,0.459702681132395,0.452201212421662,"Cdh26/Panx1/Gjd2/Magi2/Atp1b1",5
"GO:0005884","GO:0005884","actin filament","2/129","115/21298",0.153989863712683,0.459702681132395,0.452201212421662,"Map3k1/Tpm4",2
"GO:0099056","GO:0099056","integral component of presynaptic membrane","2/129","116/21298",0.156102925334253,0.459702681132395,0.452201212421662,"Cacna1e/Kcnj3",2
"GO:0071007","GO:0071007","U2-type catalytic step 2 spliceosome","1/129","28/21298",0.156518513368478,0.459702681132395,0.452201212421662,"Snrpd3",1
"GO:0097225","GO:0097225","sperm midpiece","1/129","28/21298",0.156518513368478,0.459702681132395,0.452201212421662,"Spef2",1
"GO:0044853","GO:0044853","plasma membrane raft","2/129","117/21298",0.158221582045771,0.459702681132395,0.452201212421662,"Atp1b3/Atp1b1",2
"GO:0016323","GO:0016323","basolateral plasma membrane","3/129","228/21298",0.160659163467083,0.459702681132395,0.452201212421662,"Slc4a10/Atp1b1/Slc4a4",3
"GO:0016342","GO:0016342","catenin complex","1/129","29/21298",0.161634127462294,0.459702681132395,0.452201212421662,"Cdh26",1
"GO:0030863","GO:0030863","cortical cytoskeleton","2/129","119/21298",0.162475107618332,0.459702681132395,0.452201212421662,"Tpm4/Actr2",2
"GO:0031012","GO:0031012","extracellular matrix","5/129","476/21298",0.162878437234625,0.459702681132395,0.452201212421662,"Runx1/Lrrc3b/Lrrc32/Ctgf/Lrrn3",5
"GO:0034399","GO:0034399","nuclear periphery","2/129","120/21298",0.164609693680596,0.459702681132395,0.452201212421662,"Hlcs/Satb1",2
"GO:0030131","GO:0030131","clathrin adaptor complex","1/129","31/21298",0.171773179913431,0.473239062357546,0.465516705789542,"Lrrn3",1
"GO:0031941","GO:0031941","filamentous actin","1/129","32/21298",0.176796984859647,0.473239062357546,0.465516705789542,"Map3k1",1
"GO:0080008","GO:0080008","Cul4-RING E3 ubiquitin ligase complex","1/129","32/21298",0.176796984859647,0.473239062357546,0.465516705789542,"Det1",1
"GO:0031965","GO:0031965","nuclear membrane","3/129","241/21298",0.17992688503252,0.473239062357546,0.465516705789542,"Gtf3c3/Tmc6/Sephs1",3
"GO:0098688","GO:0098688","parallel fiber to Purkinje cell synapse","1/129","33/21298",0.181790551536648,0.473239062357546,0.465516705789542,"Kcnj3",1
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","2/129","128/21298",0.181856058897223,0.473239062357546,0.465516705789542,"Cacna1e/Kcnj3",2
"GO:0016592","GO:0016592","mediator complex","1/129","34/21298",0.186754060535086,0.477537562453796,0.469745062583831,"Med7",1
"GO:0001650","GO:0001650","fibrillar center","2/129","131/21298",0.188392504806217,0.477537562453796,0.469745062583831,"Sesn1/Ipo11",2
"GO:0031463","GO:0031463","Cul3-RING ubiquitin ligase complex","1/129","35/21298",0.191687691375519,0.477537562453796,0.469745062583831,"Gan",1
"GO:0045211","GO:0045211","postsynaptic membrane","4/129","374/21298",0.191849151728163,0.477537562453796,0.469745062583831,"Cacna1e/Ntrk2/Sspn/Magi2",4
"GO:0031252","GO:0031252","cell leading edge","4/129","378/21298",0.196770885349545,0.482950429305919,0.475069601799433,"C2cd5/Ywhaz/Actr2/Phldb2",4
"GO:0005769","GO:0005769","early endosome","3/129","253/21298",0.198241660937801,0.482950429305919,0.475069601799433,"Rabgap1l/Snx13/Ntrk2",3
"GO:0043204","GO:0043204","perikaryon","2/129","137/21298",0.20155916650954,0.485863675059839,0.47793530895337,"Cacna1e/Ntrk2",2
"GO:0000791","GO:0000791","euchromatin","1/129","40/21298",0.215913882310381,0.515044573427889,0.506640030859886,"Ankrd2",1
"GO:0099522","GO:0099522","region of cytosol","1/129","41/21298",0.220671954997462,0.515651813208355,0.507237361648302,"Dnajb1",1
"GO:1990391","GO:1990391","DNA repair complex","1/129","41/21298",0.220671954997462,0.515651813208355,0.507237361648302,"Efcab11",1
"GO:0005720","GO:0005720","nuclear heterochromatin","1/129","44/21298",0.23477495106002,0.543065290835803,0.534203503741033,"Satb1",1
"GO:0005801","GO:0005801","cis-Golgi network","1/129","46/21298",0.244035962619641,0.547452414070061,0.538519037513184,"Ctgf",1
"GO:0005891","GO:0005891","voltage-gated calcium channel complex","1/129","46/21298",0.244035962619641,0.547452414070061,0.538519037513184,"Cacna1e",1
"GO:0009295","GO:0009295","nucleoid","1/129","47/21298",0.248624677132255,0.547452414070061,0.538519037513184,"Tfam",1
"GO:0035861","GO:0035861","site of double-strand break","1/129","47/21298",0.248624677132255,0.547452414070061,0.538519037513184,"Actr2",1
"GO:0042645","GO:0042645","mitochondrial nucleoid","1/129","47/21298",0.248624677132255,0.547452414070061,0.538519037513184,"Tfam",1
"GO:0032420","GO:0032420","stereocilium","1/129","48/21298",0.253185752688696,0.552186070149633,0.543175449377254,"Cdh23",1
"GO:0098686","GO:0098686","hippocampal mossy fiber to CA3 synapse","1/129","49/21298",0.257719354472374,0.556015491586771,0.546942381979172,"Ywhaz",1
"GO:0090575","GO:0090575","RNA polymerase II transcription factor complex","2/129","164/21298",0.261759766578621,0.556015491586771,0.546942381979172,"Runx1/Tle4",2
"GO:0030119","GO:0030119","AP-type membrane coat adaptor complex","1/129","50/21298",0.262225646687211,0.556015491586771,0.546942381979172,"Lrrn3",1
"GO:0030118","GO:0030118","clathrin coat","1/129","51/21298",0.266704792563404,0.560324747679078,0.55118131925223,"Lrrn3",1
"GO:0001917","GO:0001917","photoreceptor inner segment","1/129","54/21298",0.279980969976302,0.577618397518676,0.568192769795434,"Cdh23",1
"GO:0099738","GO:0099738","cell cortex region","1/129","54/21298",0.279980969976302,0.577618397518676,0.568192769795434,"Phldb2",1
"GO:0090734","GO:0090734","site of DNA damage","1/129","57/21298",0.293018614347469,0.59911841683545,0.589341949909383,"Actr2",1
"GO:0032421","GO:0032421","stereocilium bundle","1/129","58/21298",0.297312225700474,0.602517696331049,0.59268575966373,"Cdh23",1
"GO:0097525","GO:0097525","spliceosomal snRNP complex","1/129","59/21298",0.301579962182802,0.605805362630365,0.59591977753573,"Snrpd3",1
"GO:0044452","GO:0044452","nucleolar part","2/129","183/21298",0.304330418584244,0.606014485702537,0.596125488119251,"Sesn1/Ipo11",2
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","2/129","185/21298",0.308794062808963,0.609602072269419,0.599654532133559,"Cdh26/Magi2",2
"GO:0014704","GO:0014704","intercalated disc","1/129","62/21298",0.314229465026466,0.613141135278187,0.603135844401434,"Atp1b1",1
"GO:0015629","GO:0015629","actin cytoskeleton","4/129","470/21298",0.317964344799793,0.613141135278187,0.603135844401434,"Map3k1/Msra/Tpm4/Actr2",4
"GO:0030532","GO:0030532","small nuclear ribonucleoprotein complex","1/129","64/21298",0.322535904737621,0.613141135278187,0.603135844401434,"Snrpd3",1
"GO:0034704","GO:0034704","calcium channel complex","1/129","64/21298",0.322535904737621,0.613141135278187,0.603135844401434,"Cacna1e",1
"GO:0045178","GO:0045178","basal part of cell","1/129","65/21298",0.326651609187506,0.613141135278187,0.603135844401434,"Phldb2",1
"GO:0098563","GO:0098563","intrinsic component of synaptic vesicle membrane","1/129","65/21298",0.326651609187506,0.613141135278187,0.603135844401434,"Rab2a",1
"GO:0042734","GO:0042734","presynaptic membrane","2/129","200/21298",0.342062576405438,0.630405962633957,0.620118942788631,"Cacna1e/Kcnj3",2
"GO:0005776","GO:0005776","autophagosome","1/129","69/21298",0.342867797507252,0.630405962633957,0.620118942788631,"Trp53inp1",1
"GO:0005657","GO:0005657","replication fork","1/129","70/21298",0.346860922671959,0.630405962633957,0.620118942788631,"Bcl6",1
"GO:0032587","GO:0032587","ruffle membrane","1/129","70/21298",0.346860922671959,0.630405962633957,0.620118942788631,"C2cd5",1
"GO:0016529","GO:0016529","sarcoplasmic reticulum","1/129","71/21298",0.350829970202358,0.632598922648347,0.622276117888974,"Xdh",1
"GO:0005881","GO:0005881","cytoplasmic microtubule","1/129","73/21298",0.358696407725873,0.641730291947069,0.631258480701782,"Gramd3",1
"GO:0030315","GO:0030315","T-tubule","1/129","74/21298",0.362594083269023,0.642739148211014,0.632250874360638,"Kcnj3",1
"GO:0120114","GO:0120114","Sm-like protein family complex","1/129","75/21298",0.366468252287977,0.642739148211014,0.632250874360638,"Snrpd3",1
"GO:0070603","GO:0070603","SWI/SNF superfamily-type complex","1/129","76/21298",0.370319055447514,0.642739148211014,0.632250874360638,"Arid2",1
"GO:0005684","GO:0005684","U2-type spliceosomal complex","1/129","77/21298",0.374146632577251,0.642739148211014,0.632250874360638,"Snrpd3",1
"GO:0001725","GO:0001725","stress fiber","1/129","78/21298",0.377951122676565,0.642739148211014,0.632250874360638,"Tpm4",1
"GO:0097517","GO:0097517","contractile actin filament bundle","1/129","78/21298",0.377951122676565,0.642739148211014,0.632250874360638,"Tpm4",1
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","1/129","80/21298",0.385491393659545,0.642739148211014,0.632250874360638,"Kcnj3",1
"GO:0016528","GO:0016528","sarcoplasm","1/129","80/21298",0.385491393659545,0.642739148211014,0.632250874360638,"Xdh",1
"GO:0005811","GO:0005811","lipid droplet","1/129","81/21298",0.389227448434638,0.642739148211014,0.632250874360638,"Plin3",1
"GO:0034703","GO:0034703","cation channel complex","2/129","223/21298",0.3920352587315,0.642739148211014,0.632250874360638,"Cacna1e/Kcnj3",2
"GO:0044291","GO:0044291","cell-cell contact zone","1/129","82/21298",0.392940963971799,0.642739148211014,0.632250874360638,"Atp1b1",1
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","1/129","82/21298",0.392940963971799,0.642739148211014,0.632250874360638,"Snrpd3",1
"GO:0030864","GO:0030864","cortical actin cytoskeleton","1/129","85/21298",0.403947620363459,0.648252908065374,0.63767466019761,"Actr2",1
"GO:0044304","GO:0044304","main axon","1/129","85/21298",0.403947620363459,0.648252908065374,0.63767466019761,"Mbp",1
"GO:0099699","GO:0099699","integral component of synaptic membrane","2/129","229/21298",0.404804217700212,0.648252908065374,0.63767466019761,"Cacna1e/Kcnj3",2
"GO:0032432","GO:0032432","actin filament bundle","1/129","87/21298",0.411175147375128,0.649373163785547,0.638776635486588,"Tpm4",1
"GO:0043195","GO:0043195","terminal bouton","1/129","87/21298",0.411175147375128,0.649373163785547,0.638776635486588,"Ntrk2",1
"GO:0042641","GO:0042641","actomyosin","1/129","89/21298",0.41831570705704,0.650169028938295,0.639559513641899,"Tpm4",1
"GO:0048786","GO:0048786","presynaptic active zone","1/129","90/21298",0.421853699125956,0.650169028938295,0.639559513641899,"Ntrk2",1
"GO:0034705","GO:0034705","potassium channel complex","1/129","91/21298",0.425370337791212,0.650169028938295,0.639559513641899,"Kcnj3",1
"GO:0000792","GO:0000792","heterochromatin","1/129","92/21298",0.428865750929559,0.650169028938295,0.639559513641899,"Satb1",1
"GO:0097223","GO:0097223","sperm part","2/129","242/21298",0.432024138559375,0.650169028938295,0.639559513641899,"Dnajb1/Spef2",2
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/129","93/21298",0.432340065657942,0.650169028938295,0.639559513641899,"Ntrk2",1
"GO:0000790","GO:0000790","nuclear chromatin","3/129","397/21298",0.432790988071659,0.650169028938295,0.639559513641899,"Arid2/Trps1/Satb1",3
"GO:0043235","GO:0043235","receptor complex","3/129","398/21298",0.434392407980607,0.650169028938295,0.639559513641899,"Prlr/Lrp5/Ntrk2",3
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","2/129","247/21298",0.44231926272353,0.657734488075898,0.647001518953078,"Cacna1e/Kcnj3",2
"GO:0098982","GO:0098982","GABA-ergic synapse","1/129","100/21298",0.456080033598636,0.670593271340426,0.659650471463348,"Magi2",1
"GO:0045177","GO:0045177","apical part of cell","3/129","415/21298",0.461354347668088,0.670593271340426,0.659650471463348,"Bst2/Cdh23/Atp1b1",3
"GO:0030117","GO:0030117","membrane coat","1/129","102/21298",0.462680073675927,0.670593271340426,0.659650471463348,"Lrrn3",1
"GO:0048475","GO:0048475","coated membrane","1/129","102/21298",0.462680073675927,0.670593271340426,0.659650471463348,"Lrrn3",1
"GO:0005759","GO:0005759","mitochondrial matrix","2/129","261/21298",0.470592425619259,0.677771480923335,0.666711546392064,"Suclg2/Tfam",2
"GO:0005604","GO:0005604","basement membrane","1/129","106/21298",0.47564268457514,0.680763592298169,0.669654832230789,"Runx1",1
"GO:0005913","GO:0005913","cell-cell adherens junction","1/129","107/21298",0.478834553850801,0.681075234980332,0.669961389500304,"Cdh26",1
"GO:0030672","GO:0030672","synaptic vesicle membrane","1/129","110/21298",0.488294944107145,0.686009461352983,0.674815098733801,"Rab2a",1
"GO:0099501","GO:0099501","exocytic vesicle membrane","1/129","110/21298",0.488294944107145,0.686009461352983,0.674815098733801,"Rab2a",1
"GO:0005912","GO:0005912","adherens junction","2/129","284/21298",0.515144870225137,0.714946004676455,0.70327945300281,"Cdh26/Phldb2",2
"GO:0036126","GO:0036126","sperm flagellum","1/129","119/21298",0.515665718654841,0.714946004676455,0.70327945300281,"Spef2",1
"GO:0034708","GO:0034708","methyltransferase complex","1/129","120/21298",0.518615769284877,0.714946004676455,0.70327945300281,"Snrpd3",1
"GO:0005923","GO:0005923","bicellular tight junction","1/129","121/21298",0.521547989785502,0.714946004676455,0.70327945300281,"Magi2",1
"GO:0030659","GO:0030659","cytoplasmic vesicle membrane","2/129","289/21298",0.524501872426395,0.714946004676455,0.70327945300281,"C2cd5/Rab2a",2
"GO:0097729","GO:0097729","9+2 motile cilium","1/129","126/21298",0.535945360657958,0.722751346318727,0.710957426394886,"Spef2",1
"GO:0034702","GO:0034702","ion channel complex","2/129","296/21298",0.53739860395011,0.722751346318727,0.710957426394886,"Cacna1e/Kcnj3",2
"GO:0070160","GO:0070160","tight junction","1/129","128/21298",0.54158319197197,0.722751346318727,0.710957426394886,"Magi2",1
"GO:0070161","GO:0070161","anchoring junction","2/129","299/21298",0.542852539593105,0.722751346318727,0.710957426394886,"Cdh26/Phldb2",2
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","3/129","482/21298",0.561574166795929,0.726413979215007,0.714560292126001,"Dad1/Atl2/Rab2a",3
"GO:0019898","GO:0019898","extrinsic component of membrane","2/129","312/21298",0.565972512014026,0.726413979215007,0.714560292126001,"Cdh26/Magi2",2
"GO:0031674","GO:0031674","I band","1/129","137/21298",0.566123958796961,0.726413979215007,0.714560292126001,"Ankrd2",1
"GO:0030133","GO:0030133","transport vesicle","2/129","313/21298",0.567716156677692,0.726413979215007,0.714560292126001,"Rab2a/Sspn",2
"GO:0016324","GO:0016324","apical plasma membrane","2/129","314/21298",0.569454803688005,0.726413979215007,0.714560292126001,"Bst2/Atp1b1",2
"GO:0012506","GO:0012506","vesicle membrane","2/129","315/21298",0.571188449170208,0.726413979215007,0.714560292126001,"C2cd5/Rab2a",2
"GO:0030658","GO:0030658","transport vesicle membrane","1/129","140/21298",0.574010937071752,0.726413979215007,0.714560292126001,"Rab2a",1
"GO:0043296","GO:0043296","apical junction complex","1/129","141/21298",0.576608185824835,0.726413979215007,0.714560292126001,"Magi2",1
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","3/129","495/21298",0.579704213972692,0.726413979215007,0.714560292126001,"Dad1/Atl2/Rab2a",3
"GO:0097730","GO:0097730","non-motile cilium","1/129","144/21298",0.584306028593147,0.726413979215007,0.714560292126001,"Cdh23",1
"GO:0001726","GO:0001726","ruffle","1/129","145/21298",0.586840987575442,0.726413979215007,0.714560292126001,"C2cd5",1
"GO:0005777","GO:0005777","peroxisome","1/129","145/21298",0.586840987575442,0.726413979215007,0.714560292126001,"Xdh",1
"GO:0042579","GO:0042579","microbody","1/129","145/21298",0.586840987575442,0.726413979215007,0.714560292126001,"Xdh",1
"GO:0005925","GO:0005925","focal adhesion","1/129","148/21298",0.594354195855454,0.731758660488704,0.719817758421433,"Phldb2",1
"GO:0031256","GO:0031256","leading edge membrane","1/129","151/21298",0.601731818027502,0.736880140793037,0.724855665960515,"C2cd5",1
"GO:0005924","GO:0005924","cell-substrate adherens junction","1/129","154/21298",0.608976282155022,0.741784939433511,0.729680427666152,"Phldb2",1
"GO:0044450","GO:0044450","microtubule organizing center part","1/129","157/21298",0.616089973156198,0.746479385464389,0.734298269314545,"Efcab11",1
"GO:0030055","GO:0030055","cell-substrate junction","1/129","161/21298",0.625375512440143,0.753742064993646,0.74144243580161,"Phldb2",1
"GO:0030027","GO:0030027","lamellipodium","1/129","165/21298",0.634438163739028,0.759361167659134,0.746969845456468,"Actr2",1
"GO:0045111","GO:0045111","intermediate filament cytoskeleton","1/129","166/21298",0.63666962528626,0.759361167659134,0.746969845456468,"Phldb2",1
"GO:0045121","GO:0045121","membrane raft","2/129","360/21298",0.644003326799331,0.761963497162867,0.749529709918886,"Atp1b3/Atp1b1",2
"GO:0098857","GO:0098857","membrane microdomain","2/129","361/21298",0.64550619410304,0.761963497162867,0.749529709918886,"Atp1b3/Atp1b1",2
