#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-log2fc-1_dn.bed
NR12393--MA0740.1.KLF14	chr11	104631542	104631555	-	0.000	0.000	Merged-chr11-104631492-24
NR53223--MA0493.1.Klf1	chr5	134393838	134393848	-	0.000	0.000	Merged-chr5-134393835-14
NR12250--MA0740.1.KLF14	chr11	101984795	101984808	-	0.000	0.000	Merged-chr11-101984579-31
NR48413--MA0657.1.KLF13	chr4	141862226	141862243	+	0.000	0.000	Merged-chr4-141862091-43
NR34005--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR57180--MA0599.1.KLF5	chr6	119199111	119199120	+	0.000	0.000	Merged-chr6-119199024-52
NR42745--MA0740.1.KLF14	chr3	115692526	115692539	+	0.000	0.000	Merged-chr3-115692552-34
NR1057--MA1107.1.KLF9	chr1	66932105	66932117	+	0.000	0.000	Merged-chr1-66932043-30
NR27016--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR27015--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR51961--MA0493.1.Klf1	chr5	112239776	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR28488--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR22459--MA0741.1.KLF16	chr15	25884683	25884693	-	0.000	0.000	Merged-chr15-25884835-36
NR55559--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR25544--MA1107.1.KLF9	chr16	20622573	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR33648--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR70843--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR29199--MA0742.1.Klf12	chr17	47221305	47221319	+	0.000	0.000	Merged-chr17-47221287-27
NR33642--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR70815--MA1107.1.KLF9	chr9	110229699	110229711	-	0.000	0.000	Merged-chr9-110229688-19
NR61787--MA0742.1.Klf12	chr7	101634554	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR57077--MA0742.1.Klf12	chr6	115972936	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR66894--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR40724--MA1107.1.KLF9	chr3	32438011	32438023	-	0.000	0.000	Merged-chr3-32438051-51
NR58382--MA0599.1.KLF5	chr6	142571414	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR42799--MA0742.1.Klf12	chr3	116487881	116487895	+	0.000	0.000	Merged-chr3-116487886-17
NR9203--MA1107.1.KLF9	chr11	4823897	4823909	+	0.000	0.000	Merged-chr11-4823993-46
NR47686--MA1107.1.KLF9	chr4	132749052	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR61790--MA0493.1.Klf1	chr7	101634655	101634665	+	0.000	0.000	Merged-chr7-101634721-37
NR39155--MA1107.1.KLF9	chr2	156878024	156878036	+	0.000	0.000	Merged-chr2-156878033-50
NR9315--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR35275--MA0741.1.KLF16	chr2	25170653	25170663	-	0.000	0.000	Merged-chr2-25170502-21
NR65467--MA0740.1.KLF14	chr8	71665701	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR47924--MA0740.1.KLF14	chr4	135168038	135168051	+	0.000	0.000	Merged-chr4-135168211-13
NR38195--MA1107.1.KLF9	chr2	128470342	128470354	-	0.000	0.000	Merged-chr2-128470524-44
NR28833--MA0599.1.KLF5	chr17	35706103	35706112	-	0.000	0.000	Merged-chr17-35706172-14
NR47491--MA0740.1.KLF14	chr4	129696177	129696190	+	0.000	0.000	Merged-chr4-129696167-1
NR67305--MA0599.1.KLF5	chr8	123411506	123411515	-	0.000	0.000	Merged-chr8-123411565-31
NR28945--MA0599.1.KLF5	chr17	37046869	37046878	+	0.000	0.000	Merged-chr17-37046853-1
NR8696--MA0493.1.Klf1	chr10	122976231	122976241	+	0.000	0.000	Merged-chr10-122976254-31
NR22088--MA0599.1.KLF5	chr14	121422825	121422834	+	0.000	0.000	Merged-chr14-121422910-45
NR11881--MA0599.1.KLF5	chr11	97133497	97133506	+	0.000	0.000	Merged-chr11-97133494-13
NR13021--MA1107.1.KLF9	chr11	117299871	117299883	-	0.000	0.000	Merged-chr11-117299965-22
NR61149--MA0657.1.KLF13	chr7	80123325	80123342	+	0.000	0.000	Merged-chr7-80123359-34
NR40818--MA0039.3.KLF4	chr3	37281183	37281193	+	0.000	0.000	Merged-chr3-37281103-32
NR57870--MA0599.1.KLF5	chr6	131360950	131360959	+	0.000	0.000	Merged-chr6-131360914-18
NR30600--MA1107.1.KLF9	chr17	86958068	86958080	+	0.000	0.000	Merged-chr17-86958132-38
NR22133--MA0741.1.KLF16	chr14	122187050	122187060	+	0.000	0.000	Merged-chr14-122187060-26
NR50446--MA1107.1.KLF9	chr5	54111079	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR38201--MA0599.1.KLF5	chr2	128470719	128470728	-	0.000	0.000	Merged-chr2-128470524-44
NR47710--MA0599.1.KLF5	chr4	132808293	132808302	-	0.000	0.000	Merged-chr4-132808337-17
NR3013--MA0039.3.KLF4	chr1	151582158	151582168	-	0.000	0.000	Merged-chr1-151582085-10
NR57193--MA1107.1.KLF9	chr6	119199104	119199116	+	0.000	0.000	Merged-chr6-119199024-52
NR16266--MA0741.1.KLF16	chr13	19139322	19139332	+	0.000	0.000	Merged-chr13-19139213-36
NR67341--MA0599.1.KLF5	chr8	124085801	124085810	+	0.000	0.000	Merged-chr8-124085760-17
NR63854--MA0493.1.Klf1	chr7	143724047	143724057	-	0.000	0.000	Merged-chr7-143724096-15
NR65487--MA1107.1.KLF9	chr8	71665749	71665761	-	0.000	0.000	Merged-chr8-71665590-47
NR40859--MA1107.1.KLF9	chr3	38497310	38497322	+	0.000	0.000	Merged-chr3-38497155-35
NR48800--MA0599.1.KLF5	chr4	150894669	150894678	+	0.000	0.000	Merged-chr4-150894695-19
NR17344--MA0741.1.KLF16	chr13	63189566	63189576	-	0.000	0.000	Merged-chr13-63189715-33
NR61151--MA0599.1.KLF5	chr7	80123327	80123336	+	0.000	0.000	Merged-chr7-80123359-34
NR15530--MA0742.1.Klf12	chr12	107961261	107961275	+	0.000	0.000	Merged-chr12-107961222-28
NR46274--MA0039.3.KLF4	chr4	89460562	89460572	+	0.000	0.000	Merged-chr4-89460645-6
NR69028--MA0493.1.Klf1	chr9	60998295	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR58418--MA0742.1.Klf12	chr6	142862374	142862388	-	0.000	0.000	Merged-chr6-142862347-56
NR57178--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR42801--MA0039.3.KLF4	chr3	116487883	116487893	+	0.000	0.000	Merged-chr3-116487886-17
NR8397--MA0599.1.KLF5	chr10	117861085	117861094	-	0.000	0.000	Merged-chr10-117861044-50
NR749--MA0741.1.KLF16	chr1	52578382	52578392	+	0.000	0.000	Merged-chr1-52578518-39
NR51721--MA0741.1.KLF16	chr5	105616215	105616225	-	0.000	0.000	Merged-chr5-105616345-34
NR13017--MA1107.1.KLF9	chr11	117299863	117299875	-	0.000	0.000	Merged-chr11-117299965-22
NR41038--MA0741.1.KLF16	chr3	52732160	52732170	+	0.000	0.000	Merged-chr3-52732187-17
NR62790--MA0039.3.KLF4	chr7	127181052	127181062	+	0.000	0.000	Merged-chr7-127180997-43
NR57632--MA1107.1.KLF9	chr6	127575255	127575267	+	0.000	0.000	Merged-chr6-127575169-36
NR71275--MA0493.1.Klf1	chr9	118737381	118737391	-	0.000	0.000	Merged-chr9-118737460-19
NR68068--MA0493.1.Klf1	chr9	25186658	25186668	+	0.000	0.000	Merged-chr9-25186654-66
NR57185--MA0493.1.Klf1	chr6	119199104	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR24831--MA1107.1.KLF9	chr15	101147300	101147312	+	0.000	0.000	Merged-chr15-101147362-18
NR65468--MA0657.1.KLF13	chr8	71665698	71665715	-	0.000	0.000	Merged-chr8-71665590-47
NR50683--MA0039.3.KLF4	chr5	64864852	64864862	+	0.000	0.000	Merged-chr5-64864889-25
NR47925--MA0657.1.KLF13	chr4	135168037	135168054	+	0.000	0.000	Merged-chr4-135168211-13
NR66923--MA0599.1.KLF5	chr8	117481972	117481981	-	0.000	0.000	Merged-chr8-117482001-12
NR13331--MA0741.1.KLF16	chr11	121848129	121848139	-	0.000	0.000	Merged-chr11-121848040-41
NR28412--MA0742.1.Klf12	chr17	29304612	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR13730--MA0599.1.KLF5	chr12	25155530	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR8466--MA0741.1.KLF16	chr10	118884343	118884353	-	0.000	0.000	Merged-chr10-118884259-20
NR31171--MA1107.1.KLF9	chr18	34119162	34119174	+	0.000	0.000	Merged-chr18-34119023-1
NR63523--MA0493.1.Klf1	chr7	139169314	139169324	+	0.000	0.000	Merged-chr7-139169350-23
NR2828--MA0039.3.KLF4	chr1	143319643	143319653	+	0.000	0.000	Merged-chr1-143319719-34
NR47494--MA0039.3.KLF4	chr4	129696179	129696189	+	0.000	0.000	Merged-chr4-129696167-1
NR23116--MA0742.1.Klf12	chr15	60120104	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR13053--MA1107.1.KLF9	chr11	117611237	117611249	+	0.000	0.000	Merged-chr11-117611199-52
NR30447--MA0741.1.KLF16	chr17	83854454	83854464	+	0.000	0.000	Merged-chr17-83854411-35
NR18286--MA0741.1.KLF16	chr13	101344180	101344190	+	0.000	0.000	Merged-chr13-101344260-14
NR19575--MA0493.1.Klf1	chr14	25421975	25421985	+	0.000	0.000	Merged-chr14-25421957-44
NR35626--MA0599.1.KLF5	chr2	30942791	30942800	+	0.000	0.000	Merged-chr2-30942807-40
NR61249--MA1107.1.KLF9	chr7	81320015	81320027	+	0.000	0.000	Merged-chr7-81320014-23
NR63573--MA0599.1.KLF5	chr7	139992591	139992600	-	0.000	0.000	Merged-chr7-139992565-26
NR62262--MA0657.1.KLF13	chr7	116149697	116149714	-	0.000	0.000	Merged-chr7-116149850-12
NR72181--MA1107.1.KLF9	chrX	73880896	73880908	+	0.000	0.000	Merged-chrX-73880699-35
NR57637--MA1107.1.KLF9	chr6	127575265	127575277	+	0.000	0.000	Merged-chr6-127575169-36
NR14546--MA0740.1.KLF14	chr12	73657013	73657026	+	0.000	0.000	Merged-chr12-73656860-57
NR30556--MA0741.1.KLF16	chr17	86040529	86040539	-	0.000	0.000	Merged-chr17-86040436-1
NR33419--MA0493.1.Klf1	chr19	17257001	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR5105--MA0493.1.Klf1	chr10	7473716	7473726	-	0.000	0.000	Merged-chr10-7473929-104
NR35047--MA0039.3.KLF4	chr2	18524632	18524642	-	0.000	0.000	Merged-chr2-18524516-29
NR52739--MA0493.1.Klf1	chr5	125052282	125052292	+	0.000	0.000	Merged-chr5-125052528-23
NR43274--MA1107.1.KLF9	chr3	131057379	131057391	-	0.000	0.000	Merged-chr3-131057396-52
NR66713--MA0599.1.KLF5	chr8	111769478	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR13139--MA0493.1.Klf1	chr11	119056796	119056806	+	0.000	0.000	Merged-chr11-119056911-9
NR19574--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR33217--MA1107.1.KLF9	chr19	8592091	8592103	-	0.000	0.000	Merged-chr19-8592238-38
NR20701--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR57082--MA0741.1.KLF16	chr6	115972919	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR8697--MA0741.1.KLF16	chr10	122976232	122976242	+	0.000	0.000	Merged-chr10-122976254-31
NR20315--MA0741.1.KLF16	chr14	54146703	54146713	+	0.000	0.000	Merged-chr14-54146707-32
NR28363--MA0741.1.KLF16	chr17	28516348	28516358	+	0.000	0.000	Merged-chr17-28516201-30
NR28837--MA0039.3.KLF4	chr17	35742089	35742099	+	0.000	0.000	Merged-chr17-35741988-36
NR50441--MA0740.1.KLF14	chr5	54111079	54111092	+	0.000	0.000	Merged-chr5-54110931-21
NR49255--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR859--MA0742.1.Klf12	chr1	58953882	58953896	+	0.000	0.000	Merged-chr1-58953999-17
NR57191--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR30525--MA1107.1.KLF9	chr17	85255739	85255751	-	0.000	0.000	Merged-chr17-85255784-17
NR35270--MA0740.1.KLF14	chr2	25170651	25170664	-	0.000	0.000	Merged-chr2-25170502-21
NR27014--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR60880--MA1107.1.KLF9	chr7	66228681	66228693	+	0.000	0.000	Merged-chr7-66228697-16
NR3086--MA1107.1.KLF9	chr1	153427076	153427088	-	0.000	0.000	Merged-chr1-153426995-33
NR43490--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR13052--MA0741.1.KLF16	chr11	117611238	117611248	+	0.000	0.000	Merged-chr11-117611199-52
NR52010--MA0599.1.KLF5	chr5	112377672	112377681	-	0.000	0.000	Merged-chr5-112377578-21
NR62264--MA0741.1.KLF16	chr7	116149702	116149712	-	0.000	0.000	Merged-chr7-116149850-12
NR36752--MA0599.1.KLF5	chr2	75563648	75563657	+	0.000	0.000	Merged-chr2-75563664-35
NR6683--MA0493.1.Klf1	chr10	75429847	75429857	+	0.000	0.000	Merged-chr10-75429705-8
NR52695--MA0599.1.KLF5	chr5	124497062	124497071	+	0.000	0.000	Merged-chr5-124497096-41
NR10708--MA0740.1.KLF14	chr11	68545935	68545948	-	0.000	0.000	Merged-chr11-68546136-23
NR29198--MA0740.1.KLF14	chr17	47221305	47221318	+	0.000	0.000	Merged-chr17-47221287-27
NR28413--MA0493.1.Klf1	chr17	29304616	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR39340--MA1107.1.KLF9	chr2	160657995	160658007	-	0.000	0.000	Merged-chr2-160657923-30
NR66709--MA0599.1.KLF5	chr8	111769458	111769467	+	0.000	0.000	Merged-chr8-111769335-16
NR11545--MA0039.3.KLF4	chr11	87725013	87725023	+	0.000	0.000	Merged-chr11-87724985-4
NR96--MA1107.1.KLF9	chr1	13301832	13301844	+	0.000	0.000	Merged-chr1-13301807-39
NR38689--MA1107.1.KLF9	chr2	144188430	144188442	-	0.000	0.000	Merged-chr2-144188289-22
NR91--MA0039.3.KLF4	chr1	13294918	13294928	+	0.000	0.000	Merged-chr1-13295038-43
NR34004--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR26107--MA0039.3.KLF4	chr16	44362193	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR48603--MA1107.1.KLF9	chr4	147122482	147122494	+	0.000	0.000	Merged-chr4-147122485-32
NR30302--MA0493.1.Klf1	chr17	80169132	80169142	+	0.000	0.000	Merged-chr17-80169005-20
NR40686--MA0493.1.Klf1	chr3	30864253	30864263	-	0.000	0.000	Merged-chr3-30864104-31
NR59984--MA0599.1.KLF5	chr7	31028759	31028768	+	0.000	0.000	Merged-chr7-31028766-21
NR3665--MA0599.1.KLF5	chr1	165730350	165730359	+	0.000	0.000	Merged-chr1-165730262-25
NR62386--MA0741.1.KLF16	chr7	118499323	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR66708--MA1107.1.KLF9	chr8	111769397	111769409	-	0.000	0.000	Merged-chr8-111769335-16
NR23425--MA0493.1.Klf1	chr15	74935469	74935479	+	0.000	0.000	Merged-chr15-74935411-23
NR20798--MA0741.1.KLF16	chr14	67886975	67886985	+	0.000	0.000	Merged-chr14-67887091-21
NR26837--MA0741.1.KLF16	chr16	87405133	87405143	-	0.000	0.000	Merged-chr16-87405198-12
NR24662--MA1107.1.KLF9	chr15	98927703	98927715	+	0.000	0.000	Merged-chr15-98927787-24
NR28360--MA0599.1.KLF5	chr17	28516341	28516350	+	0.000	0.000	Merged-chr17-28516201-30
NR21058--MA0599.1.KLF5	chr14	75069549	75069558	-	0.000	0.000	Merged-chr14-75069632-2
NR2548--MA0493.1.Klf1	chr1	134083375	134083385	-	0.000	0.000	Merged-chr1-134083206-23
NR28323--MA0740.1.KLF14	chr17	28341319	28341332	+	0.000	0.000	Merged-chr17-28341153-22
NR56513--MA0742.1.Klf12	chr6	95614912	95614926	+	0.000	0.000	Merged-chr6-95614846-71
NR59756--MA0599.1.KLF5	chr7	28800272	28800281	-	0.000	0.000	Merged-chr7-28800197-32
NR23648--MA0039.3.KLF4	chr15	77969953	77969963	+	0.000	0.000	Merged-chr15-77969939-12
NR70240--MA0493.1.Klf1	chr9	96299798	96299808	-	0.000	0.000	Merged-chr9-96299738-12
NR41074--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR22228--MA0493.1.Klf1	chr15	3174252	3174262	-	0.000	0.000	Merged-chr15-3174330-41
NR32039--MA0493.1.Klf1	chr18	67443967	67443977	-	0.000	0.000	Merged-chr18-67443843-22
NR47700--MA0657.1.KLF13	chr4	132796427	132796444	+	0.000	0.000	Merged-chr4-132796395-33
NR48971--MA0493.1.Klf1	chr4	154105757	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR30557--MA1107.1.KLF9	chr17	86040528	86040540	-	0.000	0.000	Merged-chr17-86040436-1
NR26091--MA0599.1.KLF5	chr16	44337718	44337727	-	0.000	0.000	Merged-chr16-44337753-20
NR4787--MA0740.1.KLF14	chr1	191097826	191097839	+	0.000	0.000	Merged-chr1-191097986-4
NR41725--MA0742.1.Klf12	chr3	89378392	89378406	-	0.000	0.000	Merged-chr3-89378543-26
NR12140--MA0599.1.KLF5	chr11	100411934	100411943	+	0.000	0.000	Merged-chr11-100411934-13
NR15136--MA0493.1.Klf1	chr12	94083667	94083677	+	0.000	0.000	Merged-chr12-94083592-14
NR71949--MA0742.1.Klf12	chrX	48234630	48234644	+	0.000	0.000	Merged-chrX-48234508-35
NR44266--MA0039.3.KLF4	chr3	154628306	154628316	+	0.000	0.000	Merged-chr3-154628476-23
NR28920--MA0599.1.KLF5	chr17	36167760	36167769	+	0.000	0.000	Merged-chr17-36167828-41
NR12252--MA0599.1.KLF5	chr11	101984798	101984807	-	0.000	0.000	Merged-chr11-101984579-31
NR1498--MA1107.1.KLF9	chr1	85720770	85720782	+	0.000	0.000	Merged-chr1-85720773-26
NR62054--MA0493.1.Klf1	chr7	110203788	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR9993--MA1107.1.KLF9	chr11	49100587	49100599	-	0.000	0.000	Merged-chr11-49100506-9
NR24658--MA1107.1.KLF9	chr15	98927695	98927707	+	0.000	0.000	Merged-chr15-98927787-24
NR10707--MA1107.1.KLF9	chr11	68499100	68499112	-	0.000	0.000	Merged-chr11-68499042-49
NR34453--MA0741.1.KLF16	chr19	56722052	56722062	-	0.000	0.000	Merged-chr19-56721958-31
NR53244--MA0599.1.KLF5	chr5	134489812	134489821	+	0.000	0.000	Merged-chr5-134489767-10
NR62753--MA0599.1.KLF5	chr7	126584892	126584901	-	0.000	0.000	Merged-chr7-126584739-30
NR35452--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR65049--MA0742.1.Klf12	chr8	61517663	61517677	-	0.000	0.000	Merged-chr8-61517791-23
NR20799--MA0742.1.Klf12	chr14	67912073	67912087	+	0.000	0.000	Merged-chr14-67911920-26
NR51037--MA0493.1.Klf1	chr5	77092712	77092722	+	0.000	0.000	Merged-chr5-77092743-13
NR39336--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR16938--MA0740.1.KLF14	chr13	51776416	51776429	+	0.000	0.000	Merged-chr13-51776600-43
NR28411--MA0740.1.KLF14	chr17	29304613	29304626	-	0.000	0.000	Merged-chr17-29304449-24
NR66892--MA1107.1.KLF9	chr8	117052559	117052571	-	0.000	0.000	Merged-chr8-117052612-3
NR26838--MA1107.1.KLF9	chr16	87405132	87405144	-	0.000	0.000	Merged-chr16-87405198-12
NR53183--MA0741.1.KLF16	chr5	134244276	134244286	+	0.000	0.000	Merged-chr5-134244216-41
NR11875--MA0742.1.Klf12	chr11	97104261	97104275	+	0.000	0.000	Merged-chr11-97104187-33
NR47684--MA1107.1.KLF9	chr4	132749036	132749048	-	0.000	0.000	Merged-chr4-132748989-25
NR67037--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR46921--MA1107.1.KLF9	chr4	116168778	116168790	+	0.000	0.000	Merged-chr4-116168946-31
NR25691--MA0599.1.KLF5	chr16	29978022	29978031	-	0.000	0.000	Merged-chr16-29977874-22
NR62041--MA0740.1.KLF14	chr7	110202890	110202903	+	0.000	0.000	Merged-chr7-110202943-8
NR42800--MA0599.1.KLF5	chr3	116487882	116487891	+	0.000	0.000	Merged-chr3-116487886-17
NR59103--MA0599.1.KLF5	chr7	16845568	16845577	+	0.000	0.000	Merged-chr7-16845538-47
NR38206--MA0741.1.KLF16	chr2	128470707	128470717	-	0.000	0.000	Merged-chr2-128470524-44
NR28324--MA0657.1.KLF13	chr17	28341318	28341335	+	0.000	0.000	Merged-chr17-28341153-22
NR62050--MA0657.1.KLF13	chr7	110203782	110203799	-	0.000	0.000	Merged-chr7-110203728-41
NR63833--MA1107.1.KLF9	chr7	143501134	143501146	+	0.000	0.000	Merged-chr7-143501142-12
NR20310--MA0740.1.KLF14	chr14	54146702	54146715	+	0.000	0.000	Merged-chr14-54146707-32
NR29571--MA0493.1.Klf1	chr17	56913627	56913637	-	0.000	0.000	Merged-chr17-56913567-28
NR15816--MA0039.3.KLF4	chr12	112673273	112673283	+	0.000	0.000	Merged-chr12-112673444-1
NR28127--MA1107.1.KLF9	chr17	25584055	25584067	-	0.000	0.000	Merged-chr17-25583989-33
NR50682--MA0599.1.KLF5	chr5	64864851	64864860	+	0.000	0.000	Merged-chr5-64864889-25
NR4786--MA1107.1.KLF9	chr1	191097789	191097801	+	0.000	0.000	Merged-chr1-191097986-4
NR1503--MA1107.1.KLF9	chr1	85720780	85720792	+	0.000	0.000	Merged-chr1-85720773-26
NR1056--MA0493.1.Klf1	chr1	66932105	66932115	+	0.000	0.000	Merged-chr1-66932043-30
NR11879--MA0741.1.KLF16	chr11	97104262	97104272	+	0.000	0.000	Merged-chr11-97104187-33
NR13244--MA0599.1.KLF5	chr11	120729619	120729628	-	0.000	0.000	Merged-chr11-120729772-16
NR42592--MA0741.1.KLF16	chr3	108381989	108381999	-	0.000	0.000	Merged-chr3-108382142-14
NR65463--MA0741.1.KLF16	chr8	71665600	71665610	-	0.000	0.000	Merged-chr8-71665590-47
NR18549--MA1107.1.KLF9	chr13	108170122	108170134	+	0.000	0.000	Merged-chr13-108170237-20
NR13010--MA1107.1.KLF9	chr11	117299849	117299861	-	0.000	0.000	Merged-chr11-117299965-22
NR23135--MA0493.1.Klf1	chr15	61408819	61408829	+	0.000	0.000	Merged-chr15-61408601-39
NR4254--MA0741.1.KLF16	chr1	180642104	180642114	+	0.000	0.000	Merged-chr1-180642282-2
NR66888--MA1107.1.KLF9	chr8	117052551	117052563	-	0.000	0.000	Merged-chr8-117052612-3
NR47493--MA0599.1.KLF5	chr4	129696178	129696187	+	0.000	0.000	Merged-chr4-129696167-1
