#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR24831--MA1107.1.KLF9	chr16	7550777	7550789	-	0.000	0.000	Merged-chr16-7550847-1
NR68994--MA1107.1.KLF9	chr9	117553317	117553329	+	0.000	0.000	Merged-chr9-117553194-1
NR64286--MA0493.1.Klf1	chr8	104439604	104439614	-	0.000	0.000	Merged-chr8-104439585-1
NR56202--MA1107.1.KLF9	chr6	127942028	127942040	+	0.000	0.000	Merged-chr6-127942038-1
NR724--MA0742.1.Klf12	chr1	53946053	53946067	-	0.000	0.000	Merged-chr1-53945969-15
NR50594--MA1107.1.KLF9	chr5	105599110	105599122	-	0.000	0.000	Merged-chr5-105598952-15
NR60136--MA0039.3.KLF4	chr7	98995321	98995331	-	0.000	0.000	Merged-chr7-98995432-21
NR38330--MA1107.1.KLF9	chr2	147832605	147832617	+	0.000	0.000	Merged-chr2-147832545-2
NR25741--MA0741.1.KLF16	chr16	55815574	55815584	+	0.000	0.000	Merged-chr16-55815632-3
NR26796--MA1107.1.KLF9	chr16	97002491	97002503	+	0.000	0.000	Merged-chr16-97002537-1
NR52249--MA0742.1.Klf12	chr5	136449968	136449982	-	0.000	0.000	Merged-chr5-136449962-15
NR55457--MA1107.1.KLF9	chr6	112862173	112862185	+	0.000	0.000	Merged-chr6-112862022-40
NR20588--MA0741.1.KLF16	chr14	64628299	64628309	+	0.000	0.000	Merged-chr14-64628307-21
NR14478--MA0742.1.Klf12	chr12	76085168	76085182	-	0.000	0.000	Merged-chr12-76085234-6
NR25371--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR42292--MA0493.1.Klf1	chr3	115933838	115933848	+	0.000	0.000	Merged-chr3-115933714-29
NR24823--MA0493.1.Klf1	chr16	7453488	7453498	+	0.000	0.000	Merged-chr16-7453487-1
NR46384--MA0740.1.KLF14	chr4	119947765	119947778	-	0.000	0.000	Merged-chr4-119947761-47
NR9137--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR7978--MA1107.1.KLF9	chr10	111562799	111562811	+	0.000	0.000	Merged-chr10-111562842-26
NR42090--MA1107.1.KLF9	chr3	107577980	107577992	+	0.000	0.000	Merged-chr3-107578034-11
NR39784--MA0599.1.KLF5	chr2	178239788	178239797	-	0.000	0.000	Merged-chr2-178239621-1
NR24836--MA1107.1.KLF9	chr16	7550787	7550799	-	0.000	0.000	Merged-chr16-7550847-1
NR56207--MA1107.1.KLF9	chr6	127942094	127942106	+	0.000	0.000	Merged-chr6-127942038-1
NR32267--MA0599.1.KLF5	chr18	84859617	84859626	+	0.000	0.000	Merged-chr18-84859622-32
NR67588--MA0599.1.KLF5	chr9	84972158	84972167	-	0.000	0.000	Merged-chr9-84971931-23
NR13310--MA0741.1.KLF16	chr12	3237179	3237189	+	0.000	0.000	Merged-chr12-3237056-2
NR20467--MA0742.1.Klf12	chr14	61427372	61427386	+	0.000	0.000	Merged-chr14-61427434-25
NR11112--MA0599.1.KLF5	chr11	81771317	81771326	+	0.000	0.000	Merged-chr11-81771187-1
NR9183--MA0599.1.KLF5	chr11	8689601	8689610	+	0.000	0.000	Merged-chr11-8689437-9
NR220--MA1107.1.KLF9	chr1	25764999	25765011	-	0.000	0.000	Merged-chr1-25764961-1
NR32597--MA0741.1.KLF16	chr19	4943109	4943119	+	0.000	0.000	Merged-chr19-4942974-44
NR52462--MA0599.1.KLF5	chr5	139377611	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR32051--MA1107.1.KLF9	chr18	81352851	81352863	+	0.000	0.000	Merged-chr18-81352759-5
NR6842--MA0740.1.KLF14	chr10	80668811	80668824	+	0.000	0.000	Merged-chr10-80668783-8
NR26801--MA1107.1.KLF9	chr16	97002515	97002527	+	0.000	0.000	Merged-chr16-97002537-1
NR13049--MA1107.1.KLF9	chr11	118035286	118035298	-	0.000	0.000	Merged-chr11-118035350-21
NR16430--MA0039.3.KLF4	chr13	24547271	24547281	-	0.000	0.000	Merged-chr13-24547194-39
NR22125--MA0599.1.KLF5	chr15	25865811	25865820	-	0.000	0.000	Merged-chr15-25865817-16
NR37269--MA0599.1.KLF5	chr2	118658634	118658643	-	0.000	0.000	Merged-chr2-118658566-8
NR16687--MA0599.1.KLF5	chr13	38010777	38010786	-	0.000	0.000	Merged-chr13-38010701-23
NR57647--MA0493.1.Klf1	chr7	4777375	4777385	+	0.000	0.000	Merged-chr7-4777194-35
NR42762--MA1107.1.KLF9	chr3	130788189	130788201	-	0.000	0.000	Merged-chr3-130788036-10
NR62600--MA0599.1.KLF5	chr8	25578428	25578437	+	0.000	0.000	Merged-chr8-25578502-39
NR66190--MA0741.1.KLF16	chr9	44013977	44013987	+	0.000	0.000	Merged-chr9-44013875-7
NR36850--MA0493.1.Klf1	chr2	103664550	103664560	+	0.000	0.000	Merged-chr2-103664594-1
NR67953--MA0741.1.KLF16	chr9	96299773	96299783	-	0.000	0.000	Merged-chr9-96299738-12
NR58875--MA1107.1.KLF9	chr7	44572466	44572478	+	0.000	0.000	Merged-chr7-44572491-3
NR5007--MA0493.1.Klf1	chr10	10307608	10307618	-	0.000	0.000	Merged-chr10-10307543-35
NR8643--MA1107.1.KLF9	chr10	125333656	125333668	+	0.000	0.000	Merged-chr10-125333760-2
NR225--MA1107.1.KLF9	chr1	25765009	25765021	-	0.000	0.000	Merged-chr1-25764961-1
NR4588--MA0741.1.KLF16	chr1	191802748	191802758	-	0.000	0.000	Merged-chr1-191802759-25
NR52990--MA0741.1.KLF16	chr5	146912626	146912636	+	0.000	0.000	Merged-chr5-146912476-8
NR44253--MA0493.1.Klf1	chr4	21688681	21688691	+	0.000	0.000	Merged-chr4-21688730-23
NR38326--MA0039.3.KLF4	chr2	147832615	147832625	+	0.000	0.000	Merged-chr2-147832545-2
NR9667--MA0742.1.Klf12	chr11	49177127	49177141	+	0.000	0.000	Merged-chr11-49177180-1
NR42726--MA0039.3.KLF4	chr3	129588984	129588994	-	0.000	0.000	Merged-chr3-129588899-30
NR38344--MA0741.1.KLF16	chr2	147832655	147832665	-	0.000	0.000	Merged-chr2-147832545-2
NR67261--MA0493.1.Klf1	chr9	75429149	75429159	-	0.000	0.000	Merged-chr9-75429221-1
NR46120--MA0599.1.KLF5	chr4	111416002	111416011	+	0.000	0.000	Merged-chr4-111415827-1
NR45558--MA0493.1.Klf1	chr4	89460560	89460570	+	0.000	0.000	Merged-chr4-89460645-6
NR13870--MA0740.1.KLF14	chr12	33036351	33036364	+	0.000	0.000	Merged-chr12-33036196-25
NR32271--MA0741.1.KLF16	chr18	84859619	84859629	+	0.000	0.000	Merged-chr18-84859622-32
NR32065--MA1107.1.KLF9	chr18	81352879	81352891	+	0.000	0.000	Merged-chr18-81352759-5
NR17371--MA0741.1.KLF16	chr13	64049709	64049719	-	0.000	0.000	Merged-chr13-64049732-3
NR5903--MA0741.1.KLF16	chr10	60125885	60125895	-	0.000	0.000	Merged-chr10-60126055-19
NR41001--MA1107.1.KLF9	chr3	79129190	79129202	-	0.000	0.000	Merged-chr3-79129160-12
NR54095--MA1107.1.KLF9	chr6	49973799	49973811	-	0.000	0.000	Merged-chr6-49973713-27
NR37962--MA1107.1.KLF9	chr2	139628904	139628916	+	0.000	0.000	Merged-chr2-139628868-19
NR13729--MA0741.1.KLF16	chr12	26418536	26418546	+	0.000	0.000	Merged-chr12-26418553-8
NR68372--MA0741.1.KLF16	chr9	107340713	107340723	+	0.000	0.000	Merged-chr9-107340908-4
NR50631--MA1107.1.KLF9	chr5	106684953	106684965	+	0.000	0.000	Merged-chr5-106684923-4
NR7069--MA0740.1.KLF14	chr10	82961529	82961542	+	0.000	0.000	Merged-chr10-82961512-14
NR27924--MA0599.1.KLF5	chr17	29500859	29500868	-	0.000	0.000	Merged-chr17-29500871-30
NR20984--MA0740.1.KLF14	chr14	77848568	77848581	-	0.000	0.000	Merged-chr14-77848610-6
NR66726--MA0740.1.KLF14	chr9	62026863	62026876	-	0.000	0.000	Merged-chr9-62026837-17
NR20677--MA0742.1.Klf12	chr14	67951870	67951884	+	0.000	0.000	Merged-chr14-67951902-1
NR10193--MA0599.1.KLF5	chr11	61156002	61156011	+	0.000	0.000	Merged-chr11-61155897-9
NR20746--MA1107.1.KLF9	chr14	70395524	70395536	+	0.000	0.000	Merged-chr14-70395360-19
NR5943--MA0493.1.Klf1	chr10	61328268	61328278	+	0.000	0.000	Merged-chr10-61328115-9
NR39588--MA0599.1.KLF5	chr2	173058379	173058388	+	0.000	0.000	Merged-chr2-173058409-5
NR8250--MA0742.1.Klf12	chr10	117969951	117969965	-	0.000	0.000	Merged-chr10-117970017-9
NR12999--MA0493.1.Klf1	chr11	117792340	117792350	-	0.000	0.000	Merged-chr11-117792399-10
NR58889--MA1107.1.KLF9	chr7	44572494	44572506	+	0.000	0.000	Merged-chr7-44572491-3
NR22913--MA0493.1.Klf1	chr15	66786732	66786742	+	0.000	0.000	Merged-chr15-66786864-7
NR40611--MA0599.1.KLF5	chr3	54567519	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR17361--MA0599.1.KLF5	chr13	63639903	63639912	-	0.000	0.000	Merged-chr13-63639916-9
NR61159--MA0740.1.KLF14	chr7	125620283	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR8657--MA1107.1.KLF9	chr10	125333684	125333696	+	0.000	0.000	Merged-chr10-125333760-2
NR63300--MA0741.1.KLF16	chr8	70072893	70072903	-	0.000	0.000	Merged-chr8-70072773-24
NR66086--MA0741.1.KLF16	chr9	40469753	40469763	+	0.000	0.000	Merged-chr9-40469723-18
NR41006--MA1107.1.KLF9	chr3	79129200	79129212	-	0.000	0.000	Merged-chr3-79129160-12
NR27941--MA1107.1.KLF9	chr17	29638104	29638116	+	0.000	0.000	Merged-chr17-29638161-9
NR52252--MA0493.1.Klf1	chr5	136449972	136449982	-	0.000	0.000	Merged-chr5-136449962-15
NR61872--MA0741.1.KLF16	chr7	140264975	140264985	-	0.000	0.000	Merged-chr7-140265035-12
NR35179--MA0740.1.KLF14	chr2	30690445	30690458	+	0.000	0.000	Merged-chr2-30690325-1
NR16153--MA0657.1.KLF13	chr13	4191108	4191125	-	0.000	0.000	Merged-chr13-4191269-39
NR46903--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR54404--MA0039.3.KLF4	chr6	66313068	66313078	+	0.000	0.000	Merged-chr6-66313006-24
NR15974--MA0599.1.KLF5	chr12	117075787	117075796	+	0.000	0.000	Merged-chr12-117075635-4
NR54100--MA1107.1.KLF9	chr6	49973809	49973821	-	0.000	0.000	Merged-chr6-49973713-27
NR11192--MA0657.1.KLF13	chr11	83637040	83637057	-	0.000	0.000	Merged-chr11-83637048-8
NR40585--MA0741.1.KLF16	chr3	52470110	52470120	-	0.000	0.000	Merged-chr3-52470194-16
NR3238--MA0742.1.Klf12	chr1	165816638	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR13871--MA0657.1.KLF13	chr12	33036350	33036367	+	0.000	0.000	Merged-chr12-33036196-25
NR52248--MA0740.1.KLF14	chr5	136449969	136449982	-	0.000	0.000	Merged-chr5-136449962-15
NR55657--MA0741.1.KLF16	chr6	115972919	115972929	-	0.000	0.000	Merged-chr6-115972922-11
NR22394--MA0493.1.Klf1	chr15	38122405	38122415	+	0.000	0.000	Merged-chr15-38122272-49
NR39364--MA0493.1.Klf1	chr2	167962489	167962499	+	0.000	0.000	Merged-chr2-167962618-3
NR5835--MA0039.3.KLF4	chr10	58350791	58350801	-	0.000	0.000	Merged-chr10-58350801-17
NR64285--MA0742.1.Klf12	chr8	104439600	104439614	-	0.000	0.000	Merged-chr8-104439585-1
NR20858--MA0039.3.KLF4	chr14	74797408	74797418	+	0.000	0.000	Merged-chr14-74797519-9
NR14477--MA0740.1.KLF14	chr12	76085169	76085182	-	0.000	0.000	Merged-chr12-76085234-6
NR52950--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR12229--MA1107.1.KLF9	chr11	103776913	103776925	-	0.000	0.000	Merged-chr11-103776919-6
NR11922--MA0039.3.KLF4	chr11	99012469	99012479	-	0.000	0.000	Merged-chr11-99012536-12
NR45294--MA1107.1.KLF9	chr4	70601487	70601499	-	0.000	0.000	Merged-chr4-70601569-19
NR34720--MA1107.1.KLF9	chr2	18524725	18524737	+	0.000	0.000	Merged-chr2-18524516-29
NR63674--MA0741.1.KLF16	chr8	79173658	79173668	+	0.000	0.000	Merged-chr8-79173625-13
NR36304--MA0039.3.KLF4	chr2	75054043	75054053	+	0.000	0.000	Merged-chr2-75054199-1
NR60135--MA0599.1.KLF5	chr7	98995323	98995332	-	0.000	0.000	Merged-chr7-98995432-21
NR34165--MA1107.1.KLF9	chr19	57327965	57327977	-	0.000	0.000	Merged-chr19-57327761-18
NR11194--MA0741.1.KLF16	chr11	83637045	83637055	-	0.000	0.000	Merged-chr11-83637048-8
NR17370--MA0493.1.Klf1	chr13	64049710	64049720	-	0.000	0.000	Merged-chr13-64049732-3
NR12242--MA0039.3.KLF4	chr11	104310606	104310616	+	0.000	0.000	Merged-chr11-104310634-7
NR5509--MA1107.1.KLF9	chr10	39522158	39522170	-	0.000	0.000	Merged-chr10-39522157-23
NR21800--MA0741.1.KLF16	chr14	121315915	121315925	-	0.000	0.000	Merged-chr14-121315767-6
NR49829--MA0493.1.Klf1	chr5	74471084	74471094	-	0.000	0.000	Merged-chr5-74471085-11
NR14618--MA0740.1.KLF14	chr12	81845217	81845230	-	0.000	0.000	Merged-chr12-81845150-28
NR33019--MA0741.1.KLF16	chr19	16373318	16373328	+	0.000	0.000	Merged-chr19-16373273-16
NR59867--MA0741.1.KLF16	chr7	90081956	90081966	+	0.000	0.000	Merged-chr7-90081975-11
NR60492--MA1107.1.KLF9	chr7	108306342	108306354	-	0.000	0.000	Merged-chr7-108306427-2
NR39816--MA1107.1.KLF9	chr2	179130667	179130679	-	0.000	0.000	Merged-chr2-179130481-5
NR4092--MA0741.1.KLF16	chr1	184064443	184064453	+	0.000	0.000	Merged-chr1-184064517-33
NR38328--MA0741.1.KLF16	chr2	147832614	147832624	+	0.000	0.000	Merged-chr2-147832545-2
NR46855--MA0741.1.KLF16	chr4	131825940	131825950	+	0.000	0.000	Merged-chr4-131825983-10
NR33843--MA0741.1.KLF16	chr19	46983951	46983961	+	0.000	0.000	Merged-chr19-46983880-15
NR44340--MA0599.1.KLF5	chr4	32909438	32909447	+	0.000	0.000	Merged-chr4-32909502-13
NR41288--MA0741.1.KLF16	chr3	89251482	89251492	+	0.000	0.000	Merged-chr3-89251546-19
NR65319--MA0039.3.KLF4	chr8	125558864	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR44321--MA1107.1.KLF9	chr4	32062919	32062931	-	0.000	0.000	Merged-chr4-32062856-11
NR7896--MA0741.1.KLF16	chr10	108110421	108110431	-	0.000	0.000	Merged-chr10-108110299-11
NR69604--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR57643--MA0741.1.KLF16	chr7	4777060	4777070	-	0.000	0.000	Merged-chr7-4777194-35
NR46398--MA1107.1.KLF9	chr4	120053626	120053638	-	0.000	0.000	Merged-chr4-120053646-59
NR53664--MA0741.1.KLF16	chr6	29517307	29517317	-	0.000	0.000	Merged-chr6-29517345-20
NR68576--MA0740.1.KLF14	chr9	110880111	110880124	+	0.000	0.000	Merged-chr9-110880207-47
NR30827--MA0740.1.KLF14	chr18	43492979	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR7514--MA0741.1.KLF16	chr10	94647208	94647218	+	0.000	0.000	Merged-chr10-94647234-6
NR27712--MA0742.1.Klf12	chr17	27564904	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR49174--MA0740.1.KLF14	chr5	35771277	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR40033--MA0741.1.KLF16	chr3	8857244	8857254	-	0.000	0.000	Merged-chr3-8857306-3
NR52750--MA0493.1.Klf1	chr5	143561633	143561643	-	0.000	0.000	Merged-chr5-143561800-6
NR30832--MA0493.1.Klf1	chr18	43493012	43493022	-	0.000	0.000	Merged-chr18-43493033-11
NR46058--MA1107.1.KLF9	chr4	109136948	109136960	+	0.000	0.000	Merged-chr4-109136872-28
NR64817--MA0493.1.Klf1	chr8	117855303	117855313	-	0.000	0.000	Merged-chr8-117855395-3
NR24444--MA0742.1.Klf12	chr15	100424482	100424496	+	0.000	0.000	Merged-chr15-100424546-20
NR50910--MA1107.1.KLF9	chr5	112239855	112239867	-	0.000	0.000	Merged-chr5-112239781-12
NR69085--MA0599.1.KLF5	chr9	119254822	119254831	+	0.000	0.000	Merged-chr9-119254891-26
NR509--MA1107.1.KLF9	chr1	39556197	39556209	-	0.000	0.000	Merged-chr1-39556139-36
NR41747--MA0599.1.KLF5	chr3	98348851	98348860	-	0.000	0.000	Merged-chr3-98348996-3
NR30506--MA0599.1.KLF5	chr18	25591058	25591067	+	0.000	0.000	Merged-chr18-25591016-9
NR25373--MA1107.1.KLF9	chr16	32516547	32516559	-	0.000	0.000	Merged-chr16-32516451-30
NR49329--MA0599.1.KLF5	chr5	44239421	44239430	+	0.000	0.000	Merged-chr5-44239344-7
NR29943--MA1107.1.KLF9	chr17	85901155	85901167	+	0.000	0.000	Merged-chr17-85901349-9
NR12230--MA0741.1.KLF16	chr11	103808768	103808778	-	0.000	0.000	Merged-chr11-103808730-15
NR27716--MA0741.1.KLF16	chr17	27564907	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR20676--MA0740.1.KLF14	chr14	67951870	67951883	+	0.000	0.000	Merged-chr14-67951902-1
NR24825--MA1107.1.KLF9	chr16	7550765	7550777	-	0.000	0.000	Merged-chr16-7550847-1
NR68988--MA1107.1.KLF9	chr9	117553305	117553317	+	0.000	0.000	Merged-chr9-117553194-1
NR7981--MA0493.1.Klf1	chr10	111562892	111562902	+	0.000	0.000	Merged-chr10-111562842-26
NR13495--MA0493.1.Klf1	chr12	12580877	12580887	+	0.000	0.000	Merged-chr12-12580881-28
NR20586--MA0039.3.KLF4	chr14	64628281	64628291	-	0.000	0.000	Merged-chr14-64628307-21
NR15415--MA0741.1.KLF16	chr12	106046459	106046469	-	0.000	0.000	Merged-chr12-106046288-9
NR7515--MA1107.1.KLF9	chr10	94647207	94647219	+	0.000	0.000	Merged-chr10-94647234-6
NR50593--MA0493.1.Klf1	chr5	105599107	105599117	-	0.000	0.000	Merged-chr5-105598952-15
NR63502--MA0741.1.KLF16	chr8	71654770	71654780	+	0.000	0.000	Merged-chr8-71654739-11
NR59713--MA0599.1.KLF5	chr7	80911181	80911190	+	0.000	0.000	Merged-chr7-80911261-13
NR69394--MA0741.1.KLF16	chr9	123845250	123845260	-	0.000	0.000	Merged-chr9-123845275-20
NR41304--MA0599.1.KLF5	chr3	89378611	89378620	-	0.000	0.000	Merged-chr3-89378543-26
NR40580--MA0740.1.KLF14	chr3	52470108	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR61869--MA0741.1.KLF16	chr7	140264972	140264982	-	0.000	0.000	Merged-chr7-140265035-12
NR62351--MA0493.1.Klf1	chr8	11107241	11107251	-	0.000	0.000	Merged-chr8-11107220-18
