#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR1730--MA0037.3.GATA3	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR5389--MA1104.1.GATA6	chr4	59281125	59281137	-	0.000	0.000	Merged-chr4-59281104-23
NR7274--MA0037.3.GATA3	chr8	75082611	75082618	+	0.000	0.000	Merged-chr8-75082480-28
NR2466--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR6934--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR5355--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2469--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR6257--MA0035.3.Gata1	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR6571--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR698--MA0036.3.GATA2	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR2101--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR715--MA1104.1.GATA6	chr10	26229620	26229632	-	0.000	0.000	Merged-chr10-26229708-29
NR7864--MA0037.3.GATA3	chr9	110684680	110684687	-	0.000	0.000	Merged-chr9-110684620-5
NR7388--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR2922--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR3087--MA0482.1.Gata4	chr16	45942378	45942388	-	0.000	0.000	Merged-chr16-45942365-39
NR6080--MA1104.1.GATA6	chr5	123603824	123603836	+	0.000	0.000	Merged-chr5-123603758-26
NR5621--MA0036.3.GATA2	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR7596--MA0140.2.GATA1::TAL1	chr9	48357408	48357425	-	0.000	0.000	Merged-chr9-48357343-17
NR1406--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR750--MA0037.3.GATA3	chr10	40713354	40713361	+	0.000	0.000	Merged-chr10-40713251-44
NR2467--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR7293--MA0037.3.GATA3	chr8	81773704	81773711	+	0.000	0.000	Merged-chr8-81773679-46
NR4503--MA0482.1.Gata4	chr2	128366015	128366025	-	0.000	0.000	Merged-chr2-128365920-27
NR539--MA0036.3.GATA2	chr1	171643756	171643766	+	0.000	0.000	Merged-chr1-171643793-46
NR1735--MA0035.3.Gata1	chr12	102350998	102351008	+	0.000	0.000	Merged-chr12-102350976-38
NR6576--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR7383--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR3088--MA1104.1.GATA6	chr16	45942378	45942390	+	0.000	0.000	Merged-chr16-45942365-39
NR5387--MA0037.3.GATA3	chr4	59281127	59281134	-	0.000	0.000	Merged-chr4-59281104-23
NR4604--MA0482.1.Gata4	chr2	144198961	144198971	-	0.000	0.000	Merged-chr2-144198804-26
NR5640--MA0035.3.Gata1	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR2438--MA0035.3.Gata1	chr14	55392545	55392555	+	0.000	0.000	Merged-chr14-55392653-26
NR5390--MA0036.3.GATA2	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR2090--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR7648--MA0766.1.GATA5	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR3973--MA0036.3.GATA2	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR7866--MA0766.1.GATA5	chr9	110684680	110684687	-	0.000	0.000	Merged-chr9-110684620-5
NR1847--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR1205--MA0140.2.GATA1::TAL1	chr11	63148511	63148528	+	0.000	0.000	Merged-chr11-63148506-21
NR7957--MA0036.3.GATA2	chrX	75032272	75032282	+	0.000	0.000	Merged-chrX-75032186-8
NR4038--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR700--MA0035.3.Gata1	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR4504--MA0140.2.GATA1::TAL1	chr2	128366007	128366024	-	0.000	0.000	Merged-chr2-128365920-27
NR6079--MA0482.1.Gata4	chr5	123603824	123603834	-	0.000	0.000	Merged-chr5-123603758-26
NR1403--MA0766.1.GATA5	chr11	109694158	109694165	+	0.000	0.000	Merged-chr11-109694201-12
NR3086--MA0037.3.GATA3	chr16	45942381	45942388	+	0.000	0.000	Merged-chr16-45942365-39
NR58--MA0036.3.GATA2	chr1	38883981	38883991	-	0.000	0.000	Merged-chr1-38884000-31
NR6933--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR7649--MA0035.3.Gata1	chr9	66295133	66295143	+	0.000	0.000	Merged-chr9-66295082-25
NR4501--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR5783--MA0482.1.Gata4	chr5	24505729	24505739	+	0.000	0.000	Merged-chr5-24505685-17
NR5639--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR1041--MA0140.2.GATA1::TAL1	chr11	4259348	4259365	+	0.000	0.000	Merged-chr11-4259420-1
NR2542--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR3596--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR540--MA0766.1.GATA5	chr1	171643757	171643764	-	0.000	0.000	Merged-chr1-171643793-46
NR2471--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
