#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_up.bed
NR59392--MA0599.1.KLF5	chr7	24237638	24237647	+	0.000	0.000	Merged-chr7-24237656-23
NR12896--MA0657.1.KLF13	chr11	115999777	115999794	+	0.000	0.000	Merged-chr11-115999757-14
NR41352--MA0741.1.KLF16	chr3	69524995	69525005	+	0.000	0.000	Merged-chr3-69525025-15
NR26796--MA1107.1.KLF9	chr16	84682178	84682190	+	0.000	0.000	Merged-chr16-84682332-17
NR33419--MA0493.1.Klf1	chr19	17257001	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR66713--MA0599.1.KLF5	chr8	111769478	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR27014--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR43490--MA0742.1.Klf12	chr3	135675685	135675699	+	0.000	0.000	Merged-chr3-135675679-12
NR65525--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR34795--MA1107.1.KLF9	chr2	9536041	9536053	+	0.000	0.000	Merged-chr2-9536121-12
NR24621--MA0039.3.KLF4	chr15	98699669	98699679	-	0.000	0.000	Merged-chr15-98699636-21
NR66709--MA0599.1.KLF5	chr8	111769458	111769467	+	0.000	0.000	Merged-chr8-111769335-16
NR38689--MA1107.1.KLF9	chr2	144188430	144188442	-	0.000	0.000	Merged-chr2-144188289-22
NR66708--MA1107.1.KLF9	chr8	111769397	111769409	-	0.000	0.000	Merged-chr8-111769335-16
NR24662--MA1107.1.KLF9	chr15	98927703	98927715	+	0.000	0.000	Merged-chr15-98927787-24
NR33319--MA0741.1.KLF16	chr19	10801349	10801359	-	0.000	0.000	Merged-chr19-10801244-29
NR41074--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR58796--MA0599.1.KLF5	chr7	4460697	4460706	+	0.000	0.000	Merged-chr7-4460679-27
NR4787--MA0740.1.KLF14	chr1	191097826	191097839	+	0.000	0.000	Merged-chr1-191097986-4
NR42666--MA0741.1.KLF16	chr3	109444301	109444311	+	0.000	0.000	Merged-chr3-109444108-35
NR62054--MA0493.1.Klf1	chr7	110203788	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR24658--MA1107.1.KLF9	chr15	98927695	98927707	+	0.000	0.000	Merged-chr15-98927787-24
NR70165--MA0599.1.KLF5	chr9	94219289	94219298	-	0.000	0.000	Merged-chr9-94219286-3
NR31438--MA0599.1.KLF5	chr18	43687763	43687772	+	0.000	0.000	Merged-chr18-43687697-2
NR67037--MA0039.3.KLF4	chr8	120050177	120050187	-	0.000	0.000	Merged-chr8-120050156-23
NR47457--MA0599.1.KLF5	chr4	129508010	129508019	-	0.000	0.000	Merged-chr4-129508062-20
NR67615--MA1107.1.KLF9	chr8	128333492	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR62050--MA0657.1.KLF13	chr7	110203782	110203799	-	0.000	0.000	Merged-chr7-110203728-41
NR63833--MA1107.1.KLF9	chr7	143501134	143501146	+	0.000	0.000	Merged-chr7-143501142-12
NR41924--MA1107.1.KLF9	chr3	94758217	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR4786--MA1107.1.KLF9	chr1	191097789	191097801	+	0.000	0.000	Merged-chr1-191097986-4
NR47461--MA0493.1.Klf1	chr4	129508049	129508059	-	0.000	0.000	Merged-chr4-129508062-20
NR13244--MA0599.1.KLF5	chr11	120729619	120729628	-	0.000	0.000	Merged-chr11-120729772-16
NR42592--MA0741.1.KLF16	chr3	108381989	108381999	-	0.000	0.000	Merged-chr3-108382142-14
NR33420--MA1107.1.KLF9	chr19	17256999	17257011	-	0.000	0.000	Merged-chr19-17256835-48
NR16826--MA1107.1.KLF9	chr13	46619868	46619880	-	0.000	0.000	Merged-chr13-46619803-12
NR9314--MA0493.1.Klf1	chr11	6410291	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR40956--MA0493.1.Klf1	chr3	51378745	51378755	+	0.000	0.000	Merged-chr3-51378644-3
NR70197--MA0599.1.KLF5	chr9	94614417	94614426	+	0.000	0.000	Merged-chr9-94614552-1
NR41075--MA0599.1.KLF5	chr3	54567519	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR8488--MA1107.1.KLF9	chr10	119005763	119005775	+	0.000	0.000	Merged-chr10-119005704-15
NR46712--MA0493.1.Klf1	chr4	108371566	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR24620--MA0599.1.KLF5	chr15	98699671	98699680	-	0.000	0.000	Merged-chr15-98699636-21
NR65163--MA1107.1.KLF9	chr8	68158279	68158291	+	0.000	0.000	Merged-chr8-68158417-16
NR13840--MA0742.1.Klf12	chr12	30557543	30557557	+	0.000	0.000	Merged-chr12-30557589-12
NR18721--MA0599.1.KLF5	chr13	111297762	111297771	+	0.000	0.000	Merged-chr13-111297823-12
NR69957--MA1107.1.KLF9	chr9	86624895	86624907	-	0.000	0.000	Merged-chr9-86625059-9
NR39712--MA0741.1.KLF16	chr2	168492188	168492198	-	0.000	0.000	Merged-chr2-168492092-36
NR26235--MA1107.1.KLF9	chr16	49982432	49982444	-	0.000	0.000	Merged-chr16-49982447-38
NR54058--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR24400--MA1107.1.KLF9	chr15	93694680	93694692	+	0.000	0.000	Merged-chr15-93694661-9
NR16788--MA0599.1.KLF5	chr13	45827487	45827496	+	0.000	0.000	Merged-chr13-45827627-7
NR16215--MA0599.1.KLF5	chr13	13493672	13493681	+	0.000	0.000	Merged-chr13-13493678-12
NR34794--MA0493.1.Klf1	chr2	9536041	9536051	+	0.000	0.000	Merged-chr2-9536121-12
NR31441--MA0741.1.KLF16	chr18	43687763	43687773	+	0.000	0.000	Merged-chr18-43687697-2
NR22052--MA0599.1.KLF5	chr14	120974732	120974741	-	0.000	0.000	Merged-chr14-120974661-5
NR41353--MA1107.1.KLF9	chr3	69524992	69525004	+	0.000	0.000	Merged-chr3-69525025-15
NR16438--MA0039.3.KLF4	chr13	28500933	28500943	+	0.000	0.000	Merged-chr13-28501043-27
NR24665--MA1107.1.KLF9	chr15	98927709	98927721	+	0.000	0.000	Merged-chr15-98927787-24
NR16825--MA0741.1.KLF16	chr13	46619869	46619879	-	0.000	0.000	Merged-chr13-46619803-12
NR33946--MA1107.1.KLF9	chr19	41597650	41597662	+	0.000	0.000	Merged-chr19-41597559-38
NR65336--MA0599.1.KLF5	chr8	70619090	70619099	+	0.000	0.000	Merged-chr8-70619084-21
NR59137--MA0741.1.KLF16	chr7	16908232	16908242	+	0.000	0.000	Merged-chr7-16908180-25
NR65527--MA0039.3.KLF4	chr8	72291267	72291277	-	0.000	0.000	Merged-chr8-72291225-23
NR8319--MA0742.1.Klf12	chr10	117104432	117104446	-	0.000	0.000	Merged-chr10-117104293-23
NR11858--MA0740.1.KLF14	chr11	96859827	96859840	+	0.000	0.000	Merged-chr11-96859766-18
NR15833--MA0493.1.Klf1	chr12	112800574	112800584	-	0.000	0.000	Merged-chr12-112800686-25
NR41919--MA0599.1.KLF5	chr3	94758199	94758208	-	0.000	0.000	Merged-chr3-94758240-64
NR61693--MA0599.1.KLF5	chr7	99946489	99946498	+	0.000	0.000	Merged-chr7-99946527-26
NR63832--MA0493.1.Klf1	chr7	143501134	143501144	+	0.000	0.000	Merged-chr7-143501142-12
NR37443--MA0599.1.KLF5	chr2	104095807	104095816	-	0.000	0.000	Merged-chr2-104095908-22
NR41600--MA1107.1.KLF9	chr3	86955538	86955550	-	0.000	0.000	Merged-chr3-86955467-9
NR8484--MA0742.1.Klf12	chr10	119005763	119005777	+	0.000	0.000	Merged-chr10-119005704-15
NR1879--MA0599.1.KLF5	chr1	105880864	105880873	+	0.000	0.000	Merged-chr1-105880988-17
NR37445--MA0741.1.KLF16	chr2	104095806	104095816	-	0.000	0.000	Merged-chr2-104095908-22
NR46714--MA1107.1.KLF9	chr4	108371564	108371576	-	0.000	0.000	Merged-chr4-108371608-19
NR38529--MA0599.1.KLF5	chr2	139590046	139590055	-	0.000	0.000	Merged-chr2-139590096-23
NR28399--MA1107.1.KLF9	chr17	29152729	29152741	-	0.000	0.000	Merged-chr17-29152803-18
NR45680--MA0741.1.KLF16	chr4	59224957	59224967	-	0.000	0.000	Merged-chr4-59225002-19
NR65945--MA1107.1.KLF9	chr8	85408438	85408450	-	0.000	0.000	Merged-chr8-85408348-22
NR62049--MA0740.1.KLF14	chr7	110203785	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR34868--MA0493.1.Klf1	chr2	11496688	11496698	-	0.000	0.000	Merged-chr2-11496832-15
NR24399--MA0493.1.Klf1	chr15	93694680	93694690	+	0.000	0.000	Merged-chr15-93694661-9
NR66704--MA1107.1.KLF9	chr8	111769389	111769401	-	0.000	0.000	Merged-chr8-111769335-16
NR28790--MA0493.1.Klf1	chr17	35342093	35342103	+	0.000	0.000	Merged-chr17-35341927-1
NR24622--MA0741.1.KLF16	chr15	98699670	98699680	-	0.000	0.000	Merged-chr15-98699636-21
NR17102--MA0599.1.KLF5	chr13	55714694	55714703	-	0.000	0.000	Merged-chr13-55714775-39
NR66714--MA0493.1.Klf1	chr8	111769477	111769487	+	0.000	0.000	Merged-chr8-111769335-16
NR62175--MA1107.1.KLF9	chr7	113256229	113256241	+	0.000	0.000	Merged-chr7-113256129-11
NR42660--MA0039.3.KLF4	chr3	109133239	109133249	+	0.000	0.000	Merged-chr3-109133281-24
NR9543--MA0599.1.KLF5	chr11	21192111	21192120	-	0.000	0.000	Merged-chr11-21192059-23
NR24659--MA1107.1.KLF9	chr15	98927697	98927709	+	0.000	0.000	Merged-chr15-98927787-24
NR39710--MA0599.1.KLF5	chr2	168492185	168492194	-	0.000	0.000	Merged-chr2-168492092-36
NR22411--MA0741.1.KLF16	chr15	18818615	18818625	-	0.000	0.000	Merged-chr15-18818754-6
NR41922--MA0741.1.KLF16	chr3	94758218	94758228	+	0.000	0.000	Merged-chr3-94758240-64
NR56067--MA0599.1.KLF5	chr6	85029864	85029873	+	0.000	0.000	Merged-chr6-85029852-8
NR31439--MA0599.1.KLF5	chr18	43687777	43687786	+	0.000	0.000	Merged-chr18-43687697-2
NR28496--MA0599.1.KLF5	chr17	31277407	31277416	-	0.000	0.000	Merged-chr17-31277371-45
NR4788--MA0599.1.KLF5	chr1	191097833	191097842	+	0.000	0.000	Merged-chr1-191097986-4
NR27018--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR41920--MA0039.3.KLF4	chr3	94758219	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR48047--MA0741.1.KLF16	chr4	136281911	136281921	-	0.000	0.000	Merged-chr4-136281808-2
NR33942--MA0740.1.KLF14	chr19	41597370	41597383	-	0.000	0.000	Merged-chr19-41597559-38
NR8485--MA0599.1.KLF5	chr10	119005764	119005773	+	0.000	0.000	Merged-chr10-119005704-15
NR41080--MA0599.1.KLF5	chr3	54567655	54567664	+	0.000	0.000	Merged-chr3-54567528-25
NR66717--MA0741.1.KLF16	chr8	111769473	111769483	+	0.000	0.000	Merged-chr8-111769335-16
NR70166--MA0493.1.Klf1	chr9	94219289	94219299	-	0.000	0.000	Merged-chr9-94219286-3
NR3634--MA0740.1.KLF14	chr1	165322330	165322343	+	0.000	0.000	Merged-chr1-165322509-22
NR24348--MA0741.1.KLF16	chr15	91664703	91664713	-	0.000	0.000	Merged-chr15-91664603-13
NR59136--MA0599.1.KLF5	chr7	16908232	16908241	+	0.000	0.000	Merged-chr7-16908180-25
NR13245--MA0493.1.Klf1	chr11	120729619	120729629	-	0.000	0.000	Merged-chr11-120729772-16
NR8322--MA0741.1.KLF16	chr10	117104435	117104445	-	0.000	0.000	Merged-chr10-117104293-23
NR3026--MA0039.3.KLF4	chr1	152231855	152231865	+	0.000	0.000	Merged-chr1-152231718-2
NR65164--MA1107.1.KLF9	chr8	68158281	68158293	+	0.000	0.000	Merged-chr8-68158417-16
NR10370--MA0599.1.KLF5	chr11	58214939	58214948	+	0.000	0.000	Merged-chr11-58214991-50
NR65335--MA0742.1.Klf12	chr8	70619089	70619103	+	0.000	0.000	Merged-chr8-70619084-21
NR4781--MA0740.1.KLF14	chr1	191097789	191097802	+	0.000	0.000	Merged-chr1-191097986-4
NR43492--MA0039.3.KLF4	chr3	135675687	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR45678--MA0599.1.KLF5	chr4	59224958	59224967	-	0.000	0.000	Merged-chr4-59225002-19
NR39184--MA0741.1.KLF16	chr2	157424108	157424118	-	0.000	0.000	Merged-chr2-157424284-16
NR26236--MA1107.1.KLF9	chr16	49982434	49982446	-	0.000	0.000	Merged-chr16-49982447-38
NR68968--MA0741.1.KLF16	chr9	58583282	58583292	-	0.000	0.000	Merged-chr9-58583464-18
NR35587--MA0740.1.KLF14	chr2	30469931	30469944	+	0.000	0.000	Merged-chr2-30470096-26
NR61024--MA0039.3.KLF4	chr7	75667097	75667107	+	0.000	0.000	Merged-chr7-75667175-33
NR71787--MA0740.1.KLF14	chrX	12160144	12160157	+	0.000	0.000	Merged-chrX-12160238-21
NR4444--MA0741.1.KLF16	chr1	184277184	184277194	-	0.000	0.000	Merged-chr1-184277240-19
NR37285--MA1107.1.KLF9	chr2	101209303	101209315	+	0.000	0.000	Merged-chr2-101209230-18
NR16789--MA0493.1.Klf1	chr13	45827486	45827496	+	0.000	0.000	Merged-chr13-45827627-7
NR41354--MA1107.1.KLF9	chr3	69524994	69525006	+	0.000	0.000	Merged-chr3-69525025-15
NR11125--MA0493.1.Klf1	chr11	76507012	76507022	-	0.000	0.000	Merged-chr11-76506948-3
NR24666--MA1107.1.KLF9	chr15	98927711	98927723	+	0.000	0.000	Merged-chr15-98927787-24
NR35590--MA0493.1.Klf1	chr2	30469937	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR42591--MA0741.1.KLF16	chr3	108381988	108381998	-	0.000	0.000	Merged-chr3-108382142-14
NR66715--MA0741.1.KLF16	chr8	111769463	111769473	+	0.000	0.000	Merged-chr8-111769335-16
NR44615--MA0039.3.KLF4	chr4	15273295	15273305	+	0.000	0.000	Merged-chr4-15273435-28
NR35703--MA0599.1.KLF5	chr2	32167761	32167770	+	0.000	0.000	Merged-chr2-32167843-41
NR43491--MA0599.1.KLF5	chr3	135675686	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR23501--MA1107.1.KLF9	chr15	76190405	76190417	+	0.000	0.000	Merged-chr15-76190238-30
NR53247--MA0039.3.KLF4	chr5	134494508	134494518	+	0.000	0.000	Merged-chr5-134494514-28
NR61694--MA0493.1.Klf1	chr7	99946488	99946498	+	0.000	0.000	Merged-chr7-99946527-26
NR71067--MA0599.1.KLF5	chr9	114762056	114762065	-	0.000	0.000	Merged-chr9-114761950-4
NR5231--MA1107.1.KLF9	chr10	12949605	12949617	+	0.000	0.000	Merged-chr10-12949602-11
NR33318--MA0599.1.KLF5	chr19	10801372	10801381	-	0.000	0.000	Merged-chr19-10801244-29
NR37444--MA0493.1.Klf1	chr2	104095807	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR41200--MA0740.1.KLF14	chr3	63609912	63609925	-	0.000	0.000	Merged-chr3-63609909-22
NR33943--MA0741.1.KLF16	chr19	41597372	41597382	-	0.000	0.000	Merged-chr19-41597559-38
NR66710--MA0599.1.KLF5	chr8	111769463	111769472	+	0.000	0.000	Merged-chr8-111769335-16
NR3635--MA0599.1.KLF5	chr1	165322331	165322340	+	0.000	0.000	Merged-chr1-165322509-22
NR24623--MA1107.1.KLF9	chr15	98699669	98699681	-	0.000	0.000	Merged-chr15-98699636-21
NR47935--MA0039.3.KLF4	chr4	135169319	135169329	+	0.000	0.000	Merged-chr4-135169344-25
NR4107--MA0741.1.KLF16	chr1	176827653	176827663	-	0.000	0.000	Merged-chr1-176827492-35
NR66705--MA1107.1.KLF9	chr8	111769391	111769403	-	0.000	0.000	Merged-chr8-111769335-16
NR46913--MA0741.1.KLF16	chr4	116144606	116144616	-	0.000	0.000	Merged-chr4-116144473-31
NR24397--MA0657.1.KLF13	chr15	93694602	93694619	-	0.000	0.000	Merged-chr15-93694661-9
NR51239--MA0741.1.KLF16	chr5	92000942	92000952	+	0.000	0.000	Merged-chr5-92000971-27
NR4443--MA0742.1.Klf12	chr1	184277181	184277195	-	0.000	0.000	Merged-chr1-184277240-19
NR49587--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR46910--MA0599.1.KLF5	chr4	116144607	116144616	-	0.000	0.000	Merged-chr4-116144473-31
NR37284--MA0493.1.Klf1	chr2	101209303	101209313	+	0.000	0.000	Merged-chr2-101209230-18
NR44614--MA0599.1.KLF5	chr4	15273294	15273303	+	0.000	0.000	Merged-chr4-15273435-28
NR10371--MA0741.1.KLF16	chr11	58214939	58214949	+	0.000	0.000	Merged-chr11-58214991-50
NR67039--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR35592--MA1107.1.KLF9	chr2	30469937	30469949	+	0.000	0.000	Merged-chr2-30470096-26
NR27017--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR53246--MA0599.1.KLF5	chr5	134494507	134494516	+	0.000	0.000	Merged-chr5-134494514-28
NR34869--MA0741.1.KLF16	chr2	11496687	11496697	-	0.000	0.000	Merged-chr2-11496832-15
NR69130--MA0493.1.Klf1	chr9	63802344	63802354	+	0.000	0.000	Merged-chr9-63802306-15
NR41923--MA0741.1.KLF16	chr3	94758198	94758208	-	0.000	0.000	Merged-chr3-94758240-64
NR67610--MA0740.1.KLF14	chr8	128333491	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR22410--MA0599.1.KLF5	chr15	18818616	18818625	-	0.000	0.000	Merged-chr15-18818754-6
NR67612--MA0039.3.KLF4	chr8	128333492	128333502	-	0.000	0.000	Merged-chr8-128333532-18
NR58798--MA0493.1.Klf1	chr7	4460696	4460706	+	0.000	0.000	Merged-chr7-4460679-27
NR44165--MA0741.1.KLF16	chr3	152886826	152886836	-	0.000	0.000	Merged-chr3-152886887-20
NR39711--MA0493.1.Klf1	chr2	168492185	168492195	-	0.000	0.000	Merged-chr2-168492092-36
NR34870--MA1107.1.KLF9	chr2	11496686	11496698	-	0.000	0.000	Merged-chr2-11496832-15
NR16885--MA0741.1.KLF16	chr13	49249004	49249014	-	0.000	0.000	Merged-chr13-49249137-9
NR41077--MA0599.1.KLF5	chr3	54567551	54567560	+	0.000	0.000	Merged-chr3-54567528-25
NR67611--MA0657.1.KLF13	chr8	128333488	128333505	-	0.000	0.000	Merged-chr8-128333532-18
NR37446--MA1107.1.KLF9	chr2	104095805	104095817	-	0.000	0.000	Merged-chr2-104095908-22
NR41081--MA0493.1.Klf1	chr3	54567654	54567664	+	0.000	0.000	Merged-chr3-54567528-25
NR5230--MA0493.1.Klf1	chr10	12949605	12949615	+	0.000	0.000	Merged-chr10-12949602-11
NR65165--MA1107.1.KLF9	chr8	68158283	68158295	+	0.000	0.000	Merged-chr8-68158417-16
NR38303--MA0039.3.KLF4	chr2	131448456	131448466	+	0.000	0.000	Merged-chr2-131448367-26
NR69131--MA0741.1.KLF16	chr9	63802345	63802355	+	0.000	0.000	Merged-chr9-63802306-15
NR49586--MA0599.1.KLF5	chr5	23722186	23722195	+	0.000	0.000	Merged-chr5-23722080-21
NR33418--MA0039.3.KLF4	chr19	17256999	17257009	-	0.000	0.000	Merged-chr19-17256835-48
NR44164--MA0599.1.KLF5	chr3	152886829	152886838	-	0.000	0.000	Merged-chr3-152886887-20
NR2687--MA0599.1.KLF5	chr1	136538346	136538355	-	0.000	0.000	Merged-chr1-136538390-12
NR35586--MA0741.1.KLF16	chr2	30469915	30469925	+	0.000	0.000	Merged-chr2-30470096-26
NR44613--MA0742.1.Klf12	chr4	15273293	15273307	+	0.000	0.000	Merged-chr4-15273435-28
NR70198--MA0741.1.KLF16	chr9	94614417	94614427	+	0.000	0.000	Merged-chr9-94614552-1
NR45679--MA0493.1.Klf1	chr4	59224958	59224968	-	0.000	0.000	Merged-chr4-59225002-19
NR44617--MA0741.1.KLF16	chr4	15273294	15273304	+	0.000	0.000	Merged-chr4-15273435-28
NR50640--MA1107.1.KLF9	chr5	64455579	64455591	+	0.000	0.000	Merged-chr5-64455679-15
NR53245--MA0742.1.Klf12	chr5	134494506	134494520	+	0.000	0.000	Merged-chr5-134494514-28
NR10286--MA1107.1.KLF9	chr11	55194512	55194524	+	0.000	0.000	Merged-chr11-55194635-21
NR62053--MA0039.3.KLF4	chr7	110203786	110203796	-	0.000	0.000	Merged-chr7-110203728-41
NR24667--MA1107.1.KLF9	chr15	98927713	98927725	+	0.000	0.000	Merged-chr15-98927787-24
NR27019--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR4785--MA0741.1.KLF16	chr1	191097790	191097800	+	0.000	0.000	Merged-chr1-191097986-4
NR42590--MA0657.1.KLF13	chr3	108382003	108382020	+	0.000	0.000	Merged-chr3-108382142-14
NR67038--MA0493.1.Klf1	chr8	120050179	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR69171--MA0741.1.KLF16	chr9	64936740	64936750	+	0.000	0.000	Merged-chr9-64936635-11
NR47005--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR41079--MA0742.1.Klf12	chr3	54567654	54567668	+	0.000	0.000	Merged-chr3-54567528-25
NR58800--MA1107.1.KLF9	chr7	4460696	4460708	+	0.000	0.000	Merged-chr7-4460679-27
NR5406--MA1107.1.KLF9	chr10	21226476	21226488	-	0.000	0.000	Merged-chr10-21226469-19
NR47460--MA0039.3.KLF4	chr4	129508047	129508057	-	0.000	0.000	Merged-chr4-129508062-20
NR66716--MA0741.1.KLF16	chr8	111769468	111769478	+	0.000	0.000	Merged-chr8-111769335-16
NR39713--MA1107.1.KLF9	chr2	168492183	168492195	-	0.000	0.000	Merged-chr2-168492092-36
NR37883--MA0493.1.Klf1	chr2	119250895	119250905	-	0.000	0.000	Merged-chr2-119250733-1
NR69197--MA0741.1.KLF16	chr9	65598966	65598976	-	0.000	0.000	Merged-chr9-65598978-11
NR40955--MA0039.3.KLF4	chr3	51378747	51378757	+	0.000	0.000	Merged-chr3-51378644-3
NR62174--MA0741.1.KLF16	chr7	113256230	113256240	+	0.000	0.000	Merged-chr7-113256129-11
NR6240--MA0741.1.KLF16	chr10	61534980	61534990	+	0.000	0.000	Merged-chr10-61534801-22
NR63829--MA0742.1.Klf12	chr7	143501134	143501148	+	0.000	0.000	Merged-chr7-143501142-12
NR66711--MA0599.1.KLF5	chr8	111769468	111769477	+	0.000	0.000	Merged-chr8-111769335-16
NR41201--MA0599.1.KLF5	chr3	63609915	63609924	-	0.000	0.000	Merged-chr3-63609909-22
NR41351--MA0742.1.Klf12	chr3	69524992	69525006	+	0.000	0.000	Merged-chr3-69525025-15
NR67492--MA0599.1.KLF5	chr8	126839561	126839570	+	0.000	0.000	Merged-chr8-126839529-33
NR2688--MA0741.1.KLF16	chr1	136538345	136538355	-	0.000	0.000	Merged-chr1-136538390-12
NR5228--MA1107.1.KLF9	chr10	12949536	12949548	+	0.000	0.000	Merged-chr10-12949602-11
NR61938--MA0599.1.KLF5	chr7	106256575	106256584	-	0.000	0.000	Merged-chr7-106256658-33
NR71068--MA0493.1.Klf1	chr9	114762056	114762066	-	0.000	0.000	Merged-chr9-114761950-4
NR62052--MA0599.1.KLF5	chr7	110203788	110203797	-	0.000	0.000	Merged-chr7-110203728-41
NR66706--MA1107.1.KLF9	chr8	111769393	111769405	-	0.000	0.000	Merged-chr8-111769335-16
NR8320--MA0599.1.KLF5	chr10	117104436	117104445	-	0.000	0.000	Merged-chr10-117104293-23
NR24660--MA1107.1.KLF9	chr15	98927699	98927711	+	0.000	0.000	Merged-chr15-98927787-24
NR6239--MA0599.1.KLF5	chr10	61534980	61534989	+	0.000	0.000	Merged-chr10-61534801-22
NR10285--MA0599.1.KLF5	chr11	55194499	55194508	+	0.000	0.000	Merged-chr11-55194635-21
