#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-log2fc-1_dn.bed
NR1522--MA0684.1.RUNX3	chr11	16858837	16858846	-	0.000	0.000	Merged-chr11-16858803-1
NR7220--MA0511.2.RUNX2	chr5	10254863	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR4905--MA0002.2.RUNX1	chr19	6304990	6305000	+	0.000	0.000	Merged-chr19-6305008-11
NR4690--MA0002.2.RUNX1	chr18	56718261	56718271	-	0.000	0.000	Merged-chr18-56718184-1
NR16--MA0002.2.RUNX1	chr1	11229601	11229611	+	0.000	0.000	Merged-chr1-11229597-37
NR4517--MA0002.2.RUNX1	chr18	6244820	6244830	-	0.000	0.000	Merged-chr18-6244765-26
NR170--MA0684.1.RUNX3	chr1	55630384	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR7368--MA0511.2.RUNX2	chr5	52872436	52872444	+	0.000	0.000	Merged-chr5-52872385-12
NR2803--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR4987--MA0002.2.RUNX1	chr19	32112560	32112570	-	0.000	0.000	Merged-chr19-32112588-4
NR2763--MA0002.2.RUNX1	chr13	91267754	91267764	-	0.000	0.000	Merged-chr13-91267603-15
NR4599--MA0002.2.RUNX1	chr18	35383457	35383467	-	0.000	0.000	Merged-chr18-35383519-5
NR350--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR8544--MA0002.2.RUNX1	chr7	19344733	19344743	+	0.000	0.000	Merged-chr7-19344685-1
NR5123--MA0511.2.RUNX2	chr19	58051140	58051148	+	0.000	0.000	Merged-chr19-58051277-2
NR2491--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR6734--MA0002.2.RUNX1	chr4	47746775	47746785	-	0.000	0.000	Merged-chr4-47746738-34
NR8632--MA0002.2.RUNX1	chr7	51621951	51621961	-	0.000	0.000	Merged-chr7-51621902-16
NR2102--MA0002.2.RUNX1	chr12	73383968	73383978	+	0.000	0.000	Merged-chr12-73384028-7
NR6107--MA0002.2.RUNX1	chr3	81102253	81102263	+	0.000	0.000	Merged-chr3-81102418-9
NR7056--MA0684.1.RUNX3	chr4	134106301	134106310	-	0.000	0.000	Merged-chr4-134106328-10
NR6739--MA0002.2.RUNX1	chr4	53278150	53278160	-	0.000	0.000	Merged-chr4-53278272-26
NR4582--MA0511.2.RUNX2	chr18	32149484	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR6543--MA0002.2.RUNX1	chr3	149443134	149443144	+	0.000	0.000	Merged-chr3-149443176-11
NR6672--MA0684.1.RUNX3	chr4	32388921	32388930	+	0.000	0.000	Merged-chr4-32388738-7
NR6467--MA0684.1.RUNX3	chr3	142863419	142863428	+	0.000	0.000	Merged-chr3-142863489-16
NR1982--MA0684.1.RUNX3	chr12	21472601	21472610	-	0.000	0.000	Merged-chr12-21472738-21
NR6525--MA0511.2.RUNX2	chr3	146776751	146776759	+	0.000	0.000	Merged-chr3-146776816-2
NR5301--MA0002.2.RUNX1	chr2	36220299	36220309	+	0.000	0.000	Merged-chr2-36220233-13
NR174--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR7279--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR2777--MA0511.2.RUNX2	chr13	93764721	93764729	+	0.000	0.000	Merged-chr13-93764810-22
NR5240--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR1261--MA0002.2.RUNX1	chr10	93195083	93195093	-	0.000	0.000	Merged-chr10-93194947-1
NR1022--MA0002.2.RUNX1	chr10	42849060	42849070	-	0.000	0.000	Merged-chr10-42848913-29
NR8818--MA0002.2.RUNX1	chr7	100950768	100950778	+	0.000	0.000	Merged-chr7-100950799-22
NR4316--MA0002.2.RUNX1	chr17	51396111	51396121	+	0.000	0.000	Merged-chr17-51396225-19
NR4839--MA0002.2.RUNX1	chr18	81211045	81211055	+	0.000	0.000	Merged-chr18-81210997-16
NR4392--MA0684.1.RUNX3	chr17	71216502	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR6466--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR1981--MA0002.2.RUNX1	chr12	21472600	21472610	+	0.000	0.000	Merged-chr12-21472738-21
NR9972--MA0684.1.RUNX3	chr9	115214733	115214742	-	0.000	0.000	Merged-chr9-115214840-19
NR6118--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR9541--MA0511.2.RUNX2	chr9	15004406	15004414	+	0.000	0.000	Merged-chr9-15004523-21
NR2979--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR3706--MA0002.2.RUNX1	chr15	100119555	100119565	+	0.000	0.000	Merged-chr15-100119488-4
NR7840--MA0511.2.RUNX2	chr6	5436828	5436836	-	0.000	0.000	Merged-chr6-5436735-3
NR5171--MA0002.2.RUNX1	chr2	7254732	7254742	+	0.000	0.000	Merged-chr2-7254714-17
NR4598--MA0511.2.RUNX2	chr18	35383457	35383465	+	0.000	0.000	Merged-chr18-35383519-5
NR1455--MA0002.2.RUNX1	chr10	128135525	128135535	-	0.000	0.000	Merged-chr10-128135587-20
NR7889--MA0002.2.RUNX1	chr6	30340466	30340476	-	0.000	0.000	Merged-chr6-30340459-13
NR3929--MA0002.2.RUNX1	chr16	55531048	55531058	+	0.000	0.000	Merged-chr16-55531037-7
NR1520--MA0511.2.RUNX2	chr11	16858838	16858846	-	0.000	0.000	Merged-chr11-16858803-1
NR7222--MA0684.1.RUNX3	chr5	10254862	10254871	-	0.000	0.000	Merged-chr5-10254903-14
NR5426--MA0002.2.RUNX1	chr2	71843427	71843437	+	0.000	0.000	Merged-chr2-71843530-15
NR1718--MA0002.2.RUNX1	chr11	79670751	79670761	-	0.000	0.000	Merged-chr11-79670763-15
NR6106--MA0511.2.RUNX2	chr3	81102255	81102263	-	0.000	0.000	Merged-chr3-81102418-9
NR9970--MA0684.1.RUNX3	chr9	115088474	115088483	+	0.000	0.000	Merged-chr9-115088492-13
NR2981--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR3175--MA0002.2.RUNX1	chr14	74977061	74977071	+	0.000	0.000	Merged-chr14-74977138-7
NR5506--MA0002.2.RUNX1	chr2	91088246	91088256	-	0.000	0.000	Merged-chr2-91088396-18
NR1004--MA0002.2.RUNX1	chr10	39340069	39340079	+	0.000	0.000	Merged-chr10-39339887-44
NR2966--MA0002.2.RUNX1	chr14	16172551	16172561	+	0.000	0.000	Merged-chr14-16172497-2
NR563--MA0002.2.RUNX1	chr1	153238161	153238171	+	0.000	0.000	Merged-chr1-153238219-13
NR1021--MA0511.2.RUNX2	chr10	42849060	42849068	+	0.000	0.000	Merged-chr10-42848913-29
NR3268--MA0002.2.RUNX1	chr14	103532689	103532699	-	0.000	0.000	Merged-chr14-103532610-9
NR4203--MA0002.2.RUNX1	chr17	27997540	27997550	-	0.000	0.000	Merged-chr17-27997387-33
NR2980--MA0002.2.RUNX1	chr14	20775785	20775795	-	0.000	0.000	Merged-chr14-20775848-16
NR7369--MA0002.2.RUNX1	chr5	52872436	52872446	-	0.000	0.000	Merged-chr5-52872385-12
NR7054--MA0511.2.RUNX2	chr4	134106302	134106310	-	0.000	0.000	Merged-chr4-134106328-10
NR2013--MA0002.2.RUNX1	chr12	33388962	33388972	+	0.000	0.000	Merged-chr12-33389022-18
NR643--MA0002.2.RUNX1	chr1	164426444	164426454	+	0.000	0.000	Merged-chr1-164426485-2
NR2806--MA0684.1.RUNX3	chr13	98803941	98803950	+	0.000	0.000	Merged-chr13-98803850-12
NR3434--MA0511.2.RUNX2	chr15	36565768	36565776	-	0.000	0.000	Merged-chr15-36565719-31
NR5287--MA0684.1.RUNX3	chr2	32520788	32520797	+	0.000	0.000	Merged-chr2-32520639-22
NR351--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR4317--MA0002.2.RUNX1	chr17	51396117	51396127	+	0.000	0.000	Merged-chr17-51396225-19
NR887--MA0002.2.RUNX1	chr10	10307520	10307530	+	0.000	0.000	Merged-chr10-10307543-35
NR7277--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR4961--MA0511.2.RUNX2	chr19	21199930	21199938	-	0.000	0.000	Merged-chr19-21199898-12
NR6393--MA0002.2.RUNX1	chr3	132575129	132575139	+	0.000	0.000	Merged-chr3-132575270-5
NR2717--MA0002.2.RUNX1	chr13	81705689	81705699	-	0.000	0.000	Merged-chr13-81705633-6
NR4583--MA0002.2.RUNX1	chr18	32149482	32149492	+	0.000	0.000	Merged-chr18-32149405-13
NR8989--MA0002.2.RUNX1	chr7	128181966	128181976	-	0.000	0.000	Merged-chr7-128181851-12
NR3299--MA0684.1.RUNX3	chr14	116592462	116592471	-	0.000	0.000	Merged-chr14-116592513-1
NR4390--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR6526--MA0002.2.RUNX1	chr3	146776751	146776761	-	0.000	0.000	Merged-chr3-146776816-2
NR168--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR2804--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR4988--MA0684.1.RUNX3	chr19	32112560	32112569	+	0.000	0.000	Merged-chr19-32112588-4
NR2778--MA0002.2.RUNX1	chr13	93764721	93764731	-	0.000	0.000	Merged-chr13-93764810-22
NR7801--MA0002.2.RUNX1	chr5	145988722	145988732	+	0.000	0.000	Merged-chr5-145988914-2
NR2489--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR1374--MA0002.2.RUNX1	chr10	118090064	118090074	-	0.000	0.000	Merged-chr10-118090052-13
NR6116--MA0684.1.RUNX3	chr3	81789077	81789086	-	0.000	0.000	Merged-chr3-81789091-24
NR6239--MA0002.2.RUNX1	chr3	101884383	101884393	-	0.000	0.000	Merged-chr3-101884248-30
NR3020--MA0002.2.RUNX1	chr14	30675111	30675121	-	0.000	0.000	Merged-chr14-30675172-26
NR8633--MA0684.1.RUNX3	chr7	51621951	51621960	+	0.000	0.000	Merged-chr7-51621902-16
NR6205--MA0002.2.RUNX1	chr3	95722625	95722635	+	0.000	0.000	Merged-chr3-95722546-39
NR3413--MA0002.2.RUNX1	chr15	31649791	31649801	+	0.000	0.000	Merged-chr15-31649789-27
NR1637--MA0002.2.RUNX1	chr11	58017537	58017547	+	0.000	0.000	Merged-chr11-58017541-22
NR2077--MA0002.2.RUNX1	chr12	68840432	68840442	-	0.000	0.000	Merged-chr12-68840505-1
NR6108--MA0684.1.RUNX3	chr3	81102254	81102263	-	0.000	0.000	Merged-chr3-81102418-9
NR9542--MA0002.2.RUNX1	chr9	15004571	15004581	+	0.000	0.000	Merged-chr9-15004523-21
NR5977--MA0002.2.RUNX1	chr3	28244426	28244436	+	0.000	0.000	Merged-chr3-28244555-21
NR4345--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR9969--MA0002.2.RUNX1	chr9	115088474	115088484	-	0.000	0.000	Merged-chr9-115088492-13
NR4202--MA0511.2.RUNX2	chr17	27997540	27997548	+	0.000	0.000	Merged-chr17-27997387-33
NR1170--MA0002.2.RUNX1	chr10	78345838	78345848	-	0.000	0.000	Merged-chr10-78345751-13
NR4498--MA0002.2.RUNX1	chr17	88429221	88429231	+	0.000	0.000	Merged-chr17-88429158-10
NR6544--MA0684.1.RUNX3	chr3	149443135	149443144	-	0.000	0.000	Merged-chr3-149443176-11
NR6048--MA0002.2.RUNX1	chr3	60111336	60111346	+	0.000	0.000	Merged-chr3-60111409-19
NR1704--MA0002.2.RUNX1	chr11	76677231	76677241	+	0.000	0.000	Merged-chr11-76677169-5
NR9612--MA0511.2.RUNX2	chr9	44720806	44720814	+	0.000	0.000	Merged-chr9-44720796-15
NR175--MA0684.1.RUNX3	chr1	59180217	59180226	+	0.000	0.000	Merged-chr1-59180254-19
NR4346--MA0684.1.RUNX3	chr17	56717937	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR1521--MA0002.2.RUNX1	chr11	16858836	16858846	+	0.000	0.000	Merged-chr11-16858803-1
NR1023--MA0684.1.RUNX3	chr10	42849060	42849069	+	0.000	0.000	Merged-chr10-42848913-29
NR9613--MA0684.1.RUNX3	chr9	44720806	44720815	+	0.000	0.000	Merged-chr9-44720796-15
NR5124--MA0684.1.RUNX3	chr19	58051140	58051149	+	0.000	0.000	Merged-chr19-58051277-2
NR7403--MA0002.2.RUNX1	chr5	64609613	64609623	+	0.000	0.000	Merged-chr5-64609569-18
NR7370--MA0684.1.RUNX3	chr5	52872436	52872445	+	0.000	0.000	Merged-chr5-52872385-12
NR9824--MA0002.2.RUNX1	chr9	86579902	86579912	+	0.000	0.000	Merged-chr9-86579809-9
NR5322--MA0002.2.RUNX1	chr2	49868558	49868568	-	0.000	0.000	Merged-chr2-49868587-25
NR562--MA0002.2.RUNX1	chr1	153238152	153238162	+	0.000	0.000	Merged-chr1-153238219-13
