#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-log2fc-1_dn.bed
NR49643--MA0599.1.KLF5	chr5	67155661	67155670	+	0.000	0.000	Merged-chr5-67155759-12
NR13465--MA0599.1.KLF5	chr12	11196556	11196565	-	0.000	0.000	Merged-chr12-11196431-27
NR33642--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR3689--MA1107.1.KLF9	chr1	176996975	176996987	+	0.000	0.000	Merged-chr1-176997002-19
NR55887--MA0599.1.KLF5	chr6	121017544	121017553	-	0.000	0.000	Merged-chr6-121017523-33
NR394--MA0493.1.Klf1	chr1	37300937	37300947	-	0.000	0.000	Merged-chr1-37301008-22
NR12161--MA0742.1.Klf12	chr11	102467219	102467233	-	0.000	0.000	Merged-chr11-102467251-44
NR26522--MA0742.1.Klf12	chr16	92400136	92400150	-	0.000	0.000	Merged-chr16-92400195-21
NR63966--MA0599.1.KLF5	chr8	87472690	87472699	+	0.000	0.000	Merged-chr8-87472817-24
NR2184--MA0599.1.KLF5	chr1	133053260	133053269	+	0.000	0.000	Merged-chr1-133053249-27
NR62722--MA0742.1.Klf12	chr8	34529601	34529615	-	0.000	0.000	Merged-chr8-34529653-1
NR41814--MA1107.1.KLF9	chr3	100421692	100421704	+	0.000	0.000	Merged-chr3-100421832-10
NR40770--MA0599.1.KLF5	chr3	62338941	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR63806--MA0740.1.KLF14	chr8	84025965	84025978	+	0.000	0.000	Merged-chr8-84026107-15
NR59572--MA0741.1.KLF16	chr7	78583833	78583843	-	0.000	0.000	Merged-chr7-78583930-15
NR55864--MA0741.1.KLF16	chr6	120539397	120539407	-	0.000	0.000	Merged-chr6-120539283-23
NR22120--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR18196--MA0657.1.KLF13	chr13	98299064	98299081	+	0.000	0.000	Merged-chr13-98299222-33
NR49865--MA0657.1.KLF13	chr5	75662514	75662531	-	0.000	0.000	Merged-chr5-75662405-46
NR58644--MA0742.1.Klf12	chr7	34630503	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR41012--MA0741.1.KLF16	chr3	79129234	79129244	-	0.000	0.000	Merged-chr3-79129160-12
NR59319--MA1107.1.KLF9	chr7	64217549	64217561	+	0.000	0.000	Merged-chr7-64217693-5
NR22895--MA0741.1.KLF16	chr15	64382594	64382604	+	0.000	0.000	Merged-chr15-64382690-41
NR49854--MA0741.1.KLF16	chr5	75143469	75143479	+	0.000	0.000	Merged-chr5-75143306-22
NR58441--MA0740.1.KLF14	chr7	28451949	28451962	+	0.000	0.000	Merged-chr7-28452002-19
NR63742--MA0493.1.Klf1	chr8	83390148	83390158	-	0.000	0.000	Merged-chr8-83389958-14
NR58648--MA0741.1.KLF16	chr7	34630499	34630509	-	0.000	0.000	Merged-chr7-34630517-24
NR64818--MA1107.1.KLF9	chr8	117855301	117855313	-	0.000	0.000	Merged-chr8-117855395-3
NR57069--MA0742.1.Klf12	chr6	144329504	144329518	+	0.000	0.000	Merged-chr6-144329601-7
NR14509--MA0741.1.KLF16	chr12	76822538	76822548	-	0.000	0.000	Merged-chr12-76822446-31
NR27890--MA1107.1.KLF9	chr17	29297851	29297863	+	0.000	0.000	Merged-chr17-29297953-13
NR45790--MA0740.1.KLF14	chr4	101419686	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR64191--MA0741.1.KLF16	chr8	95154909	95154919	+	0.000	0.000	Merged-chr8-95154872-23
NR55112--MA1107.1.KLF9	chr6	98609335	98609347	+	0.000	0.000	Merged-chr6-98609321-36
NR61599--MA0599.1.KLF5	chr7	134263709	134263718	+	0.000	0.000	Merged-chr7-134263523-1
NR43372--MA1107.1.KLF9	chr3	144155994	144156006	+	0.000	0.000	Merged-chr3-144155957-17
NR1588--MA0740.1.KLF14	chr1	90660225	90660238	-	0.000	0.000	Merged-chr1-90660312-12
NR24831--MA1107.1.KLF9	chr16	7550777	7550789	-	0.000	0.000	Merged-chr16-7550847-1
NR4905--MA1107.1.KLF9	chr10	5795635	5795647	+	0.000	0.000	Merged-chr10-5795457-7
NR56202--MA1107.1.KLF9	chr6	127942028	127942040	+	0.000	0.000	Merged-chr6-127942038-1
NR39622--MA0493.1.Klf1	chr2	173444618	173444628	+	0.000	0.000	Merged-chr2-173444560-32
NR38330--MA1107.1.KLF9	chr2	147832605	147832617	+	0.000	0.000	Merged-chr2-147832545-2
NR15534--MA0741.1.KLF16	chr12	108554916	108554926	+	0.000	0.000	Merged-chr12-108554926-29
NR31397--MA0741.1.KLF16	chr18	65924899	65924909	-	0.000	0.000	Merged-chr18-65924997-33
NR26796--MA1107.1.KLF9	chr16	97002491	97002503	+	0.000	0.000	Merged-chr16-97002537-1
NR41190--MA0741.1.KLF16	chr3	87948270	87948280	-	0.000	0.000	Merged-chr3-87948447-14
NR25371--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR65174--MA1107.1.KLF9	chr8	123163081	123163093	+	0.000	0.000	Merged-chr8-123163099-40
NR24076--MA0599.1.KLF5	chr15	94255266	94255275	+	0.000	0.000	Merged-chr15-94255177-46
NR22377--MA0741.1.KLF16	chr15	37437359	37437369	+	0.000	0.000	Merged-chr15-37437279-19
NR15404--MA0741.1.KLF16	chr12	105981751	105981761	-	0.000	0.000	Merged-chr12-105981568-18
NR39784--MA0599.1.KLF5	chr2	178239788	178239797	-	0.000	0.000	Merged-chr2-178239621-1
NR24836--MA1107.1.KLF9	chr16	7550787	7550799	-	0.000	0.000	Merged-chr16-7550847-1
NR25157--MA0599.1.KLF5	chr16	21204698	21204707	-	0.000	0.000	Merged-chr16-21204669-33
NR60682--MA0740.1.KLF14	chr7	112679301	112679314	+	0.000	0.000	Merged-chr7-112679423-49
NR56207--MA1107.1.KLF9	chr6	127942094	127942106	+	0.000	0.000	Merged-chr6-127942038-1
NR45628--MA0741.1.KLF16	chr4	95354206	95354216	+	0.000	0.000	Merged-chr4-95354133-23
NR33199--MA0741.1.KLF16	chr19	25672366	25672376	-	0.000	0.000	Merged-chr19-25672402-22
NR8275--MA0039.3.KLF4	chr10	118310881	118310891	+	0.000	0.000	Merged-chr10-118310957-20
NR24742--MA1107.1.KLF9	chr16	4469938	4469950	+	0.000	0.000	Merged-chr16-4469915-27
NR58651--MA0740.1.KLF14	chr7	34630652	34630665	+	0.000	0.000	Merged-chr7-34630517-24
NR3763--MA0599.1.KLF5	chr1	178673879	178673888	-	0.000	0.000	Merged-chr1-178673766-1
NR11112--MA0599.1.KLF5	chr11	81771317	81771326	+	0.000	0.000	Merged-chr11-81771187-1
NR33795--MA0493.1.Klf1	chr19	46148529	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR220--MA1107.1.KLF9	chr1	25764999	25765011	-	0.000	0.000	Merged-chr1-25764961-1
NR58652--MA0599.1.KLF5	chr7	34630653	34630662	+	0.000	0.000	Merged-chr7-34630517-24
NR53829--MA0493.1.Klf1	chr6	38524014	38524024	-	0.000	0.000	Merged-chr6-38524100-15
NR45361--MA0599.1.KLF5	chr4	82755890	82755899	+	0.000	0.000	Merged-chr4-82755852-39
NR19582--MA0741.1.KLF16	chr14	21683000	21683010	-	0.000	0.000	Merged-chr14-21683018-22
NR13466--MA0741.1.KLF16	chr12	11196555	11196565	-	0.000	0.000	Merged-chr12-11196431-27
NR26801--MA1107.1.KLF9	chr16	97002515	97002527	+	0.000	0.000	Merged-chr16-97002537-1
NR50040--MA0493.1.Klf1	chr5	86783215	86783225	+	0.000	0.000	Merged-chr5-86783243-43
NR20831--MA0493.1.Klf1	chr14	73445309	73445319	+	0.000	0.000	Merged-chr14-73445360-10
NR65413--MA0599.1.KLF5	chr8	126824503	126824512	+	0.000	0.000	Merged-chr8-126824669-18
NR47998--MA0740.1.KLF14	chr4	150087349	150087362	-	0.000	0.000	Merged-chr4-150087480-81
NR1127--MA0599.1.KLF5	chr1	72870387	72870396	-	0.000	0.000	Merged-chr1-72870469-25
NR26143--MA1107.1.KLF9	chr16	78264699	78264711	-	0.000	0.000	Merged-chr16-78264728-2
NR27121--MA1107.1.KLF9	chr17	10425420	10425432	+	0.000	0.000	Merged-chr17-10425505-16
NR12160--MA0740.1.KLF14	chr11	102467238	102467251	-	0.000	0.000	Merged-chr11-102467251-44
NR15122--MA0493.1.Klf1	chr12	100277002	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR41690--MA1107.1.KLF9	chr3	96939002	96939014	-	0.000	0.000	Merged-chr3-96938962-26
NR58875--MA1107.1.KLF9	chr7	44572466	44572478	+	0.000	0.000	Merged-chr7-44572491-3
NR22988--MA0741.1.KLF16	chr15	72859408	72859418	+	0.000	0.000	Merged-chr15-72859470-25
NR8643--MA1107.1.KLF9	chr10	125333656	125333668	+	0.000	0.000	Merged-chr10-125333760-2
NR225--MA1107.1.KLF9	chr1	25765009	25765021	-	0.000	0.000	Merged-chr1-25764961-1
NR62721--MA0740.1.KLF14	chr8	34529602	34529615	-	0.000	0.000	Merged-chr8-34529653-1
NR38326--MA0039.3.KLF4	chr2	147832615	147832625	+	0.000	0.000	Merged-chr2-147832545-2
NR58442--MA0599.1.KLF5	chr7	28451956	28451965	+	0.000	0.000	Merged-chr7-28452002-19
NR42726--MA0039.3.KLF4	chr3	129588984	129588994	-	0.000	0.000	Merged-chr3-129588899-30
NR16735--MA0742.1.Klf12	chr13	41097558	41097572	-	0.000	0.000	Merged-chr13-41097728-40
NR70124--MA0599.1.KLF5	chrX	104857309	104857318	+	0.000	0.000	Merged-chrX-104857124-25
NR38344--MA0741.1.KLF16	chr2	147832655	147832665	-	0.000	0.000	Merged-chr2-147832545-2
NR20523--MA0599.1.KLF5	chr14	62555722	62555731	-	0.000	0.000	Merged-chr14-62555762-39
NR19029--MA1107.1.KLF9	chr13	112801418	112801430	-	0.000	0.000	Merged-chr13-112801565-4
NR67261--MA0493.1.Klf1	chr9	75429149	75429159	-	0.000	0.000	Merged-chr9-75429221-1
NR46120--MA0599.1.KLF5	chr4	111416002	111416011	+	0.000	0.000	Merged-chr4-111415827-1
NR41195--MA0741.1.KLF16	chr3	87948275	87948285	-	0.000	0.000	Merged-chr3-87948447-14
NR22376--MA0599.1.KLF5	chr15	37437359	37437368	+	0.000	0.000	Merged-chr15-37437279-19
NR33044--MA0599.1.KLF5	chr19	16998129	16998138	-	0.000	0.000	Merged-chr19-16998164-33
NR17580--MA0599.1.KLF5	chr13	73265757	73265766	+	0.000	0.000	Merged-chr13-73265684-17
NR30134--MA0741.1.KLF16	chr17	88654072	88654082	-	0.000	0.000	Merged-chr17-88654141-3
NR35213--MA0742.1.Klf12	chr2	31043124	31043138	-	0.000	0.000	Merged-chr2-31043017-22
NR12443--MA1107.1.KLF9	chr11	109124567	109124579	+	0.000	0.000	Merged-chr11-109124612-1
NR44172--MA1107.1.KLF9	chr4	11386618	11386630	+	0.000	0.000	Merged-chr4-11386729-1
NR58643--MA0740.1.KLF14	chr7	34630504	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR55862--MA0599.1.KLF5	chr6	120539392	120539401	-	0.000	0.000	Merged-chr6-120539283-23
NR58327--MA0741.1.KLF16	chr7	27325314	27325324	+	0.000	0.000	Merged-chr7-27325300-3
NR41001--MA1107.1.KLF9	chr3	79129190	79129202	-	0.000	0.000	Merged-chr3-79129160-12
NR54095--MA1107.1.KLF9	chr6	49973799	49973811	-	0.000	0.000	Merged-chr6-49973713-27
NR37962--MA1107.1.KLF9	chr2	139628904	139628916	+	0.000	0.000	Merged-chr2-139628868-19
NR68372--MA0741.1.KLF16	chr9	107340713	107340723	+	0.000	0.000	Merged-chr9-107340908-4
NR50631--MA1107.1.KLF9	chr5	106684953	106684965	+	0.000	0.000	Merged-chr5-106684923-4
NR44171--MA0741.1.KLF16	chr4	11386595	11386605	+	0.000	0.000	Merged-chr4-11386729-1
NR12234--MA0599.1.KLF5	chr11	104001252	104001261	-	0.000	0.000	Merged-chr11-104001412-21
NR22619--MA0741.1.KLF16	chr15	55906998	55907008	+	0.000	0.000	Merged-chr15-55906885-1
NR13977--MA0493.1.Klf1	chr12	41566407	41566417	+	0.000	0.000	Merged-chr12-41566300-31
NR63807--MA0599.1.KLF5	chr8	84025974	84025983	+	0.000	0.000	Merged-chr8-84026107-15
NR58889--MA1107.1.KLF9	chr7	44572494	44572506	+	0.000	0.000	Merged-chr7-44572491-3
NR61076--MA0493.1.Klf1	chr7	122932283	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR8657--MA1107.1.KLF9	chr10	125333684	125333696	+	0.000	0.000	Merged-chr10-125333760-2
NR14508--MA0599.1.KLF5	chr12	76822539	76822548	-	0.000	0.000	Merged-chr12-76822446-31
NR60680--MA0493.1.Klf1	chr7	112679260	112679270	+	0.000	0.000	Merged-chr7-112679423-49
NR62406--MA0742.1.Klf12	chr8	13200679	13200693	-	0.000	0.000	Merged-chr8-13200567-28
NR41006--MA1107.1.KLF9	chr3	79129200	79129212	-	0.000	0.000	Merged-chr3-79129160-12
NR7133--MA1107.1.KLF9	chr10	83898149	83898161	+	0.000	0.000	Merged-chr10-83898059-2
NR35179--MA0740.1.KLF14	chr2	30690445	30690458	+	0.000	0.000	Merged-chr2-30690325-1
NR69142--MA0599.1.KLF5	chr9	120116454	120116463	-	0.000	0.000	Merged-chr9-120116499-4
NR65341--MA1107.1.KLF9	chr8	125888309	125888321	-	0.000	0.000	Merged-chr8-125888357-1
NR23896--MA0741.1.KLF16	chr15	89498796	89498806	+	0.000	0.000	Merged-chr15-89498857-24
NR54100--MA1107.1.KLF9	chr6	49973809	49973821	-	0.000	0.000	Merged-chr6-49973713-27
NR33988--MA0740.1.KLF14	chr19	53572238	53572251	+	0.000	0.000	Merged-chr19-53572212-14
NR63709--MA0599.1.KLF5	chr8	81881728	81881737	+	0.000	0.000	Merged-chr8-81881786-34
NR12229--MA1107.1.KLF9	chr11	103776913	103776925	-	0.000	0.000	Merged-chr11-103776919-6
NR63811--MA0742.1.Klf12	chr8	84026054	84026068	+	0.000	0.000	Merged-chr8-84026107-15
NR7129--MA1107.1.KLF9	chr10	83898141	83898153	+	0.000	0.000	Merged-chr10-83898059-2
NR17581--MA0741.1.KLF16	chr13	73265752	73265762	+	0.000	0.000	Merged-chr13-73265684-17
NR37203--MA0599.1.KLF5	chr2	117335744	117335753	+	0.000	0.000	Merged-chr2-117335736-33
NR27719--MA0599.1.KLF5	chr17	27655796	27655805	-	0.000	0.000	Merged-chr17-27655639-31
NR49829--MA0493.1.Klf1	chr5	74471084	74471094	-	0.000	0.000	Merged-chr5-74471085-11
NR45841--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR5729--MA0493.1.Klf1	chr10	44786596	44786606	+	0.000	0.000	Merged-chr10-44786456-11
NR33019--MA0741.1.KLF16	chr19	16373318	16373328	+	0.000	0.000	Merged-chr19-16373273-16
NR59867--MA0741.1.KLF16	chr7	90081956	90081966	+	0.000	0.000	Merged-chr7-90081975-11
NR60492--MA1107.1.KLF9	chr7	108306342	108306354	-	0.000	0.000	Merged-chr7-108306427-2
NR59733--MA0742.1.Klf12	chr7	81454606	81454620	+	0.000	0.000	Merged-chr7-81454544-19
NR38328--MA0741.1.KLF16	chr2	147832614	147832624	+	0.000	0.000	Merged-chr2-147832545-2
NR63815--MA0741.1.KLF16	chr8	84026055	84026065	+	0.000	0.000	Merged-chr8-84026107-15
NR7992--MA0741.1.KLF16	chr10	111912406	111912416	-	0.000	0.000	Merged-chr10-111912286-27
NR27724--MA0741.1.KLF16	chr17	27655801	27655811	-	0.000	0.000	Merged-chr17-27655639-31
NR45627--MA0599.1.KLF5	chr4	95354206	95354215	+	0.000	0.000	Merged-chr4-95354133-23
NR65319--MA0039.3.KLF4	chr8	125558864	125558874	+	0.000	0.000	Merged-chr8-125558804-33
NR14464--MA0599.1.KLF5	chr12	75503297	75503306	+	0.000	0.000	Merged-chr12-75503354-19
NR33644--MA1107.1.KLF9	chr19	42770731	42770743	-	0.000	0.000	Merged-chr19-42770693-24
NR20940--MA0741.1.KLF16	chr14	76165442	76165452	-	0.000	0.000	Merged-chr14-76165391-21
NR59737--MA0741.1.KLF16	chr7	81454607	81454617	+	0.000	0.000	Merged-chr7-81454544-19
NR1842--MA0741.1.KLF16	chr1	118627883	118627893	+	0.000	0.000	Merged-chr1-118628003-42
NR54981--MA0741.1.KLF16	chr6	91713132	91713142	-	0.000	0.000	Merged-chr6-91712946-25
NR63968--MA1107.1.KLF9	chr8	87472689	87472701	+	0.000	0.000	Merged-chr8-87472817-24
NR60774--MA0742.1.Klf12	chr7	115495322	115495336	+	0.000	0.000	Merged-chr7-115495056-66
NR4903--MA1107.1.KLF9	chr10	5795631	5795643	+	0.000	0.000	Merged-chr10-5795457-7
NR43466--MA0742.1.Klf12	chr3	146039641	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR53664--MA0741.1.KLF16	chr6	29517307	29517317	-	0.000	0.000	Merged-chr6-29517345-20
NR68576--MA0740.1.KLF14	chr9	110880111	110880124	+	0.000	0.000	Merged-chr9-110880207-47
NR63937--MA0741.1.KLF16	chr8	86485164	86485174	-	0.000	0.000	Merged-chr8-86484982-16
NR30827--MA0740.1.KLF14	chr18	43492979	43492992	-	0.000	0.000	Merged-chr18-43493033-11
NR57070--MA0039.3.KLF4	chr6	144329506	144329516	+	0.000	0.000	Merged-chr6-144329601-7
NR3883--MA0741.1.KLF16	chr1	180426377	180426387	+	0.000	0.000	Merged-chr1-180426337-1
NR27712--MA0742.1.Klf12	chr17	27564904	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR24929--MA0599.1.KLF5	chr16	13448008	13448017	-	0.000	0.000	Merged-chr16-13448119-36
NR58832--MA1107.1.KLF9	chr7	43351264	43351276	-	0.000	0.000	Merged-chr7-43351376-2
NR39624--MA1107.1.KLF9	chr2	173444618	173444630	+	0.000	0.000	Merged-chr2-173444560-32
NR51306--MA1107.1.KLF9	chr5	119359917	119359929	-	0.000	0.000	Merged-chr5-119360019-16
NR30832--MA0493.1.Klf1	chr18	43493012	43493022	-	0.000	0.000	Merged-chr18-43493033-11
NR64817--MA0493.1.Klf1	chr8	117855303	117855313	-	0.000	0.000	Merged-chr8-117855395-3
NR55572--MA0493.1.Klf1	chr6	114790301	114790311	-	0.000	0.000	Merged-chr6-114790345-26
NR39618--MA0740.1.KLF14	chr2	173444556	173444569	+	0.000	0.000	Merged-chr2-173444560-32
NR41747--MA0599.1.KLF5	chr3	98348851	98348860	-	0.000	0.000	Merged-chr3-98348996-3
NR25373--MA1107.1.KLF9	chr16	32516547	32516559	-	0.000	0.000	Merged-chr16-32516451-30
NR66129--MA0599.1.KLF5	chr9	41935883	41935892	-	0.000	0.000	Merged-chr9-41935840-14
NR49329--MA0599.1.KLF5	chr5	44239421	44239430	+	0.000	0.000	Merged-chr5-44239344-7
NR12230--MA0741.1.KLF16	chr11	103808768	103808778	-	0.000	0.000	Merged-chr11-103808730-15
NR27716--MA0741.1.KLF16	chr17	27564907	27564917	-	0.000	0.000	Merged-chr17-27564806-2
NR24825--MA1107.1.KLF9	chr16	7550765	7550777	-	0.000	0.000	Merged-chr16-7550847-1
NR66473--MA0493.1.Klf1	chr9	54501270	54501280	+	0.000	0.000	Merged-chr9-54501243-1
NR19023--MA0599.1.KLF5	chr13	112801420	112801429	-	0.000	0.000	Merged-chr13-112801565-4
NR21373--MA0599.1.KLF5	chr14	103620083	103620092	-	0.000	0.000	Merged-chr14-103620031-34
NR15415--MA0741.1.KLF16	chr12	106046459	106046469	-	0.000	0.000	Merged-chr12-106046288-9
NR53827--MA0742.1.Klf12	chr6	38524010	38524024	-	0.000	0.000	Merged-chr6-38524100-15
NR30994--MA0599.1.KLF5	chr18	53418095	53418104	+	0.000	0.000	Merged-chr18-53418017-24
NR41304--MA0599.1.KLF5	chr3	89378611	89378620	-	0.000	0.000	Merged-chr3-89378543-26
NR21461--MA0039.3.KLF4	chr14	111676011	111676021	+	0.000	0.000	Merged-chr14-111675959-27
NR29147--MA0493.1.Klf1	chr17	64182520	64182530	-	0.000	0.000	Merged-chr17-64182571-3
NR38342--MA1107.1.KLF9	chr2	147832633	147832645	+	0.000	0.000	Merged-chr2-147832545-2
NR62405--MA0740.1.KLF14	chr8	13200675	13200688	-	0.000	0.000	Merged-chr8-13200567-28
NR65168--MA1107.1.KLF9	chr8	123163069	123163081	+	0.000	0.000	Merged-chr8-123163099-40
NR61127--MA0493.1.Klf1	chr7	125186708	125186718	-	0.000	0.000	Merged-chr7-125186656-23
NR65400--MA0741.1.KLF16	chr8	126536325	126536335	+	0.000	0.000	Merged-chr8-126536353-14
NR3882--MA0599.1.KLF5	chr1	180426377	180426386	+	0.000	0.000	Merged-chr1-180426337-1
NR66474--MA0740.1.KLF14	chr9	54501292	54501305	-	0.000	0.000	Merged-chr9-54501243-1
NR30828--MA0657.1.KLF13	chr18	43492976	43492993	-	0.000	0.000	Merged-chr18-43493033-11
NR5412--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR44345--MA0493.1.Klf1	chr4	32932286	32932296	-	0.000	0.000	Merged-chr4-32932259-41
NR9732--MA0599.1.KLF5	chr11	50440049	50440058	-	0.000	0.000	Merged-chr11-50440008-21
NR68210--MA0493.1.Klf1	chr9	104377377	104377387	-	0.000	0.000	Merged-chr9-104377297-14
NR47829--MA1107.1.KLF9	chr4	148115749	148115761	+	0.000	0.000	Merged-chr4-148115678-7
NR70560--MA0493.1.Klf1	chrX	166239311	166239321	-	0.000	0.000	Merged-chrX-166239352-36
NR39441--MA1107.1.KLF9	chr2	169520065	169520077	-	0.000	0.000	Merged-chr2-169519991-22
NR41684--MA0740.1.KLF14	chr3	96938954	96938967	-	0.000	0.000	Merged-chr3-96938962-26
NR25043--MA0493.1.Klf1	chr16	18089247	18089257	+	0.000	0.000	Merged-chr16-18089108-33
NR47073--MA0493.1.Klf1	chr4	134372585	134372595	+	0.000	0.000	Merged-chr4-134372505-25
NR58882--MA1107.1.KLF9	chr7	44572480	44572492	+	0.000	0.000	Merged-chr7-44572491-3
NR38338--MA1107.1.KLF9	chr2	147832625	147832637	+	0.000	0.000	Merged-chr2-147832545-2
NR68579--MA0741.1.KLF16	chr9	110880152	110880162	-	0.000	0.000	Merged-chr9-110880207-47
NR8650--MA1107.1.KLF9	chr10	125333670	125333682	+	0.000	0.000	Merged-chr10-125333760-2
NR232--MA1107.1.KLF9	chr1	25765023	25765035	-	0.000	0.000	Merged-chr1-25764961-1
NR63810--MA0740.1.KLF14	chr8	84026054	84026067	+	0.000	0.000	Merged-chr8-84026107-15
NR26383--MA1107.1.KLF9	chr16	90329845	90329857	+	0.000	0.000	Merged-chr16-90329904-1
NR50960--MA1107.1.KLF9	chr5	113165068	113165080	+	0.000	0.000	Merged-chr5-113165071-16
NR18198--MA0599.1.KLF5	chr13	98299071	98299080	+	0.000	0.000	Merged-chr13-98299222-33
NR1835--MA0742.1.Klf12	chr1	118627882	118627896	+	0.000	0.000	Merged-chr1-118628003-42
NR24741--MA0741.1.KLF16	chr16	4469939	4469949	+	0.000	0.000	Merged-chr16-4469915-27
NR54218--MA0740.1.KLF14	chr6	53709833	53709846	-	0.000	0.000	Merged-chr6-53709881-31
NR1357--MA1107.1.KLF9	chr1	82902301	82902313	-	0.000	0.000	Merged-chr1-82902274-10
NR64109--MA0741.1.KLF16	chr8	93810305	93810315	+	0.000	0.000	Merged-chr8-93810346-59
NR58654--MA1107.1.KLF9	chr7	34630652	34630664	+	0.000	0.000	Merged-chr7-34630517-24
NR59732--MA0740.1.KLF14	chr7	81454606	81454619	+	0.000	0.000	Merged-chr7-81454544-19
