"","seqnames","start","end","width","strand","V4","V5","V6","V7","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"11","chr2",163123596,163123997,402,"*","Merged-chr2-163123770-16",0,"+",NA,"Intron (uc008nsn.1/uc008nsn.1, intron 1 of 1)",2,163087031,163089601,2571,2,"68236","uc008nsm.1",-33995,"ENSMUSG00000070708","Gtsf1l","gametocyte specific factor 1-like"
"12","chr19",33265097,33265673,577,"*","Merged-chr19-33265390-26",0,"+",NA,"Intron (uc008hft.3/67795, intron 4 of 6)",19,33157112,33157201,90,1,"100628575","uc056zie.1",107985,"ENSMUSG00000106278","Mir3970","microRNA 3970"
"13","chr3",37292651,37293070,420,"*","Merged-chr3-37292848-26",0,"+",NA,"Distal Intergenic",3,37308627,37310439,1813,2,"207175","uc008pal.1",17369,"ENSMUSG00000045031","Cetn4","centrin 4"
"14","chr3",123083968,123084451,484,"*","Merged-chr3-123084162-14",0,"+",NA,"Intron (uc012cxa.1/118449, intron 4 of 4)",3,123024043,123034987,10945,2,"59006","uc008rff.2",-48981,"ENSMUSG00000028116","Myoz2","myozenin 2"
"15","chr5",149202880,149203516,637,"*","Merged-chr5-149203183-18",0,"+",NA,"Intron (uc009apg.2/231915, intron 6 of 8)",5,149191336,149215434,24099,1,"231915","uc009apn.1",11544,"ENSMUSG00000041264","Uspl1","ubiquitin specific peptidase like 1"
"16","chr17",24168681,24168966,286,"*","Merged-chr17-24168826-4",0,"+",NA,"Promoter (<=1kb)",17,24163866,24169429,5564,2,"11984","uc008aup.3",463,"ENSMUSG00000024121","Atp6v0c","ATPase, H+ transporting, lysosomal V0 subunit C"
"17","chr4",11090736,11091058,323,"*","Merged-chr4-11090900-12",0,"+",NA,"Distal Intergenic",4,11071393,11076205,4813,2,"76947","uc008ryy.2",-14531,"ENSMUSG00000050323","Ndufaf6","NADH:ubiquinone oxidoreductase complex assembly factor 6"
"18","chr16",23144252,23144759,508,"*","Merged-chr16-23144552-50",0,"+",NA,"Promoter (1-2kb)",16,23146536,23157968,11433,1,"11450","uc007ytk.1",-1777,"ENSMUSG00000022878","Adipoq","adiponectin, C1Q and collagen domain containing"
"19","chr1",79751768,79752819,1052,"*","Merged-chr1-79752241-78",0,"+",NA,"Intron (uc007bqu.2/69368, intron 1 of 11)",1,79702262,79761769,59508,2,"69368","uc007bqu.2",8950,"ENSMUSG00000073643","Wdfy1","WD repeat and FYVE domain containing 1"
"20","chr2",135862697,135863449,753,"*","Merged-chr2-135863064-49",0,"+",NA,"Intron (uc008mob.1/18798, intron 2 of 28)",2,135887691,135987902,100212,1,"18798","uc008moe.1",-24242,"ENSMUSG00000039943","Plcb4","phospholipase C, beta 4"
"21","chr2",150134190,150134680,491,"*","Merged-chr2-150134419-14",0,"+",NA,"Promoter (1-2kb)",2,150114407,150136678,22272,2,"104348","uc008mtx.1",1998,"ENSMUSG00000068134","Zfp120","zinc finger protein 120"
"22","chr17",45686808,45687041,234,"*","Merged-chr17-45686924-2",0,"+",NA,"Promoter (<=1kb)",17,45686372,45698495,12124,1,"68463","uc008crj.1",436,"ENSMUSG00000023939","Mrpl14","mitochondrial ribosomal protein L14"
"23","chr3",115819500,115819706,207,"*","Merged-chr3-115819602-2",0,"+",NA,"Distal Intergenic",3,115881578,115888059,6482,2,"68161","uc008rbp.3",68353,"ENSMUSG00000054426","A930005H10Rik","RIKEN cDNA A930005H10 gene"
"24","chr4",120059522,120059748,227,"*","Merged-chr4-120059634-2",0,"+",NA,"Intron (uc008una.1/16656, intron 2 of 8)",4,120093964,120135411,41448,1,"16656","uc012dki.1",-34216,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"25","chr1",181352444,181352868,425,"*","Merged-chr1-181352639-14",0,"+",NA,"Promoter (<=1kb)",1,181352628,181460641,108014,1,"72978","uc007dxh.2",0,"ENSMUSG00000026514","Cnih3","cornichon family AMPA receptor auxiliary protein 3"
"26","chr6",65818204,65818829,626,"*","Merged-chr6-65818480-32",0,"+",NA,"Intron (uc009cej.1/70779, intron 2 of 2)",6,65778962,65936377,157416,1,"70779","uc012emx.1",39242,"ENSMUSG00000029913","Prdm5","PR domain containing 5"
"27","chr9",7472665,7473253,589,"*","Merged-chr9-7473003-16",0,"+",NA,"Intron (uc009ocp.1/83995, intron 7 of 10)",9,7464141,7476869,12729,1,"83995","uc009ocp.1",8524,"ENSMUSG00000043089","Mmp1a","matrix metallopeptidase 1a (interstitial collagenase)"
"28","chr3",95681301,95681812,512,"*","Merged-chr3-95681559-19",0,"+",NA,"Exon (uc008qkm.2/229595, exon 8 of 18)",3,95676201,95687917,11717,2,"229595","uc008qkm.2",6105,"ENSMUSG00000015850","Adamtsl4","ADAMTS-like 4"
"29","chr19",21630711,21631253,543,"*","Merged-chr19-21630934-27",0,"+",NA,"Intron (uc008gyz.1/66206, intron 1 of 3)",19,21597313,21652791,55479,2,"66206","uc008gyz.1",21538,"ENSMUSG00000035171","1110059E24Rik","RIKEN cDNA 1110059E24 gene"
"30","chr15",25216315,25217417,1103,"*","Merged-chr15-25216736-38",0,"+",NA,"Intron (uc007viv.1/uc007viv.1, intron 1 of 3)",15,25363277,25413764,50488,2,"70350","uc007vix.2",196347,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1"
"31","chr5",146861618,146861971,354,"*","Merged-chr5-146861818-11",0,"+",NA,"Distal Intergenic",5,146845416,146847726,2311,1,"68895","uc009ann.1",16202,"ENSMUSG00000029641","Rasl11a","RAS-like, family 11, member A"
"32","chr7",4948356,4948764,409,"*","Merged-chr7-4948568-26",0,"+",NA,"Distal Intergenic",7,4957081,4964348,7268,2,"381836","uc012exa.1",15584,"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2"
"33","chr6",99485174,99485586,413,"*","Merged-chr6-99485384-21",0,"+",NA,"Intron (uc012epq.1/108655, intron 1 of 19)",6,98925342,99520993,595652,2,"108655","uc012epq.1",35407,"ENSMUSG00000030067","Foxp1","forkhead box P1"
"34","chr5",90257045,90257507,463,"*","Merged-chr5-90257254-26",0,"+",NA,"Promoter (2-3kb)",5,90227166,90254811,27646,2,"81702","uc012dyh.1",-2234,"ENSMUSG00000055204","Ankrd17","ankyrin repeat domain 17"
"35","chr14",14042375,14042773,399,"*","Merged-chr14-14042557-42",0,"+",NA,"Intron (uc007sgi.3/246103, intron 3 of 11)",14,14012491,14107302,94812,1,"246103","uc007sgi.3",29884,"ENSMUSG00000021738","Atxn7","ataxin 7"
"36","chr3",84394810,84395635,826,"*","Merged-chr3-84395228-27",0,"+",NA,"Distal Intergenic",3,84349376,84379921,30546,2,"75309","uc029umw.1",-14889,"ENSMUSG00000104004","4930565D16Rik","RIKEN cDNA 4930565D16 gene"
"37","chr7",49420894,49421579,686,"*","Merged-chr7-49421353-29",0,"+",NA,"Intron (uc057ahi.2/78286, intron 7 of 39)",7,49450760,49464929,14170,1,"78286","uc009hbl.1",-29181,"ENSMUSG00000052512","Nav2","neuron navigator 2"
"38","chr9",120971066,120971569,504,"*","Merged-chr9-120971236-17",0,"+",NA,"Intron (uc012hco.1/209012, intron 35 of 36)",9,120955818,120960507,4690,1,"12387","uc009scv.2",15248,"ENSMUSG00000006932","Ctnnb1","catenin (cadherin associated protein), beta 1"
"39","chr6",33004292,33004730,439,"*","Merged-chr6-33004502-19",0,"+",NA,"Intron (uc009bgo.1/66075, intron 3 of 7)",6,32792227,33060152,267926,2,"66075","uc009bgo.1",55422,"ENSMUSG00000053768","Chchd3","coiled-coil-helix-coiled-coil-helix domain containing 3"
"40","chr2",49482173,49482736,564,"*","Merged-chr2-49482478-20",0,"+",NA,"Intron (uc008jpw.2/227867, intron 1 of 13)",2,49451486,49551609,100124,1,"227867","uc008jpw.2",30687,"ENSMUSG00000069495","Epc2","enhancer of polycomb homolog 2"
"41","chr10",17629102,17629372,271,"*","Merged-chr10-17629235-3",0,"+",NA,"Distal Intergenic",10,17723228,17725674,2447,1,"17684","uc007elt.2",-93856,"ENSMUSG00000039910","Cited2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"
"42","chr2",164081685,164081922,238,"*","Merged-chr2-164081803-8",0,"+",NA,"Intron (uc008ntt.1/58231, intron 2 of 10)",2,164074178,164155521,81344,1,"58231","uc008ntt.1",7507,"ENSMUSG00000018209","Stk4","serine/threonine kinase 4"
"43","chr13",45875586,45876054,469,"*","Merged-chr13-45875875-21",0,"+",NA,"Intron (uc011yyv.3/20238, intron 2 of 7)",13,45549755,45964991,415237,2,"20238","uc011yyv.3",88937,"ENSMUSG00000046876","Atxn1","ataxin 1"
"44","chr5",149458876,149459633,758,"*","Merged-chr5-149459249-24",0,"+",NA,"Exon (uc012ehf.2/75860, exon 4 of 7)",5,149439660,149470979,31320,1,"75860","uc057lop.1",19216,"ENSMUSG00000029660","Tex26","testis expressed 26"
"45","chr1",132038728,132039221,494,"*","Merged-chr1-132038967-32",0,"+",NA,"Promoter (2-3kb)",1,132036783,132041928,5146,2,"213006","uc011wrt.1",2707,"ENSMUSG00000059149","Mfsd4a","major facilitator superfamily domain containing 4A"
"46","chr16",21845850,21846343,494,"*","Merged-chr16-21846082-27",0,"+",NA,"Distal Intergenic",16,21891969,21931877,39909,1,"71751","uc007yrr.2",-45626,"ENSMUSG00000033618","Map3k13","mitogen-activated protein kinase kinase kinase 13"
"47","chr9",14199940,14200852,913,"*","Merged-chr9-14200294-59",0,"+",NA,"Distal Intergenic",9,14276301,14326134,49834,1,"75747","uc009oej.1",-75449,"ENSMUSG00000032009","Sesn3","sestrin 3"
"48","chr17",65957608,65957912,305,"*","Merged-chr17-65957772-5",0,"+",NA,"Distal Intergenic",17,65923065,65951187,28123,2,"65960","uc008dgr.2",-6421,"ENSMUSG00000024098","Twsg1","twisted gastrulation BMP signaling modulator 1"
"49","chr11",83828579,83829021,443,"*","Merged-chr11-83828814-21",0,"+",NA,"Distal Intergenic",11,83850869,83905917,55049,1,"21410","uc007kpx.2",-21848,"ENSMUSG00000020679","Hnf1b","HNF1 homeobox B"
"50","chr14",63227784,63228150,367,"*","Merged-chr14-63227977-21",0,"+",NA,"Intron (uc007uhn.2/14463, intron 2 of 6)",14,63198914,63245271,46358,2,"14463","uc007uhn.2",17121,"ENSMUSG00000021944","Gata4","GATA binding protein 4"
"51","chr10",24482149,24482624,476,"*","Merged-chr10-24482390-32",0,"+",NA,"Distal Intergenic",10,24595442,24598683,3242,1,"14219","uc011xbr.2",-112818,"ENSMUSG00000019997","Ctgf","connective tissue growth factor"
"52","chr9",89872201,89872622,422,"*","Merged-chr9-89872399-22",0,"+",NA,"Distal Intergenic",9,89909775,89915847,6073,1,"19417","uc009qzr.1",-37153,"ENSMUSG00000032356","Rasgrf1","RAS protein-specific guanine nucleotide-releasing factor 1"
"53","chr17",79578426,79579080,655,"*","Merged-chr17-79578807-24",0,"+",NA,"Distal Intergenic",17,79614900,79682152,67253,1,"381110","uc008dpy.1",-35820,"ENSMUSG00000036368","Rmdn2","regulator of microtubule dynamics 2"
"54","chr7",35139931,35140626,696,"*","Merged-chr7-35140267-30",0,"+",NA,"Distal Intergenic",7,35119293,35121928,2636,1,"12606","uc009gjl.3",20638,"ENSMUSG00000034957","Cebpa","CCAAT/enhancer binding protein (C/EBP), alpha"
"55","chr7",83852393,83853093,701,"*","Merged-chr7-83852721-40",0,"+",NA,"Distal Intergenic",7,83880495,83884341,3847,2,"80889","uc009idw.1",31248,"ENSMUSG00000070462","Tlnrd1","talin rod domain containing 1"
"56","chr11",113612096,113612452,357,"*","Merged-chr11-113612276-39",0,"+",NA,"Intron (uc007meo.1/69806, intron 1 of 7)",11,113619481,113625366,5886,1,"20606","uc011yha.2",-7029,"ENSMUSG00000047904","Sstr2","somatostatin receptor 2"
"57","chr3",142710583,142711039,457,"*","Merged-chr3-142710808-19",0,"+",NA,"Intron (uc008roz.2/229905, intron 2 of 13)",3,142701048,142744911,43864,1,"229905","uc008rpa.2",9535,"ENSMUSG00000040213","Kyat3","kynurenine aminotransferase 3"
"58","chr16",20695810,20696240,431,"*","Merged-chr16-20696066-20",0,"+",NA,"Promoter (<=1kb)",16,20695057,20703036,7980,1,"78408","uc007yqx.1",753,"ENSMUSG00000050821","Fam131a","family with sequence similarity 131, member A"
"59","chr16",24859699,24860011,313,"*","Merged-chr16-24859863-8",0,"+",NA,"Intron (uc007yue.2/210126, intron 9 of 12)",16,24973728,24992578,18851,1,"210126","uc007yuj.2",-113717,"ENSMUSG00000033306","Lpp","LIM domain containing preferred translocation partner in lipoma"
"60","chr11",32061861,32062312,452,"*","Merged-chr11-32062095-48",0,"+",NA,"Distal Intergenic",11,32095259,32101228,5970,2,"104692","uc056ykj.1",38916,"ENSMUSG00000086386","Gm12108","predicted gene 12108"
"61","chr9",96696203,96696635,433,"*","Merged-chr9-96696442-50",0,"+",NA,"Intron (uc009rcp.1/245007, intron 2 of 2)",9,96685423,96719445,34023,2,"245007","uc009rcp.1",22810,"ENSMUSG00000040433","Zbtb38","zinc finger and BTB domain containing 38"
"62","chr2",132039927,132040374,448,"*","Merged-chr2-132040154-56",0,"+",NA,"Distal Intergenic",2,131992850,132029988,37139,2,"215653","uc008mmf.2",-9939,"ENSMUSG00000027339","Rassf2","Ras association (RalGDS/AF-6) domain family member 2"
"63","chr10",62500901,62501368,468,"*","Merged-chr10-62501130-23",0,"+",NA,"Intron (uc007fhi.1/19073, intron 1 of 2)",10,62494428,62507755,13328,2,"19073","uc007fhi.1",6387,"ENSMUSG00000020077","Srgn","serglycin"
"64","chr18",56504369,56505176,808,"*","Merged-chr18-56504783-42",0,"+",NA,"Distal Intergenic",18,56538139,56538198,60,1,"102465790","uc033hha.1",-32963,"ENSMUSG00000099196","Mir1258","microRNA 1258"
"65","chr15",64173399,64173960,562,"*","Merged-chr15-64173635-34",0,"+",NA,"Intron (uc007vzh.2/13196, intron 3 of 28)",15,63929094,64060448,131355,2,"223601","uc007vzg.2",-112951,"ENSMUSG00000022378","Fam49b","family with sequence similarity 49, member B"
"66","chr6",8490035,8490380,346,"*","Merged-chr6-8490222-10",0,"+",NA,"Exon (uc009axp.1/uc009axp.1, exon 3 of 3)",6,8492423,8509161,16739,2,"320312","uc009axr.2",18781,"ENSMUSG00000087305","A430035B10Rik","RIKEN cDNA A430035B10 gene"
"67","chr7",30322934,30323250,317,"*","Merged-chr7-30323096-14",0,"+",NA,"Promoter (<=1kb)",7,30321409,30322375,967,2,"68332","uc009ged.1",-559,"ENSMUSG00000074211","Sdhaf1","succinate dehydrogenase complex assembly factor 1"
"68","chr9",61322002,61322585,584,"*","Merged-chr9-61322314-29",0,"+",NA,"Distal Intergenic",9,61259227,61293809,34583,2,"622037","uc029xbn.1",-28193,"ENSMUSG00000111658","B930092H01Rik","RIKEN cDNA B930092H01 gene"
"69","chr16",57317784,57318418,635,"*","Merged-chr16-57318126-31",0,"+",NA,"Exon (uc007zng.2/66497, exon 3 of 10)",16,57269309,57292851,23543,2,"71027","uc007znf.1",-24933,"ENSMUSG00000022753","Tmem30c","transmembrane protein 30C"
"70","chr12",116315329,116315957,629,"*","Merged-chr12-116315725-53",0,"+",NA,"Intron (uc007phn.1/52635, intron 1 of 24)",12,116347726,116373098,25373,1,"52635","uc007phq.1",-31769,"ENSMUSG00000021171","Esyt2","extended synaptotagmin-like protein 2"
"71","chr9",41968749,41969510,762,"*","Merged-chr9-41969136-22",0,"+",NA,"Intron (uc009pap.1/20660, intron 47 of 47)",9,41968489,42124289,155801,2,"20660","uc009pap.1",154779,"ENSMUSG00000049313","Sorl1","sortilin-related receptor, LDLR class A repeats-containing"
"72","chr11",109356761,109357176,416,"*","Merged-chr11-109356957-22",0,"+",NA,"3' UTR",11,109362794,109380474,17681,1,"14674","uc007mcd.1",-5618,"ENSMUSG00000020611","Gna13","guanine nucleotide binding protein, alpha 13"
"73","chr2",32353085,32353502,418,"*","Merged-chr2-32353286-19",0,"+",NA,"Promoter (<=1kb)",2,32308471,32353329,44859,2,"13429","uc008jfc.2",0,"ENSMUSG00000026825","Dnm1","dynamin 1"
"74","chr16",17694822,17695192,371,"*","Merged-chr16-17695007-34",0,"+",NA,"Intron (uc007yls.2/94112, intron 2 of 17)",16,17651208,17722947,71740,2,"94112","uc007yls.2",27755,"ENSMUSG00000012114","Med15","mediator complex subunit 15"
"75","chr1",39280936,39281437,502,"*","Merged-chr1-39281232-20",0,"+",NA,"Intron (uc007atd.2/18143, intron 2 of 20)",1,39367851,39371366,3516,1,"114641","uc007ate.2",-86414,"ENSMUSG00000073702","Rpl31","ribosomal protein L31"
"76","chr7",44485109,44485708,600,"*","Merged-chr7-44485410-35",0,"+",NA,"Promoter (<=1kb)",7,44484517,44485413,897,1,"71368","uc009gpo.3",592,"ENSMUSG00000108322","5430431A17Rik","RIKEN cDNA 5430431A17 gene"
"77","chr3",90592507,90592830,324,"*","Merged-chr3-90592671-3",0,"+",NA,"Promoter (2-3kb)",3,90590247,90591508,1262,1,"628324","uc012cta.1",2260,"ENSMUSG00000094018","S100a2","S100 calcium binding protein A2"
"78","chr17",63356107,63356633,527,"*","Merged-chr17-63356437-30",0,"+",NA,"Intron (uc008dfj.3/50758, intron 3 of 5)",17,63305679,63312973,7295,2,"414079","uc057kyi.1",-43134,"ENSMUSG00000090565","4930405O22Rik","RIKEN cDNA 4930405O22 gene"
"79","chr7",128376164,128376622,459,"*","Merged-chr7-128376440-37",0,"+",NA,"Intron (uc009jyw.1/67865, intron 4 of 4)",7,128373625,128418172,44548,2,"67865","uc009jyw.1",41550,"ENSMUSG00000030844","Rgs10","regulator of G-protein signalling 10"
"80","chr9",71896002,71896674,673,"*","Merged-chr9-71896366-36",0,"+",NA,"Promoter (<=1kb)",9,71844252,71896096,51845,2,"21406","uc009qpe.3",0,"ENSMUSG00000032228","Tcf12","transcription factor 12"
"81","chr8",90831038,90831395,358,"*","Merged-chr8-90831211-10",0,"+",NA,"Promoter (2-3kb)",8,90828835,91054508,225674,1,"109151","uc009msf.2",2203,"ENSMUSG00000056608","Chd9","chromodomain helicase DNA binding protein 9"
"82","chr15",58472441,58472802,362,"*","Merged-chr15-58472599-15",0,"+",NA,"Distal Intergenic",15,58415468,58457801,42334,1,"210998","uc007vtn.2",56973,"ENSMUSG00000037119","Fam91a1","family with sequence similarity 91, member A1"
"83","chr16",23224606,23225710,1105,"*","Merged-chr16-23225194-112",0,"+",NA,"Promoter (<=1kb)",16,23224740,23360350,135611,1,"20440","uc007yto.2",0,"ENSMUSG00000022885","St6gal1","beta galactoside alpha 2,6 sialyltransferase 1"
"84","chr6",83437246,83437626,381,"*","Merged-chr6-83437448-19",0,"+",NA,"Promoter (4-5kb)",6,83362373,83441678,79306,2,"194388","uc009cni.3",4052,"ENSMUSG00000034832","Tet3","tet methylcytosine dioxygenase 3"
"85","chr18",61206867,61207417,551,"*","Merged-chr18-61207122-39",0,"+",NA,"Promoter (4-5kb)",18,61196854,61211596,14743,2,"13521","uc008fbu.1",4179,"ENSMUSG00000034320","Slc26a2","solute carrier family 26 (sulfate transporter), member 2"
"86","chr18",12644851,12645245,395,"*","Merged-chr18-12645089-14",0,"+",NA,"Promoter (1-2kb)",18,12643533,12737052,93520,1,"72747","uc008ecj.2",1318,"ENSMUSG00000024424","Ttc39c","tetratricopeptide repeat domain 39C"
"87","chr9",114447635,114448049,415,"*","Merged-chr9-114447903-15",0,"+",NA,"Intron (uc009rxk.3/12091, intron 10 of 12)",9,114401078,114474379,73302,1,"12091","uc012hcb.2",46557,"ENSMUSG00000045594","Glb1","galactosidase, beta 1"
"88","chr2",29689523,29689874,352,"*","Merged-chr2-29689675-19",0,"+",NA,"Intron (uc008izt.1/107746, intron 4 of 15)",2,29702193,29730612,28420,1,"107746","uc008izx.1",-12319,"ENSMUSG00000039844","Rapgef1","Rap guanine nucleotide exchange factor (GEF) 1"
"89","chr11",115588963,115589391,429,"*","Merged-chr11-115589146-15",0,"+",NA,"Promoter (1-2kb)",11,115589055,115590543,1489,2,"260302","uc007mhz.1",1152,"ENSMUSG00000020740","Gga3","golgi associated, gamma adaptin ear containing, ARF binding protein 3"
"90","chr7",78692825,78693344,520,"*","Merged-chr7-78693122-18",0,"+",NA,"Intron (uc012fnd.1/414121, intron 5 of 10)",7,78581066,78718220,137155,2,"414121","uc012fnd.1",24876,"ENSMUSG00000059146","E430016F16Rik","RIKEN cDNA E430016F16 gene"
"91","chr2",75113929,75114735,807,"*","Merged-chr2-75114355-21",0,"+",NA,"Distal Intergenic",2,74859405,74869429,10025,1,"53375","uc012bxm.1",254524,"ENSMUSG00000027099","Mtx2","metaxin 2"
"92","chr13",100440283,100441174,892,"*","Merged-chr13-100440746-32",0,"+",NA,"Intron (uc007rqr.1/17940, intron 3 of 14)",13,100407770,100446511,38742,2,"17940","uc007rqr.1",5337,"ENSMUSG00000021640","Naip1","NLR family, apoptosis inhibitory protein 1"
"93","chr16",95770551,95770884,334,"*","Merged-chr16-95770718-9",0,"+",NA,"Distal Intergenic",16,95702407,95721049,18643,1,"23872","uc008ace.2",68144,"ENSMUSG00000022895","Ets2","E26 avian leukemia oncogene 2, 3' domain"
"94","chrY",1116162,1116697,536,"*","Merged-chrY-1116441-17",0,"+",NA,"Intron (uc009uzh.1/22290, intron 22 of 24)",21,1055764,1058868,3105,2,"22109","uc009uze.1",-57294,"ENSMUSG00000091749","Tspy-ps","testis specific protein-Y encoded, pseudogene"
"95","chr15",100145169,100145540,372,"*","Merged-chr15-100145354-14",0,"+",NA,"Intron (uc007xqq.2/239667, intron 4 of 37)",15,100154396,100219473,65078,1,"239667","uc007xqr.2",-8856,"ENSMUSG00000023026","Dip2b","disco interacting protein 2 homolog B"
"96","chr17",7877986,7878397,412,"*","Merged-chr17-7878189-16",0,"+",NA,"Distal Intergenic",17,7926000,7934897,8898,1,"72536","uc008air.2",-47603,"ENSMUSG00000033450","Tagap","T cell activation Rho GTPase activating protein"
"97","chr9",95113321,95113827,507,"*","Merged-chr9-95113538-34",0,"+",NA,"Intron (uc009ray.2/331004, intron 12 of 15)",9,95121686,95124551,2866,1,"331004","uc057maj.1",-7859,"ENSMUSG00000031129","Slc9a9","solute carrier family 9 (sodium/hydrogen exchanger), member 9"
"98","chr17",63405352,63405866,515,"*","Merged-chr17-63405591-44",0,"+",NA,"Intron (uc008dfj.3/50758, intron 1 of 5)",17,63045949,63451698,405750,2,"50758","uc008dfj.3",45832,"ENSMUSG00000023965","Fbxl17","F-box and leucine-rich repeat protein 17"
"99","chr2",71964188,71964691,504,"*","Merged-chr2-71964438-14",0,"+",NA,"Distal Intergenic",2,71981215,72035453,54239,1,"56508","uc008kbl.2",-16524,"ENSMUSG00000049044","Rapgef4","Rap guanine nucleotide exchange factor (GEF) 4"
"100","chr18",37880184,37880564,381,"*","Merged-chr18-37880369-16",0,"+",NA,"Intron (uc033hgl.2/13367, intron 17 of 26)",18,37854605,37854660,56,2,"102465592","uc033hgm.1",-25524,"ENSMUSG00000098706","Mir6979","microRNA 6979"
"101","chr11",4366425,4366732,308,"*","Merged-chr11-4366568-4",0,"+",NA,"Intron (uc007huv.1/75828, intron 10 of 10)",11,4346383,4441082,94700,2,"75828","uc007huv.1",74350,"ENSMUSG00000020419","Hormad2","HORMA domain containing 2"
"102","chr16",55784545,55784860,316,"*","Merged-chr16-55784703-4",0,"+",NA,"Distal Intergenic",16,55811377,55822138,10762,2,"80859","uc007zlm.2",37278,"ENSMUSG00000035356","Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta"
"103","chr9",45210037,45210420,384,"*","Merged-chr9-45210215-4",0,"+",NA,"Intron (uc009pfl.2/408059, intron 1 of 4)",9,45172726,45204075,31350,2,"214523","uc009pfj.1",-5962,"ENSMUSG00000032091","Tmprss4","transmembrane protease, serine 4"
"104","chr19",5815022,5815313,292,"*","Merged-chr19-5815160-4",0,"+",NA,"Distal Intergenic",19,5795690,5802671,6982,2,"72289","uc008gfj.2",-12351,"ENSMUSG00000092341","Malat1","metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)"
"105","chr11",4661251,4661759,509,"*","Merged-chr11-4661528-13",0,"+",NA,"Intron (uc007hva.3/75452, intron 8 of 19)",11,4637793,4683385,45593,1,"75452","uc011xqz.3",23458,"ENSMUSG00000020412","Ascc2","activating signal cointegrator 1 complex subunit 2"
"106","chr13",95393293,95393734,442,"*","Merged-chr13-95393533-22",0,"+",NA,"Distal Intergenic",13,95353502,95375357,21856,2,"66549","uc007rmj.2",-17936,"ENSMUSG00000021681","Aggf1","angiogenic factor with G patch and FHA domains 1"
"107","chr12",108098239,108098656,418,"*","Merged-chr12-108098455-21",0,"+",NA,"Distal Intergenic",12,108118242,108163065,44824,2,"52690","uc011yrq.1",64409,"ENSMUSG00000056770","Setd3","SET domain containing 3"
