#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR9514--MA0511.2.RUNX2	chrX	85839395	85839403	+	0.000	0.000	Merged-chrX-85839388-40
NR7834--MA0511.2.RUNX2	chr6	114899130	114899138	-	0.000	0.000	Merged-chr6-114899119-6
NR5456--MA0684.1.RUNX3	chr2	150307354	150307363	+	0.000	0.000	Merged-chr2-150307166-50
NR540--MA0684.1.RUNX3	chr1	144355777	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR8956--MA0002.2.RUNX1	chr9	7830106	7830116	+	0.000	0.000	Merged-chr9-7830026-47
NR1348--MA0002.2.RUNX1	chr11	3298594	3298604	+	0.000	0.000	Merged-chr11-3298569-4
NR8813--MA0002.2.RUNX1	chr8	105937981	105937991	+	0.000	0.000	Merged-chr8-105937865-86
NR1205--MA0002.2.RUNX1	chr10	96481315	96481325	-	0.000	0.000	Merged-chr10-96481360-10
NR5022--MA0002.2.RUNX1	chr2	35259869	35259879	+	0.000	0.000	Merged-chr2-35259882-5
NR5688--MA0002.2.RUNX1	chr3	31061400	31061410	+	0.000	0.000	Merged-chr3-31061473-66
NR9382--MA0684.1.RUNX3	chr9	116369243	116369252	-	0.000	0.000	Merged-chr9-116369265-54
NR900--MA0002.2.RUNX1	chr10	18917547	18917557	-	0.000	0.000	Merged-chr10-18917466-61
NR8922--MA0002.2.RUNX1	chr8	124242428	124242438	+	0.000	0.000	Merged-chr8-124242348-54
NR9157--MA0002.2.RUNX1	chr9	70012575	70012585	+	0.000	0.000	Merged-chr9-70012774-59
NR18--MA0684.1.RUNX3	chr1	7095994	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR9014--MA0002.2.RUNX1	chr9	22366959	22366969	+	0.000	0.000	Merged-chr9-22366928-17
NR5326--MA0684.1.RUNX3	chr2	118700448	118700457	+	0.000	0.000	Merged-chr2-118700490-41
NR533--MA0002.2.RUNX1	chr1	144086318	144086328	+	0.000	0.000	Merged-chr1-144086303-34
NR7734--MA0684.1.RUNX3	chr6	89272954	89272963	+	0.000	0.000	Merged-chr6-89272769-1
NR7258--MA0684.1.RUNX3	chr5	112220447	112220456	+	0.000	0.000	Merged-chr5-112220290-48
NR1076--MA0684.1.RUNX3	chr10	68147063	68147072	+	0.000	0.000	Merged-chr10-68147068-31
NR9123--MA0002.2.RUNX1	chr9	57861936	57861946	+	0.000	0.000	Merged-chr9-57862051-8
NR9474--MA0511.2.RUNX2	chrX	57196488	57196496	-	0.000	0.000	Merged-chrX-57196423-53
NR993--MA0511.2.RUNX2	chr10	40469354	40469362	-	0.000	0.000	Merged-chr10-40469285-5
NR9375--MA0002.2.RUNX1	chr9	116329392	116329402	+	0.000	0.000	Merged-chr9-116329317-45
NR9602--MA0511.2.RUNX2	chrX	163908938	163908946	-	0.000	0.000	Merged-chrX-163909067-73
NR8521--MA0002.2.RUNX1	chr7	144907413	144907423	-	0.000	0.000	Merged-chr7-144907286-56
NR3259--MA0002.2.RUNX1	chr15	25828624	25828634	+	0.000	0.000	Merged-chr15-25828667-44
NR4833--MA0684.1.RUNX3	chr19	41354448	41354457	-	0.000	0.000	Merged-chr19-41354593-71
NR2882--MA0684.1.RUNX3	chr14	27405576	27405585	-	0.000	0.000	Merged-chr14-27405576-56
NR5544--MA0684.1.RUNX3	chr2	172382248	172382257	+	0.000	0.000	Merged-chr2-172382291-6
NR2690--MA0511.2.RUNX2	chr13	109190440	109190448	-	0.000	0.000	Merged-chr13-109190361-18
NR9506--MA0511.2.RUNX2	chrX	77795899	77795907	+	0.000	0.000	Merged-chrX-77795992-119
NR7826--MA0511.2.RUNX2	chr6	113681492	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR5875--MA0511.2.RUNX2	chr3	75714111	75714119	+	0.000	0.000	Merged-chr3-75714014-36
NR9013--MA0684.1.RUNX3	chr9	22155686	22155695	-	0.000	0.000	Merged-chr9-22155812-33
NR7333--MA0684.1.RUNX3	chr5	134373116	134373125	+	0.000	0.000	Merged-chr5-134373166-2
NR7128--MA0684.1.RUNX3	chr5	86099192	86099201	-	0.000	0.000	Merged-chr5-86099128-10
NR10--MA0511.2.RUNX2	chr1	6467288	6467296	-	0.000	0.000	Merged-chr1-6467226-38
NR6997--MA0002.2.RUNX1	chr5	43837607	43837617	+	0.000	0.000	Merged-chr5-43837616-20
NR3625--MA0684.1.RUNX3	chr16	14088467	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR7089--MA0002.2.RUNX1	chr5	72163158	72163168	-	0.000	0.000	Merged-chr5-72163190-22
NR493--MA0002.2.RUNX1	chr1	133695096	133695106	-	0.000	0.000	Merged-chr1-133694971-54
NR1055--MA0684.1.RUNX3	chr10	62507952	62507961	-	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR1449--MA0002.2.RUNX1	chr11	31824839	31824849	+	0.000	0.000	Merged-chr11-31824780-24
NR9497--MA0002.2.RUNX1	chrX	74393182	74393192	-	0.000	0.000	Merged-chrX-74393226-50
NR87--MA0684.1.RUNX3	chr1	24100192	24100201	+	0.000	0.000	Merged-chr1-24100239-49
NR3463--MA0684.1.RUNX3	chr15	75884331	75884340	+	0.000	0.000	Merged-chr15-75884248-28
NR5266--MA0002.2.RUNX1	chr2	101649592	101649602	-	0.000	0.000	Merged-chr2-101649593-1
NR416--MA0002.2.RUNX1	chr1	106152016	106152026	+	0.000	0.000	Merged-chr1-106152101-46
NR6963--MA0002.2.RUNX1	chr5	34565878	34565888	-	0.000	0.000	Merged-chr5-34565807-6
NR5000--MA0684.1.RUNX3	chr2	30796783	30796792	+	0.000	0.000	Merged-chr2-30796578-35
NR3115--MA0684.1.RUNX3	chr14	105272269	105272278	+	0.000	0.000	Merged-chr14-105272291-16
NR7154--MA0511.2.RUNX2	chr5	92166182	92166190	-	0.000	0.000	Merged-chr5-92166159-12
NR397--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR7425--MA0511.2.RUNX2	chr6	8365099	8365107	-	0.000	0.000	Merged-chr6-8365103-3
NR2861--MA0684.1.RUNX3	chr14	20785459	20785468	+	0.000	0.000	Merged-chr14-20785376-56
NR7203--MA0684.1.RUNX3	chr5	100916620	100916629	+	0.000	0.000	Merged-chr5-100916697-39
NR9006--MA0002.2.RUNX1	chr9	21288150	21288160	-	0.000	0.000	Merged-chr9-21288037-93
NR8900--MA0684.1.RUNX3	chr8	119812443	119812452	+	0.000	0.000	Merged-chr8-119812593-113
NR3638--MA0684.1.RUNX3	chr16	17619472	17619481	-	0.000	0.000	Merged-chr16-17619453-35
NR8752--MA0002.2.RUNX1	chr8	80393342	80393352	+	0.000	0.000	Merged-chr8-80393299-11
NR5997--MA0511.2.RUNX2	chr3	104466710	104466718	+	0.000	0.000	Merged-chr3-104466607-13
NR9406--MA0684.1.RUNX3	chr9	123498109	123498118	-	0.000	0.000	Merged-chr9-123498117-30
NR383--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR3019--MA0684.1.RUNX3	chr14	73117173	73117182	+	0.000	0.000	Merged-chr14-73117167-52
NR7263--MA0511.2.RUNX2	chr5	113165187	113165195	+	0.000	0.000	Merged-chr5-113165071-16
NR3032--MA0511.2.RUNX2	chr14	75722247	75722255	+	0.000	0.000	Merged-chr14-75722251-22
NR9466--MA0511.2.RUNX2	chrX	52760335	52760343	+	0.000	0.000	Merged-chrX-52760494-47
NR985--MA0511.2.RUNX2	chr10	39600324	39600332	+	0.000	0.000	Merged-chr10-39600436-54
NR4901--MA0002.2.RUNX1	chr2	9871365	9871375	+	0.000	0.000	Merged-chr2-9871528-52
NR7359--MA0684.1.RUNX3	chr5	140567499	140567508	-	0.000	0.000	Merged-chr5-140567603-46
NR5013--MA0684.1.RUNX3	chr2	32047599	32047608	+	0.000	0.000	Merged-chr2-32047446-8
NR2430--MA0511.2.RUNX2	chr13	55255487	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR8242--MA0002.2.RUNX1	chr7	64043159	64043169	-	0.000	0.000	Merged-chr7-64043125-48
NR6562--MA0002.2.RUNX1	chr4	84977505	84977515	+	0.000	0.000	Merged-chr4-84977391-25
NR4882--MA0002.2.RUNX1	chr2	3910639	3910649	-	0.000	0.000	Merged-chr2-3910596-12
NR2874--MA0684.1.RUNX3	chr14	25609501	25609510	+	0.000	0.000	Merged-chr14-25609615-15
NR995--MA0002.2.RUNX1	chr10	41527300	41527310	+	0.000	0.000	Merged-chr10-41527362-17
NR124--MA0002.2.RUNX1	chr1	39010727	39010737	-	0.000	0.000	Merged-chr1-39010823-36
NR4991--MA0002.2.RUNX1	chr2	26902994	26903004	-	0.000	0.000	Merged-chr2-26902897-56
NR6737--MA0002.2.RUNX1	chr4	136266854	136266864	+	0.000	0.000	Merged-chr4-136266898-41
NR4120--MA0002.2.RUNX1	chr17	22353017	22353027	+	0.000	0.000	Merged-chr17-22353026-21
NR4786--MA0002.2.RUNX1	chr19	16029381	16029391	+	0.000	0.000	Merged-chr19-16029300-45
NR1094--MA0511.2.RUNX2	chr10	71226073	71226081	-	0.000	0.000	Merged-chr10-71226142-30
NR3489--MA0684.1.RUNX3	chr15	80562628	80562637	-	0.000	0.000	Merged-chr15-80562627-18
NR9462--MA0684.1.RUNX3	chrX	48713031	48713040	-	0.000	0.000	Merged-chrX-48713049-46
NR918--MA0002.2.RUNX1	chr10	22714805	22714815	-	0.000	0.000	Merged-chr10-22714818-39
NR8830--MA0511.2.RUNX2	chr8	108823130	108823138	-	0.000	0.000	Merged-chr8-108823126-5
NR981--MA0684.1.RUNX3	chr10	39387126	39387135	-	0.000	0.000	Merged-chr10-39387129-14
NR9065--MA0511.2.RUNX2	chr9	41116120	41116128	-	0.000	0.000	Merged-chr9-41116264-54
NR2714--MA0511.2.RUNX2	chr13	112355216	112355224	-	0.000	0.000	Merged-chr13-112355130-25
NR4500--MA0002.2.RUNX1	chr18	39009101	39009111	-	0.000	0.000	Merged-chr18-39009323-57
NR8983--MA0002.2.RUNX1	chr9	13973828	13973838	-	0.000	0.000	Merged-chr9-13973849-7
NR1047--MA0684.1.RUNX3	chr10	60370955	60370964	-	0.000	0.000	Merged-chr10-60370964-39
NR4481--MA0002.2.RUNX1	chr18	32240239	32240249	+	0.000	0.000	Merged-chr18-32240208-51
NR8840--MA0002.2.RUNX1	chr8	109595866	109595876	+	0.000	0.000	Merged-chr8-109596037-26
NR342--MA0002.2.RUNX1	chr1	87847453	87847463	-	0.000	0.000	Merged-chr1-87847290-68
NR6955--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR9075--MA0002.2.RUNX1	chr9	43984812	43984822	-	0.000	0.000	Merged-chr9-43984840-13
NR9346--MA0002.2.RUNX1	chr9	109052710	109052720	-	0.000	0.000	Merged-chr9-109052792-36
NR4133--MA0002.2.RUNX1	chr17	25584077	25584087	+	0.000	0.000	Merged-chr17-25583989-33
NR2182--MA0002.2.RUNX1	chr12	115312145	115312155	+	0.000	0.000	Merged-chr12-115312281-46
NR5658--MA0684.1.RUNX3	chr3	22151260	22151269	+	0.000	0.000	Merged-chr3-22151308-21
NR808--MA0684.1.RUNX3	chr10	7005413	7005422	+	0.000	0.000	Merged-chr10-7005430-4
NR1427--MA0684.1.RUNX3	chr11	23818891	23818900	-	0.000	0.000	Merged-chr11-23819028-15
NR8887--MA0002.2.RUNX1	chr8	117776355	117776365	+	0.000	0.000	Merged-chr8-117776265-26
NR1279--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR9598--MA0002.2.RUNX1	chrX	162868555	162868565	-	0.000	0.000	Merged-chrX-162868446-21
NR7447--MA0684.1.RUNX3	chr6	12081955	12081964	-	0.000	0.000	Merged-chr6-12082002-27
NR3167--MA0511.2.RUNX2	chr14	118774994	118775002	-	0.000	0.000	Merged-chr14-118775098-19
NR580--MA0684.1.RUNX3	chr1	151683179	151683188	-	0.000	0.000	Merged-chr1-151683056-48
NR1758--MA0511.2.RUNX2	chr11	119076033	119076041	+	0.000	0.000	Merged-chr11-119075997-48
NR4864--MA0511.2.RUNX2	chr19	55332803	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR3068--MA0002.2.RUNX1	chr14	87452281	87452291	+	0.000	0.000	Merged-chr14-87452152-30
NR9379--MA0684.1.RUNX3	chr9	116366366	116366375	+	0.000	0.000	Merged-chr9-116366334-59
NR9507--MA0684.1.RUNX3	chrX	77795899	77795908	+	0.000	0.000	Merged-chrX-77795992-119
NR4080--MA0002.2.RUNX1	chr17	18458391	18458401	-	0.000	0.000	Merged-chr17-18458447-27
NR3547--MA0511.2.RUNX2	chr15	96599114	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR2942--MA0002.2.RUNX1	chr14	47188183	47188193	-	0.000	0.000	Merged-chr14-47188104-35
NR1867--MA0511.2.RUNX2	chr12	32009541	32009549	-	0.000	0.000	Merged-chr12-32009552-2
NR6653--MA0511.2.RUNX2	chr4	116053543	116053551	-	0.000	0.000	Merged-chr4-116053495-96
NR6702--MA0684.1.RUNX3	chr4	132732479	132732488	+	0.000	0.000	Merged-chr4-132732449-43
NR5607--MA0511.2.RUNX2	chr3	10466141	10466149	+	0.000	0.000	Merged-chr3-10466039-18
NR7268--MA0511.2.RUNX2	chr5	114826496	114826504	+	0.000	0.000	Merged-chr5-114826460-42
NR3242--MA0511.2.RUNX2	chr15	12447227	12447235	+	0.000	0.000	Merged-chr15-12447311-14
NR672--MA0511.2.RUNX2	chr1	173532205	173532213	+	0.000	0.000	Merged-chr1-173532000-25
NR2975--MA0684.1.RUNX3	chr14	60712417	60712426	+	0.000	0.000	Merged-chr14-60712353-74
NR4112--MA0002.2.RUNX1	chr17	21477929	21477939	+	0.000	0.000	Merged-chr17-21477863-62
NR1135--MA0684.1.RUNX3	chr10	82900281	82900290	+	0.000	0.000	Merged-chr10-82900186-58
NR7426--MA0684.1.RUNX3	chr6	8365098	8365107	-	0.000	0.000	Merged-chr6-8365103-3
NR2541--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR2336--MA0002.2.RUNX1	chr13	24617868	24617878	+	0.000	0.000	Merged-chr13-24617853-51
NR7505--MA0511.2.RUNX2	chr6	32328214	32328222	-	0.000	0.000	Merged-chr6-32328311-28
NR1039--MA0684.1.RUNX3	chr10	57799672	57799681	+	0.000	0.000	Merged-chr10-57799667-19
NR3318--MA0002.2.RUNX1	chr15	37644430	37644440	+	0.000	0.000	Merged-chr15-37644500-63
NR6424--MA0002.2.RUNX1	chr4	45280316	45280326	+	0.000	0.000	Merged-chr4-45280353-18
NR162--MA0511.2.RUNX2	chr1	52019869	52019877	-	0.000	0.000	Merged-chr1-52019898-50
NR6676--MA0002.2.RUNX1	chr4	123588773	123588783	-	0.000	0.000	Merged-chr4-123588937-38
NR7264--MA0684.1.RUNX3	chr5	113165187	113165196	+	0.000	0.000	Merged-chr5-113165071-16
NR2445--MA0002.2.RUNX1	chr13	59840898	59840908	+	0.000	0.000	Merged-chr13-59840941-45
NR3033--MA0684.1.RUNX3	chr14	75722247	75722256	+	0.000	0.000	Merged-chr14-75722251-22
NR3699--MA0684.1.RUNX3	chr16	32430851	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR5359--MA0002.2.RUNX1	chr2	130577964	130577974	+	0.000	0.000	Merged-chr2-130578052-52
NR8465--MA0002.2.RUNX1	chr7	127144624	127144634	+	0.000	0.000	Merged-chr7-127144596-50
NR4982--MA0684.1.RUNX3	chr2	25426798	25426807	-	0.000	0.000	Merged-chr2-25426860-48
NR3093--MA0511.2.RUNX2	chr14	101842696	101842704	+	0.000	0.000	Merged-chr14-101842574-67
NR3364--MA0511.2.RUNX2	chr15	50697988	50697996	+	0.000	0.000	Merged-chr15-50698255-117
NR6741--MA0511.2.RUNX2	chr4	138257420	138257428	+	0.000	0.000	Merged-chr4-138257384-22
NR8988--MA0002.2.RUNX1	chr9	14500802	14500812	+	0.000	0.000	Merged-chr9-14500635-62
NR1700--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR6708--MA0002.2.RUNX1	chr4	133873110	133873120	+	0.000	0.000	Merged-chr4-133873054-46
NR8944--MA0511.2.RUNX2	chr8	127968156	127968164	+	0.000	0.000	Merged-chr8-127968270-33
NR17--MA0002.2.RUNX1	chr1	7095993	7096003	+	0.000	0.000	Merged-chr1-7096130-35
NR1114--MA0684.1.RUNX3	chr10	77627623	77627632	-	0.000	0.000	Merged-chr10-77627731-24
NR4072--MA0002.2.RUNX1	chr17	18032516	18032526	+	0.000	0.000	Merged-chr17-18032603-1
NR7005--MA0002.2.RUNX1	chr5	44606812	44606822	-	0.000	0.000	Merged-chr5-44606765-1
NR6423--MA0684.1.RUNX3	chr4	44097943	44097952	-	0.000	0.000	Merged-chr4-44098042-4
NR1174--MA0511.2.RUNX2	chr10	91167021	91167029	+	0.000	0.000	Merged-chr10-91167120-36
NR3298--MA0684.1.RUNX3	chr15	36214894	36214903	-	0.000	0.000	Merged-chr15-36214970-54
NR3569--MA0684.1.RUNX3	chr15	100461457	100461466	-	0.000	0.000	Merged-chr15-100461368-57
NR3026--MA0002.2.RUNX1	chr14	74847840	74847850	+	0.000	0.000	Merged-chr14-74847708-53
NR727--MA0002.2.RUNX1	chr1	184005826	184005836	-	0.000	0.000	Merged-chr1-184005889-70
NR2715--MA0684.1.RUNX3	chr13	112355215	112355224	-	0.000	0.000	Merged-chr13-112355130-25
NR585--MA0684.1.RUNX3	chr1	155476449	155476458	-	0.000	0.000	Merged-chr1-155476472-40
NR979--MA0002.2.RUNX1	chr10	39023754	39023764	+	0.000	0.000	Merged-chr10-39023842-41
NR4581--MA0684.1.RUNX3	chr18	56718579	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR8957--MA0511.2.RUNX2	chr9	7897824	7897832	+	0.000	0.000	Merged-chr9-7897799-25
NR2153--MA0002.2.RUNX1	chr12	107993221	107993231	+	0.000	0.000	Merged-chr12-107993325-68
NR171--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR9298--MA0002.2.RUNX1	chr9	96783897	96783907	-	0.000	0.000	Merged-chr9-96783920-38
NR4832--MA0002.2.RUNX1	chr19	41282853	41282863	-	0.000	0.000	Merged-chr19-41282944-15
NR6493--MA0002.2.RUNX1	chr4	62367820	62367830	-	0.000	0.000	Merged-chr4-62367859-6
NR2410--MA0684.1.RUNX3	chr13	47105883	47105892	+	0.000	0.000	Merged-chr13-47106094-91
NR3138--MA0511.2.RUNX2	chr14	115017783	115017791	-	0.000	0.000	Merged-chr14-115017884-47
NR2262--MA0002.2.RUNX1	chr13	6916212	6916222	+	0.000	0.000	Merged-chr13-6916028-1
NR5467--MA0684.1.RUNX3	chr2	153161502	153161511	+	0.000	0.000	Merged-chr2-153161513-55
NR2328--MA0002.2.RUNX1	chr13	22049920	22049930	-	0.000	0.000	Merged-chr13-22049966-26
NR8030--MA0002.2.RUNX1	chr6	143462157	143462167	-	0.000	0.000	Merged-chr6-143462218-2
NR7226--MA0511.2.RUNX2	chr5	105642691	105642699	-	0.000	0.000	Merged-chr5-105642805-64
NR4342--MA0684.1.RUNX3	chr17	74294950	74294959	+	0.000	0.000	Merged-chr17-74294944-148
NR7127--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR3168--MA0684.1.RUNX3	chr14	118774993	118775002	-	0.000	0.000	Merged-chr14-118775098-19
NR6816--MA0684.1.RUNX3	chr4	152173245	152173254	+	0.000	0.000	Merged-chr4-152173151-13
NR2166--MA0002.2.RUNX1	chr12	112950450	112950460	-	0.000	0.000	Merged-chr12-112950560-44
NR4845--MA0002.2.RUNX1	chr19	46705948	46705958	+	0.000	0.000	Merged-chr19-46705884-16
NR3548--MA0684.1.RUNX3	chr15	96599113	96599122	-	0.000	0.000	Merged-chr15-96599090-44
NR978--MA0684.1.RUNX3	chr10	39005776	39005785	+	0.000	0.000	Merged-chr10-39005753-18
NR6111--MA0002.2.RUNX1	chr3	135407456	135407466	+	0.000	0.000	Merged-chr3-135407498-3
NR5307--MA0511.2.RUNX2	chr2	114145113	114145121	+	0.000	0.000	Merged-chr2-114145226-70
NR3356--MA0511.2.RUNX2	chr15	50048798	50048806	-	0.000	0.000	Merged-chr15-50048880-3
NR4831--MA0684.1.RUNX3	chr19	36083078	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR6905--MA0002.2.RUNX1	chr5	18044603	18044613	-	0.000	0.000	Merged-chr5-18044510-1
NR372--MA0511.2.RUNX2	chr1	92130283	92130291	+	0.000	0.000	Merged-chr1-92130217-1
NR4910--MA0511.2.RUNX2	chr2	12302049	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR8771--MA0002.2.RUNX1	chr8	88293771	88293781	+	0.000	0.000	Merged-chr8-88293881-56
NR4335--MA0002.2.RUNX1	chr17	72925171	72925181	-	0.000	0.000	Merged-chr17-72925262-16
NR7619--MA0511.2.RUNX2	chr6	59412622	59412630	+	0.000	0.000	Merged-chr6-59412569-64
NR1801--MA0002.2.RUNX1	chr12	8844922	8844932	+	0.000	0.000	Merged-chr12-8844937-14
NR276--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR818--MA0511.2.RUNX2	chr10	8766172	8766180	+	0.000	0.000	Merged-chr10-8766277-7
NR382--MA0002.2.RUNX1	chr1	94092012	94092022	+	0.000	0.000	Merged-chr1-94091974-43
NR6001--MA0684.1.RUNX3	chr3	104466710	104466719	+	0.000	0.000	Merged-chr3-104466607-13
NR719--MA0002.2.RUNX1	chr1	181117360	181117370	-	0.000	0.000	Merged-chr1-181117384-24
NR6995--MA0002.2.RUNX1	chr5	41762166	41762176	+	0.000	0.000	Merged-chr5-41762366-35
NR1782--MA0002.2.RUNX1	chr12	3426887	3426897	-	0.000	0.000	Merged-chr12-3427015-132
NR4173--MA0002.2.RUNX1	chr17	34630397	34630407	+	0.000	0.000	Merged-chr17-34630470-19
NR3369--MA0511.2.RUNX2	chr15	51843860	51843868	+	0.000	0.000	Merged-chr15-51844000-32
NR6524--MA0684.1.RUNX3	chr4	70410407	70410416	+	0.000	0.000	Merged-chr4-70410445-57
NR6376--MA0002.2.RUNX1	chr4	32586619	32586629	+	0.000	0.000	Merged-chr4-32586769-18
NR2416--MA0002.2.RUNX1	chr13	49298749	49298759	-	0.000	0.000	Merged-chr13-49298668-48
NR2274--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR2002--MA0002.2.RUNX1	chr12	73598394	73598404	+	0.000	0.000	Merged-chr12-73598343-51
NR686--MA0684.1.RUNX3	chr1	175669154	175669163	+	0.000	0.000	Merged-chr1-175669210-35
NR143--MA0002.2.RUNX1	chr1	40470134	40470144	+	0.000	0.000	Merged-chr1-40470075-45
NR8707--MA0002.2.RUNX1	chr8	66497453	66497463	+	0.000	0.000	Merged-chr8-66497339-52
