#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3164--MA1104.1.GATA6	chr14	60118303	60118315	-	0.000	0.000	Merged-chr14-60118138-14
NR7047--MA0140.2.GATA1::TAL1	chr4	101254799	101254816	-	0.000	0.000	Merged-chr4-101254668-139
NR272--MA0482.1.Gata4	chr1	69331722	69331732	-	0.000	0.000	Merged-chr1-69331775-34
NR5221--MA0140.2.GATA1::TAL1	chr2	27730151	27730168	-	0.000	0.000	Merged-chr2-27730230-3
NR1783--MA0140.2.GATA1::TAL1	chr11	116782937	116782954	+	0.000	0.000	Merged-chr11-116782885-34
NR8446--MA0035.3.Gata1	chr6	136491385	136491395	-	0.000	0.000	Merged-chr6-136491563-93
NR6766--MA0035.3.Gata1	chr4	32291745	32291755	-	0.000	0.000	Merged-chr4-32291576-26
NR3544--MA1104.1.GATA6	chr15	36440112	36440124	+	0.000	0.000	Merged-chr15-36440213-15
NR6352--MA0035.3.Gata1	chr3	121343372	121343382	+	0.000	0.000	Merged-chr3-121343370-11
NR2301--MA0766.1.GATA5	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR2915--MA0035.3.Gata1	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR9890--MA0766.1.GATA5	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR1721--MA0037.3.GATA3	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR1516--MA0037.3.GATA3	chr11	6528676	6528683	+	0.000	0.000	Merged-chr11-6528717-51
NR4731--MA1104.1.GATA6	chr18	39091410	39091422	+	0.000	0.000	Merged-chr18-39091619-9
NR8573--MA0766.1.GATA5	chr7	6127302	6127309	-	0.000	0.000	Merged-chr7-6127268-44
NR617--MA0766.1.GATA5	chr1	143202926	143202933	+	0.000	0.000	Merged-chr1-143203062-8
NR4390--MA0482.1.Gata4	chr17	35993989	35993999	+	0.000	0.000	Merged-chr17-35993975-42
NR8219--MA0140.2.GATA1::TAL1	chr6	99309688	99309705	-	0.000	0.000	Merged-chr6-99309583-50
NR1877--MA0037.3.GATA3	chr12	25013045	25013052	-	0.000	0.000	Merged-chr12-25013214-16
NR3758--MA0482.1.Gata4	chr15	100750372	100750382	+	0.000	0.000	Merged-chr15-100750259-57
NR9705--MA1104.1.GATA6	chr9	86579813	86579825	-	0.000	0.000	Merged-chr9-86579809-9
NR2152--MA0766.1.GATA5	chr12	86795966	86795973	+	0.000	0.000	Merged-chr12-86795851-62
NR3940--MA0035.3.Gata1	chr16	44692060	44692070	+	0.000	0.000	Merged-chr16-44691948-13
NR3000--MA0037.3.GATA3	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR6511--MA0766.1.GATA5	chr3	142356729	142356736	+	0.000	0.000	Merged-chr3-142356734-49
NR8300--MA0766.1.GATA5	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR9814--MA0037.3.GATA3	chrX	7566383	7566390	-	0.000	0.000	Merged-chrX-7566514-6
NR931--MA0140.2.GATA1::TAL1	chr10	19122283	19122300	+	0.000	0.000	Merged-chr10-19122454-26
NR3009--MA0482.1.Gata4	chr14	16164717	16164727	-	0.000	0.000	Merged-chr14-16164885-8
NR6201--MA0035.3.Gata1	chr3	81102400	81102410	+	0.000	0.000	Merged-chr3-81102418-9
NR8907--MA0140.2.GATA1::TAL1	chr7	109218345	109218362	-	0.000	0.000	Merged-chr7-109218313-44
NR153--MA0036.3.GATA2	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR8252--MA0482.1.Gata4	chr6	108168405	108168415	-	0.000	0.000	Merged-chr6-108168461-115
NR8160--MA1104.1.GATA6	chr6	82922014	82922026	+	0.000	0.000	Merged-chr6-82922037-57
NR5027--MA0035.3.Gata1	chr19	12026836	12026846	-	0.000	0.000	Merged-chr19-12026851-22
NR4866--MA1104.1.GATA6	chr18	62072965	62072977	-	0.000	0.000	Merged-chr18-62072861-2
NR6081--MA0036.3.GATA2	chr3	58622619	58622629	+	0.000	0.000	Merged-chr3-58622670-34
NR4334--MA0766.1.GATA5	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR979--MA1104.1.GATA6	chr10	28674110	28674122	+	0.000	0.000	Merged-chr10-28674060-27
NR4975--MA1104.1.GATA6	chr18	82847054	82847066	-	0.000	0.000	Merged-chr18-82847210-15
NR928--MA0482.1.Gata4	chr10	19122265	19122275	+	0.000	0.000	Merged-chr10-19122454-26
NR3483--MA0037.3.GATA3	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR718--MA0766.1.GATA5	chr1	164494819	164494826	+	0.000	0.000	Merged-chr1-164494906-11
NR4172--MA0766.1.GATA5	chr16	91448309	91448316	+	0.000	0.000	Merged-chr16-91448282-13
NR4228--MA0036.3.GATA2	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR7567--MA0482.1.Gata4	chr5	71903684	71903694	+	0.000	0.000	Merged-chr5-71903621-28
NR1660--MA0037.3.GATA3	chr11	66906111	66906118	+	0.000	0.000	Merged-chr11-66906049-23
NR8993--MA0482.1.Gata4	chr7	127288039	127288049	-	0.000	0.000	Merged-chr7-127288112-51
NR6350--MA1104.1.GATA6	chr3	121343371	121343383	-	0.000	0.000	Merged-chr3-121343370-11
NR4643--MA0035.3.Gata1	chr18	11913377	11913387	-	0.000	0.000	Merged-chr18-11913705-37
NR1880--MA0036.3.GATA2	chr12	25013044	25013054	+	0.000	0.000	Merged-chr12-25013214-16
NR4893--MA0140.2.GATA1::TAL1	chr18	67270258	67270275	-	0.000	0.000	Merged-chr18-67270168-25
NR8916--MA0482.1.Gata4	chr7	110432411	110432421	+	0.000	0.000	Merged-chr7-110432490-32
NR6162--MA0140.2.GATA1::TAL1	chr3	68967463	68967480	-	0.000	0.000	Merged-chr3-68967303-47
NR8435--MA0766.1.GATA5	chr6	134533243	134533250	-	0.000	0.000	Merged-chr6-134533147-7
NR6161--MA0035.3.Gata1	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR4000--MA0482.1.Gata4	chr16	57319937	57319947	-	0.000	0.000	Merged-chr16-57319907-20
NR4481--MA0035.3.Gata1	chr17	64208601	64208611	-	0.000	0.000	Merged-chr17-64208497-3
NR5556--MA1104.1.GATA6	chr2	121457051	121457063	-	0.000	0.000	Merged-chr2-121457132-54
NR8662--MA1104.1.GATA6	chr7	30280499	30280511	+	0.000	0.000	Merged-chr7-30280528-94
NR6203--MA0482.1.Gata4	chr3	81201468	81201478	+	0.000	0.000	Merged-chr3-81201582-6
NR4523--MA0482.1.Gata4	chr17	71491184	71491194	+	0.000	0.000	Merged-chr17-71491103-50
NR8611--MA0482.1.Gata4	chr7	19332941	19332951	+	0.000	0.000	Merged-chr7-19332998-44
NR6270--MA0035.3.Gata1	chr3	93607807	93607817	-	0.000	0.000	Merged-chr3-93607971-30
NR2623--MA0036.3.GATA2	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR6541--MA0035.3.Gata1	chr3	146127389	146127399	+	0.000	0.000	Merged-chr3-146127552-12
NR273--MA1104.1.GATA6	chr1	69331722	69331734	+	0.000	0.000	Merged-chr1-69331775-34
NR6041--MA0482.1.Gata4	chr3	51744642	51744652	+	0.000	0.000	Merged-chr3-51744632-10
NR2562--MA0035.3.Gata1	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR3187--MA0482.1.Gata4	chr14	66241477	66241487	+	0.000	0.000	Merged-chr14-66241484-22
NR888--MA0482.1.Gata4	chr10	13993679	13993689	+	0.000	0.000	Merged-chr10-13993632-56
NR8996--MA0035.3.Gata1	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR2808--MA0766.1.GATA5	chr13	95524827	95524834	-	0.000	0.000	Merged-chr13-95524749-120
NR4013--MA0482.1.Gata4	chr16	58670210	58670220	+	0.000	0.000	Merged-chr16-58670422-58
NR9478--MA0482.1.Gata4	chr9	13466581	13466591	-	0.000	0.000	Merged-chr9-13466686-68
NR8919--MA0035.3.Gata1	chr7	110432410	110432420	+	0.000	0.000	Merged-chr7-110432490-32
NR4536--MA0482.1.Gata4	chr17	73169831	73169841	+	0.000	0.000	Merged-chr17-73169752-13
NR5500--MA0766.1.GATA5	chr2	109608257	109608264	+	0.000	0.000	Merged-chr2-109608122-1
NR2188--MA0140.2.GATA1::TAL1	chr12	91065612	91065629	+	0.000	0.000	Merged-chr12-91065547-31
NR4374--MA0482.1.Gata4	chr17	34198067	34198077	-	0.000	0.000	Merged-chr17-34197913-92
NR2575--MA0035.3.Gata1	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR1630--MA0766.1.GATA5	chr11	53141385	53141392	+	0.000	0.000	Merged-chr11-53141237-14
NR4391--MA1104.1.GATA6	chr17	35993987	35993999	-	0.000	0.000	Merged-chr17-35993975-42
NR1699--MA0037.3.GATA3	chr11	86257582	86257589	+	0.000	0.000	Merged-chr11-86257585-49
NR4329--MA0036.3.GATA2	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR2184--MA0482.1.Gata4	chr12	91065611	91065621	+	0.000	0.000	Merged-chr12-91065547-31
NR8351--MA0036.3.GATA2	chr6	128972764	128972774	-	0.000	0.000	Merged-chr6-128972909-46
NR8427--MA0766.1.GATA5	chr6	134189986	134189993	+	0.000	0.000	Merged-chr6-134189868-22
NR6180--MA1104.1.GATA6	chr3	75240890	75240902	-	0.000	0.000	Merged-chr3-75240815-11
NR6424--MA0035.3.Gata1	chr3	133411810	133411820	+	0.000	0.000	Merged-chr3-133411903-38
NR3661--MA0036.3.GATA2	chr15	62730608	62730618	-	0.000	0.000	Merged-chr15-62730717-24
NR9801--MA0035.3.Gata1	chr9	123087720	123087730	-	0.000	0.000	Merged-chr9-123087769-13
NR8669--MA0036.3.GATA2	chr7	30373720	30373730	-	0.000	0.000	Merged-chr7-30373731-40
NR8998--MA0482.1.Gata4	chr7	130774089	130774099	-	0.000	0.000	Merged-chr7-130774226-12
NR1904--MA0036.3.GATA2	chr12	28735553	28735563	-	0.000	0.000	Merged-chr12-28735423-1
NR4305--MA0766.1.GATA5	chr17	13654775	13654782	+	0.000	0.000	Merged-chr17-13654932-70
NR7429--MA0482.1.Gata4	chr5	38580781	38580791	+	0.000	0.000	Merged-chr5-38580877-38
NR1962--MA0482.1.Gata4	chr12	40427688	40427698	-	0.000	0.000	Merged-chr12-40427719-34
NR9891--MA0035.3.Gata1	chrX	107088383	107088393	+	0.000	0.000	Merged-chrX-107088422-23
NR8988--MA0035.3.Gata1	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR2519--MA0036.3.GATA2	chr13	30742668	30742678	-	0.000	0.000	Merged-chr13-30742638-44
NR4757--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR8574--MA0035.3.Gata1	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR4370--MA1104.1.GATA6	chr17	32350599	32350611	-	0.000	0.000	Merged-chr17-32350599-47
NR4641--MA1104.1.GATA6	chr18	11913376	11913388	+	0.000	0.000	Merged-chr18-11913705-37
NR8483--MA0766.1.GATA5	chr6	140308227	140308234	-	0.000	0.000	Merged-chr6-140308190-9
NR3087--MA0037.3.GATA3	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR8539--MA0036.3.GATA2	chr6	144329732	144329742	+	0.000	0.000	Merged-chr6-144329601-7
NR2187--MA0035.3.Gata1	chr12	91065610	91065620	+	0.000	0.000	Merged-chr12-91065547-31
NR8253--MA1104.1.GATA6	chr6	108168405	108168417	+	0.000	0.000	Merged-chr6-108168461-115
NR6665--MA0482.1.Gata4	chr4	10770161	10770171	-	0.000	0.000	Merged-chr4-10770192-53
NR7900--MA0766.1.GATA5	chr6	24031953	24031960	-	0.000	0.000	Merged-chr6-24031822-2
NR8110--MA1104.1.GATA6	chr6	66252373	66252385	-	0.000	0.000	Merged-chr6-66252273-1,Merged-chr6-66252474-1
NR4908--MA0482.1.Gata4	chr18	69084779	69084789	+	0.000	0.000	Merged-chr18-69084701-84
NR2957--MA0482.1.Gata4	chr14	8255426	8255436	+	0.000	0.000	Merged-chr14-8255378-13
NR9880--MA0482.1.Gata4	chrX	104015321	104015331	-	0.000	0.000	Merged-chrX-104015448-5
NR5572--MA0036.3.GATA2	chr2	122668168	122668178	-	0.000	0.000	Merged-chr2-122668057-9
NR2153--MA0035.3.Gata1	chr12	86795964	86795974	-	0.000	0.000	Merged-chr12-86795851-62
NR9941--MA0766.1.GATA5	chrX	166329313	166329320	-	0.000	0.000	Merged-chrX-166329162-24
NR4398--MA0036.3.GATA2	chr17	36020626	36020636	-	0.000	0.000	Merged-chr17-36020745-74
NR929--MA1104.1.GATA6	chr10	19122263	19122275	-	0.000	0.000	Merged-chr10-19122454-26
NR5782--MA0035.3.Gata1	chr2	163229299	163229309	-	0.000	0.000	Merged-chr2-163229277-53
NR6288--MA0035.3.Gata1	chr3	100558467	100558477	+	0.000	0.000	Merged-chr3-100558458-49
NR4127--MA0482.1.Gata4	chr16	85172249	85172259	+	0.000	0.000	Merged-chr16-85172081-1
NR1450--MA0036.3.GATA2	chr10	122578485	122578495	+	0.000	0.000	Merged-chr10-122578660-68
NR4788--MA0766.1.GATA5	chr18	50028363	50028370	+	0.000	0.000	Merged-chr18-50028414-49
NR9845--MA0766.1.GATA5	chrX	23673359	23673366	-	0.000	0.000	Merged-chrX-23673581-22
NR8301--MA0035.3.Gata1	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR3653--MA0036.3.GATA2	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR7571--MA0035.3.Gata1	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR716--MA0482.1.Gata4	chr1	164494816	164494826	-	0.000	0.000	Merged-chr1-164494906-11
NR8917--MA1104.1.GATA6	chr7	110432409	110432421	-	0.000	0.000	Merged-chr7-110432490-32
NR4170--MA0482.1.Gata4	chr16	91448306	91448316	-	0.000	0.000	Merged-chr16-91448282-13
NR3542--MA0037.3.GATA3	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR2346--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR4488--MA0482.1.Gata4	chr17	65954138	65954148	+	0.000	0.000	Merged-chr17-65954196-36
NR5452--MA0766.1.GATA5	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR4001--MA1104.1.GATA6	chr16	57319937	57319949	+	0.000	0.000	Merged-chr16-57319907-20
NR2142--MA0482.1.Gata4	chr12	83929661	83929671	-	0.000	0.000	Merged-chr12-83929616-29
NR9631--MA0035.3.Gata1	chr9	77496871	77496881	+	0.000	0.000	Merged-chr9-77496982-2
NR283--MA0482.1.Gata4	chr1	74239438	74239448	-	0.000	0.000	Merged-chr1-74239577-59
NR6204--MA1104.1.GATA6	chr3	81201466	81201478	-	0.000	0.000	Merged-chr3-81201582-6
NR4524--MA1104.1.GATA6	chr17	71491182	71491194	-	0.000	0.000	Merged-chr17-71491103-50
NR7603--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR9792--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR8612--MA1104.1.GATA6	chr7	19332939	19332951	-	0.000	0.000	Merged-chr7-19332998-44
NR4776--MA1104.1.GATA6	chr18	49982266	49982278	-	0.000	0.000	Merged-chr18-49982392-61
NR6042--MA1104.1.GATA6	chr3	51744640	51744652	-	0.000	0.000	Merged-chr3-51744632-10
NR3188--MA1104.1.GATA6	chr14	66241475	66241487	-	0.000	0.000	Merged-chr14-66241484-22
NR8337--MA0482.1.Gata4	chr6	127474041	127474051	-	0.000	0.000	Merged-chr6-127474146-19
NR4014--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR7964--MA0035.3.Gata1	chr6	43337637	43337647	+	0.000	0.000	Merged-chr6-43337585-2
NR9479--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR3090--MA0036.3.GATA2	chr14	40927277	40927287	-	0.000	0.000	Merged-chr14-40927194-29
NR2130--MA0140.2.GATA1::TAL1	chr12	79296606	79296623	-	0.000	0.000	Merged-chr12-79296800-36
NR5596--MA0037.3.GATA3	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR2145--MA0035.3.Gata1	chr12	83929662	83929672	-	0.000	0.000	Merged-chr12-83929616-29
NR8969--MA0482.1.Gata4	chr7	119894978	119894988	-	0.000	0.000	Merged-chr7-119895039-1
NR2300--MA1104.1.GATA6	chr12	107362204	107362216	+	0.000	0.000	Merged-chr12-107362270-34
NR262--MA0482.1.Gata4	chr1	66987717	66987727	+	0.000	0.000	Merged-chr1-66987794-41
NR8734--MA1104.1.GATA6	chr7	58844113	58844125	+	0.000	0.000	Merged-chr7-58844347-15
NR8436--MA0035.3.Gata1	chr6	134533242	134533252	+	0.000	0.000	Merged-chr6-134533147-7
NR1543--MA0035.3.Gata1	chr11	11711883	11711893	+	0.000	0.000	Merged-chr11-11711824-34
NR3058--MA1104.1.GATA6	chr14	27562726	27562738	+	0.000	0.000	Merged-chr14-27562668-44
NR1795--MA0035.3.Gata1	chr12	3441669	3441679	+	0.000	0.000	Merged-chr12-3441534-29
NR4095--MA0766.1.GATA5	chr16	77095208	77095215	-	0.000	0.000	Merged-chr16-77095315-45
NR4366--MA0766.1.GATA5	chr17	31210486	31210493	-	0.000	0.000	Merged-chr17-31210494-9
NR1110--MA0140.2.GATA1::TAL1	chr10	62500310	62500327	-	0.000	0.000	Merged-chr10-62500351-23
NR3998--MA0035.3.Gata1	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR8183--MA0766.1.GATA5	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR2185--MA1104.1.GATA6	chr12	91065609	91065621	-	0.000	0.000	Merged-chr12-91065547-31
NR1561--MA0766.1.GATA5	chr11	21103248	21103255	-	0.000	0.000	Merged-chr11-21103382-12
NR8316--MA0482.1.Gata4	chr6	124750611	124750621	-	0.000	0.000	Merged-chr6-124750623-14
NR8696--MA0036.3.GATA2	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR8297--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR8476--MA1104.1.GATA6	chr6	140308145	140308157	+	0.000	0.000	Merged-chr6-140308190-9
NR4337--MA0482.1.Gata4	chr17	21579873	21579883	-	0.000	0.000	Merged-chr17-21579709-31
NR4452--MA0140.2.GATA1::TAL1	chr17	57031707	57031724	-	0.000	0.000	Merged-chr17-57031784-94
NR1670--MA0766.1.GATA5	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR2809--MA0035.3.Gata1	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR8425--MA0482.1.Gata4	chr6	134189983	134189993	-	0.000	0.000	Merged-chr6-134189868-22
NR4864--MA0037.3.GATA3	chr18	62072967	62072974	-	0.000	0.000	Merged-chr18-62072861-2
NR8999--MA1104.1.GATA6	chr7	130774089	130774101	+	0.000	0.000	Merged-chr7-130774226-12
NR5501--MA0035.3.Gata1	chr2	109608255	109608265	-	0.000	0.000	Merged-chr2-109608122-1
NR4388--MA0140.2.GATA1::TAL1	chr17	35993948	35993965	-	0.000	0.000	Merged-chr17-35993975-42
NR1665--MA0035.3.Gata1	chr11	66906109	66906119	-	0.000	0.000	Merged-chr11-66906049-23
NR4327--MA0035.3.Gata1	chr17	17838230	17838240	+	0.000	0.000	Merged-chr17-17838305-60
NR6510--MA0037.3.GATA3	chr3	142356729	142356736	+	0.000	0.000	Merged-chr3-142356734-49
NR6666--MA1104.1.GATA6	chr4	10770161	10770173	+	0.000	0.000	Merged-chr4-10770192-53
NR1631--MA0035.3.Gata1	chr11	53141383	53141393	-	0.000	0.000	Merged-chr11-53141237-14
NR1883--MA0035.3.Gata1	chr12	25117995	25118005	+	0.000	0.000	Merged-chr12-25118118-8
NR2958--MA1104.1.GATA6	chr14	8255424	8255436	-	0.000	0.000	Merged-chr14-8255378-13
NR8428--MA0035.3.Gata1	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR5665--MA0036.3.GATA2	chr2	140051794	140051804	-	0.000	0.000	Merged-chr2-140051762-17
NR2907--MA0482.1.Gata4	chr13	113639035	113639045	+	0.000	0.000	Merged-chr13-113639155-24
NR1240--MA0482.1.Gata4	chr10	89326992	89327002	-	0.000	0.000	Merged-chr10-89327162-49
NR8660--MA0037.3.GATA3	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR4358--MA0766.1.GATA5	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR4333--MA1104.1.GATA6	chr17	18718466	18718478	+	0.000	0.000	Merged-chr17-18718477-13
NR4128--MA1104.1.GATA6	chr16	85172247	85172259	-	0.000	0.000	Merged-chr16-85172081-1
NR3604--MA0140.2.GATA1::TAL1	chr15	49671377	49671394	-	0.000	0.000	Merged-chr15-49671464-12
NR5732--MA0035.3.Gata1	chr2	148528051	148528061	-	0.000	0.000	Merged-chr2-148527989-4
NR3485--MA0766.1.GATA5	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR1780--MA1104.1.GATA6	chr11	116782934	116782946	-	0.000	0.000	Merged-chr11-116782885-34
NR4171--MA1104.1.GATA6	chr16	91448306	91448318	+	0.000	0.000	Merged-chr16-91448282-13
NR9798--MA0037.3.GATA3	chr9	123087722	123087729	+	0.000	0.000	Merged-chr9-123087769-13
NR6466--MA0482.1.Gata4	chr3	136611951	136611961	-	0.000	0.000	Merged-chr3-136611929-48
NR4786--MA0482.1.Gata4	chr18	50028360	50028370	-	0.000	0.000	Merged-chr18-50028414-49
NR5740--MA0036.3.GATA2	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR4489--MA1104.1.GATA6	chr17	65954136	65954148	-	0.000	0.000	Merged-chr17-65954196-36
NR2143--MA1104.1.GATA6	chr12	83929661	83929673	+	0.000	0.000	Merged-chr12-83929616-29
NR2267--MA0036.3.GATA2	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR1514--MA0035.3.Gata1	chr11	4804254	4804264	+	0.000	0.000	Merged-chr11-4804243-58
NR2318--MA1104.1.GATA6	chr12	112606009	112606021	-	0.000	0.000	Merged-chr12-112605824-36
NR8778--MA0482.1.Gata4	chr7	73600105	73600115	-	0.000	0.000	Merged-chr7-73600199-6
NR8159--MA0482.1.Gata4	chr6	82922014	82922024	-	0.000	0.000	Merged-chr6-82922037-57
NR8338--MA1104.1.GATA6	chr6	127474041	127474053	+	0.000	0.000	Merged-chr6-127474146-19
NR8989--MA0140.2.GATA1::TAL1	chr7	126822089	126822106	-	0.000	0.000	Merged-chr7-126822065-16
NR6269--MA0766.1.GATA5	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
