#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR52917--MA0599.1.KLF5	chr5	129020154	129020163	+	0.000	0.000	Merged-chr5-129020147-99
NR17223--MA1107.1.KLF9	chr13	58158314	58158326	-	0.000	0.000	Merged-chr13-58158134-148
NR25092--MA0493.1.Klf1	chr15	93576006	93576016	-	0.000	0.000	Merged-chr15-93576121-28
NR66849--MA1107.1.KLF9	chr9	65535543	65535555	-	0.000	0.000	Merged-chr9-65535495-68
NR10965--MA0599.1.KLF5	chr11	62648543	62648552	+	0.000	0.000	Merged-chr11-62648702-91
NR52309--MA0741.1.KLF16	chr5	113873339	113873349	-	0.000	0.000	Merged-chr5-113873174-24
NR66634--MA1107.1.KLF9	chr9	57647828	57647840	-	0.000	0.000	Merged-chr9-57647746-26
NR44192--MA1107.1.KLF9	chr3	143493054	143493066	+	0.000	0.000	Merged-chr3-143493127-1
NR42694--MA0599.1.KLF5	chr3	95142400	95142409	+	0.000	0.000	Merged-chr3-95142553-16
NR24343--MA0599.1.KLF5	chr15	78928232	78928241	+	0.000	0.000	Merged-chr15-78928209-40
NR63795--MA0740.1.KLF14	chr8	71665701	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR12064--MA0741.1.KLF16	chr11	97883660	97883670	+	0.000	0.000	Merged-chr11-97883682-8
NR5235--MA0740.1.KLF14	chr10	4386768	4386781	+	0.000	0.000	Merged-chr10-4386678-1
NR61310--MA1107.1.KLF9	chr7	121734715	121734727	-	0.000	0.000	Merged-chr7-121734819-1
NR17397--MA0657.1.KLF13	chr13	64161797	64161814	-	0.000	0.000	Merged-chr13-64161873-63
NR23360--MA0493.1.Klf1	chr15	38078883	38078893	-	0.000	0.000	Merged-chr15-38078784-97
NR43430--MA0740.1.KLF14	chr3	121370595	121370608	-	0.000	0.000	Merged-chr3-121370505-2
NR20846--MA0039.3.KLF4	chr14	54146704	54146714	+	0.000	0.000	Merged-chr14-54146707-32
NR68218--MA0039.3.KLF4	chr9	118489785	118489795	-	0.000	0.000	Merged-chr9-118489742-49
NR48914--MA0740.1.KLF14	chr4	149166789	149166802	+	0.000	0.000	Merged-chr4-149166901-79
NR56268--MA1107.1.KLF9	chr6	99360158	99360170	+	0.000	0.000	Merged-chr6-99360034-2
NR22489--MA1107.1.KLF9	chr14	121545762	121545774	+	0.000	0.000	Merged-chr14-121545671-6
NR64653--MA0741.1.KLF16	chr8	105623209	105623219	-	0.000	0.000	Merged-chr8-105622975-103
NR25736--MA0742.1.Klf12	chr16	8671872	8671886	+	0.000	0.000	Merged-chr16-8671994-77
NR65223--MA0599.1.KLF5	chr8	122556779	122556788	-	0.000	0.000	Merged-chr8-122556749-52
NR5734--MA1107.1.KLF9	chr10	18070686	18070698	-	0.000	0.000	Merged-chr10-18070790-14
NR8105--MA0599.1.KLF5	chr10	93326907	93326916	+	0.000	0.000	Merged-chr10-93326815-10
NR52766--MA0741.1.KLF16	chr5	124079222	124079232	-	0.000	0.000	Merged-chr5-124079181-11
NR1568--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR58887--MA0493.1.Klf1	chr7	28677346	28677356	-	0.000	0.000	Merged-chr7-28677170-43
NR28913--MA0599.1.KLF5	chr17	25015824	25015833	-	0.000	0.000	Merged-chr17-25015631-3
NR68815--MA0599.1.KLF5	chrX	48285496	48285505	+	0.000	0.000	Merged-chrX-48285695-3
NR59430--MA1107.1.KLF9	chr7	45068180	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR68265--MA0741.1.KLF16	chr9	119402187	119402197	+	0.000	0.000	Merged-chr9-119402239-40
NR37409--MA0741.1.KLF16	chr2	79227982	79227992	-	0.000	0.000	Merged-chr2-79227897-44
NR14809--MA0741.1.KLF16	chr12	84408450	84408460	+	0.000	0.000	Merged-chr12-84408533-142
NR63830--MA1107.1.KLF9	chr8	72277459	72277471	-	0.000	0.000	Merged-chr8-72277394-10
NR53483--MA0599.1.KLF5	chr5	138280177	138280186	-	0.000	0.000	Merged-chr5-138280109-50
NR56193--MA0599.1.KLF5	chr6	97300924	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR669--MA0741.1.KLF16	chr1	36024916	36024926	+	0.000	0.000	Merged-chr1-36024851-1
NR27002--MA0742.1.Klf12	chr16	59459634	59459648	-	0.000	0.000	Merged-chr16-59459484-51
NR61637--MA1107.1.KLF9	chr7	132735389	132735401	-	0.000	0.000	Merged-chr7-132735427-53
NR9628--MA1107.1.KLF9	chr11	3335913	3335925	-	0.000	0.000	Merged-chr11-3336028-55
NR38724--MA0599.1.KLF5	chr2	131204780	131204789	-	0.000	0.000	Merged-chr2-131204704-19
NR53409--MA0742.1.Klf12	chr5	137600821	137600835	+	0.000	0.000	Merged-chr5-137600985-67
NR33746--MA0740.1.KLF14	chr19	3325549	3325562	-	0.000	0.000	Merged-chr19-3325405-49
NR52081--MA0741.1.KLF16	chr5	110176524	110176534	-	0.000	0.000	Merged-chr5-110176742-78
NR11173--MA0599.1.KLF5	chr11	70221161	70221170	-	0.000	0.000	Merged-chr11-70221085-67
NR4665--MA0741.1.KLF16	chr1	184013533	184013543	-	0.000	0.000	Merged-chr1-184013369-24
NR45914--MA0493.1.Klf1	chr4	43499672	43499682	-	0.000	0.000	Merged-chr4-43499565-45
NR35319--MA1107.1.KLF9	chr2	11212110	11212122	+	0.000	0.000	Merged-chr2-11212152-38
NR52481--MA0039.3.KLF4	chr5	118465215	118465225	-	0.000	0.000	Merged-chr5-118465239-56
NR16478--MA1107.1.KLF9	chr13	24786311	24786323	+	0.000	0.000	Merged-chr13-24786227-53
NR36110--MA0599.1.KLF5	chr2	32535274	32535283	+	0.000	0.000	Merged-chr2-32535268-83
NR13553--MA1107.1.KLF9	chr12	25247230	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR42233--MA0599.1.KLF5	chr3	79194246	79194255	+	0.000	0.000	Merged-chr3-79194432-21
NR157--MA0599.1.KLF5	chr1	9848224	9848233	-	0.000	0.000	Merged-chr1-9848247-58
NR29068--MA0741.1.KLF16	chr17	27826186	27826196	-	0.000	0.000	Merged-chr17-27826379-77
NR29339--MA0741.1.KLF16	chr17	33998963	33998973	-	0.000	0.000	Merged-chr17-33999093-34
NR45282--MA1107.1.KLF9	chr4	14922315	14922327	-	0.000	0.000	Merged-chr4-14922203-28
NR5507--MA0599.1.KLF5	chr10	12963982	12963991	+	0.000	0.000	Merged-chr10-12964276-93
NR68122--MA0741.1.KLF16	chr9	114730243	114730253	-	0.000	0.000	Merged-chr9-114730346-23
NR7582--MA0039.3.KLF4	chr10	80622384	80622394	+	0.000	0.000	Merged-chr10-80622471-84
NR29307--MA0740.1.KLF14	chr17	33817658	33817671	+	0.000	0.000	Merged-chr17-33817699-57
NR60011--MA0599.1.KLF5	chr7	72308189	72308198	+	0.000	0.000	Merged-chr7-72308227-31
NR43842--MA0741.1.KLF16	chr3	133509187	133509197	-	0.000	0.000	Merged-chr3-133509042-15
NR17501--MA0741.1.KLF16	chr13	67081391	67081401	+	0.000	0.000	Merged-chr13-67081382-93
NR62606--MA1107.1.KLF9	chr8	25609071	25609083	-	0.000	0.000	Merged-chr8-25609215-28
NR10038--MA0493.1.Klf1	chr11	20561490	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR25108--MA0741.1.KLF16	chr15	93950834	93950844	-	0.000	0.000	Merged-chr15-93950639-49
NR48445--MA0742.1.Klf12	chr4	136060046	136060060	-	0.000	0.000	Merged-chr4-136060160-34
NR66313--MA0599.1.KLF5	chr9	44396952	44396961	+	0.000	0.000	Merged-chr9-44397016-62
NR24576--MA0599.1.KLF5	chr15	82147232	82147241	+	0.000	0.000	Merged-chr15-82147198-69
NR35920--MA0599.1.KLF5	chr2	29820464	29820473	+	0.000	0.000	Merged-chr2-29820454-25
NR30000--MA0493.1.Klf1	chr17	56304179	56304189	-	0.000	0.000	Merged-chr17-56304020-73
NR30135--MA0599.1.KLF5	chr17	62246830	62246839	-	0.000	0.000	Merged-chr17-62246918-5
NR21445--MA0740.1.KLF14	chr14	75845211	75845224	+	0.000	0.000	Merged-chr14-75845337-99
NR44753--MA0599.1.KLF5	chr3	154628589	154628598	+	0.000	0.000	Merged-chr3-154628476-23
NR37181--MA0741.1.KLF16	chr2	71786879	71786889	-	0.000	0.000	Merged-chr2-71787122-109
NR11985--MA0741.1.KLF16	chr11	96916553	96916563	+	0.000	0.000	Merged-chr11-96916500-59
NR52025--MA1107.1.KLF9	chr5	107926653	107926665	+	0.000	0.000	Merged-chr5-107926816-56
NR59158--MA0742.1.Klf12	chr7	35333915	35333929	-	0.000	0.000	Merged-chr7-35333987-100
NR67685--MA0742.1.Klf12	chr9	100462340	100462354	-	0.000	0.000	Merged-chr9-100462229-47
NR55110--MA0741.1.KLF16	chr6	50110138	50110148	-	0.000	0.000	Merged-chr6-50110247-81
NR42693--MA1107.1.KLF9	chr3	95135837	95135849	-	0.000	0.000	Merged-chr3-95135773-59
NR20874--MA0493.1.Klf1	chr14	54464116	54464126	-	0.000	0.000	Merged-chr14-54464203-140
NR21409--MA0742.1.Klf12	chr14	75131075	75131089	+	0.000	0.000	Merged-chr14-75131133-67
NR37177--MA0493.1.Klf1	chr2	71786880	71786890	-	0.000	0.000	Merged-chr2-71787122-109
NR33512--MA0599.1.KLF5	chr18	82847257	82847266	-	0.000	0.000	Merged-chr18-82847210-15
NR4201--MA1107.1.KLF9	chr1	171607430	171607442	-	0.000	0.000	Merged-chr1-171607234-71
NR778--MA0741.1.KLF16	chr1	39478751	39478761	+	0.000	0.000	Merged-chr1-39478588-52
NR54779--MA0599.1.KLF5	chr6	37442267	37442276	+	0.000	0.000	Merged-chr6-37442138-79
NR12935--MA0740.1.KLF14	chr11	118248639	118248652	+	0.000	0.000	Merged-chr11-118248688-60
NR10145--MA0741.1.KLF16	chr11	23306493	23306503	-	0.000	0.000	Merged-chr11-23306363-115
NR10416--MA0741.1.KLF16	chr11	43426269	43426279	-	0.000	0.000	Merged-chr11-43426226-46
NR63804--MA0493.1.Klf1	chr8	71665704	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR28931--MA0599.1.KLF5	chr17	25222286	25222295	+	0.000	0.000	Merged-chr17-25222539-87
NR60677--MA1107.1.KLF9	chr7	98469233	98469245	+	0.000	0.000	Merged-chr7-98469350-12
NR43755--MA0742.1.Klf12	chr3	131272064	131272078	-	0.000	0.000	Merged-chr3-131271947-79
NR9684--MA0740.1.KLF14	chr11	4186703	4186716	-	0.000	0.000	Merged-chr11-4186832-60
NR22816--MA1107.1.KLF9	chr15	12795465	12795477	+	0.000	0.000	Merged-chr15-12795578-29
NR12469--MA0599.1.KLF5	chr11	106674719	106674728	-	0.000	0.000	Merged-chr11-106674818-63
NR1058--MA0742.1.Klf12	chr1	52630917	52630931	+	0.000	0.000	Merged-chr1-52631121-87
NR24440--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR25079--MA0493.1.Klf1	chr15	93275328	93275338	+	0.000	0.000	Merged-chr15-93275409-98
NR67976--MA0599.1.KLF5	chr9	108783785	108783794	-	0.000	0.000	Merged-chr9-108783844-54
NR16227--MA0039.3.KLF4	chr13	13531063	13531073	-	0.000	0.000	Merged-chr13-13531086-27
NR20875--MA0741.1.KLF16	chr14	54464115	54464125	-	0.000	0.000	Merged-chr14-54464203-140
NR12911--MA1107.1.KLF9	chr11	117878384	117878396	-	0.000	0.000	Merged-chr11-117878483-30
NR48385--MA0740.1.KLF14	chr4	135273031	135273044	-	0.000	0.000	Merged-chr4-135272795-85
NR53358--MA0657.1.KLF13	chr5	137032885	137032902	+	0.000	0.000	Merged-chr5-137032758-64
NR51093--MA0599.1.KLF5	chr5	71658021	71658030	+	0.000	0.000	Merged-chr5-71657956-24
NR64908--MA0599.1.KLF5	chr8	115234221	115234230	-	0.000	0.000	Merged-chr8-115234193-65
NR48656--MA0740.1.KLF14	chr4	141060591	141060604	-	0.000	0.000	Merged-chr4-141060681-65
NR33839--MA0599.1.KLF5	chr19	5024023	5024032	-	0.000	0.000	Merged-chr19-5024003-73
NR47011--MA0599.1.KLF5	chr4	88033143	88033152	+	0.000	0.000	Merged-chr4-88033206-92
NR67066--MA1107.1.KLF9	chr9	75435887	75435899	+	0.000	0.000	Merged-chr9-75436054-36
NR30013--MA1107.1.KLF9	chr17	56350991	56351003	-	0.000	0.000	Merged-chr17-56350875-30
NR59230--MA0599.1.KLF5	chr7	38085244	38085253	-	0.000	0.000	Merged-chr7-38085350-130
NR25451--MA0599.1.KLF5	chr15	102279429	102279438	-	0.000	0.000	Merged-chr15-102279513-54
NR42447--MA1107.1.KLF9	chr3	88510189	88510201	-	0.000	0.000	Merged-chr3-88510082-59
NR28161--MA0599.1.KLF5	chr17	3209727	3209736	+	0.000	0.000	Merged-chr17-3209784-17
NR51219--MA0742.1.Klf12	chr5	74092964	74092978	+	0.000	0.000	Merged-chr5-74093137-75
NR7590--MA0740.1.KLF14	chr10	80622463	80622476	+	0.000	0.000	Merged-chr10-80622471-84
NR31010--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR5310--MA0599.1.KLF5	chr10	5805596	5805605	+	0.000	0.000	Merged-chr10-5805785-87
NR40397--MA1107.1.KLF9	chr2	178593190	178593202	+	0.000	0.000	Merged-chr2-178593347-6
NR39926--MA0599.1.KLF5	chr2	167621618	167621627	-	0.000	0.000	Merged-chr2-167621504-22
NR34099--MA0657.1.KLF13	chr19	10577353	10577370	+	0.000	0.000	Merged-chr19-10577280-70
NR1832--MA0493.1.Klf1	chr1	85250744	85250754	-	0.000	0.000	Merged-chr1-85250842-29
NR54666--MA1107.1.KLF9	chr6	31114861	31114873	+	0.000	0.000	Merged-chr6-31114957-72
NR53693--MA0493.1.Klf1	chr5	142909256	142909266	-	0.000	0.000	Merged-chr5-142909413-47
NR58720--MA0740.1.KLF14	chr7	25316869	25316882	+	0.000	0.000	Merged-chr7-25316715-33
NR25166--MA0740.1.KLF14	chr15	96684759	96684772	+	0.000	0.000	Merged-chr15-96684531-29
NR48037--MA0740.1.KLF14	chr4	129189469	129189482	+	0.000	0.000	Merged-chr4-129189596-96
NR69162--MA0740.1.KLF14	chrX	101274115	101274128	+	0.000	0.000	Merged-chrX-101274015-74
NR32748--MA1107.1.KLF9	chr18	60844159	60844171	-	0.000	0.000	Merged-chr18-60844209-77
NR18462--MA0599.1.KLF5	chr13	96388236	96388245	+	0.000	0.000	Merged-chr13-96388323-49
NR69586--MA1107.1.KLF9	chrX	162868475	162868487	+	0.000	0.000	Merged-chrX-162868446-21
NR65769--MA0493.1.Klf1	chr9	21131300	21131310	+	0.000	0.000	Merged-chr9-21131280-55
NR50884--MA1107.1.KLF9	chr5	64519009	64519021	+	0.000	0.000	Merged-chr5-64519093-9
NR63808--MA1107.1.KLF9	chr8	71665702	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR9543--MA1107.1.KLF9	chr10	128646001	128646013	-	0.000	0.000	Merged-chr10-128645990-43
NR1724--MA1107.1.KLF9	chr1	80757986	80757998	+	0.000	0.000	Merged-chr1-80757990-114
NR52365--MA0741.1.KLF16	chr5	114707609	114707619	+	0.000	0.000	Merged-chr5-114707863-50
NR42578--MA0599.1.KLF5	chr3	90052824	90052833	-	0.000	0.000	Merged-chr3-90052542-109
NR16800--MA0039.3.KLF4	chr13	41487198	41487208	+	0.000	0.000	Merged-chr13-41487140-66
NR61409--MA1107.1.KLF9	chr7	126369629	126369641	+	0.000	0.000	Merged-chr7-126369585-49
NR36240--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR66890--MA0493.1.Klf1	chr9	65676512	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR24344--MA0741.1.KLF16	chr15	78928325	78928335	-	0.000	0.000	Merged-chr15-78928209-40
NR5094--MA1107.1.KLF9	chr1	193349928	193349940	-	0.000	0.000	Merged-chr1-193349952-15
