#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR10340--MA0089.1.MAFG::NFE2L1	chrX	52988221	52988226	-	0.000	0.000	Merged-chrX-52988248-53
NR7210--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR8976--MA0117.2.Mafb	chr7	101348429	101348440	-	0.000	0.000	Merged-chr7-101348573-1
NR8835--MA0496.2.MAFK	chr7	72350189	72350207	-	0.000	0.000	Merged-chr7-72350151-23
NR3360--MA0089.1.MAFG::NFE2L1	chr14	60727282	60727287	+	0.000	0.000	Merged-chr14-60727314-32
NR947--MA0089.1.MAFG::NFE2L1	chr10	23812115	23812120	-	0.000	0.000	Merged-chr10-23812313-29
NR2668--MA0495.2.MAFF	chr13	8995333	8995353	-	0.000	0.000	Merged-chr13-8995380-1
NR5345--MA0089.1.MAFG::NFE2L1	chr2	6460508	6460513	+	0.000	0.000	Merged-chr2-6460433-7
NR10352--MA0496.2.MAFK	chrX	59568330	59568348	+	0.000	0.000	Merged-chrX-59568240-6
NR5080--MA0591.1.Bach1::Mafk	chr19	4037976	4037990	+	0.000	0.000	Merged-chr19-4037964-42
NR1911--MA0117.2.Mafb	chr11	106688382	106688393	-	0.000	0.000	Merged-chr11-106688521-67
NR1016--MA0659.1.MAFG	chr10	53344048	53344068	-	0.000	0.000	Merged-chr10-53344095-9
NR455--MA0117.2.Mafb	chr1	128386846	128386857	+	0.000	0.000	Merged-chr1-128386740-22
NR9643--MA0501.1.MAF::NFE2	chr8	121570507	121570521	-	0.000	0.000	Merged-chr8-121570466-14
NR5944--MA0659.1.MAFG	chr2	153350989	153351009	-	0.000	0.000	Merged-chr2-153350886-63
NR4498--MA0496.2.MAFK	chr17	35219832	35219850	-	0.000	0.000	Merged-chr17-35219724-57
NR1804--MA0089.1.MAFG::NFE2L1	chr11	88011852	88011857	+	0.000	0.000	Merged-chr11-88011784-26
NR9060--MA0089.1.MAFG::NFE2L1	chr7	113143683	113143688	+	0.000	0.000	Merged-chr7-113143723-32
NR2001--MA0495.2.MAFF	chr11	116259624	116259644	-	0.000	0.000	Merged-chr11-116259590-14
NR2242--MA0089.1.MAFG::NFE2L1	chr12	77130286	77130291	-	0.000	0.000	Merged-chr12-77130151-1
NR3758--MA0495.2.MAFF	chr15	61539014	61539034	+	0.000	0.000	Merged-chr15-61539170-27
NR6357--MA0591.1.Bach1::Mafk	chr3	88138426	88138440	-	0.000	0.000	Merged-chr3-88138554-68
NR7302--MA0089.1.MAFG::NFE2L1	chr4	150909918	150909923	-	0.000	0.000	Merged-chr4-150909856-55
NR630--MA0089.1.MAFG::NFE2L1	chr1	164665797	164665802	+	0.000	0.000	Merged-chr1-164665875-3
NR4244--MA0501.1.MAF::NFE2	chr16	84487988	84488002	-	0.000	0.000	Merged-chr16-84487817-3
NR5408--MA0501.1.MAF::NFE2	chr2	25500908	25500922	-	0.000	0.000	Merged-chr2-25500833-51
NR3402--MA0501.1.MAF::NFE2	chr14	68044917	68044931	+	0.000	0.000	Merged-chr14-68044800-35
NR2003--MA0659.1.MAFG	chr11	116259624	116259644	+	0.000	0.000	Merged-chr11-116259590-14
NR245--MA0659.1.MAFG	chr1	78422793	78422813	+	0.000	0.000	Merged-chr1-78422740-38
NR1124--MA0089.1.MAFG::NFE2L1	chr10	77630052	77630057	-	0.000	0.000	Merged-chr10-77630089-17
NR2784--MA0496.2.MAFK	chr13	44819587	44819605	-	0.000	0.000	Merged-chr13-44819494-25
NR765--MA0591.1.Bach1::Mafk	chr1	181232469	181232483	-	0.000	0.000	Merged-chr1-181232608-44
NR10259--MA0495.2.MAFF	chr9	118357707	118357727	-	0.000	0.000	Merged-chr9-118357562-26
NR2140--MA0089.1.MAFG::NFE2L1	chr12	25211765	25211770	-	0.000	0.000	Merged-chr12-25211568-13
NR7819--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR373--MA0495.2.MAFF	chr1	106268517	106268537	-	0.000	0.000	Merged-chr1-106268464-31
NR5239--MA0496.2.MAFK	chr19	40661357	40661375	-	0.000	0.000	Merged-chr19-40661209-23
NR7080--MA0591.1.Bach1::Mafk	chr4	120012074	120012088	-	0.000	0.000	Merged-chr4-120011966-6
NR8896--MA0659.1.MAFG	chr7	84386645	84386665	-	0.000	0.000	Merged-chr7-84386751-45
NR8421--MA0591.1.Bach1::Mafk	chr6	127723307	127723321	-	0.000	0.000	Merged-chr6-127723234-26
NR1256--MA0501.1.MAF::NFE2	chr10	95923490	95923504	-	0.000	0.000	Merged-chr10-95923402-19
NR3507--MA0496.2.MAFK	chr14	101470025	101470043	-	0.000	0.000	Merged-chr14-101470106-24
NR800--MA0117.2.Mafb	chr1	186676420	186676431	+	0.000	0.000	Merged-chr1-186676331-13
NR7209--MA0495.2.MAFF	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR1212--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	+	0.000	0.000	Merged-chr10-93069523-27
NR5632--MA0089.1.MAFG::NFE2L1	chr2	102849971	102849976	-	0.000	0.000	Merged-chr2-102849968-21
NR6185--MA0089.1.MAFG::NFE2L1	chr3	9853483	9853488	-	0.000	0.000	Merged-chr3-9853322-69
NR2220--MA0496.2.MAFK	chr12	69458506	69458524	-	0.000	0.000	Merged-chr12-69458442-59
NR8663--MA0117.2.Mafb	chr7	12922045	12922056	-	0.000	0.000	Merged-chr7-12922140-61
NR375--MA0659.1.MAFG	chr1	106268517	106268537	-	0.000	0.000	Merged-chr1-106268464-31
NR4022--MA0501.1.MAF::NFE2	chr16	10774899	10774913	+	0.000	0.000	Merged-chr16-10774943-5
NR895--MA0591.1.Bach1::Mafk	chr10	7473839	7473853	-	0.000	0.000	Merged-chr10-7473929-104
NR3362--MA0591.1.Bach1::Mafk	chr14	60744871	60744885	-	0.000	0.000	Merged-chr14-60744715-28
NR10263--MA0496.2.MAFK	chr9	118357708	118357726	-	0.000	0.000	Merged-chr9-118357562-26
NR1276--MA0659.1.MAFG	chr10	99221678	99221698	-	0.000	0.000	Merged-chr10-99221651-27
NR5947--MA0495.2.MAFF	chr2	153780655	153780675	+	0.000	0.000	Merged-chr2-153780762-18
NR1484--MA0496.2.MAFK	chr11	11763211	11763229	-	0.000	0.000	Merged-chr11-11763344-40
NR369--MA0501.1.MAF::NFE2	chr1	106187586	106187600	-	0.000	0.000	Merged-chr1-106187715-26
NR4554--MA0591.1.Bach1::Mafk	chr17	50998469	50998483	-	0.000	0.000	Merged-chr17-50998401-17
NR9549--MA0591.1.Bach1::Mafk	chr8	105605954	105605968	+	0.000	0.000	Merged-chr8-105606136-2
NR615--MA0591.1.Bach1::Mafk	chr1	162207440	162207454	+	0.000	0.000	Merged-chr1-162207431-48
NR6863--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR122--MA0496.2.MAFK	chr1	52454811	52454829	+	0.000	0.000	Merged-chr1-52454811-49
NR8794--MA0501.1.MAF::NFE2	chr7	58824755	58824769	-	0.000	0.000	Merged-chr7-58824899-42
NR1596--MA0496.2.MAFK	chr11	51883866	51883884	-	0.000	0.000	Merged-chr11-51883874-36
NR1381--MA0496.2.MAFK	chr10	122755164	122755182	-	0.000	0.000	Merged-chr10-122755211-20
NR1526--MA0089.1.MAFG::NFE2L1	chr11	32542734	32542739	+	0.000	0.000	Merged-chr11-32542755-79
NR641--MA0089.1.MAFG::NFE2L1	chr1	165790053	165790058	-	0.000	0.000	Merged-chr1-165789768-126
NR5951--MA0496.2.MAFK	chr2	153780656	153780674	-	0.000	0.000	Merged-chr2-153780762-18
NR3577--MA0591.1.Bach1::Mafk	chr14	121315646	121315660	-	0.000	0.000	Merged-chr14-121315767-6
NR3684--MA0117.2.Mafb	chr15	38122314	38122325	+	0.000	0.000	Merged-chr15-38122272-49
NR9373--MA0089.1.MAFG::NFE2L1	chr8	66860200	66860205	+	0.000	0.000	Merged-chr8-66860248-21
NR4512--MA0496.2.MAFK	chr17	36042870	36042888	+	0.000	0.000	Merged-chr17-36042760-57
NR8766--MA0591.1.Bach1::Mafk	chr7	49093861	49093875	+	0.000	0.000	Merged-chr7-49093959-29
NR8040--MA0089.1.MAFG::NFE2L1	chr6	41202506	41202511	-	0.000	0.000	Merged-chr6-41202610-2
NR5341--MA0089.1.MAFG::NFE2L1	chr2	5895397	5895402	-	0.000	0.000	Merged-chr2-5895412-60
NR6742--MA0501.1.MAF::NFE2	chr4	8917495	8917509	-	0.000	0.000	Merged-chr4-8917370-13
NR7923--MA0659.1.MAFG	chr5	148831818	148831838	-	0.000	0.000	Merged-chr5-148831759-44
NR308--MA0501.1.MAF::NFE2	chr1	89069604	89069618	-	0.000	0.000	Merged-chr1-89069635-1
NR3409--MA0496.2.MAFK	chr14	68048503	68048521	+	0.000	0.000	Merged-chr14-68048538-29
NR3335--MA0117.2.Mafb	chr14	54222627	54222638	-	0.000	0.000	Merged-chr14-54222562-63
NR9995--MA0117.2.Mafb	chr9	72389806	72389817	+	0.000	0.000	Merged-chr9-72389636-26
NR9776--MA0659.1.MAFG	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR199--MA0501.1.MAF::NFE2	chr1	66280648	66280662	-	0.000	0.000	Merged-chr1-66280730-25
NR3349--MA0501.1.MAF::NFE2	chr14	57769079	57769093	+	0.000	0.000	Merged-chr14-57769251-39
NR1265--MA0496.2.MAFK	chr10	96588456	96588474	-	0.000	0.000	Merged-chr10-96588454-52
NR6296--MA0659.1.MAFG	chr3	68789566	68789586	+	0.000	0.000	Merged-chr3-68789660-34
NR1048--MA0117.2.Mafb	chr10	59964786	59964797	+	0.000	0.000	Merged-chr10-59964870-60
NR3509--MA0089.1.MAFG::NFE2L1	chr14	101640434	101640439	+	0.000	0.000	Merged-chr14-101640435-68
NR7493--MA0117.2.Mafb	chr5	52609894	52609905	-	0.000	0.000	Merged-chr5-52609918-24
NR9977--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR8557--MA0089.1.MAFG::NFE2L1	chr6	142389295	142389300	-	0.000	0.000	Merged-chr6-142389290-7
NR7137--MA0089.1.MAFG::NFE2L1	chr4	130045944	130045949	-	0.000	0.000	Merged-chr4-130045793-53
NR7513--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR7941--MA0659.1.MAFG	chr5	149525185	149525205	-	0.000	0.000	Merged-chr5-149525038-89
NR3568--MA0117.2.Mafb	chr14	120572435	120572446	+	0.000	0.000	Merged-chr14-120572441-59
NR2170--MA0501.1.MAF::NFE2	chr12	40459784	40459798	-	0.000	0.000	Merged-chr12-40459917-13
NR3430--MA0501.1.MAF::NFE2	chr14	73170124	73170138	+	0.000	0.000	Merged-chr14-73170198-47
NR2398--MA0501.1.MAF::NFE2	chr12	102588578	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR9655--MA0117.2.Mafb	chr8	122568402	122568413	+	0.000	0.000	Merged-chr8-122568587-1
NR4149--MA0089.1.MAFG::NFE2L1	chr16	44778878	44778883	-	0.000	0.000	Merged-chr16-44778885-37
NR3105--MA0089.1.MAFG::NFE2L1	chr13	109229960	109229965	-	0.000	0.000	Merged-chr13-109230040-126
NR552--MA0089.1.MAFG::NFE2L1	chr1	144200725	144200730	-	0.000	0.000	Merged-chr1-144200697-14
NR2742--MA0089.1.MAFG::NFE2L1	chr13	32864703	32864708	-	0.000	0.000	Merged-chr13-32864701-28
NR1322--MA0089.1.MAFG::NFE2L1	chr10	117419039	117419044	+	0.000	0.000	Merged-chr10-117418980-24
NR1091--MA0495.2.MAFF	chr10	68512668	68512688	-	0.000	0.000	Merged-chr10-68512591-23
NR8798--MA0117.2.Mafb	chr7	64122535	64122546	-	0.000	0.000	Merged-chr7-64122484-38
NR4612--MA0089.1.MAFG::NFE2L1	chr17	70851897	70851902	-	0.000	0.000	Merged-chr17-70852117-218
NR3382--MA0089.1.MAFG::NFE2L1	chr14	63195380	63195385	-	0.000	0.000	Merged-chr14-63195363-68
NR617--MA0501.1.MAF::NFE2	chr1	162207443	162207457	+	0.000	0.000	Merged-chr1-162207431-48
NR9257--MA0501.1.MAF::NFE2	chr7	143629768	143629782	-	0.000	0.000	Merged-chr7-143629700-38
NR2407--MA0591.1.Bach1::Mafk	chr12	102725318	102725332	-	0.000	0.000	Merged-chr12-102725313-9
NR5385--MA0591.1.Bach1::Mafk	chr2	18183235	18183249	+	0.000	0.000	Merged-chr2-18183343-9
NR9418--MA0501.1.MAF::NFE2	chr8	72136897	72136911	+	0.000	0.000	Merged-chr8-72136702-59
NR6726--MA0591.1.Bach1::Mafk	chr4	3835536	3835550	+	0.000	0.000	Merged-chr4-3835460-93
NR8243--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR1633--MA0495.2.MAFF	chr11	60935531	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR3881--MA0591.1.Bach1::Mafk	chr15	81811332	81811346	+	0.000	0.000	Merged-chr15-81811152-87
NR1220--MA0089.1.MAFG::NFE2L1	chr10	93180047	93180052	-	0.000	0.000	Merged-chr10-93180050-46
NR295--MA0117.2.Mafb	chr1	87811527	87811538	+	0.000	0.000	Merged-chr1-87811547-25
NR154--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR3709--MA0089.1.MAFG::NFE2L1	chr15	50674472	50674477	+	0.000	0.000	Merged-chr15-50674419-23
NR3112--MA0501.1.MAF::NFE2	chr13	109822600	109822614	-	0.000	0.000	Merged-chr13-109822486-79
NR4903--MA0501.1.MAF::NFE2	chr18	56622536	56622550	-	0.000	0.000	Merged-chr18-56622444-28
NR3031--MA0117.2.Mafb	chr13	97789942	97789953	+	0.000	0.000	Merged-chr13-97790032-25
NR2855--MA0089.1.MAFG::NFE2L1	chr13	55190340	55190345	-	0.000	0.000	Merged-chr13-55190373-52
NR6483--MA0089.1.MAFG::NFE2L1	chr3	107559402	107559407	+	0.000	0.000	Merged-chr3-107559278-21
NR3804--MA0501.1.MAF::NFE2	chr15	66445477	66445491	+	0.000	0.000	Merged-chr15-66445527-47
NR5551--MA0117.2.Mafb	chr2	71274641	71274652	-	0.000	0.000	Merged-chr2-71274822-52
NR14--MA0117.2.Mafb	chr1	13616117	13616128	-	0.000	0.000	Merged-chr1-13616116-19
NR8391--MA0659.1.MAFG	chr6	125265756	125265776	+	0.000	0.000	Merged-chr6-125265659-79
NR1984--MA0117.2.Mafb	chr11	115512976	115512987	-	0.000	0.000	Merged-chr11-115512963-16
NR5150--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR195--MA0495.2.MAFF	chr1	66280648	66280668	+	0.000	0.000	Merged-chr1-66280730-25
NR3856--MA0501.1.MAF::NFE2	chr15	78450271	78450285	+	0.000	0.000	Merged-chr15-78450295-54
NR37--MA0501.1.MAF::NFE2	chr1	16228247	16228261	+	0.000	0.000	Merged-chr1-16228179-38
NR4812--MA0089.1.MAFG::NFE2L1	chr18	34751628	34751633	+	0.000	0.000	Merged-chr18-34751743-52
NR6397--MA0496.2.MAFK	chr3	95664228	95664246	+	0.000	0.000	Merged-chr3-95664146-32
NR6641--MA0117.2.Mafb	chr3	142545600	142545611	+	0.000	0.000	Merged-chr3-142545607-21
NR6943--MA0591.1.Bach1::Mafk	chr4	88722181	88722195	-	0.000	0.000	Merged-chr4-88722242-68
NR9005--MA0089.1.MAFG::NFE2L1	chr7	104446554	104446559	-	0.000	0.000	Merged-chr7-104446376-75
NR4233--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR2183--MA0117.2.Mafb	chr12	54294037	54294048	+	0.000	0.000	Merged-chr12-54294060-1
NR9639--MA0591.1.Bach1::Mafk	chr8	121187850	121187864	-	0.000	0.000	Merged-chr8-121187823-40
NR7235--MA0089.1.MAFG::NFE2L1	chr4	145284517	145284522	-	0.000	0.000	Merged-chr4-145284668-43
NR10286--MA0089.1.MAFG::NFE2L1	chr9	121354996	121355001	-	0.000	0.000	Merged-chr9-121354935-22
NR4005--MA0659.1.MAFG	chr16	4475219	4475239	-	0.000	0.000	Merged-chr16-4475244-54
NR35--MA0495.2.MAFF	chr1	16228241	16228261	-	0.000	0.000	Merged-chr1-16228179-38
NR1482--MA0501.1.MAF::NFE2	chr11	11763216	11763230	+	0.000	0.000	Merged-chr11-11763344-40
NR1635--MA0117.2.Mafb	chr11	60935540	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR5205--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR8018--MA0591.1.Bach1::Mafk	chr6	33248995	33249009	-	0.000	0.000	Merged-chr6-33249191-56
NR9963--MA0591.1.Bach1::Mafk	chr9	63399105	63399119	+	0.000	0.000	Merged-chr9-63399253-65
NR4683--MA0496.2.MAFK	chr17	86123337	86123355	+	0.000	0.000	Merged-chr17-86123282-19
NR2083--MA0495.2.MAFF	chr12	3759462	3759482	+	0.000	0.000	Merged-chr12-3759612-10
NR7725--MA0495.2.MAFF	chr5	112297489	112297509	+	0.000	0.000	Merged-chr5-112297415-51
NR9873--MA0089.1.MAFG::NFE2L1	chr9	41117474	41117479	-	0.000	0.000	Merged-chr9-41117367-1,Merged-chr9-41117581-1
NR1259--MA0089.1.MAFG::NFE2L1	chr10	96015941	96015946	-	0.000	0.000	Merged-chr10-96015913-48
NR7702--MA0496.2.MAFK	chr5	107524496	107524514	-	0.000	0.000	Merged-chr5-107524666-44
NR5263--MA0089.1.MAFG::NFE2L1	chr19	45579250	45579255	+	0.000	0.000	Merged-chr19-45579112-22
NR2839--MA0591.1.Bach1::Mafk	chr13	52807786	52807800	+	0.000	0.000	Merged-chr13-52807824-44
NR2060--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR4260--MA0591.1.Bach1::Mafk	chr16	87497338	87497352	+	0.000	0.000	Merged-chr16-87497296-12
NR5601--MA0591.1.Bach1::Mafk	chr2	91183958	91183972	+	0.000	0.000	Merged-chr2-91183975-17
NR6771--MA0117.2.Mafb	chr4	16102201	16102212	-	0.000	0.000	Merged-chr4-16102324-55
NR4549--MA0089.1.MAFG::NFE2L1	chr17	50185721	50185726	-	0.000	0.000	Merged-chr17-50185897-34
NR3129--MA0089.1.MAFG::NFE2L1	chr13	112074017	112074022	+	0.000	0.000	Merged-chr13-112074010-21
NR9597--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR1727--MA0496.2.MAFK	chr11	76945674	76945692	-	0.000	0.000	Merged-chr11-76945750-46
NR5130--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	-	0.000	0.000	Merged-chr19-14668781-26
NR2761--MA0659.1.MAFG	chr13	37290886	37290906	+	0.000	0.000	Merged-chr13-37290832-15
NR3150--MA0496.2.MAFK	chr13	112385234	112385252	-	0.000	0.000	Merged-chr13-112385232-32
NR172--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR509--MA0495.2.MAFF	chr1	133815879	133815899	+	0.000	0.000	Merged-chr1-133816158-89
NR9779--MA0496.2.MAFK	chr9	15530006	15530024	+	0.000	0.000	Merged-chr9-15530031-64
NR10486--MA0089.1.MAFG::NFE2L1	chrX	167231321	167231326	+	0.000	0.000	Merged-chrX-167231316-28
NR6998--MA0495.2.MAFF	chr4	102859624	102859644	+	0.000	0.000	Merged-chr4-102859663-41
NR858--MA0591.1.Bach1::Mafk	chr1	191956061	191956075	-	0.000	0.000	Merged-chr1-191956087-10
NR3715--MA0495.2.MAFF	chr15	55838807	55838827	+	0.000	0.000	Merged-chr15-55838772-33
NR5565--MA0117.2.Mafb	chr2	75704404	75704415	+	0.000	0.000	Merged-chr2-75704284-195
NR7522--MA0089.1.MAFG::NFE2L1	chr5	67306954	67306959	+	0.000	0.000	Merged-chr5-67307077-62
NR6102--MA0089.1.MAFG::NFE2L1	chr2	174614085	174614090	-	0.000	0.000	Merged-chr2-174613856-91
NR9105--MA0591.1.Bach1::Mafk	chr7	118499300	118499314	-	0.000	0.000	Merged-chr7-118499270-20
NR4089--MA0591.1.Bach1::Mafk	chr16	29814285	29814299	-	0.000	0.000	Merged-chr16-29814134-35
NR5949--MA0501.1.MAF::NFE2	chr2	153780655	153780669	-	0.000	0.000	Merged-chr2-153780762-18
NR3605--MA0089.1.MAFG::NFE2L1	chr15	6512369	6512374	+	0.000	0.000	Merged-chr15-6512431-6
NR10110--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR9664--MA0591.1.Bach1::Mafk	chr8	124046014	124046028	-	0.000	0.000	Merged-chr8-124045987-6
NR4158--MA0089.1.MAFG::NFE2L1	chr16	46103339	46103344	-	0.000	0.000	Merged-chr16-46103340-16
NR7233--MA0089.1.MAFG::NFE2L1	chr4	145284482	145284487	-	0.000	0.000	Merged-chr4-145284668-43
NR7971--MA0501.1.MAF::NFE2	chr6	8691511	8691525	-	0.000	0.000	Merged-chr6-8691434-22
NR697--MA0501.1.MAF::NFE2	chr1	173440990	173441004	+	0.000	0.000	Merged-chr1-173441075-109
NR8751--MA0591.1.Bach1::Mafk	chr7	44772919	44772933	-	0.000	0.000	Merged-chr7-44772778-41
NR5463--MA0089.1.MAFG::NFE2L1	chr2	45019185	45019190	+	0.000	0.000	Merged-chr2-45019275-14
NR10104--MA0495.2.MAFF	chr9	94691950	94691970	+	0.000	0.000	Merged-chr9-94691829-80
NR8868--MA0089.1.MAFG::NFE2L1	chr7	80410611	80410616	-	0.000	0.000	Merged-chr7-80410451-25
NR7448--MA0089.1.MAFG::NFE2L1	chr5	30869665	30869670	-	0.000	0.000	Merged-chr5-30869662-46
NR1546--MA0089.1.MAFG::NFE2L1	chr11	44489403	44489408	+	0.000	0.000	Merged-chr11-44489355-8
NR107--MA0591.1.Bach1::Mafk	chr1	51509240	51509254	+	0.000	0.000	Merged-chr1-51509217-43
NR9809--MA0089.1.MAFG::NFE2L1	chr9	25186821	25186826	-	0.000	0.000	Merged-chr9-25186654-66
NR3907--MA0089.1.MAFG::NFE2L1	chr15	84331411	84331416	+	0.000	0.000	Merged-chr15-84331397-42
NR9011--MA0501.1.MAF::NFE2	chr7	104507804	104507818	+	0.000	0.000	Merged-chr7-104507900-57
NR7535--MA0089.1.MAFG::NFE2L1	chr5	73199824	73199829	-	0.000	0.000	Merged-chr5-73199876-43
NR1215--MA0659.1.MAFG	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR5765--MA0089.1.MAFG::NFE2L1	chr2	120027510	120027515	-	0.000	0.000	Merged-chr2-120027547-78
NR8767--MA0501.1.MAF::NFE2	chr7	49093858	49093872	-	0.000	0.000	Merged-chr7-49093959-29
NR1781--MA0496.2.MAFK	chr11	85324147	85324165	-	0.000	0.000	Merged-chr11-85324179-42
NR4003--MA0591.1.Bach1::Mafk	chr16	4475151	4475165	-	0.000	0.000	Merged-chr16-4475244-54
NR2988--MA0495.2.MAFF	chr13	92241620	92241640	+	0.000	0.000	Merged-chr13-92241716-35
NR1555--MA0117.2.Mafb	chr11	44581512	44581523	+	0.000	0.000	Merged-chr11-44581458-41
NR73--MA0117.2.Mafb	chr1	39986487	39986498	+	0.000	0.000	Merged-chr1-39986417-3
NR2777--MA0089.1.MAFG::NFE2L1	chr13	44771017	44771022	-	0.000	0.000	Merged-chr13-44771057-26
NR8752--MA0501.1.MAF::NFE2	chr7	45054217	45054231	-	0.000	0.000	Merged-chr7-45054001-89
NR3717--MA0117.2.Mafb	chr15	55838807	55838818	+	0.000	0.000	Merged-chr15-55838772-33
NR1068--MA0089.1.MAFG::NFE2L1	chr10	66853313	66853318	-	0.000	0.000	Merged-chr10-66853301-43
NR1309--MA0117.2.Mafb	chr10	111473178	111473189	+	0.000	0.000	Merged-chr10-111473372-63
NR8829--MA0495.2.MAFF	chr7	72350188	72350208	+	0.000	0.000	Merged-chr7-72350151-23
NR5072--MA0089.1.MAFG::NFE2L1	chr18	89126581	89126586	-	0.000	0.000	Merged-chr18-89126622-17
NR6765--MA0496.2.MAFK	chr4	11887895	11887913	-	0.000	0.000	Merged-chr4-11887917-34
NR5091--MA0591.1.Bach1::Mafk	chr19	7117915	7117929	+	0.000	0.000	Merged-chr19-7118010-10
NR2435--MA0591.1.Bach1::Mafk	chr12	105013271	105013285	-	0.000	0.000	Merged-chr12-105013301-48
NR1647--MA0496.2.MAFK	chr11	61684160	61684178	+	0.000	0.000	Merged-chr11-61684230-57
NR10332--MA0496.2.MAFK	chrX	42336961	42336979	+	0.000	0.000	Merged-chrX-42336875-23
NR3093--MA0495.2.MAFF	chr13	108056940	108056960	-	0.000	0.000	Merged-chr13-108057126-33
