#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR3429--MA0035.3.Gata1	chr3	28318056	28318066	+	0.000	0.000	Merged-chr3-28318064-9
NR2356--MA0766.1.GATA5	chr17	7927890	7927897	-	0.000	0.000	Merged-chr17-7928003-98
NR1064--MA0035.3.Gata1	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR5612--MA0037.3.GATA3	chr9	69298080	69298087	-	0.000	0.000	Merged-chr9-69298140-58
NR839--MA0140.2.GATA1::TAL1	chr11	50377762	50377779	+	0.000	0.000	Merged-chr11-50377790-188
NR3543--MA0140.2.GATA1::TAL1	chr3	89187839	89187856	-	0.000	0.000	Merged-chr3-89188181-94
NR2455--MA0036.3.GATA2	chr17	34196617	34196627	+	0.000	0.000	Merged-chr17-34196730-34
NR2803--MA0482.1.Gata4	chr19	9899583	9899593	+	0.000	0.000	Merged-chr19-9899505-60
NR2952--MA0140.2.GATA1::TAL1	chr2	3525983	3526000	+	0.000	0.000	Merged-chr2-3525948-8
NR3495--MA0482.1.Gata4	chr3	68543032	68543042	+	0.000	0.000	Merged-chr3-68543251-15
NR5625--MA1104.1.GATA6	chr9	72465981	72465993	+	0.000	0.000	Merged-chr9-72465991-47
NR2293--MA0036.3.GATA2	chr16	92641311	92641321	-	0.000	0.000	Merged-chr16-92641253-41
NR663--MA0035.3.Gata1	chr10	96204410	96204420	+	0.000	0.000	Merged-chr10-96204406-28
NR2248--MA0037.3.GATA3	chr16	76679372	76679379	-	0.000	0.000	Merged-chr16-76679194-37
NR2216--MA0036.3.GATA2	chr16	56800671	56800681	+	0.000	0.000	Merged-chr16-56800625-33
NR1348--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR5284--MA0482.1.Gata4	chr8	69206539	69206549	-	0.000	0.000	Merged-chr8-69206595-20
NR2683--MA0766.1.GATA5	chr18	61479926	61479933	-	0.000	0.000	Merged-chr18-61480035-15
NR1232--MA1104.1.GATA6	chr12	65061130	65061142	-	0.000	0.000	Merged-chr12-65061172-1
NR2944--MA0036.3.GATA2	chr19	59926170	59926180	+	0.000	0.000	Merged-chr19-59926305-20
NR2530--MA0036.3.GATA2	chr17	64341913	64341923	-	0.000	0.000	Merged-chr17-64341836-18
NR2782--MA0036.3.GATA2	chr19	5802580	5802590	+	0.000	0.000	Merged-chr19-5802452-32
NR2806--MA0035.3.Gata1	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR1659--MA1104.1.GATA6	chr14	18820856	18820868	-	0.000	0.000	Merged-chr14-18820757-45
NR856--MA0766.1.GATA5	chr11	53470104	53470111	-	0.000	0.000	Merged-chr11-53470263-39
NR3498--MA0035.3.Gata1	chr3	68543031	68543041	+	0.000	0.000	Merged-chr3-68543251-15
NR804--MA0035.3.Gata1	chr11	30166378	30166388	-	0.000	0.000	Merged-chr11-30166468-16
NR5154--MA0482.1.Gata4	chr7	132824496	132824506	-	0.000	0.000	Merged-chr7-132824609-20
NR4233--MA0766.1.GATA5	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR1497--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR2553--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR1117--MA0140.2.GATA1::TAL1	chr11	116782937	116782954	+	0.000	0.000	Merged-chr11-116782885-34
NR3796--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR479--MA0036.3.GATA2	chr10	44601677	44601687	-	0.000	0.000	Merged-chr10-44601754-5
NR708--MA0035.3.Gata1	chr10	120183061	120183071	+	0.000	0.000	Merged-chr10-120183053-23
NR1056--MA0035.3.Gata1	chr11	101641790	101641800	+	0.000	0.000	Merged-chr11-101641901-72
NR2001--MA0482.1.Gata4	chr15	60112102	60112112	+	0.000	0.000	Merged-chr15-60111990-62
NR3649--MA0482.1.Gata4	chr3	130691403	130691413	+	0.000	0.000	Merged-chr3-130691489-97
NR2479--MA0037.3.GATA3	chr17	44557328	44557335	-	0.000	0.000	Merged-chr17-44557338-45
NR3259--MA0035.3.Gata1	chr2	139705162	139705172	+	0.000	0.000	Merged-chr2-139705122-18
NR817--MA0035.3.Gata1	chr11	32200302	32200312	-	0.000	0.000	Merged-chr11-32200377-38
NR4608--MA0035.3.Gata1	chr6	87041203	87041213	-	0.000	0.000	Merged-chr6-87041204-35
NR2091--MA0482.1.Gata4	chr15	102296188	102296198	-	0.000	0.000	Merged-chr15-102296189-42
NR3143--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR5598--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR3139--MA0482.1.Gata4	chr2	90583735	90583745	-	0.000	0.000	Merged-chr2-90583818-37
NR3318--MA1104.1.GATA6	chr2	150748922	150748934	+	0.000	0.000	Merged-chr2-150749158-47
NR4565--MA0482.1.Gata4	chr6	72993526	72993536	-	0.000	0.000	Merged-chr6-72993527-59
NR2936--MA0036.3.GATA2	chr19	57116939	57116949	-	0.000	0.000	Merged-chr19-57117009-44
NR2623--MA0035.3.Gata1	chr18	32398232	32398242	-	0.000	0.000	Merged-chr18-32398270-147
NR3427--MA1104.1.GATA6	chr3	28318055	28318067	-	0.000	0.000	Merged-chr3-28318064-9
NR2251--MA0036.3.GATA2	chr16	76679371	76679381	+	0.000	0.000	Merged-chr16-76679194-37
NR2123--MA0482.1.Gata4	chr16	19985149	19985159	-	0.000	0.000	Merged-chr16-19985121-18
NR535--MA0482.1.Gata4	chr10	62327712	62327722	-	0.000	0.000	Merged-chr10-62327638-49
NR4321--MA0766.1.GATA5	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR397--MA0035.3.Gata1	chr10	12806116	12806126	+	0.000	0.000	Merged-chr10-12806040-40
NR5835--MA0037.3.GATA3	chrX	42399490	42399497	+	0.000	0.000	Merged-chrX-42399563-21
NR4664--MA0035.3.Gata1	chr6	108804717	108804727	-	0.000	0.000	Merged-chr6-108804733-2
NR838--MA0036.3.GATA2	chr11	50377760	50377770	+	0.000	0.000	Merged-chr11-50377790-188
NR5468--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR4292--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR254--MA0035.3.Gata1	chr1	136685413	136685423	-	0.000	0.000	Merged-chr1-136685597-75
NR4639--MA0766.1.GATA5	chr6	99801067	99801074	-	0.000	0.000	Merged-chr6-99800956-8
NR2484--MA0482.1.Gata4	chr17	47521791	47521801	-	0.000	0.000	Merged-chr17-47521683-42
NR4316--MA0035.3.Gata1	chr5	112253305	112253315	-	0.000	0.000	Merged-chr5-112253369-38
NR2888--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR661--MA1104.1.GATA6	chr10	96204409	96204421	-	0.000	0.000	Merged-chr10-96204406-28
NR1075--MA1104.1.GATA6	chr11	108911011	108911023	-	0.000	0.000	Merged-chr11-108910906-74
NR1438--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR158--MA0035.3.Gata1	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR2219--MA0037.3.GATA3	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR2593--MA0482.1.Gata4	chr17	84633653	84633663	+	0.000	0.000	Merged-chr17-84633706-27
NR1700--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR1024--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR1869--MA1104.1.GATA6	chr14	78436105	78436117	+	0.000	0.000	Merged-chr14-78436014-44
NR386--MA0482.1.Gata4	chr10	7843387	7843397	+	0.000	0.000	Merged-chr10-7843377-8
NR2035--MA0766.1.GATA5	chr15	79729230	79729237	-	0.000	0.000	Merged-chr15-79729133-34
NR1872--MA0035.3.Gata1	chr14	78436106	78436116	-	0.000	0.000	Merged-chr14-78436014-44
NR2102--MA0482.1.Gata4	chr16	10586770	10586780	+	0.000	0.000	Merged-chr16-10586705-25
NR3142--MA0140.2.GATA1::TAL1	chr2	90583727	90583744	-	0.000	0.000	Merged-chr2-90583818-37
NR4786--MA0035.3.Gata1	chr6	143954596	143954606	-	0.000	0.000	Merged-chr6-143954525-20
NR2804--MA1104.1.GATA6	chr19	9899581	9899593	-	0.000	0.000	Merged-chr19-9899505-60
NR2506--MA0140.2.GATA1::TAL1	chr17	52484077	52484094	-	0.000	0.000	Merged-chr17-52484066-25
NR4438--MA0035.3.Gata1	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR3496--MA1104.1.GATA6	chr3	68543030	68543042	-	0.000	0.000	Merged-chr3-68543251-15
NR578--MA1104.1.GATA6	chr10	79995731	79995743	-	0.000	0.000	Merged-chr10-79995816-1
NR2309--MA0036.3.GATA2	chr16	94374311	94374321	+	0.000	0.000	Merged-chr16-94374445-4
NR5285--MA1104.1.GATA6	chr8	69206539	69206551	+	0.000	0.000	Merged-chr8-69206595-20
NR1079--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR2444--MA0140.2.GATA1::TAL1	chr17	31208066	31208083	+	0.000	0.000	Merged-chr17-31207894-59
NR4404--MA0035.3.Gata1	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
NR4032--MA0036.3.GATA2	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR4549--MA0140.2.GATA1::TAL1	chr6	70797854	70797871	+	0.000	0.000	Merged-chr6-70798012-48
NR4555--MA0036.3.GATA2	chr6	71831778	71831788	+	0.000	0.000	Merged-chr6-71831897-1
NR1382--MA0140.2.GATA1::TAL1	chr13	12349411	12349428	+	0.000	0.000	Merged-chr13-12349518-23
NR246--MA0035.3.Gata1	chr1	131204670	131204680	-	0.000	0.000	Merged-chr1-131204658-49
NR2681--MA0482.1.Gata4	chr18	61479926	61479936	+	0.000	0.000	Merged-chr18-61480035-15
NR416--MA0036.3.GATA2	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR3528--MA0037.3.GATA3	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR2357--MA0035.3.Gata1	chr17	7927889	7927899	+	0.000	0.000	Merged-chr17-7928003-98
NR888--MA0482.1.Gata4	chr11	58948838	58948848	-	0.000	0.000	Merged-chr11-58948790-70
NR4188--MA0036.3.GATA2	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR5251--MA0037.3.GATA3	chr8	46859564	46859571	-	0.000	0.000	Merged-chr8-46859659-64
NR1686--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR4260--MA0766.1.GATA5	chr5	92327551	92327558	-	0.000	0.000	Merged-chr5-92327493-24
NR1016--MA0482.1.Gata4	chr11	96993116	96993126	+	0.000	0.000	Merged-chr11-96993116-10
NR2636--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR4398--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR2323--MA0035.3.Gata1	chr16	96852682	96852692	+	0.000	0.000	Merged-chr16-96852506-10
NR3219--MA0482.1.Gata4	chr2	127923473	127923483	+	0.000	0.000	Merged-chr2-127923410-36
NR5700--MA0035.3.Gata1	chr9	89842484	89842494	-	0.000	0.000	Merged-chr9-89842601-13
NR2222--MA0036.3.GATA2	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR1864--MA0035.3.Gata1	chr14	75197829	75197839	-	0.000	0.000	Merged-chr14-75197932-9
NR510--MA0037.3.GATA3	chr10	59958198	59958205	-	0.000	0.000	Merged-chr10-59958273-13
NR2002--MA1104.1.GATA6	chr15	60112100	60112112	-	0.000	0.000	Merged-chr15-60111990-62
NR4231--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR4112--MA0035.3.Gata1	chr4	156032032	156032042	-	0.000	0.000	Merged-chr4-156032140-29
NR2684--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR5790--MA0035.3.Gata1	chr9	118686279	118686289	+	0.000	0.000	Merged-chr9-118686441-13
NR2659--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR2038--MA0140.2.GATA1::TAL1	chr15	81033352	81033369	+	0.000	0.000	Merged-chr15-81033220-15
NR4566--MA1104.1.GATA6	chr6	72993526	72993538	+	0.000	0.000	Merged-chr6-72993527-59
NR5369--MA0482.1.Gata4	chr8	115064800	115064810	+	0.000	0.000	Merged-chr8-115064848-48
NR1138--MA0482.1.Gata4	chr12	3441670	3441680	+	0.000	0.000	Merged-chr12-3441534-29
NR2768--MA0766.1.GATA5	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR2538--MA1104.1.GATA6	chr17	65954136	65954148	-	0.000	0.000	Merged-chr17-65954196-36
NR1710--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR2625--MA0766.1.GATA5	chr18	34783579	34783586	-	0.000	0.000	Merged-chr18-34783714-45
NR2150--MA0482.1.Gata4	chr16	33073040	33073050	-	0.000	0.000	Merged-chr16-33073178-28
NR1522--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR536--MA1104.1.GATA6	chr10	62327712	62327724	+	0.000	0.000	Merged-chr10-62327638-49
NR2283--MA0035.3.Gata1	chr16	91685628	91685638	+	0.000	0.000	Merged-chr16-91685700-49
NR2554--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR2054--MA0482.1.Gata4	chr15	91616639	91616649	-	0.000	0.000	Merged-chr15-91616695-12
NR2485--MA1104.1.GATA6	chr17	47521791	47521803	+	0.000	0.000	Merged-chr17-47521683-42
NR323--MA0482.1.Gata4	chr1	171102484	171102494	-	0.000	0.000	Merged-chr1-171102589-142
NR4252--MA0766.1.GATA5	chr5	90760544	90760551	+	0.000	0.000	Merged-chr5-90760417-1
NR4037--MA0036.3.GATA2	chr4	135108870	135108880	+	0.000	0.000	Merged-chr4-135108844-32
NR3793--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR5811--MA0482.1.Gata4	chrX	11664675	11664685	+	0.000	0.000	Merged-chrX-11664686-45
NR5623--MA0037.3.GATA3	chr9	72465984	72465991	+	0.000	0.000	Merged-chr9-72465991-47
NR4181--MA0035.3.Gata1	chr5	30343455	30343465	-	0.000	0.000	Merged-chr5-30343363-21
NR2594--MA1104.1.GATA6	chr17	84633651	84633663	-	0.000	0.000	Merged-chr17-84633706-27
NR3640--MA0036.3.GATA2	chr3	122474205	122474215	-	0.000	0.000	Merged-chr3-122474297-38
NR2567--MA0035.3.Gata1	chr17	74753361	74753371	+	0.000	0.000	Merged-chr17-74753393-19
NR1713--MA0035.3.Gata1	chr14	30675116	30675126	-	0.000	0.000	Merged-chr14-30675172-26
NR1694--MA0035.3.Gata1	chr14	27411819	27411829	+	0.000	0.000	Merged-chr14-27411821-37
NR5791--MA0140.2.GATA1::TAL1	chr9	119255026	119255043	+	0.000	0.000	Merged-chr9-119254891-26
NR244--MA1104.1.GATA6	chr1	131204669	131204681	+	0.000	0.000	Merged-chr1-131204658-49
NR2447--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR2057--MA0035.3.Gata1	chr15	91616640	91616650	-	0.000	0.000	Merged-chr15-91616695-12
NR4778--MA0036.3.GATA2	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR3611--MA0035.3.Gata1	chr3	115704681	115704691	-	0.000	0.000	Merged-chr3-115704719-34
NR4712--MA0482.1.Gata4	chr6	128286048	128286058	-	0.000	0.000	Merged-chr6-128286104-14
NR2285--MA0482.1.Gata4	chr16	91917849	91917859	+	0.000	0.000	Merged-chr16-91917917-41
NR4322--MA0035.3.Gata1	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR4988--MA0035.3.Gata1	chr7	92805485	92805495	-	0.000	0.000	Merged-chr7-92805492-6
NR1657--MA0037.3.GATA3	chr14	18820858	18820865	-	0.000	0.000	Merged-chr14-18820757-45
NR554--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR1495--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR5280--MA0036.3.GATA2	chr8	69168492	69168502	-	0.000	0.000	Merged-chr8-69168549-18
NR4919--MA0036.3.GATA2	chr7	47111356	47111366	+	0.000	0.000	Merged-chr7-47111394-88
NR5660--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR4496--MA0766.1.GATA5	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR4232--MA1104.1.GATA6	chr5	64472606	64472618	-	0.000	0.000	Merged-chr5-64472447-77
NR2168--MA0482.1.Gata4	chr16	44339555	44339565	+	0.000	0.000	Merged-chr16-44339420-21
NR1903--MA0140.2.GATA1::TAL1	chr14	103017227	103017244	-	0.000	0.000	Merged-chr14-103017290-44
NR2230--MA0482.1.Gata4	chr16	58670210	58670220	+	0.000	0.000	Merged-chr16-58670422-58
NR1975--MA0766.1.GATA5	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR2185--MA1104.1.GATA6	chr16	45347091	45347103	+	0.000	0.000	Merged-chr16-45346908-42
NR4879--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR5466--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR3483--MA0036.3.GATA2	chr3	58671459	58671469	-	0.000	0.000	Merged-chr3-58671349-14
NR3764--MA0766.1.GATA5	chr3	152950470	152950477	+	0.000	0.000	Merged-chr3-152950391-40
NR2661--MA0037.3.GATA3	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR1139--MA1104.1.GATA6	chr12	3441668	3441680	-	0.000	0.000	Merged-chr12-3441534-29
NR1660--MA0036.3.GATA2	chr14	18820857	18820867	+	0.000	0.000	Merged-chr14-18820757-45
NR1455--MA0036.3.GATA2	chr13	58475754	58475764	+	0.000	0.000	Merged-chr13-58475654-27
NR1711--MA1104.1.GATA6	chr14	30675115	30675127	+	0.000	0.000	Merged-chr14-30675172-26
NR3024--MA0037.3.GATA3	chr2	43737594	43737601	+	0.000	0.000	Merged-chr2-43737811-44
NR1073--MA0037.3.GATA3	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR2124--MA0035.3.Gata1	chr16	19985150	19985160	-	0.000	0.000	Merged-chr16-19985121-18
NR4303--MA0482.1.Gata4	chr5	110274319	110274329	+	0.000	0.000	Merged-chr5-110274346-15
NR2055--MA1104.1.GATA6	chr15	91616639	91616651	+	0.000	0.000	Merged-chr15-91616695-12
NR349--MA0766.1.GATA5	chr1	184320778	184320785	-	0.000	0.000	Merged-chr1-184320852-2
NR3430--MA0482.1.Gata4	chr3	33956364	33956374	-	0.000	0.000	Merged-chr3-33956471-94
NR324--MA1104.1.GATA6	chr1	171102484	171102496	+	0.000	0.000	Merged-chr1-171102589-142
NR1750--MA0482.1.Gata4	chr14	49155693	49155703	-	0.000	0.000	Merged-chr14-49155726-21
NR3311--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR5812--MA1104.1.GATA6	chrX	11664673	11664685	-	0.000	0.000	Merged-chrX-11664686-45
NR939--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR2779--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR5471--MA0482.1.Gata4	chr9	15029162	15029172	-	0.000	0.000	Merged-chr9-15029277-27
NR5283--MA0037.3.GATA3	chr8	69206542	69206549	+	0.000	0.000	Merged-chr8-69206595-20
NR3842--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR4358--MA0766.1.GATA5	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR4629--MA0766.1.GATA5	chr6	97523241	97523248	-	0.000	0.000	Merged-chr6-97523334-26
NR3800--MA0035.3.Gata1	chr4	11610147	11610157	-	0.000	0.000	Merged-chr4-11610147-18
NR5784--MA0766.1.GATA5	chr9	118167963	118167970	-	0.000	0.000	Merged-chr9-118167872-33
NR2448--MA1104.1.GATA6	chr17	32350599	32350611	-	0.000	0.000	Merged-chr17-32350599-47
NR3433--MA0035.3.Gata1	chr3	33956365	33956375	-	0.000	0.000	Merged-chr3-33956471-94
NR3777--MA0140.2.GATA1::TAL1	chr4	3874909	3874926	+	0.000	0.000	Merged-chr4-3875114-47
NR2286--MA1104.1.GATA6	chr16	91917847	91917859	-	0.000	0.000	Merged-chr16-91917917-41
NR1524--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR2158--MA0036.3.GATA2	chr16	36602847	36602857	+	0.000	0.000	Merged-chr16-36602811-38
NR1610--MA0035.3.Gata1	chr14	7766052	7766062	-	0.000	0.000	Merged-chr14-7766067-39
NR555--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR3542--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR4346--MA1104.1.GATA6	chr5	123167647	123167659	-	0.000	0.000	Merged-chr5-123167781-7
NR3794--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR3380--MA0035.3.Gata1	chr2	170126513	170126523	+	0.000	0.000	Merged-chr2-170126544-26
NR2000--MA0037.3.GATA3	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR3648--MA0037.3.GATA3	chr3	130691403	130691410	-	0.000	0.000	Merged-chr3-130691489-97
NR1665--MA0036.3.GATA2	chr14	21101882	21101892	-	0.000	0.000	Merged-chr14-21101763-12
NR1081--MA0035.3.Gata1	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR5830--MA0482.1.Gata4	chrX	37110341	37110351	-	0.000	0.000	Merged-chrX-37110282-56
NR5506--MA0035.3.Gata1	chr9	32592069	32592079	+	0.000	0.000	Merged-chr9-32592064-58
NR250--MA0037.3.GATA3	chr1	136685415	136685422	+	0.000	0.000	Merged-chr1-136685597-75
NR5415--MA0766.1.GATA5	chr8	122923734	122923741	+	0.000	0.000	Merged-chr8-122923631-1
NR3141--MA0035.3.Gata1	chr2	90583736	90583746	-	0.000	0.000	Merged-chr2-90583818-37
NR5657--MA0036.3.GATA2	chr9	78024980	78024990	+	0.000	0.000	Merged-chr9-78024957-31
NR4564--MA0037.3.GATA3	chr6	72993529	72993536	+	0.000	0.000	Merged-chr6-72993527-59
NR4494--MA0482.1.Gata4	chr6	41104184	41104194	-	0.000	0.000	Merged-chr6-41104184-15
NR2536--MA0037.3.GATA3	chr17	65954138	65954145	-	0.000	0.000	Merged-chr17-65954196-36
NR4435--MA0140.2.GATA1::TAL1	chr6	15726650	15726667	-	0.000	0.000	Merged-chr6-15726718-35
NR2231--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR534--MA0037.3.GATA3	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR3324--MA0036.3.GATA2	chr2	151530972	151530982	-	0.000	0.000	Merged-chr2-151531035-38
NR4049--MA0140.2.GATA1::TAL1	chr4	136313018	136313035	+	0.000	0.000	Merged-chr4-136312936-1
NR1644--MA0036.3.GATA2	chr14	15100184	15100194	+	0.000	0.000	Merged-chr14-15100120-43
NR4035--MA0036.3.GATA2	chr4	134273627	134273637	-	0.000	0.000	Merged-chr4-134273569-45
NR5628--MA0035.3.Gata1	chr9	72465982	72465992	-	0.000	0.000	Merged-chr9-72465991-47
