#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR5162--MA0482.1.Gata4	chr7	89841971	89841981	-	0.000	0.000	Merged-chr7-89842093-31
NR2346--MA0036.3.GATA2	chr16	89835833	89835843	-	0.000	0.000	Merged-chr16-89835915-50
NR2203--MA0036.3.GATA2	chr16	27401351	27401361	+	0.000	0.000	Merged-chr16-27401553-41
NR4438--MA0037.3.GATA3	chr5	105138911	105138918	+	0.000	0.000	Merged-chr5-105138771-1
NR2287--MA0140.2.GATA1::TAL1	chr16	55754440	55754457	-	0.000	0.000	Merged-chr16-55754578-52
NR3979--MA0037.3.GATA3	chr4	95702384	95702391	-	0.000	0.000	Merged-chr4-95702340-1
NR554--MA0035.3.Gata1	chr10	13869830	13869840	-	0.000	0.000	Merged-chr10-13869879-21
NR4895--MA1104.1.GATA6	chr6	137557988	137558000	+	0.000	0.000	Merged-chr6-137558133-151
NR2370--MA0482.1.Gata4	chr16	92443694	92443704	+	0.000	0.000	Merged-chr16-92443749-37
NR2641--MA0482.1.Gata4	chr17	86038315	86038325	+	0.000	0.000	Merged-chr17-86038391-20
NR3990--MA0036.3.GATA2	chr4	97855120	97855130	+	0.000	0.000	Merged-chr4-97855012-35
NR187--MA0035.3.Gata1	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR1738--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR5284--MA0482.1.Gata4	chr7	123378038	123378048	+	0.000	0.000	Merged-chr7-123378098-56
NR909--MA0766.1.GATA5	chr11	34102082	34102089	+	0.000	0.000	Merged-chr11-34101959-21
NR2105--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR3706--MA1104.1.GATA6	chr3	132886773	132886785	-	0.000	0.000	Merged-chr3-132886809-16
NR3137--MA0035.3.Gata1	chr2	38072141	38072151	-	0.000	0.000	Merged-chr2-38072217-25
NR4861--MA1104.1.GATA6	chr6	128839184	128839196	+	0.000	0.000	Merged-chr6-128839257-138
NR424--MA0035.3.Gata1	chr1	172341308	172341318	+	0.000	0.000	Merged-chr1-172341107-36
NR846--MA0036.3.GATA2	chr10	127759708	127759718	+	0.000	0.000	Merged-chr10-127759558-36
NR1066--MA0482.1.Gata4	chr11	98959550	98959560	+	0.000	0.000	Merged-chr11-98959702-39
NR626--MA1104.1.GATA6	chr10	40451940	40451952	-	0.000	0.000	Merged-chr10-40451996-39
NR4443--MA0482.1.Gata4	chr5	105198220	105198230	+	0.000	0.000	Merged-chr5-105198197-37
NR5700--MA0037.3.GATA3	chr9	21265178	21265185	+	0.000	0.000	Merged-chr9-21265250-55
NR5128--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR940--MA1104.1.GATA6	chr11	53656980	53656992	-	0.000	0.000	Merged-chr11-53657053-47
NR2410--MA0766.1.GATA5	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR5062--MA0037.3.GATA3	chr7	51750390	51750397	+	0.000	0.000	Merged-chr7-51750437-26
NR906--MA0140.2.GATA1::TAL1	chr11	34064283	34064300	-	0.000	0.000	Merged-chr11-34064073-70
NR2482--MA0035.3.Gata1	chr17	18462835	18462845	-	0.000	0.000	Merged-chr17-18462916-14
NR4998--MA0036.3.GATA2	chr7	25848142	25848152	-	0.000	0.000	Merged-chr7-25848293-34
NR2253--MA0482.1.Gata4	chr16	45942378	45942388	-	0.000	0.000	Merged-chr16-45942365-39
NR275--MA0035.3.Gata1	chr1	127349135	127349145	+	0.000	0.000	Merged-chr1-127349004-28
NR4390--MA0482.1.Gata4	chr5	92954368	92954378	+	0.000	0.000	Merged-chr5-92954345-1
NR716--MA0036.3.GATA2	chr10	93356445	93356455	+	0.000	0.000	Merged-chr10-93356301-45
NR3395--MA1104.1.GATA6	chr2	129385478	129385490	+	0.000	0.000	Merged-chr2-129385556-29
NR3666--MA1104.1.GATA6	chr3	109433526	109433538	-	0.000	0.000	Merged-chr3-109433404-19
NR132--MA0035.3.Gata1	chr1	64086111	64086121	+	0.000	0.000	Merged-chr1-64086002-50
NR403--MA0035.3.Gata1	chr1	166462734	166462744	+	0.000	0.000	Merged-chr1-166462719-26
NR2285--MA0036.3.GATA2	chr16	55745190	55745200	-	0.000	0.000	Merged-chr16-55745275-12
NR4313--MA0482.1.Gata4	chr5	54105704	54105714	-	0.000	0.000	Merged-chr5-54105686-48
NR3982--MA0036.3.GATA2	chr4	95702383	95702393	+	0.000	0.000	Merged-chr4-95702340-1
NR384--MA0035.3.Gata1	chr1	160044871	160044881	-	0.000	0.000	Merged-chr1-160044750-78
NR655--MA0035.3.Gata1	chr10	59570090	59570100	+	0.000	0.000	Merged-chr10-59570235-1
NR926--MA0035.3.Gata1	chr11	48874849	48874859	-	0.000	0.000	Merged-chr11-48874732-31
NR1069--MA0035.3.Gata1	chr11	98959549	98959559	+	0.000	0.000	Merged-chr11-98959702-39
NR19--MA0036.3.GATA2	chr1	13574274	13574284	-	0.000	0.000	Merged-chr1-13574247-18
NR4836--MA0482.1.Gata4	chr6	122804674	122804684	+	0.000	0.000	Merged-chr6-122804652-39
NR5800--MA0766.1.GATA5	chr9	69073402	69073409	-	0.000	0.000	Merged-chr9-69073494-25
NR5547--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR81--MA0037.3.GATA3	chr1	51448780	51448787	-	0.000	0.000	Merged-chr1-51448946-41
NR512--MA0035.3.Gata1	chr1	189586412	189586422	+	0.000	0.000	Merged-chr1-189586446-31
NR328--MA0140.2.GATA1::TAL1	chr1	144248857	144248874	-	0.000	0.000	Merged-chr1-144249031-60
NR2946--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2532--MA0766.1.GATA5	chr17	42997892	42997899	+	0.000	0.000	Merged-chr17-42997897-25
NR2349--MA0037.3.GATA3	chr16	89986398	89986405	-	0.000	0.000	Merged-chr16-89986478-112
NR5182--MA0140.2.GATA1::TAL1	chr7	98178143	98178160	-	0.000	0.000	Merged-chr7-98178228-64
NR2851--MA0482.1.Gata4	chr18	80738516	80738526	+	0.000	0.000	Merged-chr18-80738458-39
NR5216--MA1104.1.GATA6	chr7	110265934	110265946	+	0.000	0.000	Merged-chr7-110265938-33
NR3536--MA1104.1.GATA6	chr3	37483948	37483960	+	0.000	0.000	Merged-chr3-37484009-38
NR2165--MA0766.1.GATA5	chr16	10814979	10814986	+	0.000	0.000	Merged-chr16-10815093-30
NR2805--MA0140.2.GATA1::TAL1	chr18	65327268	65327285	+	0.000	0.000	Merged-chr18-65327246-34
NR219--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR2264--MA0036.3.GATA2	chr16	48786529	48786539	+	0.000	0.000	Merged-chr16-48786510-43
NR5922--MA0766.1.GATA5	chrX	11753199	11753206	+	0.000	0.000	Merged-chrX-11753307-53
NR4839--MA0035.3.Gata1	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2402--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR2593--MA0482.1.Gata4	chr17	65558610	65558620	+	0.000	0.000	Merged-chr17-65558424-20
NR5163--MA1104.1.GATA6	chr7	89841971	89841983	+	0.000	0.000	Merged-chr7-89842093-31
NR1551--MA0037.3.GATA3	chr13	95449901	95449908	+	0.000	0.000	Merged-chr13-95449730-51
NR1822--MA0037.3.GATA3	chr14	63906871	63906878	+	0.000	0.000	Merged-chr14-63906854-7
NR4847--MA0036.3.GATA2	chr6	124683769	124683779	+	0.000	0.000	Merged-chr6-124683900-13
NR4653--MA0482.1.Gata4	chr6	41118792	41118802	-	0.000	0.000	Merged-chr6-41118606-52
NR3611--MA0037.3.GATA3	chr3	84093109	84093116	+	0.000	0.000	Merged-chr3-84093112-19
NR4762--MA0482.1.Gata4	chr6	88189799	88189809	-	0.000	0.000	Merged-chr6-88189765-31
NR3560--MA0036.3.GATA2	chr3	55373805	55373815	-	0.000	0.000	Merged-chr3-55373923-35
NR817--MA0036.3.GATA2	chr10	121640514	121640524	+	0.000	0.000	Merged-chr10-121640592-32
NR4347--MA0766.1.GATA5	chr5	72184258	72184265	+	0.000	0.000	Merged-chr5-72184279-24
NR2396--MA0766.1.GATA5	chr16	93454221	93454228	+	0.000	0.000	Merged-chr16-93454367-31
NR2371--MA1104.1.GATA6	chr16	92443692	92443704	-	0.000	0.000	Merged-chr16-92443749-37
NR1803--MA0036.3.GATA2	chr14	54227577	54227587	-	0.000	0.000	Merged-chr14-54227788-83
NR5285--MA1104.1.GATA6	chr7	123378036	123378048	-	0.000	0.000	Merged-chr7-123378098-56
NR2909--MA0482.1.Gata4	chr19	11496658	11496668	-	0.000	0.000	Merged-chr19-11496633-26
NR4549--MA0140.2.GATA1::TAL1	chr5	140702194	140702211	+	0.000	0.000	Merged-chr5-140702131-51
NR4565--MA0766.1.GATA5	chr5	147063478	147063485	-	0.000	0.000	Merged-chr5-147063758-85
NR517--MA0035.3.Gata1	chr1	191445990	191446000	+	0.000	0.000	Merged-chr1-191445969-55
NR4903--MA0482.1.Gata4	chr6	143327258	143327268	-	0.000	0.000	Merged-chr6-143327148-45
NR130--MA1104.1.GATA6	chr1	64086110	64086122	-	0.000	0.000	Merged-chr1-64086002-50
NR4239--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR5904--MA0036.3.GATA2	chr9	120944000	120944010	+	0.000	0.000	Merged-chr9-120943869-18
NR668--MA0036.3.GATA2	chr10	67065796	67065806	+	0.000	0.000	Merged-chr10-67065679-35
NR949--MA0766.1.GATA5	chr11	57952915	57952922	+	0.000	0.000	Merged-chr11-57952769-40
NR1163--MA0037.3.GATA3	chr12	15930518	15930525	-	0.000	0.000	Merged-chr12-15930360-26
NR1159--MA0482.1.Gata4	chr12	13576083	13576093	+	0.000	0.000	Merged-chr12-13576044-20
NR1067--MA1104.1.GATA6	chr11	98959548	98959560	-	0.000	0.000	Merged-chr11-98959702-39
NR3571--MA0037.3.GATA3	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR602--MA0482.1.Gata4	chr10	34117970	34117980	+	0.000	0.000	Merged-chr10-34117997-36
NR2094--MA0036.3.GATA2	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR2621--MA1104.1.GATA6	chr17	74841825	74841837	-	0.000	0.000	Merged-chr17-74841892-5
NR1773--MA0766.1.GATA5	chr14	45329862	45329869	+	0.000	0.000	Merged-chr14-45329780-80
NR235--MA0482.1.Gata4	chr1	106152038	106152048	-	0.000	0.000	Merged-chr1-106152101-46
NR5851--MA0036.3.GATA2	chr9	92313784	92313794	+	0.000	0.000	Merged-chr9-92314019-19
NR2254--MA1104.1.GATA6	chr16	45942378	45942390	+	0.000	0.000	Merged-chr16-45942365-39
NR3300--MA0036.3.GATA2	chr2	105022063	105022073	+	0.000	0.000	Merged-chr2-105022109-54
NR4391--MA1104.1.GATA6	chr5	92954366	92954378	-	0.000	0.000	Merged-chr5-92954345-1
NR2726--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR124--MA0036.3.GATA2	chr1	60990422	60990432	+	0.000	0.000	Merged-chr1-60990456-63
NR5915--MA0140.2.GATA1::TAL1	chr9	123462031	123462048	+	0.000	0.000	Merged-chr9-123461997-47
NR4863--MA0482.1.Gata4	chr6	128843985	128843995	+	0.000	0.000	Merged-chr6-128843932-5
NR5644--MA0037.3.GATA3	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR4837--MA1104.1.GATA6	chr6	122804672	122804684	-	0.000	0.000	Merged-chr6-122804652-39
NR4268--MA0035.3.Gata1	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR3759--MA0037.3.GATA3	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR5548--MA1104.1.GATA6	chr8	107164412	107164424	-	0.000	0.000	Merged-chr8-107164486-19
NR3345--MA0037.3.GATA3	chr2	119251033	119251040	-	0.000	0.000	Merged-chr2-119251076-33
NR5551--MA0035.3.Gata1	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR5822--MA0035.3.Gata1	chr9	80057983	80057993	+	0.000	0.000	Merged-chr9-80057847-17
NR2625--MA0766.1.GATA5	chr17	80131804	80131811	+	0.000	0.000	Merged-chr17-80131683-7
NR238--MA0035.3.Gata1	chr1	106152039	106152049	-	0.000	0.000	Merged-chr1-106152101-46
NR408--MA0036.3.GATA2	chr1	170167871	170167881	-	0.000	0.000	Merged-chr1-170167960-28
NR1742--MA0036.3.GATA2	chr14	27400615	27400625	+	0.000	0.000	Merged-chr14-27400665-10
NR5382--MA0140.2.GATA1::TAL1	chr8	3205229	3205246	+	0.000	0.000	Merged-chr8-3205181-19
NR1994--MA0036.3.GATA2	chr15	36375102	36375112	-	0.000	0.000	Merged-chr15-36375084-60
NR4370--MA1104.1.GATA6	chr5	86078858	86078870	+	0.000	0.000	Merged-chr5-86079042-21
NR4242--MA0036.3.GATA2	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR4308--MA0036.3.GATA2	chr5	53994579	53994589	+	0.000	0.000	Merged-chr5-53994753-10
NR2628--MA0036.3.GATA2	chr17	83307182	83307192	-	0.000	0.000	Merged-chr17-83307130-30
NR4866--MA0035.3.Gata1	chr6	128843984	128843994	+	0.000	0.000	Merged-chr6-128843932-5
NR1790--MA0035.3.Gata1	chr14	53132797	53132807	+	0.000	0.000	Merged-chr14-53132661-29
NR2019--MA0766.1.GATA5	chr15	58595046	58595053	+	0.000	0.000	Merged-chr15-58595150-15
NR4452--MA0035.3.Gata1	chr5	107265257	107265267	+	0.000	0.000	Merged-chr5-107265096-67
NR2594--MA1104.1.GATA6	chr17	65558608	65558620	-	0.000	0.000	Merged-chr17-65558424-20
NR231--MA0037.3.GATA3	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR161--MA0482.1.Gata4	chr1	80765956	80765966	+	0.000	0.000	Merged-chr1-80765744-47
NR101--MA0140.2.GATA1::TAL1	chr1	52856472	52856489	-	0.000	0.000	Merged-chr1-52856467-10
NR483--MA0037.3.GATA3	chr1	183052968	183052975	+	0.000	0.000	Merged-chr1-183052837-15
NR5801--MA0035.3.Gata1	chr9	69073401	69073411	+	0.000	0.000	Merged-chr9-69073494-25
NR4679--MA0766.1.GATA5	chr6	50160021	50160028	-	0.000	0.000	Merged-chr6-50160084-30
NR2323--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR4654--MA1104.1.GATA6	chr6	41118792	41118804	+	0.000	0.000	Merged-chr6-41118606-52
NR2947--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR3704--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR1086--MA0140.2.GATA1::TAL1	chr11	101658272	101658289	+	0.000	0.000	Merged-chr11-101658454-78
NR2508--MA0766.1.GATA5	chr17	29165660	29165667	+	0.000	0.000	Merged-chr17-29165771-17
NR368--MA0036.3.GATA2	chr1	155201431	155201441	+	0.000	0.000	Merged-chr1-155201490-45
NR5866--MA0766.1.GATA5	chr9	94620444	94620451	+	0.000	0.000	Merged-chr9-94620464-1
NR3337--MA0037.3.GATA3	chr2	117399849	117399856	-	0.000	0.000	Merged-chr2-117399695-40
NR2166--MA0035.3.Gata1	chr16	10814977	10814987	-	0.000	0.000	Merged-chr16-10815093-30
NR5447--MA0140.2.GATA1::TAL1	chr8	57477247	57477264	+	0.000	0.000	Merged-chr8-57477126-15
NR3193--MA0140.2.GATA1::TAL1	chr2	66184996	66185013	-	0.000	0.000	Merged-chr2-66184903-51
NR3762--MA0036.3.GATA2	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR624--MA0037.3.GATA3	chr10	40451942	40451949	-	0.000	0.000	Merged-chr10-40451996-39
NR164--MA0035.3.Gata1	chr1	80765955	80765965	+	0.000	0.000	Merged-chr1-80765744-47
NR2394--MA0482.1.Gata4	chr16	93454218	93454228	-	0.000	0.000	Merged-chr16-93454367-31
NR2665--MA0482.1.Gata4	chr18	15322671	15322681	-	0.000	0.000	Merged-chr18-15322529-50
NR2573--MA1104.1.GATA6	chr17	57060564	57060576	+	0.000	0.000	Merged-chr17-57060464-86
NR1463--MA0036.3.GATA2	chr13	67332555	67332565	-	0.000	0.000	Merged-chr13-67332541-54
NR5652--MA0035.3.Gata1	chr8	128473947	128473957	-	0.000	0.000	Merged-chr8-128474080-29
NR5923--MA0035.3.Gata1	chrX	11753197	11753207	-	0.000	0.000	Merged-chrX-11753307-53
NR4478--MA0035.3.Gata1	chr5	115313584	115313594	+	0.000	0.000	Merged-chr5-115313738-19
NR908--MA1104.1.GATA6	chr11	34102079	34102091	+	0.000	0.000	Merged-chr11-34101959-21
NR4725--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR2569--MA0482.1.Gata4	chr17	56291310	56291320	+	0.000	0.000	Merged-chr17-56291357-21
NR4311--MA0482.1.Gata4	chr5	54098238	54098248	+	0.000	0.000	Merged-chr5-54098374-26
NR2173--MA0140.2.GATA1::TAL1	chr16	14350848	14350865	+	0.000	0.000	Merged-chr16-14350919-24
NR4834--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR3664--MA0037.3.GATA3	chr3	109433528	109433535	-	0.000	0.000	Merged-chr3-109433404-19
NR4444--MA0035.3.Gata1	chr5	105198219	105198229	+	0.000	0.000	Merged-chr5-105198197-37
NR2187--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR1907--MA0037.3.GATA3	chr14	104517162	104517169	-	0.000	0.000	Merged-chr14-104517244-7
NR2397--MA0035.3.Gata1	chr16	93454219	93454229	-	0.000	0.000	Merged-chr16-93454367-31
NR3407--MA0140.2.GATA1::TAL1	chr2	132701625	132701642	-	0.000	0.000	Merged-chr2-132701650-26
NR236--MA1104.1.GATA6	chr1	106152038	106152050	+	0.000	0.000	Merged-chr1-106152101-46
NR5750--MA0482.1.Gata4	chr9	46154656	46154666	+	0.000	0.000	Merged-chr9-46154778-41
NR5360--MA0035.3.Gata1	chr7	141558517	141558527	-	0.000	0.000	Merged-chr7-141558432-24
NR5009--MA1104.1.GATA6	chr7	29251341	29251353	+	0.000	0.000	Merged-chr7-29251339-19
NR3951--MA0035.3.Gata1	chr4	85005539	85005549	+	0.000	0.000	Merged-chr4-85005781-54
NR5357--MA0037.3.GATA3	chr7	141558519	141558526	+	0.000	0.000	Merged-chr7-141558432-24
NR3860--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR5214--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR2727--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR3974--MA0482.1.Gata4	chr4	88875958	88875968	-	0.000	0.000	Merged-chr4-88875849-45
NR2057--MA0036.3.GATA2	chr15	78495176	78495186	-	0.000	0.000	Merged-chr15-78495177-43
NR4864--MA1104.1.GATA6	chr6	128843983	128843995	-	0.000	0.000	Merged-chr6-128843932-5
NR4566--MA0035.3.Gata1	chr5	147063477	147063487	+	0.000	0.000	Merged-chr5-147063758-85
NR679--MA0035.3.Gata1	chr10	76038440	76038450	+	0.000	0.000	Merged-chr10-76038350-21
NR2243--MA0482.1.Gata4	chr16	45025580	45025590	+	0.000	0.000	Merged-chr16-45025536-40
NR5824--MA0766.1.GATA5	chr9	80070147	80070154	-	0.000	0.000	Merged-chr9-80070269-16
NR1312--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR686--MA0140.2.GATA1::TAL1	chr10	80475696	80475713	-	0.000	0.000	Merged-chr10-80475576-51
NR3616--MA0035.3.Gata1	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR4446--MA0482.1.Gata4	chr5	105239866	105239876	-	0.000	0.000	Merged-chr5-105239792-56
NR2495--MA0482.1.Gata4	chr17	25828993	25829003	-	0.000	0.000	Merged-chr17-25828970-38
NR3475--MA0140.2.GATA1::TAL1	chr2	163838221	163838238	-	0.000	0.000	Merged-chr2-163838287-34
NR5780--MA1104.1.GATA6	chr9	62421167	62421179	+	0.000	0.000	Merged-chr9-62421317-30
NR5753--MA0035.3.Gata1	chr9	46154655	46154665	+	0.000	0.000	Merged-chr9-46154778-41
NR3202--MA0035.3.Gata1	chr2	70790451	70790461	+	0.000	0.000	Merged-chr2-70790463-12
NR4582--MA0140.2.GATA1::TAL1	chr6	8504915	8504932	-	0.000	0.000	Merged-chr6-8505036-51
NR5610--MA0035.3.Gata1	chr8	121650682	121650692	-	0.000	0.000	Merged-chr8-121650674-17
NR4488--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR2399--MA0482.1.Gata4	chr16	93918466	93918476	+	0.000	0.000	Merged-chr16-93918388-61
NR5771--MA0766.1.GATA5	chr9	55126448	55126455	+	0.000	0.000	Merged-chr9-55126346-49
NR939--MA0482.1.Gata4	chr11	53656982	53656992	+	0.000	0.000	Merged-chr11-53657053-47
NR1402--MA0482.1.Gata4	chr13	41097617	41097627	-	0.000	0.000	Merged-chr13-41097728-40
NR162--MA1104.1.GATA6	chr1	80765954	80765966	-	0.000	0.000	Merged-chr1-80765744-47
NR1740--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR1806--MA0035.3.Gata1	chr14	55392545	55392555	+	0.000	0.000	Merged-chr14-55392653-26
NR5283--MA0037.3.GATA3	chr7	123378038	123378045	-	0.000	0.000	Merged-chr7-123378098-56
NR2958--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR1553--MA0766.1.GATA5	chr13	95449901	95449908	+	0.000	0.000	Merged-chr13-95449730-51
NR3966--MA0482.1.Gata4	chr4	88089117	88089127	-	0.000	0.000	Merged-chr4-88088936-18
NR3576--MA0035.3.Gata1	chr3	60788287	60788297	+	0.000	0.000	Merged-chr3-60788099-46
NR1381--MA0036.3.GATA2	chr13	24416130	24416140	+	0.000	0.000	Merged-chr13-24416141-118
NR1405--MA0035.3.Gata1	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR80--MA0140.2.GATA1::TAL1	chr1	40479638	40479655	-	0.000	0.000	Merged-chr1-40479730-47
NR4171--MA0037.3.GATA3	chr4	150099219	150099226	+	0.000	0.000	Merged-chr4-150099112-23
NR1981--MA0482.1.Gata4	chr15	25216779	25216789	+	0.000	0.000	Merged-chr15-25216736-38
NR2025--MA0766.1.GATA5	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR2480--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR4726--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR2252--MA0037.3.GATA3	chr16	45942381	45942388	+	0.000	0.000	Merged-chr16-45942365-39
NR4348--MA0140.2.GATA1::TAL1	chr5	72184247	72184264	-	0.000	0.000	Merged-chr5-72184279-24
NR3868--MA0036.3.GATA2	chr4	40773026	40773036	+	0.000	0.000	Merged-chr4-40772932-1
NR1569--MA0036.3.GATA2	chr13	97857806	97857816	-	0.000	0.000	Merged-chr13-97858038-42
NR1851--MA0482.1.Gata4	chr14	72887204	72887214	+	0.000	0.000	Merged-chr14-72887240-48
NR751--MA0766.1.GATA5	chr10	95894279	95894286	+	0.000	0.000	Merged-chr10-95894302-1
NR2509--MA0035.3.Gata1	chr17	29165658	29165668	-	0.000	0.000	Merged-chr17-29165771-17
NR1984--MA0035.3.Gata1	chr15	25216778	25216788	+	0.000	0.000	Merged-chr15-25216736-38
NR5546--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR5867--MA0035.3.Gata1	chr9	94620442	94620452	-	0.000	0.000	Merged-chr9-94620464-1
