#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR25810--MA0741.1.KLF16	chr19	10240659	10240669	-	0.000	0.000	Merged-chr19-10240692-36
NR49741--MA0599.1.KLF5	chr8	57402507	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR30363--MA0599.1.KLF5	chr2	155019371	155019380	+	0.000	0.000	Merged-chr2-155019489-63
NR7373--MA0599.1.KLF5	chr11	30198252	30198261	+	0.000	0.000	Merged-chr11-30198225-87
NR44295--MA1107.1.KLF9	chr6	125067645	125067657	-	0.000	0.000	Merged-chr6-125067765-41
NR14607--MA1107.1.KLF9	chr13	98124605	98124617	+	0.000	0.000	Merged-chr13-98124541-43
NR15061--MA1107.1.KLF9	chr13	111771260	111771272	+	0.000	0.000	Merged-chr13-111771400-28
NR23112--MA0740.1.KLF14	chr17	56757593	56757606	-	0.000	0.000	Merged-chr17-56757477-9
NR53465--MA0599.1.KLF5	chr9	77938832	77938841	-	0.000	0.000	Merged-chr9-77938986-43
NR38378--MA1107.1.KLF9	chr5	24517981	24517993	+	0.000	0.000	Merged-chr5-24518156-18
NR371--MA0493.1.Klf1	chr1	37286806	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR33279--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR54510--MA0740.1.KLF14	chr9	115612778	115612791	+	0.000	0.000	Merged-chr9-115612863-3
NR10141--MA0742.1.Klf12	chr11	110337719	110337733	+	0.000	0.000	Merged-chr11-110337673-72
NR36523--MA0741.1.KLF16	chr4	129513535	129513545	+	0.000	0.000	Merged-chr4-129513609-16
NR5926--MA0039.3.KLF4	chr10	107872815	107872825	+	0.000	0.000	Merged-chr10-107872809-21
NR45292--MA0599.1.KLF5	chr7	4614259	4614268	-	0.000	0.000	Merged-chr7-4614138-46
NR49787--MA0741.1.KLF16	chr8	57653085	57653095	+	0.000	0.000	Merged-chr8-57652766-224
NR38163--MA1107.1.KLF9	chr5	14514855	14514867	-	0.000	0.000	Merged-chr5-14515082-42
NR48278--MA0039.3.KLF4	chr7	127181012	127181022	+	0.000	0.000	Merged-chr7-127180997-43
NR47441--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR11235--MA0493.1.Klf1	chr12	35770598	35770608	+	0.000	0.000	Merged-chr12-35770526-40
NR53107--MA0599.1.KLF5	chr9	65550181	65550190	+	0.000	0.000	Merged-chr9-65550028-15
NR36450--MA0599.1.KLF5	chr4	128957233	128957242	-	0.000	0.000	Merged-chr4-128957353-26
NR34131--MA0493.1.Klf1	chr3	153849594	153849604	+	0.000	0.000	Merged-chr3-153849746-27
NR52252--MA0742.1.Klf12	chr9	27028950	27028964	-	0.000	0.000	Merged-chr9-27029142-13
NR37047--MA0493.1.Klf1	chr4	136206252	136206262	-	0.000	0.000	Merged-chr4-136206356-47
NR54719--MA0039.3.KLF4	chr9	120339396	120339406	-	0.000	0.000	Merged-chr9-120339354-1
NR12380--MA0740.1.KLF14	chr12	105027967	105027980	+	0.000	0.000	Merged-chr12-105027877-30
NR14612--MA0493.1.Klf1	chr13	98206246	98206256	+	0.000	0.000	Merged-chr13-98206204-59
NR42554--MA1107.1.KLF9	chr6	40891167	40891179	+	0.000	0.000	Merged-chr6-40891354-82
NR14747--MA0599.1.KLF5	chr13	101706576	101706585	+	0.000	0.000	Merged-chr13-101706581-30
NR35673--MA0493.1.Klf1	chr4	106935044	106935054	-	0.000	0.000	Merged-chr4-106934885-1
NR37929--MA0493.1.Klf1	chr4	155066872	155066882	+	0.000	0.000	Merged-chr4-155066874-90
NR36637--MA1107.1.KLF9	chr4	132039843	132039855	+	0.000	0.000	Merged-chr4-132039748-6
NR43005--MA0741.1.KLF16	chr6	61180796	61180806	-	0.000	0.000	Merged-chr6-61180623-103
NR10798--MA0741.1.KLF16	chr12	4038979	4038989	+	0.000	0.000	Merged-chr12-4038819-48
NR25754--MA1107.1.KLF9	chr19	8892861	8892873	-	0.000	0.000	Merged-chr19-8893041-31
NR1398--MA0599.1.KLF5	chr1	93512091	93512100	-	0.000	0.000	Merged-chr1-93512028-56
NR28125--MA0599.1.KLF5	chr2	34646480	34646489	+	0.000	0.000	Merged-chr2-34646345-53
NR18873--MA0493.1.Klf1	chr15	85037163	85037173	+	0.000	0.000	Merged-chr15-85036968-63
NR39132--MA1107.1.KLF9	chr5	72212598	72212610	-	0.000	0.000	Merged-chr5-72212551-2
NR23635--MA0740.1.KLF14	chr17	83184417	83184430	-	0.000	0.000	Merged-chr17-83184396-13
NR18246--MA0741.1.KLF16	chr15	74679186	74679196	+	0.000	0.000	Merged-chr15-74679277-14
NR32525--MA0599.1.KLF5	chr3	90248185	90248194	-	0.000	0.000	Merged-chr3-90248138-59
NR14513--MA1107.1.KLF9	chr13	93243126	93243138	-	0.000	0.000	Merged-chr13-93243259-30
NR50661--MA0599.1.KLF5	chr8	94533012	94533021	-	0.000	0.000	Merged-chr8-94533073-46
NR16566--MA0741.1.KLF16	chr14	74918663	74918673	+	0.000	0.000	Merged-chr14-74918775-39
NR12124--MA0599.1.KLF5	chr12	99883425	99883434	+	0.000	0.000	Merged-chr12-99883517-13
NR23346--MA1107.1.KLF9	chr17	70728942	70728954	+	0.000	0.000	Merged-chr17-70729015-28
NR18300--MA0493.1.Klf1	chr15	75731510	75731520	+	0.000	0.000	Merged-chr15-75731564-3
NR698--MA0493.1.Klf1	chr1	57377625	57377635	+	0.000	0.000	Merged-chr1-57377842-99
NR473--MA0039.3.KLF4	chr1	39896764	39896774	-	0.000	0.000	Merged-chr1-39896761-43
NR7207--MA0493.1.Klf1	chr11	20561461	20561471	-	0.000	0.000	Merged-chr11-20561447-13
NR16385--MA0599.1.KLF5	chr14	67008889	67008898	+	0.000	0.000	Merged-chr14-67008836-73
NR5267--MA0741.1.KLF16	chr10	80917845	80917855	-	0.000	0.000	Merged-chr10-80917926-53
NR24343--MA0599.1.KLF5	chr18	38144942	38144951	+	0.000	0.000	Merged-chr18-38144926-39
NR4417--MA0599.1.KLF5	chr10	59702490	59702499	+	0.000	0.000	Merged-chr10-59702548-66
NR45981--MA0740.1.KLF14	chr7	27361436	27361449	+	0.000	0.000	Merged-chr7-27361571-54
NR4756--MA1107.1.KLF9	chr10	71306540	71306552	+	0.000	0.000	Merged-chr10-71306460-33
NR18426--MA0599.1.KLF5	chr15	77762278	77762287	-	0.000	0.000	Merged-chr15-77762318-9
NR56072--MA0599.1.KLF5	chrX	168672745	168672754	+	0.000	0.000	Merged-chrX-168672672-29
NR5823--MA0039.3.KLF4	chr10	96201382	96201392	-	0.000	0.000	Merged-chr10-96201472-66
NR18765--MA1107.1.KLF9	chr15	83205227	83205239	-	0.000	0.000	Merged-chr15-83205313-23
NR10946--MA1107.1.KLF9	chr12	16533756	16533768	-	0.000	0.000	Merged-chr12-16533665-29
NR42336--MA0599.1.KLF5	chr6	29916964	29916973	-	0.000	0.000	Merged-chr6-29917052-59
NR3555--MA0740.1.KLF14	chr1	191126006	191126019	-	0.000	0.000	Merged-chr1-191126067-46
NR33255--MA0741.1.KLF16	chr3	121426491	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR33580--MA0657.1.KLF13	chr3	133563724	133563741	-	0.000	0.000	Merged-chr3-133563771-42
NR32193--MA0493.1.Klf1	chr3	65958284	65958294	+	0.000	0.000	Merged-chr3-65958089-130
NR2142--MA1107.1.KLF9	chr1	138149139	138149151	+	0.000	0.000	Merged-chr1-138149059-47
NR14939--MA0493.1.Klf1	chr13	108100601	108100611	+	0.000	0.000	Merged-chr13-108100820-31
NR54175--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR25465--MA0742.1.Klf12	chr19	4269334	4269348	-	0.000	0.000	Merged-chr19-4269199-28
NR46487--MA0740.1.KLF14	chr7	45211919	45211932	+	0.000	0.000	Merged-chr7-45211894-24
NR48503--MA0493.1.Klf1	chr7	132389683	132389693	-	0.000	0.000	Merged-chr7-132389640-23
NR48607--MA0742.1.Klf12	chr7	136519507	136519521	-	0.000	0.000	Merged-chr7-136519636-2
NR50186--MA0493.1.Klf1	chr8	72169382	72169392	+	0.000	0.000	Merged-chr8-72169499-55
NR44239--MA0741.1.KLF16	chr6	124730131	124730141	-	0.000	0.000	Merged-chr6-124730249-43
NR39023--MA0741.1.KLF16	chr5	65914613	65914623	-	0.000	0.000	Merged-chr5-65914511-22
NR30461--MA0493.1.Klf1	chr2	156882781	156882791	+	0.000	0.000	Merged-chr2-156882642-42
NR29643--MA0039.3.KLF4	chr2	125791560	125791570	+	0.000	0.000	Merged-chr2-125791694-59
NR20542--MA1107.1.KLF9	chr16	49982430	49982442	-	0.000	0.000	Merged-chr16-49982447-38
NR15980--MA0599.1.KLF5	chr14	51984695	51984704	-	0.000	0.000	Merged-chr14-51984849-36
NR13661--MA0493.1.Klf1	chr13	49652838	49652848	+	0.000	0.000	Merged-chr13-49652936-64
NR48056--MA0741.1.KLF16	chr7	122067320	122067330	-	0.000	0.000	Merged-chr7-122067186-72
NR33297--MA0599.1.KLF5	chr3	122202471	122202480	+	0.000	0.000	Merged-chr3-122202498-54
NR5944--MA0039.3.KLF4	chr10	108161942	108161952	+	0.000	0.000	Merged-chr10-108162135-108
NR17120--MA1107.1.KLF9	chr14	119007573	119007585	+	0.000	0.000	Merged-chr14-119007466-85
NR41931--MA0599.1.KLF5	chr5	149229198	149229207	-	0.000	0.000	Merged-chr5-149229236-47
NR29215--MA0599.1.KLF5	chr2	104172842	104172851	-	0.000	0.000	Merged-chr2-104172938-49
NR14404--MA0742.1.Klf12	chr13	85289386	85289400	-	0.000	0.000	Merged-chr13-85289179-92
NR19963--MA0493.1.Klf1	chr16	18426562	18426572	-	0.000	0.000	Merged-chr16-18426465-56
NR20309--MA0741.1.KLF16	chr16	35765698	35765708	-	0.000	0.000	Merged-chr16-35765641-23
NR27841--MA0599.1.KLF5	chr2	29890388	29890397	+	0.000	0.000	Merged-chr2-29890513-1
NR31645--MA0493.1.Klf1	chr3	20154834	20154844	+	0.000	0.000	Merged-chr3-20154860-75
NR7915--MA0599.1.KLF5	chr11	58953590	58953599	+	0.000	0.000	Merged-chr11-58953768-4
NR31227--MA0741.1.KLF16	chr2	173578284	173578294	+	0.000	0.000	Merged-chr2-173578364-53
NR18989--MA0740.1.KLF14	chr15	89078409	89078422	+	0.000	0.000	Merged-chr15-89078443-49
NR28438--MA0493.1.Klf1	chr2	59513713	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR24060--MA0741.1.KLF16	chr18	12941681	12941691	+	0.000	0.000	Merged-chr18-12941700-63
NR39546--MA0741.1.KLF16	chr5	96219746	96219756	+	0.000	0.000	Merged-chr5-96219655-31
NR46037--MA0742.1.Klf12	chr7	28382104	28382118	+	0.000	0.000	Merged-chr7-28382204-35
NR13553--MA1107.1.KLF9	chr13	44807443	44807455	+	0.000	0.000	Merged-chr13-44807320-10
NR46574--MA0493.1.Klf1	chr7	46640022	46640032	+	0.000	0.000	Merged-chr7-46639840-59
NR47770--MA0740.1.KLF14	chr7	112679301	112679314	+	0.000	0.000	Merged-chr7-112679423-49
NR23708--MA0742.1.Klf12	chr17	84145923	84145937	-	0.000	0.000	Merged-chr17-84146048-57
NR37937--MA0039.3.KLF4	chr4	155082199	155082209	+	0.000	0.000	Merged-chr4-155082260-14
NR45251--MA0741.1.KLF16	chr7	3292995	3293005	+	0.000	0.000	Merged-chr7-3292987-7
NR50738--MA0741.1.KLF16	chr8	104248349	104248359	-	0.000	0.000	Merged-chr8-104248325-62
NR37834--MA0740.1.KLF14	chr4	152297153	152297166	-	0.000	0.000	Merged-chr4-152297190-61
NR22446--MA0741.1.KLF16	chr17	34627448	34627458	-	0.000	0.000	Merged-chr17-34627444-59
NR19855--MA1107.1.KLF9	chr16	13447697	13447709	+	0.000	0.000	Merged-chr16-13447533-2
NR7859--MA0742.1.Klf12	chr11	55136946	55136960	-	0.000	0.000	Merged-chr11-55136995-49
NR17501--MA0741.1.KLF16	chr15	25269716	25269726	-	0.000	0.000	Merged-chr15-25269773-79
NR50999--MA0742.1.Klf12	chr8	110079690	110079704	-	0.000	0.000	Merged-chr8-110079856-46
NR40501--MA0599.1.KLF5	chr5	121593643	121593652	-	0.000	0.000	Merged-chr5-121593794-58
NR51723--MA1107.1.KLF9	chr8	125044577	125044589	-	0.000	0.000	Merged-chr8-125044539-16
NR33061--MA0740.1.KLF14	chr3	106482528	106482541	+	0.000	0.000	Merged-chr3-106482507-31
NR32749--MA0599.1.KLF5	chr3	96670277	96670286	-	0.000	0.000	Merged-chr3-96670226-48
NR48304--MA0657.1.KLF13	chr7	127393812	127393829	-	0.000	0.000	Merged-chr7-127393642-77
NR16483--MA0493.1.Klf1	chr14	70618076	70618086	-	0.000	0.000	Merged-chr14-70618190-41
NR35847--MA0742.1.Klf12	chr4	111496137	111496151	-	0.000	0.000	Merged-chr4-111496121-20
NR23907--MA0599.1.KLF5	chr17	88379559	88379568	-	0.000	0.000	Merged-chr17-88379493-23
NR7215--MA0039.3.KLF4	chr11	20561488	20561498	-	0.000	0.000	Merged-chr11-20561447-13
NR18659--MA0599.1.KLF5	chr15	80602606	80602615	+	0.000	0.000	Merged-chr15-80602759-36
NR49134--MA0741.1.KLF16	chr8	9976108	9976118	-	0.000	0.000	Merged-chr8-9976302-44
NR16056--MA0741.1.KLF16	chr14	54146703	54146713	+	0.000	0.000	Merged-chr14-54146707-32
NR33870--MA0599.1.KLF5	chr3	144986074	144986083	-	0.000	0.000	Merged-chr3-144986052-3
NR5851--MA0493.1.Klf1	chr10	96871711	96871721	+	0.000	0.000	Merged-chr10-96871794-33
NR27953--MA0599.1.KLF5	chr2	31612975	31612984	-	0.000	0.000	Merged-chr2-31612988-19
NR9125--MA0742.1.Klf12	chr11	88864589	88864603	+	0.000	0.000	Merged-chr11-88864546-48
NR35225--MA1107.1.KLF9	chr4	75267232	75267244	-	0.000	0.000	Merged-chr4-75267196-29
NR27960--MA0741.1.KLF16	chr2	31950221	31950231	-	0.000	0.000	Merged-chr2-31950269-16
NR27052--MA1107.1.KLF9	chr19	58678512	58678524	-	0.000	0.000	Merged-chr19-58678576-2
NR22698--MA0741.1.KLF16	chr17	44432857	44432867	-	0.000	0.000	Merged-chr17-44432942-14
NR55029--MA0740.1.KLF14	chrX	9272740	9272753	-	0.000	0.000	Merged-chrX-9272776-84
NR34387--MA0599.1.KLF5	chr4	24897993	24898002	-	0.000	0.000	Merged-chr4-24897991-83
NR27879--MA0740.1.KLF14	chr2	30587364	30587377	-	0.000	0.000	Merged-chr2-30587397-33
NR810--MA0493.1.Klf1	chr1	60778876	60778886	+	0.000	0.000	Merged-chr1-60779045-32
NR38673--MA0741.1.KLF16	chr5	35893327	35893337	-	0.000	0.000	Merged-chr5-35893424-58
NR6288--MA0599.1.KLF5	chr10	118605418	118605427	-	0.000	0.000	Merged-chr10-118605555-16
NR41272--MA0741.1.KLF16	chr5	137072201	137072211	-	0.000	0.000	Merged-chr5-137072251-26
NR6183--MA0741.1.KLF16	chr10	117660138	117660148	-	0.000	0.000	Merged-chr10-117659981-30
NR46182--MA0740.1.KLF14	chr7	30184115	30184128	+	0.000	0.000	Merged-chr7-30184154-42
NR33016--MA0741.1.KLF16	chr3	105704895	105704905	+	0.000	0.000	Merged-chr3-105704887-86
NR28942--MA0741.1.KLF16	chr2	83723155	83723165	+	0.000	0.000	Merged-chr2-83723106-17
NR23011--MA0493.1.Klf1	chr17	52602273	52602283	+	0.000	0.000	Merged-chr17-52602412-35
NR41338--MA0741.1.KLF16	chr5	137787659	137787669	-	0.000	0.000	Merged-chr5-137787536-7
NR26808--MA0039.3.KLF4	chr19	53461573	53461583	+	0.000	0.000	Merged-chr19-53461472-73
NR29591--MA0599.1.KLF5	chr2	122369171	122369180	-	0.000	0.000	Merged-chr2-122369135-71
NR21129--MA0741.1.KLF16	chr16	93574640	93574650	-	0.000	0.000	Merged-chr16-93574695-56
NR31456--MA0657.1.KLF13	chr2	181081012	181081029	-	0.000	0.000	Merged-chr2-181081085-14
NR1711--MA0493.1.Klf1	chr1	126817822	126817832	+	0.000	0.000	Merged-chr1-126817924-65
NR24768--MA0493.1.Klf1	chr18	65430912	65430922	+	0.000	0.000	Merged-chr18-65430843-87
NR17353--MA1107.1.KLF9	chr15	6555007	6555019	+	0.000	0.000	Merged-chr15-6554904-39
NR31597--MA0742.1.Klf12	chr3	10351315	10351329	-	0.000	0.000	Merged-chr3-10351318-69
NR25311--MA1107.1.KLF9	chr18	84293563	84293575	+	0.000	0.000	Merged-chr18-84293673-106
NR7121--MA0039.3.KLF4	chr11	11461960	11461970	-	0.000	0.000	Merged-chr11-11462075-71
NR18430--MA0493.1.Klf1	chr15	77842208	77842218	-	0.000	0.000	Merged-chr15-77842225-62
NR33991--MA0599.1.KLF5	chr3	148844424	148844433	-	0.000	0.000	Merged-chr3-148844306-23
NR4680--MA1107.1.KLF9	chr10	68354994	68355006	-	0.000	0.000	Merged-chr10-68354872-12
NR50772--MA1107.1.KLF9	chr8	104565152	104565164	-	0.000	0.000	Merged-chr8-104565019-56
NR20995--MA0493.1.Klf1	chr16	91413257	91413267	+	0.000	0.000	Merged-chr16-91413429-37
NR38742--MA0599.1.KLF5	chr5	38580953	38580962	-	0.000	0.000	Merged-chr5-38580877-38
NR32421--MA1107.1.KLF9	chr3	88178035	88178047	+	0.000	0.000	Merged-chr3-88177995-60
NR46700--MA0599.1.KLF5	chr7	58758633	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR19209--MA0740.1.KLF14	chr15	96638236	96638249	+	0.000	0.000	Merged-chr15-96638375-49
NR22946--MA0657.1.KLF13	chr17	50167652	50167669	+	0.000	0.000	Merged-chr17-50167764-6
NR56059--MA0599.1.KLF5	chrX	167382751	167382760	-	0.000	0.000	Merged-chrX-167382956-3
NR35685--MA0742.1.Klf12	chr4	107196648	107196662	+	0.000	0.000	Merged-chr4-107196669-22
NR53134--MA0599.1.KLF5	chr9	65827608	65827617	+	0.000	0.000	Merged-chr9-65827383-69
NR896--MA0742.1.Klf12	chr1	67038777	67038791	+	0.000	0.000	Merged-chr1-67038883-63
NR1888--MA0740.1.KLF14	chr1	133053259	133053272	+	0.000	0.000	Merged-chr1-133053249-27
NR51074--MA1107.1.KLF9	chr8	111643774	111643786	-	0.000	0.000	Merged-chr8-111643802-110
NR40191--MA1107.1.KLF9	chr5	114707616	114707628	+	0.000	0.000	Merged-chr5-114707863-50
NR20628--MA0493.1.Klf1	chr16	57167382	57167392	-	0.000	0.000	Merged-chr16-57167122-88
NR842--MA0599.1.KLF5	chr1	63130063	63130072	-	0.000	0.000	Merged-chr1-63130141-51
NR28855--MA0742.1.Klf12	chr2	75965079	75965093	+	0.000	0.000	Merged-chr2-75964949-43
NR24487--MA0741.1.KLF16	chr18	50065177	50065187	-	0.000	0.000	Merged-chr18-50064967-11
NR52747--MA0740.1.KLF14	chr9	53706253	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR36315--MA1107.1.KLF9	chr4	124704033	124704045	-	0.000	0.000	Merged-chr4-124703869-75
NR19271--MA0741.1.KLF16	chr15	97849599	97849609	-	0.000	0.000	Merged-chr15-97849644-64
NR24758--MA0741.1.KLF16	chr18	65430727	65430737	+	0.000	0.000	Merged-chr18-65430843-87
NR16129--MA1107.1.KLF9	chr14	55884489	55884501	+	0.000	0.000	Merged-chr14-55884420-1
NR21964--MA0493.1.Klf1	chr17	26090308	26090318	+	0.000	0.000	Merged-chr17-26090364-48
NR47629--MA0741.1.KLF16	chr7	107595026	107595036	-	0.000	0.000	Merged-chr7-107594871-89
NR16031--MA0742.1.Klf12	chr14	53362229	53362243	-	0.000	0.000	Merged-chr14-53362328-16
NR11706--MA0599.1.KLF5	chr12	78226338	78226347	+	0.000	0.000	Merged-chr12-78226553-137
NR40039--MA1107.1.KLF9	chr5	112274138	112274150	-	0.000	0.000	Merged-chr5-112274120-60
NR47700--MA0742.1.Klf12	chr7	110221678	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR6166--MA1107.1.KLF9	chr10	117532278	117532290	+	0.000	0.000	Merged-chr10-117532128-28
NR50625--MA0493.1.Klf1	chr8	93810273	93810283	-	0.000	0.000	Merged-chr8-93810346-59
NR49531--MA0599.1.KLF5	chr8	36223242	36223251	+	0.000	0.000	Merged-chr8-36223290-29
NR17250--MA1107.1.KLF9	chr14	122036026	122036038	+	0.000	0.000	Merged-chr14-122036030-34
NR366--MA0039.3.KLF4	chr1	37030908	37030918	+	0.000	0.000	Merged-chr1-37030914-29
NR6834--MA0741.1.KLF16	chr10	130336835	130336845	-	0.000	0.000	Merged-chr10-130336707-49
NR25064--MA0742.1.Klf12	chr18	74962063	74962077	+	0.000	0.000	Merged-chr18-74962329-69
NR9793--MA0740.1.KLF14	chr11	102408672	102408685	-	0.000	0.000	Merged-chr11-102408513-28
NR23906--MA1107.1.KLF9	chr17	88379503	88379515	+	0.000	0.000	Merged-chr17-88379493-23
NR24021--MA0599.1.KLF5	chr18	9865949	9865958	-	0.000	0.000	Merged-chr18-9865947-22
