#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5013--MA0684.1.RUNX3	chr19	29185720	29185729	-	0.000	0.000	Merged-chr19-29185697-46
NR5136--MA0002.2.RUNX1	chr19	55263227	55263237	-	0.000	0.000	Merged-chr19-55263325-12
NR5487--MA0511.2.RUNX2	chr2	72183929	72183937	-	0.000	0.000	Merged-chr2-72183936-23
NR1190--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR7339--MA0002.2.RUNX1	chr5	73484151	73484161	+	0.000	0.000	Merged-chr5-73484164-2
NR9353--MA0684.1.RUNX3	chr8	115064930	115064939	-	0.000	0.000	Merged-chr8-115064848-48
NR3237--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR5596--MA0511.2.RUNX2	chr2	93411436	93411444	-	0.000	0.000	Merged-chr2-93411481-30
NR5201--MA0511.2.RUNX2	chr19	59208601	59208609	-	0.000	0.000	Merged-chr19-59208711-26
NR4120--MA0002.2.RUNX1	chr17	7926010	7926020	+	0.000	0.000	Merged-chr17-7925954-52
NR10113--MA0511.2.RUNX2	chrX	47998588	47998596	-	0.000	0.000	Merged-chrX-47998612-33
NR4742--MA0511.2.RUNX2	chr18	65297352	65297360	+	0.000	0.000	Merged-chr18-65297305-30
NR647--MA0002.2.RUNX1	chr1	180296298	180296308	+	0.000	0.000	Merged-chr1-180296318-42
NR6989--MA0002.2.RUNX1	chr4	134642024	134642034	-	0.000	0.000	Merged-chr4-134642170-32
NR5083--MA0002.2.RUNX1	chr19	41566981	41566991	+	0.000	0.000	Merged-chr19-41566942-22
NR1000--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR3425--MA0511.2.RUNX2	chr15	65727291	65727299	-	0.000	0.000	Merged-chr15-65727192-50
NR9508--MA0002.2.RUNX1	chr8	128624518	128624528	+	0.000	0.000	Merged-chr8-128624457-14
NR8860--MA0684.1.RUNX3	chr7	122288945	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR633--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR9637--MA0684.1.RUNX3	chr9	51239013	51239022	-	0.000	0.000	Merged-chr9-51239066-41
NR4547--MA0002.2.RUNX1	chr17	93158626	93158636	+	0.000	0.000	Merged-chr17-93158612-24
NR4133--MA0002.2.RUNX1	chr17	8856635	8856645	-	0.000	0.000	Merged-chr17-8856743-33
NR6640--MA0511.2.RUNX2	chr4	34922323	34922331	+	0.000	0.000	Merged-chr4-34922356-19
NR5658--MA0684.1.RUNX3	chr2	114145438	114145447	+	0.000	0.000	Merged-chr2-114145226-70
NR9031--MA0511.2.RUNX2	chr8	22544817	22544825	-	0.000	0.000	Merged-chr8-22544867-25
NR6541--MA0002.2.RUNX1	chr3	152355531	152355541	+	0.000	0.000	Merged-chr3-152355609-21
NR4861--MA0002.2.RUNX1	chr18	84799182	84799192	+	0.000	0.000	Merged-chr18-84799250-66
NR821--MA0511.2.RUNX2	chr10	24292825	24292833	-	0.000	0.000	Merged-chr10-24292766-57
NR7318--MA0002.2.RUNX1	chr5	65929285	65929295	+	0.000	0.000	Merged-chr5-65929353-41
NR722--MA0002.2.RUNX1	chr1	193589040	193589050	-	0.000	0.000	Merged-chr1-193589231-21
NR7003--MA0511.2.RUNX2	chr4	136266856	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR5052--MA0511.2.RUNX2	chr19	33429584	33429592	+	0.000	0.000	Merged-chr19-33429713-40
NR5323--MA0511.2.RUNX2	chr2	31062383	31062391	-	0.000	0.000	Merged-chr2-31062467-40
NR580--MA0684.1.RUNX3	chr1	168432186	168432195	+	0.000	0.000	Merged-chr1-168432368-41
NR1758--MA0511.2.RUNX2	chr11	104609517	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR974--MA0002.2.RUNX1	chr10	67872007	67872017	+	0.000	0.000	Merged-chr10-67872043-23
NR1388--MA0002.2.RUNX1	chr11	31824839	31824849	+	0.000	0.000	Merged-chr11-31824780-24
NR1615--MA0511.2.RUNX2	chr11	79790666	79790674	-	0.000	0.000	Merged-chr11-79790505-24
NR8919--MA0002.2.RUNX1	chr7	132336930	132336940	-	0.000	0.000	Merged-chr7-132337014-20
NR6697--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR977--MA0511.2.RUNX2	chr10	68454830	68454838	-	0.000	0.000	Merged-chr10-68454782-5
NR9359--MA0002.2.RUNX1	chr8	115436284	115436294	-	0.000	0.000	Merged-chr8-115436321-24
NR4417--MA0002.2.RUNX1	chr17	73142214	73142224	+	0.000	0.000	Merged-chr17-73142383-41
NR8505--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR9074--MA0684.1.RUNX3	chr8	34689158	34689167	+	0.000	0.000	Merged-chr8-34689039-1
NR4403--MA0684.1.RUNX3	chr17	71526755	71526764	+	0.000	0.000	Merged-chr17-71526906-96
NR2780--MA0002.2.RUNX1	chr13	110564085	110564095	-	0.000	0.000	Merged-chr13-110564159-46
NR2846--MA0002.2.RUNX1	chr13	119472018	119472028	+	0.000	0.000	Merged-chr13-119472102-16
NR987--MA0002.2.RUNX1	chr10	70156646	70156656	+	0.000	0.000	Merged-chr10-70156646-22
NR5588--MA0511.2.RUNX2	chr2	91924163	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR10149--MA0002.2.RUNX1	chrX	75587787	75587797	-	0.000	0.000	Merged-chrX-75587867-43
NR943--MA0511.2.RUNX2	chr10	60381314	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR4364--MA0002.2.RUNX1	chr17	56997343	56997353	+	0.000	0.000	Merged-chr17-56997354-48
NR10086--MA0511.2.RUNX2	chrX	7618418	7618426	+	0.000	0.000	Merged-chrX-7618327-48
NR768--MA0684.1.RUNX3	chr10	13469082	13469091	+	0.000	0.000	Merged-chr10-13469041-19
NR2911--MA0511.2.RUNX2	chr14	27384346	27384354	+	0.000	0.000	Merged-chr14-27384235-54
NR8581--MA0684.1.RUNX3	chr7	68282905	68282914	-	0.000	0.000	Merged-chr7-68282817-37
NR1244--MA0684.1.RUNX3	chr10	121282664	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR2588--MA0002.2.RUNX1	chr13	55432541	55432551	+	0.000	0.000	Merged-chr13-55432438-56
NR10244--MA0684.1.RUNX3	chrX	167318994	167319003	-	0.000	0.000	Merged-chrX-167319032-24
NR6676--MA0002.2.RUNX1	chr4	46152065	46152075	-	0.000	0.000	Merged-chr4-46152127-36
NR10052--MA0511.2.RUNX2	chr9	120056548	120056556	+	0.000	0.000	Merged-chr9-120056363-44
NR734--MA0684.1.RUNX3	chr10	4357605	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR6533--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR4525--MA0684.1.RUNX3	chr17	87282093	87282102	-	0.000	0.000	Merged-chr17-87282284-1
NR2968--MA0002.2.RUNX1	chr14	52427858	52427868	+	0.000	0.000	Merged-chr14-52427807-17
NR2653--MA0511.2.RUNX2	chr13	84769189	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR4982--MA0684.1.RUNX3	chr19	21199929	21199938	-	0.000	0.000	Merged-chr19-21199898-12
NR238--MA0002.2.RUNX1	chr1	78538556	78538566	+	0.000	0.000	Merged-chr1-78538536-20
NR5315--MA0511.2.RUNX2	chr2	30693523	30693531	-	0.000	0.000	Merged-chr2-30693390-54
NR8150--MA0511.2.RUNX2	chr6	119159740	119159748	+	0.000	0.000	Merged-chr6-119159656-11
NR2431--MA0684.1.RUNX3	chr13	21579854	21579863	-	0.000	0.000	Merged-chr13-21579773-26
NR4234--MA0002.2.RUNX1	chr17	33484228	33484238	-	0.000	0.000	Merged-chr17-33484214-28
NR9403--MA0511.2.RUNX2	chr8	118830565	118830573	+	0.000	0.000	Merged-chr8-118830505-12
NR695--MA0002.2.RUNX1	chr1	190875347	190875357	-	0.000	0.000	Merged-chr1-190875350-16
NR8051--MA0002.2.RUNX1	chr6	99643660	99643670	+	0.000	0.000	Merged-chr6-99643748-32
NR8988--MA0002.2.RUNX1	chr7	144237297	144237307	-	0.000	0.000	Merged-chr7-144237167-1
NR4363--MA0684.1.RUNX3	chr17	56717937	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR7025--MA0684.1.RUNX3	chr4	138464070	138464079	+	0.000	0.000	Merged-chr4-138464044-32
NR4757--MA0002.2.RUNX1	chr18	66465023	66465033	-	0.000	0.000	Merged-chr18-66464965-21
NR281--MA0002.2.RUNX1	chr1	87847453	87847463	-	0.000	0.000	Merged-chr1-87847290-68
NR552--MA0002.2.RUNX1	chr1	163898416	163898426	+	0.000	0.000	Merged-chr1-163898534-41
NR969--MA0511.2.RUNX2	chr10	67658078	67658086	-	0.000	0.000	Merged-chr10-67657975-87
NR5597--MA0684.1.RUNX3	chr2	93411435	93411444	-	0.000	0.000	Merged-chr2-93411481-30
NR6480--MA0002.2.RUNX1	chr3	142626129	142626139	-	0.000	0.000	Merged-chr3-142626110-5
NR6546--MA0002.2.RUNX1	chr3	152950475	152950485	-	0.000	0.000	Merged-chr3-152950391-40
NR555--MA0511.2.RUNX2	chr1	164138822	164138830	+	0.000	0.000	Merged-chr1-164138853-49
NR9208--MA0002.2.RUNX1	chr8	79209872	79209882	-	0.000	0.000	Merged-chr8-79209921-60
NR3298--MA0684.1.RUNX3	chr15	31649792	31649801	-	0.000	0.000	Merged-chr15-31649789-27
NR6798--MA0002.2.RUNX1	chr4	98040364	98040374	-	0.000	0.000	Merged-chr4-98040330-51
NR9608--MA0684.1.RUNX3	chr9	44649208	44649217	-	0.000	0.000	Merged-chr9-44649213-30
NR4723--MA0002.2.RUNX1	chr18	56888939	56888949	-	0.000	0.000	Merged-chr18-56889017-47
NR5229--MA0002.2.RUNX1	chr2	6378873	6378883	+	0.000	0.000	Merged-chr2-6378947-26
NR63--MA0511.2.RUNX2	chr1	38597698	38597706	-	0.000	0.000	Merged-chr1-38597807-10
NR6384--MA0002.2.RUNX1	chr3	122729761	122729771	+	0.000	0.000	Merged-chr3-122729792-184
NR3234--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR3678--MA0684.1.RUNX3	chr16	10979593	10979602	-	0.000	0.000	Merged-chr16-10979660-46
NR8464--MA0684.1.RUNX3	chr7	27361578	27361587	-	0.000	0.000	Merged-chr7-27361571-54
NR5801--MA0002.2.RUNX1	chr2	144646569	144646579	+	0.000	0.000	Merged-chr2-144646502-21
NR4233--MA0684.1.RUNX3	chr17	32880799	32880808	-	0.000	0.000	Merged-chr17-32880798-54
NR4085--MA0002.2.RUNX1	chr17	4980362	4980372	+	0.000	0.000	Merged-chr17-4980372-31
NR694--MA0684.1.RUNX3	chr1	190875285	190875294	-	0.000	0.000	Merged-chr1-190875350-16
NR8987--MA0684.1.RUNX3	chr7	144074937	144074946	-	0.000	0.000	Merged-chr7-144074974-28
NR151--MA0002.2.RUNX1	chr1	60236476	60236486	-	0.000	0.000	Merged-chr1-60236445-12
NR6641--MA0684.1.RUNX3	chr4	34922323	34922332	+	0.000	0.000	Merged-chr4-34922356-19
NR2903--MA0511.2.RUNX2	chr14	27045264	27045272	+	0.000	0.000	Merged-chr14-27045220-26
NR8715--MA0002.2.RUNX1	chr7	99003412	99003422	-	0.000	0.000	Merged-chr7-99003498-20
NR6493--MA0002.2.RUNX1	chr3	144207652	144207662	+	0.000	0.000	Merged-chr3-144207712-15
NR5467--MA0684.1.RUNX3	chr2	69136055	69136064	-	0.000	0.000	Merged-chr2-69135944-40
NR822--MA0684.1.RUNX3	chr10	24292824	24292833	-	0.000	0.000	Merged-chr10-24292766-57
NR8652--MA0511.2.RUNX2	chr7	80680396	80680404	-	0.000	0.000	Merged-chr7-80680474-47
NR4465--MA0002.2.RUNX1	chr17	83397636	83397646	+	0.000	0.000	Merged-chr17-83397749-53
NR6873--MA0002.2.RUNX1	chr4	115048017	115048027	+	0.000	0.000	Merged-chr4-115047935-22
NR7256--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR3247--MA0511.2.RUNX2	chr15	9190009	9190017	+	0.000	0.000	Merged-chr15-9190055-23
NR4988--MA0002.2.RUNX1	chr19	21770300	21770310	-	0.000	0.000	Merged-chr19-21770187-19
NR1567--MA0511.2.RUNX2	chr11	73019625	73019633	-	0.000	0.000	Merged-chr11-73019652-4
NR6402--MA0684.1.RUNX3	chr3	127845266	127845275	+	0.000	0.000	Merged-chr3-127845262-14
NR849--MA0002.2.RUNX1	chr10	33905475	33905485	-	0.000	0.000	Merged-chr10-33905217-25
NR3277--MA0684.1.RUNX3	chr15	27670718	27670727	-	0.000	0.000	Merged-chr15-27670715-105
NR8413--MA0511.2.RUNX2	chr7	6172089	6172097	+	0.000	0.000	Merged-chr7-6172024-124
NR4683--MA0002.2.RUNX1	chr18	39758461	39758471	-	0.000	0.000	Merged-chr18-39758407-11
NR4910--MA0511.2.RUNX2	chr19	8871644	8871652	-	0.000	0.000	Merged-chr19-8871512-57
NR5589--MA0684.1.RUNX3	chr2	91924162	91924171	-	0.000	0.000	Merged-chr2-91924034-46
NR4020--MA0511.2.RUNX2	chr16	91964736	91964744	+	0.000	0.000	Merged-chr16-91964745-42
NR9899--MA0511.2.RUNX2	chr9	101249836	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR130--MA0002.2.RUNX1	chr1	54493676	54493686	-	0.000	0.000	Merged-chr1-54493640-19
NR6743--MA0002.2.RUNX1	chr4	65604899	65604909	-	0.000	0.000	Merged-chr4-65605051-78
NR5668--MA0511.2.RUNX2	chr2	117365400	117365408	-	0.000	0.000	Merged-chr2-117365460-12
NR1530--MA0002.2.RUNX1	chr11	61699094	61699104	+	0.000	0.000	Merged-chr11-61699049-20
NR7126--MA0684.1.RUNX3	chr4	155306844	155306853	+	0.000	0.000	Merged-chr4-155306831-50
NR6938--MA0684.1.RUNX3	chr4	126253864	126253873	+	0.000	0.000	Merged-chr4-126253924-28
NR8360--MA0511.2.RUNX2	chr6	146391392	146391400	+	0.000	0.000	Merged-chr6-146391315-9
NR7378--MA0684.1.RUNX3	chr5	91264450	91264459	-	0.000	0.000	Merged-chr5-91264360-12
NR2288--MA0002.2.RUNX1	chr12	114583548	114583558	+	0.000	0.000	Merged-chr12-114583620-27
NR6253--MA0684.1.RUNX3	chr3	98281077	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR2022--MA0684.1.RUNX3	chr12	69533459	69533468	-	0.000	0.000	Merged-chr12-69533409-7
NR3399--MA0684.1.RUNX3	chr15	59619972	59619981	+	0.000	0.000	Merged-chr15-59620120-63
NR3004--MA0684.1.RUNX3	chr14	57890102	57890111	+	0.000	0.000	Merged-chr14-57890199-76
NR286--MA0002.2.RUNX1	chr1	89078869	89078879	+	0.000	0.000	Merged-chr1-89078996-39
NR3842--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR828--MA0002.2.RUNX1	chr10	26322495	26322505	-	0.000	0.000	Merged-chr10-26322631-48
NR5059--MA0002.2.RUNX1	chr19	34299341	34299351	+	0.000	0.000	Merged-chr19-34299504-34
NR8641--MA0002.2.RUNX1	chr7	79466102	79466112	-	0.000	0.000	Merged-chr7-79466240-66
NR9024--MA0684.1.RUNX3	chr8	19161780	19161789	+	0.000	0.000	Merged-chr8-19161757-88
NR2797--MA0684.1.RUNX3	chr13	112133859	112133868	+	0.000	0.000	Merged-chr13-112133906-22
NR4205--MA0002.2.RUNX1	chr17	28256757	28256767	+	0.000	0.000	Merged-chr17-28256965-58
NR8770--MA0684.1.RUNX3	chr7	106551481	106551490	+	0.000	0.000	Merged-chr7-106551313-76
