#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR765--MA0508.2.PRDM1	chr16	26581729	26581738	-	0.000	0.000	Merged-chr16-26581670-77
NR351--MA0508.2.PRDM1	chr11	100555826	100555835	+	0.000	0.000	Merged-chr11-100555804-21
NR417--MA0508.2.PRDM1	chr12	77193547	77193556	-	0.000	0.000	Merged-chr12-77193438-26
NR1036--MA0508.2.PRDM1	chr2	65182903	65182912	+	0.000	0.000	Merged-chr2-65182800-62
NR1288--MA0508.2.PRDM1	chr3	152444321	152444330	-	0.000	0.000	Merged-chr3-152444289-29
NR9--MA0508.2.PRDM1	chr1	37496185	37496194	+	0.000	0.000	Merged-chr1-37496227-52
NR460--MA0508.2.PRDM1	chr12	112823444	112823453	-	0.000	0.000	Merged-chr12-112823453-38
NR778--MA0508.2.PRDM1	chr16	49772880	49772889	-	0.000	0.000	Merged-chr16-49772867-33
NR34--MA0508.2.PRDM1	chr1	66279478	66279487	+	0.000	0.000	Merged-chr1-66279555-43
NR221--MA0508.2.PRDM1	chr10	67620233	67620242	+	0.000	0.000	Merged-chr10-67620150-41
NR887--MA0508.2.PRDM1	chr18	7702364	7702373	+	0.000	0.000	Merged-chr18-7702213-14
NR1158--MA0508.2.PRDM1	chr3	38283168	38283177	-	0.000	0.000	Merged-chr3-38283048-27
NR996--MA0508.2.PRDM1	chr2	18989001	18989010	+	0.000	0.000	Merged-chr2-18989067-34
NR601--MA0508.2.PRDM1	chr14	31640865	31640874	+	0.000	0.000	Merged-chr14-31640983-59
NR125--MA0508.2.PRDM1	chr1	164960187	164960196	+	0.000	0.000	Merged-chr1-164960365-86
NR919--MA0508.2.PRDM1	chr18	66442189	66442198	+	0.000	0.000	Merged-chr18-66442128-39
NR505--MA0508.2.PRDM1	chr13	34163153	34163162	+	0.000	0.000	Merged-chr13-34163217-77
NR486--MA0508.2.PRDM1	chr13	14063585	14063594	+	0.000	0.000	Merged-chr13-14063519-130
NR757--MA0508.2.PRDM1	chr16	19761874	19761883	-	0.000	0.000	Merged-chr16-19761931-27
NR614--MA0508.2.PRDM1	chr14	46788247	46788256	-	0.000	0.000	Merged-chr14-46788198-60
NR181--MA0508.2.PRDM1	chr10	19168055	19168064	-	0.000	0.000	Merged-chr10-19167953-53
NR723--MA0508.2.PRDM1	chr15	76299978	76299987	+	0.000	0.000	Merged-chr15-76299697-39
NR518--MA0508.2.PRDM1	chr13	51418622	51418631	+	0.000	0.000	Merged-chr13-51418745-22
NR1137--MA0508.2.PRDM1	chr2	174566135	174566144	+	0.000	0.000	Merged-chr2-174566072-46
NR26--MA0508.2.PRDM1	chr1	60746310	60746319	-	0.000	0.000	Merged-chr1-60746290-59
NR290--MA0508.2.PRDM1	chr11	4289425	4289434	+	0.000	0.000	Merged-chr11-4289401-53
NR627--MA0508.2.PRDM1	chr14	62837515	62837524	-	0.000	0.000	Merged-chr14-62837590-93
NR117--MA0508.2.PRDM1	chr1	160053604	160053613	-	0.000	0.000	Merged-chr1-160053620-125
NR1007--MA0508.2.PRDM1	chr2	33173310	33173319	-	0.000	0.000	Merged-chr2-33173328-14
NR160--MA0508.2.PRDM1	chr1	191111425	191111434	-	0.000	0.000	Merged-chr1-191111364-43
NR226--MA0508.2.PRDM1	chr10	76238051	76238060	-	0.000	0.000	Merged-chr10-76237890-83
NR967--MA0508.2.PRDM1	chr19	56548050	56548059	+	0.000	0.000	Merged-chr19-56547872-1
NR348--MA0508.2.PRDM1	chr11	99116280	99116289	+	0.000	0.000	Merged-chr11-99116157-23
NR205--MA0508.2.PRDM1	chr10	57448192	57448201	+	0.000	0.000	Merged-chr10-57448269-42
NR186--MA0508.2.PRDM1	chr10	30538226	30538235	+	0.000	0.000	Merged-chr10-30538265-95
NR457--MA0508.2.PRDM1	chr12	110381461	110381470	-	0.000	0.000	Merged-chr12-110381552-59
NR728--MA0508.2.PRDM1	chr15	86007864	86007873	+	0.000	0.000	Merged-chr15-86007897-35
NR1791--MA0508.2.PRDM1	chr8	36019746	36019755	-	0.000	0.000	Merged-chr8-36019786-19
NR314--MA0508.2.PRDM1	chr11	49204074	49204083	-	0.000	0.000	Merged-chr11-49204089-8
NR295--MA0508.2.PRDM1	chr11	8798456	8798465	+	0.000	0.000	Merged-chr11-8798656-1
NR383--MA0508.2.PRDM1	chr12	33158495	33158504	-	0.000	0.000	Merged-chr12-33158359-51
NR1510--MA0508.2.PRDM1	chr5	141241561	141241570	+	0.000	0.000	Merged-chr5-141241462-54
NR1491--MA0508.2.PRDM1	chr5	108668996	108669005	+	0.000	0.000	Merged-chr5-108669200-57
NR266--MA0508.2.PRDM1	chr10	108446434	108446443	-	0.000	0.000	Merged-chr10-108446364-45
NR407--MA0508.2.PRDM1	chr12	69447453	69447462	+	0.000	0.000	Merged-chr12-69447284-163
NR388--MA0508.2.PRDM1	chr12	40017137	40017146	-	0.000	0.000	Merged-chr12-40017136-45
NR497--MA0508.2.PRDM1	chr13	30166640	30166649	-	0.000	0.000	Merged-chr13-30166672-75
NR149--MA0508.2.PRDM1	chr1	180766682	180766691	+	0.000	0.000	Merged-chr1-180766596-26
NR1340--MA0508.2.PRDM1	chr4	86725257	86725266	+	0.000	0.000	Merged-chr4-86725378-12
NR367--MA0508.2.PRDM1	chr12	8500050	8500059	+	0.000	0.000	Merged-chr12-8499918-111
NR638--MA0508.2.PRDM1	chr14	78438308	78438317	+	0.000	0.000	Merged-chr14-78438304-11
NR1876--MA0508.2.PRDM1	chr9	43242609	43242618	+	0.000	0.000	Merged-chr9-43242516-24
NR1191--MA0508.2.PRDM1	chr3	83988010	83988019	+	0.000	0.000	Merged-chr3-83987942-35
NR1842--MA0508.2.PRDM1	chr8	115064810	115064819	+	0.000	0.000	Merged-chr8-115064848-48
NR1951--MA0508.2.PRDM1	chr9	122399008	122399017	+	0.000	0.000	Merged-chr9-122399009-31
NR1746--MA0508.2.PRDM1	chr7	121871767	121871776	-	0.000	0.000	Merged-chr7-121871877-8
NR1061--MA0508.2.PRDM1	chr2	91078435	91078444	+	0.000	0.000	Merged-chr2-91078502-21
NR1584--MA0508.2.PRDM1	chr6	103340284	103340293	-	0.000	0.000	Merged-chr6-103340216-56
NR216--MA0508.2.PRDM1	chr10	62508046	62508055	+	0.000	0.000	Merged-chr10-62508148-1
NR1821--MA0508.2.PRDM1	chr8	91074066	91074075	+	0.000	0.000	Merged-chr8-91073966-44
NR197--MA0508.2.PRDM1	chr10	44529602	44529611	+	0.000	0.000	Merged-chr10-44529535-56
NR1202--MA0508.2.PRDM1	chr3	93607946	93607955	-	0.000	0.000	Merged-chr3-93607971-30
NR1977--MA0508.2.PRDM1	chrX	101429573	101429582	+	0.000	0.000	Merged-chrX-101429503-77
NR1834--MA0508.2.PRDM1	chr8	108704482	108704491	+	0.000	0.000	Merged-chr8-108704409-59
NR1943--MA0508.2.PRDM1	chr9	118453825	118453834	-	0.000	0.000	Merged-chr9-118453688-29
NR1162--MA0508.2.PRDM1	chr3	51553251	51553260	-	0.000	0.000	Merged-chr3-51553157-56
NR1890--MA0508.2.PRDM1	chr9	60991674	60991683	+	0.000	0.000	Merged-chr9-60991715-48
NR1813--MA0508.2.PRDM1	chr8	84601590	84601599	-	0.000	0.000	Merged-chr8-84601669-24
NR189--MA0508.2.PRDM1	chr10	37335315	37335324	+	0.000	0.000	Merged-chr10-37335340-12
NR298--MA0508.2.PRDM1	chr11	11498034	11498043	+	0.000	0.000	Merged-chr11-11498094-24
NR1969--MA0508.2.PRDM1	chrX	77509282	77509291	+	0.000	0.000	Merged-chrX-77509424-59
NR1555--MA0508.2.PRDM1	chr6	66962693	66962702	-	0.000	0.000	Merged-chr6-66962662-45
NR1826--MA0508.2.PRDM1	chr8	94434389	94434398	+	0.000	0.000	Merged-chr8-94434227-54
NR1568--MA0508.2.PRDM1	chr6	83718295	83718304	+	0.000	0.000	Merged-chr6-83718285-22
NR992--MA0508.2.PRDM1	chr2	17390908	17390917	+	0.000	0.000	Merged-chr2-17391123-69
NR1534--MA0508.2.PRDM1	chr6	40400235	40400244	-	0.000	0.000	Merged-chr6-40400287-7
NR1120--MA0508.2.PRDM1	chr2	152671076	152671085	-	0.000	0.000	Merged-chr2-152670999-1
NR1372--MA0508.2.PRDM1	chr4	127021123	127021132	+	0.000	0.000	Merged-chr4-127021266-22
NR1895--MA0508.2.PRDM1	chr9	64831979	64831988	-	0.000	0.000	Merged-chr9-64831906-29
NR1500--MA0508.2.PRDM1	chr5	120116547	120116556	-	0.000	0.000	Merged-chr5-120116585-62
NR1927--MA0508.2.PRDM1	chr9	96350803	96350812	-	0.000	0.000	Merged-chr9-96350613-81
NR1494--MA0508.2.PRDM1	chr5	114865110	114865119	+	0.000	0.000	Merged-chr5-114865029-25
NR1351--MA0508.2.PRDM1	chr4	95924212	95924221	+	0.000	0.000	Merged-chr4-95924354-4
NR841--MA0508.2.PRDM1	chr17	29660669	29660678	-	0.000	0.000	Merged-chr17-29660811-69
NR1255--MA0508.2.PRDM1	chr3	133412032	133412041	-	0.000	0.000	Merged-chr3-133411903-38
NR1887--MA0508.2.PRDM1	chr9	57990971	57990980	+	0.000	0.000	Merged-chr9-57990805-40
NR1377--MA0508.2.PRDM1	chr4	136007113	136007122	+	0.000	0.000	Merged-chr4-136007062-25
NR1505--MA0508.2.PRDM1	chr5	140215979	140215988	-	0.000	0.000	Merged-chr5-140215756-33
NR1757--MA0508.2.PRDM1	chr7	141579044	141579053	-	0.000	0.000	Merged-chr7-141579078-48
NR310--MA0508.2.PRDM1	chr11	46308006	46308015	-	0.000	0.000	Merged-chr11-46308256-89
NR976--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR1595--MA0508.2.PRDM1	chr6	114856338	114856347	+	0.000	0.000	Merged-chr6-114856222-16
NR1866--MA0508.2.PRDM1	chr9	21978126	21978135	+	0.000	0.000	Merged-chr9-21978174-8
NR1499--MA0508.2.PRDM1	chr5	118172442	118172451	+	0.000	0.000	Merged-chr5-118172344-28
NR1104--MA0508.2.PRDM1	chr2	145233990	145233999	+	0.000	0.000	Merged-chr2-145234039-59
NR1356--MA0508.2.PRDM1	chr4	101176312	101176321	+	0.000	0.000	Merged-chr4-101176356-14
NR1627--MA0508.2.PRDM1	chr6	144953135	144953144	-	0.000	0.000	Merged-chr6-144953133-29
NR1213--MA0508.2.PRDM1	chr3	101010781	101010790	+	0.000	0.000	Merged-chr3-101010885-53
NR1051--MA0508.2.PRDM1	chr2	76030120	76030129	-	0.000	0.000	Merged-chr2-76030062-28
NR1749--MA0508.2.PRDM1	chr7	122932333	122932342	-	0.000	0.000	Merged-chr7-122932357-26
NR921--MA0508.2.PRDM1	chr18	69068570	69068579	+	0.000	0.000	Merged-chr18-69068591-21
NR1606--MA0508.2.PRDM1	chr6	126510139	126510148	-	0.000	0.000	Merged-chr6-126510207-1
NR1858--MA0508.2.PRDM1	chr9	13652158	13652167	-	0.000	0.000	Merged-chr9-13652196-20
NR825--MA0508.2.PRDM1	chr17	8988501	8988510	-	0.000	0.000	Merged-chr17-8988548-64
NR1715--MA0508.2.PRDM1	chr7	98103403	98103412	+	0.000	0.000	Merged-chr7-98103355-56
NR62--MA0508.2.PRDM1	chr1	98589842	98589851	+	0.000	0.000	Merged-chr1-98589738-39
NR1553--MA0508.2.PRDM1	chr6	66472924	66472933	+	0.000	0.000	Merged-chr6-66473070-26
NR772--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR1457--MA0508.2.PRDM1	chr5	64959265	64959274	-	0.000	0.000	Merged-chr5-64959516-90
NR1043--MA0508.2.PRDM1	chr2	71274784	71274793	+	0.000	0.000	Merged-chr2-71274822-52
NR533--MA0508.2.PRDM1	chr13	68588653	68588662	+	0.000	0.000	Merged-chr13-68588513-35
NR41--MA0508.2.PRDM1	chr1	80637467	80637476	+	0.000	0.000	Merged-chr1-80637446-57
NR88--MA0508.2.PRDM1	chr1	131204715	131204724	+	0.000	0.000	Merged-chr1-131204658-49
NR1165--MA0508.2.PRDM1	chr3	55659874	55659883	-	0.000	0.000	Merged-chr3-55660012-44
NR1436--MA0508.2.PRDM1	chr5	36727421	36727430	-	0.000	0.000	Merged-chr5-36727295-8
NR403--MA0508.2.PRDM1	chr12	61994427	61994436	-	0.000	0.000	Merged-chr12-61994556-31
NR1688--MA0508.2.PRDM1	chr7	78721575	78721584	-	0.000	0.000	Merged-chr7-78721730-59
NR860--MA0508.2.PRDM1	chr17	69401401	69401410	-	0.000	0.000	Merged-chr17-69401476-24
NR1797--MA0508.2.PRDM1	chr8	56397684	56397693	-	0.000	0.000	Merged-chr8-56397595-1
NR493--MA0508.2.PRDM1	chr13	21783381	21783390	-	0.000	0.000	Merged-chr13-21783235-60
NR764--MA0508.2.PRDM1	chr16	25250333	25250342	+	0.000	0.000	Merged-chr16-25250353-21
NR1178--MA0508.2.PRDM1	chr3	68763198	68763207	-	0.000	0.000	Merged-chr3-68763187-8
NR939--MA0508.2.PRDM1	chr19	11464977	11464986	-	0.000	0.000	Merged-chr19-11464953-24
NR8--MA0508.2.PRDM1	chr1	36883963	36883972	-	0.000	0.000	Merged-chr1-36883943-16
NR254--MA0508.2.PRDM1	chr10	94021281	94021290	+	0.000	0.000	Merged-chr10-94021256-59
NR1144--MA0508.2.PRDM1	chr3	8718383	8718392	+	0.000	0.000	Merged-chr3-8718167-60
NR982--MA0508.2.PRDM1	chr2	13271433	13271442	-	0.000	0.000	Merged-chr2-13271415-60
NR777--MA0508.2.PRDM1	chr16	49164599	49164608	+	0.000	0.000	Merged-chr16-49164589-42
NR1001--MA0508.2.PRDM1	chr2	26235387	26235396	+	0.000	0.000	Merged-chr2-26235322-12
NR220--MA0508.2.PRDM1	chr10	67620227	67620236	+	0.000	0.000	Merged-chr10-67620150-41
NR647--MA0508.2.PRDM1	chr14	89826978	89826987	+	0.000	0.000	Merged-chr14-89826834-10
NR899--MA0508.2.PRDM1	chr18	34759304	34759313	+	0.000	0.000	Merged-chr18-34759316-108
NR180--MA0508.2.PRDM1	chr10	19068670	19068679	-	0.000	0.000	Merged-chr10-19068545-34
NR1407--MA0508.2.PRDM1	chr4	155208111	155208120	+	0.000	0.000	Merged-chr4-155208089-31
NR1388--MA0508.2.PRDM1	chr4	141734886	141734895	+	0.000	0.000	Merged-chr4-141735028-51
NR25--MA0508.2.PRDM1	chr1	59180231	59180240	-	0.000	0.000	Merged-chr1-59180254-19
NR831--MA0508.2.PRDM1	chr17	17609361	17609370	+	0.000	0.000	Merged-chr17-17609399-1
NR1245--MA0508.2.PRDM1	chr3	126650982	126650991	+	0.000	0.000	Merged-chr3-126650760-81
NR212--MA0508.2.PRDM1	chr10	61233286	61233295	+	0.000	0.000	Merged-chr10-61233317-40
NR1006--MA0508.2.PRDM1	chr2	32967211	32967220	+	0.000	0.000	Merged-chr2-32967199-91
NR844--MA0508.2.PRDM1	chr17	35353612	35353621	+	0.000	0.000	Merged-chr17-35353468-33
NR1529--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR477--MA0508.2.PRDM1	chr13	3637157	3637166	+	0.000	0.000	Merged-chr13-3636993-50
NR172--MA0508.2.PRDM1	chr10	7987802	7987811	-	0.000	0.000	Merged-chr10-7987799-9
NR300--MA0508.2.PRDM1	chr11	17160394	17160403	+	0.000	0.000	Merged-chr11-17160372-30
NR966--MA0508.2.PRDM1	chr19	55260918	55260927	+	0.000	0.000	Merged-chr19-55260920-21
NR17--MA0508.2.PRDM1	chr1	52100604	52100613	+	0.000	0.000	Merged-chr1-52100715-41
NR618--MA0508.2.PRDM1	chr14	52166860	52166869	-	0.000	0.000	Merged-chr14-52166798-25
NR599--MA0508.2.PRDM1	chr14	27376198	27376207	-	0.000	0.000	Merged-chr14-27376322-41
NR390--MA0508.2.PRDM1	chr12	41168121	41168130	-	0.000	0.000	Merged-chr12-41167989-46
NR661--MA0508.2.PRDM1	chr14	106027047	106027056	+	0.000	0.000	Merged-chr14-106027200-23
NR727--MA0508.2.PRDM1	chr15	84167995	84168004	+	0.000	0.000	Merged-chr15-84168132-65
NR151--MA0508.2.PRDM1	chr1	184014218	184014227	+	0.000	0.000	Merged-chr1-184014303-22
NR326--MA0508.2.PRDM1	chr11	66985293	66985302	+	0.000	0.000	Merged-chr11-66985183-54
NR1931--MA0508.2.PRDM1	chr9	102587665	102587674	+	0.000	0.000	Merged-chr9-102587549-11
NR1197--MA0508.2.PRDM1	chr3	89730749	89730758	-	0.000	0.000	Merged-chr3-89730861-61
NR687--MA0508.2.PRDM1	chr15	35155838	35155847	-	0.000	0.000	Merged-chr15-35155762-73
NR815--MA0508.2.PRDM1	chr16	95815986	95815995	-	0.000	0.000	Merged-chr16-95815923-73
NR339--MA0508.2.PRDM1	chr11	87748828	87748837	+	0.000	0.000	Merged-chr11-87748868-6
NR401--MA0508.2.PRDM1	chr12	59206840	59206849	+	0.000	0.000	Merged-chr12-59206918-90
NR382--MA0508.2.PRDM1	chr12	32017854	32017863	+	0.000	0.000	Merged-chr12-32017895-23
NR719--MA0508.2.PRDM1	chr15	71917885	71917894	+	0.000	0.000	Merged-chr15-71917869-36
NR1891--MA0508.2.PRDM1	chr9	61187255	61187264	+	0.000	0.000	Merged-chr9-61187199-16
NR414--MA0508.2.PRDM1	chr12	73875513	73875522	+	0.000	0.000	Merged-chr12-73875329-23
NR1870--MA0508.2.PRDM1	chr9	37552767	37552776	+	0.000	0.000	Merged-chr9-37552724-59
NR916--MA0508.2.PRDM1	chr18	62188971	62188980	+	0.000	0.000	Merged-chr18-62189000-72
NR231--MA0508.2.PRDM1	chr10	80033662	80033671	-	0.000	0.000	Merged-chr10-80033369-69
NR1631--MA0508.2.PRDM1	chr6	146072170	146072179	+	0.000	0.000	Merged-chr6-146072064-12
NR1591--MA0508.2.PRDM1	chr6	108717980	108717989	-	0.000	0.000	Merged-chr6-108717791-30
NR1862--MA0508.2.PRDM1	chr9	15060194	15060203	-	0.000	0.000	Merged-chr9-15060271-40
NR637--MA0508.2.PRDM1	chr14	77581075	77581084	+	0.000	0.000	Merged-chr14-77581248-1
NR889--MA0508.2.PRDM1	chr18	13787153	13787162	+	0.000	0.000	Merged-chr18-13787099-71
NR236--MA0508.2.PRDM1	chr10	80684387	80684396	+	0.000	0.000	Merged-chr10-80684383-19
NR1570--MA0508.2.PRDM1	chr6	87887792	87887801	+	0.000	0.000	Merged-chr6-87887908-55
NR759--MA0508.2.PRDM1	chr16	22266120	22266129	-	0.000	0.000	Merged-chr16-22266085-1
NR1950--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR183--MA0508.2.PRDM1	chr10	24292778	24292787	+	0.000	0.000	Merged-chr10-24292766-57
NR215--MA0508.2.PRDM1	chr10	62187122	62187131	+	0.000	0.000	Merged-chr10-62187045-24
NR196--MA0508.2.PRDM1	chr10	44003891	44003900	+	0.000	0.000	Merged-chr10-44003826-80
NR467--MA0508.2.PRDM1	chr12	115812900	115812909	-	0.000	0.000	Merged-chr12-115813006-23
NR228--MA0508.2.PRDM1	chr10	77634079	77634088	+	0.000	0.000	Merged-chr10-77634224-2
NR1291--MA0508.2.PRDM1	chr3	153260755	153260764	+	0.000	0.000	Merged-chr3-153260790-34
NR1562--MA0508.2.PRDM1	chr6	72982080	72982089	+	0.000	0.000	Merged-chr6-72982109-28
NR337--MA0508.2.PRDM1	chr11	86429108	86429117	+	0.000	0.000	Merged-chr11-86429163-19
NR589--MA0508.2.PRDM1	chr14	20803827	20803836	+	0.000	0.000	Merged-chr14-20803678-27
NR175--MA0508.2.PRDM1	chr10	12823891	12823900	-	0.000	0.000	Merged-chr10-12823956-45
NR446--MA0508.2.PRDM1	chr12	101053592	101053601	-	0.000	0.000	Merged-chr12-101053641-9
NR1846--MA0508.2.PRDM1	chr8	120888099	120888108	+	0.000	0.000	Merged-chr8-120888081-22
NR1161--MA0508.2.PRDM1	chr3	41032277	41032286	+	0.000	0.000	Merged-chr3-41032256-9
NR1955--MA0508.2.PRDM1	chrX	11664477	11664486	+	0.000	0.000	Merged-chrX-11664686-45
NR1812--MA0508.2.PRDM1	chr8	83783329	83783338	+	0.000	0.000	Merged-chr8-83783400-30
NR1793--MA0508.2.PRDM1	chr8	46941504	46941513	+	0.000	0.000	Merged-chr8-46941577-53
NR1716--MA0508.2.PRDM1	chr7	100159547	100159556	+	0.000	0.000	Merged-chr7-100159560-75
NR1302--MA0508.2.PRDM1	chr4	11077744	11077753	+	0.000	0.000	Merged-chr4-11077783-17
NR1968--MA0508.2.PRDM1	chrX	77433545	77433554	+	0.000	0.000	Merged-chrX-77433540-47
NR1554--MA0508.2.PRDM1	chr6	66473130	66473139	-	0.000	0.000	Merged-chr6-66473070-26
NR1825--MA0508.2.PRDM1	chr8	94354661	94354670	+	0.000	0.000	Merged-chr8-94354585-34
NR1140--MA0508.2.PRDM1	chr2	179966863	179966872	-	0.000	0.000	Merged-chr2-179966777-32
NR1392--MA0508.2.PRDM1	chr4	145300435	145300444	+	0.000	0.000	Merged-chr4-145300303-61
NR1772--MA0508.2.PRDM1	chr8	8334599	8334608	-	0.000	0.000	Merged-chr8-8334812-71
NR1881--MA0508.2.PRDM1	chr9	45984926	45984935	+	0.000	0.000	Merged-chr9-45984810-70
NR42--MA0508.2.PRDM1	chr1	82443775	82443784	-	0.000	0.000	Merged-chr1-82443829-28
NR1262--MA0508.2.PRDM1	chr3	135698638	135698647	-	0.000	0.000	Merged-chr3-135698656-22
NR1533--MA0508.2.PRDM1	chr6	38789506	38789515	+	0.000	0.000	Merged-chr6-38789563-52
NR1785--MA0508.2.PRDM1	chr8	34817855	34817864	-	0.000	0.000	Merged-chr8-34817852-8
NR1642--MA0508.2.PRDM1	chr7	25719157	25719166	-	0.000	0.000	Merged-chr7-25719044-58
NR289--MA0508.2.PRDM1	chr11	3181549	3181558	-	0.000	0.000	Merged-chr11-3181415-55
NR1817--MA0508.2.PRDM1	chr8	87721355	87721364	+	0.000	0.000	Merged-chr8-87721462-1
NR398--MA0508.2.PRDM1	chr12	55366686	55366695	+	0.000	0.000	Merged-chr12-55366796-37
NR1132--MA0508.2.PRDM1	chr2	167589433	167589442	-	0.000	0.000	Merged-chr2-167589263-66
NR1384--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1655--MA0508.2.PRDM1	chr7	39642552	39642561	+	0.000	0.000	Merged-chr7-39642605-22
NR1493--MA0508.2.PRDM1	chr5	114199541	114199550	-	0.000	0.000	Merged-chr5-114199479-63
NR1764--MA0508.2.PRDM1	chr8	3631199	3631208	-	0.000	0.000	Merged-chr8-3631064-68
NR1581--MA0508.2.PRDM1	chr6	99732896	99732905	+	0.000	0.000	Merged-chr6-99733010-11
NR1376--MA0508.2.PRDM1	chr4	133757633	133757642	-	0.000	0.000	Merged-chr4-133757542-4
NR1690--MA0508.2.PRDM1	chr7	80232607	80232616	+	0.000	0.000	Merged-chr7-80232686-63
