#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1403--MA0731.1.BCL6B	chr4	83315152	83315168	+	0.000	0.000	Merged-chr4-83315362-155
NR846--MA0463.1.Bcl6	chr17	36942673	36942686	-	0.000	0.000	Merged-chr17-36942723-44
NR2018--MA0731.1.BCL6B	chr9	44954618	44954634	+	0.000	0.000	Merged-chr9-44954642-27
NR1098--MA0463.1.Bcl6	chr2	79698395	79698408	-	0.000	0.000	Merged-chr2-79698404-21
NR1145--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR976--MA0463.1.Bcl6	chr19	10880822	10880835	+	0.000	0.000	Merged-chr19-10881047-16
NR1783--MA0463.1.Bcl6	chr7	29815942	29815955	-	0.000	0.000	Merged-chr7-29816029-62
NR1425--MA0463.1.Bcl6	chr4	106909141	106909154	-	0.000	0.000	Merged-chr4-106909153-29
NR1220--MA0731.1.BCL6B	chr3	32438122	32438138	+	0.000	0.000	Merged-chr3-32438051-51
NR1886--MA0731.1.BCL6B	chr7	135652254	135652270	+	0.000	0.000	Merged-chr7-135652396-133
NR1649--MA0463.1.Bcl6	chr6	29916869	29916882	+	0.000	0.000	Merged-chr6-29917052-59
NR766--MA0463.1.Bcl6	chr16	21794450	21794463	-	0.000	0.000	Merged-chr16-21794397-74
NR2106--MA0731.1.BCL6B	chrX	20801601	20801617	+	0.000	0.000	Merged-chrX-20801628-14
NR82--MA0463.1.Bcl6	chr1	127239951	127239964	+	0.000	0.000	Merged-chr1-127240112-40
NR1470--MA0463.1.Bcl6	chr4	147404463	147404476	-	0.000	0.000	Merged-chr4-147404418-62
NR1112--MA0463.1.Bcl6	chr2	93199062	93199075	+	0.000	0.000	Merged-chr2-93199242-68
NR1591--MA0463.1.Bcl6	chr5	113832624	113832637	+	0.000	0.000	Merged-chr5-113832727-52
NR323--MA0463.1.Bcl6	chr11	34010313	34010326	-	0.000	0.000	Merged-chr11-34010377-133
NR1439--MA0463.1.Bcl6	chr4	119897624	119897637	+	0.000	0.000	Merged-chr4-119897419-50
NR341--MA0463.1.Bcl6	chr11	54492681	54492694	-	0.000	0.000	Merged-chr11-54492562-47
NR1457--MA0463.1.Bcl6	chr4	135155554	135155567	-	0.000	0.000	Merged-chr4-135155615-17
NR668--MA0463.1.Bcl6	chr14	101477557	101477570	-	0.000	0.000	Merged-chr14-101477413-70
NR1260--MA0463.1.Bcl6	chr3	96576887	96576900	+	0.000	0.000	Merged-chr3-96576802-53
NR328--MA0463.1.Bcl6	chr11	43767037	43767050	-	0.000	0.000	Merged-chr11-43767173-52
NR1844--MA0731.1.BCL6B	chr7	105395366	105395382	-	0.000	0.000	Merged-chr7-105395581-59
NR1229--MA0463.1.Bcl6	chr3	52930305	52930318	+	0.000	0.000	Merged-chr3-52930203-64
NR1552--MA0731.1.BCL6B	chr5	77285928	77285944	+	0.000	0.000	Merged-chr5-77285904-24
NR382--MA0463.1.Bcl6	chr11	95666808	95666821	+	0.000	0.000	Merged-chr11-95666991-65
NR1727--MA0731.1.BCL6B	chr6	124415243	124415259	-	0.000	0.000	Merged-chr6-124415241-151
NR803--MA0463.1.Bcl6	chr16	91081709	91081722	-	0.000	0.000	Merged-chr16-91081677-19
NR248--MA0463.1.Bcl6	chr10	81633789	81633802	+	0.000	0.000	Merged-chr10-81633689-43
NR1149--MA0463.1.Bcl6	chr2	132607901	132607914	+	0.000	0.000	Merged-chr2-132607891-50
NR266--MA0463.1.Bcl6	chr10	93985595	93985608	-	0.000	0.000	Merged-chr10-93985650-27
NR1852--MA0463.1.Bcl6	chr7	109781533	109781546	+	0.000	0.000	Merged-chr7-109781592-85
NR611--MA0463.1.Bcl6	chr14	18820636	18820649	+	0.000	0.000	Merged-chr14-18820757-45
NR21--MA0463.1.Bcl6	chr1	53313745	53313758	-	0.000	0.000	Merged-chr1-53313672-58
NR2038--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR1937--MA0731.1.BCL6B	chr8	83593554	83593570	-	0.000	0.000	Merged-chr8-83593532-15
NR742--MA0731.1.BCL6B	chr15	100443703	100443719	-	0.000	0.000	Merged-chr15-100443625-43
NR1987--MA0463.1.Bcl6	chr8	126614626	126614639	+	0.000	0.000	Merged-chr8-126614626-35
NR232--MA0731.1.BCL6B	chr10	67497753	67497769	+	0.000	0.000	Merged-chr10-67497690-84
NR1432--MA0463.1.Bcl6	chr4	115102019	115102032	+	0.000	0.000	Merged-chr4-115101833-38
NR1638--MA0463.1.Bcl6	chr6	13061569	13061582	-	0.000	0.000	Merged-chr6-13061823-67
NR643--MA0463.1.Bcl6	chr14	57571406	57571419	-	0.000	0.000	Merged-chr14-57571249-1
NR1777--MA0463.1.Bcl6	chr7	25780165	25780178	+	0.000	0.000	Merged-chr7-25780138-19
NR24--MA0731.1.BCL6B	chr1	54854494	54854510	-	0.000	0.000	Merged-chr1-54854501-39
NR527--MA0463.1.Bcl6	chr13	41373043	41373056	-	0.000	0.000	Merged-chr13-41373067-52
NR986--MA0731.1.BCL6B	chr19	34244144	34244160	+	0.000	0.000	Merged-chr19-34244130-34
NR700--MA0731.1.BCL6B	chr15	38601719	38601735	+	0.000	0.000	Merged-chr15-38601621-15
NR451--MA0463.1.Bcl6	chr12	72085618	72085631	+	0.000	0.000	Merged-chr12-72085712-110
NR581--MA0463.1.Bcl6	chr13	107573852	107573865	-	0.000	0.000	Merged-chr13-107573870-32
NR429--MA0463.1.Bcl6	chr12	25240252	25240265	-	0.000	0.000	Merged-chr12-25240283-42
NR346--MA0731.1.BCL6B	chr11	58183760	58183776	-	0.000	0.000	Merged-chr11-58183866-40
NR1254--MA0463.1.Bcl6	chr3	87383546	87383559	-	0.000	0.000	Merged-chr3-87383448-9
NR293--MA0731.1.BCL6B	chr10	120978233	120978249	+	0.000	0.000	Merged-chr10-120978282-10
NR1160--MA0463.1.Bcl6	chr2	144198942	144198955	+	0.000	0.000	Merged-chr2-144198804-26
NR944--MA0731.1.BCL6B	chr18	66442078	66442094	+	0.000	0.000	Merged-chr18-66442128-39
NR125--MA0463.1.Bcl6	chr1	162565200	162565213	-	0.000	0.000	Merged-chr1-162565187-22
NR1119--MA0731.1.BCL6B	chr2	103485213	103485229	-	0.000	0.000	Merged-chr2-103485172-63
NR143--MA0463.1.Bcl6	chr1	171503202	171503215	+	0.000	0.000	Merged-chr1-171503326-179
NR543--MA0731.1.BCL6B	chr13	63274588	63274604	-	0.000	0.000	Merged-chr13-63274780-57
NR1174--MA0463.1.Bcl6	chr2	155514880	155514893	+	0.000	0.000	Merged-chr2-155514842-20
NR1841--MA0463.1.Bcl6	chr7	101896592	101896605	+	0.000	0.000	Merged-chr7-101896554-69
NR1080--MA0463.1.Bcl6	chr2	66114547	66114560	-	0.000	0.000	Merged-chr2-66114486-5
NR142--MA0731.1.BCL6B	chr1	170998554	170998570	-	0.000	0.000	Merged-chr1-170998408-32
NR413--MA0731.1.BCL6B	chr11	117994611	117994627	+	0.000	0.000	Merged-chr11-117994587-27
NR291--MA0463.1.Bcl6	chr10	118407043	118407056	+	0.000	0.000	Merged-chr10-118407091-36
NR394--MA0731.1.BCL6B	chr11	106255795	106255811	-	0.000	0.000	Merged-chr11-106255994-73
NR927--MA0463.1.Bcl6	chr18	54940552	54940565	-	0.000	0.000	Merged-chr18-54940674-40
NR1980--MA0463.1.Bcl6	chr8	124266025	124266038	+	0.000	0.000	Merged-chr8-124265993-45
NR569--MA0731.1.BCL6B	chr13	100790432	100790448	+	0.000	0.000	Merged-chr13-100790409-21
NR1188--MA0463.1.Bcl6	chr2	167313926	167313939	+	0.000	0.000	Merged-chr2-167313855-44
NR193--MA0463.1.Bcl6	chr10	17733165	17733178	-	0.000	0.000	Merged-chr10-17733283-32
NR981--MA0463.1.Bcl6	chr19	16998192	16998205	+	0.000	0.000	Merged-chr19-16998164-33
NR632--MA0463.1.Bcl6	chr14	54165193	54165206	+	0.000	0.000	Merged-chr14-54165125-24
NR1654--MA0463.1.Bcl6	chr6	33618604	33618617	-	0.000	0.000	Merged-chr6-33618746-27
NR2068--MA0463.1.Bcl6	chr9	102577622	102577635	+	0.000	0.000	Merged-chr9-102577518-37
NR771--MA0463.1.Bcl6	chr16	24160564	24160577	+	0.000	0.000	Merged-chr16-24160756-32
NR47--MA0463.1.Bcl6	chr1	79751408	79751421	-	0.000	0.000	Merged-chr1-79751461-38
NR1435--MA0463.1.Bcl6	chr4	117835406	117835419	-	0.000	0.000	Merged-chr4-117835233-2
NR649--MA0731.1.BCL6B	chr14	65330861	65330877	+	0.000	0.000	Merged-chr14-65330788-23
NR1983--MA0731.1.BCL6B	chr8	125725619	125725635	+	0.000	0.000	Merged-chr8-125725496-61
NR440--MA0463.1.Bcl6	chr12	40010076	40010089	+	0.000	0.000	Merged-chr12-40010101-23
NR2075--MA0731.1.BCL6B	chr9	105642907	105642923	-	0.000	0.000	Merged-chr9-105643016-54
NR409--MA0463.1.Bcl6	chr11	116168192	116168205	-	0.000	0.000	Merged-chr11-116168194-50
NR1453--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR1853--MA0731.1.BCL6B	chr7	109781530	109781546	-	0.000	0.000	Merged-chr7-109781592-85
NR897--MA0463.1.Bcl6	chr17	87636448	87636461	-	0.000	0.000	Merged-chr17-87636407-1
NR105--MA0731.1.BCL6B	chr1	151035125	151035141	-	0.000	0.000	Merged-chr1-151035173-28
NR1225--MA0463.1.Bcl6	chr3	37978799	37978812	-	0.000	0.000	Merged-chr3-37978790-50
NR214--MA0731.1.BCL6B	chr10	52381289	52381305	-	0.000	0.000	Merged-chr10-52381348-7
NR195--MA0731.1.BCL6B	chr10	19185108	19185124	+	0.000	0.000	Merged-chr10-19185061-36
NR1975--MA0731.1.BCL6B	chr8	122285191	122285207	-	0.000	0.000	Merged-chr8-122285200-46
NR1476--MA0463.1.Bcl6	chr4	150799032	150799045	-	0.000	0.000	Merged-chr4-150799073-80
NR227--MA0731.1.BCL6B	chr10	62600012	62600028	+	0.000	0.000	Merged-chr10-62600270-23
NR859--MA0731.1.BCL6B	chr17	63863376	63863392	+	0.000	0.000	Merged-chr17-63863254-4
NR347--MA0463.1.Bcl6	chr11	58301346	58301359	+	0.000	0.000	Merged-chr11-58301247-20
NR244--MA0463.1.Bcl6	chr10	80677236	80677249	+	0.000	0.000	Merged-chr10-80677293-45
NR1051--MA0463.1.Bcl6	chr2	34945660	34945673	-	0.000	0.000	Merged-chr2-34945759-18
NR119--MA0463.1.Bcl6	chr1	160842926	160842939	-	0.000	0.000	Merged-chr1-160843034-58
NR1792--MA0731.1.BCL6B	chr7	38215087	38215103	+	0.000	0.000	Merged-chr7-38215034-63
NR589--MA0463.1.Bcl6	chr13	114879039	114879052	-	0.000	0.000	Merged-chr13-114879006-41
NR495--MA0463.1.Bcl6	chr12	116049825	116049838	+	0.000	0.000	Merged-chr12-116049840-17
NR710--MA0463.1.Bcl6	chr15	62265490	62265503	+	0.000	0.000	Merged-chr15-62265620-25
NR1662--MA0731.1.BCL6B	chr6	48725709	48725725	+	0.000	0.000	Merged-chr6-48725705-47
NR397--MA0463.1.Bcl6	chr11	106536328	106536341	+	0.000	0.000	Merged-chr11-106536245-61
NR1607--MA0463.1.Bcl6	chr5	129586225	129586238	-	0.000	0.000	Merged-chr5-129586130-49
NR267--MA0731.1.BCL6B	chr10	93985650	93985666	+	0.000	0.000	Merged-chr10-93985650-27
NR532--MA0463.1.Bcl6	chr13	45867635	45867648	-	0.000	0.000	Merged-chr13-45867539-21
NR738--MA0463.1.Bcl6	chr15	93913577	93913590	+	0.000	0.000	Merged-chr15-93913565-49
NR1471--MA0731.1.BCL6B	chr4	147848496	147848512	-	0.000	0.000	Merged-chr4-147848412-69
NR389--MA0731.1.BCL6B	chr11	101008334	101008350	+	0.000	0.000	Merged-chr11-101008310-35
NR1994--MA0731.1.BCL6B	chr9	7221396	7221412	-	0.000	0.000	Merged-chr9-7221574-61
NR54--MA0463.1.Bcl6	chr1	85794371	85794384	+	0.000	0.000	Merged-chr1-85794071-131
NR2105--MA0731.1.BCL6B	chrX	20364486	20364502	+	0.000	0.000	Merged-chrX-20364570-48
NR304--MA0463.1.Bcl6	chr11	3157550	3157563	+	0.000	0.000	Merged-chr11-3157744-93
NR1960--MA0731.1.BCL6B	chr8	107503458	107503474	-	0.000	0.000	Merged-chr8-107503641-5
NR1787--MA0463.1.Bcl6	chr7	31041771	31041784	+	0.000	0.000	Merged-chr7-31041758-77
NR1120--MA0463.1.Bcl6	chr2	104493948	104493961	+	0.000	0.000	Merged-chr2-104493945-141
NR1625--MA0731.1.BCL6B	chr5	144832158	144832174	+	0.000	0.000	Merged-chr5-144832068-16
NR658--MA0463.1.Bcl6	chr14	75318823	75318836	+	0.000	0.000	Merged-chr14-75318936-27
NR129--MA0731.1.BCL6B	chr1	164966186	164966202	+	0.000	0.000	Merged-chr1-164966286-53
NR1192--MA0731.1.BCL6B	chr2	170205723	170205739	+	0.000	0.000	Merged-chr2-170205615-94
NR1219--MA0463.1.Bcl6	chr3	32438122	32438135	-	0.000	0.000	Merged-chr3-32438051-51
NR582--MA0463.1.Bcl6	chr13	108390748	108390761	-	0.000	0.000	Merged-chr13-108390764-33
NR1349--MA0463.1.Bcl6	chr4	6817584	6817597	+	0.000	0.000	Merged-chr4-6817535-45
NR1922--MA0463.1.Bcl6	chr8	68126270	68126283	+	0.000	0.000	Merged-chr8-68126185-13
NR1694--MA0731.1.BCL6B	chr6	97148714	97148730	-	0.000	0.000	Merged-chr6-97148793-82
NR126--MA0463.1.Bcl6	chr1	163374811	163374824	+	0.000	0.000	Merged-chr1-163374764-34
NR390--MA0463.1.Bcl6	chr11	101658403	101658416	-	0.000	0.000	Merged-chr11-101658454-78
NR1806--MA0463.1.Bcl6	chr7	64373942	64373955	-	0.000	0.000	Merged-chr7-64373946-61
NR2032--MA0463.1.Bcl6	chr9	58247240	58247253	-	0.000	0.000	Merged-chr9-58247218-31
NR386--MA0463.1.Bcl6	chr11	99105277	99105290	-	0.000	0.000	Merged-chr11-99105109-62
