#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR432--MA0463.1.Bcl6	chr12	28649539	28649552	-	0.000	0.000	Merged-chr12-28649710-52
NR1445--MA0463.1.Bcl6	chr4	125114934	125114947	-	0.000	0.000	Merged-chr4-125114884-30
NR777--MA0463.1.Bcl6	chr16	32516265	32516278	+	0.000	0.000	Merged-chr16-32516451-30
NR889--MA0463.1.Bcl6	chr17	85189679	85189692	-	0.000	0.000	Merged-chr17-85189630-51
NR1997--MA0731.1.BCL6B	chr9	14498660	14498676	+	0.000	0.000	Merged-chr9-14498849-2
NR1481--MA0463.1.Bcl6	chr4	155050307	155050320	+	0.000	0.000	Merged-chr4-155050218-26
NR106--MA0731.1.BCL6B	chr1	151465667	151465683	+	0.000	0.000	Merged-chr1-151465762-7
NR196--MA0731.1.BCL6B	chr10	19962900	19962916	+	0.000	0.000	Merged-chr10-19962974-43
NR89--MA0463.1.Bcl6	chr1	135729462	135729475	+	0.000	0.000	Merged-chr1-135729206-62
NR339--MA0463.1.Bcl6	chr11	53324630	53324643	-	0.000	0.000	Merged-chr11-53324720-33
NR1598--MA0463.1.Bcl6	chr5	122219005	122219018	+	0.000	0.000	Merged-chr5-122219045-36
NR236--MA0463.1.Bcl6	chr10	74823592	74823605	-	0.000	0.000	Merged-chr10-74823662-27
NR1043--MA0463.1.Bcl6	chr2	26647171	26647184	+	0.000	0.000	Merged-chr2-26647037-34
NR1710--MA0463.1.Bcl6	chr6	116287138	116287151	-	0.000	0.000	Merged-chr6-116287137-8
NR207--MA0731.1.BCL6B	chr10	39133922	39133938	+	0.000	0.000	Merged-chr10-39134020-55
NR1267--MA0463.1.Bcl6	chr3	103405529	103405542	-	0.000	0.000	Merged-chr3-103405452-17
NR487--MA0463.1.Bcl6	chr12	112623989	112624002	-	0.000	0.000	Merged-chr12-112623897-8
NR1840--MA0463.1.Bcl6	chr7	101011906	101011919	-	0.000	0.000	Merged-chr7-101011923-30
NR384--MA0463.1.Bcl6	chr11	98918364	98918377	+	0.000	0.000	Merged-chr11-98918377-19
NR1285--MA0463.1.Bcl6	chr3	115888037	115888050	+	0.000	0.000	Merged-chr3-115888038-82
NR1191--MA0463.1.Bcl6	chr2	169398595	169398608	+	0.000	0.000	Merged-chr2-169398588-9
NR926--MA0463.1.Bcl6	chr18	52410204	52410217	-	0.000	0.000	Merged-chr18-52410134-29
NR1663--MA0731.1.BCL6B	chr6	51330267	51330283	-	0.000	0.000	Merged-chr6-51330461-17
NR2035--MA0463.1.Bcl6	chr9	61791214	61791227	+	0.000	0.000	Merged-chr9-61791076-24
NR850--MA0463.1.Bcl6	chr17	46835284	46835297	-	0.000	0.000	Merged-chr17-46835491-42
NR1957--MA0463.1.Bcl6	chr8	107056890	107056903	-	0.000	0.000	Merged-chr8-107056733-66
NR1617--MA0463.1.Bcl6	chr5	135013162	135013175	-	0.000	0.000	Merged-chr5-135013144-4
NR1747--MA0463.1.Bcl6	chr6	143115346	143115359	-	0.000	0.000	Merged-chr6-143115547-2
NR2018--MA0731.1.BCL6B	chr9	44954618	44954634	+	0.000	0.000	Merged-chr9-44954642-27
NR197--MA0463.1.Bcl6	chr10	21077157	21077170	+	0.000	0.000	Merged-chr10-21077347-58
NR1765--MA0463.1.Bcl6	chr7	12880948	12880961	-	0.000	0.000	Merged-chr7-12881125-51
NR770--MA0463.1.Bcl6	chr16	23988611	23988624	-	0.000	0.000	Merged-chr16-23988801-56
NR618--MA0463.1.Bcl6	chr14	30273106	30273119	-	0.000	0.000	Merged-chr14-30273182-14
NR1877--MA0463.1.Bcl6	chr7	129764633	129764646	+	0.000	0.000	Merged-chr7-129764736-16
NR524--MA0463.1.Bcl6	chr13	40418937	40418950	-	0.000	0.000	Merged-chr13-40418835-1
NR1886--MA0731.1.BCL6B	chr7	135652254	135652270	+	0.000	0.000	Merged-chr7-135652396-133
NR1649--MA0463.1.Bcl6	chr6	29916869	29916882	+	0.000	0.000	Merged-chr6-29917052-59
NR1591--MA0463.1.Bcl6	chr5	113832624	113832637	+	0.000	0.000	Merged-chr5-113832727-52
NR1797--MA0463.1.Bcl6	chr7	43895137	43895150	-	0.000	0.000	Merged-chr7-43894981-37
NR1626--MA0731.1.BCL6B	chr5	147323704	147323720	-	0.000	0.000	Merged-chr5-147323630-31
NR1260--MA0463.1.Bcl6	chr3	96576887	96576900	+	0.000	0.000	Merged-chr3-96576802-53
NR1321--MA0731.1.BCL6B	chr3	144402253	144402269	-	0.000	0.000	Merged-chr3-144402343-18
NR113--MA0463.1.Bcl6	chr1	155146077	155146090	-	0.000	0.000	Merged-chr1-155146186-71
NR1229--MA0463.1.Bcl6	chr3	52930305	52930318	+	0.000	0.000	Merged-chr3-52930203-64
NR131--MA0463.1.Bcl6	chr1	165780417	165780430	-	0.000	0.000	Merged-chr1-165780595-120
NR458--MA0463.1.Bcl6	chr12	76361989	76362002	-	0.000	0.000	Merged-chr12-76362167-106
NR1857--MA0731.1.BCL6B	chr7	113250749	113250765	-	0.000	0.000	Merged-chr7-113250807-31
NR1820--MA0463.1.Bcl6	chr7	80857309	80857322	-	0.000	0.000	Merged-chr7-80857503-23
NR364--MA0463.1.Bcl6	chr11	75655918	75655931	+	0.000	0.000	Merged-chr11-75656010-33
NR118--MA0463.1.Bcl6	chr1	159390151	159390164	-	0.000	0.000	Merged-chr1-159390218-34
NR933--MA0731.1.BCL6B	chr18	60632960	60632976	-	0.000	0.000	Merged-chr18-60633052-25
NR382--MA0463.1.Bcl6	chr11	95666808	95666821	+	0.000	0.000	Merged-chr11-95666991-65
NR803--MA0463.1.Bcl6	chr16	91081709	91081722	-	0.000	0.000	Merged-chr16-91081677-19
NR1149--MA0463.1.Bcl6	chr2	132607901	132607914	+	0.000	0.000	Merged-chr2-132607891-50
NR1217--MA0731.1.BCL6B	chr3	31093878	31093894	+	0.000	0.000	Merged-chr3-31093937-10
NR641--MA0731.1.BCL6B	chr14	55604120	55604136	+	0.000	0.000	Merged-chr14-55604128-61
NR1834--MA0463.1.Bcl6	chr7	97371626	97371639	-	0.000	0.000	Merged-chr7-97371683-55
NR2042--MA0463.1.Bcl6	chr9	69702206	69702219	+	0.000	0.000	Merged-chr9-69702378-12
NR951--MA0463.1.Bcl6	chr18	74214004	74214017	+	0.000	0.000	Merged-chr18-74213885-15
NR654--MA0731.1.BCL6B	chr14	70076773	70076789	+	0.000	0.000	Merged-chr14-70076912-39
NR1297--MA0463.1.Bcl6	chr3	129602473	129602486	-	0.000	0.000	Merged-chr3-129602465-51
NR611--MA0463.1.Bcl6	chr14	18820636	18820649	+	0.000	0.000	Merged-chr14-18820757-45
NR835--MA0463.1.Bcl6	chr17	23546685	23546698	+	0.000	0.000	Merged-chr17-23546957-76
NR1414--MA0731.1.BCL6B	chr4	95607523	95607539	+	0.000	0.000	Merged-chr4-95607625-1
NR32--MA0731.1.BCL6B	chr1	63953647	63953663	+	0.000	0.000	Merged-chr1-63953679-17
NR742--MA0731.1.BCL6B	chr15	100443703	100443719	-	0.000	0.000	Merged-chr15-100443625-43
NR1772--MA0463.1.Bcl6	chr7	18921451	18921464	-	0.000	0.000	Merged-chr7-18921308-7
NR646--MA0731.1.BCL6B	chr14	61971215	61971231	-	0.000	0.000	Merged-chr14-61971047-1
NR35--MA0463.1.Bcl6	chr1	66714165	66714178	-	0.000	0.000	Merged-chr1-66714205-8
NR960--MA0731.1.BCL6B	chr18	79258159	79258175	+	0.000	0.000	Merged-chr18-79258074-1
NR1432--MA0463.1.Bcl6	chr4	115102019	115102032	+	0.000	0.000	Merged-chr4-115101833-38
NR11--MA0731.1.BCL6B	chr1	34434976	34434992	+	0.000	0.000	Merged-chr1-34434943-38
NR643--MA0463.1.Bcl6	chr14	57571406	57571419	-	0.000	0.000	Merged-chr14-57571249-1
NR1656--MA0463.1.Bcl6	chr6	38911332	38911345	+	0.000	0.000	Merged-chr6-38911348-28
NR973--MA0731.1.BCL6B	chr19	6910118	6910134	-	0.000	0.000	Merged-chr19-6909956-83
NR24--MA0731.1.BCL6B	chr1	54854494	54854510	-	0.000	0.000	Merged-chr1-54854501-39
NR1889--MA0463.1.Bcl6	chr7	136365257	136365270	+	0.000	0.000	Merged-chr7-136365235-1
NR877--MA0731.1.BCL6B	chr17	80621213	80621229	+	0.000	0.000	Merged-chr17-80621176-31
NR527--MA0463.1.Bcl6	chr13	41373043	41373056	-	0.000	0.000	Merged-chr13-41373067-52
NR1222--MA0463.1.Bcl6	chr3	36841222	36841235	+	0.000	0.000	Merged-chr3-36841123-23
NR1148--MA0731.1.BCL6B	chr2	132292207	132292223	+	0.000	0.000	Merged-chr2-132292299-25
NR1106--MA0463.1.Bcl6	chr2	84582319	84582332	+	0.000	0.000	Merged-chr2-84582461-28
NR2030--MA0731.1.BCL6B	chr9	57831510	57831526	+	0.000	0.000	Merged-chr9-57831644-49
NR551--MA0731.1.BCL6B	chr13	73772828	73772844	+	0.000	0.000	Merged-chr13-73772920-55
NR346--MA0731.1.BCL6B	chr11	58183760	58183776	-	0.000	0.000	Merged-chr11-58183866-40
NR335--MA0463.1.Bcl6	chr11	52231872	52231885	-	0.000	0.000	Merged-chr11-52232101-58
NR1074--MA0731.1.BCL6B	chr2	60037444	60037460	-	0.000	0.000	Merged-chr2-60037299-59
NR568--MA0463.1.Bcl6	chr13	100731066	100731079	+	0.000	0.000	Merged-chr13-100730869-60
NR1597--MA0731.1.BCL6B	chr5	121848837	121848853	+	0.000	0.000	Merged-chr5-121848925-46
NR293--MA0731.1.BCL6B	chr10	120978233	120978249	+	0.000	0.000	Merged-chr10-120978282-10
NR1160--MA0463.1.Bcl6	chr2	144198942	144198955	+	0.000	0.000	Merged-chr2-144198804-26
NR150--MA0731.1.BCL6B	chr1	174469856	174469872	-	0.000	0.000	Merged-chr1-174469932-39
NR944--MA0731.1.BCL6B	chr18	66442078	66442094	+	0.000	0.000	Merged-chr18-66442128-39
NR125--MA0463.1.Bcl6	chr1	162565200	162565213	-	0.000	0.000	Merged-chr1-162565187-22
NR1599--MA0463.1.Bcl6	chr5	122614497	122614510	+	0.000	0.000	Merged-chr5-122614417-50
NR782--MA0731.1.BCL6B	chr16	42909887	42909903	-	0.000	0.000	Merged-chr16-42910111-17
NR1026--MA0463.1.Bcl6	chr2	6716804	6716817	-	0.000	0.000	Merged-chr2-6716828-13
NR434--MA0731.1.BCL6B	chr12	29291093	29291109	+	0.000	0.000	Merged-chr12-29291093-42
NR686--MA0731.1.BCL6B	chr15	12795761	12795777	+	0.000	0.000	Merged-chr15-12795578-29
NR143--MA0463.1.Bcl6	chr1	171503202	171503215	+	0.000	0.000	Merged-chr1-171503326-179
NR931--MA0463.1.Bcl6	chr18	60632960	60632973	-	0.000	0.000	Merged-chr18-60633052-25
NR161--MA0463.1.Bcl6	chr1	180483339	180483352	-	0.000	0.000	Merged-chr1-180483466-4
NR488--MA0463.1.Bcl6	chr12	112862135	112862148	+	0.000	0.000	Merged-chr12-112862043-16
NR285--MA0731.1.BCL6B	chr10	100629912	100629928	-	0.000	0.000	Merged-chr10-100629958-40
NR413--MA0731.1.BCL6B	chr11	117994611	117994627	+	0.000	0.000	Merged-chr11-117994587-27
NR1716--MA0463.1.Bcl6	chr6	119479228	119479241	-	0.000	0.000	Merged-chr6-119479144-6
NR10--MA0463.1.Bcl6	chr1	34434976	34434989	-	0.000	0.000	Merged-chr1-34434943-38
NR569--MA0731.1.BCL6B	chr13	100790432	100790448	+	0.000	0.000	Merged-chr13-100790409-21
NR949--MA0731.1.BCL6B	chr18	70602842	70602858	+	0.000	0.000	Merged-chr18-70602929-40
NR1076--MA0463.1.Bcl6	chr2	62411685	62411698	-	0.000	0.000	Merged-chr2-62411627-90
NR1188--MA0463.1.Bcl6	chr2	167313926	167313939	+	0.000	0.000	Merged-chr2-167313855-44
NR896--MA0731.1.BCL6B	chr17	87321700	87321716	-	0.000	0.000	Merged-chr17-87321876-10
NR614--MA0463.1.Bcl6	chr14	27229731	27229744	+	0.000	0.000	Merged-chr14-27229706-56
NR657--MA0731.1.BCL6B	chr14	72822279	72822295	-	0.000	0.000	Merged-chr14-72822179-91
NR520--MA0463.1.Bcl6	chr13	24547247	24547260	+	0.000	0.000	Merged-chr13-24547194-39
NR309--MA0731.1.BCL6B	chr11	4704383	4704399	+	0.000	0.000	Merged-chr11-4704501-78
NR753--MA0463.1.Bcl6	chr16	11577696	11577709	-	0.000	0.000	Merged-chr16-11577786-44
NR623--MA0731.1.BCL6B	chr14	40955957	40955973	-	0.000	0.000	Merged-chr14-40955925-7
NR198--MA0463.1.Bcl6	chr10	23081566	23081579	-	0.000	0.000	Merged-chr10-23081427-49
NR507--MA0463.1.Bcl6	chr13	10234049	10234062	+	0.000	0.000	Merged-chr13-10233980-9
NR2068--MA0463.1.Bcl6	chr9	102577622	102577635	+	0.000	0.000	Merged-chr9-102577518-37
NR637--MA0463.1.Bcl6	chr14	54479817	54479830	-	0.000	0.000	Merged-chr14-54479662-31
NR47--MA0463.1.Bcl6	chr1	79751408	79751421	-	0.000	0.000	Merged-chr1-79751461-38
NR378--MA0731.1.BCL6B	chr11	94236368	94236384	+	0.000	0.000	Merged-chr11-94236284-28
NR2075--MA0731.1.BCL6B	chr9	105642907	105642923	-	0.000	0.000	Merged-chr9-105643016-54
NR758--MA0731.1.BCL6B	chr16	17015931	17015947	+	0.000	0.000	Merged-chr16-17015762-57
NR1029--MA0731.1.BCL6B	chr2	11331892	11331908	-	0.000	0.000	Merged-chr2-11331773-28
NR1798--MA0463.1.Bcl6	chr7	44262976	44262989	+	0.000	0.000	Merged-chr7-44263081-47
NR1225--MA0463.1.Bcl6	chr3	37978799	37978812	-	0.000	0.000	Merged-chr3-37978790-50
NR195--MA0731.1.BCL6B	chr10	19185108	19185124	+	0.000	0.000	Merged-chr10-19185061-36
NR1458--MA0463.1.Bcl6	chr4	135963678	135963691	+	0.000	0.000	Merged-chr4-135963723-59
NR347--MA0463.1.Bcl6	chr11	58301346	58301359	+	0.000	0.000	Merged-chr11-58301247-20
NR132--MA0463.1.Bcl6	chr1	165812653	165812666	+	0.000	0.000	Merged-chr1-165812825-36
NR1954--MA0731.1.BCL6B	chr8	94434330	94434346	-	0.000	0.000	Merged-chr8-94434227-54
NR1163--MA0463.1.Bcl6	chr2	147013882	147013895	-	0.000	0.000	Merged-chr2-147013782-1
NR219--MA0731.1.BCL6B	chr10	57753263	57753279	+	0.000	0.000	Merged-chr10-57753371-62
NR2059--MA0731.1.BCL6B	chr9	88728743	88728759	+	0.000	0.000	Merged-chr9-88728712-19
NR1662--MA0731.1.BCL6B	chr6	48725709	48725725	+	0.000	0.000	Merged-chr6-48725705-47
NR1947--MA0463.1.Bcl6	chr8	90828934	90828947	+	0.000	0.000	Merged-chr8-90828979-56
NR724--MA0463.1.Bcl6	chr15	78528529	78528542	-	0.000	0.000	Merged-chr15-78528404-62
NR1755--MA0463.1.Bcl6	chr6	144679130	144679143	+	0.000	0.000	Merged-chr6-144679049-11
NR402--MA0463.1.Bcl6	chr11	113574369	113574382	+	0.000	0.000	Merged-chr11-113574265-17
NR608--MA0463.1.Bcl6	chr14	14098861	14098874	-	0.000	0.000	Merged-chr14-14098740-35
NR1776--MA0731.1.BCL6B	chr7	24593647	24593663	-	0.000	0.000	Merged-chr7-24593848-34
NR1639--MA0463.1.Bcl6	chr6	13650990	13651003	-	0.000	0.000	Merged-chr6-13650892-33
NR1451--MA0463.1.Bcl6	chr4	128884559	128884572	-	0.000	0.000	Merged-chr4-128884596-1
NR1898--MA0731.1.BCL6B	chr8	11334294	11334310	-	0.000	0.000	Merged-chr8-11334507-5
NR895--MA0463.1.Bcl6	chr17	86301019	86301032	-	0.000	0.000	Merged-chr17-86301226-81
NR1581--MA0463.1.Bcl6	chr5	106982665	106982678	-	0.000	0.000	Merged-chr5-106982609-23
