#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2782--MA0036.3.GATA2	chr19	5802580	5802590	+	0.000	0.000	Merged-chr19-5802452-32
NR2806--MA0035.3.Gata1	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR4952--MA0140.2.GATA1::TAL1	chr7	74527818	74527835	+	0.000	0.000	Merged-chr7-74527841-31
NR1659--MA1104.1.GATA6	chr14	18820856	18820868	-	0.000	0.000	Merged-chr14-18820757-45
NR4738--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR1066--MA0482.1.Gata4	chr11	108248586	108248596	+	0.000	0.000	Merged-chr11-108248558-56
NR804--MA0035.3.Gata1	chr11	30166378	30166388	-	0.000	0.000	Merged-chr11-30166468-16
NR864--MA0140.2.GATA1::TAL1	chr11	53656983	53657000	+	0.000	0.000	Merged-chr11-53657053-47
NR2373--MA0035.3.Gata1	chr17	12165547	12165557	+	0.000	0.000	Merged-chr17-12165459-54
NR699--MA0482.1.Gata4	chr10	117918706	117918716	-	0.000	0.000	Merged-chr10-117918701-83
NR4233--MA0766.1.GATA5	chr5	64472608	64472615	-	0.000	0.000	Merged-chr5-64472447-77
NR684--MA0036.3.GATA2	chr10	116664336	116664346	-	0.000	0.000	Merged-chr10-116664420-26
NR3059--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR479--MA0036.3.GATA2	chr10	44601677	44601687	-	0.000	0.000	Merged-chr10-44601754-5
NR708--MA0035.3.Gata1	chr10	120183061	120183071	+	0.000	0.000	Merged-chr10-120183053-23
NR1056--MA0035.3.Gata1	chr11	101641790	101641800	+	0.000	0.000	Merged-chr11-101641901-72
NR5329--MA0482.1.Gata4	chr8	95428363	95428373	-	0.000	0.000	Merged-chr8-95428212-77
NR2819--MA0035.3.Gata1	chr19	11540580	11540590	+	0.000	0.000	Merged-chr19-11540460-39
NR3649--MA0482.1.Gata4	chr3	130691403	130691413	+	0.000	0.000	Merged-chr3-130691489-97
NR2479--MA0037.3.GATA3	chr17	44557328	44557335	-	0.000	0.000	Merged-chr17-44557338-45
NR4685--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR869--MA0766.1.GATA5	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR665--MA0482.1.Gata4	chr10	96599687	96599697	+	0.000	0.000	Merged-chr10-96599778-54
NR573--MA1104.1.GATA6	chr10	79417357	79417369	-	0.000	0.000	Merged-chr10-79417442-89
NR3487--MA0482.1.Gata4	chr3	63905577	63905587	-	0.000	0.000	Merged-chr3-63905416-23
NR5598--MA1104.1.GATA6	chr9	64779818	64779830	+	0.000	0.000	Merged-chr9-64779927-39
NR4565--MA0482.1.Gata4	chr6	72993526	72993536	-	0.000	0.000	Merged-chr6-72993527-59
NR2936--MA0036.3.GATA2	chr19	57116939	57116949	-	0.000	0.000	Merged-chr19-57117009-44
NR77--MA0482.1.Gata4	chr1	64956882	64956892	+	0.000	0.000	Merged-chr1-64956845-95
NR2623--MA0035.3.Gata1	chr18	32398232	32398242	-	0.000	0.000	Merged-chr18-32398270-147
NR2261--MA0766.1.GATA5	chr16	84864872	84864879	-	0.000	0.000	Merged-chr16-84864807-26
NR2251--MA0036.3.GATA2	chr16	76679371	76679381	+	0.000	0.000	Merged-chr16-76679194-37
NR2994--MA0482.1.Gata4	chr2	29252965	29252975	+	0.000	0.000	Merged-chr2-29252821-93
NR2123--MA0482.1.Gata4	chr16	19985149	19985159	-	0.000	0.000	Merged-chr16-19985121-18
NR187--MA0036.3.GATA2	chr1	94048305	94048315	+	0.000	0.000	Merged-chr1-94048267-32
NR2302--MA1104.1.GATA6	chr16	94236907	94236919	-	0.000	0.000	Merged-chr16-94237010-44
NR535--MA0482.1.Gata4	chr10	62327712	62327722	-	0.000	0.000	Merged-chr10-62327638-49
NR2375--MA0482.1.Gata4	chr17	12249911	12249921	-	0.000	0.000	Merged-chr17-12249903-14
NR3955--MA0140.2.GATA1::TAL1	chr4	88046615	88046632	+	0.000	0.000	Merged-chr4-88046485-60
NR668--MA0035.3.Gata1	chr10	96599686	96599696	+	0.000	0.000	Merged-chr10-96599778-54
NR838--MA0036.3.GATA2	chr11	50377760	50377770	+	0.000	0.000	Merged-chr11-50377790-188
NR5468--MA1104.1.GATA6	chr9	13466581	13466593	+	0.000	0.000	Merged-chr9-13466686-68
NR4292--MA0036.3.GATA2	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR552--MA1104.1.GATA6	chr10	67065542	67065554	-	0.000	0.000	Merged-chr10-67065679-35
NR915--MA0482.1.Gata4	chr11	65806924	65806934	-	0.000	0.000	Merged-chr11-65807044-98
NR254--MA0035.3.Gata1	chr1	136685413	136685423	-	0.000	0.000	Merged-chr1-136685597-75
NR4911--MA0482.1.Gata4	chr7	45526451	45526461	+	0.000	0.000	Merged-chr7-45526317-62
NR2484--MA0482.1.Gata4	chr17	47521791	47521801	-	0.000	0.000	Merged-chr17-47521683-42
NR5417--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR5740--MA0140.2.GATA1::TAL1	chr9	107950907	107950924	+	0.000	0.000	Merged-chr9-107950952-46
NR4866--MA1104.1.GATA6	chr7	27933591	27933603	+	0.000	0.000	Merged-chr7-27933719-74
NR676--MA0036.3.GATA2	chr10	108407102	108407112	-	0.000	0.000	Merged-chr10-108407108-16
NR753--MA0482.1.Gata4	chr11	3151274	3151284	+	0.000	0.000	Merged-chr11-3151424-21
NR1075--MA1104.1.GATA6	chr11	108911011	108911023	-	0.000	0.000	Merged-chr11-108910906-74
NR2864--MA0482.1.Gata4	chr19	29367423	29367433	-	0.000	0.000	Merged-chr19-29367376-49
NR4763--MA0140.2.GATA1::TAL1	chr6	136415695	136415712	+	0.000	0.000	Merged-chr6-136415785-62
NR4443--MA0766.1.GATA5	chr6	15793429	15793436	+	0.000	0.000	Merged-chr6-15793359-107
NR3658--MA1104.1.GATA6	chr3	133332577	133332589	-	0.000	0.000	Merged-chr3-133332565-72
NR2492--MA0766.1.GATA5	chr17	50136229	50136236	-	0.000	0.000	Merged-chr17-50136209-46
NR689--MA0036.3.GATA2	chr10	117104174	117104184	+	0.000	0.000	Merged-chr10-117104293-23
NR2804--MA1104.1.GATA6	chr19	9899581	9899593	-	0.000	0.000	Merged-chr19-9899505-60
NR2506--MA0140.2.GATA1::TAL1	chr17	52484077	52484094	-	0.000	0.000	Merged-chr17-52484066-25
NR4419--MA0140.2.GATA1::TAL1	chr5	149641905	149641922	-	0.000	0.000	Merged-chr5-149641711-30
NR2073--MA0035.3.Gata1	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR578--MA1104.1.GATA6	chr10	79995731	79995743	-	0.000	0.000	Merged-chr10-79995816-1
NR5285--MA1104.1.GATA6	chr8	69206539	69206551	+	0.000	0.000	Merged-chr8-69206595-20
NR1079--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR4390--MA0766.1.GATA5	chr5	142416400	142416407	-	0.000	0.000	Merged-chr5-142416344-47
NR4404--MA0035.3.Gata1	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
NR4032--MA0036.3.GATA2	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR4549--MA0140.2.GATA1::TAL1	chr6	70797854	70797871	+	0.000	0.000	Merged-chr6-70798012-48
NR2798--MA1104.1.GATA6	chr19	8518518	8518530	-	0.000	0.000	Merged-chr19-8518636-102
NR246--MA0035.3.Gata1	chr1	131204670	131204680	-	0.000	0.000	Merged-chr1-131204658-49
NR2681--MA0482.1.Gata4	chr18	61479926	61479936	+	0.000	0.000	Merged-chr18-61480035-15
NR416--MA0036.3.GATA2	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR3528--MA0037.3.GATA3	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR3701--MA0036.3.GATA2	chr3	137934268	137934278	-	0.000	0.000	Merged-chr3-137934133-15
NR2357--MA0035.3.Gata1	chr17	7927889	7927899	+	0.000	0.000	Merged-chr17-7928003-98
NR3068--MA0035.3.Gata1	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR1067--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR2789--MA0766.1.GATA5	chr19	7019382	7019389	-	0.000	0.000	Merged-chr19-7019404-60
NR4260--MA0766.1.GATA5	chr5	92327551	92327558	-	0.000	0.000	Merged-chr5-92327493-24
NR4874--MA0035.3.Gata1	chr7	29906394	29906404	-	0.000	0.000	Merged-chr7-29906235-59
NR2853--MA0140.2.GATA1::TAL1	chr19	21863597	21863614	+	0.000	0.000	Merged-chr19-21863590-59
NR4398--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR3219--MA0482.1.Gata4	chr2	127923473	127923483	+	0.000	0.000	Merged-chr2-127923410-36
NR4231--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR666--MA1104.1.GATA6	chr10	96599685	96599697	-	0.000	0.000	Merged-chr10-96599778-54
NR2684--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR3488--MA1104.1.GATA6	chr3	63905577	63905589	+	0.000	0.000	Merged-chr3-63905416-23
NR4339--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR4329--MA0036.3.GATA2	chr5	115711849	115711859	+	0.000	0.000	Merged-chr5-115711698-1
NR2659--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR1805--MA0766.1.GATA5	chr14	57712871	57712878	+	0.000	0.000	Merged-chr14-57713043-44
NR4863--MA0482.1.Gata4	chr7	25848141	25848151	-	0.000	0.000	Merged-chr7-25848293-34
NR4387--MA0482.1.Gata4	chr5	142416400	142416410	+	0.000	0.000	Merged-chr5-142416344-47
NR4566--MA1104.1.GATA6	chr6	72993526	72993538	+	0.000	0.000	Merged-chr6-72993527-59
NR4929--MA0482.1.Gata4	chr7	58731046	58731056	+	0.000	0.000	Merged-chr7-58731125-46
NR2978--MA0482.1.Gata4	chr2	13760571	13760581	-	0.000	0.000	Merged-chr2-13760550-51
NR2588--MA0035.3.Gata1	chr17	83307283	83307293	+	0.000	0.000	Merged-chr17-83307130-30
NR78--MA1104.1.GATA6	chr1	64956880	64956892	-	0.000	0.000	Merged-chr1-64956845-95
NR2538--MA1104.1.GATA6	chr17	65954136	65954148	-	0.000	0.000	Merged-chr17-65954196-36
NR1710--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR2625--MA0766.1.GATA5	chr18	34783579	34783586	-	0.000	0.000	Merged-chr18-34783714-45
NR2150--MA0482.1.Gata4	chr16	33073040	33073050	-	0.000	0.000	Merged-chr16-33073178-28
NR1522--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR536--MA1104.1.GATA6	chr10	62327712	62327724	+	0.000	0.000	Merged-chr10-62327638-49
NR4828--MA0766.1.GATA5	chr6	149375225	149375232	+	0.000	0.000	Merged-chr6-149375184-57
NR2376--MA1104.1.GATA6	chr17	12249911	12249923	+	0.000	0.000	Merged-chr17-12249903-14
NR2283--MA0035.3.Gata1	chr16	91685628	91685638	+	0.000	0.000	Merged-chr16-91685700-49
NR137--MA0036.3.GATA2	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR470--MA0037.3.GATA3	chr10	40713354	40713361	+	0.000	0.000	Merged-chr10-40713251-44
NR2325--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR916--MA1104.1.GATA6	chr11	65806924	65806936	+	0.000	0.000	Merged-chr11-65807044-98
NR4912--MA1104.1.GATA6	chr7	45526449	45526461	-	0.000	0.000	Merged-chr7-45526317-62
NR2485--MA1104.1.GATA6	chr17	47521791	47521803	+	0.000	0.000	Merged-chr17-47521683-42
NR1851--MA0036.3.GATA2	chr14	74870349	74870359	-	0.000	0.000	Merged-chr14-74870346-15
NR5418--MA1104.1.GATA6	chr8	124520718	124520730	-	0.000	0.000	Merged-chr8-124520851-52
NR4037--MA0036.3.GATA2	chr4	135108870	135108880	+	0.000	0.000	Merged-chr4-135108844-32
NR1008--MA0482.1.Gata4	chr11	92904264	92904274	-	0.000	0.000	Merged-chr11-92904387-18
NR2909--MA0766.1.GATA5	chr19	40267569	40267576	-	0.000	0.000	Merged-chr19-40267576-38
NR3793--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR1806--MA0037.3.GATA3	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR754--MA1104.1.GATA6	chr11	3151272	3151284	-	0.000	0.000	Merged-chr11-3151424-21
NR5421--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR278--MA1104.1.GATA6	chr1	153141156	153141168	-	0.000	0.000	Merged-chr1-153140977-54
NR5623--MA0037.3.GATA3	chr9	72465984	72465991	+	0.000	0.000	Merged-chr9-72465991-47
NR2865--MA1104.1.GATA6	chr19	29367423	29367435	+	0.000	0.000	Merged-chr19-29367376-49
NR2567--MA0035.3.Gata1	chr17	74753361	74753371	+	0.000	0.000	Merged-chr17-74753393-19
NR4427--MA0766.1.GATA5	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR2195--MA0036.3.GATA2	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR1713--MA0035.3.Gata1	chr14	30675116	30675126	-	0.000	0.000	Merged-chr14-30675172-26
NR3049--MA0482.1.Gata4	chr2	49744822	49744832	+	0.000	0.000	Merged-chr2-49744707-28
NR1694--MA0035.3.Gata1	chr14	27411819	27411829	+	0.000	0.000	Merged-chr14-27411821-37
NR3554--MA0766.1.GATA5	chr3	94837793	94837800	-	0.000	0.000	Merged-chr3-94837871-122
NR244--MA1104.1.GATA6	chr1	131204669	131204681	+	0.000	0.000	Merged-chr1-131204658-49
NR2447--MA0482.1.Gata4	chr17	32350601	32350611	+	0.000	0.000	Merged-chr17-32350599-47
NR2262--MA0035.3.Gata1	chr16	84864871	84864881	+	0.000	0.000	Merged-chr16-84864807-26
NR2664--MA0140.2.GATA1::TAL1	chr18	50066167	50066184	-	0.000	0.000	Merged-chr18-50066137-40
NR859--MA0482.1.Gata4	chr11	53656982	53656992	+	0.000	0.000	Merged-chr11-53657053-47
NR445--MA0482.1.Gata4	chr10	28520082	28520092	-	0.000	0.000	Merged-chr10-28520121-26
NR4169--MA0766.1.GATA5	chr5	28315807	28315814	+	0.000	0.000	Merged-chr5-28315754-44
NR1657--MA0037.3.GATA3	chr14	18820858	18820865	-	0.000	0.000	Merged-chr14-18820757-45
NR554--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR5378--MA0037.3.GATA3	chr8	115878078	115878085	+	0.000	0.000	Merged-chr8-115877965-1
NR2430--MA1104.1.GATA6	chr17	21477720	21477732	+	0.000	0.000	Merged-chr17-21477863-62
NR3698--MA0037.3.GATA3	chr3	137934270	137934277	+	0.000	0.000	Merged-chr3-137934133-15
NR1330--MA0766.1.GATA5	chr12	111897202	111897209	-	0.000	0.000	Merged-chr12-111897164-28
NR5660--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR4444--MA0035.3.Gata1	chr6	15793427	15793437	-	0.000	0.000	Merged-chr6-15793359-107
NR4232--MA1104.1.GATA6	chr5	64472606	64472618	-	0.000	0.000	Merged-chr5-64472447-77
NR2168--MA0482.1.Gata4	chr16	44339555	44339565	+	0.000	0.000	Merged-chr16-44339420-21
NR5750--MA0482.1.Gata4	chr9	110684680	110684690	+	0.000	0.000	Merged-chr9-110684620-5
NR2347--MA1104.1.GATA6	chr17	6659041	6659053	-	0.000	0.000	Merged-chr17-6658937-44
NR5235--MA0140.2.GATA1::TAL1	chr8	33898099	33898116	-	0.000	0.000	Merged-chr8-33898095-27
NR3998--MA0035.3.Gata1	chr4	109105445	109105455	-	0.000	0.000	Merged-chr4-109105447-43
NR2092--MA0035.3.Gata1	chr15	103258539	103258549	+	0.000	0.000	Merged-chr15-103258343-65
NR5466--MA0037.3.GATA3	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR4388--MA1104.1.GATA6	chr5	142416398	142416410	-	0.000	0.000	Merged-chr5-142416344-47
NR3483--MA0036.3.GATA2	chr3	58671459	58671469	-	0.000	0.000	Merged-chr3-58671349-14
NR2979--MA1104.1.GATA6	chr2	13760571	13760583	+	0.000	0.000	Merged-chr2-13760550-51
NR2661--MA0037.3.GATA3	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR1660--MA0036.3.GATA2	chr14	18820857	18820867	+	0.000	0.000	Merged-chr14-18820757-45
NR1465--MA0766.1.GATA5	chr13	64315647	64315654	+	0.000	0.000	Merged-chr13-64315696-19
NR1711--MA1104.1.GATA6	chr14	30675115	30675127	+	0.000	0.000	Merged-chr14-30675172-26
NR1003--MA0140.2.GATA1::TAL1	chr11	88204227	88204244	+	0.000	0.000	Merged-chr11-88204255-77
NR2243--MA0482.1.Gata4	chr16	76225742	76225752	-	0.000	0.000	Merged-chr16-76225808-94
NR1073--MA0037.3.GATA3	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR2124--MA0035.3.Gata1	chr16	19985150	19985160	-	0.000	0.000	Merged-chr16-19985121-18
NR686--MA0140.2.GATA1::TAL1	chr10	116664327	116664344	-	0.000	0.000	Merged-chr10-116664420-26
NR1370--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR5381--MA0036.3.GATA2	chr8	115878076	115878086	-	0.000	0.000	Merged-chr8-115877965-1
NR3101--MA0036.3.GATA2	chr2	73467344	73467354	-	0.000	0.000	Merged-chr2-73467214-37
NR2326--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR1774--MA0035.3.Gata1	chr14	54165206	54165216	-	0.000	0.000	Merged-chr14-54165125-24
NR4826--MA0482.1.Gata4	chr6	149375222	149375232	-	0.000	0.000	Merged-chr6-149375184-57
NR3656--MA0037.3.GATA3	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR3311--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR579--MA0140.2.GATA1::TAL1	chr10	80475696	80475713	-	0.000	0.000	Merged-chr10-80475576-51
NR2246--MA0035.3.Gata1	chr16	76337179	76337189	-	0.000	0.000	Merged-chr16-76337291-62
NR5283--MA0037.3.GATA3	chr8	69206542	69206549	+	0.000	0.000	Merged-chr8-69206595-20
NR2815--MA0037.3.GATA3	chr19	11540581	11540588	-	0.000	0.000	Merged-chr19-11540460-39
NR4062--MA1104.1.GATA6	chr4	145312625	145312637	+	0.000	0.000	Merged-chr4-145312696-44
NR2448--MA1104.1.GATA6	chr17	32350599	32350611	-	0.000	0.000	Merged-chr17-32350599-47
NR5190--MA0035.3.Gata1	chr8	13674880	13674890	+	0.000	0.000	Merged-chr8-13675081-76
NR3552--MA0482.1.Gata4	chr3	94837793	94837803	+	0.000	0.000	Merged-chr3-94837871-122
NR3613--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR2305--MA0140.2.GATA1::TAL1	chr16	94236910	94236927	+	0.000	0.000	Merged-chr16-94237010-44
NR1524--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR1610--MA0035.3.Gata1	chr14	7766052	7766062	-	0.000	0.000	Merged-chr14-7766067-39
NR1065--MA0037.3.GATA3	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR555--MA1104.1.GATA6	chr10	67586329	67586341	-	0.000	0.000	Merged-chr10-67586382-65
NR3542--MA0035.3.Gata1	chr3	89187848	89187858	-	0.000	0.000	Merged-chr3-89188181-94
NR1771--MA0766.1.GATA5	chr14	54155686	54155693	-	0.000	0.000	Merged-chr14-54155790-6
NR4218--MA0036.3.GATA2	chr5	52908556	52908566	-	0.000	0.000	Merged-chr5-52908402-27
NR3794--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR5060--MA0035.3.Gata1	chr7	110265935	110265945	-	0.000	0.000	Merged-chr7-110265938-33
NR3380--MA0035.3.Gata1	chr2	170126513	170126523	+	0.000	0.000	Merged-chr2-170126544-26
NR3648--MA0037.3.GATA3	chr3	130691403	130691410	-	0.000	0.000	Merged-chr3-130691489-97
NR4428--MA0035.3.Gata1	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR3616--MA0036.3.GATA2	chr3	115793593	115793603	-	0.000	0.000	Merged-chr3-115793653-57
NR1081--MA0035.3.Gata1	chr11	108911012	108911022	+	0.000	0.000	Merged-chr11-108910906-74
NR5492--MA0766.1.GATA5	chr9	31254827	31254834	+	0.000	0.000	Merged-chr9-31254853-49
NR1352--MA0035.3.Gata1	chr12	118411033	118411043	-	0.000	0.000	Merged-chr12-118411153-21
NR5437--MA0037.3.GATA3	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR250--MA0037.3.GATA3	chr1	136685415	136685422	+	0.000	0.000	Merged-chr1-136685597-75
NR5415--MA0766.1.GATA5	chr8	122923734	122923741	+	0.000	0.000	Merged-chr8-122923631-1
NR3735--MA0766.1.GATA5	chr3	142710797	142710804	-	0.000	0.000	Merged-chr3-142710808-19
NR4890--MA0766.1.GATA5	chr7	35742554	35742561	-	0.000	0.000	Merged-chr7-35742502-39
NR4564--MA0037.3.GATA3	chr6	72993529	72993536	+	0.000	0.000	Merged-chr6-72993527-59
NR4739--MA1104.1.GATA6	chr6	130136664	130136676	-	0.000	0.000	Merged-chr6-130136655-31
NR3573--MA0766.1.GATA5	chr3	101296680	101296687	+	0.000	0.000	Merged-chr3-101296807-2
NR1678--MA0036.3.GATA2	chr14	25857534	25857544	+	0.000	0.000	Merged-chr14-25857742-93
NR3706--MA0482.1.Gata4	chr3	138334459	138334469	-	0.000	0.000	Merged-chr3-138334424-50
