#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR4170--MA0002.2.RUNX1	chr19	53741139	53741149	-	0.000	0.000	Merged-chr19-53741018-5
NR4712--MA0002.2.RUNX1	chr2	151740332	151740342	-	0.000	0.000	Merged-chr2-151740214-3
NR5300--MA0684.1.RUNX3	chr3	145118589	145118598	+	0.000	0.000	Merged-chr3-145118726-71
NR7498--MA0002.2.RUNX1	chr8	18626686	18626696	+	0.000	0.000	Merged-chr8-18626725-25
NR96--MA0002.2.RUNX1	chr1	52076714	52076724	-	0.000	0.000	Merged-chr1-52076565-28
NR5218--MA0002.2.RUNX1	chr3	128337279	128337289	-	0.000	0.000	Merged-chr3-128337320-26
NR7454--MA0511.2.RUNX2	chr8	8695504	8695512	-	0.000	0.000	Merged-chr8-8695569-9
NR52--MA0511.2.RUNX2	chr1	36722613	36722621	+	0.000	0.000	Merged-chr1-36722737-4
NR302--MA0002.2.RUNX1	chr1	120146840	120146850	+	0.000	0.000	Merged-chr1-120146842-1
NR6915--MA0002.2.RUNX1	chr6	146107633	146107643	+	0.000	0.000	Merged-chr6-146107626-18
NR7898--MA0684.1.RUNX3	chr9	13446431	13446440	+	0.000	0.000	Merged-chr9-13446463-33
NR3223--MA0511.2.RUNX2	chr16	59470063	59470071	+	0.000	0.000	Merged-chr16-59469978-46
NR702--MA0684.1.RUNX3	chr10	13438594	13438603	+	0.000	0.000	Merged-chr10-13438536-33
NR283--MA0002.2.RUNX1	chr1	106033053	106033063	+	0.000	0.000	Merged-chr1-106033010-2
NR7755--MA0684.1.RUNX3	chr8	111644578	111644587	-	0.000	0.000	Merged-chr8-111644525-27
NR2936--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR3647--MA0002.2.RUNX1	chr17	80579292	80579302	+	0.000	0.000	Merged-chr17-80579337-18
NR1639--MA0684.1.RUNX3	chr12	69257949	69257958	-	0.000	0.000	Merged-chr12-69258081-39
NR7612--MA0684.1.RUNX3	chr8	61561437	61561446	+	0.000	0.000	Merged-chr8-61561458-9
NR62--MA0002.2.RUNX1	chr1	38777641	38777651	-	0.000	0.000	Merged-chr1-38777708-41
NR7259--MA0002.2.RUNX1	chr7	111109765	111109775	-	0.000	0.000	Merged-chr7-111109664-29
NR5264--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR6610--MA0002.2.RUNX1	chr6	82499146	82499156	-	0.000	0.000	Merged-chr6-82499187-1
NR3633--MA0684.1.RUNX3	chr17	74865077	74865086	-	0.000	0.000	Merged-chr17-74864979-18
NR3157--MA0684.1.RUNX3	chr16	43699128	43699137	-	0.000	0.000	Merged-chr16-43699187-66
NR520--MA0002.2.RUNX1	chr1	171222657	171222667	+	0.000	0.000	Merged-chr1-171222616-56
NR1334--MA0684.1.RUNX3	chr11	76993059	76993068	+	0.000	0.000	Merged-chr11-76993098-31
NR5896--MA0511.2.RUNX2	chr5	10245887	10245895	-	0.000	0.000	Merged-chr5-10245943-14
NR5501--MA0511.2.RUNX2	chr4	59790007	59790015	-	0.000	0.000	Merged-chr4-59790006-29
NR3074--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR2740--MA0002.2.RUNX1	chr15	6569140	6569150	-	0.000	0.000	Merged-chr15-6569076-63
NR7748--MA0002.2.RUNX1	chr8	110988278	110988288	+	0.000	0.000	Merged-chr8-110988305-13
NR1443--MA0684.1.RUNX3	chr11	107448062	107448071	-	0.000	0.000	Merged-chr11-107447883-19
NR676--MA0002.2.RUNX1	chr10	5194832	5194842	-	0.000	0.000	Merged-chr10-5194873-88
NR1509--MA0684.1.RUNX3	chr12	3284054	3284063	+	0.000	0.000	Merged-chr12-3284182-20
NR6259--MA0511.2.RUNX2	chr5	115693470	115693478	+	0.000	0.000	Merged-chr5-115693567-32
NR1300--MA0684.1.RUNX3	chr11	70594817	70594826	-	0.000	0.000	Merged-chr11-70594778-39
NR533--MA0002.2.RUNX1	chr1	172525391	172525401	+	0.000	0.000	Merged-chr1-172525457-28
NR2028--MA0511.2.RUNX2	chr13	37541894	37541902	+	0.000	0.000	Merged-chr13-37541855-48
NR4800--MA0002.2.RUNX1	chr2	170153554	170153564	+	0.000	0.000	Merged-chr2-170153746-43
NR3355--MA0002.2.RUNX1	chr17	5091617	5091627	-	0.000	0.000	Merged-chr17-5091670-12
NR7320--MA0684.1.RUNX3	chr7	120918685	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR5558--MA0002.2.RUNX1	chr4	83315722	83315732	-	0.000	0.000	Merged-chr4-83315815-4
NR913--MA0002.2.RUNX1	chr10	80763645	80763655	-	0.000	0.000	Merged-chr10-80763655-40
NR7909--MA0684.1.RUNX3	chr9	15045569	15045578	-	0.000	0.000	Merged-chr9-15045417-72
NR3070--MA0684.1.RUNX3	chr16	13845245	13845254	+	0.000	0.000	Merged-chr16-13845150-21
NR4069--MA0511.2.RUNX2	chr19	14466273	14466281	+	0.000	0.000	Merged-chr19-14466199-30
NR3136--MA0684.1.RUNX3	chr16	35984081	35984090	+	0.000	0.000	Merged-chr16-35984000-4
NR4890--MA0002.2.RUNX1	chr3	21884395	21884405	-	0.000	0.000	Merged-chr3-21884458-21
NR4685--MA0002.2.RUNX1	chr2	144231342	144231352	+	0.000	0.000	Merged-chr2-144231243-34
NR1264--MA0511.2.RUNX2	chr11	58978066	58978074	-	0.000	0.000	Merged-chr11-58978003-101
NR7347--MA0002.2.RUNX1	chr7	125425691	125425701	+	0.000	0.000	Merged-chr7-125425873-20
NR1042--MA0684.1.RUNX3	chr10	115363299	115363308	+	0.000	0.000	Merged-chr10-115363388-18
NR1313--MA0684.1.RUNX3	chr11	73131192	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR1165--MA0002.2.RUNX1	chr11	22692985	22692995	-	0.000	0.000	Merged-chr11-22693176-79
NR5796--MA0684.1.RUNX3	chr4	140157029	140157038	-	0.000	0.000	Merged-chr4-140157006-1
NR5401--MA0684.1.RUNX3	chr4	16102223	16102232	-	0.000	0.000	Merged-chr4-16102324-55
NR1121--MA0511.2.RUNX2	chr10	128637208	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR1787--MA0511.2.RUNX2	chr12	102067865	102067873	+	0.000	0.000	Merged-chr12-102067904-11
NR5253--MA0002.2.RUNX1	chr3	135608472	135608482	-	0.000	0.000	Merged-chr3-135608223-38
NR7284--MA0511.2.RUNX2	chr7	115539285	115539293	+	0.000	0.000	Merged-chr7-115539160-25
NR3368--MA0002.2.RUNX1	chr17	6154600	6154610	+	0.000	0.000	Merged-chr17-6154576-19
NR798--MA0002.2.RUNX1	chr10	44429430	44429440	-	0.000	0.000	Merged-chr10-44429593-53
NR7826--MA0511.2.RUNX2	chr8	124242430	124242438	-	0.000	0.000	Merged-chr8-124242348-54
NR3639--MA0002.2.RUNX1	chr17	79603617	79603627	-	0.000	0.000	Merged-chr17-79603742-19
NR4671--MA0684.1.RUNX3	chr2	136987996	136988005	-	0.000	0.000	Merged-chr2-136988057-20
NR6950--MA0002.2.RUNX1	chr7	5363878	5363888	+	0.000	0.000	Merged-chr7-5363814-17
NR4794--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR5382--MA0684.1.RUNX3	chr4	6924866	6924875	+	0.000	0.000	Merged-chr4-6924913-49
NR2243--MA0002.2.RUNX1	chr13	104620074	104620084	+	0.000	0.000	Merged-chr13-104620196-22
NR5448--MA0684.1.RUNX3	chr4	41241127	41241136	+	0.000	0.000	Merged-chr4-41241074-39
NR7727--MA0002.2.RUNX1	chr8	106803028	106803038	+	0.000	0.000	Merged-chr8-106803065-32
NR2514--MA0002.2.RUNX1	chr14	60269552	60269562	-	0.000	0.000	Merged-chr14-60269485-15
NR3497--MA0684.1.RUNX3	chr17	35231408	35231417	+	0.000	0.000	Merged-chr17-35231264-33
NR4380--MA0002.2.RUNX1	chr2	58583452	58583462	-	0.000	0.000	Merged-chr2-58583476-17
NR57--MA0511.2.RUNX2	chr1	37311020	37311028	-	0.000	0.000	Merged-chr1-37311111-21
NR6583--MA0002.2.RUNX1	chr6	65578887	65578897	-	0.000	0.000	Merged-chr6-65578768-17
NR6854--MA0002.2.RUNX1	chr6	140801342	140801352	+	0.000	0.000	Merged-chr6-140801246-11
NR40--MA0684.1.RUNX3	chr1	24100192	24100201	+	0.000	0.000	Merged-chr1-24100239-49
NR863--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR1277--MA0511.2.RUNX2	chr11	61639251	61639259	+	0.000	0.000	Merged-chr11-61639314-57
NR370--MA0684.1.RUNX3	chr1	138542751	138542760	-	0.000	0.000	Merged-chr1-138542700-22
NR8120--MA0002.2.RUNX1	chr9	80754779	80754789	+	0.000	0.000	Merged-chr9-80754738-24
NR2481--MA0684.1.RUNX3	chr14	55392567	55392576	-	0.000	0.000	Merged-chr14-55392653-26
NR4760--MA0002.2.RUNX1	chr2	163103424	163103434	+	0.000	0.000	Merged-chr2-163103402-48
NR5143--MA0684.1.RUNX3	chr3	108061524	108061533	+	0.000	0.000	Merged-chr3-108061628-33
NR1405--MA0511.2.RUNX2	chr11	99255532	99255540	+	0.000	0.000	Merged-chr11-99255472-31
NR5266--MA0002.2.RUNX1	chr3	138419614	138419624	+	0.000	0.000	Merged-chr3-138419800-73
NR3271--MA0511.2.RUNX2	chr16	84800041	84800049	+	0.000	0.000	Merged-chr16-84800124-30
NR7075--MA0684.1.RUNX3	chr7	51879572	51879581	-	0.000	0.000	Merged-chr7-51879410-58
NR8279--MA0511.2.RUNX2	chr9	114778159	114778167	+	0.000	0.000	Merged-chr9-114778253-39
NR7425--MA0511.2.RUNX2	chr7	142114044	142114052	-	0.000	0.000	Merged-chr7-142113991-20
NR939--MA0002.2.RUNX1	chr10	84678705	84678715	+	0.000	0.000	Merged-chr10-84678816-22
NR1287--MA0002.2.RUNX1	chr11	62762139	62762149	+	0.000	0.000	Merged-chr11-62762057-29
NR7869--MA0684.1.RUNX3	chr8	128504223	128504232	-	0.000	0.000	Merged-chr8-128504350-30
NR3909--MA0684.1.RUNX3	chr18	68282505	68282514	+	0.000	0.000	Merged-chr18-68282533-23
NR730--MA0002.2.RUNX1	chr10	21335687	21335697	-	0.000	0.000	Merged-chr10-21335656-23
NR254--MA0002.2.RUNX1	chr1	89090406	89090416	-	0.000	0.000	Merged-chr1-89090487-27
NR6867--MA0002.2.RUNX1	chr6	142862420	142862430	-	0.000	0.000	Merged-chr6-142862347-56
NR7455--MA0684.1.RUNX3	chr8	8695503	8695512	-	0.000	0.000	Merged-chr8-8695569-9
NR1766--MA0511.2.RUNX2	chr12	99544780	99544788	+	0.000	0.000	Merged-chr12-99544732-47
NR4872--MA0511.2.RUNX2	chr3	9968792	9968800	-	0.000	0.000	Merged-chr3-9968684-31
NR654--MA0684.1.RUNX3	chr1	192510749	192510758	+	0.000	0.000	Merged-chr1-192510804-31
NR111--MA0002.2.RUNX1	chr1	54935415	54935425	-	0.000	0.000	Merged-chr1-54935355-37
NR777--MA0002.2.RUNX1	chr10	39479619	39479629	-	0.000	0.000	Merged-chr10-39479564-73
NR4650--MA0684.1.RUNX3	chr2	132379729	132379738	+	0.000	0.000	Merged-chr2-132379852-19
NR1396--MA0002.2.RUNX1	chr11	97026332	97026342	+	0.000	0.000	Merged-chr11-97026216-31
NR6453--MA0002.2.RUNX1	chr6	8495619	8495629	+	0.000	0.000	Merged-chr6-8495644-33
NR3969--MA0511.2.RUNX2	chr18	80555075	80555083	-	0.000	0.000	Merged-chr18-80555147-42
NR7107--MA0684.1.RUNX3	chr7	66116261	66116270	-	0.000	0.000	Merged-chr7-66116161-49
NR3747--MA0684.1.RUNX3	chr18	11954687	11954696	+	0.000	0.000	Merged-chr18-11954741-24
NR5279--MA0002.2.RUNX1	chr3	142281338	142281348	-	0.000	0.000	Merged-chr3-142281213-32
NR3599--MA0002.2.RUNX1	chr17	65929515	65929525	-	0.000	0.000	Merged-chr17-65929405-47
NR5506--MA0511.2.RUNX2	chr4	59895269	59895277	-	0.000	0.000	Merged-chr4-59895245-17
NR2351--MA0684.1.RUNX3	chr14	20503206	20503215	+	0.000	0.000	Merged-chr14-20503247-33
NR2950--MA0002.2.RUNX1	chr15	84313830	84313840	-	0.000	0.000	Merged-chr15-84313700-40
NR5136--MA0002.2.RUNX1	chr3	107274013	107274023	+	0.000	0.000	Merged-chr3-107274021-28
NR886--MA0002.2.RUNX1	chr10	76271470	76271480	-	0.000	0.000	Merged-chr10-76271555-43
NR6833--MA0002.2.RUNX1	chr6	136847930	136847940	+	0.000	0.000	Merged-chr6-136847955-8
NR5758--MA0511.2.RUNX2	chr4	135664732	135664740	+	0.000	0.000	Merged-chr4-135664760-27
NR7068--MA0002.2.RUNX1	chr7	49272664	49272674	+	0.000	0.000	Merged-chr7-49272707-39
NR5073--MA0511.2.RUNX2	chr3	96069891	96069899	+	0.000	0.000	Merged-chr3-96069854-8
NR1428--MA0002.2.RUNX1	chr11	104361985	104361995	+	0.000	0.000	Merged-chr11-104361864-47
NR7739--MA0684.1.RUNX3	chr8	107503110	107503119	-	0.000	0.000	Merged-chr8-107503239-42
NR3459--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR2583--MA0002.2.RUNX1	chr14	75069465	75069475	+	0.000	0.000	Merged-chr14-75069632-2
NR6942--MA0002.2.RUNX1	chr6	149348341	149348351	-	0.000	0.000	Merged-chr6-149348388-7
NR4120--MA0002.2.RUNX1	chr19	32926267	32926277	-	0.000	0.000	Merged-chr19-32926300-25
NR852--MA0002.2.RUNX1	chr10	67484235	67484245	-	0.000	0.000	Merged-chr10-67484199-8
NR918--MA0002.2.RUNX1	chr10	80929782	80929792	+	0.000	0.000	Merged-chr10-80929752-196
NR7577--MA0684.1.RUNX3	chr8	46420600	46420609	+	0.000	0.000	Merged-chr8-46420639-16
NR5231--MA0684.1.RUNX3	chr3	131250326	131250335	+	0.000	0.000	Merged-chr3-131250529-24
NR110--MA0684.1.RUNX3	chr1	54913780	54913789	+	0.000	0.000	Merged-chr1-54913673-53
NR4994--MA0511.2.RUNX2	chr3	68240113	68240121	+	0.000	0.000	Merged-chr3-68240034-18
NR1000--MA0684.1.RUNX3	chr10	96015687	96015696	-	0.000	0.000	Merged-chr10-96015913-48
NR3469--MA0002.2.RUNX1	chr17	30522926	30522936	-	0.000	0.000	Merged-chr17-30522901-7
NR2073--MA0002.2.RUNX1	chr13	52828328	52828338	-	0.000	0.000	Merged-chr13-52828332-16
NR5278--MA0684.1.RUNX3	chr3	142281311	142281320	+	0.000	0.000	Merged-chr3-142281213-32
NR3203--MA0684.1.RUNX3	chr16	57231581	57231590	+	0.000	0.000	Merged-chr16-57231478-49
NR1252--MA0684.1.RUNX3	chr11	55031376	55031385	+	0.000	0.000	Merged-chr11-55031517-56
NR485--MA0002.2.RUNX1	chr1	163374768	163374778	+	0.000	0.000	Merged-chr1-163374764-34
NR1126--MA0511.2.RUNX2	chr10	128902561	128902569	-	0.000	0.000	Merged-chr10-128902610-18
NR3455--MA0684.1.RUNX3	chr17	26252974	26252983	-	0.000	0.000	Merged-chr17-26253067-61
NR5258--MA0002.2.RUNX1	chr3	136688185	136688195	+	0.000	0.000	Merged-chr3-136688298-63
NR5529--MA0002.2.RUNX1	chr4	63636367	63636377	+	0.000	0.000	Merged-chr4-63636346-15
NR5009--MA0511.2.RUNX2	chr3	75930327	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR1649--MA0511.2.RUNX2	chr12	73382530	73382538	-	0.000	0.000	Merged-chr12-73382539-19
NR7351--MA0511.2.RUNX2	chr7	125501079	125501087	+	0.000	0.000	Merged-chr7-125501083-14
NR4861--MA0002.2.RUNX1	chr3	9755109	9755119	-	0.000	0.000	Merged-chr3-9755096-55
NR821--MA0511.2.RUNX2	chr10	58354857	58354865	+	0.000	0.000	Merged-chr10-58354769-20
NR2853--MA0684.1.RUNX3	chr15	55327442	55327451	-	0.000	0.000	Merged-chr15-55327422-12
NR8350--MA0684.1.RUNX3	chr9	119823983	119823992	+	0.000	0.000	Merged-chr9-119823942-29
NR4612--MA0511.2.RUNX2	chr2	128117813	128117821	-	0.000	0.000	Merged-chr2-128117807-36
NR7299--MA0002.2.RUNX1	chr7	117433352	117433362	+	0.000	0.000	Merged-chr7-117433338-2
NR2833--MA0002.2.RUNX1	chr15	41846674	41846684	+	0.000	0.000	Merged-chr15-41846585-48
NR8330--MA0002.2.RUNX1	chr9	118357570	118357580	+	0.000	0.000	Merged-chr9-118357562-26
NR769--MA0002.2.RUNX1	chr10	34118005	34118015	+	0.000	0.000	Merged-chr10-34117997-36
NR1388--MA0002.2.RUNX1	chr11	93884969	93884979	+	0.000	0.000	Merged-chr11-93885060-4
NR6716--MA0002.2.RUNX1	chr6	113696958	113696968	-	0.000	0.000	Merged-chr6-113697016-110
NR725--MA0511.2.RUNX2	chr10	19991975	19991983	-	0.000	0.000	Merged-chr10-19991968-38
NR3197--MA0684.1.RUNX3	chr16	55770519	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR355--MA0002.2.RUNX1	chr1	136707804	136707814	+	0.000	0.000	Merged-chr1-136707647-26
NR7556--MA0684.1.RUNX3	chr8	41043805	41043814	+	0.000	0.000	Merged-chr8-41043773-31
NR977--MA0511.2.RUNX2	chr10	93819008	93819016	+	0.000	0.000	Merged-chr10-93818937-32
NR2942--MA0002.2.RUNX1	chr15	82224472	82224482	+	0.000	0.000	Merged-chr15-82224462-30
NR2195--MA0002.2.RUNX1	chr13	98925801	98925811	-	0.000	0.000	Merged-chr13-98925970-133
NR2466--MA0002.2.RUNX1	chr14	53806399	53806409	-	0.000	0.000	Merged-chr14-53806193-41
NR6431--MA0684.1.RUNX3	chr5	149160598	149160607	+	0.000	0.000	Merged-chr5-149160687-30
NR878--MA0002.2.RUNX1	chr10	71348210	71348220	+	0.000	0.000	Merged-chr10-71348168-2
NR5479--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR7142--MA0684.1.RUNX3	chr7	74544585	74544594	-	0.000	0.000	Merged-chr7-74544568-34
NR7208--MA0684.1.RUNX3	chr7	96818602	96818611	+	0.000	0.000	Merged-chr7-96818578-56
NR735--MA0002.2.RUNX1	chr10	21976343	21976353	-	0.000	0.000	Merged-chr10-21976372-39
NR1149--MA0002.2.RUNX1	chr11	11564433	11564443	-	0.000	0.000	Merged-chr11-11564485-53
NR593--MA0684.1.RUNX3	chr1	183933980	183933989	-	0.000	0.000	Merged-chr1-183934010-20
NR2846--MA0002.2.RUNX1	chr15	53124886	53124896	-	0.000	0.000	Merged-chr15-53125024-11
NR8220--MA0684.1.RUNX3	chr9	102539905	102539914	-	0.000	0.000	Merged-chr9-102539934-44
NR5237--MA0002.2.RUNX1	chr3	133078627	133078637	-	0.000	0.000	Merged-chr3-133078514-46
NR987--MA0002.2.RUNX1	chr10	94524081	94524091	+	0.000	0.000	Merged-chr10-94523917-65
NR4655--MA0684.1.RUNX3	chr2	132686968	132686977	-	0.000	0.000	Merged-chr2-132687004-41
NR3308--MA0511.2.RUNX2	chr16	91789929	91789937	+	0.000	0.000	Merged-chr16-91789935-50
NR2783--MA0511.2.RUNX2	chr15	27828051	27828059	+	0.000	0.000	Merged-chr15-27828052-47
NR8200--MA0002.2.RUNX1	chr9	98339697	98339707	+	0.000	0.000	Merged-chr9-98339700-17
NR5716--MA0511.2.RUNX2	chr4	128610100	128610108	+	0.000	0.000	Merged-chr4-128610042-53
NR2955--MA0002.2.RUNX1	chr15	86173489	86173499	-	0.000	0.000	Merged-chr15-86173285-7
NR2640--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR1830--MA0002.2.RUNX1	chr12	111181938	111181948	+	0.000	0.000	Merged-chr12-111182112-59
NR6838--MA0002.2.RUNX1	chr6	137492074	137492084	-	0.000	0.000	Merged-chr6-137492060-50
NR2541--MA0002.2.RUNX1	chr14	65071105	65071115	-	0.000	0.000	Merged-chr14-65071184-53
NR7549--MA0002.2.RUNX1	chr8	36173243	36173253	-	0.000	0.000	Merged-chr8-36173226-63
NR830--MA0684.1.RUNX3	chr10	60287906	60287915	-	0.000	0.000	Merged-chr10-60287885-29
NR354--MA0684.1.RUNX3	chr1	136568883	136568892	-	0.000	0.000	Merged-chr1-136568866-12
NR477--MA0002.2.RUNX1	chr1	161794746	161794756	+	0.000	0.000	Merged-chr1-161794797-65
NR5554--MA0511.2.RUNX2	chr4	83273865	83273873	-	0.000	0.000	Merged-chr4-83273873-49
NR704--MA0511.2.RUNX2	chr10	14066228	14066236	+	0.000	0.000	Merged-chr10-14066140-19
NR3299--MA0002.2.RUNX1	chr16	90456726	90456736	-	0.000	0.000	Merged-chr16-90456669-52
NR605--MA0002.2.RUNX1	chr1	184534678	184534688	-	0.000	0.000	Merged-chr1-184534660-49
NR6010--MA0002.2.RUNX1	chr5	39155989	39155999	-	0.000	0.000	Merged-chr5-39156004-13
NR4330--MA0002.2.RUNX1	chr2	34938927	34938937	+	0.000	0.000	Merged-chr2-34938971-69
NR4601--MA0002.2.RUNX1	chr2	126322786	126322796	+	0.000	0.000	Merged-chr2-126322901-6
NR7387--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR5187--MA0511.2.RUNX2	chr3	121107573	121107581	+	0.000	0.000	Merged-chr3-121107618-36
NR4525--MA0684.1.RUNX3	chr2	101762491	101762500	-	0.000	0.000	Merged-chr2-101762548-65
NR2302--MA0002.2.RUNX1	chr13	117051611	117051621	-	0.000	0.000	Merged-chr13-117051602-40
NR3556--MA0684.1.RUNX3	chr17	52591978	52591987	-	0.000	0.000	Merged-chr17-52591988-50
NR5044--MA0511.2.RUNX2	chr3	89871231	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR6785--MA0002.2.RUNX1	chr6	127446907	127446917	-	0.000	0.000	Merged-chr6-127446764-51
