#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1337--MA0482.1.Gata4	chr12	91384509	91384519	-	0.000	0.000	Merged-chr12-91384407-62
NR2301--MA0766.1.GATA5	chr15	103154445	103154452	-	0.000	0.000	Merged-chr15-103154383-18
NR2686--MA0036.3.GATA2	chr17	65558609	65558619	+	0.000	0.000	Merged-chr17-65558424-20
NR4714--MA0482.1.Gata4	chr6	119902591	119902601	-	0.000	0.000	Merged-chr6-119902691-53
NR4223--MA0036.3.GATA2	chr5	64371382	64371392	+	0.000	0.000	Merged-chr5-64371502-26
NR1199--MA0035.3.Gata1	chr12	3886657	3886667	+	0.000	0.000	Merged-chr12-3886470-4
NR479--MA0036.3.GATA2	chr10	17550175	17550185	-	0.000	0.000	Merged-chr10-17550297-37
NR393--MA0140.2.GATA1::TAL1	chr1	177670700	177670717	+	0.000	0.000	Merged-chr1-177670807-27
NR2501--MA0035.3.Gata1	chr17	7927889	7927899	+	0.000	0.000	Merged-chr17-7928003-98
NR285--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR1175--MA0482.1.Gata4	chr11	116265612	116265622	+	0.000	0.000	Merged-chr11-116265626-27
NR4746--MA0036.3.GATA2	chr6	128771235	128771245	-	0.000	0.000	Merged-chr6-128771124-9
NR1083--MA1104.1.GATA6	chr11	97994750	97994762	+	0.000	0.000	Merged-chr11-97994878-44
NR5333--MA0037.3.GATA3	chr8	81766181	81766188	+	0.000	0.000	Merged-chr8-81766244-47
NR336--MA0036.3.GATA2	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR3902--MA0766.1.GATA5	chr4	88045294	88045301	+	0.000	0.000	Merged-chr4-88045414-4
NR2381--MA0036.3.GATA2	chr16	48786529	48786539	+	0.000	0.000	Merged-chr16-48786510-43
NR4408--MA0766.1.GATA5	chr5	141045160	141045167	+	0.000	0.000	Merged-chr5-141045198-6
NR689--MA0035.3.Gata1	chr10	88426718	88426728	+	0.000	0.000	Merged-chr10-88426596-23
NR1006--MA1104.1.GATA6	chr11	82417270	82417282	-	0.000	0.000	Merged-chr11-82417240-10
NR4685--MA0035.3.Gata1	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR588--MA0036.3.GATA2	chr10	59392116	59392126	+	0.000	0.000	Merged-chr10-59392092-23
NR394--MA0482.1.Gata4	chr1	179578812	179578822	+	0.000	0.000	Merged-chr1-179578897-31
NR4855--MA0036.3.GATA2	chr6	147541108	147541118	+	0.000	0.000	Merged-chr6-147541192-10
NR2981--MA0482.1.Gata4	chr19	12026835	12026845	-	0.000	0.000	Merged-chr19-12026851-22
NR174--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR5167--MA0482.1.Gata4	chr7	127288039	127288049	-	0.000	0.000	Merged-chr7-127288112-51
NR1877--MA0037.3.GATA3	chr14	25422110	25422117	+	0.000	0.000	Merged-chr14-25421957-44
NR522--MA0482.1.Gata4	chr10	28520082	28520092	-	0.000	0.000	Merged-chr10-28520121-26
NR2633--MA0482.1.Gata4	chr17	36844416	36844426	-	0.000	0.000	Merged-chr17-36844405-20
NR3992--MA0766.1.GATA5	chr4	108460963	108460970	-	0.000	0.000	Merged-chr4-108460975-1
NR5869--MA1104.1.GATA6	chrX	95712001	95712013	-	0.000	0.000	Merged-chrX-95711904-50
NR3139--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR3825--MA0140.2.GATA1::TAL1	chr4	11900193	11900210	-	0.000	0.000	Merged-chr4-11900204-55
NR4922--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR554--MA0036.3.GATA2	chr10	44601677	44601687	-	0.000	0.000	Merged-chr10-44601754-5
NR359--MA0766.1.GATA5	chr1	165985999	165986006	+	0.000	0.000	Merged-chr1-165985990-54
NR2100--MA0035.3.Gata1	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR902--MA0482.1.Gata4	chr11	49202783	49202793	-	0.000	0.000	Merged-chr11-49202721-8
NR426--MA0482.1.Gata4	chr1	189933725	189933735	-	0.000	0.000	Merged-chr1-189933791-26
NR4355--MA0766.1.GATA5	chr5	129715422	129715429	-	0.000	0.000	Merged-chr5-129715582-48
NR81--MA0037.3.GATA3	chr1	58311564	58311571	-	0.000	0.000	Merged-chr1-58311498-34
NR2665--MA0036.3.GATA2	chr17	52484086	52484096	-	0.000	0.000	Merged-chr17-52484066-25
NR2742--MA0482.1.Gata4	chr17	83307284	83307294	+	0.000	0.000	Merged-chr17-83307130-30
NR2808--MA0482.1.Gata4	chr18	34783894	34783904	-	0.000	0.000	Merged-chr18-34783714-45
NR3156--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR1476--MA1104.1.GATA6	chr13	10019409	10019421	+	0.000	0.000	Merged-chr13-10019536-22
NR559--MA0035.3.Gata1	chr10	44724204	44724214	-	0.000	0.000	Merged-chr10-44724083-14
NR3038--MA0766.1.GATA5	chr19	34599554	34599561	-	0.000	0.000	Merged-chr19-34599375-23
NR5890--MA0766.1.GATA5	chrX	137037935	137037942	-	0.000	0.000	Merged-chrX-137038164-54
NR5880--MA0036.3.GATA2	chrX	107325580	107325590	-	0.000	0.000	Merged-chrX-107325573-1
NR94--MA1104.1.GATA6	chr1	61402628	61402640	-	0.000	0.000	Merged-chr1-61402618-25
NR2187--MA0037.3.GATA3	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR397--MA0035.3.Gata1	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR3852--MA0036.3.GATA2	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR915--MA0482.1.Gata4	chr11	58948724	58948734	-	0.000	0.000	Merged-chr11-58948790-70
NR4358--MA0036.3.GATA2	chr5	130204161	130204171	+	0.000	0.000	Merged-chr5-130204087-3
NR618--MA1104.1.GATA6	chr10	67065542	67065554	-	0.000	0.000	Merged-chr10-67065679-35
NR1508--MA1104.1.GATA6	chr13	13559204	13559216	-	0.000	0.000	Merged-chr13-13559096-31
NR1585--MA0037.3.GATA3	chr13	43899024	43899031	+	0.000	0.000	Merged-chr13-43898867-30
NR2365--MA0035.3.Gata1	chr16	43661708	43661718	-	0.000	0.000	Merged-chr16-43661789-37
NR111--MA0035.3.Gata1	chr1	69496218	69496228	-	0.000	0.000	Merged-chr1-69496310-11
NR1489--MA1104.1.GATA6	chr13	12412199	12412211	+	0.000	0.000	Merged-chr13-12412239-11
NR5673--MA0037.3.GATA3	chr9	68972616	68972623	+	0.000	0.000	Merged-chr9-68972513-17
NR4958--MA0482.1.Gata4	chr7	72308183	72308193	+	0.000	0.000	Merged-chr7-72308227-31
NR947--MA0036.3.GATA2	chr11	68436360	68436370	+	0.000	0.000	Merged-chr11-68436520-14
NR2797--MA0766.1.GATA5	chr18	12645152	12645159	-	0.000	0.000	Merged-chr18-12645089-14
NR2593--MA0482.1.Gata4	chr17	31210486	31210496	+	0.000	0.000	Merged-chr17-31210494-9
NR4425--MA0035.3.Gata1	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR3099--MA0482.1.Gata4	chr2	9688417	9688427	-	0.000	0.000	Merged-chr2-9688295-16
NR134--MA0482.1.Gata4	chr1	85794294	85794304	-	0.000	0.000	Merged-chr1-85794071-131
NR3231--MA0037.3.GATA3	chr2	65135720	65135727	+	0.000	0.000	Merged-chr2-65135725-7
NR932--MA0037.3.GATA3	chr11	62762089	62762096	-	0.000	0.000	Merged-chr11-62762057-29
NR2602--MA0035.3.Gata1	chr17	31224054	31224064	-	0.000	0.000	Merged-chr17-31224074-61
NR1346--MA0037.3.GATA3	chr12	102283833	102283840	+	0.000	0.000	Merged-chr12-102283791-1
NR770--MA1104.1.GATA6	chr10	111924356	111924368	-	0.000	0.000	Merged-chr10-111924366-28
NR836--MA1104.1.GATA6	chr11	8524115	8524127	-	0.000	0.000	Merged-chr11-8524008-23
NR809--MA0035.3.Gata1	chr10	128990354	128990364	+	0.000	0.000	Merged-chr10-128990510-111
NR2497--MA0482.1.Gata4	chr17	7927890	7927900	+	0.000	0.000	Merged-chr17-7928003-98
NR3732--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2378--MA0035.3.Gata1	chr16	45942379	45942389	-	0.000	0.000	Merged-chr16-45942365-39
NR4172--MA0766.1.GATA5	chr5	24505729	24505736	-	0.000	0.000	Merged-chr5-24505685-17
NR514--MA0482.1.Gata4	chr10	26322624	26322634	+	0.000	0.000	Merged-chr10-26322631-48
NR4443--MA0766.1.GATA5	chr5	148678574	148678581	-	0.000	0.000	Merged-chr5-148678733-37
NR2482--MA0036.3.GATA2	chr16	97949051	97949061	+	0.000	0.000	Merged-chr16-97949035-17
NR2548--MA0036.3.GATA2	chr17	18462929	18462939	+	0.000	0.000	Merged-chr17-18462916-14
NR2819--MA0036.3.GATA2	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR647--MA0035.3.Gata1	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR2144--MA0766.1.GATA5	chr15	36965964	36965971	+	0.000	0.000	Merged-chr15-36965963-8
NR918--MA0035.3.Gata1	chr11	58948725	58948735	-	0.000	0.000	Merged-chr11-58948790-70
NR3863--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR2692--MA0035.3.Gata1	chr17	70973786	70973796	-	0.000	0.000	Merged-chr17-70973710-59
NR1880--MA0036.3.GATA2	chr14	25422108	25422118	-	0.000	0.000	Merged-chr14-25421957-44
NR326--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR4895--MA0035.3.Gata1	chr7	25848142	25848152	-	0.000	0.000	Merged-chr7-25848293-34
NR3515--MA0037.3.GATA3	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR3767--MA0037.3.GATA3	chr3	149225937	149225944	-	0.000	0.000	Merged-chr3-149225806-29
NR3940--MA0036.3.GATA2	chr4	95530934	95530944	-	0.000	0.000	Merged-chr4-95530923-13
NR4390--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR1216--MA0037.3.GATA3	chr12	15967871	15967878	+	0.000	0.000	Merged-chr12-15967723-42
NR4175--MA0036.3.GATA2	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR435--MA1104.1.GATA6	chr1	191102862	191102874	-	0.000	0.000	Merged-chr1-191102990-43
NR4727--MA0766.1.GATA5	chr6	125071326	125071333	-	0.000	0.000	Merged-chr6-125071459-61
NR317--MA0766.1.GATA5	chr1	160081219	160081226	+	0.000	0.000	Merged-chr1-160081193-37
NR1370--MA0036.3.GATA2	chr12	103331558	103331568	+	0.000	0.000	Merged-chr12-103331678-52
NR4683--MA1104.1.GATA6	chr6	106981370	106981382	+	0.000	0.000	Merged-chr6-106981432-3
NR3844--MA0036.3.GATA2	chr4	40183011	40183021	+	0.000	0.000	Merged-chr4-40183077-21
NR2976--MA0035.3.Gata1	chr19	11484713	11484723	-	0.000	0.000	Merged-chr19-11484539-38
NR4294--MA0766.1.GATA5	chr5	107978463	107978470	+	0.000	0.000	Merged-chr5-107978348-39
NR4284--MA0036.3.GATA2	chr5	107295421	107295431	-	0.000	0.000	Merged-chr5-107295347-25
NR907--MA0482.1.Gata4	chr11	54063311	54063321	-	0.000	0.000	Merged-chr11-54063198-57
NR4811--MA1104.1.GATA6	chr6	136491384	136491396	+	0.000	0.000	Merged-chr6-136491563-93
NR2747--MA0482.1.Gata4	chr17	86038430	86038440	-	0.000	0.000	Merged-chr17-86038391-20
NR3257--MA0037.3.GATA3	chr2	71879121	71879128	-	0.000	0.000	Merged-chr2-71879091-2
NR3528--MA0037.3.GATA3	chr3	9867517	9867524	+	0.000	0.000	Merged-chr3-9867662-24
NR2190--MA0036.3.GATA2	chr15	60112101	60112111	+	0.000	0.000	Merged-chr15-60111990-62
NR2999--MA0482.1.Gata4	chr19	25360814	25360824	+	0.000	0.000	Merged-chr19-25360847-26
NR4674--MA0766.1.GATA5	chr6	97930092	97930099	+	0.000	0.000	Merged-chr6-97930001-1
NR719--MA1104.1.GATA6	chr10	93985591	93985603	-	0.000	0.000	Merged-chr10-93985650-27
NR4920--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR3571--MA0037.3.GATA3	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR4715--MA1104.1.GATA6	chr6	119902591	119902603	+	0.000	0.000	Merged-chr6-119902691-53
NR264--MA0766.1.GATA5	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR3820--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR52--MA0037.3.GATA3	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR286--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR1268--MA0482.1.Gata4	chr12	55051398	55051408	+	0.000	0.000	Merged-chr12-55051446-14
NR1176--MA1104.1.GATA6	chr11	116265610	116265622	-	0.000	0.000	Merged-chr11-116265626-27
NR5679--MA0140.2.GATA1::TAL1	chr9	68972605	68972622	-	0.000	0.000	Merged-chr9-68972513-17
NR4374--MA0482.1.Gata4	chr5	137170915	137170925	-	0.000	0.000	Merged-chr5-137171021-10
NR4824--MA1104.1.GATA6	chr6	140817123	140817135	+	0.000	0.000	Merged-chr6-140817043-66
NR3475--MA0037.3.GATA3	chr2	156882818	156882825	-	0.000	0.000	Merged-chr2-156882642-42
NR4526--MA0035.3.Gata1	chr6	37455685	37455695	+	0.000	0.000	Merged-chr6-37455816-24
NR1699--MA1104.1.GATA6	chr13	95449898	95449910	+	0.000	0.000	Merged-chr13-95449730-51
NR2269--MA0036.3.GATA2	chr15	96543514	96543524	-	0.000	0.000	Merged-chr15-96543525-72
NR3057--MA0482.1.Gata4	chr19	40818905	40818915	+	0.000	0.000	Merged-chr19-40819012-30
NR395--MA1104.1.GATA6	chr1	179578810	179578822	-	0.000	0.000	Merged-chr1-179578897-31
NR2203--MA0482.1.Gata4	chr15	66994669	66994679	+	0.000	0.000	Merged-chr15-66994727-12
NR277--MA0766.1.GATA5	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR225--MA0035.3.Gata1	chr1	133132385	133132395	+	0.000	0.000	Merged-chr1-133132467-14
NR3441--MA0037.3.GATA3	chr2	148709029	148709036	+	0.000	0.000	Merged-chr2-148708928-1
NR871--MA0037.3.GATA3	chr11	30166380	30166387	+	0.000	0.000	Merged-chr11-30166468-16
NR4016--MA0035.3.Gata1	chr4	122872201	122872211	+	0.000	0.000	Merged-chr4-122872187-66
NR4796--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3762--MA0035.3.Gata1	chr3	146275830	146275840	+	0.000	0.000	Merged-chr3-146275724-31
NR4387--MA0482.1.Gata4	chr5	137787615	137787625	-	0.000	0.000	Merged-chr5-137787536-7
NR4268--MA0035.3.Gata1	chr5	100501465	100501475	+	0.000	0.000	Merged-chr5-100501456-4
NR5444--MA0140.2.GATA1::TAL1	chr8	115728642	115728659	-	0.000	0.000	Merged-chr8-115728663-11
NR129--MA0035.3.Gata1	chr1	79752488	79752498	-	0.000	0.000	Merged-chr1-79752241-78
NR4771--MA0037.3.GATA3	chr6	129423727	129423734	+	0.000	0.000	Merged-chr6-129423849-31
NR2344--MA0036.3.GATA2	chr16	32163457	32163467	+	0.000	0.000	Merged-chr16-32163572-36
NR4496--MA0482.1.Gata4	chr6	30300632	30300642	-	0.000	0.000	Merged-chr6-30300657-60
NR4377--MA0035.3.Gata1	chr5	137170916	137170926	-	0.000	0.000	Merged-chr5-137171021-10
NR628--MA0482.1.Gata4	chr10	67586331	67586341	+	0.000	0.000	Merged-chr10-67586382-65
NR4624--MA0482.1.Gata4	chr6	72993526	72993536	-	0.000	0.000	Merged-chr6-72993527-59
NR2739--MA0482.1.Gata4	chr17	83307181	83307191	-	0.000	0.000	Merged-chr17-83307130-30
NR3703--MA0766.1.GATA5	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR4005--MA0482.1.Gata4	chr4	120995886	120995896	+	0.000	0.000	Merged-chr4-120995846-8
NR4927--MA0036.3.GATA2	chr7	45592269	45592279	+	0.000	0.000	Merged-chr7-45592111-34
NR3903--MA0035.3.Gata1	chr4	88045292	88045302	-	0.000	0.000	Merged-chr4-88045414-4
NR2577--MA0482.1.Gata4	chr17	26240501	26240511	-	0.000	0.000	Merged-chr17-26240687-16
NR3531--MA0036.3.GATA2	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR4409--MA0035.3.Gata1	chr5	141045158	141045168	-	0.000	0.000	Merged-chr5-141045198-6
NR118--MA0482.1.Gata4	chr1	74726966	74726976	+	0.000	0.000	Merged-chr1-74726770-27
NR2086--MA0036.3.GATA2	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR5744--MA0766.1.GATA5	chr9	97068914	97068921	-	0.000	0.000	Merged-chr9-97068935-38
NR5734--MA0036.3.GATA2	chr9	95279896	95279906	+	0.000	0.000	Merged-chr9-95279790-94
NR4908--MA0482.1.Gata4	chr7	30280499	30280509	-	0.000	0.000	Merged-chr7-30280528-94
NR2594--MA1104.1.GATA6	chr17	31210484	31210496	-	0.000	0.000	Merged-chr17-31210494-9
NR135--MA1104.1.GATA6	chr1	85794294	85794306	+	0.000	0.000	Merged-chr1-85794071-131
NR2195--MA0036.3.GATA2	chr15	60132890	60132900	-	0.000	0.000	Merged-chr15-60132913-50
NR5399--MA0037.3.GATA3	chr8	111595993	111596000	-	0.000	0.000	Merged-chr8-111595874-65
NR4499--MA0035.3.Gata1	chr6	30300633	30300643	-	0.000	0.000	Merged-chr6-30300657-60
NR4356--MA0035.3.Gata1	chr5	129715421	129715431	+	0.000	0.000	Merged-chr5-129715582-48
NR2498--MA1104.1.GATA6	chr17	7927888	7927900	-	0.000	0.000	Merged-chr17-7928003-98
NR4807--MA0766.1.GATA5	chr6	135400626	135400633	+	0.000	0.000	Merged-chr6-135400519-22
NR3502--MA0035.3.Gata1	chr2	168200514	168200524	-	0.000	0.000	Merged-chr2-168200408-1
NR2099--MA0036.3.GATA2	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR116--MA0036.3.GATA2	chr1	74726884	74726894	+	0.000	0.000	Merged-chr1-74726770-27
