#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR168--MA0508.2.PRDM1	chr10	52382205	52382214	-	0.000	0.000	Merged-chr10-52382064-99
NR1677--MA0508.2.PRDM1	chr9	123935546	123935555	+	0.000	0.000	Merged-chr9-123935599-31
NR43--MA0508.2.PRDM1	chr1	95657495	95657504	-	0.000	0.000	Merged-chr1-95657390-37
NR610--MA0508.2.PRDM1	chr15	79690497	79690506	-	0.000	0.000	Merged-chr15-79690621-57
NR1385--MA0508.2.PRDM1	chr6	118419558	118419567	+	0.000	0.000	Merged-chr6-118419579-69
NR1308--MA0508.2.PRDM1	chr5	143548531	143548540	+	0.000	0.000	Merged-chr5-143548603-67
NR1364--MA0508.2.PRDM1	chr6	99050718	99050727	+	0.000	0.000	Merged-chr6-99050691-51
NR1635--MA0508.2.PRDM1	chr9	60991674	60991683	+	0.000	0.000	Merged-chr9-60991715-48
NR1539--MA0508.2.PRDM1	chr8	22814359	22814368	+	0.000	0.000	Merged-chr8-22814386-45
NR14--MA0508.2.PRDM1	chr1	58713271	58713280	+	0.000	0.000	Merged-chr1-58713281-1
NR1505--MA0508.2.PRDM1	chr7	128461630	128461639	-	0.000	0.000	Merged-chr7-128461528-79
NR1138--MA0508.2.PRDM1	chr4	59230659	59230668	+	0.000	0.000	Merged-chr4-59230603-11
NR1595--MA0508.2.PRDM1	chr8	121898697	121898706	-	0.000	0.000	Merged-chr8-121898554-47
NR833--MA0508.2.PRDM1	chr19	15883278	15883287	+	0.000	0.000	Merged-chr19-15883225-34
NR1499--MA0508.2.PRDM1	chr7	125423224	125423233	-	0.000	0.000	Merged-chr7-125423125-27
NR1104--MA0508.2.PRDM1	chr3	143599359	143599368	-	0.000	0.000	Merged-chr3-143599322-23
NR671--MA0508.2.PRDM1	chr16	59007264	59007273	-	0.000	0.000	Merged-chr16-59007299-38
NR1085--MA0508.2.PRDM1	chr3	126693633	126693642	+	0.000	0.000	Merged-chr3-126693413-64
NR1322--MA0508.2.PRDM1	chr6	8495510	8495519	-	0.000	0.000	Merged-chr6-8495644-33
NR955--MA0508.2.PRDM1	chr2	119477616	119477625	+	0.000	0.000	Merged-chr2-119477609-138
NR1574--MA0508.2.PRDM1	chr8	91074066	91074075	+	0.000	0.000	Merged-chr8-91073966-44
NR812--MA0508.2.PRDM1	chr18	89126526	89126535	-	0.000	0.000	Merged-chr18-89126622-17
NR1335--MA0508.2.PRDM1	chr6	49215360	49215369	-	0.000	0.000	Merged-chr6-49215519-27
NR1587--MA0508.2.PRDM1	chr8	115276319	115276328	-	0.000	0.000	Merged-chr8-115276533-28
NR1030--MA0508.2.PRDM1	chr3	51583814	51583823	-	0.000	0.000	Merged-chr3-51583913-17
NR1696--MA0508.2.PRDM1	chrX	103622468	103622477	+	0.000	0.000	Merged-chrX-103622282-68
NR1077--MA0508.2.PRDM1	chr3	116434944	116434953	-	0.000	0.000	Merged-chr3-116434903-21
NR1186--MA0508.2.PRDM1	chr4	129525617	129525626	-	0.000	0.000	Merged-chr4-129525565-21
NR1457--MA0508.2.PRDM1	chr7	80232607	80232616	+	0.000	0.000	Merged-chr7-80232686-63
NR262--MA0508.2.PRDM1	chr11	69920051	69920060	-	0.000	0.000	Merged-chr11-69919909-46
NR804--MA0508.2.PRDM1	chr18	80496025	80496034	-	0.000	0.000	Merged-chr18-80495918-16
NR1423--MA0508.2.PRDM1	chr6	148565502	148565511	-	0.000	0.000	Merged-chr6-148565531-1
NR990--MA0508.2.PRDM1	chr2	157204104	157204113	+	0.000	0.000	Merged-chr2-157204364-118
NR894--MA0508.2.PRDM1	chr2	35507149	35507158	+	0.000	0.000	Merged-chr2-35507253-54
NR241--MA0508.2.PRDM1	chr11	6562604	6562613	+	0.000	0.000	Merged-chr11-6562547-9
NR512--MA0508.2.PRDM1	chr14	47361754	47361763	+	0.000	0.000	Merged-chr14-47361851-69
NR350--MA0508.2.PRDM1	chr12	84175876	84175885	+	0.000	0.000	Merged-chr12-84175952-55
NR621--MA0508.2.PRDM1	chr15	94589964	94589973	+	0.000	0.000	Merged-chr15-94589770-65
NR1035--MA0508.2.PRDM1	chr3	59120161	59120170	-	0.000	0.000	Merged-chr3-59120352-78
NR254--MA0508.2.PRDM1	chr11	49204074	49204083	-	0.000	0.000	Merged-chr11-49204089-8
NR525--MA0508.2.PRDM1	chr14	62837515	62837524	-	0.000	0.000	Merged-chr14-62837590-93
NR111--MA0508.2.PRDM1	chr1	175564520	175564529	-	0.000	0.000	Merged-chr1-175564566-22
NR1396--MA0508.2.PRDM1	chr6	129598184	129598193	-	0.000	0.000	Merged-chr6-129598126-11
NR472--MA0508.2.PRDM1	chr13	108881784	108881793	-	0.000	0.000	Merged-chr13-108882066-39
NR1428--MA0508.2.PRDM1	chr7	12910141	12910150	-	0.000	0.000	Merged-chr7-12910020-103
NR600--MA0508.2.PRDM1	chr15	66561049	66561058	+	0.000	0.000	Merged-chr15-66561010-60
NR647--MA0508.2.PRDM1	chr16	23226210	23226219	+	0.000	0.000	Merged-chr16-23226158-41
NR1279--MA0508.2.PRDM1	chr5	113824380	113824389	+	0.000	0.000	Merged-chr5-113824477-15
NR103--MA0508.2.PRDM1	chr1	171412310	171412319	+	0.000	0.000	Merged-chr1-171412217-14
NR1245--MA0508.2.PRDM1	chr5	62711044	62711053	+	0.000	0.000	Merged-chr5-62711036-55
NR1529--MA0508.2.PRDM1	chr7	144318188	144318197	+	0.000	0.000	Merged-chr7-144318025-1,Merged-chr7-144318305-1
NR477--MA0508.2.PRDM1	chr13	113104962	113104971	+	0.000	0.000	Merged-chr13-113104978-22
NR791--MA0508.2.PRDM1	chr18	68969006	68969015	+	0.000	0.000	Merged-chr18-68968994-3
NR586--MA0508.2.PRDM1	chr15	36397076	36397085	+	0.000	0.000	Merged-chr15-36397113-3
NR714--MA0508.2.PRDM1	chr17	24686723	24686732	-	0.000	0.000	Merged-chr17-24686693-5
NR17--MA0508.2.PRDM1	chr1	60070884	60070893	+	0.000	0.000	Merged-chr1-60070874-17
NR204--MA0508.2.PRDM1	chr10	96118272	96118281	-	0.000	0.000	Merged-chr10-96118246-10
NR390--MA0508.2.PRDM1	chr12	115812900	115812909	-	0.000	0.000	Merged-chr12-115813006-23
NR727--MA0508.2.PRDM1	chr17	33919639	33919648	-	0.000	0.000	Merged-chr17-33919703-60
NR313--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR979--MA0508.2.PRDM1	chr2	145905309	145905318	+	0.000	0.000	Merged-chr2-145905286-60
NR565--MA0508.2.PRDM1	chr14	121263070	121263079	+	0.000	0.000	Merged-chr14-121262951-12
NR1197--MA0508.2.PRDM1	chr4	139598954	139598963	+	0.000	0.000	Merged-chr4-139599159-54
NR273--MA0508.2.PRDM1	chr11	78328290	78328299	-	0.000	0.000	Merged-chr11-78328473-53
NR1067--MA0508.2.PRDM1	chr3	103857576	103857585	+	0.000	0.000	Merged-chr3-103857591-40
NR491--MA0508.2.PRDM1	chr14	21032266	21032275	+	0.000	0.000	Merged-chr14-21032326-46
NR788--MA0508.2.PRDM1	chr18	65263355	65263364	+	0.000	0.000	Merged-chr18-65263314-18
NR645--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR916--MA0508.2.PRDM1	chr2	70930947	70930956	+	0.000	0.000	Merged-chr2-70931049-24
NR1631--MA0508.2.PRDM1	chr9	46176908	46176917	+	0.000	0.000	Merged-chr9-46176828-8
NR135--MA0508.2.PRDM1	chr1	195092158	195092167	-	0.000	0.000	Merged-chr1-195092271-59
NR929--MA0508.2.PRDM1	chr2	90847368	90847377	-	0.000	0.000	Merged-chr2-90847182-63
NR496--MA0508.2.PRDM1	chr14	26668399	26668408	-	0.000	0.000	Merged-chr14-26668302-1
NR1610--MA0508.2.PRDM1	chr9	24498233	24498242	-	0.000	0.000	Merged-chr9-24498129-8
NR257--MA0508.2.PRDM1	chr11	58189826	58189835	+	0.000	0.000	Merged-chr11-58189839-18
NR1591--MA0508.2.PRDM1	chr8	116617438	116617447	-	0.000	0.000	Merged-chr8-116617441-19
NR488--MA0508.2.PRDM1	chr14	15770067	15770076	+	0.000	0.000	Merged-chr14-15770075-60
NR1331--MA0508.2.PRDM1	chr6	38360194	38360203	-	0.000	0.000	Merged-chr6-38360325-47
NR249--MA0508.2.PRDM1	chr11	30196030	30196039	+	0.000	0.000	Merged-chr11-30196013-11
NR358--MA0508.2.PRDM1	chr12	91736376	91736385	+	0.000	0.000	Merged-chr12-91736459-30
NR576--MA0508.2.PRDM1	chr15	5250328	5250337	+	0.000	0.000	Merged-chr15-5250378-18
NR446--MA0508.2.PRDM1	chr13	85556482	85556491	+	0.000	0.000	Merged-chr13-85556350-33
NR1432--MA0508.2.PRDM1	chr7	29991547	29991556	-	0.000	0.000	Merged-chr7-29991563-13
NR1270--MA0508.2.PRDM1	chr5	106640502	106640511	+	0.000	0.000	Merged-chr5-106640574-13
NR316--MA0508.2.PRDM1	chr12	3780397	3780406	+	0.000	0.000	Merged-chr12-3780555-30
NR1650--MA0508.2.PRDM1	chr9	92266007	92266016	+	0.000	0.000	Merged-chr9-92266025-66
NR297--MA0508.2.PRDM1	chr11	104667628	104667637	-	0.000	0.000	Merged-chr11-104667644-45
NR1302--MA0508.2.PRDM1	chr5	137760357	137760366	-	0.000	0.000	Merged-chr5-137760235-32
NR1520--MA0508.2.PRDM1	chr7	136176662	136176671	-	0.000	0.000	Merged-chr7-136176593-10
NR276--MA0508.2.PRDM1	chr11	80666403	80666412	+	0.000	0.000	Merged-chr11-80666360-28
NR1010--MA0508.2.PRDM1	chr3	5272106	5272115	-	0.000	0.000	Merged-chr3-5272073-63
NR42--MA0508.2.PRDM1	chr1	95573081	95573090	+	0.000	0.000	Merged-chr1-95573255-46
NR1642--MA0508.2.PRDM1	chr9	69651862	69651871	-	0.000	0.000	Merged-chr9-69651873-3
NR289--MA0508.2.PRDM1	chr11	97104325	97104334	+	0.000	0.000	Merged-chr11-97104187-33
NR146--MA0508.2.PRDM1	chr10	21115816	21115825	+	0.000	0.000	Merged-chr10-21115905-6
NR1350--MA0508.2.PRDM1	chr6	81976373	81976382	-	0.000	0.000	Merged-chr6-81976200-42
NR1092--MA0508.2.PRDM1	chr3	135631116	135631125	-	0.000	0.000	Merged-chr3-135631250-29
NR1363--MA0508.2.PRDM1	chr6	97526411	97526420	-	0.000	0.000	Merged-chr6-97526268-25
NR1634--MA0508.2.PRDM1	chr9	57800566	57800575	+	0.000	0.000	Merged-chr9-57800660-12
NR1600--MA0508.2.PRDM1	chr8	128709380	128709389	-	0.000	0.000	Merged-chr8-128709398-34
NR962--MA0508.2.PRDM1	chr2	129174625	129174634	+	0.000	0.000	Merged-chr2-129174665-20
NR1647--MA0508.2.PRDM1	chr9	83023896	83023905	-	0.000	0.000	Merged-chr9-83023833-29
NR1485--MA0508.2.PRDM1	chr7	114817537	114817546	+	0.000	0.000	Merged-chr7-114817676-52
NR1594--MA0508.2.PRDM1	chr8	117305652	117305661	-	0.000	0.000	Merged-chr8-117305515-32
NR1451--MA0508.2.PRDM1	chr7	66210154	66210163	-	0.000	0.000	Merged-chr7-66210167-22
NR1626--MA0508.2.PRDM1	chr9	44582506	44582515	-	0.000	0.000	Merged-chr9-44582588-15
NR1464--MA0508.2.PRDM1	chr7	90039713	90039722	+	0.000	0.000	Merged-chr7-90039651-42
NR1050--MA0508.2.PRDM1	chr3	81761175	81761184	+	0.000	0.000	Merged-chr3-81761081-32
NR954--MA0508.2.PRDM1	chr2	118200040	118200049	+	0.000	0.000	Merged-chr2-118200163-35
NR1063--MA0508.2.PRDM1	chr3	97158753	97158762	+	0.000	0.000	Merged-chr3-97158953-85
NR1586--MA0508.2.PRDM1	chr8	115232602	115232611	+	0.000	0.000	Merged-chr8-115232618-16
NR1695--MA0508.2.PRDM1	chrX	101273959	101273968	+	0.000	0.000	Merged-chrX-101274015-74
NR2--MA0508.2.PRDM1	chr1	20820395	20820404	+	0.000	0.000	Merged-chr1-20820206-62
NR771--MA0508.2.PRDM1	chr18	34759304	34759313	+	0.000	0.000	Merged-chr18-34759316-108
NR1390--MA0508.2.PRDM1	chr6	125541002	125541011	+	0.000	0.000	Merged-chr6-125540912-17
NR1185--MA0508.2.PRDM1	chr4	129496812	129496821	+	0.000	0.000	Merged-chr4-129496759-24
NR803--MA0508.2.PRDM1	chr18	79080252	79080261	-	0.000	0.000	Merged-chr18-79080001-30
NR1469--MA0508.2.PRDM1	chr7	98103403	98103412	+	0.000	0.000	Merged-chr7-98103355-56
NR641--MA0508.2.PRDM1	chr16	11688496	11688505	+	0.000	0.000	Merged-chr16-11688393-56
NR912--MA0508.2.PRDM1	chr2	65182903	65182912	+	0.000	0.000	Merged-chr2-65182800-62
NR1435--MA0508.2.PRDM1	chr7	43436794	43436803	-	0.000	0.000	Merged-chr7-43436818-56
NR240--MA0508.2.PRDM1	chr11	4804243	4804252	+	0.000	0.000	Merged-chr11-4804243-58
NR511--MA0508.2.PRDM1	chr14	47105062	47105071	-	0.000	0.000	Merged-chr14-47104934-63
NR1401--MA0508.2.PRDM1	chr6	134070101	134070110	+	0.000	0.000	Merged-chr6-134070171-6
NR776--MA0508.2.PRDM1	chr18	46917849	46917858	+	0.000	0.000	Merged-chr18-46917814-10
NR1395--MA0508.2.PRDM1	chr6	129406200	129406209	+	0.000	0.000	Merged-chr6-129406250-15
NR471--MA0508.2.PRDM1	chr13	108854418	108854427	-	0.000	0.000	Merged-chr13-108854384-23
NR1427--MA0508.2.PRDM1	chr7	12891113	12891122	-	0.000	0.000	Merged-chr7-12891207-39
NR1679--MA0508.2.PRDM1	chrX	12006088	12006097	-	0.000	0.000	Merged-chrX-12006353-78
NR851--MA0508.2.PRDM1	chr19	53273668	53273677	-	0.000	0.000	Merged-chr19-53273545-52
NR917--MA0508.2.PRDM1	chr2	73070696	73070705	-	0.000	0.000	Merged-chr2-73070867-8
NR341--MA0508.2.PRDM1	chr12	73641292	73641301	-	0.000	0.000	Merged-chr12-73641401-12
NR593--MA0508.2.PRDM1	chr15	53474281	53474290	-	0.000	0.000	Merged-chr15-53474355-25
NR102--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR877--MA0508.2.PRDM1	chr2	13271433	13271442	-	0.000	0.000	Merged-chr2-13271415-60
NR192--MA0508.2.PRDM1	chr10	86794991	86795000	+	0.000	0.000	Merged-chr10-86794881-42
NR463--MA0508.2.PRDM1	chr13	103870383	103870392	-	0.000	0.000	Merged-chr13-103870359-3
NR1353--MA0508.2.PRDM1	chr6	83053826	83053835	-	0.000	0.000	Merged-chr6-83053784-8
NR1528--MA0508.2.PRDM1	chr7	143822986	143822995	+	0.000	0.000	Merged-chr7-143822961-65
NR681--MA0508.2.PRDM1	chr16	78265272	78265281	+	0.000	0.000	Merged-chr16-78265078-57
NR1366--MA0508.2.PRDM1	chr6	100357291	100357300	-	0.000	0.000	Merged-chr6-100357185-33
NR333--MA0508.2.PRDM1	chr12	41340479	41340488	-	0.000	0.000	Merged-chr12-41340383-18
NR604--MA0508.2.PRDM1	chr15	67143631	67143640	-	0.000	0.000	Merged-chr15-67143778-11
NR1475--MA0508.2.PRDM1	chr7	101341586	101341595	+	0.000	0.000	Merged-chr7-101341598-26
NR171--MA0508.2.PRDM1	chr10	57799699	57799708	+	0.000	0.000	Merged-chr10-57799667-19
NR280--MA0508.2.PRDM1	chr11	87968778	87968787	-	0.000	0.000	Merged-chr11-87968752-13
NR822--MA0508.2.PRDM1	chr19	6980057	6980066	+	0.000	0.000	Merged-chr19-6980205-101
NR203--MA0508.2.PRDM1	chr10	95297816	95297825	-	0.000	0.000	Merged-chr10-95297882-9
NR726--MA0508.2.PRDM1	chr17	33824544	33824553	+	0.000	0.000	Merged-chr17-33824550-48
NR1345--MA0508.2.PRDM1	chr6	66962693	66962702	-	0.000	0.000	Merged-chr6-66962662-45
NR312--MA0508.2.PRDM1	chr11	119352365	119352374	+	0.000	0.000	Merged-chr11-119352427-33
NR978--MA0508.2.PRDM1	chr2	145233990	145233999	+	0.000	0.000	Merged-chr2-145234039-59
NR835--MA0508.2.PRDM1	chr19	18766774	18766783	+	0.000	0.000	Merged-chr19-18766611-24
NR1183--MA0508.2.PRDM1	chr4	128993193	128993202	-	0.000	0.000	Merged-chr4-128993353-48
NR421--MA0508.2.PRDM1	chr13	41471645	41471654	+	0.000	0.000	Merged-chr13-41471691-6
NR1106--MA0508.2.PRDM1	chr3	144704127	144704136	-	0.000	0.000	Merged-chr3-144704080-31
NR1358--MA0508.2.PRDM1	chr6	87887792	87887801	+	0.000	0.000	Merged-chr6-87887908-55
NR1196--MA0508.2.PRDM1	chr4	139330790	139330799	+	0.000	0.000	Merged-chr4-139330878-48
