#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR143--MA0731.1.BCL6B	chr1	178187462	178187478	+	0.000	0.000	Merged-chr1-178187385-1
NR209--MA0731.1.BCL6B	chr10	68908444	68908460	-	0.000	0.000	Merged-chr10-68908384-20
NR299--MA0731.1.BCL6B	chr11	43729162	43729178	-	0.000	0.000	Merged-chr11-43729040-41
NR279--MA0463.1.Bcl6	chr11	11751131	11751144	-	0.000	0.000	Merged-chr11-11751252-25
NR955--MA0463.1.Bcl6	chr19	30924257	30924270	-	0.000	0.000	Merged-chr19-30924347-34
NR709--MA0463.1.Bcl6	chr15	93913577	93913590	+	0.000	0.000	Merged-chr15-93913565-49
NR606--MA0463.1.Bcl6	chr14	60693883	60693896	+	0.000	0.000	Merged-chr14-60694044-5
NR727--MA0463.1.Bcl6	chr16	15636826	15636839	-	0.000	0.000	Merged-chr16-15636772-1
NR1413--MA0463.1.Bcl6	chr5	77130534	77130547	-	0.000	0.000	Merged-chr5-77130540-43
NR991--MA0463.1.Bcl6	chr2	19621607	19621620	+	0.000	0.000	Merged-chr2-19621731-2
NR530--MA0463.1.Bcl6	chr13	83725256	83725269	+	0.000	0.000	Merged-chr13-83725217-24
NR528--MA0731.1.BCL6B	chr13	76018756	76018772	+	0.000	0.000	Merged-chr13-76018576-95
NR320--MA0463.1.Bcl6	chr11	68967904	68967917	+	0.000	0.000	Merged-chr11-68967973-48
NR1691--MA0463.1.Bcl6	chr7	114171569	114171582	+	0.000	0.000	Merged-chr7-114171743-56
NR1461--MA0731.1.BCL6B	chr5	136186820	136186836	-	0.000	0.000	Merged-chr5-136186956-28
NR777--MA0463.1.Bcl6	chr16	78546703	78546716	+	0.000	0.000	Merged-chr16-78546881-68
NR759--MA0731.1.BCL6B	chr16	52143316	52143332	+	0.000	0.000	Merged-chr16-52143257-58
NR204--MA0463.1.Bcl6	chr10	62486845	62486858	-	0.000	0.000	Merged-chr10-62486884-129
NR683--MA0463.1.Bcl6	chr15	61423289	61423302	+	0.000	0.000	Merged-chr15-61423219-20
NR1745--MA0731.1.BCL6B	chr8	46696441	46696457	-	0.000	0.000	Merged-chr8-46696426-18
NR316--MA0463.1.Bcl6	chr11	62185090	62185103	+	0.000	0.000	Merged-chr11-62185170-13
NR1575--MA0463.1.Bcl6	chr6	135011564	135011577	-	0.000	0.000	Merged-chr6-135011680-51
NR1217--MA0463.1.Bcl6	chr3	137955595	137955608	+	0.000	0.000	Merged-chr3-137955835-60
NR334--MA0463.1.Bcl6	chr11	80666516	80666529	+	0.000	0.000	Merged-chr11-80666360-28
NR679--MA0463.1.Bcl6	chr15	58171635	58171648	-	0.000	0.000	Merged-chr15-58171434-29
NR464--MA0463.1.Bcl6	chr12	117678925	117678938	+	0.000	0.000	Merged-chr12-117679056-43
NR1007--MA0463.1.Bcl6	chr2	37358809	37358822	-	0.000	0.000	Merged-chr2-37358910-93
NR912--MA0463.1.Bcl6	chr18	69593216	69593229	-	0.000	0.000	Merged-chr18-69593138-91
NR1703--MA0731.1.BCL6B	chr7	127148439	127148455	+	0.000	0.000	Merged-chr7-127148384-5
NR1155--MA0463.1.Bcl6	chr3	89906491	89906504	+	0.000	0.000	Merged-chr3-89906356-37
NR160--MA0463.1.Bcl6	chr1	191499846	191499859	-	0.000	0.000	Merged-chr1-191499977-31
NR1061--MA0463.1.Bcl6	chr2	131510076	131510089	+	0.000	0.000	Merged-chr2-131509995-53
NR1812--MA0731.1.BCL6B	chr9	21133218	21133234	-	0.000	0.000	Merged-chr9-21133285-42
NR1921--MA0731.1.BCL6B	chrX	59590677	59590693	+	0.000	0.000	Merged-chrX-59590755-8
NR1285--MA0463.1.Bcl6	chr4	83315713	83315726	+	0.000	0.000	Merged-chr4-83315815-4
NR1827--MA0463.1.Bcl6	chr9	50697906	50697919	+	0.000	0.000	Merged-chr9-50697835-15
NR1663--MA0731.1.BCL6B	chr7	84164954	84164970	+	0.000	0.000	Merged-chr7-84165071-54
NR604--MA0463.1.Bcl6	chr14	59558951	59558964	-	0.000	0.000	Merged-chr14-59558966-13
NR1863--MA0463.1.Bcl6	chr9	84031165	84031178	+	0.000	0.000	Merged-chr9-84030961-27
NR1617--MA0463.1.Bcl6	chr7	29001330	29001343	+	0.000	0.000	Merged-chr7-29001124-75
NR32--MA0463.1.Bcl6	chr1	52650324	52650337	+	0.000	0.000	Merged-chr1-52650227-37
NR1635--MA0463.1.Bcl6	chr7	49272654	49272667	+	0.000	0.000	Merged-chr7-49272707-39
NR1407--MA0463.1.Bcl6	chr5	62821112	62821125	+	0.000	0.000	Merged-chr5-62821040-10
NR1621--MA0731.1.BCL6B	chr7	29908429	29908445	-	0.000	0.000	Merged-chr7-29908489-59
NR1671--MA0463.1.Bcl6	chr7	96818558	96818571	-	0.000	0.000	Merged-chr7-96818578-56
NR1873--MA0731.1.BCL6B	chr9	98424811	98424827	+	0.000	0.000	Merged-chr9-98424940-20
NR654--MA0463.1.Bcl6	chr15	7987597	7987610	-	0.000	0.000	Merged-chr15-7987589-29
NR710--MA0731.1.BCL6B	chr15	96285779	96285795	+	0.000	0.000	Merged-chr15-96285638-75
NR962--MA0731.1.BCL6B	chr19	40711551	40711567	-	0.000	0.000	Merged-chr19-40711719-10
NR1918--MA0731.1.BCL6B	chrX	20364486	20364502	+	0.000	0.000	Merged-chrX-20364570-48
NR1779--MA0463.1.Bcl6	chr8	104631458	104631471	-	0.000	0.000	Merged-chr8-104631259-113
NR1327--MA0463.1.Bcl6	chr4	129570169	129570182	-	0.000	0.000	Merged-chr4-129570214-45
NR1224--MA0463.1.Bcl6	chr3	146063290	146063303	-	0.000	0.000	Merged-chr3-146063322-20
NR1722--MA0731.1.BCL6B	chr7	139648277	139648293	+	0.000	0.000	Merged-chr7-139648313-24
NR341--MA0463.1.Bcl6	chr11	82870886	82870899	+	0.000	0.000	Merged-chr11-82870965-86
NR1355--MA0731.1.BCL6B	chr4	150240222	150240238	-	0.000	0.000	Merged-chr4-150240051-83
NR1242--MA0463.1.Bcl6	chr4	12778303	12778316	+	0.000	0.000	Merged-chr4-12778412-28
NR462--MA0463.1.Bcl6	chr12	116049825	116049838	+	0.000	0.000	Merged-chr12-116049840-17
NR1363--MA0463.1.Bcl6	chr4	156008435	156008448	-	0.000	0.000	Merged-chr4-156008555-53
NR1569--MA0463.1.Bcl6	chr6	129255235	129255248	+	0.000	0.000	Merged-chr6-129255226-26
NR216--MA0463.1.Bcl6	chr10	77984599	77984612	+	0.000	0.000	Merged-chr10-77984793-34
NR431--MA0731.1.BCL6B	chr12	82470805	82470821	+	0.000	0.000	Merged-chr12-82470743-2
NR1050--MA0731.1.BCL6B	chr2	122243970	122243986	-	0.000	0.000	Merged-chr2-122243973-37
NR328--MA0463.1.Bcl6	chr11	79676716	79676729	-	0.000	0.000	Merged-chr11-79676661-11
NR1587--MA0463.1.Bcl6	chr6	143115346	143115359	-	0.000	0.000	Merged-chr6-143115192-122
NR1493--MA0463.1.Bcl6	chr6	39725105	39725118	-	0.000	0.000	Merged-chr6-39725260-98
NR95--MA0731.1.BCL6B	chr1	144689062	144689078	+	0.000	0.000	Merged-chr1-144689065-18
NR364--MA0463.1.Bcl6	chr11	101087270	101087283	+	0.000	0.000	Merged-chr11-101087263-56
NR261--MA0463.1.Bcl6	chr10	122737149	122737162	-	0.000	0.000	Merged-chr10-122737078-16
NR391--MA0731.1.BCL6B	chr12	16170489	16170505	-	0.000	0.000	Merged-chr12-16170449-47
NR1552--MA0731.1.BCL6B	chr6	121017494	121017510	+	0.000	0.000	Merged-chr6-121017523-33
NR1456--MA0731.1.BCL6B	chr5	130036548	130036564	+	0.000	0.000	Merged-chr5-130036542-21
NR136--MA0463.1.Bcl6	chr1	172376806	172376819	-	0.000	0.000	Merged-chr1-172376760-99
NR803--MA0463.1.Bcl6	chr17	12205951	12205964	+	0.000	0.000	Merged-chr17-12205812-57
NR1180--MA0463.1.Bcl6	chr3	109747809	109747822	+	0.000	0.000	Merged-chr3-109747952-27
NR1149--MA0463.1.Bcl6	chr3	76068053	76068066	+	0.000	0.000	Merged-chr3-76068081-17
NR1816--MA0463.1.Bcl6	chr9	32910816	32910829	+	0.000	0.000	Merged-chr9-32910829-64
NR370--MA0731.1.BCL6B	chr11	106716672	106716688	-	0.000	0.000	Merged-chr11-106716812-28
NR1834--MA0463.1.Bcl6	chr9	55110637	55110650	+	0.000	0.000	Merged-chr9-55110680-29
NR402--MA0731.1.BCL6B	chr12	35831526	35831542	-	0.000	0.000	Merged-chr12-35831478-13
NR396--MA0463.1.Bcl6	chr12	25240084	25240097	+	0.000	0.000	Merged-chr12-25240283-42
NR511--MA0731.1.BCL6B	chr13	48843577	48843593	+	0.000	0.000	Merged-chr13-48843644-14
NR1796--MA0731.1.BCL6B	chr8	124617270	124617286	+	0.000	0.000	Merged-chr8-124617386-28
NR611--MA0463.1.Bcl6	chr14	62928209	62928222	-	0.000	0.000	Merged-chr14-62928345-50
NR1870--MA0463.1.Bcl6	chr9	93130574	93130587	-	0.000	0.000	Merged-chr9-93130704-17
NR1512--MA0463.1.Bcl6	chr6	72164906	72164919	+	0.000	0.000	Merged-chr6-72165008-30
NR21--MA0463.1.Bcl6	chr1	38777882	38777895	+	0.000	0.000	Merged-chr1-38777708-41
NR872--MA0731.1.BCL6B	chr17	86185103	86185119	+	0.000	0.000	Merged-chr17-86185009-23
NR1557--MA0731.1.BCL6B	chr6	124262905	124262921	+	0.000	0.000	Merged-chr6-124262861-41
NR1143--MA0731.1.BCL6B	chr3	65586419	65586435	-	0.000	0.000	Merged-chr3-65586536-51
NR1414--MA0731.1.BCL6B	chr5	77130534	77130550	+	0.000	0.000	Merged-chr5-77130540-43
NR1209--MA0731.1.BCL6B	chr3	135665917	135665933	+	0.000	0.000	Merged-chr3-135665884-70
NR956--MA0463.1.Bcl6	chr19	34290522	34290535	+	0.000	0.000	Merged-chr19-34290594-61
NR1857--MA0463.1.Bcl6	chr9	79898895	79898908	-	0.000	0.000	Merged-chr9-79898964-27
NR186--MA0463.1.Bcl6	chr10	24803457	24803470	+	0.000	0.000	Merged-chr10-24803463-6
NR1047--MA0731.1.BCL6B	chr2	116942592	116942608	-	0.000	0.000	Merged-chr2-116942591-14
NR974--MA0463.1.Bcl6	chr19	57453001	57453014	-	0.000	0.000	Merged-chr19-57453011-51
NR401--MA0463.1.Bcl6	chr12	33235889	33235902	+	0.000	0.000	Merged-chr12-33235849-22
NR45--MA0731.1.BCL6B	chr1	64486349	64486365	-	0.000	0.000	Merged-chr1-64486540-36
NR992--MA0463.1.Bcl6	chr2	21958976	21958989	+	0.000	0.000	Merged-chr2-21959097-1
NR1884--MA0463.1.Bcl6	chr9	106160174	106160187	+	0.000	0.000	Merged-chr9-106160171-45
NR1526--MA0463.1.Bcl6	chr6	94500235	94500248	-	0.000	0.000	Merged-chr6-94500344-53
NR1638--MA0463.1.Bcl6	chr7	49581544	49581557	-	0.000	0.000	Merged-chr7-49581640-7
NR612--MA0731.1.BCL6B	chr14	62928209	62928225	+	0.000	0.000	Merged-chr14-62928345-50
NR1759--MA0463.1.Bcl6	chr8	79161629	79161642	+	0.000	0.000	Merged-chr8-79161716-60
NR973--MA0731.1.BCL6B	chr19	53763205	53763221	+	0.000	0.000	Merged-chr19-53763049-5
NR509--MA0463.1.Bcl6	chr13	45850823	45850836	+	0.000	0.000	Merged-chr13-45850664-56
NR988--MA0463.1.Bcl6	chr2	18403850	18403863	-	0.000	0.000	Merged-chr2-18403900-7
NR1316--MA0463.1.Bcl6	chr4	119897624	119897637	+	0.000	0.000	Merged-chr4-119897419-50
NR1795--MA0463.1.Bcl6	chr8	124266025	124266038	+	0.000	0.000	Merged-chr8-124265993-45
NR192--MA0731.1.BCL6B	chr10	44400824	44400840	+	0.000	0.000	Merged-chr10-44400689-44
NR58--MA0463.1.Bcl6	chr1	80765629	80765642	+	0.000	0.000	Merged-chr1-80765744-47
NR545--MA0463.1.Bcl6	chr13	102598219	102598232	+	0.000	0.000	Merged-chr13-102598245-27
NR1446--MA0463.1.Bcl6	chr5	122295652	122295665	+	0.000	0.000	Merged-chr5-122295541-1
NR700--MA0731.1.BCL6B	chr15	86173709	86173725	+	0.000	0.000	Merged-chr15-86173737-35
NR952--MA0731.1.BCL6B	chr19	21747618	21747634	-	0.000	0.000	Merged-chr19-21747536-25
NR1352--MA0463.1.Bcl6	chr4	149868786	149868799	-	0.000	0.000	Merged-chr4-149868944-10
NR333--MA0731.1.BCL6B	chr11	80499935	80499951	+	0.000	0.000	Merged-chr11-80499798-1
NR205--MA0463.1.Bcl6	chr10	67657995	67658008	+	0.000	0.000	Merged-chr10-67657975-87
NR111--MA0463.1.Bcl6	chr1	160044884	160044897	-	0.000	0.000	Merged-chr1-160044750-78
NR171--MA0731.1.BCL6B	chr10	7474006	7474022	+	0.000	0.000	Merged-chr10-7473929-104
NR796--MA0463.1.Bcl6	chr16	97869925	97869938	-	0.000	0.000	Merged-chr16-97869698-43
NR429--MA0463.1.Bcl6	chr12	77781603	77781616	+	0.000	0.000	Merged-chr12-77781498-27
NR280--MA0731.1.BCL6B	chr11	11751131	11751147	+	0.000	0.000	Merged-chr11-11751252-25
NR1236--MA0731.1.BCL6B	chr4	3647438	3647454	+	0.000	0.000	Merged-chr4-3647259-19
NR447--MA0463.1.Bcl6	chr12	99407123	99407136	+	0.000	0.000	Merged-chr12-99407209-65
NR1597--MA0731.1.BCL6B	chr7	4922877	4922893	+	0.000	0.000	Merged-chr7-4922801-35
NR1469--MA0463.1.Bcl6	chr5	146897121	146897134	-	0.000	0.000	Merged-chr5-146897155-34
NR673--MA0731.1.BCL6B	chr15	50652005	50652021	-	0.000	0.000	Merged-chr15-50651925-26
NR1358--MA0731.1.BCL6B	chr4	150927859	150927875	-	0.000	0.000	Merged-chr4-150927778-80
NR1384--MA0463.1.Bcl6	chr5	23844215	23844228	-	0.000	0.000	Merged-chr5-23844143-49
NR1467--MA0731.1.BCL6B	chr5	145140166	145140182	-	0.000	0.000	Merged-chr5-145140183-70
NR913--MA0463.1.Bcl6	chr18	69644888	69644901	-	0.000	0.000	Merged-chr18-69644802-19
NR1290--MA0463.1.Bcl6	chr4	89175872	89175885	+	0.000	0.000	Merged-chr4-89175714-21
NR434--MA0731.1.BCL6B	chr12	83632169	83632185	+	0.000	0.000	Merged-chr12-83632308-58
NR957--MA0731.1.BCL6B	chr19	34290519	34290535	-	0.000	0.000	Merged-chr19-34290594-61
NR255--MA0463.1.Bcl6	chr10	118419395	118419408	+	0.000	0.000	Merged-chr10-118419236-59
NR1823--MA0463.1.Bcl6	chr9	46273043	46273056	-	0.000	0.000	Merged-chr9-46273034-67
NR304--MA0731.1.BCL6B	chr11	52320595	52320611	+	0.000	0.000	Merged-chr11-52320694-9
NR1080--MA0463.1.Bcl6	chr2	147012096	147012109	+	0.000	0.000	Merged-chr2-147011946-5
NR909--MA0463.1.Bcl6	chr18	66502170	66502183	-	0.000	0.000	Merged-chr18-66502099-22
