#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR7404--MA0089.1.MAFG::NFE2L1	chr3	7503509	7503514	-	0.000	0.000	Merged-chr3-7503455-65
NR798--MA0495.2.MAFF	chr1	171845551	171845571	-	0.000	0.000	Merged-chr1-171845441-77
NR10455--MA0496.2.MAFK	chr7	72350189	72350207	+	0.000	0.000	Merged-chr7-72350151-23
NR9081--MA0659.1.MAFG	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR1232--MA0591.1.Bach1::Mafk	chr10	62590342	62590356	+	0.000	0.000	Merged-chr10-62590420-43
NR7805--MA0591.1.Bach1::Mafk	chr3	109165417	109165431	-	0.000	0.000	Merged-chr3-109165436-34
NR9833--MA0117.2.Mafb	chr6	94509358	94509369	+	0.000	0.000	Merged-chr6-94509203-28
NR10489--MA0591.1.Bach1::Mafk	chr7	78766234	78766248	-	0.000	0.000	Merged-chr7-78766372-38
NR5130--MA0089.1.MAFG::NFE2L1	chr17	22866544	22866549	-	0.000	0.000	Merged-chr17-22866822-95
NR10023--MA0117.2.Mafb	chr6	129533747	129533758	-	0.000	0.000	Merged-chr6-129533929-3
NR417--MA0496.2.MAFK	chr1	92799938	92799956	+	0.000	0.000	Merged-chr1-92799887-22
NR7556--MA0501.1.MAF::NFE2	chr3	65586415	65586429	+	0.000	0.000	Merged-chr3-65586536-51
NR947--MA0089.1.MAFG::NFE2L1	chr1	193444441	193444446	+	0.000	0.000	Merged-chr1-193444336-29
NR5836--MA0089.1.MAFG::NFE2L1	chr18	79263189	79263194	+	0.000	0.000	Merged-chr18-79263255-24
NR6765--MA0089.1.MAFG::NFE2L1	chr2	109334490	109334495	+	0.000	0.000	Merged-chr2-109334470-7
NR5345--MA0089.1.MAFG::NFE2L1	chr17	70746962	70746967	+	0.000	0.000	Merged-chr17-70746811-20
NR2429--MA0501.1.MAF::NFE2	chr12	15832875	15832889	+	0.000	0.000	Merged-chr12-15832829-25
NR9840--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR2646--MA0089.1.MAFG::NFE2L1	chr12	79454102	79454107	+	0.000	0.000	Merged-chr12-79454298-15
NR5778--MA0501.1.MAF::NFE2	chr18	66471586	66471600	-	0.000	0.000	Merged-chr18-66471661-3
NR5080--MA0591.1.Bach1::Mafk	chr17	12275845	12275859	+	0.000	0.000	Merged-chr17-12275973-18
NR10931--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR681--MA0496.2.MAFK	chr1	153712789	153712807	+	0.000	0.000	Merged-chr1-153712801-6
NR9057--MA0495.2.MAFF	chr5	90603530	90603550	+	0.000	0.000	Merged-chr5-90603641-23
NR8640--MA0501.1.MAF::NFE2	chr4	141862177	141862191	+	0.000	0.000	Merged-chr4-141862091-43
NR5830--MA0591.1.Bach1::Mafk	chr18	78969234	78969248	+	0.000	0.000	Merged-chr18-78969407-8
NR7683--MA0495.2.MAFF	chr3	95664227	95664247	-	0.000	0.000	Merged-chr3-95664146-32
NR1804--MA0089.1.MAFG::NFE2L1	chr11	32554100	32554105	-	0.000	0.000	Merged-chr11-32553958-74
NR872--MA0591.1.Bach1::Mafk	chr1	182528141	182528155	-	0.000	0.000	Merged-chr1-182528373-67
NR4718--MA0089.1.MAFG::NFE2L1	chr16	36057661	36057666	+	0.000	0.000	Merged-chr16-36057640-19
NR5035--MA0117.2.Mafb	chr17	3092893	3092904	-	0.000	0.000	Merged-chr17-3092916-34
NR6603--MA0501.1.MAF::NFE2	chr2	69802948	69802962	+	0.000	0.000	Merged-chr2-69803068-39
NR1121--MA0496.2.MAFK	chr10	40165138	40165156	+	0.000	0.000	Merged-chr10-40165050-35
NR3373--MA0089.1.MAFG::NFE2L1	chr13	84685936	84685941	-	0.000	0.000	Merged-chr13-84686133-10
NR10397--MA0501.1.MAF::NFE2	chr7	58392790	58392804	+	0.000	0.000	Merged-chr7-58392737-68
NR4244--MA0501.1.MAF::NFE2	chr15	38710302	38710316	+	0.000	0.000	Merged-chr15-38710125-56
NR5504--MA0501.1.MAF::NFE2	chr18	10744233	10744247	+	0.000	0.000	Merged-chr18-10744169-16
NR6778--MA0089.1.MAFG::NFE2L1	chr2	112556687	112556692	-	0.000	0.000	Merged-chr2-112556688-44
NR469--MA0089.1.MAFG::NFE2L1	chr1	106321709	106321714	+	0.000	0.000	Merged-chr1-106321661-31
NR2370--MA0659.1.MAFG	chr12	3359625	3359645	+	0.000	0.000	Merged-chr12-3359484-30
NR11988--MA0089.1.MAFG::NFE2L1	chr9	107526735	107526740	-	0.000	0.000	Merged-chr9-107526799-38
NR4314--MA0089.1.MAFG::NFE2L1	chr15	59520704	59520709	-	0.000	0.000	Merged-chr15-59520520-55
NR4991--MA0495.2.MAFF	chr16	94066241	94066261	-	0.000	0.000	Merged-chr16-94066378-29
NR10077--MA0089.1.MAFG::NFE2L1	chr6	136498015	136498020	+	0.000	0.000	Merged-chr6-136498019-38
NR6663--MA0089.1.MAFG::NFE2L1	chr2	83695621	83695626	-	0.000	0.000	Merged-chr2-83695596-45
NR2003--MA0659.1.MAFG	chr11	69332063	69332083	+	0.000	0.000	Merged-chr11-69332186-23
NR7430--MA0501.1.MAF::NFE2	chr3	19707057	19707071	-	0.000	0.000	Merged-chr3-19706982-40
NR8739--MA0117.2.Mafb	chr5	3146832	3146843	-	0.000	0.000	Merged-chr5-3146751-35
NR1124--MA0089.1.MAFG::NFE2L1	chr10	40479424	40479429	-	0.000	0.000	Merged-chr10-40479489-48
NR4309--MA0501.1.MAF::NFE2	chr15	58927827	58927841	-	0.000	0.000	Merged-chr15-58927815-41
NR5723--MA0591.1.Bach1::Mafk	chr18	54822973	54822987	+	0.000	0.000	Merged-chr18-54822886-30
NR4529--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR765--MA0591.1.Bach1::Mafk	chr1	165682766	165682780	+	0.000	0.000	Merged-chr1-165682736-19
NR9577--MA0089.1.MAFG::NFE2L1	chr6	31080817	31080822	-	0.000	0.000	Merged-chr6-31081023-63
NR8533--MA0089.1.MAFG::NFE2L1	chr4	128804916	128804921	-	0.000	0.000	Merged-chr4-128804971-3
NR4078--MA0495.2.MAFF	chr14	118649839	118649859	+	0.000	0.000	Merged-chr14-118649804-48
NR3509--MA0591.1.Bach1::Mafk	chr13	104041239	104041253	-	0.000	0.000	Merged-chr13-104041328-31
NR1108--MA0501.1.MAF::NFE2	chr10	39403620	39403634	+	0.000	0.000	Merged-chr10-39403598-1
NR588--MA0495.2.MAFF	chr1	135268138	135268158	+	0.000	0.000	Merged-chr1-135268339-27
NR10245--MA0496.2.MAFK	chr7	16003170	16003188	+	0.000	0.000	Merged-chr7-16003232-2
NR1052--MA0659.1.MAFG	chr10	26325616	26325636	+	0.000	0.000	Merged-chr10-26325461-56
NR5047--MA0495.2.MAFF	chr17	6008223	6008243	-	0.000	0.000	Merged-chr17-6008372-53
NR7573--MA0117.2.Mafb	chr3	69156710	69156721	+	0.000	0.000	Merged-chr3-69156652-55
NR5169--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR11787--MA0496.2.MAFK	chr9	78074139	78074157	+	0.000	0.000	Merged-chr9-78074095-46
NR6965--MA0089.1.MAFG::NFE2L1	chr2	125724276	125724281	-	0.000	0.000	Merged-chr2-125724208-99
NR400--MA0591.1.Bach1::Mafk	chr1	91626341	91626355	+	0.000	0.000	Merged-chr1-91626193-21
NR7386--MA0501.1.MAF::NFE2	chr2	180171425	180171439	+	0.000	0.000	Merged-chr2-180171516-72
NR3762--MA0089.1.MAFG::NFE2L1	chr14	40949967	40949972	+	0.000	0.000	Merged-chr14-40950091-64
NR8551--MA0117.2.Mafb	chr4	130360024	130360035	-	0.000	0.000	Merged-chr4-130360060-53
NR1466--MA0496.2.MAFK	chr10	96599771	96599789	+	0.000	0.000	Merged-chr10-96599778-54
NR339--MA0117.2.Mafb	chr1	85255147	85255158	+	0.000	0.000	Merged-chr1-85254946-51
NR3507--MA0496.2.MAFK	chr13	104041181	104041199	+	0.000	0.000	Merged-chr13-104041328-31
NR1379--MA0659.1.MAFG	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR2243--MA0495.2.MAFF	chr11	113508391	113508411	+	0.000	0.000	Merged-chr11-113508478-30
NR7415--MA0089.1.MAFG::NFE2L1	chr3	9767229	9767234	+	0.000	0.000	Merged-chr3-9767219-17
NR11395--MA0089.1.MAFG::NFE2L1	chr8	123479016	123479021	-	0.000	0.000	Merged-chr8-123479004-26
NR3486--MA0089.1.MAFG::NFE2L1	chr13	102873652	102873657	+	0.000	0.000	Merged-chr13-102873625-24
NR336--MA0591.1.Bach1::Mafk	chr1	85250860	85250874	-	0.000	0.000	Merged-chr1-85250842-29
NR2364--MA0495.2.MAFF	chr12	3359625	3359645	+	0.000	0.000	Merged-chr12-3359484-30
NR8357--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR3111--MA0659.1.MAFG	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR7502--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR2644--MA0089.1.MAFG::NFE2L1	chr12	79441375	79441380	-	0.000	0.000	Merged-chr12-79441349-14
NR7444--MA0591.1.Bach1::Mafk	chr3	28236952	28236966	+	0.000	0.000	Merged-chr3-28236857-20
NR830--MA0089.1.MAFG::NFE2L1	chr1	176944965	176944970	+	0.000	0.000	Merged-chr1-176944899-30
NR7011--MA0089.1.MAFG::NFE2L1	chr2	131190738	131190743	-	0.000	0.000	Merged-chr2-131190584-2
NR2254--MA0659.1.MAFG	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR2115--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR5846--MA0659.1.MAFG	chr18	80554953	80554973	+	0.000	0.000	Merged-chr18-80555147-42
NR6978--MA0089.1.MAFG::NFE2L1	chr2	128422822	128422827	-	0.000	0.000	Merged-chr2-128422805-32
NR5558--MA0089.1.MAFG::NFE2L1	chr18	23913273	23913278	-	0.000	0.000	Merged-chr18-23913382-65
NR1439--MA0089.1.MAFG::NFE2L1	chr10	95557502	95557507	-	0.000	0.000	Merged-chr10-95557525-27
NR5934--MA0089.1.MAFG::NFE2L1	chr19	6418634	6418639	-	0.000	0.000	Merged-chr19-6418553-75
NR7016--MA0501.1.MAF::NFE2	chr2	131423041	131423055	+	0.000	0.000	Merged-chr2-131423252-71
NR2668--MA0496.2.MAFK	chr12	80937845	80937863	+	0.000	0.000	Merged-chr12-80937807-11
NR5443--MA0089.1.MAFG::NFE2L1	chr17	88599190	88599195	+	0.000	0.000	Merged-chr17-88599180-35
NR9071--MA0089.1.MAFG::NFE2L1	chr5	92093889	92093894	+	0.000	0.000	Merged-chr5-92093748-99
NR9310--MA0659.1.MAFG	chr5	122295666	122295686	-	0.000	0.000	Merged-chr5-122295541-1
NR3445--MA0495.2.MAFF	chr13	99412994	99413014	-	0.000	0.000	Merged-chr13-99412830-24
NR337--MA0496.2.MAFK	chr1	85250858	85250876	+	0.000	0.000	Merged-chr1-85250842-29
NR7428--MA0089.1.MAFG::NFE2L1	chr3	19707067	19707072	-	0.000	0.000	Merged-chr3-19706982-40
NR1381--MA0496.2.MAFK	chr10	86727748	86727766	+	0.000	0.000	Merged-chr10-86727830-49
NR11759--MA0501.1.MAF::NFE2	chr9	68972418	68972432	+	0.000	0.000	Merged-chr9-68972513-17
NR6574--MA0089.1.MAFG::NFE2L1	chr2	61712733	61712738	-	0.000	0.000	Merged-chr2-61712803-19
NR10819--MA0495.2.MAFF	chr7	128731726	128731746	-	0.000	0.000	Merged-chr7-128731645-14
NR9724--MA0496.2.MAFK	chr6	67184950	67184968	+	0.000	0.000	Merged-chr6-67184785-39
NR8165--MA0591.1.Bach1::Mafk	chr4	32426646	32426660	+	0.000	0.000	Merged-chr4-32426640-23
NR8675--MA0495.2.MAFF	chr4	148940774	148940794	-	0.000	0.000	Merged-chr4-148940822-21
NR7110--MA0496.2.MAFK	chr2	145804908	145804926	-	0.000	0.000	Merged-chr2-145804796-32
NR2207--MA0496.2.MAFK	chr11	106716727	106716745	-	0.000	0.000	Merged-chr11-106716812-28
NR5369--MA0089.1.MAFG::NFE2L1	chr17	78163511	78163516	+	0.000	0.000	Merged-chr17-78163485-40
NR6394--MA0117.2.Mafb	chr2	32607548	32607559	-	0.000	0.000	Merged-chr2-32607511-97
NR9859--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR10579--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR7896--MA0591.1.Bach1::Mafk	chr3	131169289	131169303	+	0.000	0.000	Merged-chr3-131169425-15
NR6102--MA0591.1.Bach1::Mafk	chr19	37110697	37110711	+	0.000	0.000	Merged-chr19-37110576-17
NR4325--MA0089.1.MAFG::NFE2L1	chr15	61540978	61540983	-	0.000	0.000	Merged-chr15-61541070-57
NR10393--MA0496.2.MAFK	chr7	51964850	51964868	-	0.000	0.000	Merged-chr7-51964767-12
NR2664--MA0591.1.Bach1::Mafk	chr12	80937847	80937861	+	0.000	0.000	Merged-chr12-80937807-11
NR4751--MA0501.1.MAF::NFE2	chr16	43700788	43700802	-	0.000	0.000	Merged-chr16-43700750-21
NR1135--MA0496.2.MAFK	chr10	42031177	42031195	-	0.000	0.000	Merged-chr10-42031220-30
NR3962--MA0089.1.MAFG::NFE2L1	chr14	75136932	75136937	-	0.000	0.000	Merged-chr14-75136836-26
NR11380--MA0089.1.MAFG::NFE2L1	chr8	122432865	122432870	+	0.000	0.000	Merged-chr8-122432955-76
NR10167--MA0117.2.Mafb	chr6	145307022	145307033	+	0.000	0.000	Merged-chr6-145306882-40
NR10026--MA0496.2.MAFK	chr6	129533739	129533757	+	0.000	0.000	Merged-chr6-129533929-3
NR11909--MA0495.2.MAFF	chr9	96583346	96583366	-	0.000	0.000	Merged-chr9-96583315-51
NR7680--MA0501.1.MAF::NFE2	chr3	95434258	95434272	-	0.000	0.000	Merged-chr3-95434415-68
NR5094--MA0659.1.MAFG	chr17	12892223	12892243	+	0.000	0.000	Merged-chr17-12892206-8
NR5029--MA0496.2.MAFK	chr16	97418011	97418029	+	0.000	0.000	Merged-chr16-97418112-12
NR508--MA0591.1.Bach1::Mafk	chr1	125390371	125390385	+	0.000	0.000	Merged-chr1-125390190-80
NR39--MA0089.1.MAFG::NFE2L1	chr1	17097958	17097963	+	0.000	0.000	Merged-chr1-17097864-27
NR9084--MA0089.1.MAFG::NFE2L1	chr5	92382001	92382006	+	0.000	0.000	Merged-chr5-92381886-27
NR10175--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR3856--MA0591.1.Bach1::Mafk	chr14	63124034	63124048	+	0.000	0.000	Merged-chr14-63124091-32
NR3619--MA0591.1.Bach1::Mafk	chr13	113242289	113242303	+	0.000	0.000	Merged-chr13-113242436-29
NR9525--MA0117.2.Mafb	chr6	10690713	10690724	-	0.000	0.000	Merged-chr6-10690708-20
NR7938--MA0591.1.Bach1::Mafk	chr3	135722316	135722330	+	0.000	0.000	Merged-chr3-135722341-14
NR2366--MA0117.2.Mafb	chr12	3359625	3359636	+	0.000	0.000	Merged-chr12-3359484-30
NR11689--MA0496.2.MAFK	chr9	56264865	56264883	+	0.000	0.000	Merged-chr9-56264757-66
NR278--MA0089.1.MAFG::NFE2L1	chr1	75486716	75486721	-	0.000	0.000	Merged-chr1-75486810-6
NR8885--MA0496.2.MAFK	chr5	36004214	36004232	+	0.000	0.000	Merged-chr5-36004091-12
NR1358--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR5684--MA0591.1.Bach1::Mafk	chr18	46390399	46390413	+	0.000	0.000	Merged-chr18-46390320-5
NR7702--MA0089.1.MAFG::NFE2L1	chr3	96635685	96635690	-	0.000	0.000	Merged-chr3-96635554-60
NR6646--MA0501.1.MAF::NFE2	chr2	79009913	79009927	+	0.000	0.000	Merged-chr2-79010022-27
NR5743--MA0117.2.Mafb	chr18	56547144	56547155	+	0.000	0.000	Merged-chr18-56547142-34
NR7892--MA0089.1.MAFG::NFE2L1	chr3	131019766	131019771	+	0.000	0.000	Merged-chr3-131019630-77
NR9671--MA0501.1.MAF::NFE2	chr6	54737891	54737905	+	0.000	0.000	Merged-chr6-54737770-65
NR165--MA0659.1.MAFG	chr1	52066889	52066909	-	0.000	0.000	Merged-chr1-52066714-41
NR9863--MA0496.2.MAFK	chr6	99435315	99435333	+	0.000	0.000	Merged-chr6-99435291-39
NR7190--MA0591.1.Bach1::Mafk	chr2	154732946	154732960	+	0.000	0.000	Merged-chr2-154732933-29
NR1990--MA0089.1.MAFG::NFE2L1	chr11	68417863	68417868	+	0.000	0.000	Merged-chr11-68418005-32
NR7381--MA0117.2.Mafb	chr2	178977847	178977858	-	0.000	0.000	Merged-chr2-178977979-1
NR2235--MA0591.1.Bach1::Mafk	chr11	109860716	109860730	-	0.000	0.000	Merged-chr11-109860795-2
NR7240--MA0496.2.MAFK	chr2	163155370	163155388	+	0.000	0.000	Merged-chr2-163155228-25
NR7917--MA0089.1.MAFG::NFE2L1	chr3	133563756	133563761	-	0.000	0.000	Merged-chr3-133563771-42
NR11595--MA0496.2.MAFK	chr9	34996152	34996170	+	0.000	0.000	Merged-chr9-34996088-18
NR2337--MA0496.2.MAFK	chr11	120316334	120316352	+	0.000	0.000	Merged-chr11-120316357-56
NR9736--MA0501.1.MAF::NFE2	chr6	67483133	67483147	-	0.000	0.000	Merged-chr6-67483330-21
NR2900--MA0591.1.Bach1::Mafk	chr12	112648324	112648338	+	0.000	0.000	Merged-chr12-112648258-2
NR7473--MA0501.1.MAF::NFE2	chr3	37360882	37360896	+	0.000	0.000	Merged-chr3-37360899-19
NR11293--MA0659.1.MAFG	chr8	111624157	111624177	-	0.000	0.000	Merged-chr8-111624206-14
NR10438--MA0501.1.MAF::NFE2	chr7	67390931	67390945	+	0.000	0.000	Merged-chr7-67390968-9
NR6296--MA0659.1.MAFG	chr2	17741885	17741905	-	0.000	0.000	Merged-chr2-17741978-82
NR8637--MA0501.1.MAF::NFE2	chr4	141405076	141405090	-	0.000	0.000	Merged-chr4-141404988-27
NR8557--MA0089.1.MAFG::NFE2L1	chr4	132008369	132008374	-	0.000	0.000	Merged-chr4-132008360-32
NR12347--MA0089.1.MAFG::NFE2L1	chrX	163848672	163848677	-	0.000	0.000	Merged-chrX-163848776-29
NR11824--MA0495.2.MAFF	chr9	83564270	83564290	-	0.000	0.000	Merged-chr9-83564254-44
NR4310--MA0089.1.MAFG::NFE2L1	chr15	58933698	58933703	+	0.000	0.000	Merged-chr15-58933655-73
NR3785--MA0496.2.MAFK	chr14	46784478	46784496	-	0.000	0.000	Merged-chr14-46784447-15
NR6495--MA0496.2.MAFK	chr2	48328313	48328331	-	0.000	0.000	Merged-chr2-48328415-44
NR4096--MA0496.2.MAFK	chr14	120275575	120275593	+	0.000	0.000	Merged-chr14-120275634-49
NR1171--MA0496.2.MAFK	chr10	53346650	53346668	-	0.000	0.000	Merged-chr10-53346835-25
NR3080--MA0089.1.MAFG::NFE2L1	chr13	20140037	20140042	+	0.000	0.000	Merged-chr13-20140166-30
NR3212--MA0496.2.MAFK	chr13	46984110	46984128	-	0.000	0.000	Merged-chr13-46984100-22
NR10536--MA0591.1.Bach1::Mafk	chr7	84779434	84779448	+	0.000	0.000	Merged-chr7-84779522-64
NR4149--MA0089.1.MAFG::NFE2L1	chr15	10599552	10599557	-	0.000	0.000	Merged-chr15-10599590-14
NR9337--MA0591.1.Bach1::Mafk	chr5	125340635	125340649	-	0.000	0.000	Merged-chr5-125340767-86
NR552--MA0089.1.MAFG::NFE2L1	chr1	131108737	131108742	-	0.000	0.000	Merged-chr1-131108920-12
NR6167--MA0501.1.MAF::NFE2	chr19	53824998	53825012	+	0.000	0.000	Merged-chr19-53825131-32
NR5421--MA0501.1.MAF::NFE2	chr17	86850856	86850870	+	0.000	0.000	Merged-chr17-86850931-27
NR11795--MA0089.1.MAFG::NFE2L1	chr9	78623690	78623695	+	0.000	0.000	Merged-chr9-78623608-19
NR617--MA0501.1.MAF::NFE2	chr1	138559715	138559729	-	0.000	0.000	Merged-chr1-138559796-44
NR10751--MA0089.1.MAFG::NFE2L1	chr7	119872171	119872176	+	0.000	0.000	Merged-chr7-119872260-31
NR11807--MA0089.1.MAFG::NFE2L1	chr9	80026232	80026237	-	0.000	0.000	Merged-chr9-80026146-29
NR11817--MA0117.2.Mafb	chr9	82967473	82967484	+	0.000	0.000	Merged-chr9-82967336-26
NR7684--MA0591.1.Bach1::Mafk	chr3	95664230	95664244	+	0.000	0.000	Merged-chr3-95664146-32
NR1248--MA0089.1.MAFG::NFE2L1	chr10	67840978	67840983	-	0.000	0.000	Merged-chr10-67841086-29
NR8254--MA0501.1.MAF::NFE2	chr4	56944548	56944562	+	0.000	0.000	Merged-chr4-56944579-16
NR2407--MA0591.1.Bach1::Mafk	chr12	8829648	8829662	+	0.000	0.000	Merged-chr12-8829730-25
NR7411--MA0089.1.MAFG::NFE2L1	chr3	9401032	9401037	-	0.000	0.000	Merged-chr3-9400917-27
NR7339--MA0496.2.MAFK	chr2	172977504	172977522	+	0.000	0.000	Merged-chr2-172977593-131
NR3973--MA0089.1.MAFG::NFE2L1	chr14	77783776	77783781	-	0.000	0.000	Merged-chr14-77783619-20
NR7155--MA0501.1.MAF::NFE2	chr2	152102138	152102152	+	0.000	0.000	Merged-chr2-152102009-14
NR1848--MA0495.2.MAFF	chr11	43729108	43729128	+	0.000	0.000	Merged-chr11-43729040-41
NR5958--MA0089.1.MAFG::NFE2L1	chr19	11387401	11387406	+	0.000	0.000	Merged-chr19-11387289-24
NR669--MA0501.1.MAF::NFE2	chr1	152042554	152042568	+	0.000	0.000	Merged-chr1-152042522-12
NR3557--MA0496.2.MAFK	chr13	109822601	109822619	-	0.000	0.000	Merged-chr13-109822486-79
NR1025--MA0501.1.MAF::NFE2	chr10	20104789	20104803	+	0.000	0.000	Merged-chr10-20104701-24
NR11403--MA0089.1.MAFG::NFE2L1	chr8	124573690	124573695	+	0.000	0.000	Merged-chr8-124573741-33
NR602--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR12257--MA0591.1.Bach1::Mafk	chrX	104760880	104760894	-	0.000	0.000	Merged-chrX-104760741-26
NR10677--MA0089.1.MAFG::NFE2L1	chr7	110166426	110166431	-	0.000	0.000	Merged-chr7-110166389-6
NR3644--MA0591.1.Bach1::Mafk	chr13	117289611	117289625	-	0.000	0.000	Merged-chr13-117289795-31
NR10049--MA0496.2.MAFK	chr6	133904435	133904453	+	0.000	0.000	Merged-chr6-133904322-1
NR7245--MA0496.2.MAFK	chr2	163401424	163401442	-	0.000	0.000	Merged-chr2-163401452-24
NR6196--MA0495.2.MAFF	chr19	58524239	58524259	+	0.000	0.000	Merged-chr19-58524177-18
NR3193--MA0089.1.MAFG::NFE2L1	chr13	46159453	46159458	-	0.000	0.000	Merged-chr13-46159501-43
NR6598--MA0089.1.MAFG::NFE2L1	chr2	68932211	68932216	-	0.000	0.000	Merged-chr2-68932401-28
NR743--MA0659.1.MAFG	chr1	164988043	164988063	-	0.000	0.000	Merged-chr1-164988206-12
NR3900--MA0501.1.MAF::NFE2	chr14	68034573	68034587	+	0.000	0.000	Merged-chr14-68034570-19
NR1055--MA0496.2.MAFK	chr10	26325617	26325635	+	0.000	0.000	Merged-chr10-26325461-56
NR3601--MA0591.1.Bach1::Mafk	chr13	112396931	112396945	-	0.000	0.000	Merged-chr13-112396740-45
NR8349--MA0495.2.MAFF	chr4	88046382	88046402	-	0.000	0.000	Merged-chr4-88046485-60
NR867--MA0089.1.MAFG::NFE2L1	chr1	181877201	181877206	-	0.000	0.000	Merged-chr1-181877231-15
NR7424--MA0089.1.MAFG::NFE2L1	chr3	18624124	18624129	-	0.000	0.000	Merged-chr3-18624063-31
NR1146--MA0089.1.MAFG::NFE2L1	chr10	44700232	44700237	-	0.000	0.000	Merged-chr10-44700385-25
NR8467--MA0117.2.Mafb	chr4	115096688	115096699	-	0.000	0.000	Merged-chr4-115096604-91
