#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR621--MA0463.1.Bcl6	chr16	18127358	18127371	-	0.000	0.000	Merged-chr16-18127553-42
NR1178--MA0731.1.BCL6B	chr4	147848496	147848512	-	0.000	0.000	Merged-chr4-147848412-69
NR1406--MA0463.1.Bcl6	chr7	27804765	27804778	+	0.000	0.000	Merged-chr7-27804809-45
NR1518--MA0463.1.Bcl6	chr8	46211127	46211140	+	0.000	0.000	Merged-chr8-46210944-80
NR1428--MA0731.1.BCL6B	chr7	68286116	68286132	-	0.000	0.000	Merged-chr7-68286059-41
NR995--MA0731.1.BCL6B	chr3	63899336	63899352	-	0.000	0.000	Merged-chr3-63899109-67
NR600--MA0731.1.BCL6B	chr15	93379443	93379459	+	0.000	0.000	Merged-chr15-93379459-27
NR647--MA0731.1.BCL6B	chr16	52143316	52143332	+	0.000	0.000	Merged-chr16-52143257-58
NR1027--MA0731.1.BCL6B	chr3	115972133	115972149	+	0.000	0.000	Merged-chr3-115972355-68
NR180--MA0731.1.BCL6B	chr10	71306330	71306346	-	0.000	0.000	Merged-chr10-71306460-33
NR313--MA0463.1.Bcl6	chr11	95666808	95666821	+	0.000	0.000	Merged-chr11-95666991-65
NR1572--MA0463.1.Bcl6	chr8	123924781	123924794	-	0.000	0.000	Merged-chr8-123924931-30
NR25--MA0731.1.BCL6B	chr1	53843227	53843243	+	0.000	0.000	Merged-chr1-53843171-20
NR1111--MA0463.1.Bcl6	chr4	95053371	95053384	-	0.000	0.000	Merged-chr4-95053399-2
NR1438--MA0463.1.Bcl6	chr7	80583354	80583367	-	0.000	0.000	Merged-chr7-80583398-64
NR443--MA0463.1.Bcl6	chr13	51418714	51418727	+	0.000	0.000	Merged-chr13-51418745-22
NR225--MA0731.1.BCL6B	chr10	117665899	117665915	+	0.000	0.000	Merged-chr10-117665862-11
NR327--MA0463.1.Bcl6	chr11	106536328	106536341	+	0.000	0.000	Merged-chr11-106536245-61
NR591--MA0463.1.Bcl6	chr15	76925616	76925629	+	0.000	0.000	Merged-chr15-76925538-45
NR966--MA0731.1.BCL6B	chr2	173000108	173000124	+	0.000	0.000	Merged-chr2-173000238-62
NR233--MA0463.1.Bcl6	chr10	119066059	119066072	-	0.000	0.000	Merged-chr10-119065917-22
NR347--MA0731.1.BCL6B	chr11	117994611	117994627	+	0.000	0.000	Merged-chr11-117994587-27
NR1246--MA0463.1.Bcl6	chr5	111200319	111200332	-	0.000	0.000	Merged-chr5-111200479-33
NR363--MA0463.1.Bcl6	chr12	41852146	41852159	-	0.000	0.000	Merged-chr12-41852230-53
NR1394--MA0463.1.Bcl6	chr6	149193847	149193860	+	0.000	0.000	Merged-chr6-149193776-50
NR209--MA0731.1.BCL6B	chr10	98785560	98785576	+	0.000	0.000	Merged-chr10-98785565-23
NR1623--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR955--MA0463.1.Bcl6	chr2	167335350	167335363	-	0.000	0.000	Merged-chr2-167335475-48
NR807--MA0731.1.BCL6B	chr19	34290519	34290535	-	0.000	0.000	Merged-chr19-34290594-61
NR185--MA0463.1.Bcl6	chr10	75446464	75446477	-	0.000	0.000	Merged-chr10-75446685-44
NR973--MA0463.1.Bcl6	chr2	180081045	180081058	-	0.000	0.000	Merged-chr2-180080885-21
NR1198--MA0463.1.Bcl6	chr5	23787890	23787903	+	0.000	0.000	Merged-chr5-23787783-52
NR512--MA0463.1.Bcl6	chr14	52304831	52304844	-	0.000	0.000	Merged-chr14-52304982-66
NR483--MA0731.1.BCL6B	chr13	106998766	106998782	-	0.000	0.000	Merged-chr13-106998870-40
NR839--MA0463.1.Bcl6	chr2	19622200	19622213	+	0.000	0.000	Merged-chr2-19622223-29
NR530--MA0463.1.Bcl6	chr14	74947736	74947749	+	0.000	0.000	Merged-chr14-74947864-55
NR148--MA0731.1.BCL6B	chr10	8501140	8501156	-	0.000	0.000	Merged-chr10-8501205-11
NR302--MA0463.1.Bcl6	chr11	78772212	78772225	-	0.000	0.000	Merged-chr11-78772044-31
NR528--MA0731.1.BCL6B	chr14	70076773	70076789	+	0.000	0.000	Merged-chr14-70076912-39
NR987--MA0463.1.Bcl6	chr3	37204799	37204812	+	0.000	0.000	Merged-chr3-37204884-40
NR114--MA0731.1.BCL6B	chr1	178187462	178187478	+	0.000	0.000	Merged-chr1-178187385-1
NR39--MA0463.1.Bcl6	chr1	72255173	72255186	-	0.000	0.000	Merged-chr1-72255084-113
NR1427--MA0463.1.Bcl6	chr7	67803630	67803643	+	0.000	0.000	Merged-chr7-67803382-70
NR790--MA0463.1.Bcl6	chr19	14305849	14305862	+	0.000	0.000	Merged-chr19-14305924-12
NR1691--MA0463.1.Bcl6	chrX	100494181	100494194	+	0.000	0.000	Merged-chrX-100494288-61
NR450--MA0463.1.Bcl6	chr13	59704805	59704818	+	0.000	0.000	Merged-chr13-59704642-41
NR1351--MA0463.1.Bcl6	chr6	120470859	120470872	+	0.000	0.000	Merged-chr6-120470872-38
NR75--MA0463.1.Bcl6	chr1	138973655	138973668	+	0.000	0.000	Merged-chr1-138973780-39
NR889--MA0463.1.Bcl6	chr2	93199062	93199075	+	0.000	0.000	Merged-chr2-93199242-68
NR1692--MA0731.1.BCL6B	chrX	100494178	100494194	-	0.000	0.000	Merged-chrX-100494288-61
NR1615--MA0731.1.BCL6B	chr9	61664154	61664170	+	0.000	0.000	Merged-chr9-61664278-40
NR567--MA0463.1.Bcl6	chr15	36688500	36688513	+	0.000	0.000	Merged-chr15-36688481-45
NR679--MA0463.1.Bcl6	chr16	97272489	97272502	+	0.000	0.000	Merged-chr16-97272459-57
NR89--MA0463.1.Bcl6	chr1	161713000	161713013	-	0.000	0.000	Merged-chr1-161713119-39
NR482--MA0463.1.Bcl6	chr13	104914841	104914854	-	0.000	0.000	Merged-chr13-104914750-21
NR124--MA0463.1.Bcl6	chr1	181379703	181379716	-	0.000	0.000	Merged-chr1-181379828-26
NR1598--MA0463.1.Bcl6	chr9	32915870	32915883	+	0.000	0.000	Merged-chr9-32915809-45
NR1025--MA0463.1.Bcl6	chr3	108726571	108726584	-	0.000	0.000	Merged-chr3-108726514-23
NR236--MA0463.1.Bcl6	chr10	122815227	122815240	-	0.000	0.000	Merged-chr10-122815337-49
NR375--MA0463.1.Bcl6	chr12	77781603	77781616	+	0.000	0.000	Merged-chr12-77781498-27
NR50--MA0731.1.BCL6B	chr1	85937326	85937342	-	0.000	0.000	Merged-chr1-85937203-47
NR459--MA0731.1.BCL6B	chr13	75227772	75227788	+	0.000	0.000	Merged-chr13-75227796-31
NR1388--MA0463.1.Bcl6	chr6	145359808	145359821	-	0.000	0.000	Merged-chr6-145360005-41
NR1445--MA0731.1.BCL6B	chr7	92165372	92165388	-	0.000	0.000	Merged-chr7-92165181-43
NR384--MA0463.1.Bcl6	chr12	86687071	86687084	-	0.000	0.000	Merged-chr12-86687051-28
NR1039--MA0463.1.Bcl6	chr3	131014446	131014459	-	0.000	0.000	Merged-chr3-131014308-74
NR1612--MA0463.1.Bcl6	chr9	57651100	57651113	-	0.000	0.000	Merged-chr9-57651081-19
NR901--MA0731.1.BCL6B	chr2	113494651	113494667	+	0.000	0.000	Merged-chr2-113494702-50
NR1075--MA0463.1.Bcl6	chr4	6513082	6513095	-	0.000	0.000	Merged-chr4-6513131-20
NR1010--MA0731.1.BCL6B	chr3	95028839	95028855	+	0.000	0.000	Merged-chr3-95028827-26
NR1676--MA0731.1.BCL6B	chr9	121675081	121675097	-	0.000	0.000	Merged-chr9-121675261-45
NR295--MA0463.1.Bcl6	chr11	71996080	71996093	-	0.000	0.000	Merged-chr11-71996185-51
NR1187--MA0463.1.Bcl6	chr5	3670359	3670372	+	0.000	0.000	Merged-chr5-3670094-38
NR828--MA0463.1.Bcl6	chr2	9607732	9607745	+	0.000	0.000	Merged-chr2-9607843-12
NR734--MA0463.1.Bcl6	chr18	10726511	10726524	+	0.000	0.000	Merged-chr18-10726645-13
NR958--MA0463.1.Bcl6	chr2	168904459	168904472	-	0.000	0.000	Merged-chr2-168904404-53
NR864--MA0463.1.Bcl6	chr2	62411685	62411698	-	0.000	0.000	Merged-chr2-62411627-90
NR1304--MA0463.1.Bcl6	chr6	31088367	31088380	-	0.000	0.000	Merged-chr6-31088452-52
NR1340--MA0463.1.Bcl6	chr6	108836146	108836159	-	0.000	0.000	Merged-chr6-108836247-72
NR4--MA0463.1.Bcl6	chr1	23321543	23321556	+	0.000	0.000	Merged-chr1-23321414-28
NR1000--MA0463.1.Bcl6	chr3	79210354	79210367	+	0.000	0.000	Merged-chr3-79210417-27
NR82--MA0463.1.Bcl6	chr1	153379823	153379836	+	0.000	0.000	Merged-chr1-153380015-29
NR1327--MA0463.1.Bcl6	chr6	84617231	84617244	-	0.000	0.000	Merged-chr6-84617241-46
NR1613--MA0731.1.BCL6B	chr9	57836947	57836963	-	0.000	0.000	Merged-chr9-57836875-58
NR1591--MA0463.1.Bcl6	chr9	20492908	20492921	-	0.000	0.000	Merged-chr9-20492841-60
NR444--MA0463.1.Bcl6	chr13	51418769	51418782	-	0.000	0.000	Merged-chr13-51418745-22
NR702--MA0731.1.BCL6B	chr17	36972924	36972940	-	0.000	0.000	Merged-chr17-36972976-27
NR113--MA0463.1.Bcl6	chr1	177457120	177457133	+	0.000	0.000	Merged-chr1-177456987-38
NR1063--MA0731.1.BCL6B	chr3	148419638	148419654	-	0.000	0.000	Merged-chr3-148419698-33
NR1032--MA0463.1.Bcl6	chr3	121494123	121494136	-	0.000	0.000	Merged-chr3-121494135-61
NR458--MA0463.1.Bcl6	chr13	73718503	73718516	+	0.000	0.000	Merged-chr13-73718441-19
NR1359--MA0463.1.Bcl6	chr6	124902079	124902092	-	0.000	0.000	Merged-chr6-124902062-25
NR118--MA0463.1.Bcl6	chr1	179002993	179003006	+	0.000	0.000	Merged-chr1-179003119-4
NR1076--MA0731.1.BCL6B	chr4	8691054	8691070	-	0.000	0.000	Merged-chr4-8690646-122
NR136--MA0463.1.Bcl6	chr1	191193935	191193948	+	0.000	0.000	Merged-chr1-191193945-62
NR1610--MA0463.1.Bcl6	chr9	52188081	52188094	+	0.000	0.000	Merged-chr9-52188310-18
NR532--MA0731.1.BCL6B	chr14	76188255	76188271	+	0.000	0.000	Merged-chr14-76188312-28
NR1273--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR511--MA0731.1.BCL6B	chr14	52023163	52023179	+	0.000	0.000	Merged-chr14-52023136-61
NR1512--MA0463.1.Bcl6	chr8	33903000	33903013	-	0.000	0.000	Merged-chr8-33902890-33
NR1642--MA0463.1.Bcl6	chr9	96785330	96785343	-	0.000	0.000	Merged-chr9-96785400-18
NR1199--MA0463.1.Bcl6	chr5	24416371	24416384	-	0.000	0.000	Merged-chr5-24416324-36
NR1013--MA0731.1.BCL6B	chr3	95909392	95909408	+	0.000	0.000	Merged-chr3-95909537-31
NR917--MA0731.1.BCL6B	chr2	128698283	128698299	-	0.000	0.000	Merged-chr2-128698451-42
NR755--MA0731.1.BCL6B	chr18	60632960	60632976	-	0.000	0.000	Merged-chr18-60633052-25
NR593--MA0731.1.BCL6B	chr15	78896369	78896385	+	0.000	0.000	Merged-chr15-78896310-38
NR1278--MA0731.1.BCL6B	chr5	143917669	143917685	+	0.000	0.000	Merged-chr5-143917664-24
NR1135--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR1562--MA0463.1.Bcl6	chr8	115514789	115514802	-	0.000	0.000	Merged-chr8-115514618-39
NR24--MA0731.1.BCL6B	chr1	52639322	52639338	+	0.000	0.000	Merged-chr1-52639236-20
NR773--MA0463.1.Bcl6	chr18	76222497	76222510	-	0.000	0.000	Merged-chr18-76222464-24
NR1580--MA0463.1.Bcl6	chr8	128506209	128506222	+	0.000	0.000	Merged-chr8-128506100-25
NR986--MA0731.1.BCL6B	chr3	37199139	37199155	-	0.000	0.000	Merged-chr3-37199060-11
NR1334--MA0463.1.Bcl6	chr6	97806942	97806955	+	0.000	0.000	Merged-chr6-97807026-80
NR1637--MA0731.1.BCL6B	chr9	86393757	86393773	+	0.000	0.000	Merged-chr9-86393704-34
NR1679--MA0463.1.Bcl6	chrX	19168733	19168746	-	0.000	0.000	Merged-chrX-19168735-42
NR856--MA0731.1.BCL6B	chr2	38536485	38536501	+	0.000	0.000	Merged-chr2-38536477-82
NR442--MA0731.1.BCL6B	chr13	45857508	45857524	-	0.000	0.000	Merged-chr13-45857429-12
NR93--MA0731.1.BCL6B	chr1	164966186	164966202	+	0.000	0.000	Merged-chr1-164966286-53
NR447--MA0463.1.Bcl6	chr13	52078772	52078785	-	0.000	0.000	Merged-chr13-52078792-17
NR184--MA0731.1.BCL6B	chr10	75415244	75415260	+	0.000	0.000	Merged-chr10-75415162-28
NR371--MA0463.1.Bcl6	chr12	72085618	72085631	+	0.000	0.000	Merged-chr12-72085712-110
NR1478--MA0463.1.Bcl6	chr7	120754925	120754938	+	0.000	0.000	Merged-chr7-120754842-25
NR698--MA0463.1.Bcl6	chr17	33865564	33865577	-	0.000	0.000	Merged-chr17-33865585-36
NR814--MA0731.1.BCL6B	chr19	46014671	46014687	+	0.000	0.000	Merged-chr19-46014734-21
NR400--MA0731.1.BCL6B	chr12	104236110	104236126	-	0.000	0.000	Merged-chr12-104236095-61
NR490--MA0731.1.BCL6B	chr13	114845997	114846013	+	0.000	0.000	Merged-chr13-114845920-71
NR909--MA0463.1.Bcl6	chr2	122234452	122234465	+	0.000	0.000	Merged-chr2-122234275-1
NR251--MA0731.1.BCL6B	chr11	4805298	4805314	-	0.000	0.000	Merged-chr11-4805179-30
NR522--MA0731.1.BCL6B	chr14	62879606	62879622	-	0.000	0.000	Merged-chr14-62879632-33
NR175--MA0463.1.Bcl6	chr10	61068650	61068663	+	0.000	0.000	Merged-chr10-61068590-29
NR168--MA0731.1.BCL6B	chr10	39133922	39133938	+	0.000	0.000	Merged-chr10-39134020-55
NR1329--MA0731.1.BCL6B	chr6	87541109	87541125	-	0.000	0.000	Merged-chr6-87541310-26
NR193--MA0463.1.Bcl6	chr10	82666634	82666647	+	0.000	0.000	Merged-chr10-82666640-30
NR1167--MA0731.1.BCL6B	chr4	144909007	144909023	-	0.000	0.000	Merged-chr4-144908993-28
NR1515--MA0463.1.Bcl6	chr8	34740339	34740352	-	0.000	0.000	Merged-chr8-34740455-84
NR847--MA0463.1.Bcl6	chr2	32057480	32057493	-	0.000	0.000	Merged-chr2-32057507-27
NR100--MA0731.1.BCL6B	chr1	171123105	171123121	-	0.000	0.000	Merged-chr1-171123131-24
NR352--MA0731.1.BCL6B	chr12	16170327	16170343	+	0.000	0.000	Merged-chr12-16170449-47
NR753--MA0463.1.Bcl6	chr18	60632960	60632973	-	0.000	0.000	Merged-chr18-60633052-25
NR650--MA0463.1.Bcl6	chr16	55822246	55822259	-	0.000	0.000	Merged-chr16-55822144-53
NR1211--MA0463.1.Bcl6	chr5	62821112	62821125	+	0.000	0.000	Merged-chr5-62821040-10
NR1417--MA0463.1.Bcl6	chr7	58569056	58569069	+	0.000	0.000	Merged-chr7-58568960-29
NR1435--MA0463.1.Bcl6	chr7	78569320	78569333	-	0.000	0.000	Merged-chr7-78569115-35
NR440--MA0463.1.Bcl6	chr13	34046548	34046561	+	0.000	0.000	Merged-chr13-34046570-24
NR306--MA0463.1.Bcl6	chr11	83116747	83116760	+	0.000	0.000	Merged-chr11-83116808-57
NR1207--MA0463.1.Bcl6	chr5	38480117	38480130	+	0.000	0.000	Merged-chr5-38480041-63
NR570--MA0463.1.Bcl6	chr15	38129610	38129623	+	0.000	0.000	Merged-chr15-38129582-31
NR427--MA0463.1.Bcl6	chr13	17944469	17944482	+	0.000	0.000	Merged-chr13-17944347-3
NR1686--MA0463.1.Bcl6	chrX	73214350	73214363	+	0.000	0.000	Merged-chrX-73214374-69
NR1592--MA0463.1.Bcl6	chr9	20581378	20581391	-	0.000	0.000	Merged-chr9-20581482-47
NR445--MA0463.1.Bcl6	chr13	51776654	51776667	+	0.000	0.000	Merged-chr13-51776600-43
NR214--MA0731.1.BCL6B	chr10	100629912	100629928	-	0.000	0.000	Merged-chr10-100629958-40
NR687--MA0463.1.Bcl6	chr17	12165427	12165440	+	0.000	0.000	Merged-chr17-12165459-54
NR1373--MA0463.1.Bcl6	chr6	131372741	131372754	+	0.000	0.000	Merged-chr6-131372670-8
NR1670--MA0731.1.BCL6B	chr9	118099591	118099607	-	0.000	0.000	Merged-chr9-118099608-24
NR132--MA0463.1.Bcl6	chr1	189922365	189922378	-	0.000	0.000	Merged-chr1-189922190-68
NR920--MA0463.1.Bcl6	chr2	131145659	131145672	+	0.000	0.000	Merged-chr2-131145703-8
NR365--MA0463.1.Bcl6	chr12	51848301	51848314	+	0.000	0.000	Merged-chr12-51848117-29
NR1181--MA0463.1.Bcl6	chr4	150799032	150799045	-	0.000	0.000	Merged-chr4-150799073-80
NR1602--MA0463.1.Bcl6	chr9	45818601	45818614	-	0.000	0.000	Merged-chr9-45818686-14
NR1047--MA0463.1.Bcl6	chr3	135604915	135604928	+	0.000	0.000	Merged-chr3-135604723-37
NR1620--MA0463.1.Bcl6	chr9	63124234	63124247	+	0.000	0.000	Merged-chr9-63124202-41
NR164--MA0463.1.Bcl6	chr10	28696626	28696639	-	0.000	0.000	Merged-chr10-28696715-18
NR1298--MA0463.1.Bcl6	chr6	8736127	8736140	+	0.000	0.000	Merged-chr6-8736179-83
NR1607--MA0463.1.Bcl6	chr9	50527997	50528010	-	0.000	0.000	Merged-chr9-50528064-1
NR1625--MA0463.1.Bcl6	chr9	69319993	69320006	+	0.000	0.000	Merged-chr9-69320084-71
NR1402--MA0731.1.BCL6B	chr7	24134130	24134146	+	0.000	0.000	Merged-chr7-24134230-46
NR630--MA0463.1.Bcl6	chr16	30181354	30181367	+	0.000	0.000	Merged-chr16-30181350-22
NR1654--MA0731.1.BCL6B	chr9	107542057	107542073	-	0.000	0.000	Merged-chr9-107542021-57
NR872--MA0463.1.Bcl6	chr2	76070716	76070729	-	0.000	0.000	Merged-chr2-76070778-23
NR1415--MA0463.1.Bcl6	chr7	49272654	49272667	+	0.000	0.000	Merged-chr7-49272707-39
NR1110--MA0731.1.BCL6B	chr4	88875881	88875897	+	0.000	0.000	Merged-chr4-88875849-45
NR411--MA0463.1.Bcl6	chr12	113879142	113879155	-	0.000	0.000	Merged-chr12-113879117-17
NR1527--MA0463.1.Bcl6	chr8	70003303	70003316	+	0.000	0.000	Merged-chr8-70003366-27
NR1312--MA0463.1.Bcl6	chr6	49128445	49128458	-	0.000	0.000	Merged-chr6-49128471-29
NR961--MA0731.1.BCL6B	chr2	170184805	170184821	-	0.000	0.000	Merged-chr2-170184850-70
NR1214--MA0463.1.Bcl6	chr5	65326391	65326404	+	0.000	0.000	Merged-chr5-65326399-35
NR831--MA0731.1.BCL6B	chr2	13718738	13718754	-	0.000	0.000	Merged-chr2-13718816-55
NR1516--MA0731.1.BCL6B	chr8	34740339	34740355	+	0.000	0.000	Merged-chr8-34740455-84
NR1693--MA0463.1.Bcl6	chrX	101369227	101369240	-	0.000	0.000	Merged-chrX-101369155-35
NR1447--MA0463.1.Bcl6	chr7	96818558	96818571	-	0.000	0.000	Merged-chr7-96818578-56
NR1250--MA0463.1.Bcl6	chr5	114194254	114194267	+	0.000	0.000	Merged-chr5-114194325-12
NR103--MA0463.1.Bcl6	chr1	173339678	173339691	+	0.000	0.000	Merged-chr1-173339682-29
NR1004--MA0463.1.Bcl6	chr3	88043087	88043100	+	0.000	0.000	Merged-chr3-88043136-39
NR1698--MA0463.1.Bcl6	chrX	159021548	159021561	+	0.000	0.000	Merged-chrX-159021727-36
NR791--MA0731.1.BCL6B	chr19	14305846	14305862	-	0.000	0.000	Merged-chr19-14305924-12
NR1681--MA0731.1.BCL6B	chrX	20801601	20801617	+	0.000	0.000	Merged-chrX-20801628-14
NR336--MA0463.1.Bcl6	chr11	109671896	109671909	+	0.000	0.000	Merged-chr11-109672054-52
NR448--MA0463.1.Bcl6	chr13	54498509	54498522	+	0.000	0.000	Merged-chr13-54498721-19
NR1367--MA0463.1.Bcl6	chr6	127240322	127240335	+	0.000	0.000	Merged-chr6-127240470-92
NR1203--MA0731.1.BCL6B	chr5	30072803	30072819	-	0.000	0.000	Merged-chr5-30072901-1
NR126--MA0463.1.Bcl6	chr1	183180481	183180494	-	0.000	0.000	Merged-chr1-183180587-56
NR1041--MA0731.1.BCL6B	chr3	132858979	132858995	+	0.000	0.000	Merged-chr3-132859011-26
NR596--MA0463.1.Bcl6	chr15	80930506	80930519	-	0.000	0.000	Merged-chr15-80930587-88
NR1497--MA0463.1.Bcl6	chr7	140193006	140193019	-	0.000	0.000	Merged-chr7-140193008-50
NR531--MA0731.1.BCL6B	chr14	74947733	74947749	-	0.000	0.000	Merged-chr14-74947864-55
NR783--MA0731.1.BCL6B	chr19	8984436	8984452	+	0.000	0.000	Merged-chr19-8984601-50
NR1530--MA0731.1.BCL6B	chr8	78900034	78900050	-	0.000	0.000	Merged-chr8-78900089-29
NR1325--MA0731.1.BCL6B	chr6	67531536	67531552	-	0.000	0.000	Merged-chr6-67531589-83
NR1543--MA0731.1.BCL6B	chr8	95081038	95081054	+	0.000	0.000	Merged-chr8-95081024-85
NR1090--MA0463.1.Bcl6	chr4	46404354	46404367	-	0.000	0.000	Merged-chr4-46404308-42
NR632--MA0731.1.BCL6B	chr16	30181412	30181428	-	0.000	0.000	Merged-chr16-30181350-22
NR288--MA0463.1.Bcl6	chr11	68451467	68451480	+	0.000	0.000	Merged-chr11-68451501-45
NR1360--MA0731.1.BCL6B	chr6	124902079	124902095	+	0.000	0.000	Merged-chr6-124902062-25
