#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR2388--MA0766.1.GATA5	chr17	26532845	26532852	+	0.000	0.000	Merged-chr17-26532798-20
NR3074--MA1104.1.GATA6	chr2	84479308	84479320	-	0.000	0.000	Merged-chr2-84479185-38
NR4592--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR361--MA1104.1.GATA6	chr1	172341307	172341319	-	0.000	0.000	Merged-chr1-172341107-36
NR5230--MA0037.3.GATA3	chr9	15530051	15530058	-	0.000	0.000	Merged-chr9-15530031-64
NR4996--MA0035.3.Gata1	chr8	33898108	33898118	-	0.000	0.000	Merged-chr8-33898095-27
NR291--MA0482.1.Gata4	chr1	151706216	151706226	-	0.000	0.000	Merged-chr1-151706249-27
NR2248--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR527--MA0766.1.GATA5	chr10	34172906	34172913	+	0.000	0.000	Merged-chr10-34172961-40
NR989--MA0482.1.Gata4	chr11	94261808	94261818	-	0.000	0.000	Merged-chr11-94261974-7
NR2367--MA0766.1.GATA5	chr17	13654752	13654759	+	0.000	0.000	Merged-chr17-13654932-70
NR4688--MA1104.1.GATA6	chr7	19332939	19332951	-	0.000	0.000	Merged-chr7-19332998-44
NR483--MA1104.1.GATA6	chr10	12993573	12993585	-	0.000	0.000	Merged-chr10-12993694-35
NR3119--MA1104.1.GATA6	chr2	98665145	98665157	+	0.000	0.000	Merged-chr2-98665090-39
NR4131--MA1104.1.GATA6	chr5	100675028	100675040	-	0.000	0.000	Merged-chr5-100675060-26
NR4383--MA1104.1.GATA6	chr6	51768108	51768120	+	0.000	0.000	Merged-chr6-51768092-8
NR2769--MA1104.1.GATA6	chr19	9899581	9899593	-	0.000	0.000	Merged-chr19-9899505-60
NR1874--MA0766.1.GATA5	chr14	79499549	79499556	-	0.000	0.000	Merged-chr14-79499625-44
NR336--MA0482.1.Gata4	chr1	167289140	167289150	-	0.000	0.000	Merged-chr1-167288979-17
NR1657--MA0037.3.GATA3	chr13	111984293	111984300	-	0.000	0.000	Merged-chr13-111984309-48
NR3720--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR2132--MA0035.3.Gata1	chr16	11526689	11526699	-	0.000	0.000	Merged-chr16-11526520-43
NR5018--MA0140.2.GATA1::TAL1	chr8	46859565	46859582	+	0.000	0.000	Merged-chr8-46859659-64
NR3555--MA0037.3.GATA3	chr3	130804040	130804047	+	0.000	0.000	Merged-chr3-130803996-20
NR1859--MA0140.2.GATA1::TAL1	chr14	75186341	75186358	+	0.000	0.000	Merged-chr14-75186495-35
NR4278--MA0140.2.GATA1::TAL1	chr5	143976897	143976914	-	0.000	0.000	Merged-chr5-143976902-14
NR347--MA0036.3.GATA2	chr1	171060643	171060653	+	0.000	0.000	Merged-chr1-171060539-31
NR3751--MA0766.1.GATA5	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR3332--MA0035.3.Gata1	chr3	19240069	19240079	-	0.000	0.000	Merged-chr3-19240113-21
NR4704--MA0482.1.Gata4	chr7	29906393	29906403	-	0.000	0.000	Merged-chr7-29906235-59
NR4295--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR4066--MA0482.1.Gata4	chr5	65795514	65795524	+	0.000	0.000	Merged-chr5-65795420-10
NR1827--MA0035.3.Gata1	chr14	65592843	65592853	-	0.000	0.000	Merged-chr14-65593052-55
NR1660--MA0036.3.GATA2	chr13	111984292	111984302	+	0.000	0.000	Merged-chr13-111984309-48
NR1870--MA0035.3.Gata1	chr14	78725422	78725432	-	0.000	0.000	Merged-chr14-78725467-2
NR4023--MA0140.2.GATA1::TAL1	chr5	32767952	32767969	-	0.000	0.000	Merged-chr5-32768073-31
NR1683--MA0766.1.GATA5	chr13	114896085	114896092	+	0.000	0.000	Merged-chr13-114896013-49
NR3430--MA0482.1.Gata4	chr3	88607505	88607515	-	0.000	0.000	Merged-chr3-88607595-35
NR2802--MA0037.3.GATA3	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR4412--MA0482.1.Gata4	chr6	67292169	67292179	-	0.000	0.000	Merged-chr6-67292204-22
NR4022--MA0035.3.Gata1	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR1801--MA0036.3.GATA2	chr14	54227577	54227587	-	0.000	0.000	Merged-chr14-54227788-83
NR939--MA0482.1.Gata4	chr11	70653429	70653439	-	0.000	0.000	Merged-chr11-70653653-5
NR2133--MA0140.2.GATA1::TAL1	chr16	11526680	11526697	-	0.000	0.000	Merged-chr16-11526520-43
NR1012--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR2389--MA0035.3.Gata1	chr17	26532843	26532853	-	0.000	0.000	Merged-chr17-26532798-20
NR3809--MA0766.1.GATA5	chr4	97855121	97855128	-	0.000	0.000	Merged-chr4-97855012-35
NR2365--MA0482.1.Gata4	chr17	13654749	13654759	-	0.000	0.000	Merged-chr17-13654932-70
NR3562--MA0140.2.GATA1::TAL1	chr3	130810226	130810243	-	0.000	0.000	Merged-chr3-130810133-82
NR5283--MA0037.3.GATA3	chr9	50924697	50924704	-	0.000	0.000	Merged-chr9-50924601-13
NR337--MA1104.1.GATA6	chr1	167289140	167289152	+	0.000	0.000	Merged-chr1-167288979-17
NR84--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR1272--MA0036.3.GATA2	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR2401--MA0037.3.GATA3	chr17	34210831	34210838	+	0.000	0.000	Merged-chr17-34210763-36
NR3475--MA0036.3.GATA2	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR3777--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR922--MA0037.3.GATA3	chr11	64019418	64019425	-	0.000	0.000	Merged-chr11-64019417-11
NR1110--MA0482.1.Gata4	chr12	13512376	13512386	+	0.000	0.000	Merged-chr12-13512538-15
NR2487--MA0482.1.Gata4	chr17	64602271	64602281	-	0.000	0.000	Merged-chr17-64602197-17
NR1006--MA0140.2.GATA1::TAL1	chr11	97109186	97109203	+	0.000	0.000	Merged-chr11-97109349-15
NR1285--MA0036.3.GATA2	chr12	98674785	98674795	-	0.000	0.000	Merged-chr12-98674935-52
NR4024--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR4818--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR5498--MA0140.2.GATA1::TAL1	chr9	120057222	120057239	-	0.000	0.000	Merged-chr9-120057282-6
NR3330--MA1104.1.GATA6	chr3	19240068	19240080	+	0.000	0.000	Merged-chr3-19240113-21
NR3698--MA0035.3.Gata1	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR41--MA0766.1.GATA5	chr1	40514496	40514503	+	0.000	0.000	Merged-chr1-40514352-9
NR2129--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR1875--MA0035.3.Gata1	chr14	79499548	79499558	+	0.000	0.000	Merged-chr14-79499625-44
NR741--MA0036.3.GATA2	chr10	117969929	117969939	-	0.000	0.000	Merged-chr10-117970017-9
NR5524--MA0766.1.GATA5	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR4113--MA0140.2.GATA1::TAL1	chr5	92398400	92398417	-	0.000	0.000	Merged-chr5-92398390-31
NR2916--MA0037.3.GATA3	chr2	18524606	18524613	+	0.000	0.000	Merged-chr2-18524516-29
NR1947--MA1104.1.GATA6	chr15	36375101	36375113	+	0.000	0.000	Merged-chr15-36375084-60
NR5113--MA0036.3.GATA2	chr8	114403775	114403785	+	0.000	0.000	Merged-chr8-114403898-8
NR1829--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR4686--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR3415--MA0140.2.GATA1::TAL1	chr3	81459666	81459683	+	0.000	0.000	Merged-chr3-81459854-5
NR1568--MA0140.2.GATA1::TAL1	chr13	90089531	90089548	-	0.000	0.000	Merged-chr13-90089654-72
NR3709--MA0035.3.Gata1	chr4	8917324	8917334	+	0.000	0.000	Merged-chr4-8917370-13
NR4176--MA1104.1.GATA6	chr5	114374678	114374690	-	0.000	0.000	Merged-chr5-114374787-5
NR2859--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR1097--MA0140.2.GATA1::TAL1	chr11	120316309	120316326	+	0.000	0.000	Merged-chr11-120316357-56
NR5331--MA0036.3.GATA2	chr9	64779819	64779829	-	0.000	0.000	Merged-chr9-64779927-39
NR3727--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR509--MA0482.1.Gata4	chr10	26229622	26229632	+	0.000	0.000	Merged-chr10-26229708-29
NR5336--MA0035.3.Gata1	chr9	64793164	64793174	-	0.000	0.000	Merged-chr9-64793163-21
NR135--MA0140.2.GATA1::TAL1	chr1	85953391	85953408	+	0.000	0.000	Merged-chr1-85953523-25
NR943--MA0035.3.Gata1	chr11	70653430	70653440	-	0.000	0.000	Merged-chr11-70653653-5
NR2366--MA1104.1.GATA6	chr17	13654749	13654761	+	0.000	0.000	Merged-chr17-13654932-70
NR3239--MA0037.3.GATA3	chr2	162998790	162998797	+	0.000	0.000	Merged-chr2-162998735-32
NR5293--MA0482.1.Gata4	chr9	55126445	55126455	-	0.000	0.000	Merged-chr9-55126346-49
NR2985--MA0037.3.GATA3	chr2	48477054	48477061	+	0.000	0.000	Merged-chr2-48477015-42
NR2963--MA0766.1.GATA5	chr2	32694254	32694261	-	0.000	0.000	Merged-chr2-32694192-49
NR2475--MA1104.1.GATA6	chr17	57060564	57060576	+	0.000	0.000	Merged-chr17-57060464-86
NR4997--MA0140.2.GATA1::TAL1	chr8	33898099	33898116	-	0.000	0.000	Merged-chr8-33898095-27
NR108--MA0482.1.Gata4	chr1	74239438	74239448	-	0.000	0.000	Merged-chr1-74239577-59
NR587--MA0140.2.GATA1::TAL1	chr10	75434735	75434752	-	0.000	0.000	Merged-chr10-75434678-44
NR1575--MA0035.3.Gata1	chr13	91882370	91882380	+	0.000	0.000	Merged-chr13-91882258-26
NR855--MA0036.3.GATA2	chr11	50377760	50377770	+	0.000	0.000	Merged-chr11-50377790-188
NR1684--MA0035.3.Gata1	chr13	114896083	114896093	-	0.000	0.000	Merged-chr13-114896013-49
NR2488--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR3544--MA0766.1.GATA5	chr3	126691146	126691153	+	0.000	0.000	Merged-chr3-126690917-48
NR5195--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR1121--MA0140.2.GATA1::TAL1	chr12	25270013	25270030	-	0.000	0.000	Merged-chr12-25270049-10
NR2678--MA0140.2.GATA1::TAL1	chr18	68059335	68059352	+	0.000	0.000	Merged-chr18-68059360-81
NR4819--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR3719--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR3767--MA0482.1.Gata4	chr4	62636268	62636278	+	0.000	0.000	Merged-chr4-62636315-14
NR2770--MA0036.3.GATA2	chr19	9899582	9899592	+	0.000	0.000	Merged-chr19-9899505-60
NR4141--MA0140.2.GATA1::TAL1	chr5	103976019	103976036	-	0.000	0.000	Merged-chr5-103975926-24
NR3261--MA1104.1.GATA6	chr2	166701739	166701751	-	0.000	0.000	Merged-chr2-166701886-96
NR4973--MA0036.3.GATA2	chr8	19703491	19703501	-	0.000	0.000	Merged-chr8-19703358-67
NR3133--MA0036.3.GATA2	chr2	113905184	113905194	-	0.000	0.000	Merged-chr2-113905137-3
NR5541--MA0036.3.GATA2	chrX	71474503	71474513	-	0.000	0.000	Merged-chrX-71474506-18
NR5142--MA0482.1.Gata4	chr8	116619186	116619196	-	0.000	0.000	Merged-chr8-116618956-26
NR3462--MA0482.1.Gata4	chr3	97681658	97681668	+	0.000	0.000	Merged-chr3-97681414-143
NR1105--MA0036.3.GATA2	chr12	4234233	4234243	+	0.000	0.000	Merged-chr12-4234133-70
NR3242--MA0036.3.GATA2	chr2	162998788	162998798	-	0.000	0.000	Merged-chr2-162998735-32
NR810--MA0766.1.GATA5	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR5522--MA0482.1.Gata4	chrX	7421266	7421276	-	0.000	0.000	Merged-chrX-7421154-31
NR1567--MA0035.3.Gata1	chr13	90089540	90089550	-	0.000	0.000	Merged-chr13-90089654-72
NR4920--MA0482.1.Gata4	chr7	130632045	130632055	-	0.000	0.000	Merged-chr7-130631867-47
NR3750--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR714--MA0766.1.GATA5	chr10	112001721	112001728	+	0.000	0.000	Merged-chr10-112001683-11
NR5334--MA1104.1.GATA6	chr9	64793163	64793175	+	0.000	0.000	Merged-chr9-64793163-21
NR1118--MA0036.3.GATA2	chr12	25270022	25270032	-	0.000	0.000	Merged-chr12-25270049-10
NR3561--MA0035.3.Gata1	chr3	130810235	130810245	-	0.000	0.000	Merged-chr3-130810133-82
NR988--MA0037.3.GATA3	chr11	94261811	94261818	+	0.000	0.000	Merged-chr11-94261974-7
NR5288--MA0035.3.Gata1	chr9	50924696	50924706	+	0.000	0.000	Merged-chr9-50924601-13
NR3573--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR914--MA0035.3.Gata1	chr11	61714630	61714640	+	0.000	0.000	Merged-chr11-61714742-28
NR3658--MA0140.2.GATA1::TAL1	chr3	152210480	152210497	-	0.000	0.000	Merged-chr3-152210438-105
NR3093--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR2175--MA1104.1.GATA6	chr16	36626940	36626952	+	0.000	0.000	Merged-chr16-36627003-31
NR5525--MA0035.3.Gata1	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR335--MA0037.3.GATA3	chr1	167289143	167289150	+	0.000	0.000	Merged-chr1-167288979-17
NR3278--MA0766.1.GATA5	chr2	167888047	167888054	+	0.000	0.000	Merged-chr2-167887922-18
NR3431--MA0035.3.Gata1	chr3	88607506	88607516	-	0.000	0.000	Merged-chr3-88607595-35
NR5158--MA0035.3.Gata1	chr8	117262929	117262939	+	0.000	0.000	Merged-chr8-117262902-7
NR5294--MA1104.1.GATA6	chr9	55126445	55126457	+	0.000	0.000	Merged-chr9-55126346-49
NR3885--MA1104.1.GATA6	chr4	127319977	127319989	-	0.000	0.000	Merged-chr4-127319840-19
NR3496--MA0766.1.GATA5	chr3	107578117	107578124	-	0.000	0.000	Merged-chr3-107578034-11
NR3353--MA0766.1.GATA5	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR1810--MA0037.3.GATA3	chr14	57712871	57712878	+	0.000	0.000	Merged-chr14-57713043-44
NR1739--MA0766.1.GATA5	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR3030--MA0035.3.Gata1	chr2	65044568	65044578	-	0.000	0.000	Merged-chr2-65044504-13
NR3232--MA1104.1.GATA6	chr2	157131306	157131318	-	0.000	0.000	Merged-chr2-157131278-25
NR4902--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR4832--MA0140.2.GATA1::TAL1	chr7	105752206	105752223	-	0.000	0.000	Merged-chr7-105752191-52
NR1111--MA0035.3.Gata1	chr12	13512375	13512385	+	0.000	0.000	Merged-chr12-13512538-15
NR991--MA0036.3.GATA2	chr11	94261809	94261819	-	0.000	0.000	Merged-chr11-94261974-7
NR653--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR924--MA0766.1.GATA5	chr11	64019418	64019425	-	0.000	0.000	Merged-chr11-64019417-11
