#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR76--MA0508.2.PRDM1	chr1	136898369	136898378	-	0.000	0.000	Merged-chr1-136898317-25
NR1153--MA0508.2.PRDM1	chr4	14882162	14882171	+	0.000	0.000	Merged-chr4-14882054-55
NR991--MA0508.2.PRDM1	chr2	119742213	119742222	-	0.000	0.000	Merged-chr2-119742331-93
NR786--MA0508.2.PRDM1	chr17	86041012	86041021	-	0.000	0.000	Merged-chr17-86040828-28
NR372--MA0508.2.PRDM1	chr12	79581852	79581861	+	0.000	0.000	Merged-chr12-79581763-13
NR643--MA0508.2.PRDM1	chr15	85828932	85828941	+	0.000	0.000	Merged-chr15-85828905-13
NR709--MA0508.2.PRDM1	chr16	70408304	70408313	+	0.000	0.000	Merged-chr16-70408152-21
NR89--MA0508.2.PRDM1	chr1	150497103	150497112	+	0.000	0.000	Merged-chr1-150496901-31
NR481--MA0508.2.PRDM1	chr13	89528783	89528792	-	0.000	0.000	Merged-chr13-89528887-11
NR133--MA0508.2.PRDM1	chr1	191396353	191396362	+	0.000	0.000	Merged-chr1-191396236-4
NR799--MA0508.2.PRDM1	chr18	9394063	9394072	+	0.000	0.000	Merged-chr18-9394163-42
NR861--MA0508.2.PRDM1	chr19	12472072	12472081	+	0.000	0.000	Merged-chr19-12472166-33
NR513--MA0508.2.PRDM1	chr13	112424799	112424808	-	0.000	0.000	Merged-chr13-112424975-114
NR494--MA0508.2.PRDM1	chr13	101664441	101664450	-	0.000	0.000	Merged-chr13-101664276-40
NR1179--MA0508.2.PRDM1	chr4	63859949	63859958	+	0.000	0.000	Merged-chr4-63860082-78
NR622--MA0508.2.PRDM1	chr15	59525608	59525617	-	0.000	0.000	Merged-chr15-59525783-18
NR1307--MA0508.2.PRDM1	chr5	105609879	105609888	+	0.000	0.000	Merged-chr5-105609798-27
NR68--MA0508.2.PRDM1	chr1	128615644	128615653	-	0.000	0.000	Merged-chr1-128615599-2
NR1288--MA0508.2.PRDM1	chr5	74348732	74348741	+	0.000	0.000	Merged-chr5-74348625-55
NR731--MA0508.2.PRDM1	chr16	95814630	95814639	-	0.000	0.000	Merged-chr16-95814712-5
NR255--MA0508.2.PRDM1	chr11	32324609	32324618	-	0.000	0.000	Merged-chr11-32324772-27
NR364--MA0508.2.PRDM1	chr12	69853634	69853643	+	0.000	0.000	Merged-chr12-69853558-20
NR887--MA0508.2.PRDM1	chr19	40545094	40545103	-	0.000	0.000	Merged-chr19-40545079-13
NR744--MA0508.2.PRDM1	chr17	15440376	15440385	-	0.000	0.000	Merged-chr17-15440327-25
NR1158--MA0508.2.PRDM1	chr4	46404182	46404191	+	0.000	0.000	Merged-chr4-46404308-42
NR330--MA0508.2.PRDM1	chr12	3780397	3780406	+	0.000	0.000	Merged-chr12-3780555-30
NR377--MA0508.2.PRDM1	chr12	85746330	85746339	-	0.000	0.000	Merged-chr12-85746223-36
NR234--MA0508.2.PRDM1	chr10	121693231	121693240	+	0.000	0.000	Merged-chr10-121693287-26
NR409--MA0508.2.PRDM1	chr12	113155326	113155335	+	0.000	0.000	Merged-chr12-113155292-10
NR866--MA0508.2.PRDM1	chr19	16956031	16956040	+	0.000	0.000	Merged-chr19-16955982-11
NR1389--MA0508.2.PRDM1	chr6	65662160	65662169	+	0.000	0.000	Merged-chr6-65662238-38
NR194--MA0508.2.PRDM1	chr10	78396315	78396324	-	0.000	0.000	Merged-chr10-78396427-32
NR988--MA0508.2.PRDM1	chr2	118111746	118111755	+	0.000	0.000	Merged-chr2-118111578-40
NR117--MA0508.2.PRDM1	chr1	177667221	177667230	-	0.000	0.000	Merged-chr1-177667213-17
NR1007--MA0508.2.PRDM1	chr2	144742297	144742306	+	0.000	0.000	Merged-chr2-144742373-21
NR1259--MA0508.2.PRDM1	chr5	20082632	20082641	+	0.000	0.000	Merged-chr5-20082786-46
NR606--MA0508.2.PRDM1	chr15	27784087	27784096	+	0.000	0.000	Merged-chr15-27783998-63
NR173--MA0508.2.PRDM1	chr10	44679848	44679857	+	0.000	0.000	Merged-chr10-44679817-10
NR715--MA0508.2.PRDM1	chr16	78236891	78236900	-	0.000	0.000	Merged-chr16-78236959-38
NR696--MA0508.2.PRDM1	chr16	52009715	52009724	+	0.000	0.000	Merged-chr16-52009656-17
NR301--MA0508.2.PRDM1	chr11	97104325	97104334	+	0.000	0.000	Merged-chr11-97104187-33
NR282--MA0508.2.PRDM1	chr11	79129519	79129528	+	0.000	0.000	Merged-chr11-79129591-7
NR553--MA0508.2.PRDM1	chr14	59341474	59341483	-	0.000	0.000	Merged-chr14-59341391-54
NR186--MA0508.2.PRDM1	chr10	63175246	63175255	-	0.000	0.000	Merged-chr10-63175316-22
NR152--MA0508.2.PRDM1	chr10	18119836	18119845	+	0.000	0.000	Merged-chr10-18119820-15
NR1108--MA0508.2.PRDM1	chr3	123385939	123385948	+	0.000	0.000	Merged-chr3-123385920-64
NR261--MA0508.2.PRDM1	chr11	52004191	52004200	+	0.000	0.000	Merged-chr11-52004219-51
NR327--MA0508.2.PRDM1	chr11	120800043	120800052	+	0.000	0.000	Merged-chr11-120800256-20
NR1661--MA0508.2.PRDM1	chr9	32745286	32745295	-	0.000	0.000	Merged-chr9-32745254-38
NR688--MA0508.2.PRDM1	chr16	44999616	44999625	-	0.000	0.000	Merged-chr16-44999747-49
NR959--MA0508.2.PRDM1	chr2	73059908	73059917	+	0.000	0.000	Merged-chr2-73059981-18
NR545--MA0508.2.PRDM1	chr14	45102489	45102498	+	0.000	0.000	Merged-chr14-45102324-46
NR383--MA0508.2.PRDM1	chr12	90576320	90576329	-	0.000	0.000	Merged-chr12-90576423-51
NR287--MA0508.2.PRDM1	chr11	80666403	80666412	+	0.000	0.000	Merged-chr11-80666360-28
NR829--MA0508.2.PRDM1	chr18	65395858	65395867	-	0.000	0.000	Merged-chr18-65395765-31
NR144--MA0508.2.PRDM1	chr10	7992672	7992681	+	0.000	0.000	Merged-chr10-7992796-25
NR415--MA0508.2.PRDM1	chr12	115848086	115848095	-	0.000	0.000	Merged-chr12-115847969-36
NR253--MA0508.2.PRDM1	chr11	31808038	31808047	+	0.000	0.000	Merged-chr11-31808102-31
NR319--MA0508.2.PRDM1	chr11	108248567	108248576	+	0.000	0.000	Merged-chr11-108248558-56
NR1491--MA0508.2.PRDM1	chr7	49462669	49462678	+	0.000	0.000	Merged-chr7-49462687-57
NR375--MA0508.2.PRDM1	chr12	84451301	84451310	-	0.000	0.000	Merged-chr12-84451236-79
NR516--MA0508.2.PRDM1	chr13	117025559	117025568	+	0.000	0.000	Merged-chr13-117025711-44
NR1231--MA0508.2.PRDM1	chr4	137861612	137861621	-	0.000	0.000	Merged-chr4-137861569-3
NR1611--MA0508.2.PRDM1	chr8	86864556	86864565	+	0.000	0.000	Merged-chr8-86864748-39
NR115--MA0508.2.PRDM1	chr1	173456527	173456536	-	0.000	0.000	Merged-chr1-173456559-25
NR1720--MA0508.2.PRDM1	chr9	114592575	114592584	+	0.000	0.000	Merged-chr9-114592565-4
NR1462--MA0508.2.PRDM1	chr6	145276475	145276484	+	0.000	0.000	Merged-chr6-145276388-70
NR1733--MA0508.2.PRDM1	chrX	59584238	59584247	-	0.000	0.000	Merged-chrX-59584208-12
NR80--MA0508.2.PRDM1	chr1	138559838	138559847	-	0.000	0.000	Merged-chr1-138559796-44
NR1571--MA0508.2.PRDM1	chr7	140999490	140999499	-	0.000	0.000	Merged-chr7-140999347-54
NR1693--MA0508.2.PRDM1	chr9	73039628	73039637	+	0.000	0.000	Merged-chr9-73039544-65
NR1454--MA0508.2.PRDM1	chr6	142571507	142571516	-	0.000	0.000	Merged-chr6-142571386-44
NR1725--MA0508.2.PRDM1	chr9	116332715	116332724	-	0.000	0.000	Merged-chr9-116332830-24
NR229--MA0508.2.PRDM1	chr10	118407118	118407127	+	0.000	0.000	Merged-chr10-118407091-36
NR1672--MA0508.2.PRDM1	chr9	44537924	44537933	-	0.000	0.000	Merged-chr9-44538011-43
NR910--MA0508.2.PRDM1	chr2	7270166	7270175	+	0.000	0.000	Merged-chr2-7270224-62
NR1685--MA0508.2.PRDM1	chr9	63737732	63737741	+	0.000	0.000	Merged-chr9-63737759-14
NR1542--MA0508.2.PRDM1	chr7	112860102	112860111	+	0.000	0.000	Merged-chr7-112860209-23
NR1446--MA0508.2.PRDM1	chr6	136683929	136683938	+	0.000	0.000	Merged-chr6-136683885-26
NR1717--MA0508.2.PRDM1	chr9	109000832	109000841	+	0.000	0.000	Merged-chr9-109000906-26
NR1303--MA0508.2.PRDM1	chr5	103367331	103367340	-	0.000	0.000	Merged-chr5-103367276-46
NR870--MA0508.2.PRDM1	chr19	21373623	21373632	+	0.000	0.000	Merged-chr19-21373569-18
NR1141--MA0508.2.PRDM1	chr3	152193887	152193896	+	0.000	0.000	Merged-chr3-152193769-51
NR1412--MA0508.2.PRDM1	chr6	98105516	98105525	-	0.000	0.000	Merged-chr6-98105536-59
NR1393--MA0508.2.PRDM1	chr6	70103465	70103474	-	0.000	0.000	Merged-chr6-70103466-27
NR30--MA0508.2.PRDM1	chr1	59189685	59189694	-	0.000	0.000	Merged-chr1-59189721-10
NR1425--MA0508.2.PRDM1	chr6	122669501	122669510	+	0.000	0.000	Merged-chr6-122669601-34
NR992--MA0508.2.PRDM1	chr2	120561695	120561704	+	0.000	0.000	Merged-chr2-120561719-10
NR1643--MA0508.2.PRDM1	chr8	123924719	123924728	+	0.000	0.000	Merged-chr8-123924931-30
NR1500--MA0508.2.PRDM1	chr7	65373412	65373421	-	0.000	0.000	Merged-chr7-65373607-20
NR1547--MA0508.2.PRDM1	chr7	114069523	114069532	+	0.000	0.000	Merged-chr7-114069379-29
NR1404--MA0508.2.PRDM1	chr6	85357124	85357133	-	0.000	0.000	Merged-chr6-85357195-19
NR22--MA0508.2.PRDM1	chr1	40847760	40847769	+	0.000	0.000	Merged-chr1-40847809-27
NR1308--MA0508.2.PRDM1	chr5	105776807	105776816	-	0.000	0.000	Merged-chr5-105776620-9
NR1494--MA0508.2.PRDM1	chr7	58475299	58475308	-	0.000	0.000	Merged-chr7-58475361-44
NR732--MA0508.2.PRDM1	chr16	95814848	95814857	-	0.000	0.000	Merged-chr16-95814712-5
NR1669--MA0508.2.PRDM1	chr9	40997273	40997282	+	0.000	0.000	Merged-chr9-40997373-39
NR35--MA0508.2.PRDM1	chr1	64486486	64486495	+	0.000	0.000	Merged-chr1-64486540-36
NR570--MA0508.2.PRDM1	chr14	73175902	73175911	+	0.000	0.000	Merged-chr14-73175814-32
NR1526--MA0508.2.PRDM1	chr7	97749001	97749010	-	0.000	0.000	Merged-chr7-97749220-165
NR1112--MA0508.2.PRDM1	chr3	132927760	132927769	+	0.000	0.000	Merged-chr3-132927951-20
NR1093--MA0508.2.PRDM1	chr3	105133336	105133345	+	0.000	0.000	Merged-chr3-105133189-20
NR1635--MA0508.2.PRDM1	chr8	120078268	120078277	+	0.000	0.000	Merged-chr8-120078339-32
NR854--MA0508.2.PRDM1	chr19	7217751	7217760	+	0.000	0.000	Merged-chr19-7217648-56
NR1539--MA0508.2.PRDM1	chr7	110824188	110824197	+	0.000	0.000	Merged-chr7-110824322-44
NR711--MA0508.2.PRDM1	chr16	75617833	75617842	-	0.000	0.000	Merged-chr16-75617911-31
NR91--MA0508.2.PRDM1	chr1	155040530	155040539	-	0.000	0.000	Merged-chr1-155040391-76
NR1234--MA0508.2.PRDM1	chr4	141766603	141766612	+	0.000	0.000	Merged-chr4-141766554-24
NR724--MA0508.2.PRDM1	chr16	92743911	92743920	-	0.000	0.000	Merged-chr16-92743989-33
NR1072--MA0508.2.PRDM1	chr3	85887675	85887684	-	0.000	0.000	Merged-chr3-85887790-94
NR1343--MA0508.2.PRDM1	chr5	149184615	149184624	-	0.000	0.000	Merged-chr5-149184513-135
NR1200--MA0508.2.PRDM1	chr4	106935503	106935512	-	0.000	0.000	Merged-chr4-106935357-64
NR27--MA0508.2.PRDM1	chr1	54279815	54279824	-	0.000	0.000	Merged-chr1-54279813-25
NR562--MA0508.2.PRDM1	chr14	65806100	65806109	+	0.000	0.000	Merged-chr14-65806099-56
NR833--MA0508.2.PRDM1	chr18	67255666	67255675	-	0.000	0.000	Merged-chr18-67255745-40
NR1181--MA0508.2.PRDM1	chr4	74231527	74231536	+	0.000	0.000	Merged-chr4-74231471-71
NR1247--MA0508.2.PRDM1	chr4	149914600	149914609	+	0.000	0.000	Merged-chr4-149914394-27
NR1499--MA0508.2.PRDM1	chr7	64309596	64309605	-	0.000	0.000	Merged-chr7-64309656-8
NR671--MA0508.2.PRDM1	chr16	24831220	24831229	+	0.000	0.000	Merged-chr16-24831230-9
NR1290--MA0508.2.PRDM1	chr5	76951353	76951362	+	0.000	0.000	Merged-chr5-76951369-96
NR1085--MA0508.2.PRDM1	chr3	100969744	100969753	+	0.000	0.000	Merged-chr3-100969599-56
NR1213--MA0508.2.PRDM1	chr4	124646749	124646758	-	0.000	0.000	Merged-chr4-124646724-23
NR1194--MA0508.2.PRDM1	chr4	95096891	95096900	+	0.000	0.000	Merged-chr4-95096971-16
NR1736--MA0508.2.PRDM1	chrX	77423702	77423711	+	0.000	0.000	Merged-chrX-77423693-6
NR83--MA0508.2.PRDM1	chr1	139454804	139454813	+	0.000	0.000	Merged-chr1-139454784-71
NR270--MA0508.2.PRDM1	chr11	69332195	69332204	+	0.000	0.000	Merged-chr11-69332186-23
NR1226--MA0508.2.PRDM1	chr4	135098672	135098681	-	0.000	0.000	Merged-chr4-135098629-27
NR793--MA0508.2.PRDM1	chr17	88403478	88403487	+	0.000	0.000	Merged-chr17-88403515-53
NR1335--MA0508.2.PRDM1	chr5	139368037	139368046	+	0.000	0.000	Merged-chr5-139368071-16
NR19--MA0508.2.PRDM1	chr1	39734979	39734988	+	0.000	0.000	Merged-chr1-39734752-43
NR554--MA0508.2.PRDM1	chr14	59695352	59695361	-	0.000	0.000	Merged-chr14-59695356-42
NR1030--MA0508.2.PRDM1	chr2	169396589	169396598	-	0.000	0.000	Merged-chr2-169396513-5
NR1301--MA0508.2.PRDM1	chr5	100896485	100896494	-	0.000	0.000	Merged-chr5-100896571-13
NR392--MA0508.2.PRDM1	chr12	100871976	100871985	+	0.000	0.000	Merged-chr12-100871796-44
NR663--MA0508.2.PRDM1	chr16	11688496	11688505	+	0.000	0.000	Merged-chr16-11688393-56
NR934--MA0508.2.PRDM1	chr2	48333110	48333119	-	0.000	0.000	Merged-chr2-48333008-54
NR520--MA0508.2.PRDM1	chr14	7833637	7833646	-	0.000	0.000	Merged-chr14-7833590-5
NR881--MA0508.2.PRDM1	chr19	32268756	32268765	+	0.000	0.000	Merged-chr19-32268730-8
NR676--MA0508.2.PRDM1	chr16	32190297	32190306	-	0.000	0.000	Merged-chr16-32190230-31
NR1566--MA0508.2.PRDM1	chr7	131541699	131541708	-	0.000	0.000	Merged-chr7-131541737-2
NR262--MA0508.2.PRDM1	chr11	52261119	52261128	+	0.000	0.000	Merged-chr11-52261104-14
NR990--MA0508.2.PRDM1	chr2	119477616	119477625	+	0.000	0.000	Merged-chr2-119477609-138
NR1199--MA0508.2.PRDM1	chr4	106281509	106281518	+	0.000	0.000	Merged-chr4-106281606-32
NR480--MA0508.2.PRDM1	chr13	89428733	89428742	-	0.000	0.000	Merged-chr13-89428642-60
NR817--MA0508.2.PRDM1	chr18	54940605	54940614	+	0.000	0.000	Merged-chr18-54940674-40
NR403--MA0508.2.PRDM1	chr12	110389527	110389536	+	0.000	0.000	Merged-chr12-110389691-32
NR926--MA0508.2.PRDM1	chr2	34977288	34977297	+	0.000	0.000	Merged-chr2-34977109-71
NR1545--MA0508.2.PRDM1	chr7	114066942	114066951	+	0.000	0.000	Merged-chr7-114066923-10
NR1178--MA0508.2.PRDM1	chr4	63640044	63640053	+	0.000	0.000	Merged-chr4-63640034-20
NR1306--MA0508.2.PRDM1	chr5	105495369	105495378	+	0.000	0.000	Merged-chr5-105495544-71
NR67--MA0508.2.PRDM1	chr1	127732844	127732853	+	0.000	0.000	Merged-chr1-127732945-24
NR254--MA0508.2.PRDM1	chr11	32039765	32039774	-	0.000	0.000	Merged-chr11-32039842-30
NR1415--MA0508.2.PRDM1	chr6	108549742	108549751	+	0.000	0.000	Merged-chr6-108549628-58
NR111--MA0508.2.PRDM1	chr1	165322578	165322587	+	0.000	0.000	Merged-chr1-165322509-22
NR777--MA0508.2.PRDM1	chr17	65740403	65740412	-	0.000	0.000	Merged-chr17-65740416-17
NR1253--MA0508.2.PRDM1	chr4	155571463	155571472	-	0.000	0.000	Merged-chr4-155571656-17
NR46--MA0508.2.PRDM1	chr1	88575975	88575984	-	0.000	0.000	Merged-chr1-88576113-71
NR918--MA0508.2.PRDM1	chr2	21223067	21223076	+	0.000	0.000	Merged-chr2-21222970-39
NR690--MA0508.2.PRDM1	chr16	49936393	49936402	-	0.000	0.000	Merged-chr16-49936333-53
NR485--MA0508.2.PRDM1	chr13	92987169	92987178	-	0.000	0.000	Merged-chr13-92986977-41
NR1375--MA0508.2.PRDM1	chr6	53704599	53704608	+	0.000	0.000	Merged-chr6-53704558-10
NR59--MA0508.2.PRDM1	chr1	106561319	106561328	+	0.000	0.000	Merged-chr1-106561410-50
NR865--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR180--MA0508.2.PRDM1	chr10	53596852	53596861	-	0.000	0.000	Merged-chr10-53596886-150
NR722--MA0508.2.PRDM1	chr16	92443872	92443881	-	0.000	0.000	Merged-chr16-92443749-37
NR517--MA0508.2.PRDM1	chr13	117211687	117211696	+	0.000	0.000	Merged-chr13-117211586-48
NR1388--MA0508.2.PRDM1	chr6	65564421	65564430	-	0.000	0.000	Merged-chr6-65564422-101
NR25--MA0508.2.PRDM1	chr1	52388418	52388427	+	0.000	0.000	Merged-chr1-52388435-48
NR626--MA0508.2.PRDM1	chr15	62482575	62482584	-	0.000	0.000	Merged-chr15-62482463-45
NR1245--MA0508.2.PRDM1	chr4	147848475	147848484	-	0.000	0.000	Merged-chr4-147848412-69
NR1497--MA0508.2.PRDM1	chr7	58829263	58829272	-	0.000	0.000	Merged-chr7-58829355-33
NR1149--MA0508.2.PRDM1	chr4	6844285	6844294	+	0.000	0.000	Merged-chr4-6844197-28
NR844--MA0508.2.PRDM1	chr18	82537331	82537340	-	0.000	0.000	Merged-chr18-82537240-31
NR225--MA0508.2.PRDM1	chr10	117571672	117571681	+	0.000	0.000	Merged-chr10-117571495-58
NR953--MA0508.2.PRDM1	chr2	69415311	69415320	-	0.000	0.000	Merged-chr2-69415236-25
NR477--MA0508.2.PRDM1	chr13	83649954	83649963	+	0.000	0.000	Merged-chr13-83649966-15
NR1367--MA0508.2.PRDM1	chr6	41527561	41527570	+	0.000	0.000	Merged-chr6-41527380-17
NR552--MA0508.2.PRDM1	chr14	59297645	59297654	-	0.000	0.000	Merged-chr14-59297580-39
NR1237--MA0508.2.PRDM1	chr4	145586306	145586315	+	0.000	0.000	Merged-chr4-145586150-24
NR661--MA0508.2.PRDM1	chr16	10741345	10741354	+	0.000	0.000	Merged-chr16-10741370-34
NR836--MA0508.2.PRDM1	chr18	70522417	70522426	+	0.000	0.000	Merged-chr18-70522488-53
NR674--MA0508.2.PRDM1	chr16	31234186	31234195	+	0.000	0.000	Merged-chr16-31234137-43
NR1088--MA0508.2.PRDM1	chr3	103829135	103829144	+	0.000	0.000	Merged-chr3-103829221-17
NR1359--MA0508.2.PRDM1	chr6	29467965	29467974	+	0.000	0.000	Merged-chr6-29467922-63
NR531--MA0508.2.PRDM1	chr14	27341645	27341654	+	0.000	0.000	Merged-chr14-27341524-59
NR326--MA0508.2.PRDM1	chr11	120631338	120631347	-	0.000	0.000	Merged-chr11-120631318-28
NR1197--MA0508.2.PRDM1	chr4	98590434	98590443	+	0.000	0.000	Merged-chr4-98590531-9
NR1229--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR719--MA0508.2.PRDM1	chr16	87507938	87507947	+	0.000	0.000	Merged-chr16-87507775-34
NR1067--MA0508.2.PRDM1	chr3	71564229	71564238	+	0.000	0.000	Merged-chr3-71564100-40
NR99--MA0508.2.PRDM1	chr1	160006268	160006277	+	0.000	0.000	Merged-chr1-160006258-20
NR305--MA0508.2.PRDM1	chr11	98294568	98294577	-	0.000	0.000	Merged-chr11-98294653-16
NR286--MA0508.2.PRDM1	chr11	79993064	79993073	-	0.000	0.000	Merged-chr11-79993076-75
NR557--MA0508.2.PRDM1	chr14	63383605	63383614	-	0.000	0.000	Merged-chr14-63383555-18
NR414--MA0508.2.PRDM1	chr12	115262600	115262609	-	0.000	0.000	Merged-chr12-115262701-27
NR395--MA0508.2.PRDM1	chr12	104062022	104062031	+	0.000	0.000	Merged-chr12-104062030-43
NR666--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR937--MA0508.2.PRDM1	chr2	55091537	55091546	+	0.000	0.000	Merged-chr2-55091620-19
NR6--MA0508.2.PRDM1	chr1	16688664	16688673	-	0.000	0.000	Merged-chr1-16688563-89
NR299--MA0508.2.PRDM1	chr11	94210257	94210266	+	0.000	0.000	Merged-chr11-94210319-4
NR427--MA0508.2.PRDM1	chr13	9430075	9430084	+	0.000	0.000	Merged-chr13-9430179-63
NR679--MA0508.2.PRDM1	chr16	35742514	35742523	+	0.000	0.000	Merged-chr16-35742622-74
NR536--MA0508.2.PRDM1	chr14	32201971	32201980	-	0.000	0.000	Merged-chr14-32201951-64
NR788--MA0508.2.PRDM1	chr17	86187956	86187965	-	0.000	0.000	Merged-chr17-86187981-35
NR374--MA0508.2.PRDM1	chr12	83987859	83987868	+	0.000	0.000	Merged-chr12-83987988-78
NR1059--MA0508.2.PRDM1	chr3	51648399	51648408	+	0.000	0.000	Merged-chr3-51648429-13
NR515--MA0508.2.PRDM1	chr13	114151393	114151402	+	0.000	0.000	Merged-chr13-114151304-52
NR101--MA0508.2.PRDM1	chr1	161436662	161436671	+	0.000	0.000	Merged-chr1-161436721-21
NR114--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR223--MA0508.2.PRDM1	chr10	116511384	116511393	+	0.000	0.000	Merged-chr10-116511368-18
NR889--MA0508.2.PRDM1	chr19	41031243	41031252	+	0.000	0.000	Merged-chr19-41031181-46
NR475--MA0508.2.PRDM1	chr13	81675480	81675489	-	0.000	0.000	Merged-chr13-81675595-44
NR1732--MA0508.2.PRDM1	chrX	57196547	57196556	-	0.000	0.000	Merged-chrX-57196423-53
NR379--MA0508.2.PRDM1	chr12	86836926	86836935	+	0.000	0.000	Merged-chr12-86836773-41
NR1570--MA0508.2.PRDM1	chr7	140999421	140999430	-	0.000	0.000	Merged-chr7-140999347-54
NR868--MA0508.2.PRDM1	chr19	18598839	18598848	-	0.000	0.000	Merged-chr19-18599034-106
NR1602--MA0508.2.PRDM1	chr8	69149332	69149341	-	0.000	0.000	Merged-chr8-69149326-14
NR249--MA0508.2.PRDM1	chr11	20326625	20326634	+	0.000	0.000	Merged-chr11-20326437-1
NR106--MA0508.2.PRDM1	chr1	162740472	162740481	+	0.000	0.000	Merged-chr1-162740242-97
NR215--MA0508.2.PRDM1	chr10	111156973	111156982	-	0.000	0.000	Merged-chr10-111156928-138
NR467--MA0508.2.PRDM1	chr13	67500479	67500488	+	0.000	0.000	Merged-chr13-67500378-53
NR1724--MA0508.2.PRDM1	chr9	116332723	116332732	+	0.000	0.000	Merged-chr9-116332830-24
NR228--MA0508.2.PRDM1	chr10	118166243	118166252	+	0.000	0.000	Merged-chr10-118166257-15
NR589--MA0508.2.PRDM1	chr14	116210605	116210614	+	0.000	0.000	Merged-chr14-116210530-30
NR698--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR1432--MA0508.2.PRDM1	chr6	127446830	127446839	-	0.000	0.000	Merged-chr6-127446764-51
NR50--MA0508.2.PRDM1	chr1	95573081	95573090	+	0.000	0.000	Merged-chr1-95573255-46
