#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5718--MA0511.2.RUNX2	chr4	34778239	34778247	+	0.000	0.000	Merged-chr4-34778308-51
NR7233--MA0002.2.RUNX1	chr6	137825165	137825175	+	0.000	0.000	Merged-chr6-137825145-19
NR7899--MA0002.2.RUNX1	chr8	25263166	25263176	-	0.000	0.000	Merged-chr8-25263139-17
NR7504--MA0002.2.RUNX1	chr7	72114849	72114859	-	0.000	0.000	Merged-chr7-72114875-2
NR5553--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR975--MA0684.1.RUNX3	chr10	84816200	84816209	-	0.000	0.000	Merged-chr10-84816101-46
NR5348--MA0002.2.RUNX1	chr3	88452427	88452437	-	0.000	0.000	Merged-chr3-88452451-33
NR5619--MA0002.2.RUNX1	chr3	152212115	152212125	-	0.000	0.000	Merged-chr3-152212044-45
NR8930--MA0002.2.RUNX1	chrX	167206002	167206012	-	0.000	0.000	Merged-chrX-167206151-49
NR3002--MA0002.2.RUNX1	chr15	36562936	36562946	-	0.000	0.000	Merged-chr15-36562926-39
NR1051--MA0002.2.RUNX1	chr10	98776540	98776550	-	0.000	0.000	Merged-chr10-98776574-38
NR4971--MA0684.1.RUNX3	chr2	136965548	136965557	-	0.000	0.000	Merged-chr2-136965495-19
NR6774--MA0002.2.RUNX1	chr6	22359167	22359177	+	0.000	0.000	Merged-chr6-22359175-7
NR5304--MA0511.2.RUNX2	chr3	79234295	79234303	+	0.000	0.000	Merged-chr3-79234130-4
NR1117--MA0002.2.RUNX1	chr10	118460321	118460331	-	0.000	0.000	Merged-chr10-118460418-18
NR1180--MA0684.1.RUNX3	chr10	127586317	127586326	+	0.000	0.000	Merged-chr10-127586318-36
NR5205--MA0002.2.RUNX1	chr3	30965810	30965820	+	0.000	0.000	Merged-chr3-30965854-44
NR684--MA0002.2.RUNX1	chr10	7839242	7839252	-	0.000	0.000	Merged-chr10-7839436-87
NR3525--MA0002.2.RUNX1	chr16	58718943	58718953	+	0.000	0.000	Merged-chr16-58718786-22
NR1517--MA0684.1.RUNX3	chr11	85384534	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR4680--MA0002.2.RUNX1	chr2	34074198	34074208	+	0.000	0.000	Merged-chr2-34074171-45
NR4951--MA0002.2.RUNX1	chr2	132052037	132052047	+	0.000	0.000	Merged-chr2-132051940-20
NR7342--MA0002.2.RUNX1	chr7	16950377	16950387	-	0.000	0.000	Merged-chr7-16950305-32
NR5334--MA0684.1.RUNX3	chr3	86837546	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR541--MA0002.2.RUNX1	chr1	179169770	179169780	+	0.000	0.000	Merged-chr1-179169843-56
NR3777--MA0002.2.RUNX1	chr17	29297861	29297871	+	0.000	0.000	Merged-chr17-29297953-13
NR8834--MA0002.2.RUNX1	chrX	71622485	71622495	-	0.000	0.000	Merged-chrX-71622436-27
NR1226--MA0002.2.RUNX1	chr11	5216015	5216025	-	0.000	0.000	Merged-chr11-5215848-30
NR4603--MA0002.2.RUNX1	chr2	13836463	13836473	-	0.000	0.000	Merged-chr2-13836576-22
NR5586--MA0684.1.RUNX3	chr3	145538076	145538085	+	0.000	0.000	Merged-chr3-145538069-30
NR7389--MA0002.2.RUNX1	chr7	37978012	37978022	-	0.000	0.000	Merged-chr7-37977957-29
NR670--MA0684.1.RUNX3	chr10	4357605	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR5314--MA0002.2.RUNX1	chr3	84093124	84093134	-	0.000	0.000	Merged-chr3-84093112-19
NR3306--MA0684.1.RUNX3	chr16	4503549	4503558	+	0.000	0.000	Merged-chr16-4503652-20
NR5109--MA0002.2.RUNX1	chr2	167505272	167505282	+	0.000	0.000	Merged-chr2-167505349-52
NR6740--MA0002.2.RUNX1	chr5	149016919	149016929	-	0.000	0.000	Merged-chr5-149016995-7
NR4017--MA0684.1.RUNX3	chr17	79965075	79965084	-	0.000	0.000	Merged-chr17-79965028-43
NR7994--MA0684.1.RUNX3	chr8	70174663	70174672	-	0.000	0.000	Merged-chr8-70174484-11
NR5172--MA0684.1.RUNX3	chr2	181484141	181484150	-	0.000	0.000	Merged-chr2-181483913-67
NR5251--MA0511.2.RUNX2	chr3	55419441	55419449	+	0.000	0.000	Merged-chr3-55419547-37
NR6992--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR1064--MA0002.2.RUNX1	chr10	99416940	99416950	-	0.000	0.000	Merged-chr10-99417083-63
NR1335--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR7917--MA0684.1.RUNX3	chr8	27200955	27200964	+	0.000	0.000	Merged-chr8-27201067-26
NR2761--MA0002.2.RUNX1	chr14	61698837	61698847	+	0.000	0.000	Merged-chr14-61698789-31
NR3144--MA0684.1.RUNX3	chr15	76757758	76757767	+	0.000	0.000	Merged-chr15-76757728-51
NR1587--MA0002.2.RUNX1	chr11	101194812	101194822	-	0.000	0.000	Merged-chr11-101194910-10
NR4964--MA0002.2.RUNX1	chr2	135737685	135737695	+	0.000	0.000	Merged-chr2-135737673-31
NR5823--MA0684.1.RUNX3	chr4	87669564	87669573	+	0.000	0.000	Merged-chr4-87669731-33
NR7355--MA0002.2.RUNX1	chr7	24457834	24457844	-	0.000	0.000	Merged-chr7-24457903-49
NR3001--MA0684.1.RUNX3	chr15	36415973	36415982	-	0.000	0.000	Merged-chr15-36415862-35
NR4550--MA0002.2.RUNX1	chr19	58850826	58850836	-	0.000	0.000	Merged-chr19-58850860-26
NR4821--MA0002.2.RUNX1	chr2	84784879	84784889	+	0.000	0.000	Merged-chr2-84784837-8
NR7007--MA0002.2.RUNX1	chr6	91864815	91864825	-	0.000	0.000	Merged-chr6-91864766-17
NR140--MA0002.2.RUNX1	chr1	61638763	61638773	+	0.000	0.000	Merged-chr1-61639055-49
NR3918--MA0002.2.RUNX1	chr17	55959558	55959568	+	0.000	0.000	Merged-chr17-55959368-72
NR1696--MA0002.2.RUNX1	chr11	114322836	114322846	-	0.000	0.000	Merged-chr11-114322815-29
NR6482--MA0002.2.RUNX1	chr5	105675681	105675691	+	0.000	0.000	Merged-chr5-105675662-27
NR8069--MA0511.2.RUNX2	chr8	94240484	94240492	+	0.000	0.000	Merged-chr8-94240399-13
NR7136--MA0684.1.RUNX3	chr6	124375733	124375742	+	0.000	0.000	Merged-chr6-124375670-49
NR2251--MA0002.2.RUNX1	chr13	20306359	20306369	+	0.000	0.000	Merged-chr13-20306536-31
NR3110--MA0684.1.RUNX3	chr15	66476037	66476046	+	0.000	0.000	Merged-chr15-66476281-69
NR3776--MA0684.1.RUNX3	chr17	28967017	28967026	-	0.000	0.000	Merged-chr17-28967141-28
NR8890--MA0002.2.RUNX1	chrX	140505939	140505949	-	0.000	0.000	Merged-chrX-140506133-71
NR3899--MA0002.2.RUNX1	chr17	51396111	51396121	+	0.000	0.000	Merged-chr17-51396225-19
NR7388--MA0684.1.RUNX3	chr7	37977883	37977892	-	0.000	0.000	Merged-chr7-37977957-29
NR5165--MA0002.2.RUNX1	chr2	180080936	180080946	+	0.000	0.000	Merged-chr2-180080885-21
NR3428--MA0684.1.RUNX3	chr16	35485045	35485054	+	0.000	0.000	Merged-chr16-35485007-20
NR7672--MA0511.2.RUNX2	chr7	112180310	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR7943--MA0511.2.RUNX2	chr8	41334319	41334327	-	0.000	0.000	Merged-chr8-41334366-24
NR7738--MA0511.2.RUNX2	chr7	125597223	125597231	-	0.000	0.000	Merged-chr7-125597306-20
NR3712--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR5294--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR2631--MA0002.2.RUNX1	chr14	20025508	20025518	-	0.000	0.000	Merged-chr14-20025381-48
NR2902--MA0002.2.RUNX1	chr14	118681223	118681233	+	0.000	0.000	Merged-chr14-118681179-25
NR1827--MA0511.2.RUNX2	chr12	32895347	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR567--MA0002.2.RUNX1	chr1	181139039	181139049	-	0.000	0.000	Merged-chr1-181138902-31
NR7102--MA0684.1.RUNX3	chr6	120199717	120199726	-	0.000	0.000	Merged-chr6-120199707-32
NR5217--MA0684.1.RUNX3	chr3	37360911	37360920	+	0.000	0.000	Merged-chr3-37360899-19
NR153--MA0002.2.RUNX1	chr1	66649777	66649787	-	0.000	0.000	Merged-chr1-66649832-31
NR1857--MA0684.1.RUNX3	chr12	51449505	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR6971--MA0002.2.RUNX1	chr6	83416303	83416313	-	0.000	0.000	Merged-chr6-83416446-52
NR5501--MA0511.2.RUNX2	chr3	123192399	123192407	+	0.000	0.000	Merged-chr3-123192207-28
NR4420--MA0002.2.RUNX1	chr19	32121042	32121052	+	0.000	0.000	Merged-chr19-32120972-21
NR1665--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR7477--MA0002.2.RUNX1	chr7	64037908	64037918	+	0.000	0.000	Merged-chr7-64037942-29
NR75--MA0002.2.RUNX1	chr1	40473882	40473892	+	0.000	0.000	Merged-chr1-40473860-44
NR3789--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR1172--MA0684.1.RUNX3	chr10	127231156	127231165	+	0.000	0.000	Merged-chr10-127231137-38
NR676--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR1238--MA0684.1.RUNX3	chr11	10276400	10276409	-	0.000	0.000	Merged-chr11-10276392-45
NR947--MA0002.2.RUNX1	chr10	79797737	79797747	+	0.000	0.000	Merged-chr10-79797598-16,Merged-chr10-79797957-4
NR1509--MA0684.1.RUNX3	chr11	83569427	83569436	+	0.000	0.000	Merged-chr11-83569435-5
NR4820--MA0684.1.RUNX3	chr2	84779437	84779446	+	0.000	0.000	Merged-chr2-84779489-49
NR1566--MA0002.2.RUNX1	chr11	97112723	97112733	-	0.000	0.000	Merged-chr11-97112765-38
NR7211--MA0684.1.RUNX3	chr6	134863293	134863302	-	0.000	0.000	Merged-chr6-134863316-31
NR3375--MA0684.1.RUNX3	chr16	24215620	24215629	-	0.000	0.000	Merged-chr16-24215617-40
NR1218--MA0002.2.RUNX1	chr11	4289433	4289443	+	0.000	0.000	Merged-chr11-4289401-53
NR2521--MA0684.1.RUNX3	chr13	107869161	107869170	+	0.000	0.000	Merged-chr13-107869033-28
NR4800--MA0002.2.RUNX1	chr2	75638324	75638334	+	0.000	0.000	Merged-chr2-75638306-35
NR3232--MA0684.1.RUNX3	chr15	93275367	93275376	+	0.000	0.000	Merged-chr15-93275409-98
NR3355--MA0002.2.RUNX1	chr16	18127616	18127626	-	0.000	0.000	Merged-chr16-18127553-42
NR1199--MA0002.2.RUNX1	chr11	3157496	3157506	+	0.000	0.000	Merged-chr11-3157744-93
NR2--MA0684.1.RUNX3	chr1	4748286	4748295	-	0.000	0.000	Merged-chr1-4748298-21
NR4781--MA0002.2.RUNX1	chr2	72536063	72536073	+	0.000	0.000	Merged-chr2-72536133-16
NR1360--MA0511.2.RUNX2	chr11	58290445	58290453	-	0.000	0.000	Merged-chr11-58290425-28
NR5164--MA0684.1.RUNX3	chr2	180080869	180080878	-	0.000	0.000	Merged-chr2-180080885-21
NR1426--MA0511.2.RUNX2	chr11	72963869	72963877	+	0.000	0.000	Merged-chr11-72963811-9
NR7509--MA0002.2.RUNX1	chr7	72306557	72306567	+	0.000	0.000	Merged-chr7-72306656-56
NR642--MA0002.2.RUNX1	chr1	192106600	192106610	+	0.000	0.000	Merged-chr1-192106489-61
NR708--MA0002.2.RUNX1	chr10	12985259	12985269	-	0.000	0.000	Merged-chr10-12985296-24
NR3292--MA0511.2.RUNX2	chr15	102165736	102165744	+	0.000	0.000	Merged-chr15-102165758-28
NR1327--MA0002.2.RUNX1	chr11	50371494	50371504	-	0.000	0.000	Merged-chr11-50371605-32
NR2901--MA0684.1.RUNX3	chr14	118658446	118658455	+	0.000	0.000	Merged-chr14-118658326-68
NR1012--MA0511.2.RUNX2	chr10	93188700	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR8078--MA0684.1.RUNX3	chr8	94919432	94919441	-	0.000	0.000	Merged-chr8-94919490-5
NR5144--MA0002.2.RUNX1	chr2	174555970	174555980	-	0.000	0.000	Merged-chr2-174555978-36
NR3193--MA0002.2.RUNX1	chr15	82235890	82235900	-	0.000	0.000	Merged-chr15-82235726-13
NR4890--MA0002.2.RUNX1	chr2	117403614	117403624	-	0.000	0.000	Merged-chr2-117403597-27
NR850--MA0511.2.RUNX2	chr10	58282406	58282414	-	0.000	0.000	Merged-chr10-58282409-26
NR6907--MA0002.2.RUNX1	chr6	56568985	56568995	+	0.000	0.000	Merged-chr6-56568855-65
NR5001--MA0002.2.RUNX1	chr2	148902581	148902591	+	0.000	0.000	Merged-chr2-148902521-46
NR1042--MA0684.1.RUNX3	chr10	96238482	96238491	+	0.000	0.000	Merged-chr10-96238427-11
NR751--MA0002.2.RUNX1	chr10	21479688	21479698	+	0.000	0.000	Merged-chr10-21479566-37
NR7476--MA0684.1.RUNX3	chr7	63999432	63999441	-	0.000	0.000	Merged-chr7-63999373-46
NR3467--MA0511.2.RUNX2	chr16	45090257	45090265	-	0.000	0.000	Merged-chr16-45090257-28
NR5253--MA0002.2.RUNX1	chr3	55419613	55419623	+	0.000	0.000	Merged-chr3-55419547-37
NR2928--MA0002.2.RUNX1	chr15	3220748	3220758	+	0.000	0.000	Merged-chr15-3220776-1
NR5048--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR132--MA0002.2.RUNX1	chr1	60777109	60777119	+	0.000	0.000	Merged-chr1-60777260-88
NR7604--MA0684.1.RUNX3	chr7	96818602	96818611	+	0.000	0.000	Merged-chr7-96818578-56
NR1168--MA0511.2.RUNX2	chr10	127107687	127107695	-	0.000	0.000	Merged-chr10-127107710-55
NR7141--MA0511.2.RUNX2	chr6	125241741	125241749	-	0.000	0.000	Merged-chr6-125241695-39
NR7585--MA0684.1.RUNX3	chr7	89171966	89171975	+	0.000	0.000	Merged-chr7-89172043-28
NR340--MA0511.2.RUNX2	chr1	138952394	138952402	+	0.000	0.000	Merged-chr1-138952405-35
NR5305--MA0684.1.RUNX3	chr3	79234295	79234304	+	0.000	0.000	Merged-chr3-79234130-4
NR2766--MA0002.2.RUNX1	chr14	62943984	62943994	+	0.000	0.000	Merged-chr14-62944057-10
NR7108--MA0002.2.RUNX1	chr6	120539196	120539206	+	0.000	0.000	Merged-chr6-120539283-23
NR3354--MA0684.1.RUNX3	chr16	17695010	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR5157--MA0002.2.RUNX1	chr2	178585845	178585855	+	0.000	0.000	Merged-chr2-178586052-3
NR7393--MA0511.2.RUNX2	chr7	39650867	39650875	+	0.000	0.000	Merged-chr7-39650740-5
NR6731--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR3477--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR7935--MA0511.2.RUNX2	chr8	36182406	36182414	+	0.000	0.000	Merged-chr8-36182321-59
NR4780--MA0684.1.RUNX3	chr2	72365442	72365451	-	0.000	0.000	Merged-chr2-72365558-19
NR6583--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR7089--MA0002.2.RUNX1	chr6	118167207	118167217	-	0.000	0.000	Merged-chr6-118167184-65
NR370--MA0684.1.RUNX3	chr1	151644456	151644465	-	0.000	0.000	Merged-chr1-151644358-13
NR2623--MA0002.2.RUNX1	chr14	16173513	16173523	-	0.000	0.000	Merged-chr14-16173543-50
NR5828--MA0684.1.RUNX3	chr4	88088936	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR3877--MA0684.1.RUNX3	chr17	46848674	46848683	-	0.000	0.000	Merged-chr17-46848771-22
NR5014--MA0002.2.RUNX1	chr2	152825926	152825936	-	0.000	0.000	Merged-chr2-152825903-49
NR1055--MA0684.1.RUNX3	chr10	98878160	98878169	-	0.000	0.000	Merged-chr10-98878013-50
NR8120--MA0002.2.RUNX1	chr8	109705273	109705283	+	0.000	0.000	Merged-chr8-109705428-77
NR2974--MA0511.2.RUNX2	chr15	27668288	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR5094--MA0511.2.RUNX2	chr2	166264959	166264967	+	0.000	0.000	Merged-chr2-166264997-23
NR3129--MA0002.2.RUNX1	chr15	73140525	73140535	-	0.000	0.000	Merged-chr15-73140453-54
NR6440--MA0002.2.RUNX1	chr5	100622450	100622460	+	0.000	0.000	Merged-chr5-100622533-21
NR1405--MA0511.2.RUNX2	chr11	67633799	67633807	+	0.000	0.000	Merged-chr11-67633953-18
NR7217--MA0002.2.RUNX1	chr6	136743801	136743811	-	0.000	0.000	Merged-chr6-136743937-14
NR5537--MA0002.2.RUNX1	chr3	133563766	133563776	+	0.000	0.000	Merged-chr3-133563771-42
NR621--MA0002.2.RUNX1	chr1	191419219	191419229	-	0.000	0.000	Merged-chr1-191419117-1
NR416--MA0002.2.RUNX1	chr1	160024745	160024755	+	0.000	0.000	Merged-chr1-160024850-77
NR5222--MA0511.2.RUNX2	chr3	37606148	37606156	-	0.000	0.000	Merged-chr3-37605967-27
NR6963--MA0002.2.RUNX1	chr6	82922026	82922036	+	0.000	0.000	Merged-chr6-82922037-57
NR5888--MA0511.2.RUNX2	chr4	102629843	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR4412--MA0002.2.RUNX1	chr19	29325280	29325290	-	0.000	0.000	Merged-chr19-29325284-39
NR2732--MA0002.2.RUNX1	chr14	54183150	54183160	+	0.000	0.000	Merged-chr14-54183191-18
NR7469--MA0002.2.RUNX1	chr7	63925563	63925573	-	0.000	0.000	Merged-chr7-63925651-49
NR1928--MA0511.2.RUNX2	chr12	77788442	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR5123--MA0002.2.RUNX1	chr2	169702968	169702978	-	0.000	0.000	Merged-chr2-169702917-20
NR3115--MA0684.1.RUNX3	chr15	66755412	66755421	+	0.000	0.000	Merged-chr15-66755443-30
NR1164--MA0684.1.RUNX3	chr10	124138563	124138572	-	0.000	0.000	Merged-chr10-124138683-21
NR8895--MA0002.2.RUNX1	chrX	151344070	151344080	+	0.000	0.000	Merged-chrX-151344027-1
NR8500--MA0002.2.RUNX1	chr9	70080176	70080186	+	0.000	0.000	Merged-chr9-70080238-33
NR3238--MA0002.2.RUNX1	chr15	93302036	93302046	+	0.000	0.000	Merged-chr15-93302109-22
NR5252--MA0684.1.RUNX3	chr3	55419441	55419450	+	0.000	0.000	Merged-chr3-55419547-37
NR5523--MA0684.1.RUNX3	chr3	130059977	130059986	+	0.000	0.000	Merged-chr3-130059995-8
NR2984--MA0002.2.RUNX1	chr15	33083258	33083268	+	0.000	0.000	Merged-chr15-33083437-82
NR5047--MA0684.1.RUNX3	chr2	157447550	157447559	-	0.000	0.000	Merged-chr2-157447566-79
NR1687--MA0684.1.RUNX3	chr11	113174071	113174080	+	0.000	0.000	Merged-chr11-113174221-33
NR8752--MA0002.2.RUNX1	chr9	122213062	122213072	-	0.000	0.000	Merged-chr9-122213151-2
NR6029--MA0684.1.RUNX3	chr4	135520640	135520649	+	0.000	0.000	Merged-chr4-135520643-13
NR254--MA0002.2.RUNX1	chr1	94048234	94048244	-	0.000	0.000	Merged-chr1-94048267-32
NR5060--MA0511.2.RUNX2	chr2	160746826	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR525--MA0002.2.RUNX1	chr1	176939894	176939904	+	0.000	0.000	Merged-chr1-176939939-16
NR1144--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR4521--MA0002.2.RUNX1	chr19	56687200	56687210	-	0.000	0.000	Merged-chr19-56687212-16
NR5299--MA0684.1.RUNX3	chr3	75939658	75939667	+	0.000	0.000	Merged-chr3-75939658-25
NR4872--MA0511.2.RUNX2	chr2	112510302	112510310	-	0.000	0.000	Merged-chr2-112510265-49
NR1273--MA0684.1.RUNX3	chr11	26657795	26657804	+	0.000	0.000	Merged-chr11-26657743-22
NR111--MA0002.2.RUNX1	chr1	54279843	54279853	+	0.000	0.000	Merged-chr1-54279813-25
NR3618--MA0002.2.RUNX1	chr16	92565886	92565896	-	0.000	0.000	Merged-chr16-92565942-11
NR6724--MA0002.2.RUNX1	chr5	148267026	148267036	+	0.000	0.000	Merged-chr5-148266957-7
NR462--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR5361--MA0684.1.RUNX3	chr3	89871230	89871239	-	0.000	0.000	Merged-chr3-89871193-44
NR2222--MA0002.2.RUNX1	chr13	12521871	12521881	-	0.000	0.000	Merged-chr13-12521905-15
NR8590--MA0002.2.RUNX1	chr9	92313875	92313885	+	0.000	0.000	Merged-chr9-92314019-19
NR3599--MA0002.2.RUNX1	chr16	90995116	90995126	-	0.000	0.000	Merged-chr16-90995039-12
NR905--MA0002.2.RUNX1	chr10	70318881	70318891	+	0.000	0.000	Merged-chr10-70318807-18
NR6310--MA0002.2.RUNX1	chr5	53402739	53402749	-	0.000	0.000	Merged-chr5-53402586-70
NR6932--MA0511.2.RUNX2	chr6	71048303	71048311	+	0.000	0.000	Merged-chr6-71048511-32
NR8513--MA0002.2.RUNX1	chr9	72390453	72390463	+	0.000	0.000	Merged-chr9-72390608-30
NR36--MA0511.2.RUNX2	chr1	33813700	33813708	+	0.000	0.000	Merged-chr1-33813559-4
NR7216--MA0684.1.RUNX3	chr6	136683866	136683875	+	0.000	0.000	Merged-chr6-136683885-26
NR2331--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR7068--MA0002.2.RUNX1	chr6	114660166	114660176	+	0.000	0.000	Merged-chr6-114660280-61
NR2602--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR7339--MA0002.2.RUNX1	chr7	16827511	16827521	+	0.000	0.000	Merged-chr7-16827547-27
NR5659--MA0002.2.RUNX1	chr4	7912803	7912813	-	0.000	0.000	Merged-chr4-7913015-48
NR8494--MA0002.2.RUNX1	chr9	69940967	69940977	-	0.000	0.000	Merged-chr9-69941031-50
NR2731--MA0684.1.RUNX3	chr14	54138477	54138486	-	0.000	0.000	Merged-chr14-54138460-21
NR66--MA0684.1.RUNX3	chr1	39896693	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR5122--MA0684.1.RUNX3	chr2	169690271	169690280	-	0.000	0.000	Merged-chr2-169690138-4
NR4805--MA0002.2.RUNX1	chr2	76567393	76567403	+	0.000	0.000	Merged-chr2-76567320-34
NR2583--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR3171--MA0684.1.RUNX3	chr15	78804221	78804230	+	0.000	0.000	Merged-chr15-78804260-4
NR8622--MA0002.2.RUNX1	chr9	102852612	102852622	+	0.000	0.000	Merged-chr9-102852625-20
NR4663--MA0684.1.RUNX3	chr2	29095817	29095826	+	0.000	0.000	Merged-chr2-29095839-33
NR1014--MA0002.2.RUNX1	chr10	93442405	93442415	-	0.000	0.000	Merged-chr10-93442339-20
NR5867--MA0511.2.RUNX2	chr4	97927130	97927138	-	0.000	0.000	Merged-chr4-97927118-18
NR7325--MA0684.1.RUNX3	chr7	12949615	12949624	-	0.000	0.000	Merged-chr7-12949725-56
NR3045--MA0511.2.RUNX2	chr15	44229501	44229509	+	0.000	0.000	Merged-chr15-44229418-16
NR1636--MA0511.2.RUNX2	chr11	107693457	107693465	+	0.000	0.000	Merged-chr11-107693539-25
NR6989--MA0002.2.RUNX1	chr6	86600251	86600261	-	0.000	0.000	Merged-chr6-86600149-54
NR4643--MA0002.2.RUNX1	chr2	25856070	25856080	+	0.000	0.000	Merged-chr2-25856140-7
NR7034--MA0002.2.RUNX1	chr6	100314344	100314354	+	0.000	0.000	Merged-chr6-100314409-23
NR2963--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR3075--MA0684.1.RUNX3	chr15	59010818	59010827	+	0.000	0.000	Merged-chr15-59010782-34
NR776--MA0684.1.RUNX3	chr10	26799660	26799669	+	0.000	0.000	Merged-chr10-26799592-100
