#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR68--MA0508.2.PRDM1	chr1	128615644	128615653	-	0.000	0.000	Merged-chr1-128615599-2
NR255--MA0508.2.PRDM1	chr11	32324609	32324618	-	0.000	0.000	Merged-chr11-32324772-27
NR906--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR221--MA0508.2.PRDM1	chr10	112002391	112002400	+	0.000	0.000	Merged-chr10-112002529-89
NR1158--MA0508.2.PRDM1	chr4	46404182	46404191	+	0.000	0.000	Merged-chr4-46404308-42
NR330--MA0508.2.PRDM1	chr12	3780397	3780406	+	0.000	0.000	Merged-chr12-3780555-30
NR409--MA0508.2.PRDM1	chr12	113155326	113155335	+	0.000	0.000	Merged-chr12-113155292-10
NR452--MA0508.2.PRDM1	chr13	41583904	41583913	-	0.000	0.000	Merged-chr13-41584057-38
NR561--MA0508.2.PRDM1	chr14	64867111	64867120	+	0.000	0.000	Merged-chr14-64867013-43
NR879--MA0508.2.PRDM1	chr19	32186694	32186703	+	0.000	0.000	Merged-chr19-32186788-54
NR322--MA0508.2.PRDM1	chr11	116398139	116398148	+	0.000	0.000	Merged-chr11-116398180-34
NR117--MA0508.2.PRDM1	chr1	177667221	177667230	-	0.000	0.000	Merged-chr1-177667213-17
NR1259--MA0508.2.PRDM1	chr5	20082632	20082641	+	0.000	0.000	Merged-chr5-20082786-46
NR1097--MA0508.2.PRDM1	chr3	106974651	106974660	+	0.000	0.000	Merged-chr3-106974504-27
NR173--MA0508.2.PRDM1	chr10	44679848	44679857	+	0.000	0.000	Merged-chr10-44679817-10
NR715--MA0508.2.PRDM1	chr16	78236891	78236900	-	0.000	0.000	Merged-chr16-78236959-38
NR1129--MA0508.2.PRDM1	chr3	142674824	142674833	+	0.000	0.000	Merged-chr3-142674758-15
NR301--MA0508.2.PRDM1	chr11	97104325	97104334	+	0.000	0.000	Merged-chr11-97104187-33
NR186--MA0508.2.PRDM1	chr10	63175246	63175255	-	0.000	0.000	Merged-chr10-63175316-22
NR457--MA0508.2.PRDM1	chr13	48513373	48513382	+	0.000	0.000	Merged-chr13-48513320-57
NR152--MA0508.2.PRDM1	chr10	18119836	18119845	+	0.000	0.000	Merged-chr10-18119820-15
NR1108--MA0508.2.PRDM1	chr3	123385939	123385948	+	0.000	0.000	Merged-chr3-123385920-64
NR1089--MA0508.2.PRDM1	chr3	103857576	103857585	+	0.000	0.000	Merged-chr3-103857591-40
NR261--MA0508.2.PRDM1	chr11	52004191	52004200	+	0.000	0.000	Merged-chr11-52004219-51
NR1661--MA0508.2.PRDM1	chr9	32745286	32745295	-	0.000	0.000	Merged-chr9-32745254-38
NR688--MA0508.2.PRDM1	chr16	44999616	44999625	-	0.000	0.000	Merged-chr16-44999747-49
NR959--MA0508.2.PRDM1	chr2	73059908	73059917	+	0.000	0.000	Merged-chr2-73059981-18
NR545--MA0508.2.PRDM1	chr14	45102489	45102498	+	0.000	0.000	Merged-chr14-45102324-46
NR383--MA0508.2.PRDM1	chr12	90576320	90576329	-	0.000	0.000	Merged-chr12-90576423-51
NR306--MA0508.2.PRDM1	chr11	99116171	99116180	+	0.000	0.000	Merged-chr11-99116157-23
NR1640--MA0508.2.PRDM1	chr8	122533265	122533274	+	0.000	0.000	Merged-chr8-122533289-14
NR829--MA0508.2.PRDM1	chr18	65395858	65395867	-	0.000	0.000	Merged-chr18-65395765-31
NR415--MA0508.2.PRDM1	chr12	115848086	115848095	-	0.000	0.000	Merged-chr12-115847969-36
NR667--MA0508.2.PRDM1	chr16	21694357	21694366	+	0.000	0.000	Merged-chr16-21694504-65
NR253--MA0508.2.PRDM1	chr11	31808038	31808047	+	0.000	0.000	Merged-chr11-31808102-31
NR319--MA0508.2.PRDM1	chr11	108248567	108248576	+	0.000	0.000	Merged-chr11-108248558-56
NR1491--MA0508.2.PRDM1	chr7	49462669	49462678	+	0.000	0.000	Merged-chr7-49462687-57
NR123--MA0508.2.PRDM1	chr1	182100571	182100580	+	0.000	0.000	Merged-chr1-182100503-13
NR375--MA0508.2.PRDM1	chr12	84451301	84451310	-	0.000	0.000	Merged-chr12-84451236-79
NR279--MA0508.2.PRDM1	chr11	78301612	78301621	-	0.000	0.000	Merged-chr11-78301552-46
NR516--MA0508.2.PRDM1	chr13	117025559	117025568	+	0.000	0.000	Merged-chr13-117025711-44
NR149--MA0508.2.PRDM1	chr10	12851013	12851022	+	0.000	0.000	Merged-chr10-12851139-23
NR1611--MA0508.2.PRDM1	chr8	86864556	86864565	+	0.000	0.000	Merged-chr8-86864748-39
NR1733--MA0508.2.PRDM1	chrX	59584238	59584247	-	0.000	0.000	Merged-chrX-59584208-12
NR80--MA0508.2.PRDM1	chr1	138559838	138559847	-	0.000	0.000	Merged-chr1-138559796-44
NR1571--MA0508.2.PRDM1	chr7	140999490	140999499	-	0.000	0.000	Merged-chr7-140999347-54
NR346--MA0508.2.PRDM1	chr12	26057779	26057788	+	0.000	0.000	Merged-chr12-26057851-43
NR1680--MA0508.2.PRDM1	chr9	56098092	56098101	+	0.000	0.000	Merged-chr9-56098023-21
NR1603--MA0508.2.PRDM1	chr8	69985516	69985525	-	0.000	0.000	Merged-chr8-69985450-23
NR1693--MA0508.2.PRDM1	chr9	73039628	73039637	+	0.000	0.000	Merged-chr9-73039544-65
NR1202--MA0508.2.PRDM1	chr4	109102845	109102854	+	0.000	0.000	Merged-chr4-109102857-48
NR1454--MA0508.2.PRDM1	chr6	142571507	142571516	-	0.000	0.000	Merged-chr6-142571386-44
NR1725--MA0508.2.PRDM1	chr9	116332715	116332724	-	0.000	0.000	Merged-chr9-116332830-24
NR229--MA0508.2.PRDM1	chr10	118407118	118407127	+	0.000	0.000	Merged-chr10-118407091-36
NR1420--MA0508.2.PRDM1	chr6	115519189	115519198	+	0.000	0.000	Merged-chr6-115519250-24
NR1672--MA0508.2.PRDM1	chr9	44537924	44537933	-	0.000	0.000	Merged-chr9-44538011-43
NR910--MA0508.2.PRDM1	chr2	7270166	7270175	+	0.000	0.000	Merged-chr2-7270224-62
NR1162--MA0508.2.PRDM1	chr4	47799350	47799359	-	0.000	0.000	Merged-chr4-47799329-53
NR1685--MA0508.2.PRDM1	chr9	63737732	63737741	+	0.000	0.000	Merged-chr9-63737759-14
NR51--MA0508.2.PRDM1	chr1	95657495	95657504	-	0.000	0.000	Merged-chr1-95657390-37
NR1271--MA0508.2.PRDM1	chr5	36726689	36726698	-	0.000	0.000	Merged-chr5-36726582-27
NR1542--MA0508.2.PRDM1	chr7	112860102	112860111	+	0.000	0.000	Merged-chr7-112860209-23
NR1446--MA0508.2.PRDM1	chr6	136683929	136683938	+	0.000	0.000	Merged-chr6-136683885-26
NR1717--MA0508.2.PRDM1	chr9	109000832	109000841	+	0.000	0.000	Merged-chr9-109000906-26
NR30--MA0508.2.PRDM1	chr1	59189685	59189694	-	0.000	0.000	Merged-chr1-59189721-10
NR902--MA0508.2.PRDM1	chr19	60681667	60681676	-	0.000	0.000	Merged-chr19-60681647-27
NR1643--MA0508.2.PRDM1	chr8	123924719	123924728	+	0.000	0.000	Merged-chr8-123924931-30
NR1500--MA0508.2.PRDM1	chr7	65373412	65373421	-	0.000	0.000	Merged-chr7-65373607-20
NR1024--MA0508.2.PRDM1	chr2	167589433	167589442	-	0.000	0.000	Merged-chr2-167589263-66
NR1547--MA0508.2.PRDM1	chr7	114069523	114069532	+	0.000	0.000	Merged-chr7-114069379-29
NR1404--MA0508.2.PRDM1	chr6	85357124	85357133	-	0.000	0.000	Merged-chr6-85357195-19
NR1494--MA0508.2.PRDM1	chr7	58475299	58475308	-	0.000	0.000	Merged-chr7-58475361-44
NR1669--MA0508.2.PRDM1	chr9	40997273	40997282	+	0.000	0.000	Merged-chr9-40997373-39
NR35--MA0508.2.PRDM1	chr1	64486486	64486495	+	0.000	0.000	Merged-chr1-64486540-36
NR1526--MA0508.2.PRDM1	chr7	97749001	97749010	-	0.000	0.000	Merged-chr7-97749220-165
NR1093--MA0508.2.PRDM1	chr3	105133336	105133345	+	0.000	0.000	Merged-chr3-105133189-20
NR1635--MA0508.2.PRDM1	chr8	120078268	120078277	+	0.000	0.000	Merged-chr8-120078339-32
NR1221--MA0508.2.PRDM1	chr4	129585457	129585466	-	0.000	0.000	Merged-chr4-129585203-50
NR1539--MA0508.2.PRDM1	chr7	110824188	110824197	+	0.000	0.000	Merged-chr7-110824322-44
NR1125--MA0508.2.PRDM1	chr3	142243504	142243513	+	0.000	0.000	Merged-chr3-142243538-27
NR963--MA0508.2.PRDM1	chr2	84425370	84425379	+	0.000	0.000	Merged-chr2-84425274-57
NR1582--MA0508.2.PRDM1	chr8	13992655	13992664	+	0.000	0.000	Merged-chr8-13992764-55
NR1234--MA0508.2.PRDM1	chr4	141766603	141766612	+	0.000	0.000	Merged-chr4-141766554-24
NR724--MA0508.2.PRDM1	chr16	92743911	92743920	-	0.000	0.000	Merged-chr16-92743989-33
NR1343--MA0508.2.PRDM1	chr5	149184615	149184624	-	0.000	0.000	Merged-chr5-149184513-135
NR310--MA0508.2.PRDM1	chr11	100931778	100931787	+	0.000	0.000	Merged-chr11-100931794-39
NR1595--MA0508.2.PRDM1	chr8	36082795	36082804	+	0.000	0.000	Merged-chr8-36082616-47
NR1200--MA0508.2.PRDM1	chr4	106935503	106935512	-	0.000	0.000	Merged-chr4-106935357-64
NR562--MA0508.2.PRDM1	chr14	65806100	65806109	+	0.000	0.000	Merged-chr14-65806099-56
NR833--MA0508.2.PRDM1	chr18	67255666	67255675	-	0.000	0.000	Merged-chr18-67255745-40
NR1247--MA0508.2.PRDM1	chr4	149914600	149914609	+	0.000	0.000	Merged-chr4-149914394-27
NR70--MA0508.2.PRDM1	chr1	131566437	131566446	+	0.000	0.000	Merged-chr1-131566296-22
NR671--MA0508.2.PRDM1	chr16	24831220	24831229	+	0.000	0.000	Merged-chr16-24831230-9
NR1085--MA0508.2.PRDM1	chr3	100969744	100969753	+	0.000	0.000	Merged-chr3-100969599-56
NR1213--MA0508.2.PRDM1	chr4	124646749	124646758	-	0.000	0.000	Merged-chr4-124646724-23
NR1465--MA0508.2.PRDM1	chr6	145616540	145616549	-	0.000	0.000	Merged-chr6-145616643-48
NR1736--MA0508.2.PRDM1	chrX	77423702	77423711	+	0.000	0.000	Merged-chrX-77423693-6
NR1322--MA0508.2.PRDM1	chr5	117938513	117938522	+	0.000	0.000	Merged-chr5-117938550-41
NR83--MA0508.2.PRDM1	chr1	139454804	139454813	+	0.000	0.000	Merged-chr1-139454784-71
NR270--MA0508.2.PRDM1	chr11	69332195	69332204	+	0.000	0.000	Merged-chr11-69332186-23
NR1226--MA0508.2.PRDM1	chr4	135098672	135098681	-	0.000	0.000	Merged-chr4-135098629-27
NR793--MA0508.2.PRDM1	chr17	88403478	88403487	+	0.000	0.000	Merged-chr17-88403515-53
NR1749--MA0508.2.PRDM1	chrX	107088583	107088592	-	0.000	0.000	Merged-chrX-107088422-23
NR650--MA0508.2.PRDM1	chr15	94565076	94565085	-	0.000	0.000	Merged-chr15-94565077-32
NR302--MA0508.2.PRDM1	chr11	97142525	97142534	+	0.000	0.000	Merged-chr11-97142385-19
NR554--MA0508.2.PRDM1	chr14	59695352	59695361	-	0.000	0.000	Merged-chr14-59695356-42
NR424--MA0508.2.PRDM1	chr13	5806455	5806464	+	0.000	0.000	Merged-chr13-5806398-17
NR676--MA0508.2.PRDM1	chr16	32190297	32190306	-	0.000	0.000	Merged-chr16-32190230-31
NR1295--MA0508.2.PRDM1	chr5	92327576	92327585	-	0.000	0.000	Merged-chr5-92327493-24
NR1566--MA0508.2.PRDM1	chr7	131541699	131541708	-	0.000	0.000	Merged-chr7-131541737-2
NR262--MA0508.2.PRDM1	chr11	52261119	52261128	+	0.000	0.000	Merged-chr11-52261104-14
NR990--MA0508.2.PRDM1	chr2	119477616	119477625	+	0.000	0.000	Merged-chr2-119477609-138
NR1199--MA0508.2.PRDM1	chr4	106281509	106281518	+	0.000	0.000	Merged-chr4-106281606-32
NR1327--MA0508.2.PRDM1	chr5	122422482	122422491	+	0.000	0.000	Merged-chr5-122422317-77
NR817--MA0508.2.PRDM1	chr18	54940605	54940614	+	0.000	0.000	Merged-chr18-54940674-40
NR132--MA0508.2.PRDM1	chr1	191111425	191111434	-	0.000	0.000	Merged-chr1-191111364-43
NR655--MA0508.2.PRDM1	chr15	100461265	100461274	+	0.000	0.000	Merged-chr15-100461368-57
NR926--MA0508.2.PRDM1	chr2	34977288	34977297	+	0.000	0.000	Merged-chr2-34977109-71
NR1545--MA0508.2.PRDM1	chr7	114066942	114066951	+	0.000	0.000	Merged-chr7-114066923-10
NR1178--MA0508.2.PRDM1	chr4	63640044	63640053	+	0.000	0.000	Merged-chr4-63640034-20
NR350--MA0508.2.PRDM1	chr12	33167923	33167932	+	0.000	0.000	Merged-chr12-33167992-34
NR1306--MA0508.2.PRDM1	chr5	105495369	105495378	+	0.000	0.000	Merged-chr5-105495544-71
NR67--MA0508.2.PRDM1	chr1	127732844	127732853	+	0.000	0.000	Merged-chr1-127732945-24
NR1415--MA0508.2.PRDM1	chr6	108549742	108549751	+	0.000	0.000	Merged-chr6-108549628-58
NR111--MA0508.2.PRDM1	chr1	165322578	165322587	+	0.000	0.000	Merged-chr1-165322509-22
NR1253--MA0508.2.PRDM1	chr4	155571463	155571472	-	0.000	0.000	Merged-chr4-155571656-17
NR46--MA0508.2.PRDM1	chr1	88575975	88575984	-	0.000	0.000	Merged-chr1-88576113-71
NR918--MA0508.2.PRDM1	chr2	21223067	21223076	+	0.000	0.000	Merged-chr2-21222970-39
NR690--MA0508.2.PRDM1	chr16	49936393	49936402	-	0.000	0.000	Merged-chr16-49936333-53
NR485--MA0508.2.PRDM1	chr13	92987169	92987178	-	0.000	0.000	Merged-chr13-92986977-41
NR865--MA0508.2.PRDM1	chr19	16781168	16781177	+	0.000	0.000	Merged-chr19-16781022-84
NR1279--MA0508.2.PRDM1	chr5	53995403	53995412	+	0.000	0.000	Merged-chr5-53995231-101
NR517--MA0508.2.PRDM1	chr13	117211687	117211696	+	0.000	0.000	Merged-chr13-117211586-48
NR1388--MA0508.2.PRDM1	chr6	65564421	65564430	-	0.000	0.000	Merged-chr6-65564422-101
NR1659--MA0508.2.PRDM1	chr9	22366938	22366947	+	0.000	0.000	Merged-chr9-22366928-17
NR560--MA0508.2.PRDM1	chr14	64434207	64434216	-	0.000	0.000	Merged-chr14-64434245-45
NR831--MA0508.2.PRDM1	chr18	66442189	66442198	+	0.000	0.000	Merged-chr18-66442128-39
NR1245--MA0508.2.PRDM1	chr4	147848475	147848484	-	0.000	0.000	Merged-chr4-147848412-69
NR212--MA0508.2.PRDM1	chr10	107869222	107869231	-	0.000	0.000	Merged-chr10-107868994-49
NR878--MA0508.2.PRDM1	chr19	32172665	32172674	+	0.000	0.000	Merged-chr19-32172725-56
NR1497--MA0508.2.PRDM1	chr7	58829263	58829272	-	0.000	0.000	Merged-chr7-58829355-33
NR1149--MA0508.2.PRDM1	chr4	6844285	6844294	+	0.000	0.000	Merged-chr4-6844197-28
NR1006--MA0508.2.PRDM1	chr2	144343268	144343277	-	0.000	0.000	Merged-chr2-144343268-23
NR844--MA0508.2.PRDM1	chr18	82537331	82537340	-	0.000	0.000	Merged-chr18-82537240-31
NR1529--MA0508.2.PRDM1	chr7	100449015	100449024	+	0.000	0.000	Merged-chr7-100449076-60
NR225--MA0508.2.PRDM1	chr10	117571672	117571681	+	0.000	0.000	Merged-chr10-117571495-58
NR953--MA0508.2.PRDM1	chr2	69415311	69415320	-	0.000	0.000	Merged-chr2-69415236-25
NR1096--MA0508.2.PRDM1	chr3	106545044	106545053	-	0.000	0.000	Merged-chr3-106544962-40
NR552--MA0508.2.PRDM1	chr14	59297645	59297654	-	0.000	0.000	Merged-chr14-59297580-39
NR661--MA0508.2.PRDM1	chr16	10741345	10741354	+	0.000	0.000	Merged-chr16-10741370-34
NR313--MA0508.2.PRDM1	chr11	104664005	104664014	-	0.000	0.000	Merged-chr11-104664090-22
NR294--MA0508.2.PRDM1	chr11	87426968	87426977	+	0.000	0.000	Merged-chr11-87426829-72
NR151--MA0508.2.PRDM1	chr10	18064724	18064733	-	0.000	0.000	Merged-chr10-18064784-37
NR531--MA0508.2.PRDM1	chr14	27341645	27341654	+	0.000	0.000	Merged-chr14-27341524-59
NR783--MA0508.2.PRDM1	chr17	74753471	74753480	+	0.000	0.000	Merged-chr17-74753393-19
NR273--MA0508.2.PRDM1	chr11	70790626	70790635	+	0.000	0.000	Merged-chr11-70790875-54
NR1229--MA0508.2.PRDM1	chr4	136031644	136031653	+	0.000	0.000	Merged-chr4-136031447-41
NR653--MA0508.2.PRDM1	chr15	97849858	97849867	+	0.000	0.000	Merged-chr15-97849644-64
NR1067--MA0508.2.PRDM1	chr3	71564229	71564238	+	0.000	0.000	Merged-chr3-71564100-40
NR286--MA0508.2.PRDM1	chr11	79993064	79993073	-	0.000	0.000	Merged-chr11-79993076-75
NR828--MA0508.2.PRDM1	chr18	62188971	62188980	+	0.000	0.000	Merged-chr18-62189000-72
NR395--MA0508.2.PRDM1	chr12	104062022	104062031	+	0.000	0.000	Merged-chr12-104062030-43
NR666--MA0508.2.PRDM1	chr16	20930158	20930167	-	0.000	0.000	Merged-chr16-20930100-26
NR937--MA0508.2.PRDM1	chr2	55091537	55091546	+	0.000	0.000	Merged-chr2-55091620-19
NR6--MA0508.2.PRDM1	chr1	16688664	16688673	-	0.000	0.000	Merged-chr1-16688563-89
NR299--MA0508.2.PRDM1	chr11	94210257	94210266	+	0.000	0.000	Merged-chr11-94210319-4
NR679--MA0508.2.PRDM1	chr16	35742514	35742523	+	0.000	0.000	Merged-chr16-35742622-74
NR788--MA0508.2.PRDM1	chr17	86187956	86187965	-	0.000	0.000	Merged-chr17-86187981-35
NR374--MA0508.2.PRDM1	chr12	83987859	83987868	+	0.000	0.000	Merged-chr12-83987988-78
NR148--MA0508.2.PRDM1	chr10	12842776	12842785	+	0.000	0.000	Merged-chr10-12842715-46
NR114--MA0508.2.PRDM1	chr1	171281209	171281218	+	0.000	0.000	Merged-chr1-171281333-62
NR475--MA0508.2.PRDM1	chr13	81675480	81675489	-	0.000	0.000	Merged-chr13-81675595-44
NR746--MA0508.2.PRDM1	chr17	18558898	18558907	+	0.000	0.000	Merged-chr17-18558777-104
NR1732--MA0508.2.PRDM1	chrX	57196547	57196556	-	0.000	0.000	Merged-chrX-57196423-53
NR379--MA0508.2.PRDM1	chr12	86836926	86836935	+	0.000	0.000	Merged-chr12-86836773-41
NR1570--MA0508.2.PRDM1	chr7	140999421	140999430	-	0.000	0.000	Merged-chr7-140999347-54
NR759--MA0508.2.PRDM1	chr17	36042856	36042865	-	0.000	0.000	Merged-chr17-36042760-57
NR868--MA0508.2.PRDM1	chr19	18598839	18598848	-	0.000	0.000	Merged-chr19-18599034-106
NR1602--MA0508.2.PRDM1	chr8	69149332	69149341	-	0.000	0.000	Merged-chr8-69149326-14
NR106--MA0508.2.PRDM1	chr1	162740472	162740481	+	0.000	0.000	Merged-chr1-162740242-97
NR629--MA0508.2.PRDM1	chr15	64022454	64022463	-	0.000	0.000	Merged-chr15-64022394-57
NR1692--MA0508.2.PRDM1	chr9	72958981	72958990	-	0.000	0.000	Merged-chr9-72958850-50
NR467--MA0508.2.PRDM1	chr13	67500479	67500488	+	0.000	0.000	Merged-chr13-67500378-53
NR1724--MA0508.2.PRDM1	chr9	116332723	116332732	+	0.000	0.000	Merged-chr9-116332830-24
NR698--MA0508.2.PRDM1	chr16	52329570	52329579	+	0.000	0.000	Merged-chr16-52329510-16
NR50--MA0508.2.PRDM1	chr1	95573081	95573090	+	0.000	0.000	Merged-chr1-95573255-46
NR459--MA0508.2.PRDM1	chr13	51848938	51848947	+	0.000	0.000	Merged-chr13-51849013-24
NR568--MA0508.2.PRDM1	chr14	72778183	72778192	+	0.000	0.000	Merged-chr14-72778135-45
NR329--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR1663--MA0508.2.PRDM1	chr9	35498116	35498125	+	0.000	0.000	Merged-chr9-35498014-17
NR167--MA0508.2.PRDM1	chr10	39469525	39469534	-	0.000	0.000	Merged-chr10-39469542-68
NR438--MA0508.2.PRDM1	chr13	22028930	22028939	-	0.000	0.000	Merged-chr13-22029066-52
NR1371--MA0508.2.PRDM1	chr6	50159897	50159906	-	0.000	0.000	Merged-chr6-50160084-30
NR1480--MA0508.2.PRDM1	chr7	31161098	31161107	-	0.000	0.000	Merged-chr7-31161172-57
NR1546--MA0508.2.PRDM1	chr7	114066968	114066977	-	0.000	0.000	Merged-chr7-114066923-10
NR1403--MA0508.2.PRDM1	chr6	85239210	85239219	-	0.000	0.000	Merged-chr6-85239239-25
NR1384--MA0508.2.PRDM1	chr6	61066113	61066122	+	0.000	0.000	Merged-chr6-61066166-46
NR1655--MA0508.2.PRDM1	chr9	13894666	13894675	-	0.000	0.000	Merged-chr9-13894754-54
NR21--MA0508.2.PRDM1	chr1	40393373	40393382	+	0.000	0.000	Merged-chr1-40393516-44
NR1512--MA0508.2.PRDM1	chr7	80647609	80647618	-	0.000	0.000	Merged-chr7-80647614-48
NR1621--MA0508.2.PRDM1	chr8	105746539	105746548	+	0.000	0.000	Merged-chr8-105746434-56
NR1363--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR1472--MA0508.2.PRDM1	chr7	12891113	12891122	-	0.000	0.000	Merged-chr7-12891207-39
NR1743--MA0508.2.PRDM1	chrX	100789483	100789492	+	0.000	0.000	Merged-chrX-100789555-32
NR1600--MA0508.2.PRDM1	chr8	68218585	68218594	-	0.000	0.000	Merged-chr8-68218689-19
NR1581--MA0508.2.PRDM1	chr8	13992566	13992575	+	0.000	0.000	Merged-chr8-13992764-55
NR1233--MA0508.2.PRDM1	chr4	139616926	139616935	+	0.000	0.000	Merged-chr4-139616773-45
NR1504--MA0508.2.PRDM1	chr7	73531100	73531109	+	0.000	0.000	Merged-chr7-73531012-64
