#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1685--MA0501.1.MAF::NFE2	chr11	53617377	53617391	-	0.000	0.000	Merged-chr11-53617453-3
NR7210--MA0117.2.Mafb	chr4	33147148	33147159	-	0.000	0.000	Merged-chr4-33147019-23
NR6235--MA0495.2.MAFF	chr2	156882460	156882480	-	0.000	0.000	Merged-chr2-156882642-42
NR5156--MA0659.1.MAFG	chr18	68227635	68227655	+	0.000	0.000	Merged-chr18-68227583-82
NR2231--MA0659.1.MAFG	chr12	24708697	24708717	-	0.000	0.000	Merged-chr12-24708482-79
NR9495--MA0496.2.MAFK	chr7	125638954	125638972	+	0.000	0.000	Merged-chr7-125638939-46
NR8609--MA0117.2.Mafb	chr6	71757425	71757436	+	0.000	0.000	Merged-chr6-71757564-11
NR2429--MA0501.1.MAF::NFE2	chr12	79502035	79502049	+	0.000	0.000	Merged-chr12-79502114-6
NR1226--MA0089.1.MAFG::NFE2L1	chr10	81248129	81248134	+	0.000	0.000	Merged-chr10-81248090-40
NR9804--MA0496.2.MAFK	chr8	71729309	71729327	-	0.000	0.000	Merged-chr8-71729431-24
NR7419--MA0591.1.Bach1::Mafk	chr4	100095990	100096004	-	0.000	0.000	Merged-chr4-100096138-68
NR3071--MA0089.1.MAFG::NFE2L1	chr13	93593449	93593454	+	0.000	0.000	Merged-chr13-93593412-57
NR7706--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR1833--MA0591.1.Bach1::Mafk	chr11	82235877	82235891	-	0.000	0.000	Merged-chr11-82235744-34
NR167--MA0089.1.MAFG::NFE2L1	chr1	57952652	57952657	-	0.000	0.000	Merged-chr1-57952740-16
NR7215--MA0089.1.MAFG::NFE2L1	chr4	33315972	33315977	-	0.000	0.000	Merged-chr4-33316014-28
NR5284--MA0495.2.MAFF	chr19	5850313	5850333	+	0.000	0.000	Merged-chr19-5850230-41
NR5432--MA0089.1.MAFG::NFE2L1	chr19	41378507	41378512	+	0.000	0.000	Merged-chr19-41378616-18
NR9547--MA0501.1.MAF::NFE2	chr7	131055336	131055350	-	0.000	0.000	Merged-chr7-131055187-30
NR9710--MA0496.2.MAFK	chr8	26963557	26963575	-	0.000	0.000	Merged-chr8-26963598-35
NR3662--MA0089.1.MAFG::NFE2L1	chr14	118157387	118157392	-	0.000	0.000	Merged-chr14-118157293-26
NR6700--MA0591.1.Bach1::Mafk	chr3	87525574	87525588	-	0.000	0.000	Merged-chr3-87525732-56
NR164--MA0591.1.Bach1::Mafk	chr1	55488447	55488461	-	0.000	0.000	Merged-chr1-55488453-21
NR9651--MA0089.1.MAFG::NFE2L1	chr8	3328099	3328104	-	0.000	0.000	Merged-chr8-3327989-13
NR5343--MA0501.1.MAF::NFE2	chr19	17124506	17124520	+	0.000	0.000	Merged-chr19-17124535-16
NR9081--MA0117.2.Mafb	chr7	24413808	24413819	+	0.000	0.000	Merged-chr7-24413787-50
NR3565--MA0501.1.MAF::NFE2	chr14	73472449	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR469--MA0089.1.MAFG::NFE2L1	chr1	131003551	131003556	-	0.000	0.000	Merged-chr1-131003466-39
NR2232--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR2798--MA0495.2.MAFF	chr13	29805496	29805516	-	0.000	0.000	Merged-chr13-29805422-4
NR6636--MA0591.1.Bach1::Mafk	chr3	68763182	68763196	-	0.000	0.000	Merged-chr3-68763187-8
NR9055--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR8305--MA0659.1.MAFG	chr5	147159523	147159543	-	0.000	0.000	Merged-chr5-147159547-44
NR6398--MA0501.1.MAF::NFE2	chr2	173789997	173790011	+	0.000	0.000	Merged-chr2-173790034-18
NR7461--MA0117.2.Mafb	chr4	107434831	107434842	+	0.000	0.000	Merged-chr4-107434749-32
NR7604--MA0089.1.MAFG::NFE2L1	chr4	138884325	138884330	-	0.000	0.000	Merged-chr4-138884426-16
NR3293--MA0501.1.MAF::NFE2	chr14	15770028	15770042	+	0.000	0.000	Merged-chr14-15770075-60
NR2168--MA0591.1.Bach1::Mafk	chr11	120632969	120632983	-	0.000	0.000	Merged-chr11-120632981-1
NR7551--MA0591.1.Bach1::Mafk	chr4	130189102	130189116	-	0.000	0.000	Merged-chr4-130189069-22
NR8791--MA0495.2.MAFF	chr6	116287117	116287137	+	0.000	0.000	Merged-chr6-116287137-8
NR4616--MA0089.1.MAFG::NFE2L1	chr17	28007368	28007373	-	0.000	0.000	Merged-chr17-28007418-17
NR5545--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR5896--MA0591.1.Bach1::Mafk	chr2	92434120	92434134	+	0.000	0.000	Merged-chr2-92434096-58
NR491--MA0117.2.Mafb	chr1	133690098	133690109	+	0.000	0.000	Merged-chr1-133690070-61
NR2021--MA0659.1.MAFG	chr11	107443912	107443932	-	0.000	0.000	Merged-chr11-107443890-34
NR1992--MA0089.1.MAFG::NFE2L1	chr11	104622871	104622876	+	0.000	0.000	Merged-chr11-104622687-63
NR8743--MA0591.1.Bach1::Mafk	chr6	108895319	108895333	+	0.000	0.000	Merged-chr6-108895381-27
NR6143--MA0117.2.Mafb	chr2	132607827	132607838	-	0.000	0.000	Merged-chr2-132607891-50
NR2492--MA0591.1.Bach1::Mafk	chr12	91774863	91774877	+	0.000	0.000	Merged-chr12-91774838-26
NR8459--MA0089.1.MAFG::NFE2L1	chr6	38344371	38344376	-	0.000	0.000	Merged-chr6-38344249-37
NR7209--MA0495.2.MAFF	chr4	33147139	33147159	-	0.000	0.000	Merged-chr4-33147019-23
NR2447--MA0591.1.Bach1::Mafk	chr12	84218907	84218921	+	0.000	0.000	Merged-chr12-84218783-53
NR6676--MA0089.1.MAFG::NFE2L1	chr3	81102217	81102222	-	0.000	0.000	Merged-chr3-81102418-9
NR367--MA0089.1.MAFG::NFE2L1	chr1	92148772	92148777	+	0.000	0.000	Merged-chr1-92148662-9
NR5632--MA0089.1.MAFG::NFE2L1	chr2	31043062	31043067	-	0.000	0.000	Merged-chr2-31043017-22
NR5286--MA0117.2.Mafb	chr19	5850313	5850324	+	0.000	0.000	Merged-chr19-5850230-41
NR2142--MA0659.1.MAFG	chr11	119143484	119143504	+	0.000	0.000	Merged-chr11-119143613-43
NR8035--MA0591.1.Bach1::Mafk	chr5	100872235	100872249	-	0.000	0.000	Merged-chr5-100872198-32
NR9935--MA0591.1.Bach1::Mafk	chr8	95672972	95672986	+	0.000	0.000	Merged-chr8-95673039-19
NR5065--MA0495.2.MAFF	chr18	46745981	46746001	+	0.000	0.000	Merged-chr18-46745860-44
NR2644--MA0089.1.MAFG::NFE2L1	chr12	114469074	114469079	-	0.000	0.000	Merged-chr12-114469182-47
NR10062--MA0089.1.MAFG::NFE2L1	chr8	123163050	123163055	+	0.000	0.000	Merged-chr8-123163099-40
NR216--MA0496.2.MAFK	chr1	74227413	74227431	+	0.000	0.000	Merged-chr1-74227561-37
NR7967--MA0501.1.MAF::NFE2	chr5	77082922	77082936	+	0.000	0.000	Merged-chr5-77082994-13
NR9970--MA0496.2.MAFK	chr8	106795005	106795023	-	0.000	0.000	Merged-chr8-106794988-23
NR4639--MA0591.1.Bach1::Mafk	chr17	33865452	33865466	+	0.000	0.000	Merged-chr17-33865585-36
NR1713--MA0495.2.MAFF	chr11	62280803	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR1427--MA0591.1.Bach1::Mafk	chr10	119218694	119218708	+	0.000	0.000	Merged-chr10-119218704-23
NR7898--MA0496.2.MAFK	chr5	58084108	58084126	-	0.000	0.000	Merged-chr5-58084122-29
NR3499--MA0089.1.MAFG::NFE2L1	chr14	66190611	66190616	+	0.000	0.000	Merged-chr14-66190567-42
NR8733--MA0089.1.MAFG::NFE2L1	chr6	108185569	108185574	-	0.000	0.000	Merged-chr6-108185514-51
NR1905--MA0496.2.MAFK	chr11	94591618	94591636	+	0.000	0.000	Merged-chr11-94591721-35
NR4833--MA0591.1.Bach1::Mafk	chr17	80520741	80520755	+	0.000	0.000	Merged-chr17-80520754-23
NR8068--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR5369--MA0089.1.MAFG::NFE2L1	chr19	21946710	21946715	+	0.000	0.000	Merged-chr19-21946684-18
NR8444--MA0089.1.MAFG::NFE2L1	chr6	32158519	32158524	-	0.000	0.000	Merged-chr6-32158498-25
NR5745--MA0089.1.MAFG::NFE2L1	chr2	59527791	59527796	-	0.000	0.000	Merged-chr2-59527807-15
NR7896--MA0591.1.Bach1::Mafk	chr5	58084110	58084124	+	0.000	0.000	Merged-chr5-58084122-29
NR3456--MA0659.1.MAFG	chr14	60705215	60705235	+	0.000	0.000	Merged-chr14-60705209-36
NR2471--MA0496.2.MAFK	chr12	87411187	87411205	-	0.000	0.000	Merged-chr12-87411276-22
NR4727--MA0496.2.MAFK	chr17	52182819	52182837	-	0.000	0.000	Merged-chr17-52182908-22
NR8429--MA0495.2.MAFF	chr6	30162228	30162248	-	0.000	0.000	Merged-chr6-30162256-14
NR2245--MA0117.2.Mafb	chr12	32144742	32144753	+	0.000	0.000	Merged-chr12-32144696-20
NR8341--MA0117.2.Mafb	chr6	3447530	3447541	+	0.000	0.000	Merged-chr6-3447560-31
NR3581--MA0117.2.Mafb	chr14	75175422	75175433	-	0.000	0.000	Merged-chr14-75175322-22
NR4412--MA0089.1.MAFG::NFE2L1	chr16	90276921	90276926	+	0.000	0.000	Merged-chr16-90277146-33
NR8406--MA0496.2.MAFK	chr6	22314619	22314637	-	0.000	0.000	Merged-chr6-22314730-22
NR9460--MA0089.1.MAFG::NFE2L1	chr7	120835314	120835319	-	0.000	0.000	Merged-chr7-120835357-135
NR5482--MA0501.1.MAF::NFE2	chr19	55865978	55865992	+	0.000	0.000	Merged-chr19-55866165-31
NR7256--MA0659.1.MAFG	chr4	40785992	40786012	+	0.000	0.000	Merged-chr4-40785986-16
NR1843--MA0495.2.MAFF	chr11	83828747	83828767	-	0.000	0.000	Merged-chr11-83828814-21
NR7263--MA0495.2.MAFF	chr4	41569525	41569545	-	0.000	0.000	Merged-chr4-41569502-63
NR1000--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR9299--MA0496.2.MAFK	chr7	84272628	84272646	+	0.000	0.000	Merged-chr7-84272583-40
NR1343--MA0501.1.MAF::NFE2	chr10	95898628	95898642	-	0.000	0.000	Merged-chr10-95898728-13
NR8382--MA0591.1.Bach1::Mafk	chr6	15726622	15726636	-	0.000	0.000	Merged-chr6-15726718-35
NR5599--MA0501.1.MAF::NFE2	chr2	19634144	19634158	+	0.000	0.000	Merged-chr2-19634112-21
NR960--MA0495.2.MAFF	chr10	21659609	21659629	+	0.000	0.000	Merged-chr10-21659696-16
NR1504--MA0501.1.MAF::NFE2	chr11	3227135	3227149	-	0.000	0.000	Merged-chr11-3227351-28
NR10188--MA0089.1.MAFG::NFE2L1	chr9	14926806	14926811	-	0.000	0.000	Merged-chr9-14926732-51
NR5159--MA0496.2.MAFK	chr18	68227636	68227654	+	0.000	0.000	Merged-chr18-68227583-82
NR2655--MA0089.1.MAFG::NFE2L1	chr12	115008673	115008678	-	0.000	0.000	Merged-chr12-115008718-17
NR1235--MA0089.1.MAFG::NFE2L1	chr10	81505459	81505464	-	0.000	0.000	Merged-chr10-81505422-22
NR7941--MA0659.1.MAFG	chr5	67437631	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR398--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR5436--MA0501.1.MAF::NFE2	chr19	42031158	42031172	-	0.000	0.000	Merged-chr19-42031201-8
NR8243--MA0659.1.MAFG	chr5	140984494	140984514	-	0.000	0.000	Merged-chr5-140984536-15
NR8644--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR962--MA0591.1.Bach1::Mafk	chr10	21659612	21659626	+	0.000	0.000	Merged-chr10-21659696-16
NR2742--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR7266--MA0501.1.MAF::NFE2	chr4	41569531	41569545	+	0.000	0.000	Merged-chr4-41569502-63
NR876--MA0501.1.MAF::NFE2	chr10	7041181	7041195	-	0.000	0.000	Merged-chr10-7041240-23
NR3671--MA0089.1.MAFG::NFE2L1	chr14	118823538	118823543	+	0.000	0.000	Merged-chr14-118823574-15
NR2251--MA0089.1.MAFG::NFE2L1	chr12	32920321	32920326	-	0.000	0.000	Merged-chr12-32920413-10
NR5260--MA0501.1.MAF::NFE2	chr18	89238551	89238565	-	0.000	0.000	Merged-chr18-89238329-52
NR7393--MA0495.2.MAFF	chr4	95068179	95068199	-	0.000	0.000	Merged-chr4-95068269-28
NR8859--MA0089.1.MAFG::NFE2L1	chr6	128063937	128063942	+	0.000	0.000	Merged-chr6-128064115-1
NR5656--MA0089.1.MAFG::NFE2L1	chr2	34790510	34790515	+	0.000	0.000	Merged-chr2-34790571-52
NR7368--MA0117.2.Mafb	chr4	89212361	89212372	+	0.000	0.000	Merged-chr4-89212481-15
NR159--MA0495.2.MAFF	chr1	55448256	55448276	-	0.000	0.000	Merged-chr1-55448277-23
NR5619--MA0591.1.Bach1::Mafk	chr2	26753715	26753729	-	0.000	0.000	Merged-chr2-26753671-30
NR4322--MA0501.1.MAF::NFE2	chr16	58519872	58519886	+	0.000	0.000	Merged-chr16-58519695-16
NR4621--MA0591.1.Bach1::Mafk	chr17	29171210	29171224	+	0.000	0.000	Merged-chr17-29171353-19
NR3230--MA0496.2.MAFK	chr13	113418360	113418378	-	0.000	0.000	Merged-chr13-113418245-6
NR9257--MA0501.1.MAF::NFE2	chr7	75703159	75703173	-	0.000	0.000	Merged-chr7-75703186-10
NR8698--MA0495.2.MAFF	chr6	98843124	98843144	+	0.000	0.000	Merged-chr6-98843089-22
NR1919--MA0496.2.MAFK	chr11	96435095	96435113	+	0.000	0.000	Merged-chr11-96435210-8
NR5891--MA0117.2.Mafb	chr2	91527410	91527421	-	0.000	0.000	Merged-chr2-91527310-1
NR7943--MA0501.1.MAF::NFE2	chr5	67437637	67437651	+	0.000	0.000	Merged-chr5-67437495-24
NR8319--MA0501.1.MAF::NFE2	chr5	148888128	148888142	+	0.000	0.000	Merged-chr5-148888302-36
NR3118--MA0089.1.MAFG::NFE2L1	chr13	101706695	101706700	+	0.000	0.000	Merged-chr13-101706581-30
NR6887--MA0089.1.MAFG::NFE2L1	chr3	108865799	108865804	-	0.000	0.000	Merged-chr3-108865766-27
NR5467--MA0089.1.MAFG::NFE2L1	chr19	53390661	53390666	+	0.000	0.000	Merged-chr19-53390523-85
NR9095--MA0089.1.MAFG::NFE2L1	chr7	24975196	24975201	-	0.000	0.000	Merged-chr7-24975175-18
NR1108--MA0591.1.Bach1::Mafk	chr10	56486829	56486843	+	0.000	0.000	Merged-chr10-56486689-18
NR9573--MA0495.2.MAFF	chr7	136152645	136152665	+	0.000	0.000	Merged-chr7-136152676-10
NR5906--MA0501.1.MAF::NFE2	chr2	93746776	93746790	+	0.000	0.000	Merged-chr2-93746545-75
NR9509--MA0591.1.Bach1::Mafk	chr7	127177142	127177156	-	0.000	0.000	Merged-chr7-127177205-14
NR1811--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR1863--MA0117.2.Mafb	chr11	87426791	87426802	+	0.000	0.000	Merged-chr11-87426829-72
NR7424--MA0089.1.MAFG::NFE2L1	chr4	101356210	101356215	-	0.000	0.000	Merged-chr4-101356432-43
NR3305--MA0089.1.MAFG::NFE2L1	chr14	20766174	20766179	-	0.000	0.000	Merged-chr14-20766175-32
NR6194--MA0089.1.MAFG::NFE2L1	chr2	147738650	147738655	-	0.000	0.000	Merged-chr2-147738517-36
NR9038--MA0591.1.Bach1::Mafk	chr7	12881135	12881149	-	0.000	0.000	Merged-chr7-12881125-51
NR10710--MA0591.1.Bach1::Mafk	chrX	53607942	53607956	+	0.000	0.000	Merged-chrX-53607978-28
NR2075--MA0089.1.MAFG::NFE2L1	chr11	113574214	113574219	+	0.000	0.000	Merged-chr11-113574265-17
NR1709--MA0591.1.Bach1::Mafk	chr11	61602966	61602980	-	0.000	0.000	Merged-chr11-61602995-47
NR1031--MA0089.1.MAFG::NFE2L1	chr10	39170317	39170322	-	0.000	0.000	Merged-chr10-39170391-11
NR4859--MA0501.1.MAF::NFE2	chr17	86123336	86123350	-	0.000	0.000	Merged-chr17-86123282-19
NR5878--MA0117.2.Mafb	chr2	90475012	90475023	-	0.000	0.000	Merged-chr2-90475063-42
NR7511--MA0089.1.MAFG::NFE2L1	chr4	116807517	116807522	+	0.000	0.000	Merged-chr4-116807606-59
NR5741--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR2757--MA0501.1.MAF::NFE2	chr13	18820906	18820920	+	0.000	0.000	Merged-chr13-18820828-2
NR10324--MA0591.1.Bach1::Mafk	chr9	55410490	55410504	+	0.000	0.000	Merged-chr9-55410514-19
NR1881--MA0117.2.Mafb	chr11	90464107	90464118	-	0.000	0.000	Merged-chr11-90464265-32
NR1738--MA0117.2.Mafb	chr11	68270888	68270899	+	0.000	0.000	Merged-chr11-68271044-32
NR8628--MA0501.1.MAF::NFE2	chr6	72644786	72644800	+	0.000	0.000	Merged-chr6-72644677-18
NR4439--MA0117.2.Mafb	chr16	93392260	93392271	-	0.000	0.000	Merged-chr16-93392289-32
NR10286--MA0089.1.MAFG::NFE2L1	chr9	45207543	45207548	+	0.000	0.000	Merged-chr9-45207568-21
NR8485--MA0117.2.Mafb	chr6	48739143	48739154	-	0.000	0.000	Merged-chr6-48739130-44
NR9080--MA0089.1.MAFG::NFE2L1	chr7	24413798	24413803	-	0.000	0.000	Merged-chr7-24413787-50
NR10171--MA0089.1.MAFG::NFE2L1	chr9	14174326	14174331	-	0.000	0.000	Merged-chr9-14174390-13
NR6827--MA0496.2.MAFK	chr3	101029560	101029578	+	0.000	0.000	Merged-chr3-101029545-28
NR6612--MA0496.2.MAFK	chr3	58470214	58470232	-	0.000	0.000	Merged-chr3-58470222-35
NR8742--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR10603--MA0591.1.Bach1::Mafk	chr9	116283901	116283915	-	0.000	0.000	Merged-chr9-116283998-37
NR3884--MA0089.1.MAFG::NFE2L1	chr15	65727211	65727216	-	0.000	0.000	Merged-chr15-65727192-50
NR3203--MA0089.1.MAFG::NFE2L1	chr13	110738893	110738898	-	0.000	0.000	Merged-chr13-110739018-3
NR4491--MA0495.2.MAFF	chr16	97309072	97309092	+	0.000	0.000	Merged-chr16-97309181-12
NR2613--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR9963--MA0591.1.Bach1::Mafk	chr8	105701180	105701194	-	0.000	0.000	Merged-chr8-105701178-128
NR489--MA0089.1.MAFG::NFE2L1	chr1	133012581	133012586	+	0.000	0.000	Merged-chr1-133012523-20
NR2951--MA0496.2.MAFK	chr13	51738919	51738937	-	0.000	0.000	Merged-chr13-51738760-6
NR6637--MA0659.1.MAFG	chr3	68763179	68763199	+	0.000	0.000	Merged-chr3-68763187-8
NR5173--MA0591.1.Bach1::Mafk	chr18	73751981	73751995	-	0.000	0.000	Merged-chr18-73752198-43
NR2517--MA0591.1.Bach1::Mafk	chr12	98674817	98674831	-	0.000	0.000	Merged-chr12-98674935-52
NR3253--MA0496.2.MAFK	chr13	120300086	120300104	-	0.000	0.000	Merged-chr13-120300021-103
NR3459--MA0496.2.MAFK	chr14	60705216	60705234	-	0.000	0.000	Merged-chr14-60705209-36
NR752--MA0117.2.Mafb	chr1	180987726	180987737	-	0.000	0.000	Merged-chr1-180987901-35
NR1998--MA0659.1.MAFG	chr11	104664024	104664044	-	0.000	0.000	Merged-chr11-104664090-22
NR852--MA0501.1.MAF::NFE2	chr1	193102732	193102746	+	0.000	0.000	Merged-chr1-193102904-19
NR9920--MA0659.1.MAFG	chr8	94533168	94533188	+	0.000	0.000	Merged-chr8-94533073-46
NR8600--MA0495.2.MAFF	chr6	70773938	70773958	-	0.000	0.000	Merged-chr6-70773985-19
NR494--MA0591.1.Bach1::Mafk	chr1	134067184	134067198	+	0.000	0.000	Merged-chr1-134067296-40
NR4196--MA0591.1.Bach1::Mafk	chr16	30510718	30510732	-	0.000	0.000	Merged-chr16-30510671-63
NR9534--MA0591.1.Bach1::Mafk	chr7	129764600	129764614	-	0.000	0.000	Merged-chr7-129764736-16
NR4145--MA0089.1.MAFG::NFE2L1	chr16	22387806	22387811	+	0.000	0.000	Merged-chr16-22387915-21
NR5368--MA0501.1.MAF::NFE2	chr19	21946595	21946609	+	0.000	0.000	Merged-chr19-21946684-18
NR10665--MA0117.2.Mafb	chr9	123366848	123366859	-	0.000	0.000	Merged-chr9-123366861-57
NR7861--MA0117.2.Mafb	chr5	36726692	36726703	+	0.000	0.000	Merged-chr5-36726582-27
NR3961--MA0495.2.MAFF	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR10098--MA0501.1.MAF::NFE2	chr8	126188897	126188911	+	0.000	0.000	Merged-chr8-126188962-13
NR7926--MA0089.1.MAFG::NFE2L1	chr5	65938227	65938232	-	0.000	0.000	Merged-chr5-65938272-22
NR1648--MA0089.1.MAFG::NFE2L1	chr11	44544221	44544226	-	0.000	0.000	Merged-chr11-44544227-34
NR1412--MA0591.1.Bach1::Mafk	chr10	117808301	117808315	+	0.000	0.000	Merged-chr10-117808296-55
NR6729--MA0591.1.Bach1::Mafk	chr3	90604668	90604682	+	0.000	0.000	Merged-chr3-90604900-80
NR2953--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR4153--MA0591.1.Bach1::Mafk	chr16	22807899	22807913	-	0.000	0.000	Merged-chr16-22807821-35
NR9280--MA0089.1.MAFG::NFE2L1	chr7	79392945	79392950	-	0.000	0.000	Merged-chr7-79393101-2
NR9347--MA0117.2.Mafb	chr7	100590963	100590974	+	0.000	0.000	Merged-chr7-100591140-72
NR10636--MA0496.2.MAFK	chr9	119271671	119271689	+	0.000	0.000	Merged-chr9-119271668-22
NR10562--MA0117.2.Mafb	chr9	108110700	108110711	-	0.000	0.000	Merged-chr9-108110847-31
NR8235--MA0591.1.Bach1::Mafk	chr5	137870853	137870867	+	0.000	0.000	Merged-chr5-137870793-17
NR1001--MA0501.1.MAF::NFE2	chr10	25457374	25457388	-	0.000	0.000	Merged-chr10-25457296-47
NR902--MA0501.1.MAF::NFE2	chr10	12888540	12888554	-	0.000	0.000	Merged-chr10-12888601-47
NR3562--MA0591.1.Bach1::Mafk	chr14	73472446	73472460	-	0.000	0.000	Merged-chr14-73472602-8
NR8900--MA0591.1.Bach1::Mafk	chr6	134615224	134615238	+	0.000	0.000	Merged-chr6-134615220-54
NR8942--MA0089.1.MAFG::NFE2L1	chr6	142867533	142867538	+	0.000	0.000	Merged-chr6-142867733-58
NR6402--MA0496.2.MAFK	chr2	174566022	174566040	+	0.000	0.000	Merged-chr2-174566072-46
NR3963--MA0659.1.MAFG	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR8945--MA0495.2.MAFF	chr6	143132507	143132527	+	0.000	0.000	Merged-chr6-143132490-15
NR8040--MA0496.2.MAFK	chr5	100872233	100872251	-	0.000	0.000	Merged-chr5-100872198-32
NR8653--MA0089.1.MAFG::NFE2L1	chr6	86848935	86848940	+	0.000	0.000	Merged-chr6-86849148-101
NR9582--MA0089.1.MAFG::NFE2L1	chr7	136309389	136309394	-	0.000	0.000	Merged-chr7-136309353-1
NR10297--MA0089.1.MAFG::NFE2L1	chr9	48450399	48450404	+	0.000	0.000	Merged-chr9-48450340-22
NR6883--MA0089.1.MAFG::NFE2L1	chr3	108562552	108562557	-	0.000	0.000	Merged-chr3-108562830-113
NR7824--MA0089.1.MAFG::NFE2L1	chr5	29205966	29205971	+	0.000	0.000	Merged-chr5-29205850-28
NR6404--MA0089.1.MAFG::NFE2L1	chr2	174566218	174566223	+	0.000	0.000	Merged-chr2-174566072-46
NR2873--MA0117.2.Mafb	chr13	45455795	45455806	+	0.000	0.000	Merged-chr13-45455779-40
NR10875--MA0089.1.MAFG::NFE2L1	chrX	167330592	167330597	+	0.000	0.000	Merged-chrX-167330775-21
NR5624--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR616--MA0496.2.MAFK	chr1	161480012	161480030	-	0.000	0.000	Merged-chr1-161480099-19
