#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5735--MA0599.1.KLF5	chr10	80539297	80539306	-	0.000	0.000	Merged-chr10-80539129-37
NR60661--MA0741.1.KLF16	chrX	100774422	100774432	-	0.000	0.000	Merged-chrX-100774527-35
NR43734--MA0493.1.Klf1	chr5	118478260	118478270	+	0.000	0.000	Merged-chr5-118478208-82
NR2496--MA0741.1.KLF16	chr1	151501036	151501046	+	0.000	0.000	Merged-chr1-151500785-93
NR42495--MA0740.1.KLF14	chr5	74704352	74704365	-	0.000	0.000	Merged-chr5-74704453-70
NR22932--MA1107.1.KLF9	chr17	5089719	5089731	+	0.000	0.000	Merged-chr17-5089755-14
NR30791--MA0039.3.KLF4	chr2	92393028	92393038	-	0.000	0.000	Merged-chr2-92392954-19
NR7677--MA0740.1.KLF14	chr11	6528854	6528867	-	0.000	0.000	Merged-chr11-6528717-51
NR1286--MA0599.1.KLF5	chr1	87214232	87214241	-	0.000	0.000	Merged-chr1-87214241-86
NR52487--MA0599.1.KLF5	chr7	125603407	125603416	+	0.000	0.000	Merged-chr7-125603403-47
NR7948--MA0740.1.KLF14	chr11	26387474	26387487	-	0.000	0.000	Merged-chr11-26387349-56
NR32288--MA0740.1.KLF14	chr2	152344143	152344156	+	0.000	0.000	Merged-chr2-152344055-110
NR35031--MA0741.1.KLF16	chr3	96594089	96594099	+	0.000	0.000	Merged-chr3-96594047-59
NR10051--MA0493.1.Klf1	chr11	97884481	97884491	+	0.000	0.000	Merged-chr11-97884212-84
NR22704--MA0741.1.KLF16	chr16	92801905	92801915	-	0.000	0.000	Merged-chr16-92801827-54
NR61167--MA0741.1.KLF16	chrX	164076220	164076230	+	0.000	0.000	Merged-chrX-164076386-67
NR47976--MA0039.3.KLF4	chr6	119388795	119388805	+	0.000	0.000	Merged-chr6-119388745-63
NR42459--MA0742.1.Klf12	chr5	73492078	73492092	-	0.000	0.000	Merged-chr5-73492362-56
NR30443--MA0493.1.Klf1	chr2	73540605	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR8211--MA1107.1.KLF9	chr11	47565792	47565804	+	0.000	0.000	Merged-chr11-47565724-1
NR9423--MA0599.1.KLF5	chr11	79613874	79613883	+	0.000	0.000	Merged-chr11-79613917-10
NR27409--MA0740.1.KLF14	chr19	5098550	5098563	-	0.000	0.000	Merged-chr19-5098548-15
NR39902--MA1107.1.KLF9	chr4	133169706	133169718	-	0.000	0.000	Merged-chr4-133169752-57
NR48534--MA0740.1.KLF14	chr6	135088024	135088037	-	0.000	0.000	Merged-chr6-135087974-38
NR43420--MA1107.1.KLF9	chr5	113735895	113735907	+	0.000	0.000	Merged-chr5-113735751-57
NR46583--MA0740.1.KLF14	chr6	50596915	50596928	+	0.000	0.000	Merged-chr6-50596805-84
NR9968--MA1107.1.KLF9	chr11	96916552	96916564	+	0.000	0.000	Merged-chr11-96916500-59
NR59994--MA0741.1.KLF16	chrX	8145805	8145815	-	0.000	0.000	Merged-chrX-8145691-86
NR21521--MA0599.1.KLF5	chr16	17759557	17759566	+	0.000	0.000	Merged-chr16-17759655-55
NR41739--MA0741.1.KLF16	chr5	33018755	33018765	+	0.000	0.000	Merged-chr5-33018812-81
NR41913--MA0599.1.KLF5	chr5	36713406	36713415	-	0.000	0.000	Merged-chr5-36713262-67
NR54608--MA0741.1.KLF16	chr8	70700721	70700731	+	0.000	0.000	Merged-chr8-70700782-34
NR48278--MA0039.3.KLF4	chr6	127365545	127365555	-	0.000	0.000	Merged-chr6-127365482-29
NR7295--MA0741.1.KLF16	chr10	127289098	127289108	+	0.000	0.000	Merged-chr10-127289127-70
NR291--MA0599.1.KLF5	chr1	35580675	35580684	+	0.000	0.000	Merged-chr1-35580626-34
NR29480--MA0740.1.KLF14	chr2	30545233	30545246	+	0.000	0.000	Merged-chr2-30545189-38
NR13328--MA0657.1.KLF13	chr12	110706973	110706990	-	0.000	0.000	Merged-chr12-110706932-16
NR47333--MA0599.1.KLF5	chr6	90604674	90604683	+	0.000	0.000	Merged-chr6-90604806-66
NR26611--MA1107.1.KLF9	chr18	67449336	67449348	-	0.000	0.000	Merged-chr18-67449102-80
NR4770--MA0742.1.Klf12	chr10	42934809	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR60313--MA0741.1.KLF16	chrX	48429717	48429727	-	0.000	0.000	Merged-chrX-48429732-34
NR51813--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR40389--MA0599.1.KLF5	chr4	140986882	140986891	-	0.000	0.000	Merged-chr4-140986955-63
NR60636--MA0039.3.KLF4	chrX	99136008	99136018	-	0.000	0.000	Merged-chrX-99136067-62
NR50674--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR219--MA0493.1.Klf1	chr1	33719846	33719856	-	0.000	0.000	Merged-chr1-33720034-54
NR53231--MA1107.1.KLF9	chr7	141215766	141215778	-	0.000	0.000	Merged-chr7-141215830-56
NR39305--MA0657.1.KLF13	chr4	119232873	119232890	-	0.000	0.000	Merged-chr4-119232903-70
NR8690--MA1107.1.KLF9	chr11	60353012	60353024	+	0.000	0.000	Merged-chr11-60353018-61
NR35554--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR7703--MA0742.1.Klf12	chr11	6680660	6680674	+	0.000	0.000	Merged-chr11-6680624-1
NR45479--MA1107.1.KLF9	chr5	146794932	146794944	+	0.000	0.000	Merged-chr5-146794783-76
NR2236--MA1107.1.KLF9	chr1	135540559	135540571	-	0.000	0.000	Merged-chr1-135540528-29
NR3313--MA0493.1.Klf1	chr1	173535961	173535971	-	0.000	0.000	Merged-chr1-173535900-60
NR48189--MA1107.1.KLF9	chr6	125131804	125131816	-	0.000	0.000	Merged-chr6-125131800-57
NR815--MA0599.1.KLF5	chr1	64303111	64303120	-	0.000	0.000	Merged-chr1-64302994-36
NR17322--MA0493.1.Klf1	chr14	53795346	53795356	-	0.000	0.000	Merged-chr14-53795361-42
NR45940--MA1107.1.KLF9	chr6	22424205	22424217	+	0.000	0.000	Merged-chr6-22424289-78
NR600--MA0599.1.KLF5	chr1	52113765	52113774	-	0.000	0.000	Merged-chr1-52113700-66
NR8538--MA1107.1.KLF9	chr11	57673469	57673481	-	0.000	0.000	Merged-chr11-57673266-26
NR28724--MA0741.1.KLF16	chr19	57477445	57477455	+	0.000	0.000	Merged-chr19-57477375-13
NR33740--MA0742.1.Klf12	chr3	30855899	30855913	+	0.000	0.000	Merged-chr3-30856003-66
NR54589--MA0741.1.KLF16	chr8	70594432	70594442	+	0.000	0.000	Merged-chr8-70594498-62
NR23635--MA0740.1.KLF14	chr17	27635281	27635294	+	0.000	0.000	Merged-chr17-27635225-66
NR51705--MA1107.1.KLF9	chr7	100371978	100371990	+	0.000	0.000	Merged-chr7-100372125-66
NR33255--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR3214--MA1107.1.KLF9	chr1	171356094	171356106	+	0.000	0.000	Merged-chr1-171356062-20
NR31957--MA0740.1.KLF14	chr2	139671566	139671579	-	0.000	0.000	Merged-chr2-139671820-32
NR49915--MA0741.1.KLF16	chr7	27355958	27355968	+	0.000	0.000	Merged-chr7-27356094-60
NR28106--MA1107.1.KLF9	chr19	37207071	37207083	+	0.000	0.000	Merged-chr19-37206939-3
NR52917--MA0599.1.KLF5	chr7	135716614	135716623	-	0.000	0.000	Merged-chr7-135716348-117
NR57125--MA1107.1.KLF9	chr9	24331833	24331845	-	0.000	0.000	Merged-chr9-24331833-14
NR31584--MA0742.1.Klf12	chr2	127208297	127208311	+	0.000	0.000	Merged-chr2-127208337-53
NR27348--MA0493.1.Klf1	chr19	4269338	4269348	-	0.000	0.000	Merged-chr19-4269199-28
NR37486--MA0741.1.KLF16	chr4	44981386	44981396	+	0.000	0.000	Merged-chr4-44981531-52
NR36857--MA0493.1.Klf1	chr4	6476490	6476500	+	0.000	0.000	Merged-chr4-6476530-28
NR50531--MA0740.1.KLF14	chr7	44548844	44548857	+	0.000	0.000	Merged-chr7-44548791-52
NR24343--MA0599.1.KLF5	chr17	47508181	47508190	-	0.000	0.000	Merged-chr17-47508113-61
NR35902--MA0599.1.KLF5	chr3	131272068	131272077	-	0.000	0.000	Merged-chr3-131271947-79
NR5711--MA0740.1.KLF14	chr10	80226582	80226595	-	0.000	0.000	Merged-chr10-80226667-64
NR12064--MA0741.1.KLF16	chr12	55388660	55388670	+	0.000	0.000	Merged-chr12-55388568-28
NR351--MA0741.1.KLF16	chr1	37029407	37029417	+	0.000	0.000	Merged-chr1-37029325-41
NR58328--MA0599.1.KLF5	chr9	75071473	75071482	+	0.000	0.000	Merged-chr9-75071464-85
NR56009--MA0493.1.Klf1	chr8	114133497	114133507	+	0.000	0.000	Merged-chr8-114133765-61
NR53219--MA0599.1.KLF5	chr7	141194994	141195003	-	0.000	0.000	Merged-chr7-141194974-27
NR115--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR56997--MA0741.1.KLF16	chr9	21546484	21546494	-	0.000	0.000	Merged-chr9-21546518-115
NR3424--MA0039.3.KLF4	chr1	179668192	179668202	-	0.000	0.000	Merged-chr1-179668395-67
NR27145--MA0742.1.Klf12	chr18	84088958	84088972	-	0.000	0.000	Merged-chr18-84088941-2
NR60472--MA0599.1.KLF5	chrX	73880848	73880857	-	0.000	0.000	Merged-chrX-73880699-35
NR14818--MA0742.1.Klf12	chr13	59668608	59668622	+	0.000	0.000	Merged-chr13-59668754-52
NR23566--MA0493.1.Klf1	chr17	26715439	26715449	+	0.000	0.000	Merged-chr17-26715575-5
NR10352--MA0740.1.KLF14	chr11	102189750	102189763	-	0.000	0.000	Merged-chr11-102189936-68
NR15393--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR17649--MA0493.1.Klf1	chr14	63906105	63906115	-	0.000	0.000	Merged-chr14-63906056-16
NR45928--MA0599.1.KLF5	chr6	22330697	22330706	-	0.000	0.000	Merged-chr6-22330722-48
NR16018--MA0599.1.KLF5	chr13	111508855	111508864	-	0.000	0.000	Merged-chr13-111508794-7
NR25736--MA0742.1.Klf12	chr18	23803944	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR61069--MA0493.1.Klf1	chrX	159257225	159257235	-	0.000	0.000	Merged-chrX-159257265-34
NR26630--MA0741.1.KLF16	chr18	67724716	67724726	-	0.000	0.000	Merged-chr18-67724731-110
NR50176--MA0039.3.KLF4	chr7	30321677	30321687	-	0.000	0.000	Merged-chr7-30321790-4
NR27916--MA1107.1.KLF9	chr19	28010080	28010092	+	0.000	0.000	Merged-chr19-28009997-35
NR28031--MA0599.1.KLF5	chr19	33589896	33589905	+	0.000	0.000	Merged-chr19-33589955-57
NR35785--MA0493.1.Klf1	chr3	126831481	126831491	+	0.000	0.000	Merged-chr3-126831628-17
NR26154--MA0741.1.KLF16	chr18	46597708	46597718	-	0.000	0.000	Merged-chr18-46597780-100
NR45713--MA0599.1.KLF5	chr6	3183476	3183485	-	0.000	0.000	Merged-chr6-3183386-125
NR19404--MA0599.1.KLF5	chr15	51803265	51803274	-	0.000	0.000	Merged-chr15-51803142-36
NR3899--MA1107.1.KLF9	chr1	191397224	191397236	-	0.000	0.000	Merged-chr1-191397050-148
NR52766--MA0741.1.KLF16	chr7	131560220	131560230	-	0.000	0.000	Merged-chr7-131560404-101
NR712--MA0599.1.KLF5	chr1	58973436	58973445	+	0.000	0.000	Merged-chr1-58973623-66
NR18093--MA0742.1.Klf12	chr14	84443460	84443474	-	0.000	0.000	Merged-chr14-84443299-57
NR47074--MA0741.1.KLF16	chr6	82773534	82773544	+	0.000	0.000	Merged-chr6-82773565-31
NR7461--MA0039.3.KLF4	chr10	128716455	128716465	+	0.000	0.000	Merged-chr10-128716299-65
NR18770--MA0493.1.Klf1	chr14	122009755	122009765	+	0.000	0.000	Merged-chr14-122009660-47
NR5692--MA0740.1.KLF14	chr10	80149292	80149305	-	0.000	0.000	Merged-chr10-80149118-125
NR21078--MA0599.1.KLF5	chr15	102203633	102203642	-	0.000	0.000	Merged-chr15-102203687-82
NR30381--MA0599.1.KLF5	chr2	71800980	71800989	+	0.000	0.000	Merged-chr2-71801040-44
NR2362--MA0493.1.Klf1	chr1	138304341	138304351	+	0.000	0.000	Merged-chr1-138304184-80
NR32976--MA1107.1.KLF9	chr2	168584009	168584021	+	0.000	0.000	Merged-chr2-168583986-2
NR14625--MA1107.1.KLF9	chr13	55369633	55369645	-	0.000	0.000	Merged-chr13-55369750-54
NR45936--MA0741.1.KLF16	chr6	22424204	22424214	+	0.000	0.000	Merged-chr6-22424289-78
NR32422--MA0599.1.KLF5	chr2	154569994	154570003	-	0.000	0.000	Merged-chr2-154570093-4
NR9986--MA1107.1.KLF9	chr11	97052319	97052331	+	0.000	0.000	Merged-chr11-97052422-15
NR48056--MA0741.1.KLF16	chr6	120916603	120916613	+	0.000	0.000	Merged-chr6-120916830-68
NR571--MA0740.1.KLF14	chr1	51478435	51478448	+	0.000	0.000	Merged-chr1-51478318-72
NR58329--MA0741.1.KLF16	chr9	75071473	75071483	+	0.000	0.000	Merged-chr9-75071464-85
NR1613--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR9771--MA1107.1.KLF9	chr11	89022693	89022705	-	0.000	0.000	Merged-chr11-89022557-12
NR41931--MA0599.1.KLF5	chr5	36830334	36830343	-	0.000	0.000	Merged-chr5-36830433-74
NR1952--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR6821--MA0741.1.KLF16	chr10	117148636	117148646	+	0.000	0.000	Merged-chr10-117148498-52
NR39679--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR56822--MA0740.1.KLF14	chr9	14860111	14860124	-	0.000	0.000	Merged-chr9-14860270-32
NR15217--MA0740.1.KLF14	chr13	85289387	85289400	-	0.000	0.000	Merged-chr13-85289179-92
NR41705--MA0741.1.KLF16	chr5	31251898	31251908	+	0.000	0.000	Merged-chr5-31251770-31
NR49482--MA0741.1.KLF16	chr7	18873482	18873492	-	0.000	0.000	Merged-chr7-18873432-45
NR36884--MA0741.1.KLF16	chr4	11007709	11007719	+	0.000	0.000	Merged-chr4-11007547-103
NR22056--MA0599.1.KLF5	chr16	45389924	45389933	+	0.000	0.000	Merged-chr16-45389886-49
NR18626--MA0741.1.KLF16	chr14	118937802	118937812	-	0.000	0.000	Merged-chr14-118937889-60
NR54666--MA0740.1.KLF14	chr8	71396778	71396791	+	0.000	0.000	Merged-chr8-71396788-46
NR2469--MA1107.1.KLF9	chr1	151097671	151097683	-	0.000	0.000	Merged-chr1-151097755-10
NR23472--MA0493.1.Klf1	chr17	24886684	24886694	-	0.000	0.000	Merged-chr17-24886621-55
NR33063--MA1107.1.KLF9	chr2	170291893	170291905	+	0.000	0.000	Merged-chr2-170292078-34
NR2254--MA1107.1.KLF9	chr1	135829045	135829057	-	0.000	0.000	Merged-chr1-135829093-15
NR49819--MA0741.1.KLF16	chr7	25279017	25279027	+	0.000	0.000	Merged-chr7-25278932-64
NR17330--MA0039.3.KLF4	chr14	54464114	54464124	-	0.000	0.000	Merged-chr14-54464203-140
NR42429--MA1107.1.KLF9	chr5	72658308	72658320	-	0.000	0.000	Merged-chr5-72658444-8
NR37732--MA0493.1.Klf1	chr4	53228156	53228166	-	0.000	0.000	Merged-chr4-53228038-46
NR58786--MA0741.1.KLF16	chr9	96119361	96119371	-	0.000	0.000	Merged-chr9-96119358-68
NR9633--MA0493.1.Klf1	chr11	87404510	87404520	+	0.000	0.000	Merged-chr11-87404473-69
NR8753--MA0741.1.KLF16	chr11	61267225	61267235	+	0.000	0.000	Merged-chr11-61267126-61
NR32819--MA0039.3.KLF4	chr2	165819872	165819882	+	0.000	0.000	Merged-chr2-165819750-30
NR43765--MA1107.1.KLF9	chr5	118817869	118817881	-	0.000	0.000	Merged-chr5-118817732-16
NR12696--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR10288--MA0741.1.KLF16	chr11	100939601	100939611	+	0.000	0.000	Merged-chr11-100939606-96
NR12835--MA0657.1.KLF13	chr12	98737330	98737347	+	0.000	0.000	Merged-chr12-98737451-10
NR15067--MA0599.1.KLF5	chr13	74062359	74062368	-	0.000	0.000	Merged-chr13-74062260-53
NR43908--MA0741.1.KLF16	chr5	121711914	121711924	+	0.000	0.000	Merged-chr5-121711769-90
NR54284--MA0741.1.KLF16	chr8	47714252	47714262	+	0.000	0.000	Merged-chr8-47714007-130
NR41686--MA0741.1.KLF16	chr5	31154328	31154338	-	0.000	0.000	Merged-chr5-31154214-47
NR23701--MA0599.1.KLF5	chr17	28256984	28256993	-	0.000	0.000	Merged-chr17-28256965-58
NR59194--MA0740.1.KLF14	chr9	108144753	108144766	-	0.000	0.000	Merged-chr9-108144717-30
NR13870--MA0741.1.KLF16	chr13	21945074	21945084	-	0.000	0.000	Merged-chr13-21945279-51
NR10983--MA0599.1.KLF5	chr11	116087589	116087598	+	0.000	0.000	Merged-chr11-116087741-1
NR24576--MA0599.1.KLF5	chr17	56462264	56462273	-	0.000	0.000	Merged-chr17-56462383-73
NR13693--MA0599.1.KLF5	chr13	6548108	6548117	+	0.000	0.000	Merged-chr13-6548033-64
NR23125--MA0740.1.KLF14	chr17	8283691	8283704	-	0.000	0.000	Merged-chr17-8283621-125
NR39132--MA0741.1.KLF16	chr4	115828023	115828033	+	0.000	0.000	Merged-chr4-115828181-99
NR26534--MA0741.1.KLF16	chr18	65382266	65382276	-	0.000	0.000	Merged-chr18-65382247-1
NR13936--MA0741.1.KLF16	chr13	24638618	24638628	+	0.000	0.000	Merged-chr13-24638719-55
NR21508--MA0599.1.KLF5	chr16	17233467	17233476	+	0.000	0.000	Merged-chr16-17233660-71
NR33870--MA0599.1.KLF5	chr3	37419715	37419724	+	0.000	0.000	Merged-chr3-37419954-169
NR60802--MA0741.1.KLF16	chrX	134059180	134059190	+	0.000	0.000	Merged-chrX-134059421-72
NR19860--MA0493.1.Klf1	chr15	76198202	76198212	+	0.000	0.000	Merged-chr15-76198065-48
NR32515--MA1107.1.KLF9	chr2	156421585	156421597	-	0.000	0.000	Merged-chr2-156421428-68
NR2691--MA0657.1.KLF13	chr1	156615638	156615655	+	0.000	0.000	Merged-chr1-156615670-66
NR7276--MA0740.1.KLF14	chr10	127211359	127211372	+	0.000	0.000	Merged-chr10-127211540-55
NR27953--MA0599.1.KLF5	chr19	29522308	29522317	+	0.000	0.000	Merged-chr19-29522449-69
NR50312--MA0599.1.KLF5	chr7	35169639	35169648	+	0.000	0.000	Merged-chr7-35169531-33
NR35225--MA1107.1.KLF9	chr3	101800619	101800631	-	0.000	0.000	Merged-chr3-101800601-48
NR56972--MA0599.1.KLF5	chr9	21332468	21332477	+	0.000	0.000	Merged-chr9-21332581-24
NR7304--MA0657.1.KLF13	chr10	127291218	127291235	+	0.000	0.000	Merged-chr10-127291256-2
NR37518--MA0741.1.KLF16	chr4	45418399	45418409	+	0.000	0.000	Merged-chr4-45418381-22
NR7812--MA0599.1.KLF5	chr11	20035549	20035558	-	0.000	0.000	Merged-chr11-20035595-25
NR17482--MA0741.1.KLF16	chr14	57826339	57826349	+	0.000	0.000	Merged-chr14-57826371-66
NR35567--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR12393--MA0740.1.KLF14	chr12	77130758	77130771	+	0.000	0.000	Merged-chr12-77130787-68
NR2703--MA0599.1.KLF5	chr1	156660542	156660551	+	0.000	0.000	Merged-chr1-156660698-35
NR54779--MA0599.1.KLF5	chr8	72161056	72161065	+	0.000	0.000	Merged-chr8-72161057-74
NR6288--MA0599.1.KLF5	chr10	91082910	91082919	+	0.000	0.000	Merged-chr10-91082825-101
NR15055--MA0740.1.KLF14	chr13	73938078	73938091	-	0.000	0.000	Merged-chr13-73937981-89
NR40908--MA0493.1.Klf1	chr4	152086733	152086743	-	0.000	0.000	Merged-chr4-152086795-46
NR18193--MA0741.1.KLF16	chr14	99298776	99298786	-	0.000	0.000	Merged-chr14-99298820-64
NR51816--MA0741.1.KLF16	chr7	102426212	102426222	+	0.000	0.000	Merged-chr7-102426341-48
NR31065--MA0741.1.KLF16	chr2	104590463	104590473	+	0.000	0.000	Merged-chr2-104590468-65
NR23377--MA0740.1.KLF14	chr17	23726853	23726866	+	0.000	0.000	Merged-chr17-23726911-1
NR20221--MA0599.1.KLF5	chr15	80948450	80948459	-	0.000	0.000	Merged-chr15-80948556-72
NR32510--MA0039.3.KLF4	chr2	156421472	156421482	-	0.000	0.000	Merged-chr2-156421428-68
NR20560--MA1107.1.KLF9	chr15	89089027	89089039	-	0.000	0.000	Merged-chr15-89089221-62
NR39384--MA0741.1.KLF16	chr4	120951689	120951699	+	0.000	0.000	Merged-chr4-120951582-67
NR46248--MA0599.1.KLF5	chr6	35133754	35133763	-	0.000	0.000	Merged-chr6-35133862-87
NR44297--MA0740.1.KLF14	chr5	129008591	129008604	+	0.000	0.000	Merged-chr5-129008452-69
NR46146--MA0742.1.Klf12	chr6	30896943	30896957	+	0.000	0.000	Merged-chr6-30896699-63
NR56291--MA0493.1.Klf1	chr8	119778544	119778554	-	0.000	0.000	Merged-chr8-119778504-51
NR17014--MA0599.1.KLF5	chr14	36968729	36968738	+	0.000	0.000	Merged-chr14-36968670-90
NR15179--MA0599.1.KLF5	chr13	83518396	83518405	+	0.000	0.000	Merged-chr13-83518348-35
NR38075--MA0599.1.KLF5	chr4	63307666	63307675	-	0.000	0.000	Merged-chr4-63307606-15
NR46033--MA0599.1.KLF5	chr6	28421590	28421599	+	0.000	0.000	Merged-chr6-28421757-53
NR27478--MA0493.1.Klf1	chr19	5964208	5964218	+	0.000	0.000	Merged-chr19-5964165-54
NR29233--MA0599.1.KLF5	chr2	24949758	24949767	+	0.000	0.000	Merged-chr2-24949801-67
NR16818--MA0740.1.KLF14	chr14	27392224	27392237	-	0.000	0.000	Merged-chr14-27392084-21
NR53682--MA0741.1.KLF16	chr8	13992781	13992791	+	0.000	0.000	Merged-chr8-13992764-55
NR51163--MA0039.3.KLF4	chr7	75788669	75788679	+	0.000	0.000	Merged-chr7-75788525-69
NR30247--MA0599.1.KLF5	chr2	66124778	66124787	-	0.000	0.000	Merged-chr2-66124733-150
NR30211--MA0741.1.KLF16	chr2	65414093	65414103	-	0.000	0.000	Merged-chr2-65414267-82
NR1612--MA1107.1.KLF9	chr1	105663810	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR2148--MA0599.1.KLF5	chr1	134093255	134093264	+	0.000	0.000	Merged-chr1-134093457-135
NR3920--MA0741.1.KLF16	chr1	191906682	191906692	-	0.000	0.000	Merged-chr1-191906883-127
NR24115--MA0599.1.KLF5	chr17	35969884	35969893	-	0.000	0.000	Merged-chr17-35969818-62
NR10668--MA0741.1.KLF16	chr11	109375506	109375516	-	0.000	0.000	Merged-chr11-109375589-56
NR13232--MA0599.1.KLF5	chr12	108554671	108554680	+	0.000	0.000	Merged-chr12-108554926-29
NR20995--MA0657.1.KLF13	chr15	100443771	100443788	+	0.000	0.000	Merged-chr15-100443625-43
NR8593--MA0599.1.KLF5	chr11	58199548	58199557	+	0.000	0.000	Merged-chr11-58199630-58
