#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7136--MA0684.1.RUNX3	chr6	127103015	127103024	+	0.000	0.000	Merged-chr6-127103000-20
NR7407--MA0684.1.RUNX3	chr7	55890219	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR5185--MA0684.1.RUNX3	chr3	9863248	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR2522--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR1447--MA0511.2.RUNX2	chr11	69581308	69581316	-	0.000	0.000	Merged-chr11-69581385-45
NR5579--MA0002.2.RUNX1	chr3	146152623	146152633	+	0.000	0.000	Merged-chr3-146152558-21
NR3899--MA0002.2.RUNX1	chr17	73815027	73815037	+	0.000	0.000	Merged-chr17-73814943-62
NR934--MA0002.2.RUNX1	chr10	70156646	70156656	+	0.000	0.000	Merged-chr10-70156646-22
NR1348--MA0002.2.RUNX1	chr11	46462158	46462168	+	0.000	0.000	Merged-chr11-46462115-37
NR7864--MA0684.1.RUNX3	chr8	34216033	34216042	+	0.000	0.000	Merged-chr8-34216280-115
NR4930--MA0002.2.RUNX1	chr2	128502839	128502849	+	0.000	0.000	Merged-chr2-128502877-18
NR7388--MA0684.1.RUNX3	chr7	48795272	48795281	-	0.000	0.000	Merged-chr7-48795353-37
NR3091--MA0684.1.RUNX3	chr15	53157257	53157266	-	0.000	0.000	Merged-chr15-53157363-59
NR1304--MA0511.2.RUNX2	chr11	30182879	30182887	-	0.000	0.000	Merged-chr11-30182963-54
NR5707--MA0002.2.RUNX1	chr4	41652230	41652240	+	0.000	0.000	Merged-chr4-41652381-11
NR7738--MA0511.2.RUNX2	chr7	136255794	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR8449--MA0511.2.RUNX2	chr9	90259714	90259722	+	0.000	0.000	Merged-chr9-90259820-55
NR2360--MA0002.2.RUNX1	chr13	52828328	52828338	-	0.000	0.000	Merged-chr13-52828332-16
NR5565--MA0684.1.RUNX3	chr3	142892513	142892522	-	0.000	0.000	Merged-chr3-142892335-19
NR7097--MA0002.2.RUNX1	chr6	120264458	120264468	+	0.000	0.000	Merged-chr6-120264409-18
NR2631--MA0002.2.RUNX1	chr14	25534297	25534307	+	0.000	0.000	Merged-chr14-25534315-15
NR1063--MA0684.1.RUNX3	chr10	96015964	96015973	-	0.000	0.000	Merged-chr10-96015913-48
NR772--MA0002.2.RUNX1	chr10	20882780	20882790	-	0.000	0.000	Merged-chr10-20882813-50
NR3137--MA0002.2.RUNX1	chr15	67158769	67158779	+	0.000	0.000	Merged-chr15-67158847-15
NR3408--MA0002.2.RUNX1	chr16	45224873	45224883	+	0.000	0.000	Merged-chr16-45224800-5
NR1186--MA0002.2.RUNX1	chr10	121189372	121189382	+	0.000	0.000	Merged-chr10-121189304-59
NR900--MA0002.2.RUNX1	chr10	62507951	62507961	+	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR3389--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR980--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR1394--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR1936--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR7433--MA0511.2.RUNX2	chr7	64090256	64090264	-	0.000	0.000	Merged-chr7-64090173-26
NR6500--MA0684.1.RUNX3	chr5	105556220	105556229	-	0.000	0.000	Merged-chr5-105556395-18
NR7704--MA0511.2.RUNX2	chr7	128158951	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR1238--MA0684.1.RUNX3	chr10	128991150	128991159	-	0.000	0.000	Merged-chr10-128991197-23
NR1509--MA0684.1.RUNX3	chr11	80514103	80514112	-	0.000	0.000	Merged-chr11-80513979-21
NR7211--MA0684.1.RUNX3	chr6	136965063	136965072	-	0.000	0.000	Merged-chr6-136965089-103
NR7063--MA0002.2.RUNX1	chr6	115594677	115594687	-	0.000	0.000	Merged-chr6-115594731-47
NR1046--MA0511.2.RUNX2	chr10	93188700	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR3646--MA0684.1.RUNX3	chr17	12174594	12174603	+	0.000	0.000	Merged-chr17-12174414-2
NR3917--MA0684.1.RUNX3	chr17	74828364	74828373	-	0.000	0.000	Merged-chr17-74828377-14
NR7685--MA0511.2.RUNX2	chr7	125635629	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR3103--MA0002.2.RUNX1	chr15	59374269	59374279	-	0.000	0.000	Merged-chr15-59374324-92
NR2373--MA0002.2.RUNX1	chr13	55369699	55369709	+	0.000	0.000	Merged-chr13-55369750-54
NR4880--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR1360--MA0511.2.RUNX2	chr11	51763606	51763614	+	0.000	0.000	Merged-chr11-51763720-35
NR5706--MA0684.1.RUNX3	chr4	41327100	41327109	-	0.000	0.000	Merged-chr4-41327094-33
NR5558--MA0002.2.RUNX1	chr3	142863419	142863429	-	0.000	0.000	Merged-chr3-142863489-16
NR371--MA0002.2.RUNX1	chr1	138157215	138157225	+	0.000	0.000	Merged-chr1-138157317-43
NR1599--MA0684.1.RUNX3	chr11	101008252	101008261	-	0.000	0.000	Merged-chr11-101008310-35
NR1056--MA0002.2.RUNX1	chr10	95017120	95017130	+	0.000	0.000	Merged-chr10-95017083-8
NR6841--MA0002.2.RUNX1	chr6	50417019	50417029	-	0.000	0.000	Merged-chr6-50417055-62
NR5273--MA0684.1.RUNX3	chr3	59101876	59101885	-	0.000	0.000	Merged-chr3-59101725-81
NR480--MA0002.2.RUNX1	chr1	161909222	161909232	-	0.000	0.000	Merged-chr1-161909340-8
NR8773--MA0002.2.RUNX1	chrX	167025097	167025107	-	0.000	0.000	Merged-chrX-167025120-15
NR5081--MA0511.2.RUNX2	chr2	163412099	163412107	+	0.000	0.000	Merged-chr2-163411842-29
NR3116--MA0002.2.RUNX1	chr15	63969325	63969335	+	0.000	0.000	Merged-chr15-63969330-24
NR546--MA0002.2.RUNX1	chr1	171627958	171627968	+	0.000	0.000	Merged-chr1-171628029-22
NR1165--MA0002.2.RUNX1	chr10	118469299	118469309	+	0.000	0.000	Merged-chr10-118469177-44
NR5623--MA0511.2.RUNX2	chr3	157572189	157572197	-	0.000	0.000	Merged-chr3-157572162-49
NR5418--MA0511.2.RUNX2	chr3	104511766	104511774	+	0.000	0.000	Merged-chr3-104511895-67
NR7476--MA0684.1.RUNX3	chr7	75644861	75644870	-	0.000	0.000	Merged-chr7-75644760-27
NR2591--MA0002.2.RUNX1	chr13	119653361	119653371	-	0.000	0.000	Merged-chr13-119653292-20
NR5796--MA0684.1.RUNX3	chr4	63668486	63668495	-	0.000	0.000	Merged-chr4-63668506-36
NR2928--MA0002.2.RUNX1	chr14	122186975	122186985	+	0.000	0.000	Merged-chr14-122187060-26
NR5319--MA0002.2.RUNX1	chr3	84749475	84749485	-	0.000	0.000	Merged-chr3-84749364-32
NR1565--MA0684.1.RUNX3	chr11	90698016	90698025	+	0.000	0.000	Merged-chr11-90697864-33
NR7185--MA0002.2.RUNX1	chr6	131382708	131382718	-	0.000	0.000	Merged-chr6-131382548-2,Merged-chr6-131382883-4
NR1069--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR6602--MA0002.2.RUNX1	chr5	124013087	124013097	+	0.000	0.000	Merged-chr5-124013138-22
NR4922--MA0002.2.RUNX1	chr2	127086416	127086426	+	0.000	0.000	Merged-chr2-127086449-24
NR241--MA0002.2.RUNX1	chr1	91380683	91380693	+	0.000	0.000	Merged-chr1-91380709-23
NR3433--MA0511.2.RUNX2	chr16	52445816	52445824	+	0.000	0.000	Merged-chr16-52445784-15
NR863--MA0511.2.RUNX2	chr10	58354857	58354865	+	0.000	0.000	Merged-chr10-58354769-20
NR2352--MA0002.2.RUNX1	chr13	51951824	51951834	-	0.000	0.000	Merged-chr13-51951802-36
NR7089--MA0002.2.RUNX1	chr6	120135102	120135112	+	0.000	0.000	Merged-chr6-120135007-7
NR3063--MA0002.2.RUNX1	chr15	41846602	41846612	-	0.000	0.000	Merged-chr15-41846585-48
NR5365--MA0511.2.RUNX2	chr3	95101040	95101048	-	0.000	0.000	Merged-chr3-95101078-19
NR5907--MA0511.2.RUNX2	chr4	111495919	111495927	+	0.000	0.000	Merged-chr4-111496121-20
NR5414--MA0684.1.RUNX3	chr3	103844404	103844413	-	0.000	0.000	Merged-chr3-103844386-3
NR3192--MA0684.1.RUNX3	chr15	82111958	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR5266--MA0002.2.RUNX1	chr3	59059437	59059447	+	0.000	0.000	Merged-chr3-59059388-26
NR8643--MA0002.2.RUNX1	chr9	124146417	124146427	-	0.000	0.000	Merged-chr9-124146419-55
NR4955--MA0684.1.RUNX3	chr2	132643378	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR3542--MA0511.2.RUNX2	chr16	89986206	89986214	+	0.000	0.000	Merged-chr16-89986478-112
NR1386--MA0511.2.RUNX2	chr11	53795093	53795101	+	0.000	0.000	Merged-chr11-53795155-60
NR1164--MA0684.1.RUNX3	chr10	118458933	118458942	+	0.000	0.000	Merged-chr10-118459008-40
NR8500--MA0002.2.RUNX1	chr9	107334653	107334663	-	0.000	0.000	Merged-chr9-107334469-86
NR1287--MA0002.2.RUNX1	chr11	20133216	20133226	-	0.000	0.000	Merged-chr11-20133191-35
NR7869--MA0684.1.RUNX3	chr8	34740485	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR7055--MA0002.2.RUNX1	chr6	114893967	114893977	-	0.000	0.000	Merged-chr6-114894029-89
NR7326--MA0002.2.RUNX1	chr7	27508321	27508331	+	0.000	0.000	Merged-chr7-27508351-96
NR8--MA0002.2.RUNX1	chr1	13559517	13559527	-	0.000	0.000	Merged-chr1-13559747-54
NR5318--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR730--MA0002.2.RUNX1	chr10	8501284	8501294	+	0.000	0.000	Merged-chr10-8501205-11
NR525--MA0002.2.RUNX1	chr1	167245544	167245554	-	0.000	0.000	Merged-chr1-167245435-23
NR4793--MA0684.1.RUNX3	chr2	79231286	79231295	+	0.000	0.000	Merged-chr2-79231345-48
NR4250--MA0002.2.RUNX1	chr18	89326100	89326110	+	0.000	0.000	Merged-chr18-89326061-22
NR3175--MA0511.2.RUNX2	chr15	78923726	78923734	-	0.000	0.000	Merged-chr15-78923681-44
NR2570--MA0002.2.RUNX1	chr13	113104951	113104961	+	0.000	0.000	Merged-chr13-113104978-22
NR2841--MA0002.2.RUNX1	chr14	87452281	87452291	+	0.000	0.000	Merged-chr14-87452152-30
NR5299--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR3224--MA0684.1.RUNX3	chr15	93302037	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR982--MA0002.2.RUNX1	chr10	77963002	77963012	-	0.000	0.000	Merged-chr10-77962952-24
NR1544--MA0684.1.RUNX3	chr11	87745173	87745182	+	0.000	0.000	Merged-chr11-87745119-47
NR777--MA0002.2.RUNX1	chr10	21252329	21252339	+	0.000	0.000	Merged-chr10-21252266-47
NR6182--MA0002.2.RUNX1	chr5	8455670	8455680	+	0.000	0.000	Merged-chr5-8455674-7
NR5090--MA0684.1.RUNX3	chr2	164497588	164497597	-	0.000	0.000	Merged-chr2-164497556-49
NR3698--MA0511.2.RUNX2	chr17	25792337	25792345	+	0.000	0.000	Merged-chr17-25792455-102
NR2222--MA0002.2.RUNX1	chr13	19470932	19470942	-	0.000	0.000	Merged-chr13-19470938-11
NR3476--MA0684.1.RUNX3	chr16	70326813	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR634--MA0002.2.RUNX1	chr1	181860899	181860909	+	0.000	0.000	Merged-chr1-181860828-54
NR5235--MA0511.2.RUNX2	chr3	37978662	37978670	-	0.000	0.000	Merged-chr3-37978790-50
NR7088--MA0684.1.RUNX3	chr6	120124865	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR7359--MA0684.1.RUNX3	chr7	38271429	38271438	-	0.000	0.000	Merged-chr7-38271372-62
NR4425--MA0002.2.RUNX1	chr19	41896008	41896018	+	0.000	0.000	Merged-chr19-41895947-91
NR2474--MA0002.2.RUNX1	chr13	98803826	98803836	-	0.000	0.000	Merged-chr13-98803850-12
NR2745--MA0002.2.RUNX1	chr14	61698837	61698847	+	0.000	0.000	Merged-chr14-61698789-31
NR763--MA0684.1.RUNX3	chr10	18892345	18892354	+	0.000	0.000	Merged-chr10-18892324-9
NR3185--MA0002.2.RUNX1	chr15	80572423	80572433	-	0.000	0.000	Merged-chr15-80572443-63
NR220--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR886--MA0002.2.RUNX1	chr10	60389726	60389736	+	0.000	0.000	Merged-chr10-60389736-64
NR8149--MA0511.2.RUNX2	chr8	124317964	124317972	-	0.000	0.000	Merged-chr8-124317867-82
NR2060--MA0002.2.RUNX1	chr12	108635808	108635818	+	0.000	0.000	Merged-chr12-108635835-63
NR620--MA0684.1.RUNX3	chr1	180296299	180296308	-	0.000	0.000	Merged-chr1-180296318-42
NR5659--MA0002.2.RUNX1	chr4	11960899	11960909	-	0.000	0.000	Merged-chr4-11960864-24
NR2682--MA0511.2.RUNX2	chr14	47740831	47740839	+	0.000	0.000	Merged-chr14-47740703-52
NR3108--MA0002.2.RUNX1	chr15	60132879	60132889	+	0.000	0.000	Merged-chr15-60132913-50
NR5344--MA0511.2.RUNX2	chr3	90446592	90446600	+	0.000	0.000	Merged-chr3-90446607-7
NR1157--MA0002.2.RUNX1	chr10	118083228	118083238	-	0.000	0.000	Merged-chr10-118083304-59
NR66--MA0684.1.RUNX3	chr1	40515391	40515400	+	0.000	0.000	Merged-chr1-40515347-62
NR4534--MA0002.2.RUNX1	chr2	3718084	3718094	-	0.000	0.000	Merged-chr2-3718014-59
NR1779--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR8351--MA0002.2.RUNX1	chr9	63739071	63739081	+	0.000	0.000	Merged-chr9-63739082-5
NR124--MA0002.2.RUNX1	chr1	60240666	60240676	+	0.000	0.000	Merged-chr1-60240726-17
NR6942--MA0002.2.RUNX1	chr6	86593285	86593295	-	0.000	0.000	Merged-chr6-86593452-56
NR951--MA0511.2.RUNX2	chr10	74823621	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR3316--MA0511.2.RUNX2	chr16	14088391	14088399	-	0.000	0.000	Merged-chr16-14088440-49
NR5645--MA0684.1.RUNX3	chr4	7341338	7341347	-	0.000	0.000	Merged-chr4-7341351-14
NR7177--MA0002.2.RUNX1	chr6	130136707	130136717	-	0.000	0.000	Merged-chr6-130136655-31
NR852--MA0002.2.RUNX1	chr10	51481775	51481785	-	0.000	0.000	Merged-chr10-51481748-14
NR918--MA0002.2.RUNX1	chr10	68512654	68512664	+	0.000	0.000	Merged-chr10-68512591-23
NR6052--MA0002.2.RUNX1	chr4	137909657	137909667	-	0.000	0.000	Merged-chr4-137909682-19
NR5724--MA0511.2.RUNX2	chr4	46508331	46508339	+	0.000	0.000	Merged-chr4-46508172-31
NR5519--MA0511.2.RUNX2	chr3	132873409	132873417	+	0.000	0.000	Merged-chr3-132873317-15
NR2906--MA0684.1.RUNX3	chr14	121325021	121325030	+	0.000	0.000	Merged-chr14-121324999-52
NR1222--MA0511.2.RUNX2	chr10	127231156	127231164	+	0.000	0.000	Merged-chr10-127231137-38
NR7034--MA0002.2.RUNX1	chr6	108310098	108310108	-	0.000	0.000	Merged-chr6-108310107-36
NR7305--MA0002.2.RUNX1	chr7	16201293	16201303	+	0.000	0.000	Merged-chr7-16201318-27
NR2758--MA0002.2.RUNX1	chr14	65085943	65085953	-	0.000	0.000	Merged-chr14-65085907-26
NR5149--MA0002.2.RUNX1	chr2	173077075	173077085	+	0.000	0.000	Merged-chr2-173077118-17
NR8460--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR7385--MA0511.2.RUNX2	chr7	47146289	47146297	+	0.000	0.000	Merged-chr7-47146350-32
NR1666--MA0684.1.RUNX3	chr11	109497186	109497195	-	0.000	0.000	Merged-chr11-109497188-14
NR5976--MA0511.2.RUNX2	chr4	132748881	132748889	+	0.000	0.000	Merged-chr4-132748989-25
NR5105--MA0511.2.RUNX2	chr2	166565694	166565702	+	0.000	0.000	Merged-chr2-166565613-5
NR7705--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR7286--MA0002.2.RUNX1	chr6	149260815	149260825	-	0.000	0.000	Merged-chr6-149260973-38
NR1047--MA0684.1.RUNX3	chr10	93188699	93188708	-	0.000	0.000	Merged-chr10-93188465-33
NR3326--MA0002.2.RUNX1	chr16	17452025	17452035	+	0.000	0.000	Merged-chr16-17452028-79
NR7037--MA0511.2.RUNX2	chr6	108630934	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR4881--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR408--MA0002.2.RUNX1	chr1	144355776	144355786	+	0.000	0.000	Merged-chr1-144355940-45
NR5214--MA0511.2.RUNX2	chr3	28244428	28244436	-	0.000	0.000	Merged-chr3-28244555-21
NR964--MA0511.2.RUNX2	chr10	75429721	75429729	+	0.000	0.000	Merged-chr10-75429705-8
NR7080--MA0511.2.RUNX2	chr6	119522295	119522303	-	0.000	0.000	Merged-chr6-119522115-45
NR5115--MA0002.2.RUNX1	chr2	167081109	167081119	+	0.000	0.000	Merged-chr2-167081117-10
NR808--MA0684.1.RUNX3	chr10	28695299	28695308	-	0.000	0.000	Merged-chr10-28695198-52
NR8221--MA0002.2.RUNX1	chr9	14568675	14568685	-	0.000	0.000	Merged-chr9-14568666-36
NR5737--MA0511.2.RUNX2	chr4	48034833	48034841	+	0.000	0.000	Merged-chr4-48034706-38
NR550--MA0511.2.RUNX2	chr1	171921415	171921423	-	0.000	0.000	Merged-chr1-171921445-86
NR4861--MA0002.2.RUNX1	chr2	103659785	103659795	+	0.000	0.000	Merged-chr2-103659777-12
NR7047--MA0002.2.RUNX1	chr6	113442547	113442557	-	0.000	0.000	Merged-chr6-113442615-46
NR1506--MA0511.2.RUNX2	chr11	80323406	80323414	+	0.000	0.000	Merged-chr11-80323459-26
NR123--MA0684.1.RUNX3	chr1	60240634	60240643	-	0.000	0.000	Merged-chr1-60240726-17
NR180--MA0002.2.RUNX1	chr1	74364445	74364455	-	0.000	0.000	Merged-chr1-74364458-13
NR6941--MA0684.1.RUNX3	chr6	86548166	86548175	-	0.000	0.000	Merged-chr6-86548021-53
NR6793--MA0002.2.RUNX1	chr6	40891337	40891347	+	0.000	0.000	Merged-chr6-40891354-82
NR5323--MA0511.2.RUNX2	chr3	86563543	86563551	-	0.000	0.000	Merged-chr3-86563473-7
NR3167--MA0511.2.RUNX2	chr15	78564142	78564150	-	0.000	0.000	Merged-chr15-78564204-56
NR3438--MA0511.2.RUNX2	chr16	55787758	55787766	-	0.000	0.000	Merged-chr16-55787794-30
NR1758--MA0511.2.RUNX2	chr12	11300798	11300806	-	0.000	0.000	Merged-chr12-11300955-23
