#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR873--MA0731.1.BCL6B	chr3	79197075	79197091	+	0.000	0.000	Merged-chr3-79197186-40
NR111--MA0731.1.BCL6B	chr1	180778302	180778318	-	0.000	0.000	Merged-chr1-180778261-1
NR975--MA0463.1.Bcl6	chr4	102741433	102741446	-	0.000	0.000	Merged-chr4-102741499-16
NR1428--MA0731.1.BCL6B	chrX	60000259	60000275	-	0.000	0.000	Merged-chrX-60000246-8
NR995--MA0731.1.BCL6B	chr4	129696287	129696303	+	0.000	0.000	Merged-chr4-129696167-1
NR993--MA0463.1.Bcl6	chr4	128884559	128884572	-	0.000	0.000	Merged-chr4-128884596-1
NR1266--MA0731.1.BCL6B	chr7	140374386	140374402	-	0.000	0.000	Merged-chr7-140374516-48
NR45--MA0463.1.Bcl6	chr1	87246432	87246445	+	0.000	0.000	Merged-chr1-87246279-32
NR1027--MA0731.1.BCL6B	chr5	16470144	16470160	+	0.000	0.000	Merged-chr5-16470042-54
NR59--MA0731.1.BCL6B	chr1	132007421	132007437	+	0.000	0.000	Merged-chr1-132007424-3
NR193--MA0731.1.BCL6B	chr10	95395294	95395310	+	0.000	0.000	Merged-chr10-95395228-39
NR555--MA0463.1.Bcl6	chr16	22548239	22548252	-	0.000	0.000	Merged-chr16-22548400-52
NR682--MA0731.1.BCL6B	chr18	74789488	74789504	+	0.000	0.000	Merged-chr18-74789604-25
NR685--MA0463.1.Bcl6	chr18	79064235	79064248	+	0.000	0.000	Merged-chr18-79064378-58
NR1380--MA0463.1.Bcl6	chr9	75559471	75559484	+	0.000	0.000	Merged-chr9-75559316-111
NR112--MA0463.1.Bcl6	chr1	180829885	180829898	+	0.000	0.000	Merged-chr1-180830009-39
NR591--MA0463.1.Bcl6	chr16	89938329	89938342	-	0.000	0.000	Merged-chr16-89938532-48
NR233--MA0463.1.Bcl6	chr11	4289503	4289516	+	0.000	0.000	Merged-chr11-4289401-53
NR457--MA0463.1.Bcl6	chr14	61685214	61685227	+	0.000	0.000	Merged-chr14-61685114-25
NR578--MA0463.1.Bcl6	chr16	57398853	57398866	+	0.000	0.000	Merged-chr16-57398780-28
NR979--MA0731.1.BCL6B	chr4	110028735	110028751	-	0.000	0.000	Merged-chr4-110028917-37
NR1018--MA0463.1.Bcl6	chr4	152115981	152115994	-	0.000	0.000	Merged-chr4-152116111-49
NR198--MA0731.1.BCL6B	chr10	99127159	99127175	-	0.000	0.000	Merged-chr10-99127099-1
NR359--MA0463.1.Bcl6	chr12	109446452	109446465	+	0.000	0.000	Merged-chr12-109446341-43
NR815--MA0731.1.BCL6B	chr2	132613832	132613848	-	0.000	0.000	Merged-chr2-132613792-39
NR1072--MA0463.1.Bcl6	chr5	123228432	123228445	+	0.000	0.000	Merged-chr5-123228229-33
NR395--MA0463.1.Bcl6	chr13	45827767	45827780	+	0.000	0.000	Merged-chr13-45827627-7
NR919--MA0463.1.Bcl6	chr3	128151342	128151355	-	0.000	0.000	Merged-chr3-128151180-1
NR374--MA0731.1.BCL6B	chr13	12521860	12521876	-	0.000	0.000	Merged-chr13-12521905-15
NR1059--MA0731.1.BCL6B	chr5	105620596	105620612	+	0.000	0.000	Merged-chr5-105620720-17
NR1198--MA0463.1.Bcl6	chr7	44262976	44262989	+	0.000	0.000	Merged-chr7-44263081-47
NR897--MA0731.1.BCL6B	chr3	104818059	104818075	+	0.000	0.000	Merged-chr3-104818098-119
NR727--MA0463.1.Bcl6	chr19	56771430	56771443	-	0.000	0.000	Merged-chr19-56771635-4
NR278--MA0731.1.BCL6B	chr11	87967898	87967914	+	0.000	0.000	Merged-chr11-87968039-56
NR406--MA0731.1.BCL6B	chr13	73772828	73772844	+	0.000	0.000	Merged-chr13-73772920-55
NR745--MA0463.1.Bcl6	chr2	25422233	25422246	+	0.000	0.000	Merged-chr2-25422261-1
NR875--MA0463.1.Bcl6	chr3	79484685	79484698	-	0.000	0.000	Merged-chr3-79484566-7
NR1203--MA0463.1.Bcl6	chr7	58501121	58501134	+	0.000	0.000	Merged-chr7-58501010-19
NR629--MA0463.1.Bcl6	chr17	44536756	44536769	-	0.000	0.000	Merged-chr17-44536693-17
NR507--MA0731.1.BCL6B	chr15	38122933	38122949	+	0.000	0.000	Merged-chr15-38122880-9
NR419--MA0463.1.Bcl6	chr13	101719596	101719609	+	0.000	0.000	Merged-chr13-101719562-51
NR204--MA0463.1.Bcl6	chr10	105841471	105841484	-	0.000	0.000	Merged-chr10-105841335-60
NR683--MA0463.1.Bcl6	chr18	76222497	76222510	-	0.000	0.000	Merged-chr18-76222464-24
NR183--MA0731.1.BCL6B	chr10	85035525	85035541	+	0.000	0.000	Merged-chr10-85035484-19
NR1347--MA0463.1.Bcl6	chr9	15029231	15029244	+	0.000	0.000	Merged-chr9-15029277-27
NR218--MA0463.1.Bcl6	chr10	121310905	121310918	+	0.000	0.000	Merged-chr10-121310778-72
NR482--MA0463.1.Bcl6	chr14	120572382	120572395	-	0.000	0.000	Merged-chr14-120572441-59
NR337--MA0731.1.BCL6B	chr12	76923262	76923278	-	0.000	0.000	Merged-chr12-76923289-32
NR1043--MA0463.1.Bcl6	chr5	68033558	68033571	+	0.000	0.000	Merged-chr5-68033501-23
NR702--MA0463.1.Bcl6	chr19	14668773	14668786	-	0.000	0.000	Merged-chr19-14668781-26
NR1140--MA0731.1.BCL6B	chr6	119502188	119502204	+	0.000	0.000	Merged-chr6-119502216-31
NR329--MA0731.1.BCL6B	chr12	36317452	36317468	-	0.000	0.000	Merged-chr12-36317326-46
NR991--MA0731.1.BCL6B	chr4	123577646	123577662	+	0.000	0.000	Merged-chr4-123577716-54
NR1402--MA0463.1.Bcl6	chr9	109862882	109862895	-	0.000	0.000	Merged-chr9-109862838-42
NR734--MA0463.1.Bcl6	chr2	6445024	6445037	+	0.000	0.000	Merged-chr2-6444990-17
NR864--MA0463.1.Bcl6	chr3	52047196	52047209	+	0.000	0.000	Merged-chr3-52047175-54
NR1407--MA0463.1.Bcl6	chr9	116329431	116329444	+	0.000	0.000	Merged-chr9-116329317-45
NR882--MA0463.1.Bcl6	chr3	93494117	93494130	-	0.000	0.000	Merged-chr3-93494167-38
NR28--MA0463.1.Bcl6	chr1	61136446	61136459	+	0.000	0.000	Merged-chr1-61136351-1
NR994--MA0463.1.Bcl6	chr4	129696287	129696300	-	0.000	0.000	Merged-chr4-129696167-1
NR64--MA0463.1.Bcl6	chr1	134111158	134111171	+	0.000	0.000	Merged-chr1-134111105-29
NR560--MA0463.1.Bcl6	chr16	29865386	29865399	+	0.000	0.000	Merged-chr16-29865304-40
NR4--MA0463.1.Bcl6	chr1	36244304	36244317	+	0.000	0.000	Merged-chr1-36244219-51
NR1206--MA0463.1.Bcl6	chr7	64141777	64141790	+	0.000	0.000	Merged-chr7-64141555-53
NR999--MA0463.1.Bcl6	chr4	132843297	132843310	+	0.000	0.000	Merged-chr4-132843203-52
NR1224--MA0463.1.Bcl6	chr7	88277848	88277861	+	0.000	0.000	Merged-chr7-88277726-133
NR556--MA0463.1.Bcl6	chr16	22548346	22548359	+	0.000	0.000	Merged-chr16-22548400-52
NR1084--MA0731.1.BCL6B	chr5	138264029	138264045	-	0.000	0.000	Merged-chr5-138263904-55
NR1242--MA0463.1.Bcl6	chr7	110796785	110796798	+	0.000	0.000	Merged-chr7-110796753-46
NR78--MA0463.1.Bcl6	chr1	155050360	155050373	-	0.000	0.000	Merged-chr1-155050378-11
NR261--MA0463.1.Bcl6	chr11	72321044	72321057	+	0.000	0.000	Merged-chr11-72321004-18
NR588--MA0463.1.Bcl6	chr16	77358744	77358757	-	0.000	0.000	Merged-chr16-77358770-12
NR1204--MA0731.1.BCL6B	chr7	58501118	58501134	-	0.000	0.000	Merged-chr7-58501010-19
NR893--MA0731.1.BCL6B	chr3	100969745	100969761	+	0.000	0.000	Merged-chr3-100969599-56
NR1082--MA0463.1.Bcl6	chr5	137770941	137770954	+	0.000	0.000	Merged-chr5-137770863-20
NR763--MA0731.1.BCL6B	chr2	49764785	49764801	-	0.000	0.000	Merged-chr2-49764736-24
NR168--MA0463.1.Bcl6	chr10	63582800	63582813	+	0.000	0.000	Merged-chr10-63582747-40
NR956--MA0463.1.Bcl6	chr4	59682660	59682673	+	0.000	0.000	Merged-chr4-59682801-45
NR633--MA0731.1.BCL6B	chr17	52601195	52601211	-	0.000	0.000	Merged-chr17-52601188-69
NR1087--MA0463.1.Bcl6	chr5	143975110	143975123	-	0.000	0.000	Merged-chr5-143975077-1
NR580--MA0731.1.BCL6B	chr16	58465768	58465784	+	0.000	0.000	Merged-chr16-58465503-54
NR646--MA0731.1.BCL6B	chr17	80772627	80772643	-	0.000	0.000	Merged-chr17-80772766-52
NR232--MA0731.1.BCL6B	chr11	3193514	3193530	+	0.000	0.000	Merged-chr11-3193402-56
NR858--MA0463.1.Bcl6	chr3	37204799	37204812	+	0.000	0.000	Merged-chr3-37204884-40
NR58--MA0731.1.BCL6B	chr1	131384465	131384481	-	0.000	0.000	Merged-chr1-131384650-38
NR516--MA0731.1.BCL6B	chr15	75862279	75862295	-	0.000	0.000	Merged-chr15-75862360-44
NR1244--MA0731.1.BCL6B	chr7	112400418	112400434	+	0.000	0.000	Merged-chr7-112400264-32
NR1101--MA0463.1.Bcl6	chr6	30401863	30401876	+	0.000	0.000	Merged-chr6-30401803-70
NR856--MA0731.1.BCL6B	chr3	30602087	30602103	+	0.000	0.000	Merged-chr3-30601989-42
NR94--MA0463.1.Bcl6	chr1	163374811	163374824	+	0.000	0.000	Merged-chr1-163374764-34
NR1218--MA0463.1.Bcl6	chr7	74529876	74529889	-	0.000	0.000	Merged-chr7-74529693-87
NR280--MA0731.1.BCL6B	chr11	90196521	90196537	+	0.000	0.000	Merged-chr11-90196675-9
NR551--MA0731.1.BCL6B	chr16	17807057	17807073	-	0.000	0.000	Merged-chr16-17807004-4
NR1236--MA0463.1.Bcl6	chr7	104400828	104400841	-	0.000	0.000	Merged-chr7-104400949-29
NR869--MA0731.1.BCL6B	chr3	65586419	65586435	-	0.000	0.000	Merged-chr3-65586536-51
NR1348--MA0463.1.Bcl6	chr9	15029229	15029242	-	0.000	0.000	Merged-chr9-15029277-27
NR1249--MA0731.1.BCL6B	chr7	115217152	115217168	-	0.000	0.000	Merged-chr7-115217038-43
NR1196--MA0731.1.BCL6B	chr7	39544305	39544321	-	0.000	0.000	Merged-chr7-39544508-62
NR1044--MA0463.1.Bcl6	chr5	72761391	72761404	+	0.000	0.000	Merged-chr5-72761381-14
NR814--MA0731.1.BCL6B	chr2	132131470	132131486	-	0.000	0.000	Merged-chr2-132131548-24
NR1228--MA0731.1.BCL6B	chr7	92180950	92180966	-	0.000	0.000	Merged-chr7-92180899-29
NR795--MA0731.1.BCL6B	chr2	117335633	117335649	+	0.000	0.000	Merged-chr2-117335736-33
NR447--MA0731.1.BCL6B	chr14	47277005	47277021	-	0.000	0.000	Merged-chr14-47276879-81
NR1268--MA0463.1.Bcl6	chr7	141064305	141064318	+	0.000	0.000	Merged-chr7-141064290-23
NR98--MA0731.1.BCL6B	chr1	166016681	166016697	-	0.000	0.000	Merged-chr1-166016547-30
NR490--MA0731.1.BCL6B	chr15	25414626	25414642	+	0.000	0.000	Merged-chr15-25414675-44
NR413--MA0731.1.BCL6B	chr13	93814893	93814909	-	0.000	0.000	Merged-chr13-93815067-39
NR1188--MA0731.1.BCL6B	chr7	27196245	27196261	+	0.000	0.000	Merged-chr7-27196117-84
NR360--MA0731.1.BCL6B	chr12	109446449	109446465	-	0.000	0.000	Merged-chr12-109446341-43
NR1058--MA0463.1.Bcl6	chr5	105620596	105620609	-	0.000	0.000	Merged-chr5-105620720-17
NR806--MA0731.1.BCL6B	chr2	130664268	130664284	-	0.000	0.000	Merged-chr2-130664423-57
NR915--MA0731.1.BCL6B	chr3	123173829	123173845	+	0.000	0.000	Merged-chr3-123173705-1
NR717--MA0463.1.Bcl6	chr19	43523519	43523532	-	0.000	0.000	Merged-chr19-43523434-47
NR1094--MA0463.1.Bcl6	chr6	17631703	17631716	-	0.000	0.000	Merged-chr6-17631637-13
NR502--MA0463.1.Bcl6	chr15	36727724	36727737	+	0.000	0.000	Merged-chr15-36727812-56
NR735--MA0463.1.Bcl6	chr2	6459567	6459580	-	0.000	0.000	Merged-chr2-6459429-8
NR352--MA0731.1.BCL6B	chr12	102332398	102332414	-	0.000	0.000	Merged-chr12-102332454-11
NR422--MA0463.1.Bcl6	chr13	106936883	106936896	-	0.000	0.000	Merged-chr13-106936851-56
NR47--MA0463.1.Bcl6	chr1	89078995	89079008	-	0.000	0.000	Merged-chr1-89078996-39
NR487--MA0731.1.BCL6B	chr15	5108370	5108386	-	0.000	0.000	Merged-chr15-5108448-64
NR1225--MA0463.1.Bcl6	chr7	88277849	88277862	+	0.000	0.000	Merged-chr7-88277726-133
NR463--MA0463.1.Bcl6	chr14	68044927	68044940	+	0.000	0.000	Merged-chr14-68044800-35
NR1373--MA0463.1.Bcl6	chr9	63738565	63738578	+	0.000	0.000	Merged-chr9-63738316-120
NR1248--MA0463.1.Bcl6	chr7	114817785	114817798	+	0.000	0.000	Merged-chr7-114817676-52
NR1145--MA0463.1.Bcl6	chr6	125467494	125467507	+	0.000	0.000	Merged-chr6-125467519-12
NR119--MA0463.1.Bcl6	chr1	185193768	185193781	+	0.000	0.000	Merged-chr1-185193700-43
NR383--MA0463.1.Bcl6	chr13	23757203	23757216	+	0.000	0.000	Merged-chr13-23757090-56
NR1275--MA0463.1.Bcl6	chr8	4212923	4212936	-	0.000	0.000	Merged-chr8-4212854-13
NR1293--MA0463.1.Bcl6	chr8	61436815	61436828	+	0.000	0.000	Merged-chr8-61436904-17
NR379--MA0463.1.Bcl6	chr13	21531118	21531131	-	0.000	0.000	Merged-chr13-21531056-50
NR182--MA0463.1.Bcl6	chr10	82666634	82666647	+	0.000	0.000	Merged-chr10-82666640-30
NR1083--MA0463.1.Bcl6	chr5	138116873	138116886	+	0.000	0.000	Merged-chr5-138117022-54
NR742--MA0463.1.Bcl6	chr2	18895094	18895107	-	0.000	0.000	Merged-chr2-18894970-14
NR760--MA0463.1.Bcl6	chr2	38739662	38739675	-	0.000	0.000	Merged-chr2-38739625-29
NR1362--MA0731.1.BCL6B	chr9	51402059	51402075	-	0.000	0.000	Merged-chr9-51401998-48
NR644--MA0463.1.Bcl6	chr17	78245547	78245560	-	0.000	0.000	Merged-chr17-78245592-60
NR1317--MA0463.1.Bcl6	chr8	104591472	104591485	-	0.000	0.000	Merged-chr8-104591477-51
NR259--MA0731.1.BCL6B	chr11	71004529	71004545	-	0.000	0.000	Merged-chr11-71004359-68
NR434--MA0463.1.Bcl6	chr14	7791703	7791716	+	0.000	0.000	Merged-chr14-7791631-72
NR1245--MA0731.1.BCL6B	chr7	113250749	113250765	-	0.000	0.000	Merged-chr7-113250807-31
NR1107--MA0463.1.Bcl6	chr6	54069114	54069127	+	0.000	0.000	Merged-chr6-54069236-28
NR701--MA0731.1.BCL6B	chr19	14598236	14598252	+	0.000	0.000	Merged-chr19-14598034-110
NR470--MA0463.1.Bcl6	chr14	79499759	79499772	+	0.000	0.000	Merged-chr14-79499625-44
NR336--MA0463.1.Bcl6	chr12	72085618	72085631	+	0.000	0.000	Merged-chr12-72085712-110
NR1237--MA0463.1.Bcl6	chr7	104401002	104401015	-	0.000	0.000	Merged-chr7-104400949-29
NR1291--MA0463.1.Bcl6	chr8	50293759	50293772	-	0.000	0.000	Merged-chr8-50293787-15
NR1139--MA0463.1.Bcl6	chr6	119502188	119502201	-	0.000	0.000	Merged-chr6-119502216-31
NR144--MA0463.1.Bcl6	chr10	17733165	17733178	-	0.000	0.000	Merged-chr10-17733283-32
NR811--MA0463.1.Bcl6	chr2	132115397	132115410	-	0.000	0.000	Merged-chr2-132115491-16
NR368--MA0463.1.Bcl6	chr12	118376797	118376810	+	0.000	0.000	Merged-chr12-118376782-123
NR489--MA0463.1.Bcl6	chr15	10486030	10486043	-	0.000	0.000	Merged-chr15-10486107-67
NR1434--MA0731.1.BCL6B	chrX	159021780	159021796	+	0.000	0.000	Merged-chrX-159021727-36
NR941--MA0463.1.Bcl6	chr4	32179889	32179902	-	0.000	0.000	Merged-chr4-32179914-44
NR1175--MA0463.1.Bcl6	chr7	4083103	4083116	+	0.000	0.000	Merged-chr7-4082893-63
NR1090--MA0463.1.Bcl6	chr5	146845045	146845058	-	0.000	0.000	Merged-chr5-146845015-50
NR65--MA0731.1.BCL6B	chr1	134111155	134111171	-	0.000	0.000	Merged-chr1-134111105-29
NR1285--MA0731.1.BCL6B	chr8	25535535	25535551	-	0.000	0.000	Merged-chr8-25535520-11
NR31--MA0731.1.BCL6B	chr1	64970800	64970816	+	0.000	0.000	Merged-chr1-64970885-50
NR1189--MA0463.1.Bcl6	chr7	27447832	27447845	+	0.000	0.000	Merged-chr7-27447621-80
NR615--MA0463.1.Bcl6	chr17	24141141	24141154	-	0.000	0.000	Merged-chr17-24141013-3
NR517--MA0463.1.Bcl6	chr15	76351094	76351107	-	0.000	0.000	Merged-chr15-76351256-113
NR781--MA0463.1.Bcl6	chr2	73056295	73056308	-	0.000	0.000	Merged-chr2-73056449-10
NR36--MA0731.1.BCL6B	chr1	75142361	75142377	+	0.000	0.000	Merged-chr1-75142250-107
NR656--MA0463.1.Bcl6	chr18	23841784	23841797	+	0.000	0.000	Merged-chr18-23841558-17
NR441--MA0463.1.Bcl6	chr14	27229731	27229744	+	0.000	0.000	Merged-chr14-27229706-56
NR66--MA0463.1.Bcl6	chr1	136625575	136625588	-	0.000	0.000	Merged-chr1-136625526-2
NR855--MA0731.1.BCL6B	chr3	19451004	19451020	+	0.000	0.000	Merged-chr3-19451166-41
NR674--MA0463.1.Bcl6	chr18	61489723	61489736	+	0.000	0.000	Merged-chr18-61489584-71
NR92--MA0731.1.BCL6B	chr1	161894142	161894158	+	0.000	0.000	Merged-chr1-161894254-19
NR428--MA0463.1.Bcl6	chr13	113636094	113636107	-	0.000	0.000	Merged-chr13-113636037-42
NR213--MA0463.1.Bcl6	chr10	117432650	117432663	-	0.000	0.000	Merged-chr10-117432736-19
NR898--MA0463.1.Bcl6	chr3	104864536	104864549	-	0.000	0.000	Merged-chr3-104864640-175
NR446--MA0463.1.Bcl6	chr14	47277008	47277021	+	0.000	0.000	Merged-chr14-47276879-81
NR231--MA0463.1.Bcl6	chr11	3193514	3193527	-	0.000	0.000	Merged-chr11-3193402-56
NR1344--MA0731.1.BCL6B	chr9	7212404	7212420	+	0.000	0.000	Merged-chr9-7212368-16
NR455--MA0463.1.Bcl6	chr14	59695347	59695360	+	0.000	0.000	Merged-chr14-59695356-42
NR420--MA0731.1.BCL6B	chr13	102708557	102708573	+	0.000	0.000	Merged-chr13-102708794-10
NR943--MA0731.1.BCL6B	chr4	33146889	33146905	-	0.000	0.000	Merged-chr4-33147019-23
NR1086--MA0731.1.BCL6B	chr5	143917669	143917685	+	0.000	0.000	Merged-chr5-143917664-24
NR594--MA0463.1.Bcl6	chr16	91443423	91443436	-	0.000	0.000	Merged-chr16-91443415-25
NR162--MA0731.1.BCL6B	chr10	57448093	57448109	-	0.000	0.000	Merged-chr10-57448269-42
NR813--MA0731.1.BCL6B	chr2	132115396	132115412	-	0.000	0.000	Merged-chr2-132115491-16
NR921--MA0463.1.Bcl6	chr3	133437174	133437187	-	0.000	0.000	Merged-chr3-133436994-54
NR151--MA0463.1.Bcl6	chr10	37207156	37207169	+	0.000	0.000	Merged-chr10-37207171-14
NR922--MA0731.1.BCL6B	chr3	133437174	133437190	+	0.000	0.000	Merged-chr3-133436994-54
NR97--MA0731.1.BCL6B	chr1	165682669	165682685	+	0.000	0.000	Merged-chr1-165682736-19
NR1349--MA0731.1.BCL6B	chr9	15029228	15029244	-	0.000	0.000	Merged-chr9-15029277-27
NR147--MA0463.1.Bcl6	chr10	21553115	21553128	-	0.000	0.000	Merged-chr10-21553167-27
NR1315--MA0731.1.BCL6B	chr8	95081038	95081054	+	0.000	0.000	Merged-chr8-95081024-85
NR786--MA0731.1.BCL6B	chr2	90528282	90528298	+	0.000	0.000	Merged-chr2-90528384-23
NR276--MA0731.1.BCL6B	chr11	86593321	86593337	-	0.000	0.000	Merged-chr11-86593192-40
NR971--MA0463.1.Bcl6	chr4	97751575	97751588	-	0.000	0.000	Merged-chr4-97751611-100
NR725--MA0463.1.Bcl6	chr19	56756642	56756655	-	0.000	0.000	Merged-chr19-56756635-43
NR242--MA0731.1.BCL6B	chr11	22782854	22782870	-	0.000	0.000	Merged-chr11-22782908-24
NR41--MA0463.1.Bcl6	chr1	80765629	80765642	+	0.000	0.000	Merged-chr1-80765744-47
NR622--MA0731.1.BCL6B	chr17	35051887	35051903	+	0.000	0.000	Merged-chr17-35051735-66
NR146--MA0731.1.BCL6B	chr10	19962900	19962916	+	0.000	0.000	Merged-chr10-19962974-43
NR515--MA0463.1.Bcl6	chr15	75862282	75862295	+	0.000	0.000	Merged-chr15-75862360-44
NR891--MA0463.1.Bcl6	chr3	98281002	98281015	-	0.000	0.000	Merged-chr3-98281152-46
NR582--MA0731.1.BCL6B	chr16	64770965	64770981	-	0.000	0.000	Merged-chr16-64770922-80
NR138--MA0731.1.BCL6B	chr10	13057151	13057167	-	0.000	0.000	Merged-chr10-13057097-43
NR305--MA0463.1.Bcl6	chr11	114745307	114745320	-	0.000	0.000	Merged-chr11-114745299-23
NR775--MA0463.1.Bcl6	chr2	65104758	65104771	+	0.000	0.000	Merged-chr2-65104683-25
NR181--MA0731.1.BCL6B	chr10	80855154	80855170	+	0.000	0.000	Merged-chr10-80855252-46
NR1389--MA0731.1.BCL6B	chr9	96393593	96393609	-	0.000	0.000	Merged-chr9-96393714-58
NR91--MA0463.1.Bcl6	chr1	161894142	161894155	-	0.000	0.000	Merged-chr1-161894254-19
NR435--MA0463.1.Bcl6	chr14	7989485	7989498	-	0.000	0.000	Merged-chr14-7989613-33
NR1251--MA0463.1.Bcl6	chr7	120727725	120727738	-	0.000	0.000	Merged-chr7-120727783-30
NR1108--MA0463.1.Bcl6	chr6	54925914	54925927	+	0.000	0.000	Merged-chr6-54926058-40
NR1097--MA0731.1.BCL6B	chr6	29272518	29272534	+	0.000	0.000	Merged-chr6-29272695-53
NR122--MA0463.1.Bcl6	chr1	189795537	189795550	+	0.000	0.000	Merged-chr1-189795440-7
NR449--MA0463.1.Bcl6	chr14	51885000	51885013	-	0.000	0.000	Merged-chr14-51884855-41
NR910--MA0463.1.Bcl6	chr3	121494123	121494136	-	0.000	0.000	Merged-chr3-121494135-61
NR553--MA0731.1.BCL6B	chr16	20804580	20804596	-	0.000	0.000	Merged-chr16-20804779-46
NR205--MA0731.1.BCL6B	chr10	105841471	105841487	+	0.000	0.000	Merged-chr10-105841335-60
NR1368--MA0463.1.Bcl6	chr9	61859744	61859757	-	0.000	0.000	Merged-chr9-61859765-62
NR579--MA0463.1.Bcl6	chr16	58465768	58465781	-	0.000	0.000	Merged-chr16-58465503-54
