#Name (cmd = mergePeaks -d 200 -cobound 1 Prdm1KO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR242--MA0508.2.PRDM1	chr10	68137699	68137708	-	0.000	0.000	Merged-chr10-68137569-23
NR765--MA0508.2.PRDM1	chr15	64313279	64313288	+	0.000	0.000	Merged-chr15-64313424-10
NR351--MA0508.2.PRDM1	chr11	61602784	61602793	-	0.000	0.000	Merged-chr11-61602995-47
NR9--MA0508.2.PRDM1	chr1	20820395	20820404	+	0.000	0.000	Merged-chr1-20820206-62
NR221--MA0508.2.PRDM1	chr10	44529602	44529611	+	0.000	0.000	Merged-chr10-44529535-56
NR887--MA0508.2.PRDM1	chr17	8195750	8195759	+	0.000	0.000	Merged-chr17-8195901-46
NR2061--MA0508.2.PRDM1	chr9	57831583	57831592	+	0.000	0.000	Merged-chr9-57831644-49
NR744--MA0508.2.PRDM1	chr15	36565739	36565748	-	0.000	0.000	Merged-chr15-36565719-31
NR539--MA0508.2.PRDM1	chr13	32833408	32833417	-	0.000	0.000	Merged-chr13-32833384-31
NR1028--MA0508.2.PRDM1	chr19	23141120	23141129	-	0.000	0.000	Merged-chr19-23141154-104
NR2040--MA0508.2.PRDM1	chr9	35423382	35423391	+	0.000	0.000	Merged-chr9-35423425-41
NR247--MA0508.2.PRDM1	chr10	77515728	77515737	+	0.000	0.000	Merged-chr10-77515813-50
NR1137--MA0508.2.PRDM1	chr2	91202788	91202797	+	0.000	0.000	Merged-chr2-91202810-54
NR290--MA0508.2.PRDM1	chr10	111912369	111912378	+	0.000	0.000	Merged-chr10-111912286-27
NR2162--MA0508.2.PRDM1	chrX	159199720	159199729	+	0.000	0.000	Merged-chrX-159199808-53
NR39--MA0508.2.PRDM1	chr1	66838501	66838510	-	0.000	0.000	Merged-chr1-66838654-32
NR574--MA0508.2.PRDM1	chr13	74639845	74639854	+	0.000	0.000	Merged-chr13-74639723-103
NR1940--MA0508.2.PRDM1	chr8	13992655	13992664	+	0.000	0.000	Merged-chr8-13992764-55
NR173--MA0508.2.PRDM1	chr1	184014218	184014227	+	0.000	0.000	Merged-chr1-184014303-22
NR1129--MA0508.2.PRDM1	chr2	84479242	84479251	+	0.000	0.000	Merged-chr2-84479185-38
NR391--MA0508.2.PRDM1	chr11	100931778	100931787	+	0.000	0.000	Merged-chr11-100931794-39
NR295--MA0508.2.PRDM1	chr10	118556688	118556697	+	0.000	0.000	Merged-chr10-118556627-31
NR218--MA0508.2.PRDM1	chr10	42897741	42897750	+	0.000	0.000	Merged-chr10-42897771-65
NR199--MA0508.2.PRDM1	chr10	12985182	12985191	+	0.000	0.000	Merged-chr10-12985296-24
NR1089--MA0508.2.PRDM1	chr2	33821902	33821911	-	0.000	0.000	Merged-chr2-33821931-24
NR165--MA0508.2.PRDM1	chr1	179578866	179578875	+	0.000	0.000	Merged-chr1-179578897-31
NR2133--MA0508.2.PRDM1	chr9	122399008	122399017	+	0.000	0.000	Merged-chr9-122399009-31
NR816--MA0508.2.PRDM1	chr16	30510288	30510297	-	0.000	0.000	Merged-chr16-30510210-2
NR797--MA0508.2.PRDM1	chr16	10585556	10585565	+	0.000	0.000	Merged-chr16-10585448-58
NR1531--MA0508.2.PRDM1	chr5	3887111	3887120	-	0.000	0.000	Merged-chr5-3887091-30
NR1783--MA0508.2.PRDM1	chr6	143067038	143067047	-	0.000	0.000	Merged-chr6-143067094-13
NR306--MA0508.2.PRDM1	chr10	122717888	122717897	-	0.000	0.000	Merged-chr10-122717958-55
NR2080--MA0508.2.PRDM1	chr9	72449554	72449563	-	0.000	0.000	Merged-chr9-72449677-41
NR2003--MA0508.2.PRDM1	chr8	107056869	107056878	-	0.000	0.000	Merged-chr8-107056733-66
NR415--MA0508.2.PRDM1	chr12	8344997	8345006	-	0.000	0.000	Merged-chr12-8345102-29
NR396--MA0508.2.PRDM1	chr11	104609537	104609546	+	0.000	0.000	Merged-chr11-104609685-47
NR667--MA0508.2.PRDM1	chr14	48246583	48246592	-	0.000	0.000	Merged-chr14-48246381-22
NR2112--MA0508.2.PRDM1	chr9	105485492	105485501	-	0.000	0.000	Merged-chr9-105485406-20
NR2016--MA0508.2.PRDM1	chr8	122772822	122772831	-	0.000	0.000	Merged-chr8-122772813-21
NR1762--MA0508.2.PRDM1	chr6	130197815	130197824	+	0.000	0.000	Merged-chr6-130197839-48
NR537--MA0508.2.PRDM1	chr13	30166640	30166649	-	0.000	0.000	Merged-chr13-30166672-75
NR808--MA0508.2.PRDM1	chr16	24152155	24152164	+	0.000	0.000	Merged-chr16-24152137-5
NR375--MA0508.2.PRDM1	chr11	88455717	88455726	+	0.000	0.000	Merged-chr11-88455545-42
NR646--MA0508.2.PRDM1	chr14	27376198	27376207	-	0.000	0.000	Merged-chr14-27376322-41
NR898--MA0508.2.PRDM1	chr17	21579695	21579704	-	0.000	0.000	Merged-chr17-21579709-31
NR1632--MA0508.2.PRDM1	chr5	120777721	120777730	+	0.000	0.000	Merged-chr5-120777652-8
NR279--MA0508.2.PRDM1	chr10	108446434	108446443	-	0.000	0.000	Merged-chr10-108446364-45
NR136--MA0508.2.PRDM1	chr1	161765936	161765945	-	0.000	0.000	Merged-chr1-161766108-8
NR768--MA0508.2.PRDM1	chr15	66561049	66561058	+	0.000	0.000	Merged-chr15-66561010-60
NR1340--MA0508.2.PRDM1	chr3	133412032	133412041	-	0.000	0.000	Merged-chr3-133411903-38
NR2098--MA0508.2.PRDM1	chr9	91362238	91362247	+	0.000	0.000	Merged-chr9-91362188-45
NR1571--MA0508.2.PRDM1	chr5	52783369	52783378	-	0.000	0.000	Merged-chr5-52783183-56
NR1951--MA0508.2.PRDM1	chr8	34686660	34686669	-	0.000	0.000	Merged-chr8-34686570-26
NR2043--MA0508.2.PRDM1	chr9	37552767	37552776	+	0.000	0.000	Merged-chr9-37552724-59
NR1712--MA0508.2.PRDM1	chr6	87742124	87742133	-	0.000	0.000	Merged-chr6-87742182-17
NR2056--MA0508.2.PRDM1	chr9	51020587	51020596	+	0.000	0.000	Merged-chr9-51020554-22
NR1202--MA0508.2.PRDM1	chr2	150869559	150869568	+	0.000	0.000	Merged-chr2-150869596-45
NR1930--MA0508.2.PRDM1	chr8	4213948	4213957	-	0.000	0.000	Merged-chr8-4214173-110
NR1454--MA0508.2.PRDM1	chr4	86748582	86748591	-	0.000	0.000	Merged-chr4-86748710-108
NR1292--MA0508.2.PRDM1	chr3	89730749	89730758	-	0.000	0.000	Merged-chr3-89730861-61
NR2069--MA0508.2.PRDM1	chr9	65021884	65021893	-	0.000	0.000	Merged-chr9-65021825-98
NR1672--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR1433--MA0508.2.PRDM1	chr4	63486631	63486640	-	0.000	0.000	Merged-chr4-63486767-20
NR1685--MA0508.2.PRDM1	chr6	54158385	54158394	+	0.000	0.000	Merged-chr6-54158471-51
NR1271--MA0508.2.PRDM1	chr3	59277872	59277881	-	0.000	0.000	Merged-chr3-59277984-20
NR1651--MA0508.2.PRDM1	chr5	141579217	141579226	-	0.000	0.000	Merged-chr5-141579279-1
NR2157--MA0508.2.PRDM1	chrX	134308039	134308048	+	0.000	0.000	Merged-chrX-134308001-68
NR1303--MA0508.2.PRDM1	chr3	99233965	99233974	-	0.000	0.000	Merged-chr3-99234214-90
NR1284--MA0508.2.PRDM1	chr3	81761175	81761184	+	0.000	0.000	Merged-chr3-81761081-32
NR1412--MA0508.2.PRDM1	chr4	41255897	41255906	-	0.000	0.000	Merged-chr4-41255920-18
NR1393--MA0508.2.PRDM1	chr4	10209602	10209611	-	0.000	0.000	Merged-chr4-10209445-1
NR902--MA0508.2.PRDM1	chr17	26572246	26572255	-	0.000	0.000	Merged-chr17-26572396-49
NR1316--MA0508.2.PRDM1	chr3	108148129	108148138	-	0.000	0.000	Merged-chr3-108148027-26
NR1011--MA0508.2.PRDM1	chr18	74880281	74880290	-	0.000	0.000	Merged-chr18-74880525-86
NR1677--MA0508.2.PRDM1	chr6	47294433	47294442	+	0.000	0.000	Merged-chr6-47294463-18
NR1786--MA0508.2.PRDM1	chr6	146072170	146072179	+	0.000	0.000	Merged-chr6-146072064-12
NR1709--MA0508.2.PRDM1	chr6	85131880	85131889	-	0.000	0.000	Merged-chr6-85131905-22
NR610--MA0508.2.PRDM1	chr13	111656019	111656028	+	0.000	0.000	Merged-chr13-111655949-74
NR1024--MA0508.2.PRDM1	chr19	17356330	17356339	-	0.000	0.000	Merged-chr19-17356427-46
NR1494--MA0508.2.PRDM1	chr4	130900038	130900047	+	0.000	0.000	Merged-chr4-130900085-53
NR1080--MA0508.2.PRDM1	chr2	26753697	26753706	+	0.000	0.000	Merged-chr2-26753671-30
NR1351--MA0508.2.PRDM1	chr3	138992905	138992914	-	0.000	0.000	Merged-chr3-138992913-17
NR1622--MA0508.2.PRDM1	chr5	108669060	108669069	+	0.000	0.000	Merged-chr5-108669200-57
NR2128--MA0508.2.PRDM1	chr9	118196916	118196925	-	0.000	0.000	Merged-chr9-118196833-13
NR1874--MA0508.2.PRDM1	chr7	101970733	101970742	+	0.000	0.000	Merged-chr7-101970646-136
NR1003--MA0508.2.PRDM1	chr18	69068570	69068579	+	0.000	0.000	Merged-chr18-69068591-21
NR35--MA0508.2.PRDM1	chr1	62986438	62986447	-	0.000	0.000	Merged-chr1-62986538-11
NR841--MA0508.2.PRDM1	chr16	52129718	52129727	+	0.000	0.000	Merged-chr16-52129675-51
NR1112--MA0508.2.PRDM1	chr2	59161123	59161132	-	0.000	0.000	Merged-chr2-59161148-146
NR950--MA0508.2.PRDM1	chr17	80062228	80062237	-	0.000	0.000	Merged-chr17-80062114-120
NR1364--MA0508.2.PRDM1	chr3	146584048	146584057	-	0.000	0.000	Merged-chr3-146583919-49
NR1221--MA0508.2.PRDM1	chr2	170877544	170877553	-	0.000	0.000	Merged-chr2-170877623-31
NR1234--MA0508.2.PRDM1	chr3	8718383	8718392	+	0.000	0.000	Merged-chr3-8718167-60
NR1486--MA0508.2.PRDM1	chr4	124818147	124818156	+	0.000	0.000	Merged-chr4-124818011-13
NR1409--MA0508.2.PRDM1	chr4	40134972	40134981	+	0.000	0.000	Merged-chr4-40134878-21
NR1200--MA0508.2.PRDM1	chr2	150558809	150558818	-	0.000	0.000	Merged-chr2-150558773-40
NR27--MA0508.2.PRDM1	chr1	54438809	54438818	+	0.000	0.000	Merged-chr1-54438931-41
NR1975--MA0508.2.PRDM1	chr8	70808447	70808456	+	0.000	0.000	Merged-chr8-70808420-14
NR671--MA0508.2.PRDM1	chr14	56576653	56576662	+	0.000	0.000	Merged-chr14-56576676-41
NR1290--MA0508.2.PRDM1	chr3	88771850	88771859	+	0.000	0.000	Merged-chr3-88771967-123
NR432--MA0508.2.PRDM1	chr12	26057779	26057788	+	0.000	0.000	Merged-chr12-26057851-43
NR1988--MA0508.2.PRDM1	chr8	83131904	83131913	-	0.000	0.000	Merged-chr8-83131891-13
NR1574--MA0508.2.PRDM1	chr5	66087065	66087074	-	0.000	0.000	Merged-chr5-66086978-39
NR812--MA0508.2.PRDM1	chr16	26581729	26581738	-	0.000	0.000	Merged-chr16-26581670-77
NR411--MA0508.2.PRDM1	chr11	121039431	121039440	-	0.000	0.000	Merged-chr11-121039238-62
NR934--MA0508.2.PRDM1	chr17	51396304	51396313	-	0.000	0.000	Merged-chr17-51396225-19
NR1553--MA0508.2.PRDM1	chr5	33034186	33034195	+	0.000	0.000	Merged-chr5-33034240-11
NR1295--MA0508.2.PRDM1	chr3	93607911	93607920	+	0.000	0.000	Merged-chr3-93607971-30
NR1675--MA0508.2.PRDM1	chr6	42324984	42324993	-	0.000	0.000	Merged-chr6-42324834-128
NR1199--MA0508.2.PRDM1	chr2	147857890	147857899	-	0.000	0.000	Merged-chr2-147858073-1
NR1327--MA0508.2.PRDM1	chr3	122629608	122629617	+	0.000	0.000	Merged-chr3-122629759-30
NR54--MA0508.2.PRDM1	chr1	86005800	86005809	+	0.000	0.000	Merged-chr1-86005917-70
NR860--MA0508.2.PRDM1	chr16	78532151	78532160	-	0.000	0.000	Merged-chr16-78532286-51
NR2100--MA0508.2.PRDM1	chr9	92266007	92266016	+	0.000	0.000	Merged-chr9-92266025-66
NR1287--MA0508.2.PRDM1	chr3	84570664	84570673	-	0.000	0.000	Merged-chr3-84570776-21
NR982--MA0508.2.PRDM1	chr18	50078187	50078196	+	0.000	0.000	Merged-chr18-50078179-25
NR1001--MA0508.2.PRDM1	chr18	66519750	66519759	+	0.000	0.000	Merged-chr18-66519602-50
NR1667--MA0508.2.PRDM1	chr6	17629954	17629963	-	0.000	0.000	Merged-chr6-17630018-29
NR1319--MA0508.2.PRDM1	chr3	115584779	115584788	+	0.000	0.000	Merged-chr3-115584831-13
NR220--MA0508.2.PRDM1	chr10	44003891	44003900	+	0.000	0.000	Merged-chr10-44003826-80
NR2060--MA0508.2.PRDM1	chr9	56418587	56418596	-	0.000	0.000	Merged-chr9-56418520-156
NR809--MA0508.2.PRDM1	chr16	24165794	24165803	+	0.000	0.000	Merged-chr16-24165807-44
NR995--MA0508.2.PRDM1	chr18	61479915	61479924	+	0.000	0.000	Merged-chr18-61480035-15
NR647--MA0508.2.PRDM1	chr14	27562754	27562763	+	0.000	0.000	Merged-chr14-27562668-44
NR1266--MA0508.2.PRDM1	chr3	55660117	55660126	-	0.000	0.000	Merged-chr3-55660012-44
NR1789--MA0508.2.PRDM1	chr7	13288578	13288587	+	0.000	0.000	Merged-chr7-13288748-17
NR342--MA0508.2.PRDM1	chr11	34784065	34784074	-	0.000	0.000	Merged-chr11-34783977-2
NR1659--MA0508.2.PRDM1	chr5	149599472	149599481	-	0.000	0.000	Merged-chr5-149599468-27
NR355--MA0508.2.PRDM1	chr11	68270897	68270906	+	0.000	0.000	Merged-chr11-68271044-32
NR1497--MA0508.2.PRDM1	chr4	133757633	133757642	-	0.000	0.000	Merged-chr4-133757542-4
NR321--MA0508.2.PRDM1	chr11	11498233	11498242	+	0.000	0.000	Merged-chr11-11498094-24
NR573--MA0508.2.PRDM1	chr13	73425984	73425993	-	0.000	0.000	Merged-chr13-73426029-27
NR639--MA0508.2.PRDM1	chr14	21078683	21078692	+	0.000	0.000	Merged-chr14-21078723-20
NR1367--MA0508.2.PRDM1	chr3	148844485	148844494	-	0.000	0.000	Merged-chr3-148844306-23
NR605--MA0508.2.PRDM1	chr13	108316207	108316216	-	0.000	0.000	Merged-chr13-108316339-65
NR586--MA0508.2.PRDM1	chr13	92354948	92354957	+	0.000	0.000	Merged-chr13-92354723-122
NR966--MA0508.2.PRDM1	chr18	13787159	13787168	+	0.000	0.000	Merged-chr18-13787099-71
NR1489--MA0508.2.PRDM1	chr4	128728620	128728629	+	0.000	0.000	Merged-chr4-128728655-13
NR185--MA0508.2.PRDM1	chr1	191111595	191111604	-	0.000	0.000	Merged-chr1-191111364-43
NR1075--MA0508.2.PRDM1	chr2	24776356	24776365	+	0.000	0.000	Merged-chr2-24776490-30
NR313--MA0508.2.PRDM1	chr10	128213104	128213113	+	0.000	0.000	Merged-chr10-128213111-44
NR2153--MA0508.2.PRDM1	chrX	103622468	103622477	+	0.000	0.000	Merged-chrX-103622282-68
NR836--MA0508.2.PRDM1	chr16	49772880	49772889	-	0.000	0.000	Merged-chr16-49772867-33
NR151--MA0508.2.PRDM1	chr1	173510783	173510792	+	0.000	0.000	Merged-chr1-173510865-36
NR422--MA0508.2.PRDM1	chr12	16874441	16874450	-	0.000	0.000	Merged-chr12-16874379-16
NR217--MA0508.2.PRDM1	chr10	40462436	40462445	+	0.000	0.000	Merged-chr10-40462347-27
NR674--MA0508.2.PRDM1	chr14	61556957	61556966	-	0.000	0.000	Merged-chr14-61556804-76
NR1088--MA0508.2.PRDM1	chr2	33173310	33173319	-	0.000	0.000	Merged-chr2-33173328-14
NR1359--MA0508.2.PRDM1	chr3	142744351	142744360	+	0.000	0.000	Merged-chr3-142744255-26
NR260--MA0508.2.PRDM1	chr10	86794991	86795000	+	0.000	0.000	Merged-chr10-86794881-42
NR531--MA0508.2.PRDM1	chr13	14063585	14063594	+	0.000	0.000	Merged-chr13-14063519-130
NR2132--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR557--MA0508.2.PRDM1	chr13	61998825	61998834	-	0.000	0.000	Merged-chr13-61998846-64
NR2002--MA0508.2.PRDM1	chr8	106647645	106647654	-	0.000	0.000	Merged-chr8-106647535-15
NR414--MA0508.2.PRDM1	chr12	4918270	4918279	-	0.000	0.000	Merged-chr12-4918314-6
NR6--MA0508.2.PRDM1	chr1	13161576	13161585	+	0.000	0.000	Merged-chr1-13161604-37
NR2111--MA0508.2.PRDM1	chr9	105395183	105395192	+	0.000	0.000	Merged-chr9-105395355-56
NR523--MA0508.2.PRDM1	chr13	3897013	3897022	-	0.000	0.000	Merged-chr13-3897020-16
NR156--MA0508.2.PRDM1	chr1	175672009	175672018	-	0.000	0.000	Merged-chr1-175671979-22
NR679--MA0508.2.PRDM1	chr14	64867111	64867120	+	0.000	0.000	Merged-chr14-64867013-43
NR1059--MA0508.2.PRDM1	chr2	5642776	5642785	-	0.000	0.000	Merged-chr2-5642867-48
NR897--MA0508.2.PRDM1	chr17	18558898	18558907	+	0.000	0.000	Merged-chr17-18558777-104
NR1631--MA0508.2.PRDM1	chr5	120116547	120116556	-	0.000	0.000	Merged-chr5-120116585-62
NR2137--MA0508.2.PRDM1	chrX	11664477	11664486	+	0.000	0.000	Merged-chrX-11664686-45
NR1740--MA0508.2.PRDM1	chr6	114397975	114397984	+	0.000	0.000	Merged-chr6-114397925-17
NR929--MA0508.2.PRDM1	chr17	48647141	48647150	+	0.000	0.000	Merged-chr17-48647315-60
NR1501--MA0508.2.PRDM1	chr4	136100639	136100648	+	0.000	0.000	Merged-chr4-136100586-63
NR419--MA0508.2.PRDM1	chr12	12275397	12275406	-	0.000	0.000	Merged-chr12-12275545-18
NR1610--MA0508.2.PRDM1	chr5	103698385	103698394	+	0.000	0.000	Merged-chr5-103698415-15
NR191--MA0508.2.PRDM1	chr1	193146655	193146664	-	0.000	0.000	Merged-chr1-193146532-29
NR1862--MA0508.2.PRDM1	chr7	88277877	88277886	+	0.000	0.000	Merged-chr7-88277726-133
NR366--MA0508.2.PRDM1	chr11	82048303	82048312	-	0.000	0.000	Merged-chr11-82048200-23
NR908--MA0508.2.PRDM1	chr17	31296185	31296194	-	0.000	0.000	Merged-chr17-31295980-148
NR889--MA0508.2.PRDM1	chr17	8988501	8988510	-	0.000	0.000	Merged-chr17-8988548-64
NR2063--MA0508.2.PRDM1	chr9	59565722	59565731	-	0.000	0.000	Merged-chr9-59565831-20
NR379--MA0508.2.PRDM1	chr11	94226236	94226245	-	0.000	0.000	Merged-chr11-94226206-15
NR236--MA0508.2.PRDM1	chr10	61233259	61233268	-	0.000	0.000	Merged-chr10-61233317-40
NR507--MA0508.2.PRDM1	chr12	115171922	115171931	-	0.000	0.000	Merged-chr12-115171864-49
NR1570--MA0508.2.PRDM1	chr5	52149276	52149285	+	0.000	0.000	Merged-chr5-52149380-37
NR1711--MA0508.2.PRDM1	chr6	87400119	87400128	-	0.000	0.000	Merged-chr6-87399951-53
NR2151--MA0508.2.PRDM1	chrX	101429573	101429582	+	0.000	0.000	Merged-chrX-101429503-77
NR358--MA0508.2.PRDM1	chr11	72735128	72735137	-	0.000	0.000	Merged-chr11-72734997-16
NR738--MA0508.2.PRDM1	chr15	28159183	28159192	-	0.000	0.000	Merged-chr15-28159214-52
NR1976--MA0508.2.PRDM1	chr8	71542729	71542738	-	0.000	0.000	Merged-chr8-71542903-45
NR1291--MA0508.2.PRDM1	chr3	89338091	89338100	+	0.000	0.000	Merged-chr3-89337908-44
NR2068--MA0508.2.PRDM1	chr9	64253539	64253548	-	0.000	0.000	Merged-chr9-64253507-68
NR1846--MA0508.2.PRDM1	chr7	75789908	75789917	+	0.000	0.000	Merged-chr7-75789865-6
NR698--MA0508.2.PRDM1	chr14	79234765	79234774	-	0.000	0.000	Merged-chr14-79234697-12
NR2047--MA0508.2.PRDM1	chr9	41081174	41081183	+	0.000	0.000	Merged-chr9-41081107-22
NR316--MA0508.2.PRDM1	chr11	4289425	4289434	+	0.000	0.000	Merged-chr11-4289401-53
NR1650--MA0508.2.PRDM1	chr5	140915557	140915566	+	0.000	0.000	Merged-chr5-140915429-24
NR2156--MA0508.2.PRDM1	chrX	112371102	112371111	+	0.000	0.000	Merged-chrX-112370984-49
NR1392--MA0508.2.PRDM1	chr4	8903361	8903370	-	0.000	0.000	Merged-chr4-8903379-6
NR438--MA0508.2.PRDM1	chr12	33220845	33220854	-	0.000	0.000	Merged-chr12-33220672-27
NR1947--MA0508.2.PRDM1	chr8	22808479	22808488	-	0.000	0.000	Merged-chr8-22808418-90
NR1804--MA0508.2.PRDM1	chr7	28803074	28803083	-	0.000	0.000	Merged-chr7-28802927-28
NR1708--MA0508.2.PRDM1	chr6	83868043	83868052	-	0.000	0.000	Merged-chr6-83868039-5
NR289--MA0508.2.PRDM1	chr10	111715367	111715376	+	0.000	0.000	Merged-chr10-111715471-15
NR970--MA0508.2.PRDM1	chr18	23773231	23773240	-	0.000	0.000	Merged-chr18-23773308-23
NR1655--MA0508.2.PRDM1	chr5	149017711	149017720	+	0.000	0.000	Merged-chr5-149017827-20
NR1621--MA0508.2.PRDM1	chr5	108349919	108349928	-	0.000	0.000	Merged-chr5-108349848-29
NR2127--MA0508.2.PRDM1	chr9	118196801	118196810	+	0.000	0.000	Merged-chr9-118196833-13
NR1873--MA0508.2.PRDM1	chr7	100950662	100950671	+	0.000	0.000	Merged-chr7-100950799-22
NR1002--MA0508.2.PRDM1	chr18	68190173	68190182	-	0.000	0.000	Merged-chr18-68190088-51
NR1525--MA0508.2.PRDM1	chr4	149542206	149542215	+	0.000	0.000	Merged-chr4-149542129-26
NR1995--MA0508.2.PRDM1	chr8	86854000	86854009	+	0.000	0.000	Merged-chr8-86853895-53
NR1124--MA0508.2.PRDM1	chr2	79087414	79087423	-	0.000	0.000	Merged-chr2-79087442-58
NR1852--MA0508.2.PRDM1	chr7	80232607	80232616	+	0.000	0.000	Merged-chr7-80232686-63
NR1647--MA0508.2.PRDM1	chr5	137760357	137760366	-	0.000	0.000	Merged-chr5-137760235-32
NR1233--MA0508.2.PRDM1	chr3	8667427	8667436	-	0.000	0.000	Merged-chr3-8667385-80
NR1756--MA0508.2.PRDM1	chr6	127219584	127219593	-	0.000	0.000	Merged-chr6-127219541-27
NR1974--MA0508.2.PRDM1	chr8	68735089	68735098	+	0.000	0.000	Merged-chr8-68735158-122
NR1103--MA0508.2.PRDM1	chr2	52590975	52590984	+	0.000	0.000	Merged-chr2-52591094-36
NR1626--MA0508.2.PRDM1	chr5	115347840	115347849	-	0.000	0.000	Merged-chr5-115347790-23
NR1878--MA0508.2.PRDM1	chr7	105356329	105356338	-	0.000	0.000	Merged-chr7-105356441-22
NR702--MA0508.2.PRDM1	chr14	87079923	87079932	+	0.000	0.000	Merged-chr14-87079950-39
NR1050--MA0508.2.PRDM1	chr19	54015204	54015213	+	0.000	0.000	Merged-chr19-54015154-21
NR2079--MA0508.2.PRDM1	chr9	72449548	72449557	-	0.000	0.000	Merged-chr9-72449677-41
NR540--MA0508.2.PRDM1	chr13	34163153	34163162	+	0.000	0.000	Merged-chr13-34163217-77
NR811--MA0508.2.PRDM1	chr16	25250333	25250342	+	0.000	0.000	Merged-chr16-25250353-21
NR1225--MA0508.2.PRDM1	chr2	173660538	173660547	+	0.000	0.000	Merged-chr2-173660540-10
NR1509--MA0508.2.PRDM1	chr4	141958351	141958360	-	0.000	0.000	Merged-chr4-141958409-29
NR1300--MA0508.2.PRDM1	chr3	97076594	97076603	+	0.000	0.000	Merged-chr3-97076384-70
NR1823--MA0508.2.PRDM1	chr7	49364780	49364789	-	0.000	0.000	Merged-chr7-49364720-42
NR1076--MA0508.2.PRDM1	chr2	24962298	24962307	+	0.000	0.000	Merged-chr2-24962468-44
NR1599--MA0508.2.PRDM1	chr5	96825041	96825050	+	0.000	0.000	Merged-chr5-96825060-50
NR1456--MA0508.2.PRDM1	chr4	87669637	87669646	-	0.000	0.000	Merged-chr4-87669731-33
NR1042--MA0508.2.PRDM1	chr19	42306489	42306498	+	0.000	0.000	Merged-chr19-42306300-48
