#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR7994--MA0089.1.MAFG::NFE2L1	chr9	15104004	15104009	+	0.000	0.000	Merged-chr9-15103870-28
NR229--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	-	0.000	0.000	Merged-chr1-92119439-48
NR4541--MA0117.2.Mafb	chr2	32875364	32875375	-	0.000	0.000	Merged-chr2-32875161-7
NR4313--MA0659.1.MAFG	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR234--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR843--MA0089.1.MAFG::NFE2L1	chr10	81409221	81409226	-	0.000	0.000	Merged-chr10-81409039-20
NR1135--MA0496.2.MAFK	chr11	11497908	11497926	-	0.000	0.000	Merged-chr11-11498094-24
NR6170--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR7578--MA0117.2.Mafb	chr7	143022002	143022013	-	0.000	0.000	Merged-chr7-143021894-22
NR2113--MA0496.2.MAFK	chr13	9082704	9082722	+	0.000	0.000	Merged-chr13-9082570-19
NR7239--MA0089.1.MAFG::NFE2L1	chr7	38071218	38071223	-	0.000	0.000	Merged-chr7-38071224-22
NR5456--MA0089.1.MAFG::NFE2L1	chr3	116024660	116024665	+	0.000	0.000	Merged-chr3-116024547-26
NR1550--MA0501.1.MAF::NFE2	chr11	104001531	104001545	-	0.000	0.000	Merged-chr11-104001412-21
NR6761--MA0089.1.MAFG::NFE2L1	chr6	56568760	56568765	+	0.000	0.000	Merged-chr6-56568855-65
NR2248--MA0495.2.MAFF	chr13	45624075	45624095	-	0.000	0.000	Merged-chr13-45624002-39
NR3619--MA0591.1.Bach1::Mafk	chr17	24960716	24960730	+	0.000	0.000	Merged-chr17-24960702-61
NR7745--MA0501.1.MAF::NFE2	chr8	79150699	79150713	+	0.000	0.000	Merged-chr8-79150775-36
NR6600--MA0117.2.Mafb	chr5	149454657	149454668	-	0.000	0.000	Merged-chr5-149454508-33
NR1836--MA0659.1.MAFG	chr12	51871958	51871978	+	0.000	0.000	Merged-chr12-51871812-58
NR5410--MA0495.2.MAFF	chr3	101746047	101746067	+	0.000	0.000	Merged-chr3-101746125-14
NR6703--MA0591.1.Bach1::Mafk	chr6	30624955	30624969	-	0.000	0.000	Merged-chr6-30625025-23
NR7649--MA0501.1.MAF::NFE2	chr8	36165143	36165157	-	0.000	0.000	Merged-chr8-36165125-29
NR935--MA0501.1.MAF::NFE2	chr10	95923490	95923504	-	0.000	0.000	Merged-chr10-95923402-19
NR1843--MA0495.2.MAFF	chr12	52830884	52830904	+	0.000	0.000	Merged-chr12-52830906-26
NR3813--MA0591.1.Bach1::Mafk	chr17	71215075	71215089	+	0.000	0.000	Merged-chr17-71214914-103
NR4338--MA0089.1.MAFG::NFE2L1	chr19	40873459	40873464	+	0.000	0.000	Merged-chr19-40873464-21
NR8447--MA0495.2.MAFF	chrX	42336960	42336980	+	0.000	0.000	Merged-chrX-42336875-23
NR3123--MA0495.2.MAFF	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR1964--MA0495.2.MAFF	chr12	98269928	98269948	-	0.000	0.000	Merged-chr12-98269804-132
NR1644--MA0591.1.Bach1::Mafk	chr11	116368243	116368257	+	0.000	0.000	Merged-chr11-116368348-10
NR1966--MA0591.1.Bach1::Mafk	chr12	98628303	98628317	+	0.000	0.000	Merged-chr12-98628210-48
NR2603--MA0501.1.MAF::NFE2	chr14	25378127	25378141	-	0.000	0.000	Merged-chr14-25378352-94
NR4307--MA0495.2.MAFF	chr19	33392001	33392021	-	0.000	0.000	Merged-chr19-33392002-67
NR2243--MA0496.2.MAFK	chr13	45624006	45624024	-	0.000	0.000	Merged-chr13-45624002-39
NR5532--MA0501.1.MAF::NFE2	chr3	132980016	132980030	+	0.000	0.000	Merged-chr3-132979856-28
NR3749--MA0591.1.Bach1::Mafk	chr17	50998469	50998483	-	0.000	0.000	Merged-chr17-50998401-17
NR2655--MA0089.1.MAFG::NFE2L1	chr14	49226072	49226077	-	0.000	0.000	Merged-chr14-49226087-9
NR7941--MA0659.1.MAFG	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR4310--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR6283--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR6804--MA0496.2.MAFK	chr6	70709473	70709491	-	0.000	0.000	Merged-chr6-70709572-48
NR3125--MA0659.1.MAFG	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR4986--MA0591.1.Bach1::Mafk	chr2	145905464	145905478	+	0.000	0.000	Merged-chr2-145905286-60
NR2235--MA0501.1.MAF::NFE2	chr13	45623967	45623981	-	0.000	0.000	Merged-chr13-45624002-39
NR2687--MA0591.1.Bach1::Mafk	chr14	55745681	55745695	-	0.000	0.000	Merged-chr14-55745715-52
NR7035--MA0495.2.MAFF	chr6	134282255	134282275	-	0.000	0.000	Merged-chr6-134282243-30
NR2957--MA0089.1.MAFG::NFE2L1	chr15	38535543	38535548	-	0.000	0.000	Merged-chr15-38535554-39
NR2389--MA0659.1.MAFG	chr13	85356562	85356582	+	0.000	0.000	Merged-chr13-85356477-8
NR4121--MA0089.1.MAFG::NFE2L1	chr18	68951810	68951815	-	0.000	0.000	Merged-chr18-68951926-32
NR7147--MA0495.2.MAFF	chr7	16314087	16314107	+	0.000	0.000	Merged-chr7-16314036-50
NR7823--MA0495.2.MAFF	chr8	104416311	104416331	-	0.000	0.000	Merged-chr8-104416222-18
NR2177--MA0089.1.MAFG::NFE2L1	chr13	30831528	30831533	-	0.000	0.000	Merged-chr13-30831512-31
NR6152--MA0501.1.MAF::NFE2	chr5	21658710	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR1976--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR2823--MA0117.2.Mafb	chr14	99266001	99266012	+	0.000	0.000	Merged-chr14-99266048-28
NR7316--MA0501.1.MAF::NFE2	chr7	72270220	72270234	-	0.000	0.000	Merged-chr7-72270231-51
NR8166--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR7935--MA0495.2.MAFF	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR7298--MA0591.1.Bach1::Mafk	chr7	66250208	66250222	-	0.000	0.000	Merged-chr7-66250161-34
NR8051--MA0089.1.MAFG::NFE2L1	chr9	35438944	35438949	-	0.000	0.000	Merged-chr9-35438818-15
NR1220--MA0089.1.MAFG::NFE2L1	chr11	46474480	46474485	-	0.000	0.000	Merged-chr11-46474391-31
NR5527--MA0495.2.MAFF	chr3	132791338	132791358	+	0.000	0.000	Merged-chr3-132791387-40
NR7828--MA0089.1.MAFG::NFE2L1	chr8	105801795	105801800	+	0.000	0.000	Merged-chr8-105801857-10
NR3463--MA0496.2.MAFK	chr16	83608910	83608928	-	0.000	0.000	Merged-chr16-83608998-1
NR4115--MA0501.1.MAF::NFE2	chr18	67301729	67301743	+	0.000	0.000	Merged-chr18-67301646-31
NR5178--MA0089.1.MAFG::NFE2L1	chr2	180678761	180678766	-	0.000	0.000	Merged-chr2-180678860-52
NR1745--MA0495.2.MAFF	chr12	12287542	12287562	+	0.000	0.000	Merged-chr12-12287538-60
NR1059--MA0089.1.MAFG::NFE2L1	chr10	122758461	122758466	+	0.000	0.000	Merged-chr10-122758293-88
NR5986--MA0591.1.Bach1::Mafk	chr4	145254684	145254698	-	0.000	0.000	Merged-chr4-145254618-54
NR6992--MA0501.1.MAF::NFE2	chr6	128345846	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR604--MA0117.2.Mafb	chr10	8176513	8176524	+	0.000	0.000	Merged-chr10-8176500-34
NR7170--MA0591.1.Bach1::Mafk	chr7	19797131	19797145	-	0.000	0.000	Merged-chr7-19797327-39
NR2391--MA0496.2.MAFK	chr13	85356563	85356581	+	0.000	0.000	Merged-chr13-85356477-8
NR3280--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
NR7255--MA0591.1.Bach1::Mafk	chr7	47015083	47015097	+	0.000	0.000	Merged-chr7-47014967-1
NR4349--MA0089.1.MAFG::NFE2L1	chr19	42779989	42779994	+	0.000	0.000	Merged-chr19-42779863-69
NR5797--MA0501.1.MAF::NFE2	chr4	98020954	98020968	-	0.000	0.000	Merged-chr4-98021018-23
NR5958--MA0501.1.MAF::NFE2	chr4	139599011	139599025	+	0.000	0.000	Merged-chr4-139599159-54
NR1709--MA0591.1.Bach1::Mafk	chr11	121354430	121354444	-	0.000	0.000	Merged-chr11-121354241-105
NR862--MA0495.2.MAFF	chr10	82914000	82914020	+	0.000	0.000	Merged-chr10-82913964-1
NR5741--MA0089.1.MAFG::NFE2L1	chr4	63595363	63595368	+	0.000	0.000	Merged-chr4-63595459-34
NR5280--MA0591.1.Bach1::Mafk	chr3	52369217	52369231	-	0.000	0.000	Merged-chr3-52369347-12
NR4665--MA0496.2.MAFK	chr2	68350756	68350774	+	0.000	0.000	Merged-chr2-68350885-39
NR5451--MA0495.2.MAFF	chr3	115731077	115731097	-	0.000	0.000	Merged-chr3-115730795-45
NR410--MA0495.2.MAFF	chr1	155091522	155091542	+	0.000	0.000	Merged-chr1-155091563-28
NR3680--MA0501.1.MAF::NFE2	chr17	34647070	34647084	-	0.000	0.000	Merged-chr17-34647250-57
NR4407--MA0591.1.Bach1::Mafk	chr19	56756580	56756594	+	0.000	0.000	Merged-chr19-56756635-43
NR6872--MA0089.1.MAFG::NFE2L1	chr6	99057414	99057419	+	0.000	0.000	Merged-chr6-99057290-54
NR3376--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR3731--MA0591.1.Bach1::Mafk	chr17	44718205	44718219	-	0.000	0.000	Merged-chr17-44718379-50
NR4012--MA0495.2.MAFF	chr18	34089283	34089303	-	0.000	0.000	Merged-chr18-34089509-25
NR6235--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR765--MA0089.1.MAFG::NFE2L1	chr10	67840978	67840983	-	0.000	0.000	Merged-chr10-67841086-29
NR4419--MA0496.2.MAFK	chr19	57882132	57882150	+	0.000	0.000	Merged-chr19-57882261-17
NR274--MA0089.1.MAFG::NFE2L1	chr1	119913076	119913081	+	0.000	0.000	Merged-chr1-119913218-55
NR8239--MA0117.2.Mafb	chr9	82967473	82967484	+	0.000	0.000	Merged-chr9-82967336-26
NR2110--MA0591.1.Bach1::Mafk	chr13	9082706	9082720	-	0.000	0.000	Merged-chr13-9082570-19
NR7725--MA0495.2.MAFF	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR1615--MA0496.2.MAFK	chr11	115128672	115128690	-	0.000	0.000	Merged-chr11-115128624-38
NR8517--MA0501.1.MAF::NFE2	chrX	113075052	113075066	+	0.000	0.000	Merged-chrX-113075086-29
NR2679--MA0089.1.MAFG::NFE2L1	chr14	54863595	54863600	-	0.000	0.000	Merged-chr14-54863614-2
NR2275--MA0496.2.MAFK	chr13	48516053	48516071	+	0.000	0.000	Merged-chr13-48516187-54
NR5173--MA0591.1.Bach1::Mafk	chr2	180171422	180171436	+	0.000	0.000	Merged-chr2-180171516-72
NR4710--MA0089.1.MAFG::NFE2L1	chr2	83746472	83746477	-	0.000	0.000	Merged-chr2-83746640-22
NR5412--MA0501.1.MAF::NFE2	chr3	101746047	101746061	-	0.000	0.000	Merged-chr3-101746125-14
NR4582--MA0591.1.Bach1::Mafk	chr2	48456773	48456787	+	0.000	0.000	Merged-chr2-48456855-27
NR5969--MA0089.1.MAFG::NFE2L1	chr4	141419657	141419662	-	0.000	0.000	Merged-chr4-141419764-31
NR952--MA0089.1.MAFG::NFE2L1	chr10	98796221	98796226	+	0.000	0.000	Merged-chr10-98796345-17
NR7288--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR5350--MA0089.1.MAFG::NFE2L1	chr3	88337499	88337504	-	0.000	0.000	Merged-chr3-88337526-21
NR3365--MA0496.2.MAFK	chr16	49951974	49951992	+	0.000	0.000	Merged-chr16-49952137-20
NR1455--MA0591.1.Bach1::Mafk	chr11	82175023	82175037	-	0.000	0.000	Merged-chr11-82175025-20
NR7727--MA0659.1.MAFG	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR6407--MA0495.2.MAFF	chr5	110808224	110808244	-	0.000	0.000	Merged-chr5-110808309-69
NR1777--MA0591.1.Bach1::Mafk	chr12	25851791	25851805	-	0.000	0.000	Merged-chr12-25851772-17
NR2983--MA0495.2.MAFF	chr15	57906811	57906831	-	0.000	0.000	Merged-chr15-57906740-47
NR1839--MA0496.2.MAFK	chr12	51871959	51871977	-	0.000	0.000	Merged-chr12-51871812-58
NR3283--MA0591.1.Bach1::Mafk	chr16	24215443	24215457	+	0.000	0.000	Merged-chr16-24215617-40
NR6877--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR8022--MA0496.2.MAFK	chr9	22165138	22165156	+	0.000	0.000	Merged-chr9-22165025-24
NR1648--MA0089.1.MAFG::NFE2L1	chr11	116658036	116658041	+	0.000	0.000	Merged-chr11-116657937-15
NR627--MA0117.2.Mafb	chr10	14432733	14432744	+	0.000	0.000	Merged-chr10-14432723-10
NR1157--MA0089.1.MAFG::NFE2L1	chr11	22782950	22782955	-	0.000	0.000	Merged-chr11-22782908-24
NR5192--MA0501.1.MAF::NFE2	chr2	181319651	181319665	-	0.000	0.000	Merged-chr2-181319811-50
NR5731--MA0591.1.Bach1::Mafk	chr4	59682666	59682680	+	0.000	0.000	Merged-chr4-59682801-45
NR5161--MA0089.1.MAFG::NFE2L1	chr2	177464762	177464767	-	0.000	0.000	Merged-chr2-177464769-67
NR1229--MA0501.1.MAF::NFE2	chr11	49266461	49266475	+	0.000	0.000	Merged-chr11-49266442-28
NR7522--MA0089.1.MAFG::NFE2L1	chr7	131112505	131112510	+	0.000	0.000	Merged-chr7-131112700-22
NR806--MA0501.1.MAF::NFE2	chr10	77288757	77288771	-	0.000	0.000	Merged-chr10-77288922-8
NR7277--MA0496.2.MAFK	chr7	51964850	51964868	-	0.000	0.000	Merged-chr7-51964767-12
NR7944--MA0496.2.MAFK	chr8	126551247	126551265	-	0.000	0.000	Merged-chr8-126551138-20
NR2976--MA0117.2.Mafb	chr15	55020958	55020969	+	0.000	0.000	Merged-chr15-55021063-10
NR5471--MA0117.2.Mafb	chr3	121874821	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR4432--MA0591.1.Bach1::Mafk	chr19	59239699	59239713	-	0.000	0.000	Merged-chr19-59239601-46
NR4754--MA0591.1.Bach1::Mafk	chr2	104208116	104208130	-	0.000	0.000	Merged-chr2-104208216-12
NR7873--MA0495.2.MAFF	chr8	121187821	121187841	+	0.000	0.000	Merged-chr8-121187823-40
NR8029--MA0117.2.Mafb	chr9	31271524	31271535	-	0.000	0.000	Merged-chr9-31271372-36
NR7448--MA0089.1.MAFG::NFE2L1	chr7	113143683	113143688	+	0.000	0.000	Merged-chr7-113143723-32
NR55--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR6404--MA0089.1.MAFG::NFE2L1	chr5	110102107	110102112	+	0.000	0.000	Merged-chr5-110101957-4
NR6859--MA0591.1.Bach1::Mafk	chr6	90988772	90988786	+	0.000	0.000	Merged-chr6-90988729-111
NR6993--MA0496.2.MAFK	chr6	128345841	128345859	+	0.000	0.000	Merged-chr6-128345779-18
NR4130--MA0089.1.MAFG::NFE2L1	chr18	74789551	74789556	-	0.000	0.000	Merged-chr18-74789604-25
NR6561--MA0117.2.Mafb	chr5	146917131	146917142	-	0.000	0.000	Merged-chr5-146917072-3
NR7627--MA0495.2.MAFF	chr8	33968527	33968547	+	0.000	0.000	Merged-chr8-33968508-27
NR7774--MA0591.1.Bach1::Mafk	chr8	88618933	88618947	+	0.000	0.000	Merged-chr8-88618877-30
NR3630--MA0495.2.MAFF	chr17	25258164	25258184	-	0.000	0.000	Merged-chr17-25258027-50
NR2733--MA0501.1.MAF::NFE2	chr14	62799012	62799026	+	0.000	0.000	Merged-chr14-62798973-44
NR5238--MA0591.1.Bach1::Mafk	chr3	21936119	21936133	+	0.000	0.000	Merged-chr3-21936128-91
NR6896--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR4056--MA0089.1.MAFG::NFE2L1	chr18	46447803	46447808	-	0.000	0.000	Merged-chr18-46447727-33
NR2777--MA0089.1.MAFG::NFE2L1	chr14	72807429	72807434	-	0.000	0.000	Merged-chr14-72807438-29
NR35--MA0591.1.Bach1::Mafk	chr1	34459821	34459835	+	0.000	0.000	Merged-chr1-34459818-62
NR65--MA0501.1.MAF::NFE2	chr1	43163964	43163978	-	0.000	0.000	Merged-chr1-43163775-67
NR7629--MA0659.1.MAFG	chr8	33968527	33968547	+	0.000	0.000	Merged-chr8-33968508-27
NR7816--MA0591.1.Bach1::Mafk	chr8	95697286	95697300	-	0.000	0.000	Merged-chr8-95697272-29
NR7023--MA0591.1.Bach1::Mafk	chr6	130195701	130195715	-	0.000	0.000	Merged-chr6-130195769-5
NR6754--MA0591.1.Bach1::Mafk	chr6	52825791	52825805	-	0.000	0.000	Merged-chr6-52825813-18
NR8362--MA0089.1.MAFG::NFE2L1	chr9	116329355	116329360	+	0.000	0.000	Merged-chr9-116329317-45
NR561--MA0591.1.Bach1::Mafk	chr1	191479949	191479963	-	0.000	0.000	Merged-chr1-191480137-17
NR5810--MA0495.2.MAFF	chr4	102982006	102982026	+	0.000	0.000	Merged-chr4-102981884-20
NR5841--MA0591.1.Bach1::Mafk	chr4	109476594	109476608	-	0.000	0.000	Merged-chr4-109476466-95
NR999--MA0117.2.Mafb	chr10	111719771	111719782	+	0.000	0.000	Merged-chr10-111719810-23
NR6662--MA0496.2.MAFK	chr6	17060330	17060348	-	0.000	0.000	Merged-chr6-17060384-13
NR5865--MA0089.1.MAFG::NFE2L1	chr4	119962896	119962901	-	0.000	0.000	Merged-chr4-119962727-36
NR2049--MA0591.1.Bach1::Mafk	chr12	115158849	115158863	-	0.000	0.000	Merged-chr12-115158919-2
NR6304--MA0496.2.MAFK	chr5	90595184	90595202	+	0.000	0.000	Merged-chr5-90595203-46
