#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR1146--MA0508.2.PRDM1	chr3	9715276	9715285	-	0.000	0.000	Merged-chr3-9715345-15
NR1255--MA0508.2.PRDM1	chr3	133412032	133412041	-	0.000	0.000	Merged-chr3-133411903-38
NR1221--MA0508.2.PRDM1	chr3	109433442	109433451	-	0.000	0.000	Merged-chr3-109433404-19
NR1887--MA0508.2.PRDM1	chr9	57990971	57990980	+	0.000	0.000	Merged-chr9-57990805-40
NR1582--MA0508.2.PRDM1	chr6	100402796	100402805	-	0.000	0.000	Merged-chr6-100402807-15
NR1505--MA0508.2.PRDM1	chr5	140215979	140215988	-	0.000	0.000	Merged-chr5-140215756-33
NR1614--MA0508.2.PRDM1	chr6	135011572	135011581	-	0.000	0.000	Merged-chr6-135011680-51
NR1409--MA0508.2.PRDM1	chr4	156203111	156203120	+	0.000	0.000	Merged-chr4-156203414-81
NR1866--MA0508.2.PRDM1	chr9	21978126	21978135	+	0.000	0.000	Merged-chr9-21978174-8
NR1499--MA0508.2.PRDM1	chr5	118172442	118172451	+	0.000	0.000	Merged-chr5-118172344-28
NR1104--MA0508.2.PRDM1	chr2	145233990	145233999	+	0.000	0.000	Merged-chr2-145234039-59
NR780--MA0508.2.PRDM1	chr16	52147413	52147422	+	0.000	0.000	Merged-chr16-52147489-52
NR703--MA0508.2.PRDM1	chr15	61539046	61539055	+	0.000	0.000	Merged-chr15-61539170-27
NR1051--MA0508.2.PRDM1	chr2	76030120	76030129	-	0.000	0.000	Merged-chr2-76030062-28
NR83--MA0508.2.PRDM1	chr1	128103200	128103209	-	0.000	0.000	Merged-chr1-128103135-101
NR955--MA0508.2.PRDM1	chr19	41031243	41031252	+	0.000	0.000	Merged-chr19-41031181-46
NR812--MA0508.2.PRDM1	chr16	92443872	92443881	-	0.000	0.000	Merged-chr16-92443749-37
NR1478--MA0508.2.PRDM1	chr5	96374146	96374155	-	0.000	0.000	Merged-chr5-96374373-29
NR921--MA0508.2.PRDM1	chr18	69068570	69068579	+	0.000	0.000	Merged-chr18-69068591-21
NR1606--MA0508.2.PRDM1	chr6	126510139	126510148	-	0.000	0.000	Merged-chr6-126510207-1
NR302--MA0508.2.PRDM1	chr11	20477808	20477817	+	0.000	0.000	Merged-chr11-20477652-51
NR19--MA0508.2.PRDM1	chr1	54279815	54279824	-	0.000	0.000	Merged-chr1-54279813-25
NR825--MA0508.2.PRDM1	chr17	8988501	8988510	-	0.000	0.000	Merged-chr17-8988548-64
NR1715--MA0508.2.PRDM1	chr7	98103403	98103412	+	0.000	0.000	Merged-chr7-98103355-56
NR62--MA0508.2.PRDM1	chr1	98589842	98589851	+	0.000	0.000	Merged-chr1-98589738-39
NR1348--MA0508.2.PRDM1	chr4	95096891	95096900	+	0.000	0.000	Merged-chr4-95096971-16
NR3--MA0508.2.PRDM1	chr1	13574160	13574169	+	0.000	0.000	Merged-chr1-13574247-18
NR772--MA0508.2.PRDM1	chr16	36602819	36602828	+	0.000	0.000	Merged-chr16-36602811-38
NR1457--MA0508.2.PRDM1	chr5	64959265	64959274	-	0.000	0.000	Merged-chr5-64959516-90
NR1043--MA0508.2.PRDM1	chr2	71274784	71274793	+	0.000	0.000	Merged-chr2-71274822-52
NR1109--MA0508.2.PRDM1	chr2	147895812	147895821	-	0.000	0.000	Merged-chr2-147895728-19
NR533--MA0508.2.PRDM1	chr13	68588653	68588662	+	0.000	0.000	Merged-chr13-68588513-35
NR1152--MA0508.2.PRDM1	chr3	28405494	28405503	-	0.000	0.000	Merged-chr3-28405628-27
NR1423--MA0508.2.PRDM1	chr5	20062116	20062125	-	0.000	0.000	Merged-chr5-20062093-32
NR1165--MA0508.2.PRDM1	chr3	55659874	55659883	-	0.000	0.000	Merged-chr3-55660012-44
NR403--MA0508.2.PRDM1	chr12	61994427	61994436	-	0.000	0.000	Merged-chr12-61994556-31
NR1688--MA0508.2.PRDM1	chr7	78721575	78721584	-	0.000	0.000	Merged-chr7-78721730-59
NR860--MA0508.2.PRDM1	chr17	69401401	69401410	-	0.000	0.000	Merged-chr17-69401476-24
NR1274--MA0508.2.PRDM1	chr3	142626234	142626243	+	0.000	0.000	Merged-chr3-142626110-5
NR1797--MA0508.2.PRDM1	chr8	56397684	56397693	-	0.000	0.000	Merged-chr8-56397595-1
NR764--MA0508.2.PRDM1	chr16	25250333	25250342	+	0.000	0.000	Merged-chr16-25250353-21
NR1383--MA0508.2.PRDM1	chr4	139598954	139598963	+	0.000	0.000	Merged-chr4-139599159-54
NR1178--MA0508.2.PRDM1	chr3	68763198	68763207	-	0.000	0.000	Merged-chr3-68763187-8
NR939--MA0508.2.PRDM1	chr19	11464977	11464986	-	0.000	0.000	Merged-chr19-11464953-24
NR1144--MA0508.2.PRDM1	chr3	8718383	8718392	+	0.000	0.000	Merged-chr3-8718167-60
NR982--MA0508.2.PRDM1	chr2	13271433	13271442	-	0.000	0.000	Merged-chr2-13271415-60
NR777--MA0508.2.PRDM1	chr16	49164599	49164608	+	0.000	0.000	Merged-chr16-49164589-42
NR634--MA0508.2.PRDM1	chr14	73175902	73175911	+	0.000	0.000	Merged-chr14-73175814-32
NR1157--MA0508.2.PRDM1	chr3	37161020	37161029	-	0.000	0.000	Merged-chr3-37161165-34
NR600--MA0508.2.PRDM1	chr14	27390874	27390883	-	0.000	0.000	Merged-chr14-27390836-41
NR124--MA0508.2.PRDM1	chr1	164888828	164888837	+	0.000	0.000	Merged-chr1-164888737-16
NR581--MA0508.2.PRDM1	chr14	8099675	8099684	-	0.000	0.000	Merged-chr14-8099733-53
NR647--MA0508.2.PRDM1	chr14	89826978	89826987	+	0.000	0.000	Merged-chr14-89826834-10
NR59--MA0508.2.PRDM1	chr1	95605707	95605716	+	0.000	0.000	Merged-chr1-95605725-17
NR1388--MA0508.2.PRDM1	chr4	141734886	141734895	+	0.000	0.000	Merged-chr4-141735028-51
NR560--MA0508.2.PRDM1	chr13	104916887	104916896	+	0.000	0.000	Merged-chr13-104916842-22
NR831--MA0508.2.PRDM1	chr17	17609361	17609370	+	0.000	0.000	Merged-chr17-17609399-1
NR212--MA0508.2.PRDM1	chr10	61233286	61233295	+	0.000	0.000	Merged-chr10-61233317-40
NR878--MA0508.2.PRDM1	chr17	86041012	86041021	-	0.000	0.000	Merged-chr17-86040828-28
NR1497--MA0508.2.PRDM1	chr5	117924833	117924842	+	0.000	0.000	Merged-chr5-117924808-8
NR464--MA0508.2.PRDM1	chr12	115262600	115262609	-	0.000	0.000	Merged-chr12-115262701-27
NR987--MA0508.2.PRDM1	chr2	16356665	16356674	-	0.000	0.000	Merged-chr2-16356419-87
NR1006--MA0508.2.PRDM1	chr2	32967211	32967220	+	0.000	0.000	Merged-chr2-32967199-91
NR701--MA0508.2.PRDM1	chr15	52944827	52944836	-	0.000	0.000	Merged-chr15-52944849-44
NR1367--MA0508.2.PRDM1	chr4	118406247	118406256	+	0.000	0.000	Merged-chr4-118406334-12
NR334--MA0508.2.PRDM1	chr11	78328290	78328299	-	0.000	0.000	Merged-chr11-78328473-53
NR172--MA0508.2.PRDM1	chr10	7987802	7987811	-	0.000	0.000	Merged-chr10-7987799-9
NR300--MA0508.2.PRDM1	chr11	17160394	17160403	+	0.000	0.000	Merged-chr11-17160372-30
NR966--MA0508.2.PRDM1	chr19	55260918	55260927	+	0.000	0.000	Merged-chr19-55260920-21
NR599--MA0508.2.PRDM1	chr14	27376198	27376207	-	0.000	0.000	Merged-chr14-27376322-41
NR390--MA0508.2.PRDM1	chr12	41168121	41168130	-	0.000	0.000	Merged-chr12-41167989-46
NR945--MA0508.2.PRDM1	chr19	21485095	21485104	+	0.000	0.000	Merged-chr19-21485056-9
NR326--MA0508.2.PRDM1	chr11	66985293	66985302	+	0.000	0.000	Merged-chr11-66985183-54
NR1931--MA0508.2.PRDM1	chr9	102587665	102587674	+	0.000	0.000	Merged-chr9-102587549-11
NR1197--MA0508.2.PRDM1	chr3	89730749	89730758	-	0.000	0.000	Merged-chr3-89730861-61
NR687--MA0508.2.PRDM1	chr15	35155838	35155847	-	0.000	0.000	Merged-chr15-35155762-73
NR958--MA0508.2.PRDM1	chr19	46470944	46470953	+	0.000	0.000	Merged-chr19-46471055-66
NR544--MA0508.2.PRDM1	chr13	83524634	83524643	+	0.000	0.000	Merged-chr13-83524292-48
NR815--MA0508.2.PRDM1	chr16	95815986	95815995	-	0.000	0.000	Merged-chr16-95815923-73
NR339--MA0508.2.PRDM1	chr11	87748828	87748837	+	0.000	0.000	Merged-chr11-87748868-6
NR1229--MA0508.2.PRDM1	chr3	116424087	116424096	+	0.000	0.000	Merged-chr3-116424067-206
NR401--MA0508.2.PRDM1	chr12	59206840	59206849	+	0.000	0.000	Merged-chr12-59206918-90
NR382--MA0508.2.PRDM1	chr12	32017854	32017863	+	0.000	0.000	Merged-chr12-32017895-23
NR719--MA0508.2.PRDM1	chr15	71917885	71917894	+	0.000	0.000	Merged-chr15-71917869-36
NR1910--MA0508.2.PRDM1	chr9	77806872	77806881	+	0.000	0.000	Merged-chr9-77806830-39
NR414--MA0508.2.PRDM1	chr12	73875513	73875522	+	0.000	0.000	Merged-chr12-73875329-23
NR209--MA0508.2.PRDM1	chr10	60000174	60000183	+	0.000	0.000	Merged-chr10-60000232-10
NR318--MA0508.2.PRDM1	chr11	53605695	53605704	-	0.000	0.000	Merged-chr11-53605756-20
NR427--MA0508.2.PRDM1	chr12	89513914	89513923	-	0.000	0.000	Merged-chr12-89513998-29
NR1761--MA0508.2.PRDM1	chr7	143822986	143822995	+	0.000	0.000	Merged-chr7-143822961-65
NR1870--MA0508.2.PRDM1	chr9	37552767	37552776	+	0.000	0.000	Merged-chr9-37552724-59
NR897--MA0508.2.PRDM1	chr18	32837613	32837622	+	0.000	0.000	Merged-chr18-32837400-68
NR1631--MA0508.2.PRDM1	chr6	146072170	146072179	+	0.000	0.000	Merged-chr6-146072064-12
NR135--MA0508.2.PRDM1	chr1	173456527	173456536	-	0.000	0.000	Merged-chr1-173456559-25
NR515--MA0508.2.PRDM1	chr13	48978073	48978082	+	0.000	0.000	Merged-chr13-48978131-34
NR1501--MA0508.2.PRDM1	chr5	122951586	122951595	-	0.000	0.000	Merged-chr5-122951683-61
NR637--MA0508.2.PRDM1	chr14	77581075	77581084	+	0.000	0.000	Merged-chr14-77581248-1
NR889--MA0508.2.PRDM1	chr18	13787153	13787162	+	0.000	0.000	Merged-chr18-13787099-71
NR998--MA0508.2.PRDM1	chr2	22721962	22721971	-	0.000	0.000	Merged-chr2-22721936-56
NR507--MA0508.2.PRDM1	chr13	37801784	37801793	+	0.000	0.000	Merged-chr13-37801685-58
NR1570--MA0508.2.PRDM1	chr6	87887792	87887801	+	0.000	0.000	Merged-chr6-87887908-55
NR1950--MA0508.2.PRDM1	chr9	122398941	122398950	-	0.000	0.000	Merged-chr9-122399009-31
NR183--MA0508.2.PRDM1	chr10	24292778	24292787	+	0.000	0.000	Merged-chr10-24292766-57
NR1963--MA0508.2.PRDM1	chrX	42365997	42366006	-	0.000	0.000	Merged-chrX-42366064-18
NR215--MA0508.2.PRDM1	chr10	62187122	62187131	+	0.000	0.000	Merged-chr10-62187045-24
NR196--MA0508.2.PRDM1	chr10	44003891	44003900	+	0.000	0.000	Merged-chr10-44003826-80
NR467--MA0508.2.PRDM1	chr12	115812900	115812909	-	0.000	0.000	Merged-chr12-115813006-23
NR228--MA0508.2.PRDM1	chr10	77634079	77634088	+	0.000	0.000	Merged-chr10-77634224-2
NR1291--MA0508.2.PRDM1	chr3	153260755	153260764	+	0.000	0.000	Merged-chr3-153260790-34
NR1562--MA0508.2.PRDM1	chr6	72982080	72982089	+	0.000	0.000	Merged-chr6-72982109-28
NR589--MA0508.2.PRDM1	chr14	20803827	20803836	+	0.000	0.000	Merged-chr14-20803678-27
NR1846--MA0508.2.PRDM1	chr8	120888099	120888108	+	0.000	0.000	Merged-chr8-120888081-22
NR1161--MA0508.2.PRDM1	chr3	41032277	41032286	+	0.000	0.000	Merged-chr3-41032256-9
NR1432--MA0508.2.PRDM1	chr5	30155984	30155993	-	0.000	0.000	Merged-chr5-30156013-4
NR1684--MA0508.2.PRDM1	chr7	75914211	75914220	+	0.000	0.000	Merged-chr7-75914112-33
NR1955--MA0508.2.PRDM1	chrX	11664477	11664486	+	0.000	0.000	Merged-chrX-11664686-45
NR1541--MA0508.2.PRDM1	chr6	53704599	53704608	+	0.000	0.000	Merged-chr6-53704558-10
NR1812--MA0508.2.PRDM1	chr8	83783329	83783338	+	0.000	0.000	Merged-chr8-83783400-30
NR459--MA0508.2.PRDM1	chr12	110843945	110843954	-	0.000	0.000	Merged-chr12-110843988-42
NR1716--MA0508.2.PRDM1	chr7	100159547	100159556	+	0.000	0.000	Merged-chr7-100159560-75
NR1031--MA0508.2.PRDM1	chr2	59364704	59364713	-	0.000	0.000	Merged-chr2-59364601-33
NR1968--MA0508.2.PRDM1	chrX	77433545	77433554	+	0.000	0.000	Merged-chrX-77433540-47
NR1140--MA0508.2.PRDM1	chr2	179966863	179966872	-	0.000	0.000	Merged-chr2-179966777-32
NR167--MA0508.2.PRDM1	chr1	192753274	192753283	-	0.000	0.000	Merged-chr1-192753229-57
NR1772--MA0508.2.PRDM1	chr8	8334599	8334608	-	0.000	0.000	Merged-chr8-8334812-71
NR1838--MA0508.2.PRDM1	chr8	109694125	109694134	+	0.000	0.000	Merged-chr8-109694210-14
NR1881--MA0508.2.PRDM1	chr9	45984926	45984935	+	0.000	0.000	Merged-chr9-45984810-70
NR42--MA0508.2.PRDM1	chr1	82443775	82443784	-	0.000	0.000	Merged-chr1-82443829-28
NR1262--MA0508.2.PRDM1	chr3	135698638	135698647	-	0.000	0.000	Merged-chr3-135698656-22
NR1533--MA0508.2.PRDM1	chr6	38789506	38789515	+	0.000	0.000	Merged-chr6-38789563-52
NR1785--MA0508.2.PRDM1	chr8	34817855	34817864	-	0.000	0.000	Merged-chr8-34817852-8
NR1642--MA0508.2.PRDM1	chr7	25719157	25719166	-	0.000	0.000	Merged-chr7-25719044-58
