#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7227--MA0495.2.MAFF	chr7	31034885	31034905	+	0.000	0.000	Merged-chr7-31034893-11
NR626--MA0501.1.MAF::NFE2	chr10	14207915	14207929	-	0.000	0.000	Merged-chr10-14207893-35
NR3309--MA0089.1.MAFG::NFE2L1	chr16	32877891	32877896	-	0.000	0.000	Merged-chr16-32877705-56
NR756--MA0089.1.MAFG::NFE2L1	chr10	67493720	67493725	-	0.000	0.000	Merged-chr10-67493801-11
NR641--MA0089.1.MAFG::NFE2L1	chr10	19210003	19210008	-	0.000	0.000	Merged-chr10-19209945-33
NR7800--MA0495.2.MAFF	chr8	94186724	94186744	+	0.000	0.000	Merged-chr8-94186753-31
NR7325--MA0496.2.MAFK	chr7	72350189	72350207	-	0.000	0.000	Merged-chr7-72350151-23
NR3828--MA0501.1.MAF::NFE2	chr17	73806528	73806542	-	0.000	0.000	Merged-chr17-73806429-20
NR3684--MA0117.2.Mafb	chr17	35089217	35089228	+	0.000	0.000	Merged-chr17-35089329-50
NR6102--MA0591.1.Bach1::Mafk	chr5	8075509	8075523	+	0.000	0.000	Merged-chr5-8075370-38
NR7795--MA0496.2.MAFK	chr8	91545720	91545738	+	0.000	0.000	Merged-chr8-91545805-43
NR7912--MA0495.2.MAFF	chr8	123287510	123287530	-	0.000	0.000	Merged-chr8-123287508-25
NR2599--MA0659.1.MAFG	chr14	25161757	25161777	-	0.000	0.000	Merged-chr14-25161984-35
NR4425--MA0659.1.MAFG	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR6876--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR2757--MA0089.1.MAFG::NFE2L1	chr14	67938973	67938978	-	0.000	0.000	Merged-chr14-67939054-1
NR7584--MA0501.1.MAF::NFE2	chr8	3355605	3355619	+	0.000	0.000	Merged-chr8-3355667-46
NR6385--MA0089.1.MAFG::NFE2L1	chr5	105500857	105500862	+	0.000	0.000	Merged-chr5-105500782-74
NR8529--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR275--MA0495.2.MAFF	chr1	120073870	120073890	+	0.000	0.000	Merged-chr1-120073802-51
NR942--MA0495.2.MAFF	chr10	96202049	96202069	-	0.000	0.000	Merged-chr10-96202088-1
NR3561--MA0496.2.MAFK	chr17	6008224	6008242	+	0.000	0.000	Merged-chr17-6008372-53
NR3773--MA0089.1.MAFG::NFE2L1	chr17	57126043	57126048	+	0.000	0.000	Merged-chr17-57126152-41
NR3696--MA0495.2.MAFF	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR5758--MA0089.1.MAFG::NFE2L1	chr4	83234360	83234365	-	0.000	0.000	Merged-chr4-83234214-31
NR2337--MA0496.2.MAFK	chr13	63431574	63431592	-	0.000	0.000	Merged-chr13-63431477-108
NR8476--MA0501.1.MAF::NFE2	chrX	77801649	77801663	-	0.000	0.000	Merged-chrX-77801758-16
NR1288--MA0495.2.MAFF	chr11	60935531	60935551	+	0.000	0.000	Merged-chr11-60935533-50
NR5714--MA0496.2.MAFK	chr4	43427724	43427742	-	0.000	0.000	Merged-chr4-43427780-35
NR6715--MA0495.2.MAFF	chr6	34869608	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR2926--MA0659.1.MAFG	chr15	31356849	31356869	-	0.000	0.000	Merged-chr15-31357016-32
NR1020--MA0089.1.MAFG::NFE2L1	chr10	117721596	117721601	-	0.000	0.000	Merged-chr10-117721632-23
NR3100--MA0496.2.MAFK	chr15	79224833	79224851	-	0.000	0.000	Merged-chr15-79224869-14
NR6631--MA0501.1.MAF::NFE2	chr6	3536484	3536498	-	0.000	0.000	Merged-chr6-3536376-27
NR8353--MA0495.2.MAFF	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR7791--MA0591.1.Bach1::Mafk	chr8	91395656	91395670	+	0.000	0.000	Merged-chr8-91395862-46
NR8471--MA0117.2.Mafb	chrX	75764237	75764248	-	0.000	0.000	Merged-chrX-75764478-65
NR6511--MA0591.1.Bach1::Mafk	chr5	137857144	137857158	+	0.000	0.000	Merged-chr5-137857044-20
NR6439--MA0501.1.MAF::NFE2	chr5	117158696	117158710	-	0.000	0.000	Merged-chr5-117158818-32
NR3173--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR3698--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR3353--MA0117.2.Mafb	chr16	45224825	45224836	-	0.000	0.000	Merged-chr16-45224800-5
NR4149--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR4405--MA0496.2.MAFK	chr19	56687126	56687144	-	0.000	0.000	Merged-chr19-56687212-16
NR5945--MA0089.1.MAFG::NFE2L1	chr4	138972387	138972392	-	0.000	0.000	Merged-chr4-138972320-2
NR5065--MA0496.2.MAFK	chr2	160620159	160620177	+	0.000	0.000	Merged-chr2-160620315-30
NR4461--MA0659.1.MAFG	chr2	5840988	5841008	-	0.000	0.000	Merged-chr2-5840978-13
NR4901--MA0089.1.MAFG::NFE2L1	chr2	127312816	127312821	-	0.000	0.000	Merged-chr2-127312939-16
NR2742--MA0089.1.MAFG::NFE2L1	chr14	63195380	63195385	-	0.000	0.000	Merged-chr14-63195363-68
NR6370--MA0089.1.MAFG::NFE2L1	chr5	100798471	100798476	+	0.000	0.000	Merged-chr5-100798615-58
NR6733--MA0495.2.MAFF	chr6	41152250	41152270	+	0.000	0.000	Merged-chr6-41152178-27
NR7439--MA0089.1.MAFG::NFE2L1	chr7	110270594	110270599	-	0.000	0.000	Merged-chr7-110270578-16
NR8355--MA0659.1.MAFG	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR2951--MA0495.2.MAFF	chr15	38384823	38384843	+	0.000	0.000	Merged-chr15-38384771-58
NR4236--MA0089.1.MAFG::NFE2L1	chr19	16329286	16329291	-	0.000	0.000	Merged-chr19-16329432-55
NR277--MA0117.2.Mafb	chr1	120073870	120073881	+	0.000	0.000	Merged-chr1-120073802-51
NR5421--MA0117.2.Mafb	chr3	103872771	103872782	-	0.000	0.000	Merged-chr3-103872856-42
NR6630--MA0495.2.MAFF	chr6	3536484	3536504	-	0.000	0.000	Merged-chr6-3536376-27
NR5627--MA0117.2.Mafb	chr3	153835807	153835818	+	0.000	0.000	Merged-chr3-153835875-30
NR4226--MA0501.1.MAF::NFE2	chr19	14503996	14504010	-	0.000	0.000	Merged-chr19-14504107-29
NR3407--MA0089.1.MAFG::NFE2L1	chr16	55754655	55754660	+	0.000	0.000	Merged-chr16-55754578-52
NR2705--MA0495.2.MAFF	chr14	60746366	60746386	-	0.000	0.000	Merged-chr14-60746187-14
NR8158--MA0501.1.MAF::NFE2	chr9	65010832	65010846	-	0.000	0.000	Merged-chr9-65010971-53
NR4538--MA0089.1.MAFG::NFE2L1	chr2	32288078	32288083	-	0.000	0.000	Merged-chr2-32288192-62
NR5467--MA0089.1.MAFG::NFE2L1	chr3	116630321	116630326	+	0.000	0.000	Merged-chr3-116630474-26
NR4900--MA0591.1.Bach1::Mafk	chr2	127008714	127008728	+	0.000	0.000	Merged-chr2-127008778-46
NR7030--MA0496.2.MAFK	chr6	131513550	131513568	+	0.000	0.000	Merged-chr6-131513658-21
NR5105--MA0591.1.Bach1::Mafk	chr2	167102293	167102307	+	0.000	0.000	Merged-chr2-167102062-67
NR3119--MA0495.2.MAFF	chr15	83149651	83149671	-	0.000	0.000	Merged-chr15-83149470-115
NR1926--MA0089.1.MAFG::NFE2L1	chr12	85632483	85632488	-	0.000	0.000	Merged-chr12-85632486-20
NR6974--MA0089.1.MAFG::NFE2L1	chr6	125483637	125483642	+	0.000	0.000	Merged-chr6-125483864-63
NR4134--MA0089.1.MAFG::NFE2L1	chr18	75489514	75489519	-	0.000	0.000	Merged-chr18-75489446-39
NR654--MA0501.1.MAF::NFE2	chr10	21358459	21358473	+	0.000	0.000	Merged-chr10-21358325-33
NR8511--MA0591.1.Bach1::Mafk	chrX	106136057	106136071	+	0.000	0.000	Merged-chrX-106135909-80
NR1505--MA0117.2.Mafb	chr11	95384620	95384631	-	0.000	0.000	Merged-chr11-95384684-68
NR5769--MA0089.1.MAFG::NFE2L1	chr4	88727550	88727555	-	0.000	0.000	Merged-chr4-88727531-27
NR1866--MA0495.2.MAFF	chr12	69458505	69458525	-	0.000	0.000	Merged-chr12-69458442-59
NR4725--MA0089.1.MAFG::NFE2L1	chr2	91088274	91088279	+	0.000	0.000	Merged-chr2-91088396-18
NR855--MA0659.1.MAFG	chr10	82778148	82778168	+	0.000	0.000	Merged-chr10-82778212-17
NR6106--MA0501.1.MAF::NFE2	chr5	8075506	8075520	-	0.000	0.000	Merged-chr5-8075370-38
NR1031--MA0089.1.MAFG::NFE2L1	chr10	118477476	118477481	-	0.000	0.000	Merged-chr10-118477518-33
NR5856--MA0089.1.MAFG::NFE2L1	chr4	116300990	116300995	+	0.000	0.000	Merged-chr4-116301152-13
NR37--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR1737--MA0089.1.MAFG::NFE2L1	chr12	8619948	8619953	+	0.000	0.000	Merged-chr12-8620171-25
NR5365--MA0089.1.MAFG::NFE2L1	chr3	95135898	95135903	+	0.000	0.000	Merged-chr3-95135773-59
NR286--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR7160--MA0496.2.MAFK	chr7	16405726	16405744	-	0.000	0.000	Merged-chr7-16405720-76
NR1448--MA0089.1.MAFG::NFE2L1	chr11	80508015	80508020	+	0.000	0.000	Merged-chr11-80508155-2
NR8344--MA0496.2.MAFK	chr9	111271628	111271646	-	0.000	0.000	Merged-chr9-111271747-70
NR8273--MA0495.2.MAFF	chr9	94691875	94691895	+	0.000	0.000	Merged-chr9-94691829-80
NR6770--MA0501.1.MAF::NFE2	chr6	57814070	57814084	+	0.000	0.000	Merged-chr6-57814077-20
NR1201--MA0659.1.MAFG	chr11	43703801	43703821	-	0.000	0.000	Merged-chr11-43703862-10
NR3884--MA0089.1.MAFG::NFE2L1	chr17	83831307	83831312	+	0.000	0.000	Merged-chr17-83831138-30
NR6117--MA0089.1.MAFG::NFE2L1	chr5	10866605	10866610	+	0.000	0.000	Merged-chr5-10866661-52
NR2607--MA0495.2.MAFF	chr14	27045127	27045147	-	0.000	0.000	Merged-chr14-27045220-26
NR361--MA0089.1.MAFG::NFE2L1	chr1	135268318	135268323	+	0.000	0.000	Merged-chr1-135268339-27
NR1498--MA0591.1.Bach1::Mafk	chr11	94275923	94275937	+	0.000	0.000	Merged-chr11-94275707-70
NR5263--MA0089.1.MAFG::NFE2L1	chr3	34081186	34081191	+	0.000	0.000	Merged-chr3-34081319-62
NR1346--MA0089.1.MAFG::NFE2L1	chr11	64021040	64021045	-	0.000	0.000	Merged-chr11-64021089-15
NR7706--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	+	0.000	0.000	Merged-chr8-71587200-14
NR5341--MA0117.2.Mafb	chr3	87408417	87408428	+	0.000	0.000	Merged-chr3-87408314-25
NR1991--MA0496.2.MAFK	chr12	102704227	102704245	-	0.000	0.000	Merged-chr12-102704154-17
NR8042--MA0117.2.Mafb	chr9	32592057	32592068	+	0.000	0.000	Merged-chr9-32592064-58
NR4196--MA0591.1.Bach1::Mafk	chr19	7295164	7295178	+	0.000	0.000	Merged-chr19-7295405-60
NR663--MA0089.1.MAFG::NFE2L1	chr10	23787215	23787220	+	0.000	0.000	Merged-chr10-23787173-89
NR506--MA0117.2.Mafb	chr1	180314565	180314576	+	0.000	0.000	Merged-chr1-180314313-47
NR5335--MA0495.2.MAFF	chr3	86247919	86247939	-	0.000	0.000	Merged-chr3-86247740-69
NR2263--MA0501.1.MAF::NFE2	chr13	45872309	45872323	+	0.000	0.000	Merged-chr13-45872206-76
NR7059--MA0089.1.MAFG::NFE2L1	chr6	140542105	140542110	-	0.000	0.000	Merged-chr6-140542293-26
NR1078--MA0496.2.MAFK	chr10	127322156	127322174	-	0.000	0.000	Merged-chr10-127322062-67
NR7198--MA0501.1.MAF::NFE2	chr7	28677042	28677056	+	0.000	0.000	Merged-chr7-28677170-43
NR6195--MA0501.1.MAF::NFE2	chr5	36713485	36713499	-	0.000	0.000	Merged-chr5-36713262-67
NR2531--MA0495.2.MAFF	chr13	113322300	113322320	-	0.000	0.000	Merged-chr13-113322180-25
NR3103--MA0501.1.MAF::NFE2	chr15	80319533	80319547	+	0.000	0.000	Merged-chr15-80319451-11
NR4153--MA0591.1.Bach1::Mafk	chr18	80654611	80654625	+	0.000	0.000	Merged-chr18-80654548-18
NR7832--MA0496.2.MAFK	chr8	106795005	106795023	+	0.000	0.000	Merged-chr8-106794988-23
NR8566--MA0089.1.MAFG::NFE2L1	chrY	90807807	90807812	-	0.000	0.000	Merged-chrY-90807613-47
NR7146--MA0089.1.MAFG::NFE2L1	chr7	16193936	16193941	+	0.000	0.000	Merged-chr7-16193928-27
NR3027--MA0089.1.MAFG::NFE2L1	chr15	66806496	66806501	+	0.000	0.000	Merged-chr15-66806580-18
NR3907--MA0496.2.MAFK	chr17	86188061	86188079	-	0.000	0.000	Merged-chr17-86187981-35
NR5337--MA0659.1.MAFG	chr3	86247919	86247939	+	0.000	0.000	Merged-chr3-86247740-69
NR524--MA0117.2.Mafb	chr1	183179904	183179915	-	0.000	0.000	Merged-chr1-183179810-7
NR6888--MA0659.1.MAFG	chr6	108477200	108477220	+	0.000	0.000	Merged-chr6-108477065-48
NR2604--MA0591.1.Bach1::Mafk	chr14	25609576	25609590	-	0.000	0.000	Merged-chr14-25609615-15
NR5108--MA0591.1.Bach1::Mafk	chr2	167775307	167775321	-	0.000	0.000	Merged-chr2-167775389-53
NR6998--MA0089.1.MAFG::NFE2L1	chr6	128845488	128845493	+	0.000	0.000	Merged-chr6-128845601-30
NR8040--MA0496.2.MAFK	chr9	32539801	32539819	+	0.000	0.000	Merged-chr9-32539747-88
NR185--MA0089.1.MAFG::NFE2L1	chr1	82839779	82839784	+	0.000	0.000	Merged-chr1-82839592-65
NR5954--MA0089.1.MAFG::NFE2L1	chr4	139337303	139337308	-	0.000	0.000	Merged-chr4-139337251-35
NR3114--MA0089.1.MAFG::NFE2L1	chr15	81819851	81819856	+	0.000	0.000	Merged-chr15-81819861-26
NR6883--MA0089.1.MAFG::NFE2L1	chr6	106787328	106787333	-	0.000	0.000	Merged-chr6-106787484-34
NR1199--MA0591.1.Bach1::Mafk	chr11	43703804	43703818	+	0.000	0.000	Merged-chr11-43703862-10
NR1537--MA0117.2.Mafb	chr11	101448362	101448373	+	0.000	0.000	Merged-chr11-101448490-55
NR8377--MA0089.1.MAFG::NFE2L1	chr9	118718568	118718573	-	0.000	0.000	Merged-chr9-118718640-1
NR757--MA0117.2.Mafb	chr10	67493726	67493737	-	0.000	0.000	Merged-chr10-67493801-11
NR666--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR2300--MA0117.2.Mafb	chr13	51651721	51651732	+	0.000	0.000	Merged-chr13-51651703-54
NR429--MA0591.1.Bach1::Mafk	chr1	160040080	160040094	-	0.000	0.000	Merged-chr1-160040121-22
NR1431--MA0089.1.MAFG::NFE2L1	chr11	79520227	79520232	-	0.000	0.000	Merged-chr11-79520137-35
NR6626--MA0496.2.MAFK	chr6	3447531	3447549	-	0.000	0.000	Merged-chr6-3447560-31
NR6196--MA0591.1.Bach1::Mafk	chr5	36722666	36722680	+	0.000	0.000	Merged-chr5-36722614-37
NR2551--MA0659.1.MAFG	chr13	114886264	114886284	+	0.000	0.000	Merged-chr13-114886416-28
NR3081--MA0117.2.Mafb	chr15	77820241	77820252	+	0.000	0.000	Merged-chr15-77820208-30
NR6706--MA0089.1.MAFG::NFE2L1	chr6	31080817	31080822	-	0.000	0.000	Merged-chr6-31081023-63
NR6665--MA0501.1.MAF::NFE2	chr6	17633954	17633968	-	0.000	0.000	Merged-chr6-17634029-17
NR8170--MA0496.2.MAFK	chr9	66821339	66821357	+	0.000	0.000	Merged-chr9-66821220-22
NR3560--MA0501.1.MAF::NFE2	chr17	6008223	6008237	-	0.000	0.000	Merged-chr17-6008372-53
NR5102--MA0496.2.MAFK	chr2	166719538	166719556	-	0.000	0.000	Merged-chr2-166719426-29
NR6309--MA0495.2.MAFF	chr5	91974287	91974307	-	0.000	0.000	Merged-chr5-91974270-18
NR7837--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR4720--MA0495.2.MAFF	chr2	90563487	90563507	+	0.000	0.000	Merged-chr2-90563524-16
NR6983--MA0089.1.MAFG::NFE2L1	chr6	127575435	127575440	-	0.000	0.000	Merged-chr6-127575169-36
NR2527--MA0495.2.MAFF	chr13	113322203	113322223	-	0.000	0.000	Merged-chr13-113322180-25
NR4912--MA0496.2.MAFK	chr2	128365991	128366009	-	0.000	0.000	Merged-chr2-128365920-27
