#Name (cmd = mergePeaks -d 200 -cobound 1 Bcl6KO_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1390--MA0495.2.MAFF	chr11	52046563	52046583	+	0.000	0.000	Merged-chr11-52046638-57
NR4207--MA0591.1.Bach1::Mafk	chr17	31840605	31840619	+	0.000	0.000	Merged-chr17-31840670-46
NR2733--MA0089.1.MAFG::NFE2L1	chr13	105377194	105377199	-	0.000	0.000	Merged-chr13-105377302-26
NR3286--MA0089.1.MAFG::NFE2L1	chr15	6512369	6512374	+	0.000	0.000	Merged-chr15-6512431-6
NR9981--MA0659.1.MAFG	chr9	118716107	118716127	+	0.000	0.000	Merged-chr9-118716150-51
NR3662--MA0089.1.MAFG::NFE2L1	chr15	99416492	99416497	-	0.000	0.000	Merged-chr15-99416581-16
NR8509--MA0495.2.MAFF	chr6	146516327	146516347	+	0.000	0.000	Merged-chr6-146516138-30
NR6357--MA0591.1.Bach1::Mafk	chr3	105892542	105892556	+	0.000	0.000	Merged-chr3-105892493-111
NR4227--MA0089.1.MAFG::NFE2L1	chr17	35121402	35121407	+	0.000	0.000	Merged-chr17-35121514-61
NR209--MA0117.2.Mafb	chr1	82836790	82836801	-	0.000	0.000	Merged-chr1-82836652-59
NR7606--MA0501.1.MAF::NFE2	chr5	92327473	92327487	-	0.000	0.000	Merged-chr5-92327493-24
NR6358--MA0659.1.MAFG	chr3	105892539	105892559	+	0.000	0.000	Merged-chr3-105892493-111
NR3664--MA0495.2.MAFF	chr15	99715149	99715169	+	0.000	0.000	Merged-chr15-99715119-21
NR10073--MA0501.1.MAF::NFE2	chrX	71468813	71468827	-	0.000	0.000	Merged-chrX-71468864-48
NR8083--MA0496.2.MAFK	chr6	54760018	54760036	+	0.000	0.000	Merged-chr6-54760187-57
NR6119--MA0495.2.MAFF	chr3	21917647	21917667	-	0.000	0.000	Merged-chr3-21917648-70
NR2896--MA0496.2.MAFK	chr14	16267172	16267190	+	0.000	0.000	Merged-chr14-16267276-10
NR1052--MA0659.1.MAFG	chr10	80684452	80684472	-	0.000	0.000	Merged-chr10-80684383-19
NR5391--MA0496.2.MAFK	chr2	83625687	83625705	+	0.000	0.000	Merged-chr2-83625624-59
NR7200--MA0089.1.MAFG::NFE2L1	chr4	145263661	145263666	-	0.000	0.000	Merged-chr4-145263821-10
NR5380--MA0501.1.MAF::NFE2	chr2	77327346	77327360	+	0.000	0.000	Merged-chr2-77327471-3
NR6676--MA0089.1.MAFG::NFE2L1	chr4	11026400	11026405	-	0.000	0.000	Merged-chr4-11026453-25
NR1212--MA0591.1.Bach1::Mafk	chr10	118628164	118628178	+	0.000	0.000	Merged-chr10-118628235-24
NR3977--MA0089.1.MAFG::NFE2L1	chr16	90276921	90276926	+	0.000	0.000	Merged-chr16-90277146-33
NR7127--MA0501.1.MAF::NFE2	chr4	130900010	130900024	+	0.000	0.000	Merged-chr4-130900085-53
NR1137--MA0089.1.MAFG::NFE2L1	chr10	98878092	98878097	+	0.000	0.000	Merged-chr10-98878013-50
NR1856--MA0591.1.Bach1::Mafk	chr12	17412098	17412112	-	0.000	0.000	Merged-chr12-17412313-11
NR5853--MA0591.1.Bach1::Mafk	chr2	163253450	163253464	-	0.000	0.000	Merged-chr2-163253576-63
NR245--MA0117.2.Mafb	chr1	87215029	87215040	+	0.000	0.000	Merged-chr1-87215008-15
NR7122--MA0591.1.Bach1::Mafk	chr4	129575384	129575398	+	0.000	0.000	Merged-chr4-129575376-54
NR4427--MA0089.1.MAFG::NFE2L1	chr17	83654748	83654753	+	0.000	0.000	Merged-chr17-83654883-58
NR4881--MA0117.2.Mafb	chr19	14469023	14469034	-	0.000	0.000	Merged-chr19-14469118-36
NR7502--MA0089.1.MAFG::NFE2L1	chr5	53355266	53355271	+	0.000	0.000	Merged-chr5-53355267-30
NR830--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR6272--MA0089.1.MAFG::NFE2L1	chr3	90604913	90604918	-	0.000	0.000	Merged-chr3-90604900-80
NR3590--MA0659.1.MAFG	chr15	86182050	86182070	-	0.000	0.000	Merged-chr15-86182201-2
NR7967--MA0501.1.MAF::NFE2	chr6	17633954	17633968	-	0.000	0.000	Merged-chr6-17634029-17
NR5789--MA0591.1.Bach1::Mafk	chr2	154603739	154603753	-	0.000	0.000	Merged-chr2-154603925-61
NR1439--MA0089.1.MAFG::NFE2L1	chr11	64021040	64021045	-	0.000	0.000	Merged-chr11-64021089-15
NR8778--MA0495.2.MAFF	chr7	81929037	81929057	-	0.000	0.000	Merged-chr7-81929164-20
NR9883--MA0659.1.MAFG	chr9	105502640	105502660	+	0.000	0.000	Merged-chr9-105502533-10
NR1706--MA0659.1.MAFG	chr11	110897174	110897194	-	0.000	0.000	Merged-chr11-110897111-25
NR6382--MA0591.1.Bach1::Mafk	chr3	109124297	109124311	-	0.000	0.000	Merged-chr3-109124189-33
NR4766--MA0501.1.MAF::NFE2	chr18	80224388	80224402	+	0.000	0.000	Merged-chr18-80224575-23
NR3309--MA0089.1.MAFG::NFE2L1	chr15	25817120	25817125	+	0.000	0.000	Merged-chr15-25817272-36
NR6574--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR466--MA0591.1.Bach1::Mafk	chr1	139179870	139179884	-	0.000	0.000	Merged-chr1-139179878-22
NR6083--MA0089.1.MAFG::NFE2L1	chr3	9787022	9787027	-	0.000	0.000	Merged-chr3-9786855-28
NR354--MA0501.1.MAF::NFE2	chr1	120073870	120073884	-	0.000	0.000	Merged-chr1-120073802-51
NR8487--MA0591.1.Bach1::Mafk	chr6	144920040	144920054	+	0.000	0.000	Merged-chr6-144919933-48
NR9653--MA0495.2.MAFF	chr9	44965542	44965562	+	0.000	0.000	Merged-chr9-44965601-47
NR5725--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR7024--MA0089.1.MAFG::NFE2L1	chr4	117887413	117887418	-	0.000	0.000	Merged-chr4-117887306-54
NR9080--MA0591.1.Bach1::Mafk	chr7	139971591	139971605	+	0.000	0.000	Merged-chr7-139971632-22
NR3095--MA0089.1.MAFG::NFE2L1	chr14	67842015	67842020	+	0.000	0.000	Merged-chr14-67841831-15
NR9098--MA0495.2.MAFF	chr7	143010177	143010197	+	0.000	0.000	Merged-chr7-143010167-43
NR8659--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR7239--MA0089.1.MAFG::NFE2L1	chr4	148509460	148509465	+	0.000	0.000	Merged-chr4-148509676-49
NR9765--MA0495.2.MAFF	chr9	80820219	80820239	+	0.000	0.000	Merged-chr9-80820177-30
NR4816--MA0501.1.MAF::NFE2	chr19	4037979	4037993	+	0.000	0.000	Merged-chr19-4037964-42
NR6291--MA0117.2.Mafb	chr3	95523976	95523987	-	0.000	0.000	Merged-chr3-95523820-51
NR9407--MA0495.2.MAFF	chr8	110939139	110939159	+	0.000	0.000	Merged-chr8-110939286-87
NR1713--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR2798--MA0496.2.MAFK	chr13	113170409	113170427	+	0.000	0.000	Merged-chr13-113170375-49
NR7745--MA0501.1.MAF::NFE2	chr5	117158696	117158710	-	0.000	0.000	Merged-chr5-117158818-32
NR9109--MA0089.1.MAFG::NFE2L1	chr7	143629771	143629776	-	0.000	0.000	Merged-chr7-143629700-38
NR8746--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR9299--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR4627--MA0089.1.MAFG::NFE2L1	chr18	56455713	56455718	-	0.000	0.000	Merged-chr18-56455831-43
NR654--MA0089.1.MAFG::NFE2L1	chr1	178971663	178971668	-	0.000	0.000	Merged-chr1-178971679-1
NR8631--MA0089.1.MAFG::NFE2L1	chr7	28962487	28962492	-	0.000	0.000	Merged-chr7-28962336-70
NR4771--MA0591.1.Bach1::Mafk	chr18	80628994	80629008	-	0.000	0.000	Merged-chr18-80629168-11
NR2794--MA0591.1.Bach1::Mafk	chr13	113170411	113170425	+	0.000	0.000	Merged-chr13-113170375-49
NR4448--MA0501.1.MAF::NFE2	chr17	85982063	85982077	-	0.000	0.000	Merged-chr17-85982062-9
NR6876--MA0591.1.Bach1::Mafk	chr4	89516002	89516016	-	0.000	0.000	Merged-chr4-89516226-43
NR3100--MA0496.2.MAFK	chr14	68034568	68034586	-	0.000	0.000	Merged-chr14-68034570-19
NR6157--MA0117.2.Mafb	chr3	31061345	31061356	+	0.000	0.000	Merged-chr3-31061473-66
NR7017--MA0495.2.MAFF	chr4	116677954	116677974	+	0.000	0.000	Merged-chr4-116678042-15
NR7137--MA0089.1.MAFG::NFE2L1	chr4	132932755	132932760	+	0.000	0.000	Merged-chr4-132932959-9
NR1726--MA0089.1.MAFG::NFE2L1	chr11	114350876	114350881	-	0.000	0.000	Merged-chr11-114351048-6
NR465--MA0089.1.MAFG::NFE2L1	chr1	138939877	138939882	+	0.000	0.000	Merged-chr1-138939851-38
NR8458--MA0659.1.MAFG	chr6	142867634	142867654	-	0.000	0.000	Merged-chr6-142867733-58
NR1601--MA0591.1.Bach1::Mafk	chr11	94992055	94992069	-	0.000	0.000	Merged-chr11-94991977-26
NR9688--MA0089.1.MAFG::NFE2L1	chr9	57537618	57537623	-	0.000	0.000	Merged-chr9-57537597-44
NR8268--MA0089.1.MAFG::NFE2L1	chr6	115838465	115838470	+	0.000	0.000	Merged-chr6-115838478-31
NR6511--MA0659.1.MAFG	chr3	137980708	137980728	+	0.000	0.000	Merged-chr3-137980676-8
NR9896--MA0591.1.Bach1::Mafk	chr9	108597639	108597653	+	0.000	0.000	Merged-chr9-108597519-47
NR6717--MA0659.1.MAFG	chr4	33261671	33261691	+	0.000	0.000	Merged-chr4-33261624-24
NR3691--MA0496.2.MAFK	chr15	103177018	103177036	-	0.000	0.000	Merged-chr15-103177180-34
NR1774--MA0591.1.Bach1::Mafk	chr11	119355586	119355600	-	0.000	0.000	Merged-chr11-119355654-77
NR1913--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR9660--MA0089.1.MAFG::NFE2L1	chr9	45291890	45291895	+	0.000	0.000	Merged-chr9-45291923-45
NR3043--MA0591.1.Bach1::Mafk	chr14	59691263	59691277	-	0.000	0.000	Merged-chr14-59691138-19
NR898--MA0591.1.Bach1::Mafk	chr10	39371676	39371690	-	0.000	0.000	Merged-chr10-39371656-31
NR9257--MA0501.1.MAF::NFE2	chr8	72136897	72136911	+	0.000	0.000	Merged-chr8-72136702-59
NR8122--MA0117.2.Mafb	chr6	72659992	72660003	-	0.000	0.000	Merged-chr6-72660096-30
NR7035--MA0089.1.MAFG::NFE2L1	chr4	120062650	120062655	-	0.000	0.000	Merged-chr4-120062623-32
NR5252--MA0089.1.MAFG::NFE2L1	chr2	50290984	50290989	+	0.000	0.000	Merged-chr2-50290930-32
NR2553--MA0089.1.MAFG::NFE2L1	chr13	68588579	68588584	+	0.000	0.000	Merged-chr13-68588513-35
NR7155--MA0501.1.MAF::NFE2	chr4	135475693	135475707	+	0.000	0.000	Merged-chr4-135475652-18
NR6181--MA0089.1.MAFG::NFE2L1	chr3	53452125	53452130	-	0.000	0.000	Merged-chr3-53452278-18
NR9467--MA0591.1.Bach1::Mafk	chr8	120702288	120702302	-	0.000	0.000	Merged-chr8-120702084-56
NR2028--MA0501.1.MAF::NFE2	chr12	82189713	82189727	-	0.000	0.000	Merged-chr12-82189683-54
NR8243--MA0117.2.Mafb	chr6	108170309	108170320	+	0.000	0.000	Merged-chr6-108170388-8
NR9586--MA0089.1.MAFG::NFE2L1	chr9	20765514	20765519	+	0.000	0.000	Merged-chr9-20765445-35
NR9081--MA0501.1.MAF::NFE2	chr7	139971594	139971608	+	0.000	0.000	Merged-chr7-139971632-22
NR8542--MA0089.1.MAFG::NFE2L1	chr7	4651685	4651690	+	0.000	0.000	Merged-chr7-4651775-26
NR3684--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR1751--MA0117.2.Mafb	chr11	117240461	117240472	-	0.000	0.000	Merged-chr11-117240511-15
NR2817--MA0495.2.MAFF	chr13	114886264	114886284	+	0.000	0.000	Merged-chr13-114886416-28
NR844--MA0495.2.MAFF	chr10	19939402	19939422	-	0.000	0.000	Merged-chr10-19939440-39
NR289--MA0089.1.MAFG::NFE2L1	chr1	91065339	91065344	-	0.000	0.000	Merged-chr1-91065226-49
NR7337--MA0089.1.MAFG::NFE2L1	chr5	8911667	8911672	-	0.000	0.000	Merged-chr5-8911732-25
NR9089--MA0496.2.MAFK	chr7	140983130	140983148	-	0.000	0.000	Merged-chr7-140983161-18
NR1059--MA0089.1.MAFG::NFE2L1	chr10	81266888	81266893	+	0.000	0.000	Merged-chr10-81266768-46
NR7995--MA0501.1.MAF::NFE2	chr6	31220343	31220357	-	0.000	0.000	Merged-chr6-31220407-8
NR8047--MA0501.1.MAF::NFE2	chr6	49128474	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR9105--MA0659.1.MAFG	chr7	143628753	143628773	-	0.000	0.000	Merged-chr7-143628758-62
NR5625--MA0496.2.MAFK	chr2	128431079	128431097	+	0.000	0.000	Merged-chr2-128430953-27
NR3986--MA0089.1.MAFG::NFE2L1	chr16	91061642	91061647	-	0.000	0.000	Merged-chr16-91061778-38
NR6733--MA0501.1.MAF::NFE2	chr4	40876945	40876959	+	0.000	0.000	Merged-chr4-40876932-30
NR4209--MA0495.2.MAFF	chr17	32073517	32073537	+	0.000	0.000	Merged-chr17-32073573-3
NR1031--MA0089.1.MAFG::NFE2L1	chr10	77022827	77022832	-	0.000	0.000	Merged-chr10-77022945-12
NR748--MA0591.1.Bach1::Mafk	chr1	191026180	191026194	-	0.000	0.000	Merged-chr1-191026100-72
NR3537--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR3582--MA0089.1.MAFG::NFE2L1	chr15	85610905	85610910	+	0.000	0.000	Merged-chr15-85610839-41
NR4321--MA0089.1.MAFG::NFE2L1	chr17	56935272	56935277	+	0.000	0.000	Merged-chr17-56935503-57
NR4450--MA0496.2.MAFK	chr17	85982064	85982082	-	0.000	0.000	Merged-chr17-85982062-9
NR7726--MA0089.1.MAFG::NFE2L1	chr5	112276497	112276502	-	0.000	0.000	Merged-chr5-112276606-72
NR7235--MA0089.1.MAFG::NFE2L1	chr4	147918699	147918704	-	0.000	0.000	Merged-chr4-147918636-27
NR7148--MA0591.1.Bach1::Mafk	chr4	134683191	134683205	+	0.000	0.000	Merged-chr4-134683033-16
NR949--MA0117.2.Mafb	chr10	54013692	54013703	-	0.000	0.000	Merged-chr10-54013658-12
NR808--MA0496.2.MAFK	chr10	7844447	7844465	-	0.000	0.000	Merged-chr10-7844390-33
NR6381--MA0089.1.MAFG::NFE2L1	chr3	108796625	108796630	-	0.000	0.000	Merged-chr3-108796615-2
NR3318--MA0089.1.MAFG::NFE2L1	chr15	31117522	31117527	-	0.000	0.000	Merged-chr15-31117559-26
NR3155--MA0495.2.MAFF	chr14	79126410	79126430	+	0.000	0.000	Merged-chr14-79126281-18
NR2464--MA0089.1.MAFG::NFE2L1	chr13	45912087	45912092	+	0.000	0.000	Merged-chr13-45912065-13
NR1420--MA0089.1.MAFG::NFE2L1	chr11	61642366	61642371	-	0.000	0.000	Merged-chr11-61642233-10
NR3023--MA0591.1.Bach1::Mafk	chr14	55724564	55724578	-	0.000	0.000	Merged-chr14-55724704-52
NR3347--MA0496.2.MAFK	chr15	36210861	36210879	-	0.000	0.000	Merged-chr15-36210746-43
NR8613--MA0501.1.MAF::NFE2	chr7	27357873	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR3345--MA0591.1.Bach1::Mafk	chr15	36210863	36210877	-	0.000	0.000	Merged-chr15-36210746-43
NR1973--MA0496.2.MAFK	chr12	69458506	69458524	-	0.000	0.000	Merged-chr12-69458442-59
NR1615--MA0496.2.MAFK	chr11	95834502	95834520	-	0.000	0.000	Merged-chr11-95834511-50
NR6117--MA0089.1.MAFG::NFE2L1	chr3	19894979	19894984	-	0.000	0.000	Merged-chr3-19894950-73
NR7091--MA0659.1.MAFG	chr4	127249934	127249954	-	0.000	0.000	Merged-chr4-127250086-45
NR1635--MA0089.1.MAFG::NFE2L1	chr11	98942521	98942526	+	0.000	0.000	Merged-chr11-98942713-4
NR4710--MA0089.1.MAFG::NFE2L1	chr18	68927029	68927034	+	0.000	0.000	Merged-chr18-68927150-24
NR8577--MA0496.2.MAFK	chr7	19872431	19872449	+	0.000	0.000	Merged-chr7-19872321-3
NR4905--MA0659.1.MAFG	chr19	21785348	21785368	-	0.000	0.000	Merged-chr19-21785424-37
NR48--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR3129--MA0089.1.MAFG::NFE2L1	chr14	74847773	74847778	+	0.000	0.000	Merged-chr14-74847708-53
NR1727--MA0496.2.MAFK	chr11	114350914	114350932	+	0.000	0.000	Merged-chr11-114351048-6
NR1653--MA0117.2.Mafb	chr11	103412793	103412804	-	0.000	0.000	Merged-chr11-103412657-68
NR3909--MA0117.2.Mafb	chr16	55698675	55698686	+	0.000	0.000	Merged-chr16-55698680-22
NR10184--MA0089.1.MAFG::NFE2L1	chrX	169319262	169319267	+	0.000	0.000	Merged-chrX-169319212-31
NR1425--MA0659.1.MAFG	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR1370--MA0591.1.Bach1::Mafk	chr11	48800461	48800475	+	0.000	0.000	Merged-chr11-48800274-60
NR172--MA0591.1.Bach1::Mafk	chr1	69241576	69241590	+	0.000	0.000	Merged-chr1-69241577-1
NR5215--MA0591.1.Bach1::Mafk	chr2	35447544	35447558	+	0.000	0.000	Merged-chr2-35447488-46
NR1633--MA0496.2.MAFK	chr11	98513119	98513137	+	0.000	0.000	Merged-chr11-98513180-30
NR8264--MA0089.1.MAFG::NFE2L1	chr6	114939737	114939742	+	0.000	0.000	Merged-chr6-114939834-7
NR6525--MA0117.2.Mafb	chr3	142545600	142545611	+	0.000	0.000	Merged-chr3-142545607-21
NR8943--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR3477--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR10070--MA0591.1.Bach1::Mafk	chrX	71468816	71468830	-	0.000	0.000	Merged-chrX-71468864-48
NR8163--MA0117.2.Mafb	chr6	87672354	87672365	+	0.000	0.000	Merged-chr6-87672210-53
NR4202--MA0501.1.MAF::NFE2	chr17	29531899	29531913	+	0.000	0.000	Merged-chr17-29531941-77
NR627--MA0117.2.Mafb	chr1	173534028	173534039	+	0.000	0.000	Merged-chr1-173534011-13
NR3997--MA0089.1.MAFG::NFE2L1	chr16	91562243	91562248	+	0.000	0.000	Merged-chr16-91562152-19
NR5652--MA0089.1.MAFG::NFE2L1	chr2	131821127	131821132	+	0.000	0.000	Merged-chr2-131821184-19
NR5791--MA0496.2.MAFK	chr2	154603737	154603755	-	0.000	0.000	Merged-chr2-154603925-61
NR4903--MA0591.1.Bach1::Mafk	chr19	21785351	21785365	-	0.000	0.000	Merged-chr19-21785424-37
NR5131--MA0659.1.MAFG	chr2	11645493	11645513	-	0.000	0.000	Merged-chr2-11645530-22
NR7522--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR850--MA0089.1.MAFG::NFE2L1	chr10	20235914	20235919	-	0.000	0.000	Merged-chr10-20235836-6
NR1026--MA0591.1.Bach1::Mafk	chr10	75492245	75492259	-	0.000	0.000	Merged-chr10-75492121-22
NR1585--MA0591.1.Bach1::Mafk	chr11	94322075	94322089	+	0.000	0.000	Merged-chr11-94321889-93
NR2926--MA0591.1.Bach1::Mafk	chr14	25630443	25630457	-	0.000	0.000	Merged-chr14-25630418-14
NR4089--MA0591.1.Bach1::Mafk	chr17	5802395	5802409	-	0.000	0.000	Merged-chr17-5802429-65
NR3605--MA0089.1.MAFG::NFE2L1	chr15	89429598	89429603	+	0.000	0.000	Merged-chr15-89429749-75
NR7727--MA0117.2.Mafb	chr5	112301867	112301878	+	0.000	0.000	Merged-chr5-112301937-36
NR4991--MA0591.1.Bach1::Mafk	chr19	44555452	44555466	-	0.000	0.000	Merged-chr19-44555316-51
NR3114--MA0089.1.MAFG::NFE2L1	chr14	72603093	72603098	+	0.000	0.000	Merged-chr14-72603103-44
NR3680--MA0089.1.MAFG::NFE2L1	chr15	101105609	101105614	+	0.000	0.000	Merged-chr15-101105775-48
NR6514--MA0496.2.MAFK	chr3	137980709	137980727	+	0.000	0.000	Merged-chr3-137980676-8
NR6519--MA0089.1.MAFG::NFE2L1	chr3	141739036	141739041	-	0.000	0.000	Merged-chr3-141739144-3
NR1199--MA0591.1.Bach1::Mafk	chr10	117808301	117808315	+	0.000	0.000	Merged-chr10-117808296-55
NR7991--MA0117.2.Mafb	chr6	31219077	31219088	+	0.000	0.000	Merged-chr6-31219106-11
NR1537--MA0117.2.Mafb	chr11	83223491	83223502	+	0.000	0.000	Merged-chr11-83223595-15
NR1546--MA0089.1.MAFG::NFE2L1	chr11	85235135	85235140	-	0.000	0.000	Merged-chr11-85234934-68
NR4283--MA0591.1.Bach1::Mafk	chr17	47294184	47294198	-	0.000	0.000	Merged-chr17-47294215-12
NR6970--MA0089.1.MAFG::NFE2L1	chr4	109122362	109122367	+	0.000	0.000	Merged-chr4-109122419-1
NR6937--MA0501.1.MAF::NFE2	chr4	102531950	102531964	+	0.000	0.000	Merged-chr4-102531914-11
NR988--MA0591.1.Bach1::Mafk	chr10	68240710	68240724	+	0.000	0.000	Merged-chr10-68240828-58
NR9706--MA0591.1.Bach1::Mafk	chr9	63721904	63721918	+	0.000	0.000	Merged-chr9-63721553-124
NR4147--MA0495.2.MAFF	chr17	23748156	23748176	-	0.000	0.000	Merged-chr17-23748319-15
NR3491--MA0089.1.MAFG::NFE2L1	chr15	66779052	66779057	-	0.000	0.000	Merged-chr15-66778898-35
NR6665--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR35--MA0591.1.Bach1::Mafk	chr1	15805645	15805659	-	0.000	0.000	Merged-chr1-15805786-61
NR7829--MA0501.1.MAF::NFE2	chr5	140570429	140570443	+	0.000	0.000	Merged-chr5-140570423-10
NR849--MA0496.2.MAFK	chr10	19939403	19939421	-	0.000	0.000	Merged-chr10-19939440-39
NR5823--MA0501.1.MAF::NFE2	chr2	158450773	158450787	-	0.000	0.000	Merged-chr2-158450944-19
NR3267--MA0496.2.MAFK	chr14	121409230	121409248	-	0.000	0.000	Merged-chr14-121409086-22
NR7629--MA0659.1.MAFG	chr5	97002395	97002415	+	0.000	0.000	Merged-chr5-97002471-16
NR7816--MA0591.1.Bach1::Mafk	chr5	136179727	136179741	+	0.000	0.000	Merged-chr5-136179761-8
NR3718--MA0089.1.MAFG::NFE2L1	chr16	10976316	10976321	-	0.000	0.000	Merged-chr16-10976349-23
NR6302--MA0089.1.MAFG::NFE2L1	chr3	97767133	97767138	+	0.000	0.000	Merged-chr3-97767052-7
NR3173--MA0496.2.MAFK	chr14	99046936	99046954	+	0.000	0.000	Merged-chr14-99046970-2
NR746--MA0496.2.MAFK	chr1	190057763	190057781	+	0.000	0.000	Merged-chr1-190057672-1
NR7108--MA0591.1.Bach1::Mafk	chr4	128711582	128711596	-	0.000	0.000	Merged-chr4-128711747-56
NR2791--MA0495.2.MAFF	chr13	113170408	113170428	+	0.000	0.000	Merged-chr13-113170375-49
