#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR28451--MA0493.1.Klf1	chr19	47537110	47537120	+	0.000	0.000	Merged-chr19-47537261-82
NR31214--MA0741.1.KLF16	chr2	116900131	116900141	-	0.000	0.000	Merged-chr2-116900141-29
NR43939--MA0039.3.KLF4	chr5	122209818	122209828	+	0.000	0.000	Merged-chr5-122209892-38
NR54653--MA0740.1.KLF14	chr8	71367509	71367522	+	0.000	0.000	Merged-chr8-71367350-68
NR60661--MA0741.1.KLF16	chrX	100774422	100774432	-	0.000	0.000	Merged-chrX-100774527-35
NR57390--MA0599.1.KLF5	chr9	44407576	44407585	+	0.000	0.000	Merged-chr9-44407365-76
NR50183--MA0741.1.KLF16	chr7	30353580	30353590	-	0.000	0.000	Merged-chr7-30353555-8
NR2496--MA0741.1.KLF16	chr1	151501036	151501046	+	0.000	0.000	Merged-chr1-151500785-93
NR42495--MA0740.1.KLF14	chr5	74704352	74704365	-	0.000	0.000	Merged-chr5-74704453-70
NR47855--MA0741.1.KLF16	chr6	115853412	115853422	+	0.000	0.000	Merged-chr6-115853380-61
NR22932--MA1107.1.KLF9	chr17	5089719	5089731	+	0.000	0.000	Merged-chr17-5089755-14
NR30791--MA0039.3.KLF4	chr2	92393028	92393038	-	0.000	0.000	Merged-chr2-92392954-19
NR1286--MA0599.1.KLF5	chr1	87214232	87214241	-	0.000	0.000	Merged-chr1-87214241-86
NR7948--MA0740.1.KLF14	chr11	26387474	26387487	-	0.000	0.000	Merged-chr11-26387349-56
NR32288--MA0740.1.KLF14	chr2	152344143	152344156	+	0.000	0.000	Merged-chr2-152344055-110
NR19834--MA0741.1.KLF16	chr15	75909647	75909657	-	0.000	0.000	Merged-chr15-75909516-94
NR35031--MA0741.1.KLF16	chr3	96594089	96594099	+	0.000	0.000	Merged-chr3-96594047-59
NR57008--MA0742.1.Klf12	chr9	21798563	21798577	+	0.000	0.000	Merged-chr9-21798510-41
NR5997--MA0740.1.KLF14	chr10	82764181	82764194	+	0.000	0.000	Merged-chr10-82763957-77
NR10051--MA0493.1.Klf1	chr11	97884481	97884491	+	0.000	0.000	Merged-chr11-97884212-84
NR22704--MA0741.1.KLF16	chr16	92801905	92801915	-	0.000	0.000	Merged-chr16-92801827-54
NR61167--MA0741.1.KLF16	chrX	164076220	164076230	+	0.000	0.000	Merged-chrX-164076386-67
NR47976--MA0039.3.KLF4	chr6	119388795	119388805	+	0.000	0.000	Merged-chr6-119388745-63
NR3478--MA0741.1.KLF16	chr1	180548107	180548117	-	0.000	0.000	Merged-chr1-180548194-33
NR30443--MA0493.1.Klf1	chr2	73540605	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR8211--MA1107.1.KLF9	chr11	47565792	47565804	+	0.000	0.000	Merged-chr11-47565724-1
NR2904--MA0742.1.Klf12	chr1	164248935	164248949	-	0.000	0.000	Merged-chr1-164249048-102
NR12227--MA0599.1.KLF5	chr12	70825362	70825371	-	0.000	0.000	Merged-chr12-70825421-128
NR56222--MA0741.1.KLF16	chr8	117802046	117802056	+	0.000	0.000	Merged-chr8-117802067-74
NR27409--MA0740.1.KLF14	chr19	5098550	5098563	-	0.000	0.000	Merged-chr19-5098548-15
NR39902--MA1107.1.KLF9	chr4	133169706	133169718	-	0.000	0.000	Merged-chr4-133169752-57
NR48534--MA0740.1.KLF14	chr6	135088024	135088037	-	0.000	0.000	Merged-chr6-135087974-38
NR51946--MA0741.1.KLF16	chr7	110109417	110109427	+	0.000	0.000	Merged-chr7-110109267-48
NR6855--MA0741.1.KLF16	chr10	117532117	117532127	+	0.000	0.000	Merged-chr10-117532128-28
NR3344--MA0742.1.Klf12	chr1	175693016	175693030	+	0.000	0.000	Merged-chr1-175692845-123
NR9968--MA1107.1.KLF9	chr11	96916552	96916564	+	0.000	0.000	Merged-chr11-96916500-59
NR21521--MA0599.1.KLF5	chr16	17759557	17759566	+	0.000	0.000	Merged-chr16-17759655-55
NR41739--MA0741.1.KLF16	chr5	33018755	33018765	+	0.000	0.000	Merged-chr5-33018812-81
NR21860--MA1107.1.KLF9	chr16	34690519	34690531	+	0.000	0.000	Merged-chr16-34690700-62
NR41913--MA0599.1.KLF5	chr5	36713406	36713415	-	0.000	0.000	Merged-chr5-36713262-67
NR48278--MA0039.3.KLF4	chr6	127365545	127365555	-	0.000	0.000	Merged-chr6-127365482-29
NR291--MA0599.1.KLF5	chr1	35580675	35580684	+	0.000	0.000	Merged-chr1-35580626-34
NR39482--MA0740.1.KLF14	chr4	123917416	123917429	-	0.000	0.000	Merged-chr4-123917454-69
NR29480--MA0740.1.KLF14	chr2	30545233	30545246	+	0.000	0.000	Merged-chr2-30545189-38
NR47333--MA0599.1.KLF5	chr6	90604674	90604683	+	0.000	0.000	Merged-chr6-90604806-66
NR26611--MA1107.1.KLF9	chr18	67449336	67449348	-	0.000	0.000	Merged-chr18-67449102-80
NR4770--MA0742.1.Klf12	chr10	42934809	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR60313--MA0741.1.KLF16	chrX	48429717	48429727	-	0.000	0.000	Merged-chrX-48429732-34
NR51813--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR40389--MA0599.1.KLF5	chr4	140986882	140986891	-	0.000	0.000	Merged-chr4-140986955-63
NR60636--MA0039.3.KLF4	chrX	99136008	99136018	-	0.000	0.000	Merged-chrX-99136067-62
NR50674--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR219--MA0493.1.Klf1	chr1	33719846	33719856	-	0.000	0.000	Merged-chr1-33720034-54
NR53231--MA1107.1.KLF9	chr7	141215766	141215778	-	0.000	0.000	Merged-chr7-141215830-56
NR39305--MA0657.1.KLF13	chr4	119232873	119232890	-	0.000	0.000	Merged-chr4-119232903-70
NR8690--MA1107.1.KLF9	chr11	60353012	60353024	+	0.000	0.000	Merged-chr11-60353018-61
NR35554--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR7703--MA0742.1.Klf12	chr11	6680660	6680674	+	0.000	0.000	Merged-chr11-6680624-1
NR2236--MA1107.1.KLF9	chr1	135540559	135540571	-	0.000	0.000	Merged-chr1-135540528-29
NR48189--MA1107.1.KLF9	chr6	125131804	125131816	-	0.000	0.000	Merged-chr6-125131800-57
NR815--MA0599.1.KLF5	chr1	64303111	64303120	-	0.000	0.000	Merged-chr1-64302994-36
NR35349--MA0741.1.KLF16	chr3	104961775	104961785	-	0.000	0.000	Merged-chr3-104961785-36
NR15477--MA0039.3.KLF4	chr13	96487385	96487395	-	0.000	0.000	Merged-chr13-96487488-44
NR600--MA0599.1.KLF5	chr1	52113765	52113774	-	0.000	0.000	Merged-chr1-52113700-66
NR6712--MA0741.1.KLF16	chr10	111619930	111619940	-	0.000	0.000	Merged-chr10-111620030-35
NR28724--MA0741.1.KLF16	chr19	57477445	57477455	+	0.000	0.000	Merged-chr19-57477375-13
NR33740--MA0742.1.Klf12	chr3	30855899	30855913	+	0.000	0.000	Merged-chr3-30856003-66
NR54589--MA0741.1.KLF16	chr8	70594432	70594442	+	0.000	0.000	Merged-chr8-70594498-62
NR23635--MA0740.1.KLF14	chr17	27635281	27635294	+	0.000	0.000	Merged-chr17-27635225-66
NR43747--MA1107.1.KLF9	chr5	118588473	118588485	-	0.000	0.000	Merged-chr5-118588552-7
NR29461--MA0599.1.KLF5	chr2	30286336	30286345	+	0.000	0.000	Merged-chr2-30286345-59
NR51705--MA1107.1.KLF9	chr7	100371978	100371990	+	0.000	0.000	Merged-chr7-100372125-66
NR33255--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR3214--MA1107.1.KLF9	chr1	171356094	171356106	+	0.000	0.000	Merged-chr1-171356062-20
NR50661--MA0599.1.KLF5	chr7	45814348	45814357	+	0.000	0.000	Merged-chr7-45814403-76
NR52917--MA0599.1.KLF5	chr7	135716614	135716623	-	0.000	0.000	Merged-chr7-135716348-117
NR57125--MA1107.1.KLF9	chr9	24331833	24331845	-	0.000	0.000	Merged-chr9-24331833-14
NR31584--MA0742.1.Klf12	chr2	127208297	127208311	+	0.000	0.000	Merged-chr2-127208337-53
NR27348--MA0493.1.Klf1	chr19	4269338	4269348	-	0.000	0.000	Merged-chr19-4269199-28
NR2129--MA0740.1.KLF14	chr1	133363683	133363696	+	0.000	0.000	Merged-chr1-133363736-34
NR50531--MA0740.1.KLF14	chr7	44548844	44548857	+	0.000	0.000	Merged-chr7-44548791-52
NR24343--MA0599.1.KLF5	chr17	47508181	47508190	-	0.000	0.000	Merged-chr17-47508113-61
NR22024--MA0493.1.Klf1	chr16	44173588	44173598	+	0.000	0.000	Merged-chr16-44173749-3
NR5711--MA0740.1.KLF14	chr10	80226582	80226595	-	0.000	0.000	Merged-chr10-80226667-64
NR30593--MA0741.1.KLF16	chr2	78973823	78973833	-	0.000	0.000	Merged-chr2-78973866-41
NR12064--MA0741.1.KLF16	chr12	55388660	55388670	+	0.000	0.000	Merged-chr12-55388568-28
NR351--MA0741.1.KLF16	chr1	37029407	37029417	+	0.000	0.000	Merged-chr1-37029325-41
NR5823--MA0039.3.KLF4	chr10	80848717	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR14135--MA0657.1.KLF13	chr13	38528523	38528540	+	0.000	0.000	Merged-chr13-38528691-1
NR22608--MA0741.1.KLF16	chr16	90197530	90197540	-	0.000	0.000	Merged-chr16-90197695-59
NR19489--MA0742.1.Klf12	chr15	57694331	57694345	-	0.000	0.000	Merged-chr15-57694475-103
NR115--MA0039.3.KLF4	chr1	20912781	20912791	-	0.000	0.000	Merged-chr1-20912686-65
NR125--MA0493.1.Klf1	chr1	21079233	21079243	+	0.000	0.000	Merged-chr1-21079276-92
NR56997--MA0741.1.KLF16	chr9	21546484	21546494	-	0.000	0.000	Merged-chr9-21546518-115
NR35207--MA1107.1.KLF9	chr3	101598169	101598181	+	0.000	0.000	Merged-chr3-101598272-22
NR985--MA0740.1.KLF14	chr1	75168733	75168746	-	0.000	0.000	Merged-chr1-75168775-61
NR27145--MA0742.1.Klf12	chr18	84088958	84088972	-	0.000	0.000	Merged-chr18-84088941-2
NR51169--MA0599.1.KLF5	chr7	75914149	75914158	-	0.000	0.000	Merged-chr7-75914112-33
NR23566--MA0493.1.Klf1	chr17	26715439	26715449	+	0.000	0.000	Merged-chr17-26715575-5
NR10352--MA0740.1.KLF14	chr11	102189750	102189763	-	0.000	0.000	Merged-chr11-102189936-68
NR15393--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR17649--MA0493.1.Klf1	chr14	63906105	63906115	-	0.000	0.000	Merged-chr14-63906056-16
NR45928--MA0599.1.KLF5	chr6	22330697	22330706	-	0.000	0.000	Merged-chr6-22330722-48
NR25736--MA0742.1.Klf12	chr18	23803944	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR50176--MA0039.3.KLF4	chr7	30321677	30321687	-	0.000	0.000	Merged-chr7-30321790-4
NR35785--MA0493.1.Klf1	chr3	126831481	126831491	+	0.000	0.000	Merged-chr3-126831628-17
NR26154--MA0741.1.KLF16	chr18	46597708	46597718	-	0.000	0.000	Merged-chr18-46597780-100
NR8105--MA0599.1.KLF5	chr11	35433911	35433920	-	0.000	0.000	Merged-chr11-35434037-3
NR3899--MA1107.1.KLF9	chr1	191397224	191397236	-	0.000	0.000	Merged-chr1-191397050-148
NR52766--MA0741.1.KLF16	chr7	131560220	131560230	-	0.000	0.000	Merged-chr7-131560404-101
NR712--MA0599.1.KLF5	chr1	58973436	58973445	+	0.000	0.000	Merged-chr1-58973623-66
NR3345--MA0599.1.KLF5	chr1	175693017	175693026	+	0.000	0.000	Merged-chr1-175692845-123
NR28237--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR18093--MA0742.1.Klf12	chr14	84443460	84443474	-	0.000	0.000	Merged-chr14-84443299-57
NR47074--MA0741.1.KLF16	chr6	82773534	82773544	+	0.000	0.000	Merged-chr6-82773565-31
NR31236--MA0742.1.Klf12	chr2	117365418	117365432	+	0.000	0.000	Merged-chr2-117365460-12
NR7461--MA0039.3.KLF4	chr10	128716455	128716465	+	0.000	0.000	Merged-chr10-128716299-65
NR18770--MA0493.1.Klf1	chr14	122009755	122009765	+	0.000	0.000	Merged-chr14-122009660-47
NR5692--MA0740.1.KLF14	chr10	80149292	80149305	-	0.000	0.000	Merged-chr10-80149118-125
NR29282--MA0742.1.Klf12	chr2	25534315	25534329	+	0.000	0.000	Merged-chr2-25534396-66
NR21078--MA0599.1.KLF5	chr15	102203633	102203642	-	0.000	0.000	Merged-chr15-102203687-82
NR30381--MA0599.1.KLF5	chr2	71800980	71800989	+	0.000	0.000	Merged-chr2-71801040-44
NR35347--MA0599.1.KLF5	chr3	104961781	104961790	-	0.000	0.000	Merged-chr3-104961785-36
NR14625--MA1107.1.KLF9	chr13	55369633	55369645	-	0.000	0.000	Merged-chr13-55369750-54
NR60954--MA0742.1.Klf12	chrX	151047554	151047568	+	0.000	0.000	Merged-chrX-151047295-55
NR36087--MA0493.1.Klf1	chr3	135641204	135641214	+	0.000	0.000	Merged-chr3-135641246-26
NR32422--MA0599.1.KLF5	chr2	154569994	154570003	-	0.000	0.000	Merged-chr2-154570093-4
NR9986--MA1107.1.KLF9	chr11	97052319	97052331	+	0.000	0.000	Merged-chr11-97052422-15
NR2282--MA0599.1.KLF5	chr1	136234324	136234333	-	0.000	0.000	Merged-chr1-136234299-43
NR1613--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR35729--MA0741.1.KLF16	chr3	123447384	123447394	+	0.000	0.000	Merged-chr3-123447442-94
NR9771--MA1107.1.KLF9	chr11	89022693	89022705	-	0.000	0.000	Merged-chr11-89022557-12
NR41931--MA0599.1.KLF5	chr5	36830334	36830343	-	0.000	0.000	Merged-chr5-36830433-74
NR1952--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR33112--MA0741.1.KLF16	chr2	172393743	172393753	-	0.000	0.000	Merged-chr2-172393836-103
NR39679--MA0493.1.Klf1	chr4	129525473	129525483	+	0.000	0.000	Merged-chr4-129525565-21
NR56822--MA0740.1.KLF14	chr9	14860111	14860124	-	0.000	0.000	Merged-chr9-14860270-32
NR53138--MA0742.1.Klf12	chr7	140186753	140186767	+	0.000	0.000	Merged-chr7-140186904-31
NR23473--MA0740.1.KLF14	chr17	24896473	24896486	+	0.000	0.000	Merged-chr17-24896442-47
NR41705--MA0741.1.KLF16	chr5	31251898	31251908	+	0.000	0.000	Merged-chr5-31251770-31
NR49482--MA0741.1.KLF16	chr7	18873482	18873492	-	0.000	0.000	Merged-chr7-18873432-45
NR36884--MA0741.1.KLF16	chr4	11007709	11007719	+	0.000	0.000	Merged-chr4-11007547-103
NR18626--MA0741.1.KLF16	chr14	118937802	118937812	-	0.000	0.000	Merged-chr14-118937889-60
NR54666--MA0740.1.KLF14	chr8	71396778	71396791	+	0.000	0.000	Merged-chr8-71396788-46
NR26011--MA0741.1.KLF16	chr18	38014420	38014430	+	0.000	0.000	Merged-chr18-38014538-117
NR903--MA0039.3.KLF4	chr1	71557161	71557171	+	0.000	0.000	Merged-chr1-71557349-80
NR33063--MA1107.1.KLF9	chr2	170291893	170291905	+	0.000	0.000	Merged-chr2-170292078-34
NR20682--MA0599.1.KLF5	chr15	93712783	93712792	+	0.000	0.000	Merged-chr15-93712745-43
NR54564--MA0742.1.Klf12	chr8	70501070	70501084	+	0.000	0.000	Merged-chr8-70501065-23
NR2254--MA1107.1.KLF9	chr1	135829045	135829057	-	0.000	0.000	Merged-chr1-135829093-15
NR49819--MA0741.1.KLF16	chr7	25279017	25279027	+	0.000	0.000	Merged-chr7-25278932-64
NR17330--MA0039.3.KLF4	chr14	54464114	54464124	-	0.000	0.000	Merged-chr14-54464203-140
NR31207--MA0599.1.KLF5	chr2	116067085	116067094	+	0.000	0.000	Merged-chr2-116067067-64
NR40173--MA1107.1.KLF9	chr4	137861394	137861406	-	0.000	0.000	Merged-chr4-137861569-3
NR42429--MA1107.1.KLF9	chr5	72658308	72658320	-	0.000	0.000	Merged-chr5-72658444-8
NR37732--MA0493.1.Klf1	chr4	53228156	53228166	-	0.000	0.000	Merged-chr4-53228038-46
NR32924--MA0741.1.KLF16	chr2	167713156	167713166	-	0.000	0.000	Merged-chr2-167713112-41
NR58786--MA0741.1.KLF16	chr9	96119361	96119371	-	0.000	0.000	Merged-chr9-96119358-68
NR138--MA1107.1.KLF9	chr1	21079335	21079347	+	0.000	0.000	Merged-chr1-21079276-92
NR9633--MA0493.1.Klf1	chr11	87404510	87404520	+	0.000	0.000	Merged-chr11-87404473-69
NR32819--MA0039.3.KLF4	chr2	165819872	165819882	+	0.000	0.000	Merged-chr2-165819750-30
NR51893--MA0741.1.KLF16	chr7	108950490	108950500	+	0.000	0.000	Merged-chr7-108950745-92
NR43765--MA1107.1.KLF9	chr5	118817869	118817881	-	0.000	0.000	Merged-chr5-118817732-16
NR12696--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR10288--MA0741.1.KLF16	chr11	100939601	100939611	+	0.000	0.000	Merged-chr11-100939606-96
NR12835--MA0657.1.KLF13	chr12	98737330	98737347	+	0.000	0.000	Merged-chr12-98737451-10
NR43908--MA0741.1.KLF16	chr5	121711914	121711924	+	0.000	0.000	Merged-chr5-121711769-90
NR27356--MA0039.3.KLF4	chr19	4283193	4283203	+	0.000	0.000	Merged-chr19-4283203-50
NR54284--MA0741.1.KLF16	chr8	47714252	47714262	+	0.000	0.000	Merged-chr8-47714007-130
NR41686--MA0741.1.KLF16	chr5	31154328	31154338	-	0.000	0.000	Merged-chr5-31154214-47
NR23701--MA0599.1.KLF5	chr17	28256984	28256993	-	0.000	0.000	Merged-chr17-28256965-58
NR21866--MA0599.1.KLF5	chr16	35022367	35022376	+	0.000	0.000	Merged-chr16-35022570-76
NR42792--MA0493.1.Klf1	chr5	92675294	92675304	-	0.000	0.000	Merged-chr5-92675540-55
NR10983--MA0599.1.KLF5	chr11	116087589	116087598	+	0.000	0.000	Merged-chr11-116087741-1
NR23125--MA0740.1.KLF14	chr17	8283691	8283704	-	0.000	0.000	Merged-chr17-8283621-125
NR41281--MA0742.1.Klf12	chr5	14514923	14514937	-	0.000	0.000	Merged-chr5-14515082-42
NR13936--MA0741.1.KLF16	chr13	24638618	24638628	+	0.000	0.000	Merged-chr13-24638719-55
NR21508--MA0599.1.KLF5	chr16	17233467	17233476	+	0.000	0.000	Merged-chr16-17233660-71
NR16056--MA0741.1.KLF16	chr13	112427720	112427730	-	0.000	0.000	Merged-chr13-112427724-41
NR58346--MA0599.1.KLF5	chr9	75441424	75441433	-	0.000	0.000	Merged-chr9-75441511-87
NR33870--MA0599.1.KLF5	chr3	37419715	37419724	+	0.000	0.000	Merged-chr3-37419954-169
NR19860--MA0493.1.Klf1	chr15	76198202	76198212	+	0.000	0.000	Merged-chr15-76198065-48
NR32515--MA1107.1.KLF9	chr2	156421585	156421597	-	0.000	0.000	Merged-chr2-156421428-68
NR2691--MA0657.1.KLF13	chr1	156615638	156615655	+	0.000	0.000	Merged-chr1-156615670-66
NR56972--MA0599.1.KLF5	chr9	21332468	21332477	+	0.000	0.000	Merged-chr9-21332581-24
NR7304--MA0657.1.KLF13	chr10	127291218	127291235	+	0.000	0.000	Merged-chr10-127291256-2
NR37518--MA0741.1.KLF16	chr4	45418399	45418409	+	0.000	0.000	Merged-chr4-45418381-22
NR2160--MA1107.1.KLF9	chr1	134106702	134106714	+	0.000	0.000	Merged-chr1-134106892-31
NR7812--MA0599.1.KLF5	chr11	20035549	20035558	-	0.000	0.000	Merged-chr11-20035595-25
NR35567--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR58438--MA0741.1.KLF16	chr9	78427569	78427579	-	0.000	0.000	Merged-chr9-78427642-36
NR810--MA0493.1.Klf1	chr1	64121729	64121739	-	0.000	0.000	Merged-chr1-64121787-120
NR6288--MA0599.1.KLF5	chr10	91082910	91082919	+	0.000	0.000	Merged-chr10-91082825-101
NR19761--MA1107.1.KLF9	chr15	73645463	73645475	-	0.000	0.000	Merged-chr15-73645623-78
NR15055--MA0740.1.KLF14	chr13	73938078	73938091	-	0.000	0.000	Merged-chr13-73937981-89
NR40908--MA0493.1.Klf1	chr4	152086733	152086743	-	0.000	0.000	Merged-chr4-152086795-46
NR18193--MA0741.1.KLF16	chr14	99298776	99298786	-	0.000	0.000	Merged-chr14-99298820-64
NR51816--MA0741.1.KLF16	chr7	102426212	102426222	+	0.000	0.000	Merged-chr7-102426341-48
NR31065--MA0741.1.KLF16	chr2	104590463	104590473	+	0.000	0.000	Merged-chr2-104590468-65
NR23377--MA0740.1.KLF14	chr17	23726853	23726866	+	0.000	0.000	Merged-chr17-23726911-1
NR20221--MA0599.1.KLF5	chr15	80948450	80948459	-	0.000	0.000	Merged-chr15-80948556-72
NR41282--MA0599.1.KLF5	chr5	14514915	14514924	-	0.000	0.000	Merged-chr5-14515082-42
NR32510--MA0039.3.KLF4	chr2	156421472	156421482	-	0.000	0.000	Merged-chr2-156421428-68
NR20560--MA1107.1.KLF9	chr15	89089027	89089039	-	0.000	0.000	Merged-chr15-89089221-62
NR44920--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR44297--MA0740.1.KLF14	chr5	129008591	129008604	+	0.000	0.000	Merged-chr5-129008452-69
NR32994--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR46146--MA0742.1.Klf12	chr6	30896943	30896957	+	0.000	0.000	Merged-chr6-30896699-63
NR17014--MA0599.1.KLF5	chr14	36968729	36968738	+	0.000	0.000	Merged-chr14-36968670-90
NR15179--MA0599.1.KLF5	chr13	83518396	83518405	+	0.000	0.000	Merged-chr13-83518348-35
NR38075--MA0599.1.KLF5	chr4	63307666	63307675	-	0.000	0.000	Merged-chr4-63307606-15
NR46033--MA0599.1.KLF5	chr6	28421590	28421599	+	0.000	0.000	Merged-chr6-28421757-53
NR19609--MA1107.1.KLF9	chr15	61538989	61539001	+	0.000	0.000	Merged-chr15-61539170-27
NR27478--MA0493.1.Klf1	chr19	5964208	5964218	+	0.000	0.000	Merged-chr19-5964165-54
NR55757--MA0599.1.KLF5	chr8	107096397	107096406	+	0.000	0.000	Merged-chr8-107096330-78
NR60578--MA0741.1.KLF16	chrX	93298776	93298786	-	0.000	0.000	Merged-chrX-93298710-12
NR37499--MA0741.1.KLF16	chr4	45084670	45084680	-	0.000	0.000	Merged-chr4-45084529-66
NR29233--MA0599.1.KLF5	chr2	24949758	24949767	+	0.000	0.000	Merged-chr2-24949801-67
NR7968--MA0742.1.Klf12	chr11	29515124	29515138	+	0.000	0.000	Merged-chr11-29515062-56
NR30211--MA0741.1.KLF16	chr2	65414093	65414103	-	0.000	0.000	Merged-chr2-65414267-82
NR12348--MA0741.1.KLF16	chr12	75572431	75572441	+	0.000	0.000	Merged-chr12-75572455-24
NR5519--MA0740.1.KLF14	chr10	77033198	77033211	+	0.000	0.000	Merged-chr10-77033384-72
NR2148--MA0599.1.KLF5	chr1	134093255	134093264	+	0.000	0.000	Merged-chr1-134093457-135
